,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,team_mate_handbrake
0,177,0.0,False,False,1,5222.794111803169,49.38999938964844,-13.720000267028809,90.3499984741211,14761.300048828125,-11011.8994140625,2738.2998657226562,-5721.099853515625,-336.50001525878906,-1776.300048828125,1.0,-0.00471393846607692,0.1637299372121812,0.1507840741209447,76561198039309853,enpitsu,23.0,5.590000152587891,-127.01000213623047,97.41999816894531,-22.100000381469727,22938.89892578125,-165.79999923706055,-5499.89990234375,-10.0,0.3999999910593033,255.0,128.0,,-1.1874089178343739,-1.5723150442480502,3.141246290627627,True,1,31.0,False,2,False,,bf81d8692db,games5425898691,22.0,-0.0,-5323.009765625,17.040000915527344,-0.0,821.6999816894531,-11.000000238418579,26.600000858306885,-0.0,0.0,255.0,,-0.009208711335460518,1.570786978026154,4.308279025178299e-08,True,False,False,False,116.0,False,,Imagine wagons,76561198228294976,8,-45.34000015258789,209.27000427246094,62.900001525878906,6717.0001220703125,-21888.701171875,2183.000030517578,2029.6000671386719,1884.9000549316406,2537.7999877929688,255.0,255.0,,-0.09359093614324317,-1.827249121251588,-0.0040577814696082,True,3,False,4,0.0,False,,Dat_Klan,76561198150097584,6.0,3306.570068359375,3802.1298828125,17.010000228881836,14101.300048828125,-15035.699462890625,2.3000000417232513,0.3999999910593033,-0.09999999776482582,-2011.6000366210938,255.0,0.0,-0.009577487705838323,-2.245725982215484,-3.5280660990102016e-05,True,False,False,False,255.0,False,,
1,178,0.0,False,False,0,5200.517708569527,-114.4800033569336,-1.4600000381469727,94.02999877929688,-24886.69921875,-290.10000228881836,2694.1000366210938,3473.900146484375,279.6999931335449,-3466.4999389648438,0.0,0.06180011909317307,-0.34382733838582213,0.2572383565150773,76561198228294976,Imagine wagons,8.0,11.829999923706055,-125.66000366210938,57.63999938964844,-3187.3001098632812,3928.5000610351562,-2231.3999938964844,-1946.1000061035156,-4488.999938964844,2511.999969482422,255.0,255.0,,0.5007676069663956,1.8892220665585902,-0.299029046349012,True,3,0.0,False,4,False,,76561198150097584,Dat_Klan,6.0,-3306.570068359375,-3802.1298828125,17.010000228881836,-14101.300048828125,15035.699462890625,2.3000000417232513,-0.3999999910593033,0.09999999776482582,-2011.6000366210938,255.0,0.0,0.009577487705838323,2.245725982215484,-3.5280660990102016e-05,True,False,False,False,255.0,False,,enpitsu,76561198039309853,23,-5.590000152587891,127.01000213623047,97.41999816894531,22.100000381469727,-22938.89892578125,-165.79999923706055,5499.89990234375,10.0,0.3999999910593033,255.0,128.0,,1.1874089178343739,1.5723150442480502,3.141246290627627,True,1,False,2,31.0,False,,games5425898691,bf81d8692db,22.0,0.0,5313.81005859375,16.959999084472656,0.0,-1805.2000427246094,1.1999999731779099,14.09999966621399,0.0,0.0,255.0,,0.008064292004087818,-1.5707820361298523,5.778208503048798e-08,True,False,False,False,116.0,False,,
2,225,1.0,False,False,0,6054.287990107541,-3980.7900390625,-69.45999908447266,175.5800018310547,-6475.10009765625,-679.8000335693359,12037.19970703125,187.09999084472656,-5989.5001220703125,-300.79999923706055,0.0,1.3651613826815787,-2.2543675459804646,1.6572063633172383,76561198150097584,Dat_Klan,6.0,-4079.4599609375,-284.0799865722656,294.6499938964844,61.99999809265137,22838.5009765625,395.0,-1874.2999267578125,-177.29999542236328,58.09999942779541,255.0,0.0,,0.03579526470887753,1.5763716444813383,1.5840153900578735,True,False,190.72628811867006,True,False,False,,76561198228294976,Imagine wagons,9.0,-62.84000015258789,155.91000366210938,16.940000534057617,-3694.8001098632812,-343.49998474121094,27.300000190734863,4.799999892711639,-2.199999988079071,-354.1999816894531,255.0,128.0,0.01636835032747786,-3.0435707581549245,0.000505808742614676,True,4,False,4,0.0,False,,enpitsu,76561198039309853,23,-760.1300048828125,-196.32000732421875,16.81999969482422,-7097.1002197265625,4133.0999755859375,54.099998474121094,24.90000009536743,-3.1999999284744263,-955.5999755859375,255.0,128.0,,0.016999626435588323,2.557076042053351,0.0019556720676006793,True,2,False,2,0.0,False,,games5425898691,bf81d8692db,22.0,-1022.510009765625,4675.22021484375,16.989999771118164,-9116.400146484375,6078.900146484375,4.900000095367432,0.09999999776482582,-0.5000000074505806,-2170.0,128.0,0.0,0.0096184071413437,2.5010908619560395,-1.2871587031789946e-05,True,False,False,False,116.0,False,,
3,269,3.0,False,False,1,9016.235183233734,1915.6800537109375,-3818.389892578125,123.05000305175781,5312.5,23992.39990234375,9607.19970703125,5126.5997314453125,659.1000366210938,-3046.7999267578125,1.0,-0.5188787180736044,-2.8891274067482686,-1.8856748975042825,bf81d8692db,games5425898691,22.0,1866.2900390625,-4008.429931640625,62.599998474121094,-3061.7999267578125,20209.49951171875,3143.2998657226562,-2738.800048828125,-468.1999969482422,103.99999618530273,255.0,128.0,,-0.07168469660481444,1.3989986381068922,-1.5874653354308997e-05,True,3,98.0,False,4,False,,76561198039309853,enpitsu,23.0,2254.929931640625,-1391.52001953125,88.80000305175781,10776.8994140625,-16770.50048828125,-168.09999465942383,4884.700012207031,2527.5,-32.69999980926514,128.0,128.0,-1.0531684012455016,1.0827932769832298,-3.129494688097109,True,3,False,4,31.0,False,,Imagine wagons,76561198228294976,9,757.4500122070312,-884.2000122070312,17.049999237060547,-8167.9998779296875,-6891.9000244140625,3.400000035762787,-0.0,-0.0,-2535.0,255.0,0.0,False,-0.016706226589712762,-0.6270955346319045,5.7451849891403906e-05,True,4,False,4,0.0,False,,Dat_Klan,76561198150097584,6.0,2194.52001953125,-1493.510009765625,17.010000228881836,-14093.499755859375,5412.60009765625,2.3000000417232513,-0.0,-0.0,-2047.8999328613281,255.0,0.0,-0.009591242528615212,0.4341227926975213,-2.144618700571742e-05,True,False,False,False,181.0,False,,
4,349,6.0,False,False,0,8373.358977407821,-3419.3798828125,-2844.090087890625,143.72999572753906,-15576.199951171875,-6755.0,4585.299987792969,3112.7999877929688,4086.0000610351562,-2338.000030517578,0.0,0.10797617115517723,-3.1268077164507297,2.9914715878196687,76561198150097584,Dat_Klan,6.0,-3368.989990234375,-2922.64990234375,14.710000038146973,-14276.8994140625,-12131.99951171875,-202.70000457763672,-116.00000381469727,38.59999895095825,319.59999084472656,128.0,207.0,,0.00770389876173127,-2.499482186978912,0.009196826280574841,True,False,147.0,False,False,False,,76561198228294976,Imagine wagons,9.0,-1465.050048828125,-2203.360107421875,17.059999465942383,-15326.99951171875,-4247.300109863281,1.2999999523162842,-9.300000071525574,-1.5000000596046448,-2.7000001072883606,255.0,255.0,0.01679099229806453,-2.9425788196345777,0.0004348020456624506,True,6,False,6,,False,,enpitsu,76561198039309853,23,-1992.93994140625,2927.25,112.52999877929688,5910.7000732421875,-18128.499755859375,-149.3000030517578,5341.6998291015625,1309.6000671386719,-20.199999809265137,255.0,128.0,False,1.368503823843711,1.8291581315202192,-3.1232765596925995,True,5,False,6,255.0,False,,games5425898691,bf81d8692db,22.0,-3646.719970703125,-174.16000366210938,16.989999771118164,-14592.60009765625,-16956.600341796875,4.000000059604645,0.3999999910593033,0.29999999329447746,1954.6000671386719,255.0,255.0,0.009590116389213674,-2.206924980453074,4.7414932173587964e-05,True,4,False,4,251.87849449855025,True,,
5,394,7.0,False,False,1,2451.3060143894786,2932.75,3775.97998046875,151.50999450683594,-16699.000244140625,17065.400390625,9048.099975585938,5793.499755859375,-11.59999966621399,-1560.3999328613281,1.0,0.6234207921281468,1.2140419136929477,-1.11185074832147,bf81d8692db,games5425898691,23.0,3090.030029296875,3590.97998046875,21.920000076293945,-10672.5,20155.2001953125,2977.2000122070312,-2.0000000298023224,3.8999998569488525,1151.9000244140625,255.0,244.0,,-0.009587778996446432,1.0670639068980612,0.00018261716224692606,True,4,161.0,False,5,False,,76561198039309853,enpitsu,23.0,1219.77001953125,83.5999984741211,17.049999237060547,-2528.8999938964844,18767.80029296875,2.800000011920929,-0.0,-3.700000047683716,-997.6000213623047,255.0,128.0,-0.016736973662931805,1.4381827144508073,-0.00021905477986029136,True,6,False,6,255.0,False,,Imagine wagons,76561198228294976,9,1326.4599609375,3726.14990234375,17.059999465942383,-12993.399658203125,5442.7001953125,1.2999999523162842,-0.5000000074505806,-0.0,1.5000000596046448,255.0,128.0,,-0.016746292429629956,0.39646509038934297,-4.575818974247424e-05,True,6,False,6,31.0,False,,Dat_Klan,76561198150097584,6.0,2999.7099609375,4219.7998046875,55.27000045776367,-8926.199951171875,-5829.6002197265625,3674.8001098632812,6.499999761581421,-0.0,2093.0999755859375,255.0,128.0,-0.009871703145608155,-0.7950404710267601,-0.0004482232033715466,True,False,False,3,147.0,False,,False
6,449,9.0,True,True,1,1328.3754922384105,257.80999755859375,3974.969970703125,334.7699890136719,-547.2000122070312,29737.60009765625,2076.999969482422,-689.4000244140625,-1631.1000061035156,-383.69998931884766,1.0,-0.9405417712638485,1.5753279534844713,-0.01773471799791269,76561198039309853,enpitsu,23.0,234.22999572753906,3716.89990234375,256.7200012207031,205.30000686645508,16919.69970703125,442.90000915527344,3599.5001220703125,2979.89990234375,2900.4998779296875,128.0,128.0,False,0.35728375015562425,1.7974436696906315,0.7964509008384242,True,7,199.0,False,8,False,,bf81d8692db,games5425898691,23.0,1684.9599609375,4436.419921875,17.010000228881836,-5330.7000732421875,-10055.599975585938,2.0000000298023224,-0.0,0.09999999776482582,132.29999542236328,255.0,128.0,-0.0095617577887269,-1.095038256073591,-6.534736206085143e-05,True,4,False,6,161.0,False,,Imagine wagons,76561198228294976,9,15.989999771118164,4151.669921875,87.04000091552734,12279.599609375,-5970.5999755859375,1761.300048828125,-1763.699951171875,5126.6998291015625,924.7000122070312,255.0,128.0,False,-0.5529215091563235,-2.583924782483998,-0.4673696647440401,True,7,False,8,24.786090163774386,True,,Dat_Klan,76561198150097584,6.0,336.07000732421875,3551.340087890625,16.989999771118164,-8192.100219726562,10874.3994140625,4.699999988079071,0.5000000074505806,-0.7999999821186066,1507.1000671386719,128.0,255.0,-0.009629560015687263,0.9310053199795766,0.0003850503939910277,True,4,False,4,135.0,False,,
7,715,10.0,False,False,0,5162.043464337891,173.14999389648438,89.88999938964844,156.22000122070312,27669.49951171875,4300.899963378906,13523.1005859375,5210.10009765625,-638.4999847412109,-2906.300048828125,0.0,0.004447464686126877,0.18823050931551127,-0.1039885191370556,76561198150097584,Dat_Klan,6.0,14.6899995803833,-45.2400016784668,89.30999755859375,12808.299560546875,15344.3994140625,1960.2999877929688,-4809.800109863281,2623.800048828125,479.90001678466797,255.0,128.0,,0.7132344970342488,1.043266639263164,-0.06885978721809365,True,3,0.0,False,4,False,,76561198228294976,Imagine wagons,9.0,2432.199951171875,-4254.169921875,17.049999237060547,20318.199462890625,636.1000061035156,-2.0999999344348907,-1.5000000596046448,0.0,390.8000183105469,255.0,128.0,0.016786747017756162,0.061462440698171236,-0.00020182032452186204,True,False,False,False,2.0,False,,enpitsu,76561198039309853,23,0.0,2622.969970703125,17.049999237060547,-0.5999999865889549,-12799.69970703125,2.7000001072883606,-0.19999999552965164,0.0,0.0,255.0,,,0.016754465592861683,-1.5708787235295898,6.939998461154693e-06,True,2,False,2,146.0,False,,games5425898691,bf81d8692db,22.0,60.970001220703125,293.0400085449219,85.63999938964844,-391.3999938964844,-18191.99951171875,1526.300048828125,4407.699890136719,1728.0999755859375,2799.1000366210938,128.0,128.0,0.8467317615364387,-1.3809128371073285,-0.05578530576751349,True,3,False,4,0.0,False,,
8,810,13.0,False,False,0,4126.500903700929,906.2899780273438,1427.8900146484375,623.469970703125,-18473.299560546875,21518.20068359375,-2491.7999267578125,2818.599853515625,-1644.7000122070312,2470.0,0.0,-0.009350045076928068,-0.4356953600282157,1.5591633810275385,76561198228294976,Imagine wagons,9.0,971.530029296875,1275.800048828125,612.5499877929688,-13250.899658203125,17537.7001953125,400.6999969482422,-4290.299987792969,-3430.4998779296875,272.09999084472656,255.0,128.0,False,1.0120529557354205,2.3145239109046916,-0.3473316994892937,True,False,106.02646888968766,True,4,False,,76561198150097584,Dat_Klan,6.0,1818.1600341796875,-1697.0699462890625,17.0,-22821.8994140625,2028.0000305175781,1.2999999523162842,-0.09999999776482582,0.0,-1986.6000366210938,255.0,0.0,0.009596023977724114,2.974345177556118,-3.0167288926615415e-05,True,4,False,4,194.18168596298463,True,,enpitsu,76561198039309853,23,721.010009765625,2897.39990234375,17.049999237060547,-2473.8999938964844,13116.400146484375,2.5999999046325684,-0.3999999910593033,0.3999999910593033,0.0,255.0,128.0,,0.0167085526012974,1.7572357663048161,-3.948189201607609e-05,True,2,False,2,146.0,False,,games5425898691,bf81d8692db,22.0,-3316.6201171875,-179.91000366210938,16.93000030517578,-14742.39990234375,10619.69970703125,22.5,4.4999998807907104,10.499999523162842,4.699999988079071,255.0,128.0,0.010234335960610503,2.5179015656035655,-0.00013065314593072963,True,6,False,6,31.0,False,,
9,882,16.0,False,False,1,9683.56407415691,2992.199951171875,-4313.9599609375,134.52999877929688,8696.099853515625,-12931.300048828125,8580.900268554688,-4505.199890136719,3923.2998657226562,-556.5000152587891,1.0,-0.04355307622500313,-0.5201584349464802,-0.6886582521090604,bf81d8692db,games5425898691,23.0,2974.699951171875,-4193.64990234375,15.850000381469727,-4484.200134277344,-13220.6005859375,-1239.800033569336,2047.5,3720.7998657226562,3494.7000122070312,255.0,248.0,,-0.024372350692892574,-1.310424924099151,-0.0655623224988529,True,6,178.21174208579527,True,6,False,,76561198039309853,enpitsu,23.0,2638.830078125,-5094.31982421875,146.8300018310547,9575.800170898438,2519.499969482422,-8159.6002197265625,5301.9000244140625,1268.1999969482422,728.3000183105469,255.0,0.0,-0.7822572474658456,2.8793323609536356,-1.2996559193306314,True,4,False,4,52.0,False,,Imagine wagons,76561198228294976,9,3593.179931640625,-3874.81005859375,17.040000915527344,15682.19970703125,13105.30029296875,5.0,-0.5000000074505806,-0.5999999865889549,2908.0999755859375,255.0,255.0,False,-0.01677695086723639,2.280502797791445,6.486689545122055e-05,True,False,False,4,255.0,False,,Dat_Klan,76561198150097584,6.0,3223.5400390625,-1078.030029296875,17.0,13177.900390625,-14313.499755859375,3.400000035762787,-1.1999999731779099,1.5999999642372131,-1239.000015258789,128.0,0.0,-0.009629832671436528,-2.3002253642136465,-0.00015350363046160543,True,4,False,4,200.0,False,,
