,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect,opp_2_handbrake
0,171,0.0,False,False,0,5181.981347637372,17.489999771118164,39.16999816894531,96.5,13151.700439453125,24728.9990234375,2801.9000244140625,60.300002098083496,96.99999809265137,-1486.300048828125,0.0,0.0016363359952565055,-0.024767421520186406,0.0009994301296156844,823aae2ee45f496db6ad4f2bf03d1ffd,Alex Durex,13.0,-79.87999725341797,-110.27999877929688,58.029998779296875,6729.6002197265625,21808.30078125,2847.60009765625,2490.800018310547,2682.60009765625,-4104.700012207031,255.0,90.0,,-0.02167868953764432,1.3219327044588953,0.1012439210448498,True,5,False,9.793703174078336,True,6,,76561199032994404,MyropP lft hellcase.org,10.0,-154.6199951171875,-1559.030029296875,17.010000228881836,918.6000061035156,13588.399658203125,2.7000001072883606,0.7999999821186066,4.900000095367432,-2086.6000366210938,243.0,21.0,,0.009618166979544802,1.4571031017794964,-0.0003180994667936864,True,74.0,False,4,4,False,,enpitsu,76561198039309853,26.0,2472.550048828125,4130.81982421875,17.049999237060547,13892.5,2282.2000122070312,2.8999999165534973,-6.899999976158142,-1.0000000149011612,-537.7999877929688,255.0,0.0,False,0.01676280591854356,0.17163657194742207,-4.697039858655091e-05,True,0.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,-0.2800000011920929,623.1199951171875,57.59000015258789,1474.4000244140625,-22783.798828125,2670.4998779296875,4377.9998779296875,721.6999816894531,-684.7000122070312,128.0,151.0,0.09106146335645716,-1.653354731145655,-0.01798898044290267,True,31.0,False,4,False,3,,
1,205,1.0,False,False,1,8720.282542007626,-3050.7900390625,-2636.0,127.95999908447266,7650.8001708984375,17509.200439453125,13552.099609375,4268.399963378906,-3999.5999145507812,-1335.2999877929688,1.0,0.5547228184385278,1.7556966773234237,-0.651133471913077,76561198039309853,enpitsu,26.0,-3150.820068359375,-2865.2099609375,46.189998626708984,66.19999885559082,17656.700439453125,3463.699951171875,-414.0999984741211,-15.499999523162842,-1344.2999267578125,255.0,0.0,False,-0.025332313084534312,1.6218089880013478,-0.002043056359280211,True,1,False,210.0,False,2,,bf81d8692db,games5425898691,18.0,,,,,,,,,,,,,,,,True,,,,,,,MyropP lft hellcase.org,76561199032994404,10.0,-1025.010009765625,1449.1500244140625,17.010000228881836,-7763.4002685546875,16045.400390625,-0.3999999910593033,0.9000000357627869,-1.899999976158142,-185.49999237060547,255.0,128.0,False,-0.009587743509129856,1.141714146808939,0.00018385878846629807,False,4.995698898069319,True,4,False,4,,Alex Durex,823aae2ee45f496db6ad4f2bf03d1ffd,13.0,-880.8300170898438,-1299.8199462890625,15.65999984741211,-10082.7001953125,-8301.300048828125,-301.00000381469727,1236.9999694824219,1131.1000061035156,-491.6999816894531,255.0,0.0,-0.013303262145076773,-0.6320477277001768,0.015957445096767886,True,0.0,False,6,False,6,,
2,309,5.0,False,False,0,8798.654267861164,349.17999267578125,-3570.10009765625,533.9000244140625,5986.9000244140625,-1166.9999694824219,9438.499755859375,3611.099853515625,3161.199951171875,-3600.7998657226562,0.0,0.7391847984217947,-0.2607167045942183,1.8037036717927792,76561199032994404,MyropP lft hellcase.org,10.0,281.3500061035156,-3570.2099609375,374.760009765625,-14375.400390625,12325.2001953125,2735.8999633789062,4174.200134277344,-1753.3000183105469,-3122.60009765625,133.0,239.0,,-1.1862641572860682,0.8997104892882043,-1.569492532670435,True,4,4,173.46984940190472,True,6,,823aae2ee45f496db6ad4f2bf03d1ffd,Alex Durex,13.0,2681.7900390625,-3165.179931640625,17.020000457763672,-17580.699462890625,-13629.000244140625,0.7000000029802322,0.29999999329447746,0.19999999552965164,-1.0000000149011612,255.0,128.0,,0.009590997885957558,-2.482304433484054,4.841237299619437e-05,True,230.0,False,8,8,False,,enpitsu,76561198039309853,26.0,197.32000732421875,-3120.719970703125,250.00999450683594,-4605.199890136719,-22476.39892578125,1612.7000427246094,444.00001525878906,272.90000915527344,270.40000915527344,255.0,255.0,,-0.4019210818964551,-1.2412086705300667,-0.12290034612979009,True,42.81640440417874,True,4,False,3,,games5425898691,bf81d8692db,18.0,960.1300048828125,3917.64990234375,104.9800033569336,-14091.300048828125,-4221.400146484375,-143.4000015258789,261.3999938964844,-5431.099853515625,-827.0999908447266,255.0,128.0,-0.692117978595058,-0.4124357070429805,-2.720887204394186,True,116.0,False,4,False,3,,
3,399,8.0,False,False,0,9565.315327847306,2195.68994140625,-3911.889892578125,139.3699951171875,-285.10000228881836,13789.89990234375,3650.7000732421875,4516.000061035156,3382.60009765625,-2040.2999877929688,0.0,1.245558382221111,-0.04868968016974151,2.530230955905745,823aae2ee45f496db6ad4f2bf03d1ffd,Alex Durex,13.0,2234.97998046875,-4046.949951171875,17.010000228881836,-3825.7000732421875,11128.800048828125,0.3999999910593033,1.8000000715255737,-5.400000214576721,823.1999969482422,255.0,66.0,False,0.009535353939784896,1.9608145385254012,-0.00012300582090571982,False,8,False,220.6702022398672,True,8,,76561199032994404,MyropP lft hellcase.org,10.0,-2817.010009765625,808.219970703125,16.989999771118164,15725.999755859375,1375.0999450683594,4.900000095367432,0.0,0.0,-2035.0999450683594,247.0,17.0,False,0.009576140232496243,0.018046072094867357,5.482704024068418e-06,True,255.0,False,6,4,4,,enpitsu,76561198039309853,26.0,696.4299926757812,-5167.18994140625,17.059999465942383,1256.6000366210938,6517.1002197265625,2.0000000298023224,2.5,-0.5999999865889549,2349.600067138672,255.0,128.0,False,0.016796499751697946,1.369337247859026,2.7730386018418677e-05,True,36.0,False,4,False,4,,games5425898691,bf81d8692db,18.0,-2888.590087890625,5046.2900390625,305.7200012207031,14011.800537109375,5420.4998779296875,-241.8000030517578,-818.1999969482422,1814.9000549316406,-1744.7000122070312,255.0,0.0,0.05296761391177467,0.3513260388481396,1.570887232361085,True,255.0,False,4,False,4,,
4,430,9.0,False,False,0,8102.893935093451,2159.93994140625,-2364.5400390625,144.86000061035156,-1533.3000183105469,13942.19970703125,359.90001678466797,313.4000015258789,711.6999816894531,-2107.2000122070312,0.0,1.3528571908673912,0.8172874350116849,-2.6542332406454654,823aae2ee45f496db6ad4f2bf03d1ffd,Alex Durex,13.0,2205.489990234375,-2428.06005859375,17.25,-1112.300033569336,14432.80029296875,102.60000228881836,60.39999961853027,-219.79999542236328,1322.5,255.0,142.0,False,0.037899341640536745,1.658166976852057,-0.04806446345079115,False,8,False,187.8629934454477,True,8,,76561199032994404,MyropP lft hellcase.org,10.0,-1128.5400390625,604.239990234375,16.989999771118164,15011.099853515625,2039.2999267578125,4.600000083446503,-0.5999999865889549,0.0,1509.7000122070312,241.0,198.0,False,0.009585983294854068,0.17655033732416578,6.310348701628905e-05,True,255.0,False,6,4,4,,enpitsu,76561198039309853,26.0,804.9400024414062,-3905.260009765625,17.059999465942383,1223.0000305175781,15526.500244140625,1.1999999731779099,-0.3999999910593033,0.0,0.0,255.0,0.0,False,0.016744374963492892,1.4921875628953256,-1.883275374254519e-06,True,0.0,False,4,False,4,,games5425898691,bf81d8692db,18.0,-1072.5899658203125,4916.35986328125,16.959999084472656,17625.50048828125,-525.2999877929688,11.59999966621399,33.19999933242798,5.400000214576721,95.0,255.0,128.0,0.009213838561516252,-0.018809810758430707,-0.0018184832819870401,True,237.0,False,4,False,4,,
5,446,10.0,False,False,0,7212.734349613694,1959.5400390625,-1483.4000244140625,177.25999450683594,-6518.599853515625,16133.499755859375,2697.9998779296875,305.2000045776367,416.3999938964844,-1851.6999816894531,0.0,1.3086152650163814,2.1576257924315434,-0.01277191195164933,823aae2ee45f496db6ad4f2bf03d1ffd,Alex Durex,13.0,2049.090087890625,-1563.52001953125,65.44000244140625,-5941.500244140625,15821.700439453125,3194.5001220703125,-1237.699966430664,-336.30001068115234,593.4000015258789,255.0,249.0,False,0.2868460743239397,1.9930895969019573,-0.15778722210497423,False,8,False,167.46250329479096,True,10,,76561199032994404,MyropP lft hellcase.org,10.0,-422.8299865722656,1070.3699951171875,16.989999771118164,10000.999755859375,13344.7998046875,2.3000000417232513,1.8000000715255737,2.5999999046325684,1301.3999938964844,255.0,242.0,False,0.009584938145170025,0.9429432169461807,9.670864941969613e-05,False,229.93080426287906,True,6,4,4,,enpitsu,76561198039309853,26.0,1155.4200439453125,-3081.280029296875,17.059999465942383,9975.900268554688,12936.099853515625,-4.000000059604645,-0.7999999821186066,-0.7999999821186066,-240.79999923706055,255.0,128.0,False,0.016781358767337492,0.8930789297176486,0.00021719777738379465,True,2.8205935211591813,True,4,False,4,,games5425898691,bf81d8692db,18.0,-258.6099853515625,4849.8701171875,17.0,6032.0001220703125,-1225.0,3.400000035762787,-0.29999999329447746,0.5000000074505806,-10.90000033378601,0.0,128.0,0.009913301572864082,-0.2033105960614165,5.7069429866552305e-05,True,237.0,False,4,False,4,,
6,466,10.0,False,False,0,5915.9505660561035,1447.3299560546875,-292.05999755859375,269.94000244140625,-8360.700073242188,16137.7001953125,1563.699951171875,-146.30000114440918,-339.70001220703125,-1336.1000061035156,0.0,0.8264854966216587,0.6210691489180569,-0.5373700048973441,823aae2ee45f496db6ad4f2bf03d1ffd,Alex Durex,13.0,1459.9200439453125,-258.7300109863281,91.0999984741211,-9524.69970703125,18154.599609375,-1450.8000183105469,1446.4999389648438,3692.9998779296875,3709.2001342773438,255.0,255.0,False,-1.2428379279622095,-0.7254081067147126,-0.6911021581068295,False,8,False,128.0,False,10,,76561199032994404,MyropP lft hellcase.org,10.0,-95.19999694824219,2547.139892578125,16.989999771118164,178.09999465942383,22999.29931640625,2.3000000417232513,0.0,-2.3000000417232513,1462.2000122070312,255.0,184.0,False,0.009604734366602403,1.6109475325954374,0.00013179994206734762,False,167.2807482878367,True,6,4,4,,enpitsu,76561198039309853,26.0,1892.77001953125,-1936.47998046875,17.059999465942383,6997.2998046875,18199.100341796875,-3.400000035762787,0.7000000029802322,2.0999999344348907,1334.4000244140625,255.0,128.0,False,0.0167716651457173,1.2187095221414752,0.0003177642143542528,True,5.983845026262346,True,4,False,4,,games5425898691,bf81d8692db,18.0,-413.739990234375,4882.0400390625,17.0,-6658.3001708984375,1376.1000061035156,3.400000035762787,-0.5999999865889549,-0.5000000074505806,0.0,0.0,128.0,0.009750114643549556,-0.20382029766760687,4.9540576854368685e-05,True,237.0,False,4,False,4,,
7,491,11.0,False,False,0,4278.201408046772,689.280029296875,1166.3499755859375,150.41000366210938,-9519.69970703125,15849.89990234375,1335.0999450683594,-1161.8000030517578,249.69999313354492,-1346.6999816894531,0.0,0.5236576594901644,-0.7237571460208307,-0.7155907225841822,823aae2ee45f496db6ad4f2bf03d1ffd,Alex Durex,13.0,761.030029296875,1071.1400146484375,16.989999771118164,-7438.4002685546875,15261.199951171875,2.800000011920929,1.1999999731779099,-0.7999999821186066,2658.9999389648438,255.0,255.0,False,0.00963771526206151,2.2274549460710378,0.000147850459413852,False,8,False,109.20568580524896,True,10,,76561199032994404,MyropP lft hellcase.org,10.0,-607.8900146484375,4382.47998046875,16.989999771118164,-6705.2001953125,21017.2998046875,4.799999892711639,-0.29999999329447746,0.7000000029802322,-1901.0000610351562,235.0,0.0,False,0.009571723584398943,1.8129516264259171,-8.814921517534518e-05,False,177.0,False,6,4,4,,enpitsu,76561198039309853,26.0,2148.77001953125,-104.63999938964844,17.059999465942383,2370.500030517578,22877.5,-4.000000059604645,0.0,0.5999999865889549,0.0,255.0,128.0,False,0.016782220062200884,1.4675539100264319,-4.2065668049205064e-05,True,0.0,False,4,False,4,,games5425898691,bf81d8692db,18.0,-483.739990234375,4840.2900390625,128.27000427246094,3246.7001342773438,-2201.1000061035156,3113.800048828125,-350.60001373291016,-542.7999877929688,-1200.2999877929688,255.0,128.0,-0.17963864366245935,-0.9255636058797528,0.03133902509634912,True,237.0,False,6,False,4,,
8,510,12.0,False,True,0,3061.5645598176366,64.05999755859375,2232.860107421875,96.12000274658203,-2423.8999938964844,20908.5009765625,12.5,-904.8999786376953,-128.100004196167,-1339.6000671386719,0.0,-0.14332193631232323,-1.7625449718858974,-1.1070748885383361,823aae2ee45f496db6ad4f2bf03d1ffd,Alex Durex,13.0,-5.5,2008.7900390625,16.979999542236328,-6094.0997314453125,19435.30029296875,3.6000001430511475,-0.7000000029802322,2.800000011920929,-1641.1000061035156,255.0,119.0,False,0.0095955272161248,1.7976259020373395,2.5618536764474127e-05,False,8,False,49.687672856033494,True,10,,76561199032994404,MyropP lft hellcase.org,10.0,-149.05999755859375,5453.22998046875,20.829999923706055,9893.599853515625,-361.8000030517578,2.5,-21.30000114440918,153.29999923706055,-3528.0999755859375,247.0,0.0,False,0.029077910939118094,-0.5256595552157832,0.03553059802435124,True,177.0,False,6,4,4,,enpitsu,76561198039309853,26.0,1912.18994140625,1557.1099853515625,17.059999465942383,-8285.399780273438,21455.70068359375,-3.6000001430511475,3.1999999284744263,-8.399999737739563,947.0999908447266,255.0,128.0,False,0.01677308107342388,1.9879110878562054,-2.979402645382064e-05,True,6.013685803259575,True,4,False,4,,games5425898691,bf81d8692db,18.0,-260.260009765625,4636.7001953125,208.75999450683594,3470.4998779296875,-4464.5001220703125,-447.2999954223633,5.5000001192092896,-565.2999877929688,-1580.0999450683594,255.0,128.0,-0.32062044675176493,-1.9439832049578496,0.3225808831719268,True,220.0,False,6,False,4,,
9,522,12.0,True,True,0,2152.9812057902323,129.14999389648438,3246.75,93.87999725341797,5081.499938964844,23268.89892578125,146.8000030517578,-2991.6000366210938,-1223.3000183105469,-1135.4000091552734,0.0,-0.5255101859979364,-2.7161340168539616,-0.23414588885718637,823aae2ee45f496db6ad4f2bf03d1ffd,Alex Durex,13.0,-74.29000091552734,3080.2099609375,89.37999725341797,1737.7000427246094,22933.701171875,-152.29999542236328,-1679.7000122070312,5237.1002197265625,27.699999809265137,255.0,0.0,False,0.19206187828014926,1.936924366936898,2.0163491349008207,False,9,False,20.0,False,12,,76561199032994404,MyropP lft hellcase.org,10.0,64.8499984741211,5163.0,16.93000030517578,3315.1998901367188,-10871.800537109375,15.700000524520874,16.200000047683716,-1.4000000059604645,-491.89998626708984,255.0,78.0,False,0.008660128819116234,-1.2745135761086002,-0.0005512362000850519,True,155.09395258144662,True,6,4,4,,enpitsu,76561198039309853,26.0,1516.510009765625,2409.31005859375,17.059999465942383,-8262.000122070312,21362.900390625,1.2999999523162842,-0.29999999329447746,1.0999999940395355,-375.29998779296875,255.0,128.0,False,0.01678333508726397,1.9113630182903412,9.114759386448709e-05,True,0.0,False,4,False,4,,games5425898691,bf81d8692db,18.0,-121.47000122070312,4449.8701171875,136.85000610351562,3313.9999389648438,-4671.400146484375,-3026.9000244140625,125.9000015258789,-125.29999732971191,19.500000476837158,255.0,254.0,-0.22084811545250535,-2.3778712292581794,0.44294803615888084,True,220.0,False,6,False,4,,
