,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_ball_cam,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_ball_cam,opp_2_boost_collect
0,171,0.0,False,False,1,5221.78495601575,24.760000228881836,-8.59000015258789,105.52999877929688,2205.0999450683594,-274.3000030517578,-624.5000076293945,3383.0999755859375,-3581.300048828125,-1984.2999267578125,1.0,-0.025606792511393008,0.23276111804440816,-0.4058719666484882,76561198039309853,enpitsu,27.0,6.309999942779541,-134.22000122070312,131.8000030517578,-2587.5,2454.7999572753906,783.7999725341797,-5034.100036621094,933.3000183105469,-2008.9999389648438,255.0,0.0,,-1.1775141181307904,0.26999756555513416,1.7314156027730232,True,0.0,False,2,False,1,,bf81d8692db,games5425898691,19.0,-231.2100067138672,-4575.27978515625,17.010000228881836,1154.5999908447266,4059.89990234375,2.7000001072883606,-0.09999999776482582,0.5000000074505806,0.0,255.0,128.0,,-0.009446506381001692,1.847880710382846,-3.844120846616678e-05,True,116.0,False,4,4,False,,šämh,bd87b319f1b,5,-59.369998931884766,142.94000244140625,111.83000183105469,442.40001678466797,-1352.5,3871.300048828125,3310.7998657226562,-4281.099853515625,979.7000122070312,255.0,40.0,,0.03830814014013074,-2.3813717301535697,0.6546547436803317,0.0,False,4,3,True,False,,WendyJenkins,bf134ac71ab,4.0,-3219.1201171875,4193.35986328125,85.7300033569336,-21370.50048828125,8501.599731445312,-151.70000076293945,-4467.200012207031,-2592.7999877929688,-1889.6000671386719,255.0,199.0,False,0.16838630939312374,-0.3825415552718771,-1.3639030935244028,3,255.0,False,False,4,True,
1,263,3.0,False,False,1,3749.2954500651977,1685.5899658203125,1474.7900390625,93.13999938964844,3945.4998779296875,3505.1998901367188,0.0,-3841.400146484375,4323.900146484375,-494.90001678466797,1.0,-0.578400039495556,1.0213721575752728,2.312588968344398,76561198039309853,enpitsu,27.0,1563.9300537109375,1336.6700439453125,17.049999237060547,11255.2001953125,8120.7000732421875,7.5,2.0000000298023224,-2.7000001072883606,-0.09999999776482582,255.0,128.0,,-0.016924345011088367,2.51660643808242,-3.106772897240832e-06,True,0.0,False,4,False,4,,bf81d8692db,games5425898691,20.0,3302.93994140625,-721.97998046875,17.010000228881836,16133.499755859375,16234.7998046875,2.7000001072883606,0.9000000357627869,1.0999999940395355,1140.8999633789062,255.0,244.0,,-0.0095857668771927,2.3325332498234115,0.00013112078742268934,True,0.0,False,4,4,False,,šämh,bd87b319f1b,5,2260.6201171875,-239.41000366210938,16.989999771118164,11860.400390625,5435.0,10.0,-0.0,0.5000000074505806,195.40000915527344,255.0,128.0,,-0.00952585602775886,2.688357471639844,-0.0001343574285278125,0.0,False,6,6,True,False,,WendyJenkins,bf134ac71ab,4.0,-677.5700073242188,4481.10986328125,17.020000457763672,5760.2001953125,7199.7998046875,1.7000000178813934,1.2999999523162842,1.5000000596046448,-1911.300048828125,255.0,5.0,False,-0.00953918797883762,2.2287909386114406,-0.0004189735799557018,6,255.0,False,False,6,True,
2,318,5.0,False,False,1,3263.274187499512,3723.530029296875,3510.8798828125,93.1500015258789,8319.199829101562,8454.000244140625,0.0,-4383.0999755859375,4097.300109863281,-8.199999928474426,1.0,-1.0431485015434339,1.8712370442831334,1.5776729002371273,76561198039309853,enpitsu,26.0,3613.9599609375,3239.52001953125,17.040000915527344,10252.7001953125,9681.099853515625,4.4999998807907104,0.3999999910593033,-0.0,0.0,255.0,,,-0.016795237934453946,2.3848572422316208,-2.8876011849394156e-05,True,,False,4,False,4,,bf81d8692db,games5425898691,20.0,1585.22998046875,1255.0400390625,17.010000228881836,-17546.99951171875,-5297.60009765625,2.5999999046325684,-0.5000000074505806,-0.0,0.09999999776482582,255.0,128.0,,-0.009599680888347546,-0.29325234292051905,-4.920796788562799e-05,True,255.0,False,4,4,False,,šämh,bd87b319f1b,5,3706.489990234375,1472.4200439453125,88.41000366210938,-3133.599853515625,18321.800537109375,114.60000038146973,-4974.700012207031,1646.7999267578125,1670.3999328613281,255.0,128.0,,-0.36650481405239266,0.3385756372146515,1.5418317316922994,,False,8,7,True,False,,WendyJenkins,bf134ac71ab,4.0,-80.97000122070312,5274.330078125,17.020000457763672,-8626.400146484375,4984.89990234375,1.7000000178813934,-0.5999999865889549,0.09999999776482582,2574.5999145507812,255.0,255.0,True,-0.009528306521233836,0.45371193529732534,-1.3532638530539629e-06,6,255.0,False,False,6,True,
3,329,5.0,False,False,1,3344.9944800029225,3965.159912109375,3809.8701171875,206.75,215.49999237060547,4672.699890136719,5828.599853515625,-3937.6998901367188,3970.4000854492188,-2174.7999572753906,1.0,0.44637950632760065,-0.30359658301041165,-1.7473119893763238,76561198039309853,enpitsu,26.0,4004.949951171875,3637.820068359375,85.4800033569336,6830.3997802734375,9682.60009765625,6616.300048828125,945.9999847412109,-3941.4999389648438,810.5000305175781,255.0,255.0,,0.5585144239551293,2.197245320662559,-0.571121285931891,True,,False,4,False,4,,bf81d8692db,games5425898691,20.0,829.6699829101562,1093.22998046875,17.010000228881836,-18071.500244140625,-565.2999877929688,2.7000001072883606,3.100000023841858,-0.0,-1219.800033569336,255.0,5.0,,-0.009586721731005027,-0.0057993298483922364,-3.154512279936549e-05,True,255.0,False,4,4,False,,šämh,bd87b319f1b,5,3570.64990234375,2235.06005859375,82.5,-3360.5999755859375,18272.7001953125,-141.30000114440918,-4908.999938964844,1651.0000610351562,1850.7000732421875,255.0,128.0,,1.0470071994988215,0.18475205130404948,-1.7731212867582054,,False,8,7,True,False,,WendyJenkins,bf134ac71ab,4.0,-453.25,5274.990234375,16.979999542236328,-8174.89990234375,-5558.499755859375,4.699999988079071,3.700000047683716,-2.5,2514.1000366210938,255.0,255.0,False,-0.009118812896639133,-0.6680782021968945,0.000726270385574284,6,255.0,False,False,6,True,
4,331,5.0,False,False,1,3335.861764125209,3964.909912109375,3832.419921875,234.91000366210938,-1374.4999694824219,3715.5999755859375,5481.9000244140625,-3645.10009765625,3844.8001098632812,-2816.099853515625,1.0,0.6846864876527733,-0.08586078451030883,-1.5635288418386055,76561198039309853,enpitsu,26.0,4042.469970703125,3708.699951171875,145.2100067138672,3521.099853515625,9291.099853515625,8780.2001953125,505.60001373291016,-3744.7000122070312,798.4999847412109,255.0,255.0,,0.7681822269883368,1.94419318074385,-0.8962161514740862,True,,False,4,False,4,,bf81d8692db,games5425898691,20.0,694.5800170898438,1095.8599853515625,17.010000228881836,-17943.599853515625,1096.8000030517578,2.7000001072883606,-1.8000000715255737,0.09999999776482582,-1493.6000061035156,255.0,69.0,,-0.009596209151088757,0.10781531864330718,-8.019552828872172e-05,True,255.0,False,4,4,False,,šämh,bd87b319f1b,5,3570.64990234375,2235.06005859375,82.5,-3360.5999755859375,18272.7001953125,-141.30000114440918,-4908.999938964844,1651.0000610351562,1850.7000732421875,255.0,128.0,,1.0470071994988215,0.18475205130404948,-1.7731212867582054,31.0,False,8,8,True,False,,WendyJenkins,bf134ac71ab,4.0,-516.260009765625,5220.9599609375,17.0,-7049.89990234375,-7134.6002197265625,4.4999998807907104,4.1999998688697815,1.4000000059604645,2671.099853515625,255.0,255.0,True,-0.009435237730693408,-0.8822668700602672,0.00029673471627383326,6,255.0,False,False,6,True,
5,370,7.0,False,False,1,1937.2829845044819,2826.469970703125,4977.669921875,714.6400146484375,-11620.50048828125,1131.6999816894531,-0.09999999776482582,-1675.3999328613281,-1119.1000366210938,-3678.0999755859375,1.0,-0.7243950115953587,1.565006642908494,0.9765704485029104,76561198039309853,enpitsu,27.0,3022.929931640625,4942.830078125,691.0,-15325.6005859375,9888.200073242188,601.8999862670898,-1444.6000671386719,-1945.8000183105469,-2067.7999877929688,255.0,255.0,,-0.15627189330310368,0.7489647130903276,-1.5627263118666335,True,,False,6,False,5,,bf81d8692db,games5425898691,19.0,-293.69000244140625,2834.6201171875,17.010000228881836,1701.6000366210938,15664.7998046875,2.5999999046325684,-0.0,0.3999999910593033,-929.4000244140625,255.0,67.0,,-0.009580519648230593,1.6963584280154018,-9.008698734765046e-05,True,255.0,False,4,4,False,,šämh,bd87b319f1b,5,2417.25,4572.6201171875,17.010000228881836,-13765.699462890625,14203.699951171875,2.5999999046325684,1.1999999731779099,-1.0000000149011612,-289.7999954223633,255.0,66.0,,-0.009610387860840031,0.7988823103160944,-8.079376333200852e-05,239.0,False,8,8,True,False,,WendyJenkins,bf134ac71ab,4.0,-363.4599914550781,5000.7900390625,17.0,6820.5999755859375,995.0,4.300000071525574,1.0999999940395355,0.5000000074505806,-2180.5999755859375,128.0,0.0,False,-0.009613111293537592,3.0077811299891244,-7.498621803278729e-05,6,255.0,False,False,6,True,
6,375,7.0,False,False,1,1696.9509713960217,2587.199951171875,5000.41015625,701.760009765625,-18651.199951171875,1089.1000366210938,-1224.4999694824219,-1387.5,1239.000015258789,-738.7999725341797,1.0,-0.9533225138838327,2.473027995902002,0.5723748977330334,76561198039309853,enpitsu,27.0,2757.56005859375,5030.490234375,669.0,-13899.7998046875,379.0999984741211,-697.2000122070312,3482.5,-3403.699951171875,-2556.6000366210938,255.0,255.0,,-0.3396822191443942,1.4561491915469358,-2.35220305282923,True,,False,6,False,5,,bf81d8692db,games5425898691,19.0,-256.67999267578125,3081.070068359375,17.010000228881836,2819.2001342773438,15475.999755859375,2.5999999046325684,-0.19999999552965164,-2.0000000298023224,-327.59998321533203,255.0,68.0,,-0.009604810636944126,1.7576249044765335,3.5020324785267345e-05,True,255.0,False,4,4,False,,šämh,bd87b319f1b,5,2199.6201171875,4838.759765625,17.010000228881836,-10604.89990234375,16398.299560546875,2.800000011920929,-0.9000000357627869,1.5999999642372131,-1782.5,255.0,72.0,,-0.009594406081057303,1.056155467885592,-9.439576380671225e-05,239.0,False,8,8,True,False,,WendyJenkins,bf134ac71ab,4.0,-261.75,5006.1201171875,17.0,6250.4998779296875,-13.700000047683716,3.8999998569488525,-1.1999999731779099,-0.7000000029802322,-187.09999084472656,185.0,128.0,False,-0.009622243254639298,-3.1160157018819823,0.00019526122569406447,6,255.0,False,False,6,True,
7,405,8.0,False,False,0,10117.557846878843,-655.9600219726562,-4974.7099609375,208.85000610351562,-14436.500244140625,2105.0,6842.19970703125,-286.8000030517578,5562.39990234375,-2230.7000732421875,0.0,0.48094361060094587,-0.26546908417746895,-1.225613415469289,bf134ac71ab,WendyJenkins,4.0,-473.6400146484375,-4990.6201171875,121.58000183105469,-11260.2001953125,-3029.2001342773438,2630.0,4113.599853515625,-3638.599853515625,-296.70000076293945,128.0,205.0,False,0.22993401156748883,3.110870239476826,-0.37212942540049554,True,236.18584931537671,True,8,False,7,,bd87b319f1b,šämh,5.0,-1257.9000244140625,-5102.990234375,430.6300048828125,11241.8994140625,2.7000001072883606,-5076.099853515625,1.5000000596046448,147.89999961853027,-0.7000000029802322,251.0,128.0,,0.42088599648312974,-0.010469828242780829,-1.5752890477221773,True,239.0,False,8,8,False,,enpitsu,76561198039309853,27,-1276.1099853515625,-4968.990234375,531.7899780273438,13594.89990234375,580.8000183105469,-4030.2999877929688,239.69999313354492,259.6999931335449,-1173.7999725341797,128.0,128.0,False,0.7315848350972038,0.22082561388898586,-0.6506164711782497,,False,6,6,True,False,,games5425898691,bf81d8692db,19.0,-821.9500122070312,-4764.1298828125,132.75999450683594,-6220.5999755859375,-18579.200439453125,542.400016784668,2364.4000244140625,4921.400146484375,-662.2000122070312,255.0,255.0,,-0.34247789605505286,-2.0499835698969573,-1.2494194432686598,5,206.0,False,False,6,True,
8,410,8.0,False,False,1,206.4139119960897,888.8499755859375,4933.7099609375,291.9200134277344,-14794.000244140625,-4440.299987792969,-13200.400390625,-534.5999908447266,-5931.099853515625,-731.9999694824219,1.0,-1.090277336239085,1.8972601236513533,-2.69983566477791,bf81d8692db,games5425898691,19.0,928.8400268554688,5029.14990234375,134.5399932861328,5313.499755859375,-3828.9999389648438,1127.9000091552734,-2918.2998657226562,-4285.299987792969,1835.3999328613281,255.0,255.0,,0.09440071981473502,1.647835906986997,-2.596097432111213,True,206.0,False,6,False,5,,76561198039309853,enpitsu,27.0,1026.8499755859375,4958.43017578125,446.510009765625,-13594.89990234375,-580.8000183105469,-5220.4998779296875,11.299999952316284,-99.0999984741211,-595.099983215332,128.0,128.0,False,-0.7583491399605232,-0.08590102039175586,-0.6235752318372457,True,,False,6,6,False,,šämh,bd87b319f1b,5,967.1799926757812,5102.97998046875,320.2799987792969,-12728.00048828125,-5.699999928474426,-3962.0001220703125,-4.699999988079071,162.90000915527344,8.100000023841858,244.0,128.0,,-0.26217170892697406,0.00966818000262603,-1.573209351192153,239.0,False,8,8,True,False,,WendyJenkins,bf134ac71ab,4.0,619.3300170898438,5034.39013671875,127.93000030517578,9023.499755859375,2663.3999633789062,-175.10000228881836,-2913.9999389648438,4664.200134277344,56.70000076293945,102.0,205.0,False,-0.8833791076711951,-2.167072511441594,-1.5194980450639082,7,233.0,False,False,8,True,
9,415,8.0,False,False,1,381.3865444492247,637.3300170898438,4859.740234375,111.36000061035156,-12055.699462890625,-3014.4000244140625,8352.5,1453.3000183105469,-5812.39990234375,-321.8000030517578,1.0,-0.2563151738109183,2.792643902509832,2.569241760869422,76561198039309853,enpitsu,27.0,831.6500244140625,4945.64990234375,386.6000061035156,-10970.699462890625,-745.4000091552734,-3795.4998779296875,-2462.7000427246094,-1508.0000305175781,1932.5999450683594,128.0,128.0,False,-0.7693541321927543,-0.9702474818267584,0.14945915556282066,True,,False,6,False,6,,bf81d8692db,games5425898691,19.0,1021.8699951171875,4963.2099609375,143.8300018310547,5317.0001220703125,-3712.0001220703125,-17.899999618530273,-1382.2999572753906,-5301.9000244140625,477.79998779296875,255.0,0.0,,-0.2101008456806772,1.639211268066945,2.4271398240044,True,206.0,False,6,5,False,,šämh,bd87b319f1b,5,742.7899780273438,5109.14990234375,247.63999938964844,-12829.89990234375,530.9999847412109,-4616.199951171875,-31.700000762939453,-1007.7999877929688,-998.7999725341797,244.0,255.0,,-0.3330125800482884,0.1639661780334423,-1.5932441396844492,239.0,False,8,8,True,False,,WendyJenkins,bf134ac71ab,4.0,777.25,5081.41015625,125.31999969482422,9026.599731445312,2720.1998901367188,-150.2999973297119,-2894.5001220703125,4675.7000732421875,96.89999580383301,27.0,209.0,False,-0.2358346653575904,-1.2793602119485001,-2.9595179948788277,7,233.0,False,False,8,True,
