,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
33,2436,72,False,False,1,9806.42859442225,2932.679931640625,-4452.60009765625,208.52999877929688,14279.100341796875,-7615.0,7013.4002685546875,-642.6999664306641,-4287.900085449219,-2311.999969482422,1.0,0.2682165910644324,-0.5393880899047969,-0.39037476491827716,76561198039309853,enpitsu,27.0,2740.4599609375,-4358.759765625,142.77999877929688,10362.900390625,-2179.499969482422,2775.7000732421875,-5.299999713897705,1.0000000149011612,-650.5000305175781,128.0,128.0,False,-0.016447884851733145,-2.618385548847614,-0.00175096799677336,True,14,0.0,False,False,18,,bf81d8692db,games5425898691,20.0,1441.1500244140625,-4718.4501953125,17.010000228881836,13440.999755859375,1707.2999572753906,2.0000000298023224,0.7000000029802322,-0.0,38.29999923706055,255.0,128.0,,-0.009580032240918097,3.0095221117334088,-7.472415336090146e-05,True,12,False,185.0,False,16,,KBR_SharKo,9145427433175672767,9.0,-3166.0400390625,-4060.60009765625,16.989999771118164,-17003.1005859375,13852.900390625,4.799999892711639,-0.5000000074505806,0.29999999329447746,-1986.199951171875,255.0,0.0,,-0.009584132788258672,0.7615960058707835,-5.3886995560185776e-05,True,14,255.0,False,14,False,,edalti76,8179933407471405355,7.0,2630.85009765625,-1714.8599853515625,17.010000228881836,10075.30029296875,-705.4000091552734,2.0999999344348907,0.7999999821186066,0.3999999910593033,48.400001525878906,128.0,128.0,-0.00961073550012032,-3.0793524209392342,-6.709478465817985e-05,True,10,False,12,255.0,False,,False
34,2473,74,False,False,1,9006.526114119353,2897.0,-3641.429931640625,294.6199951171875,-514.1999816894531,16970.999755859375,2351.6000366210938,1761.9000244140625,-2396.1000061035156,-1521.0000610351562,1.0,-0.7599159209196924,0.19114001537092287,-0.08180779934277874,bf81d8692db,games5425898691,20.0,2883.10009765625,-3858.800048828125,178.0399932861328,2768.0999755859375,12435.699462890625,2453.000030517578,493.80001068115234,-5203.4002685546875,-1711.6999816894531,255.0,243.0,,0.060845073088527324,1.050964950726793,-0.7754209604017924,True,13,160.02902374472666,True,False,18,,76561198039309853,enpitsu,27.0,3423.64990234375,-4508.68994140625,85.33000183105469,-3493.0999755859375,-2361.7999267578125,-796.6999816894531,1211.9999694824219,-657.7999877929688,-1306.7999267578125,255.0,0.0,False,-0.11403862194670782,-0.6959967610167673,0.7652859539194561,True,14,False,0.0,False,18,,KBR_SharKo,9145427433175672767,9.0,-2511.570068359375,-2223.8701171875,16.989999771118164,18074.49951171875,2728.0999755859375,2.3999999463558197,2.0999999344348907,0.5999999865889549,206.00000381469727,255.0,203.0,,-0.009558052940659752,3.021564457975018,0.00022301372012970116,True,14,245.56744960046584,True,14,False,,edalti76,8179933407471405355,8.0,3144.580078125,-2824.2900390625,52.06999969482422,-9890.0,-14254.89990234375,3590.2999877929688,1311.6999816894531,1150.5000305175781,-688.6000061035156,255.0,255.0,-0.016452617032625544,-0.8405857361728704,-0.05157639992342227,True,10,False,13,182.99163024912593,True,,False
35,2525,76,False,False,1,6157.5394582259705,2769.10009765625,-725.72998046875,185.5500030517578,-8487.100219726562,19072.099609375,5345.10009765625,-116.5999984741211,5471.6998291015625,-2170.800018310547,1.0,-1.3477801148248816,-1.7367583987408484,-0.49177795344961484,bf81d8692db,games5425898691,20.0,2839.85009765625,-798.97998046875,58.5099983215332,-13415.0,18175.6005859375,2674.2999267578125,-2575.2999877929688,-4648.399963378906,1417.5999450683594,255.0,179.0,,-0.1098912701696161,0.923865989914054,-0.04232920078694102,True,15,110.0,False,False,20,,76561198039309853,enpitsu,27.0,2498.10009765625,-2959.39990234375,17.059999465942383,-12497.900390625,14285.999755859375,-4.099999964237213,-0.5000000074505806,0.7999999821186066,66.90000057220459,255.0,128.0,False,-0.016787234886566946,0.8448886078804693,-6.372320355272696e-05,True,14,False,164.22989255638532,True,18,,KBR_SharKo,9145427433175672767,9.0,803.0499877929688,-96.45999908447266,16.989999771118164,5840.8001708984375,21080.50048828125,4.799999892711639,-0.29999999329447746,-0.29999999329447746,1988.9999389648438,255.0,255.0,,-0.009569094364242869,1.7629442743519155,3.5916972938559064e-05,True,14,219.0,False,14,False,,edalti76,8179933407471405355,8.0,1257.8800048828125,-4946.9501953125,16.709999084472656,-6155.10009765625,5931.099853515625,-467.7000045776367,1555.5000305175781,-1140.5999755859375,-2328.800048828125,217.0,0.0,-0.008820788000872408,0.8489500968405479,0.02859406015611939,True,10,False,14,179.0,False,,False
36,2573,77,False,False,1,2665.874974498527,1374.8299560546875,2517.47998046875,151.80999755859375,10823.499755859375,11108.900146484375,6529.1998291015625,425.29998779296875,-4512.39990234375,-3931.4999389648438,1.0,0.8612706773721512,2.606684335875717,0.155098618232883,bf81d8692db,games5425898691,20.0,1281.9200439453125,2546.699951171875,14.569999694824219,10657.7001953125,19911.199951171875,-525.2000045776367,-2.0000000298023224,-360.60001373291016,-2130.0999450683594,255.0,0.0,,-0.005906551332947595,2.201829909999258,-0.005852548848506545,True,16,44.21790965141791,True,False,20,,76561198039309853,enpitsu,27.0,1055.75,278.95001220703125,17.059999465942383,2117.2000122070312,13434.000244140625,1.2999999523162842,-0.3999999910593033,-0.5000000074505806,-212.00000762939453,255.0,128.0,False,-0.017303759127735432,1.751140235334924,0.00015148408056758823,True,14,False,208.0,False,18,,KBR_SharKo,9145427433175672767,9.0,863.469970703125,2786.949951171875,19.459999084472656,10636.300048828125,6575.0,2961.7999267578125,-0.0,-0.09999999776482582,-2315.0,232.0,0.0,,-0.009558119368620124,2.6535274344465214,-5.117291650008441e-06,True,14,219.0,False,15,False,,edalti76,8179933407471405355,7.0,857.9199829101562,-2429.2900390625,17.020000457763672,-917.6000213623047,22088.40087890625,0.7000000029802322,-0.0,-0.19999999552965164,-0.19999999552965164,243.0,128.0,-0.00960717560424331,1.5293147676196852,1.6143345132138764e-05,True,10,False,14,107.0,False,,False
37,2641,80,False,False,0,9603.86754756102,-2929.659912109375,-4246.080078125,173.60000610351562,12830.6005859375,-15814.89990234375,9322.2998046875,-5964.0997314453125,281.3999938964844,-591.3000106811523,0.0,-0.9393115203178902,-1.7432892727983391,-0.8542239883427564,9145427433175672767,KBR_SharKo,9.0,-2960.199951171875,-4122.7001953125,67.5199966430664,7848.0999755859375,-12729.100341796875,1655.2000427246094,2695.7998657226562,4745.0,682.9000091552734,255.0,246.0,,0.08534011960291707,-1.4946148396260872,-0.13443938659095814,True,17,219.0,False,False,18,,8179933407471405355,edalti76,7.0,-87.1500015258789,-2950.0400390625,17.020000457763672,-118.69999885559082,-22087.19970703125,0.7999999821186066,0.0,0.7000000029802322,-1.7000000178813934,255.0,128.0,,0.009598056082304464,-1.5764260995076635,7.21661538838903e-05,True,10,False,126.0,False,14,,enpitsu,76561198039309853,27.0,-1858.800048828125,-2504.7099609375,17.059999465942383,8528.800048828125,-8963.200073242188,1.1999999731779099,0.5999999865889549,0.19999999552965164,1.1999999731779099,128.0,128.0,False,0.016805598986220246,-0.8100300407794748,-2.6156788658995377e-05,True,14,208.0,False,18,False,,games5425898691,bf81d8692db,20.0,-4052.5400390625,-2913.659912109375,149.77999877929688,4538.2000732421875,1909.7000122070312,-9281.500244140625,-399.0999984741211,-4841.400146484375,-344.59999084472656,255.0,128.0,1.0824138784727555,0.2559892278993779,0.22991580402186745,True,16,False,20,255.0,False,,
38,2693,82,True,True,1,1377.4262959671842,1033.9599609375,3769.5,306.8399963378906,-8744.69970703125,8450.0,1471.6999816894531,770.1999664306641,2843.9999389648438,-5226.5997314453125,1.0,-0.4890729020654479,0.3824478777596222,2.5362528910237914,bf81d8692db,games5425898691,20.0,1047.8800048828125,3624.639892578125,234.42999267578125,-22839.09912109375,2713.5000610351562,-103.00000190734863,4316.600036621094,-2204.7999572753906,-2598.9999389648438,255.0,0.0,,0.28789726364465684,1.1067599539324198,-2.6118080228013403,True,17,140.66820649177797,True,False,22,,76561198039309853,enpitsu,27.0,936.4500122070312,3603.0,144.0800018310547,530.2000045776367,5738.599853515625,3473.800048828125,462.7000045776367,48.60000133514404,-2122.4000549316406,128.0,0.0,False,0.1392816963810548,2.1735433096043852,0.04199671932783826,True,15,False,209.0,False,20,,KBR_SharKo,9145427433175672767,9.0,1866.699951171875,5103.0,538.1400146484375,-11949.49951171875,-2.800000011920929,2348.300018310547,-1.1999999731779099,-22.000000476837158,0.19999999552965164,255.0,128.0,,0.21344207945023372,0.009778777716316672,-1.5688319652364833,True,18,169.5904432137807,True,18,False,,edalti76,8179933407471405355,8.0,113.4800033569336,5468.7900390625,21.540000915527344,-1104.4000244140625,-2965.0,-116.30000114440918,0.09999999776482582,-66.10000133514404,1681.7999267578125,255.0,255.0,-0.04443393580362546,-1.087332119758955,-0.018203674216734737,True,10,False,14,126.0,False,,False
39,2999,84,False,False,0,5174.806014511345,15.649999618530273,46.130001068115234,94.12000274658203,7540.0,28179.599609375,2130.7000732421875,-816.9999694824219,28.399999141693115,-94.20000076293945,0.0,0.00046944165423889664,-0.0015731173241232182,-0.013611634610053365,8179933407471405355,edalti76,8.0,-85.79000091552734,-264.05999755859375,85.66000366210938,11368.699951171875,19791.400146484375,2826.0000610351562,-3193.2998657226562,1638.0999755859375,241.29999160766602,255.0,128.0,,0.17189685339761931,1.1074584459546635,0.001363087369631833,True,3,0.0,False,False,4,,9145427433175672767,KBR_SharKo,8.0,0.0,-1896.68994140625,16.889999389648438,1.8000000715255737,16571.700439453125,29.000000953674316,5.099999904632568,0.29999999329447746,0.0,255.0,,,0.009880103818703741,1.570667973932236,-3.11521244016504e-05,True,4,False,109.0,False,4,,enpitsu,76561198039309853,27.0,0.0,2669.739990234375,17.049999237060547,0.0,-13775.30029296875,2.7000001072883606,0.7999999821186066,0.0,0.0,255.0,,,0.016670419977632432,-1.5707742227540824,1.841061355778437e-07,True,False,146.0,False,False,False,,games5425898691,bf81d8692db,19.0,103.16999816894531,416.8299865722656,82.30999755859375,-5178.0999755859375,-22220.400390625,2308.8999938964844,5061.9000244140625,-2150.8999633789062,15.499999523162842,128.0,98.0,0.6190785099963682,-1.610695247194831,0.2162998000586777,True,3,False,4,0.0,False,,
40,3000,84,False,False,1,5339.626823129082,-31.420000076293945,-118.47000122070312,117.48999786376953,4946.9000244140625,13251.099853515625,8639.400024414062,5591.400146484375,-1496.6999816894531,-1579.4999694824219,1.0,-0.054788212439856085,0.07833874104235804,-0.2788522405205749,bf81d8692db,games5425898691,19.0,-63.15999984741211,-241.1999969482422,94.70999908447266,3654.4000244140625,17523.399658203125,-89.79999542236328,-5081.7999267578125,1310.8000183105469,1645.0,128.0,101.0,,-1.2389118718175998,0.9348880285045071,0.900927387664991,True,3,0.0,False,False,4,,76561198039309853,enpitsu,27.0,-0.0,-2554.27001953125,17.049999237060547,-0.0,13921.800537109375,2.7000001072883606,-0.7999999821186066,-0.0,0.0,255.0,,,-0.016670419977632432,1.5707742227540824,1.841061355778437e-07,True,False,False,146.0,False,False,,KBR_SharKo,9145427433175672767,8.0,-0.0,1758.5899658203125,17.010000228881836,-1.8000000715255737,-16571.700439453125,4.799999892711639,-1.1999999731779099,-0.09999999776482582,0.0,255.0,,,-0.009658850527621065,-1.5706670071050213,-8.254337375770407e-06,True,4,109.0,False,4,False,,edalti76,8179933407471405355,8.0,-21.920000076293945,80.80000305175781,110.97000122070312,-10300.2001953125,-17170.699462890625,2273.300018310547,5247.9998779296875,-1324.9000549316406,975.5999755859375,255.0,169.0,-0.8449752793582928,-1.2396662686466176,-0.0740611872023794,True,3,False,4,0.0,False,,
41,3002,84,False,False,0,5131.040906378212,-33.31999969482422,82.0,166.97000122070312,-20309.000244140625,3071.300048828125,7429.000244140625,-778.3999633789062,46.99999809265137,1527.7999877929688,0.0,-0.02510865307906004,0.08886337797271349,-0.38360612943984523,8179933407471405355,edalti76,8.0,81.30000305175781,-18.15999984741211,119.19999694824219,7903.699951171875,3581.0000610351562,287.00000762939453,-4059.8001098632812,-1652.8999328613281,3321.9000244140625,255.0,178.0,,1.4083455737318946,1.0039508326082924,-0.9821591080613176,True,3,0.0,False,False,4,,9145427433175672767,KBR_SharKo,8.0,0.0,-1648.1099853515625,17.010000228881836,1.8000000715255737,16571.700439453125,2.0999999344348907,0.5999999865889549,0.0,0.0,255.0,,,0.009643592582553599,1.5706670071254443,7.005581582300936e-06,True,4,False,109.0,False,4,,enpitsu,76561198039309853,27.0,0.0,2437.639892578125,17.049999237060547,0.0,-14046.500244140625,2.7000001072883606,0.7999999821186066,0.0,0.0,255.0,,,0.016700938006329092,-1.5707744773734629,1.8233131328748382e-07,True,False,146.0,False,False,False,,games5425898691,bf81d8692db,19.0,63.15999984741211,241.1999969482422,94.70999908447266,-3654.4000244140625,-17523.399658203125,-89.79999542236328,5081.7999267578125,-1310.8000183105469,1645.0,128.0,101.0,1.2389118718175998,-0.9348880285045071,0.900927387664991,True,3,False,4,0.0,False,,
42,3076,86,False,False,1,6426.651760977485,3297.0400390625,-821.280029296875,175.38999938964844,-1310.8999633789062,24779.29931640625,3866.7001342773438,154.49999809265137,-1738.0999755859375,5740.5999755859375,1.0,-0.16057252825679616,0.586797058118506,-2.9050592558614268,76561198039309853,enpitsu,27.0,3260.97998046875,-977.5599975585938,145.11000061035156,14028.399658203125,13139.7998046875,3253.5000610351562,4998.800048828125,-1414.1000366210938,-1141.3999938964844,128.0,255.0,False,0.010088184648047407,2.7563412540419114,0.03517464141980977,True,1,57.0,False,False,2,,bf81d8692db,games5425898691,20.0,1844.0699462890625,-603.75,92.22000122070312,12500.2001953125,-10468.00048828125,-141.99999809265137,3992.5,3781.0000610351562,-115.0,255.0,128.0,,1.1091403725888187,0.854683390428704,-3.0945584590555373,True,5,False,0.0,False,6,,KBR_SharKo,9145427433175672767,8.0,4031.179931640625,-451.05999755859375,107.04000091552734,10081.300048828125,-7750.3997802734375,12094.3994140625,-1027.5,-5402.9998779296875,40.19999980926514,255.0,255.0,False,0.8390180399653937,-2.543362098114726,0.44375739126314606,True,4,255.0,False,4,False,,edalti76,8179933407471405355,8.0,-2788.739990234375,-334.0799865722656,122.94999694824219,-16024.200439453125,5340.0,-146.70000076293945,-3942.0001220703125,-3835.2999877929688,8.799999952316284,255.0,128.0,0.6724113982255822,-1.7208574153551015,-2.7229180191719733,True,5,False,6,0.0,False,,
43,3186,90,False,False,0,10207.860960672127,-2056.669921875,-5001.66015625,671.0499877929688,23822.7001953125,10282.7001953125,-5829.2999267578125,4931.700134277344,2987.0001220703125,1581.7999267578125,0.0,-0.34357404389335716,-1.4051827230780976,-0.34288325414838716,9145427433175672767,KBR_SharKo,8.0,-2234.030029296875,-5104.4599609375,763.3800048828125,21146.59912109375,-504.00001525878906,-2078.9999389648438,-1968.3000183105469,4722.39990234375,2018.3999633789062,255.0,255.0,,0.17080387172589148,0.00870812004375796,-1.5872380194694369,True,4,107.93287737395178,True,False,4,,8179933407471405355,edalti76,6.0,305.07000732421875,-4531.31982421875,17.010000228881836,-6993.2000732421875,-3155.4000854492188,2.0999999344348907,0.7000000029802322,0.0,-119.39999580383301,30.0,128.0,,0.00993855111777911,-2.7378153647810435,0.0001123695663454415,True,8,False,165.0,False,8,,enpitsu,76561198039309853,27.0,-2817.840087890625,-4212.02978515625,17.059999465942383,11473.900146484375,-9412.899780273438,-3.0000001192092896,-0.19999999552965164,0.19999999552965164,2147.7000427246094,255.0,255.0,False,0.016798046808815643,-0.6229110363317834,1.598190507332733e-05,True,2,229.97741958146455,True,2,False,,games5425898691,bf81d8692db,20.0,-1097.6400146484375,3622.429931640625,17.010000228881836,10484.3994140625,-15766.600341796875,2.199999988079071,-0.09999999776482582,0.29999999329447746,-1357.5,255.0,38.0,0.009600567728540938,-1.026094083856051,-2.7766127304893872e-05,True,6,False,6,229.0,False,,
44,3340,96,False,False,0,7944.01818874933,2881.2099609375,-1848.5699462890625,258.42999267578125,2237.899932861328,10912.60009765625,-2694.4000244140625,-3020.4000854492188,2066.9000244140625,522.0999908447266,0.0,1.2877422306171333,2.3667154212044728,0.8253472851114709,9145427433175672767,KBR_SharKo,9.0,2811.300048828125,-1947.5899658203125,124.41000366210938,-292.8000068664551,-1732.7999877929688,75.59999942779541,-3922.39990234375,-2101.699981689453,2526.0000610351562,128.0,186.0,False,-0.8208003418778791,-0.3244144608516668,-1.2510962996184742,True,5,162.0,False,False,6,,8179933407471405355,edalti76,8.0,574.4500122070312,-5025.06005859375,17.010000228881836,1350.5000305175781,2342.4000549316406,2.0999999344348907,-0.5999999865889549,0.0,-0.29999999329447746,255.0,128.0,False,0.009403505435773065,1.0479699078068287,1.9405982722238937e-05,True,8,False,165.0,False,8,,enpitsu,76561198039309853,27.0,2823.429931640625,-1570.02001953125,129.10000610351562,5737.5,-20265.699462890625,3388.699951171875,5164.1998291015625,986.2000274658203,-1614.7999572753906,255.0,0.0,False,0.44724037150206697,-0.9549484927558851,0.026540769355924296,True,3,182.0,False,4,False,,games5425898691,bf81d8692db,20.0,1761.02001953125,1826.1800537109375,17.010000228881836,-1719.2999267578125,-13768.699951171875,2.0000000298023224,0.0,-1.1999999731779099,230.49999237060547,255.0,128.0,0.009584251063794744,-1.6676219729618893,-0.00019702213091402735,True,6,False,6,255.0,False,,
45,3342,96,False,False,1,5055.597604738581,-2898.969970703125,1799.75,254.0,-9289.600219726562,19407.5,14958.499755859375,5979.1998291015625,-496.1000061035156,44.40000057220459,1.0,-1.2328328386751404,2.94508920597849,1.8100254825230233,76561198039309853,enpitsu,27.0,-2872.699951171875,1737.6600341796875,150.1199951171875,-5757.19970703125,17704.3994140625,532.400016784668,3190.8999633789062,-2395.0999450683594,3785.5999755859375,255.0,0.0,False,-0.8242342751041293,0.898756770163228,0.34273044481994663,True,3,182.0,False,False,4,,bf81d8692db,games5425898691,20.0,-1748.0,-1698.949951171875,17.010000228881836,1171.9999694824219,13965.30029296875,2.0000000298023224,0.09999999776482582,2.3000000417232513,388.6000061035156,255.0,171.0,,-0.009588063341779193,1.648670047076993,-4.520454487276717e-05,True,6,False,255.0,False,6,,KBR_SharKo,9145427433175672767,9.0,-2808.89990234375,1961.989990234375,123.4800033569336,292.8000068664551,1732.7999877929688,-151.5999984741211,5455.0,60.900001525878906,698.7000274658203,128.0,187.0,False,0.8240691403534064,-0.473150523917442,-2.1135146884570433,True,5,162.0,False,6,False,,edalti76,8179933407471405355,8.0,-587.510009765625,5002.39990234375,17.010000228881836,-1699.7000122070312,-2949.1000366210938,2.0999999344348907,0.7999999821186066,-0.19999999552965164,0.0,186.0,128.0,-0.009466411646393688,-1.0479701010677218,1.837229136181175e-05,True,8,False,8,165.0,False,,False
46,3439,100,False,False,0,10328.13751862259,1006.8200073242188,-5011.33984375,782.1599731445312,-15916.700439453125,5564.89990234375,9305.399780273438,-2518.5000610351562,-3894.2001342773438,3806.7999267578125,0.0,0.15545886141273485,-1.131674524722811,1.7110210967864639,8179933407471405355,edalti76,8.0,1040.949951171875,-5032.77001953125,582.6699829101562,6634.0997314453125,944.0000152587891,6198.2000732421875,-352.40001678466797,-155.9000015258789,66.10000133514404,255.0,128.0,,-1.3055385752298059,1.2964301169573094,-1.2828987009797697,True,8,77.2991055570623,True,False,10,,9145427433175672767,KBR_SharKo,8.0,1247.27001953125,-3810.2900390625,17.010000228881836,-10803.599853515625,-7962.1002197265625,2.0999999344348907,0.0,0.3999999910593033,0.0,255.0,128.0,,0.009591311245521242,-2.50646528217488,3.490646046573086e-05,True,6,False,162.0,False,6,,enpitsu,76561198039309853,27.0,4078.93994140625,-2613.77001953125,407.29998779296875,-2.199999988079071,13899.000244140625,-6115.5999755859375,-1142.6000213623047,3.100000023841858,-0.7000000029802322,255.0,255.0,,0.3919517828252287,1.5526276701404793,-1.5775107442454483,True,4,182.0,False,4,False,,games5425898691,bf81d8692db,20.0,1042.1400146484375,-3987.2099609375,375.30999755859375,-8471.400146484375,-21148.701171875,3156.9000244140625,843.7999725341797,-218.99999618530273,302.1999931335449,255.0,206.0,-0.6325722912693863,-2.082653043065989,0.09467595446402802,True,6,False,8,176.72854209458959,True,,
47,3567,104,False,False,0,8086.15622091191,-2815.239990234375,-2715.090087890625,149.74000549316406,9882.5,8548.099975585938,870.8999633789062,3159.7000122070312,1924.7999572753906,1798.800048828125,0.0,0.7031894263284706,0.7989808004180031,1.692490266344302,9145427433175672767,KBR_SharKo,8.0,-2862.330078125,-2808.14990234375,16.610000610351562,8640.800170898438,7730.999755859375,-178.70000839233398,-496.8000030517578,-255.10000228881836,2093.6000061035156,69.0,255.0,,0.015289813214622226,0.7583224384111271,-0.012648654184135074,True,6,242.0,False,False,6,,8179933407471405355,edalti76,8.0,1031.1400146484375,-3831.8701171875,17.010000228881836,-11982.60009765625,6037.1002197265625,2.0999999344348907,-0.3999999910593033,0.0,-6.499999761581421,255.0,126.0,,0.009554083937413227,2.6750145652079635,-4.664311669235166e-05,True,8,False,102.0,False,10,,enpitsu,76561198039309853,27.0,-4074.35009765625,585.6500244140625,203.02999877929688,-3163.699951171875,12512.80029296875,11283.299560546875,-2151.1000061035156,4441.700134277344,-402.2999954223633,255.0,0.0,False,-0.7227810690830795,1.7632404524646816,1.3004936473728796,True,4,255.0,False,4,False,,games5425898691,bf81d8692db,20.0,-985.5999755859375,-2876.590087890625,17.010000228881836,-6384.5001220703125,15010.799560546875,-0.29999999329447746,0.0,0.0,380.9000015258789,255.0,144.0,0.009607265228419237,2.0047839867556014,-0.0002022885712003765,True,6,False,8,158.91630110689388,True,,
48,3583,105,False,False,0,7484.619990797275,-2244.7099609375,-2222.10009765625,92.62999725341797,8777.80029296875,7075.4998779296875,1708.3000183105469,-452.99999237060547,4471.9000244140625,1798.800048828125,0.0,-1.0647423957782918,2.0667428445068254,2.8549750669757388,9145427433175672767,KBR_SharKo,8.0,-2391.9599609375,-2441.659912109375,17.0,11833.00048828125,6981.9000244140625,0.9000000357627869,-0.09999999776482582,0.0,-177.09999084472656,255.0,128.0,,0.009562772381409465,0.5158461191907086,0.00010678077152842476,True,6,214.0,False,False,6,,8179933407471405355,edalti76,8.0,423.3800048828125,-3348.0400390625,17.010000228881836,-8897.999877929688,10849.100341796875,2.3000000417232513,-0.3999999910593033,0.3999999910593033,-1838.2000732421875,255.0,0.0,,0.009582376473925248,2.229545133197741,-0.0001995814477097755,True,8,False,102.0,False,10,,enpitsu,76561198039309853,27.0,-4078.93994140625,1489.1600341796875,317.3999938964844,-2.3999999463558197,15436.8994140625,-6915.10009765625,-424.59999084472656,-1.0999999940395355,0.5999999865889549,255.0,0.0,False,0.4425561961202224,1.5893691773033383,1.579085973971258,True,4,226.78967761737044,True,4,False,,games5425898691,bf81d8692db,20.0,-1750.75,-2139.320068359375,17.010000228881836,-19773.699951171875,7085.4998779296875,0.0,0.0,-0.29999999329447746,1712.5999450683594,255.0,239.0,0.009568808162963243,2.858643448904798,3.761209250420841e-05,True,6,False,8,108.74615926383643,True,,
49,3587,105,False,False,1,3258.3204710565915,2185.469970703125,2147.68994140625,137.5399932861328,21057.2998046875,5667.9998779296875,13105.6005859375,1112.7999877929688,-5771.400146484375,1204.8999786376953,1.0,0.9361644020817432,-1.0345459299085924,-1.9663762156949918,bf81d8692db,games5425898691,20.0,2040.3599853515625,2072.510009765625,15.050000190734863,18829.49951171875,-2658.9999389648438,-239.69999313354492,-203.29999923706055,-39.50000047683716,3521.400146484375,255.0,248.0,,-0.003378173064348631,3.1269472018951374,-0.027344774729279646,True,6,96.22972895509453,True,False,8,,76561198039309853,enpitsu,27.0,4068.60009765625,-1744.1800537109375,193.47000122070312,-2205.399932861328,-16686.500244140625,-8323.499755859375,950.2999877929688,3768.2998657226562,-81.80000305175781,255.0,0.0,False,-0.47045344890475477,-1.4344346737461564,1.2981437551095025,True,4,False,214.27324730862853,True,4,,KBR_SharKo,9145427433175672767,8.0,2173.800048828125,2317.419921875,17.0,-12901.700439453125,-7753.599853515625,1.0999999940395355,-1.5999999642372131,-1.0999999940395355,1252.699966430664,255.0,255.0,,-0.00957100045305443,-0.5416122998943248,0.00023285401029551607,True,6,201.48356969125808,True,6,False,,edalti76,8179933407471405355,8.0,-290.07000732421875,3141.889892578125,17.010000228881836,6765.5999755859375,-12346.099853515625,2.0999999344348907,-0.29999999329447746,0.5000000074505806,-212.19999313354492,255.0,128.0,-0.009597387537143037,-2.047805529030423,0.00015066729796811332,True,8,False,10,102.0,False,,
