,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect,shot_taker_handbrake
0,172,0,False,False,1,5198.587914066181,2.569999933242798,18.760000228881836,95.69000244140625,6133.900146484375,23542.2998046875,4010.1998901367188,48.400001525878906,-171.00000381469727,1050.999984741211,1.0,-0.0014313336945649276,-0.00876629706320011,-0.00038755023252501385,bf81d8692db,games5425898691,18.0,-46.56999969482422,-135.77999877929688,45.40999984741211,-463.69998931884766,16340.999755859375,2871.300048828125,3577.60009765625,502.00000762939453,-4147.099914550781,255.0,100.0,0.02114251979084067,1.7319684875456771,0.010510440029363653,True,False,False,4,0.0,False,,76561198039309853,enpitsu,27.0,-3163.97998046875,-4230.2099609375,17.049999237060547,-2696.400146484375,-4693.900146484375,3.100000023841858,0.5000000074505806,-0.19999999552965164,0.0,255.0,128.0,,-0.01630418924389905,2.0922261908768918,-6.707158447584945e-06,True,255.0,False,False,False,False,,Lownix.,76561198214517191,5,2899.85009765625,4324.330078125,17.0,-9198.099975585938,8053.499755859375,4.699999988079071,0.7999999821186066,-1.8000000715255737,2354.1000366210938,255.0,254.0,,-0.009510367776432792,0.6586487064362768,0.00011904605651543377,True,217.41312706342308,True,4,4,False,,Michoulevraii,bb51bdae61b,10.0,-2863.889892578125,4040.5,16.989999771118164,8889.600219726562,2809.2999267578125,5.400000214576721,-0.9000000357627869,-0.09999999776482582,-1719.6000671386719,255.0,38.0,,-0.009514067243256048,2.8232319907563013,-0.00028117640917363384,True,4,230.0,False,False,4,,
1,214,1,False,False,0,8574.681638546002,-845.010009765625,-3434.530029296875,145.4199981689453,28114.69970703125,3833.0999755859375,5162.80029296875,3997.9000854492188,451.3999938964844,-4451.099853515625,0.0,-1.4101891063398861,-3.0788814832674936,-1.7124587317917692,76561198214517191,Lownix.,5.0,-1063.68994140625,-3554.449951171875,93.48999786376953,12654.49951171875,12266.400146484375,3663.599853515625,752.9000091552734,-740.8999633789062,-1115.5999755859375,255.0,0.0,-0.08903671893342184,0.6986862893176581,0.0036773672417747525,True,4,False,6,201.07844319651204,True,,bb51bdae61b,Michoulevraii,10.0,983.2100219726562,-4599.31982421875,16.989999771118164,-13473.499755859375,-4388.299865722656,5.199999809265137,-0.7000000029802322,-0.19999999552965164,-1473.9999389648438,255.0,60.0,,0.009589095455848734,-2.8523321668677832,-0.00014621784524567242,True,237.0,False,4,False,4,,enpitsu,76561198039309853,27,2559.570068359375,3546.68994140625,17.049999237060547,-9540.900268554688,-6306.5997314453125,3.799999952316284,2.199999988079071,1.4000000059604645,-1474.7000122070312,255.0,0.0,,0.016696908144943776,-2.548031125987182,-0.00027022236073565394,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,-400.19000244140625,-2858.0400390625,16.940000534057617,-7353.599853515625,-21048.798828125,15.499999523162842,-4.900000095367432,3.6000001430511475,-587.2999954223633,255.0,128.0,,0.009925340088298908,-1.9487608336055595,0.0003154374447420431,False,4,0.0,False,False,4,,
2,337,6,False,False,0,8833.769321448377,3849.840087890625,-2310.669921875,1404.3599853515625,-17040.0,14552.5,11193.299560546875,2491.699981689453,5417.2998046875,665.6999969482422,0.0,1.3659745061321236,2.3725046320140466,-0.2186591376503029,76561198214517191,Lownix.,5.0,3992.179931640625,-2437.550048828125,1220.0799560546875,-11267.7001953125,10214.299926757812,9764.400024414062,-1313.699951171875,-3150.2999877929688,-2834.2999267578125,255.0,255.0,-0.7166007546763646,1.5576259241772343,-1.6158163705936763,True,5,False,8,198.06541926117353,True,,bb51bdae61b,Michoulevraii,9.0,1884.68994140625,-4495.18017578125,17.0,-7289.89990234375,-1226.2999725341797,4.600000083446503,-0.3999999910593033,0.0,-2950.8999633789062,255.0,0.0,False,0.009521809001129738,-3.1366022663729356,2.9153861372569507e-05,True,255.0,False,4,False,4,,enpitsu,76561198039309853,27,3665.60009765625,992.27001953125,17.049999237060547,-579.0000152587891,-12499.7998046875,3.700000047683716,0.09999999776482582,0.3999999910593033,-1576.6999816894531,255.0,0.0,,0.016821095298069546,-1.6196529530037977,-0.00028889120948912987,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,-1736.5899658203125,2215.949951171875,17.010000228881836,19687.7001953125,11035.899658203125,2.5999999046325684,-1.0999999940395355,-0.5000000074505806,-134.3000030517578,255.0,106.0,,0.00959452805585841,0.5057982638957789,6.683574239792516e-05,True,6,251.0,False,False,6,23.0,False
3,398,8,False,False,1,5627.633926309494,-618.97998046875,-279.8800048828125,521.280029296875,14859.49951171875,18387.80029296875,2642.39990234375,2049.1000366210938,2135.2999877929688,-5219.2999267578125,1.0,-0.7904970783569215,-2.170306710160996,0.2425711819596735,bf81d8692db,games5425898691,19.0,-689.72998046875,-455.8500061035156,389.7300109863281,-1990.7000732421875,13235.799560546875,584.3000030517578,543.8999938964844,1499.2999267578125,5263.599853515625,255.0,0.0,0.810717446374025,1.6588799256827247,1.8219843626038694,True,7,False,8,188.34320004781085,True,,76561198039309853,enpitsu,27.0,-724.4099731445312,-812.1300048828125,17.049999237060547,15025.999755859375,617.599983215332,3.100000023841858,0.5000000074505806,0.5000000074505806,0.7000000029802322,255.0,128.0,,-0.01682040673136295,3.1003776525875817,-4.723392706783432e-05,True,212.0,False,False,False,False,,Lownix.,76561198214517191,5,-1517.5400390625,-205.02000427246094,505.489990234375,15922.39990234375,-10525.2001953125,-11573.00048828125,-1906.300048828125,-914.0000152587891,207.00000762939453,156.0,128.0,False,-0.2543919185036565,3.1103826176571796,0.30903452512076207,True,108.0,False,8,6,False,,Michoulevraii,bb51bdae61b,9.0,-147.75,3371.02001953125,17.0,12216.700439453125,6018.900146484375,4.099999964237213,-0.7000000029802322,-0.19999999552965164,1876.9000244140625,255.0,255.0,False,-0.009564045352311085,2.6574948953531967,0.00022189330527482988,True,4,255.0,False,False,4,,
4,445,9,False,False,0,7820.041575577882,-1796.93994140625,-2627.969970703125,128.99000549316406,-4165.400085449219,27418.798828125,7506.6998291015625,4925.4998779296875,-2696.099853515625,-2114.199981689453,0.0,0.5599386939486855,-1.9438078977806144,-0.49728708119666853,bb51bdae61b,Michoulevraii,9.0,-1747.760009765625,-2949.449951171875,81.7699966430664,-10308.399658203125,20388.399658203125,2654.2999267578125,-4264.200134277344,325.09998321533203,-997.3000335693359,255.0,38.0,0.03267052817991413,2.242794844135262,0.03758998269272918,True,5,False,6,181.31803874815665,True,,76561198214517191,Lownix.,6.0,-1666.06005859375,160.3800048828125,117.41000366210938,-21952.19970703125,-2782.9998779296875,-594.3999862670898,-1961.1000061035156,-3607.9998779296875,-1151.8000030517578,255.0,128.0,False,-0.734414770644243,-2.5155317185737363,-1.0819832045718552,True,46.0,False,10,False,8,,enpitsu,76561198039309853,27,-1488.449951171875,692.9600219726562,17.049999237060547,-11392.900390625,8216.099853515625,3.100000023841858,0.5000000074505806,-0.5000000074505806,-14.09999966621399,255.0,128.0,,0.016746225875206706,2.5149970867587426,6.987589095184322e-05,True,212.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,844.6300048828125,-1534.5999755859375,15.949999809265137,-4875.4998779296875,-9101.099853515625,171.70000076293945,101.80000305175781,53.400001525878906,-1725.2999877929688,255.0,0.0,,0.006026387321890521,-2.135519663183069,0.0016596427625109778,True,8,171.0,False,False,8,,False
5,509,12,False,False,1,8835.6895365717,2751.010009765625,-3498.77001953125,108.86000061035156,18328.1005859375,-8431.099853515625,2628.3999633789062,1542.2000122070312,932.2000122070312,-5722.8997802734375,1.0,-1.3788090464493719,-1.143448368829956,3.1314875937103652,76561198039309853,enpitsu,27.0,2645.0,-3555.18994140625,17.049999237060547,8768.800048828125,-9488.099975585938,3.700000047683716,-0.0,0.29999999329447746,2294.9000549316406,255.0,128.0,-0.016727208327335076,-2.3770019945735568,2.514464217376282e-05,True,False,False,False,212.0,False,,bf81d8692db,games5425898691,19.0,72.22000122070312,-1357.9200439453125,60.56999969482422,-1413.699951171875,-21640.0,-2038.6000061035156,2162.7000427246094,-320.60001373291016,-8.00000011920929,255.0,128.0,,0.41485854573753495,-1.4253026867589487,-0.0047301205852705655,True,146.0,False,10,False,10,,Lownix.,76561198214517191,6,3465.39990234375,3321.669921875,56.61000061035156,-3170.7998657226562,22390.400390625,-1792.4000549316406,-2501.4999389648438,-755.8000183105469,382.7000045776367,128.0,255.0,False,0.5240707358996117,1.3618663582836041,-0.12632718009920502,False,31.0,False,12,10,False,,Michoulevraii,bb51bdae61b,9.0,3527.3798828125,-1371.0799560546875,17.010000228881836,1075.0,-18877.19970703125,2.5999999046325684,0.3999999910593033,-0.5000000074505806,31.600000858306885,128.0,128.0,False,-0.009611684701384212,-1.6319666168947893,-5.705182268214492e-05,True,6,170.0,False,False,6,,
6,562,14,False,False,0,3287.0853001850146,-3792.889892578125,3586.6298828125,1266.5699462890625,15674.200439453125,9651.500244140625,8893.499755859375,-2517.7999877929688,-9.599999785423279,-5446.099853515625,0.0,0.65815839819485,-1.8684273795440869,-1.0588690004924648,bb51bdae61b,Michoulevraii,9.0,-3963.68994140625,3456.909912109375,1160.2099609375,10438.699951171875,6636.7999267578125,11047.39990234375,1079.5999908447266,1100.6999969482422,3790.7998657226562,255.0,35.0,-1.1171617594834249,1.0077450332654203,1.9868485051133737,True,7,False,8,175.50997006252246,True,,76561198214517191,Lownix.,6.0,-1832.0,-3292.47998046875,82.19000244140625,-3100.7998657226562,14357.7001953125,3004.5001220703125,-593.1999969482422,-4331.499938964844,-783.3999633789062,137.0,27.0,,0.13115859937212115,1.7620420591391752,-0.3384396929230964,True,255.0,False,14,False,10,,enpitsu,76561198039309853,27,-2196.22998046875,4906.93994140625,16.979999542236328,5111.300048828125,-1292.4000549316406,17.300000190734863,28.900001049041748,1.5000000596046448,-467.5,128.0,128.0,False,0.01523195748024739,-1.821075436568668,-0.0012932397694771533,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,645.719970703125,4814.06982421875,17.010000228881836,-4182.799987792969,9147.2998046875,2.5999999046325684,-0.09999999776482582,0.9000000357627869,42.69999980926514,128.0,129.0,,0.009665409188681433,2.005962013023998,-0.00010566412668781711,True,10,176.0,False,False,10,,
7,765,21,False,False,1,10026.292087475502,-2702.22998046875,-4218.3798828125,147.3000030517578,-12990.6005859375,4838.900146484375,3526.9000244140625,1705.5999755859375,4932.900085449219,1409.7000122070312,1.0,-0.11231154843956347,-0.7835390776501613,-2.8494499702869076,bf81d8692db,games5425898691,19.0,-2624.010009765625,-4252.81982421875,17.010000228881836,-14103.199462890625,4283.500061035156,2.5,-0.0,-0.0,0.0,255.0,128.0,-0.009604049523413994,0.29487770556003007,-2.8692803827657826e-06,True,12,False,12,90.0,False,,76561198039309853,enpitsu,27.0,-1268.75,-4119.240234375,17.059999465942383,-6805.30029296875,-2892.2000122070312,2.0000000298023224,-0.0,-0.5000000074505806,0.0,255.0,128.0,False,-0.0166004362856082,-0.401902630917061,-4.454162538974379e-06,True,213.7260041954697,True,2,False,False,,Lownix.,76561198214517191,5,-2297.18994140625,273.45001220703125,17.020000457763672,8798.400268554688,9245.599975585938,1.4000000059604645,1.0000000149011612,1.2999999523162842,894.5999908447266,255.0,208.0,False,-0.009548782980634805,2.3295513924276072,9.436775664637411e-05,True,255.0,False,14,10,False,,Michoulevraii,bb51bdae61b,9.0,-1475.43994140625,-4295.43994140625,16.989999771118164,-11847.7001953125,3579.8001098632812,3.4999999403953552,-3.799999952316284,-0.7000000029802322,2350.0,255.0,255.0,,-0.009446633869249814,0.2332480714417203,-0.00017790504648984633,False,10,6.524765752976942,True,False,8,,
8,793,22,False,False,1,10105.13058892503,-3952.419921875,-3726.030029296875,187.35000610351562,4713.999938964844,5824.0997314453125,3915.4000854492188,169.79999542236328,-919.7000122070312,5926.5997314453125,1.0,-0.5412942756221446,-1.0184212749762218,-1.984463643032523,bf81d8692db,games5425898691,19.0,-3760.52001953125,-3887.85009765625,18.010000228881836,-4829.89990234375,2553.699951171875,112.89999961853027,14.199999570846558,320.60001373291016,-1942.1000671386719,255.0,0.0,0.019228300395704657,0.4316349452030688,0.029020908770072417,True,12,False,12,242.0,False,,76561198039309853,enpitsu,27.0,-2087.919921875,-4087.669921875,17.059999465942383,-2860.5999755859375,3640.0,2.0999999344348907,-1.4000000059604645,4.799999892711639,-705.9999847412109,128.0,128.0,False,-0.01672432745590964,0.8936150348737545,8.997129830110374e-06,True,193.0,False,2,False,False,,Lownix.,76561198214517191,5,-2307.1201171875,1541.0999755859375,17.020000457763672,-4198.800048828125,13360.2001953125,1.4000000059604645,-0.09999999776482582,0.7999999821186066,0.09999999776482582,255.0,128.0,False,-0.00959001177776177,1.2662576967093193,-7.209123298889522e-05,False,255.0,False,14,10,False,,Michoulevraii,bb51bdae61b,9.0,-2517.159912109375,-3362.9599609375,16.989999771118164,-4539.4000244140625,15299.599609375,5.299999713897705,-0.7000000029802322,2.7000001072883606,-1666.1000061035156,255.0,89.0,,-0.009597023463533748,1.331849885003092,-0.0001235038212206736,False,10,0.0,False,False,8,,
9,831,23,False,False,1,9085.64088017381,-3288.260009765625,-2924.7900390625,111.20999908447266,12193.00048828125,8171.7999267578125,-312.8000068664551,816.2000274658203,-81.99999809265137,4775.400085449219,1.0,-0.47458404152696365,3.100336290809667,-1.6756861434950538,bf81d8692db,games5425898691,19.0,-3473.739990234375,-2995.35009765625,17.010000228881836,9132.999877929688,7580.2001953125,0.29999999329447746,-0.5000000074505806,-0.0,-34.30000066757202,255.0,128.0,-0.009530638897502724,2.4533573801474104,6.304367248617059e-05,True,12,False,12,226.37760850434665,True,,76561198039309853,enpitsu,27.0,-2049.260009765625,-3210.800048828125,17.059999465942383,2303.000030517578,6629.4000244140625,1.899999976158142,1.4000000059604645,-0.7000000029802322,0.0,255.0,128.0,,-0.01678490086104925,1.9051987688936836,1.4514507104864323e-05,True,193.0,False,2,False,False,,Lownix.,76561198214517191,5,-2934.419921875,3535.77001953125,17.020000457763672,-4977.099914550781,17251.500244140625,1.5000000596046448,0.9000000357627869,-2.8999999165534973,-981.8000030517578,255.0,0.0,True,-0.009596997956903172,1.2925643213398235,-0.00015077197416647542,True,222.0,False,14,10,False,,Michoulevraii,bb51bdae61b,9.0,-3352.580078125,-798.6199951171875,59.16999816894531,-7008.599853515625,19393.299560546875,-2220.800018310547,-1496.0000610351562,-1223.6000061035156,366.50001525878906,255.0,,,0.24386231783016168,1.0950010019199738,0.23550551174830894,True,12,,False,False,10,,
