,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect
0,170,0,False,False,0,5235.534694527556,28.239999771118164,-13.3100004196167,87.87999725341797,5627.1002197265625,-975.9999847412109,-5850.2001953125,944.4000244140625,-5779.000244140625,1308.0000305175781,0.0,-0.0397064419558477,-0.11603073296436642,-0.1428308730793396,bbf838119db,JohnyKinny,12.0,-68.1500015258789,-90.12000274658203,131.7100067138672,5480.7000732421875,3686.9000244140625,1889.6000671386719,-4043.0999755859375,3043.5000610351562,-2154.1000366210938,255.0,59.0,,0.7388015251892504,2.453852516276489,1.972132556087628,True,0.0,False,4,3,False,,b6d38e460cb,Tigas007TGS,14.0,-17.34000015258789,-1725.3699951171875,16.479999542236328,-276.200008392334,13567.39990234375,93.90000343322754,19.299999475479126,-76.99999809265137,-1635.0999450683594,255.0,68.0,,0.01041817001139138,1.5573455860455772,0.006224420997045988,True,116.0,False,False,4,4,,enpitsu,76561198039309853,26.0,13.850000381469727,116.26000213623047,104.30999755859375,-8365.2001953125,-11079.200439453125,-171.5999984741211,1816.6000366210938,-546.3999938964844,5162.39990234375,255.0,128.0,,1.509584452413768,-2.4180880344350926,-0.6798703708764263,True,2,False,1,0.0,False,,games5425898691,bf81d8692db,25.0,2144.199951171875,3944.760009765625,17.010000228881836,16362.19970703125,8637.899780273438,2.5,0.5000000074505806,0.19999999552965164,0.29999999329447746,255.0,128.0,,0.009599906705301506,0.48579709923053777,-5.0063310011496303e-05,True,False,0.0,False,False,False,
1,248,2,False,False,1,6822.310135001326,-3980.860107421875,369.239990234375,438.739990234375,13177.39990234375,17125.30029296875,13458.699951171875,1186.3999938964844,-1636.9999694824219,-5649.0997314453125,1.0,0.8600037851033847,-1.42724106139404,-2.4730419290417887,bf81d8692db,games5425898691,25.0,-4083.949951171875,251.80999755859375,297.3800048828125,260.79999923706055,17301.300048828125,13819.300537109375,-1662.5999450683594,1808.3999633789062,544.7000122070312,255.0,0.0,,0.6626011870746826,1.583697587887195,1.5733145810387268,True,96.98319980405991,True,False,False,False,,76561198039309853,enpitsu,26.0,2463.6201171875,9.380000114440918,79.12999725341797,15815.50048828125,-774.3000030517578,-1398.800048828125,-8.199999928474426,3147.0999145507812,7.300000190734863,255.0,128.0,,0.7225373168860514,3.1410538625864444,0.003412369125927608,True,31.0,False,False,4,4,,JohnyKinny,bbf838119db,12.0,-1855.5999755859375,902.8599853515625,110.01000213623047,-7996.099853515625,17580.2001953125,-136.8000030517578,-5478.2000732421875,-189.50000762939453,450.9000015258789,255.0,128.0,,-0.9535674435545984,-0.3289558577992037,1.911807055485992,True,6,False,5,0.0,False,,Tigas007TGS,b6d38e460cb,14.0,-4081.35009765625,537.8400268554688,401.4700012207031,432.7000045776367,-7661.6998291015625,13801.300048828125,1761.9999694824219,-417.5,167.70000457763672,255.0,251.0,,1.0319437254407555,-1.5870111563018054,-1.607930839269196,True,4,63.0,False,False,4,
2,362,6,False,False,1,2813.243310158714,3237.85009765625,3581.1298828125,157.63999938964844,-14864.599609375,24123.40087890625,9157.000122070312,3827.39990234375,-3361.199951171875,3170.4998779296875,1.0,1.0057569841035645,1.8893108909596208,0.6222383036963496,76561198039309853,enpitsu,26.0,3326.389892578125,3465.780029296875,120.6500015258789,-2556.699981689453,21381.4990234375,1998.3000183105469,-5234.0997314453125,1335.8999633789062,1033.6000061035156,128.0,0.0,False,-0.6600405547143341,1.065875225955692,0.3616448717898235,True,138.0,False,6,5,False,,bf81d8692db,games5425898691,25.0,130.92999267578125,3665.39990234375,88.33000183105469,18954.100341796875,-12674.599609375,-147.39999771118164,3393.9999389648438,4327.799987792969,-20.299999713897705,255.0,128.0,,0.6494471658619041,0.6678646775356555,-3.136904522073952,True,0.0,False,False,3,4,,JohnyKinny,bbf838119db,13.0,613.3200073242188,4794.1201171875,17.010000228881836,5762.7001953125,-2428.9999389648438,2.7000001072883606,-1.5000000596046448,-1.5999999642372131,-77.10000038146973,171.0,128.0,,-0.009736985566614741,-2.730313580801515,0.00010171145459591526,True,6,False,6,255.0,False,,Tigas007TGS,b6d38e460cb,14.0,-2222.340087890625,2279.659912109375,589.9400024414062,8392.39990234375,7043.800048828125,-1218.8999938964844,-1542.2999572753906,2706.7999267578125,-830.5999755859375,255.0,128.0,,1.1887915061050829,1.897861552983215,-0.7630025785337627,True,6,63.0,False,False,4,
3,426,9,False,False,0,7718.248869108116,-771.2100219726562,-2577.239990234375,130.44000244140625,-11135.999755859375,26926.4990234375,11320.2001953125,-421.50001525878906,5163.800048828125,-3025.8999633789062,0.0,0.8681163437488962,-1.4302982318533948,0.22139413344420397,b6d38e460cb,Tigas007TGS,14.0,-637.6699829101562,-2779.580078125,17.0,-17652.39990234375,12945.999755859375,2.5,-0.5999999865889549,0.3999999910593033,-1880.0999450683594,255.0,3.0,,0.009599324511152495,2.4426532073308422,-8.183627684058711e-05,True,0.0,False,4,6,False,,bbf838119db,JohnyKinny,13.0,-523.5700073242188,-4595.43994140625,17.010000228881836,6438.3001708984375,8804.099731445312,2.800000011920929,0.7999999821186066,0.7999999821186066,1174.3000030517578,255.0,220.0,,0.009546503016215213,0.9299094100402199,0.0002320300208290985,True,201.0,False,False,6,6,,enpitsu,76561198039309853,26.0,-1282.5400390625,-3500.52001953125,17.020000457763672,11616.99951171875,19109.300537109375,2.800000011920929,0.09999999776482582,0.0,15.700000524520874,255.0,128.0,False,0.016791245196640367,1.026232063034349,-6.902520339800383e-06,True,6,False,6,208.0,False,,games5425898691,bf81d8692db,25.0,-2350.580078125,519.7100219726562,87.16999816894531,-979.7000122070312,22204.29931640625,-1471.6999816894531,-2855.10009765625,40.39999961853027,55.0,255.0,128.0,,-0.6739036333029768,1.5408737216508104,0.02471230285150263,False,6,0.0,False,False,6,
4,532,13,False,False,0,1744.5450959691839,-1902.22998046875,3714.889892578125,284.7099914550781,23127.900390625,7111.300048828125,7348.2000732421875,5904.4000244140625,-1062.699966430664,-86.00000381469727,0.0,-0.4017578821502679,0.18165001795141117,1.8176066121797854,b6d38e460cb,Tigas007TGS,14.0,-2023.6800537109375,3669.0,189.11000061035156,17393.800048828125,13515.10009765625,-12.699999809265137,-3517.5,4142.799987792969,-844.5999908447266,255.0,133.0,,0.9312552846927343,0.5894838677859352,-0.10327772109587509,True,5.0,False,8,9,False,,bbf838119db,JohnyKinny,12.0,-626.5800170898438,1343.5999755859375,16.989999771118164,6361.5997314453125,11399.100341796875,5.400000214576721,0.0,0.0,-2288.000030517578,255.0,0.0,,0.009562157965117635,0.9943329496243769,-1.0084009807973087e-05,True,198.0,False,False,8,8,,enpitsu,76561198039309853,26.0,-160.0500030517578,4581.64013671875,17.040000915527344,-11632.39990234375,11255.400390625,5.600000023841858,0.29999999329447746,-0.09999999776482582,3636.7001342773438,255.0,255.0,False,0.016777905995164027,2.7630298413858876,9.80371541549486e-05,True,6,False,6,255.0,False,,games5425898691,bf81d8692db,25.0,-2076.909912109375,3860.030029296875,215.61000061035156,-3715.7998657226562,-11804.7998046875,4622.699890136719,-668.0999755859375,371.8000030517578,760.8000183105469,255.0,128.0,,-0.5925346408116753,-1.3467711986306572,-0.19985079039129008,True,6,211.2419870848297,True,4,8,
5,613,16,False,False,0,4410.038392452018,3397.699951171875,4133.72998046875,107.01000213623047,7683.699951171875,23916.69921875,4222.5,-3030.4998779296875,3269.5999145507812,-4015.4998779296875,0.0,1.0176573349102147,0.30302566278885124,1.1184386801677677,bbf838119db,JohnyKinny,12.0,3384.320068359375,3953.239990234375,76.51000213623047,9672.7001953125,14117.39990234375,3534.2999267578125,2910.2999877929688,-1811.0000610351562,4301.099853515625,255.0,181.0,,-0.11344476708572115,1.3561835780803642,-0.03069512394042672,True,164.34020626929498,True,9,8,False,,b6d38e460cb,Tigas007TGS,14.0,2194.320068359375,4323.83984375,113.83999633789062,16587.60009765625,-4325.4998779296875,-141.09999656677246,-128.69999885559082,5413.499755859375,962.6000213623047,255.0,128.0,,-1.0367642780671738,-1.5273383739869049,1.5501109993640203,True,0.0,False,False,11,10,,enpitsu,76561198039309853,26.0,215.7899932861328,5188.830078125,17.049999237060547,2215.7000732421875,-2154.499969482422,3.799999952316284,1.4000000059604645,-1.0999999940395355,1169.800033569336,128.0,128.0,False,0.016605008685364672,-0.8925600693720753,0.0002184450881575817,True,6,False,6,255.0,False,,games5425898691,bf81d8692db,25.0,-2414.300048828125,1317.6300048828125,17.010000228881836,7314.89990234375,7560.30029296875,2.5,-0.09999999776482582,0.0,846.1000061035156,255.0,174.0,,0.009533741663270827,0.803041860082911,0.00011520643295476947,True,6,171.0,False,4,8,
6,733,20,False,False,0,1773.5791823139814,765.239990234375,4518.81982421875,196.7899932861328,11843.1005859375,22207.80029296875,-7930.8001708984375,-3572.39990234375,1876.300048828125,-3590.4000854492188,0.0,0.7008265625762973,-1.694157079749416,-0.16628212995773534,b6d38e460cb,Tigas007TGS,15.0,658.0900268554688,4350.72021484375,201.88999938964844,-1659.1000366210938,22847.7001953125,1977.8999328613281,-4804.200134277344,2660.7998657226562,297.8000068664551,255.0,16.0,False,0.513198102355478,1.3418901112532198,0.23758471863790148,True,212.0,False,12,13,False,,bbf838119db,JohnyKinny,13.0,636.72998046875,4610.919921875,991.3599853515625,-11602.60009765625,-1131.9000244140625,-3844.7000122070312,-2891.300048828125,-4153.399963378906,2153.800048828125,255.0,0.0,,-0.40198929245883047,-2.1798162216473584,-2.641503578904066,True,59.0,False,False,10,12,,enpitsu,76561198039309853,26.0,465.32000732421875,4709.0498046875,74.36000061035156,11949.7998046875,-12951.99951171875,3138.900146484375,2265.5999755859375,2231.0000610351562,968.1999969482422,255.0,128.0,False,0.1216220182638925,-0.7558322630156663,0.005557445254841423,True,8,False,7,218.0,False,,games5425898691,bf81d8692db,25.0,542.0700073242188,4573.4501953125,182.35000610351562,22997.099609375,-318.0999946594238,-170.79999923706055,211.39999389648438,5494.7998046875,111.00000381469727,255.0,128.0,,0.6600498927470009,-0.0228035919542637,0.02564872181393835,True,7,103.5706236259912,True,4,10,
7,734,20,False,False,1,9879.150846389737,-810.47998046875,-4590.64990234375,171.9199981689453,-30075.50048828125,-18911.400146484375,-4210.0,4852.0001220703125,-663.3999633789062,3466.4999389648438,1.0,-0.5462298242692825,1.7626437478724857,-0.19878423402233264,bf81d8692db,games5425898691,25.0,-542.0700073242188,-4573.4501953125,182.35000610351562,-22997.099609375,318.0999946594238,-170.79999923706055,-211.39999389648438,-5494.7998046875,111.00000381469727,255.0,128.0,,-0.6600498927470009,0.0228035919542637,0.02564872181393835,True,100.50320869876496,True,10,7,4,,76561198039309853,enpitsu,26.0,-465.32000732421875,-4709.0498046875,74.36000061035156,-11949.7998046875,12951.99951171875,3138.900146484375,-2265.5999755859375,-2231.0000610351562,968.1999969482422,255.0,128.0,False,-0.1216220182638925,0.7558322630156663,0.005557445254841423,True,218.0,False,False,7,8,,JohnyKinny,bbf838119db,13.0,-539.9099731445312,-4601.2998046875,956.9400024414062,11631.600341796875,1173.8999938964844,-4364.700012207031,2892.60009765625,4152.9998779296875,2152.7999877929688,255.0,0.0,,0.4017272602489654,2.1795939009265277,-2.1749345426979283,True,12,False,10,59.0,False,,Tigas007TGS,b6d38e460cb,15.0,-658.0900268554688,-4350.72021484375,201.88999938964844,1659.1000366210938,-22847.7001953125,1977.8999328613281,4804.200134277344,-2660.7998657226562,297.8000068664551,255.0,16.0,False,-0.513198102355478,-1.3418901112532198,0.23758471863790148,True,13,208.93258507277375,True,False,12,
8,835,24,False,False,1,8205.737631228003,-3803.449951171875,-1586.760009765625,188.86000061035156,7281.6998291015625,26266.79931640625,6425.9002685546875,4686.099853515625,3306.400146484375,1762.7999877929688,1.0,-0.15241105856652015,-1.3939577253957827,-0.36811693949306856,bf81d8692db,games5425898691,25.0,-3828.22998046875,-1635.0699462890625,78.81999969482422,1841.7999267578125,21436.79931640625,138.1999969482422,-5314.2999267578125,331.19998931884766,1377.7000427246094,255.0,152.0,,-0.682502874695267,1.7791051564262983,0.10474556549552308,True,13.0,False,12,9,4,,76561198039309853,enpitsu,26.0,-1766.06005859375,-2135.6298828125,17.059999465942383,2113.3999633789062,21550.80078125,2.0999999344348907,-0.0,-1.2999999523162842,-1307.2999572753906,255.0,128.0,,-0.01676860481825429,1.6842887209548851,-0.00022661264759790052,True,164.0,False,False,8,8,,JohnyKinny,bbf838119db,12.0,-1001.0900268554688,-655.260009765625,78.48999786376953,-6829.6002197265625,21885.50048828125,1821.300048828125,-5423.2000732421875,905.4000091552734,-136.99999809265137,255.0,96.0,,-0.5863902056642051,1.0013177390744428,0.4444430955384061,True,16,False,13,,False,,Tigas007TGS,b6d38e460cb,14.0,11.579999923706055,-3364.3701171875,55.5099983215332,-877.3999786376953,19732.19970703125,2889.8001098632812,-828.6000061035156,-57.60000228881836,144.79999542236328,255.0,128.0,,-0.04074638010841417,1.4958772193331153,-0.00011454359601375361,True,15,110.0,False,False,14,
9,946,28,False,True,1,2665.2720580092173,-1296.5,3624.5400390625,161.9600067138672,15502.7001953125,13479.000244140625,4715.799865722656,4945.5999755859375,-1246.3999938964844,3160.10009765625,1.0,0.34971668787756316,1.2092111872907816,-1.7084052340224625,bf81d8692db,games5425898691,24.0,-1367.4599609375,3483.219970703125,119.5199966430664,19494.49951171875,8629.89990234375,1226.500015258789,-5056.600036621094,1709.7000122070312,1325.5999755859375,255.0,255.0,,-0.5984044831312358,-3.1048830309353797,-0.6918239403354867,True,158.0,False,14,11,4,,76561198039309853,enpitsu,26.0,1234.72998046875,1486.5799560546875,17.059999465942383,-3269.8001098632812,-5732.1002197265625,3.6000001430511475,-0.29999999329447746,-0.09999999776482582,-3348.699951171875,255.0,0.0,False,-0.01666818485517563,-0.40347759292483304,4.479721115337136e-07,True,129.0,False,False,8,8,,JohnyKinny,bbf838119db,13.0,-1429.4200439453125,4960.1298828125,18.149999618530273,13825.6005859375,-1671.7999267578125,-215.10000228881836,-996.8000030517578,-131.99999809265137,832.7999877929688,255.0,128.0,,-0.018894579148222693,-3.0529083455759896,0.0410337000158671,True,16,False,14,216.2046023466254,True,,Tigas007TGS,b6d38e460cb,14.0,52.630001068115234,3371.929931640625,17.010000228881836,2584.2001342773438,-1433.3000183105469,2.5,-0.7999999821186066,-0.09999999776482582,1569.7999572753906,255.0,255.0,False,-0.009541720199841994,-2.48053760058919,0.00016533578302836832,True,18,175.0,False,False,16,
