,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,shot_taker_handbrake
0,172,0,False,True,1,5199.732302577988,1.9299999475479126,17.709999084472656,94.4000015258789,3797.7999877929688,32096.79931640625,4140.799865722656,-286.9000053405762,30.999999046325684,2.199999988079071,1.0,0.0002535876224855631,-2.6669611332646108e-05,0.0024006816496051674,bf81d8692db,games5425898691,21.0,-21.579999923706055,-185.30999755859375,54.40999984741211,1184.4000244140625,22820.70068359375,2596.199951171875,-4144.200134277344,1049.7000122070312,-1276.500015258789,255.0,101.0,-0.08326078045365617,1.6659989215191124,0.007307377463661734,True,22.0,False,3,4,False,,76561198039309853,enpitsu,26.0,-1493.5,-2346.639892578125,17.049999237060547,8766.099853515625,-3738.0999755859375,3.3000001311302185,-0.0,-0.0,-2440.399932861328,255.0,128.0,,-0.01669638273174239,-2.697233117067017,-5.3870519908498326e-06,True,107.0,False,False,False,False,,Shlizzie,76561198264950817,12.0,-1037.6300048828125,2637.949951171875,17.0,6053.0999755859375,2091.1000061035156,3.3000001311302185,5.400000214576721,1.899999976158142,-1281.1000061035156,128.0,128.0,,-0.009626064609343132,2.835125556731411,-1.4474018284776124e-05,True,False,False,False,116.0,False,,Holiboy,76561198109916195,12.0,1576.77001953125,3106.02001953125,17.0,-11822.099609375,8745.30029296875,0.7000000029802322,0.3999999910593033,-0.7999999821186066,-17.300000190734863,255.0,128.0,,-0.009532925431203935,0.6390804284221859,7.907529422251932e-05,True,False,19.323690270864837,True,False,False,,
1,203,1,False,False,0,8650.32670168131,-411.5400085449219,-3496.75,163.6999969482422,1099.1000366210938,-1600.7000732421875,5462.60009765625,5633.900146484375,-1652.7999877929688,1235.6999969482422,0.0,-0.11021297690648256,0.03351835962402054,0.5616861155209526,76561198109916195,Holiboy,12.0,-445.1099853515625,-3622.800048828125,108.88999938964844,8451.699829101562,6981.9000244140625,2689.2001342773438,-5272.2998046875,-823.6000061035156,1331.9000244140625,255.0,247.0,0.4906163238542409,0.6671709104290959,-0.5132920794972448,True,11.0,False,3,4,False,,76561198264950817,Shlizzie,12.0,11.949999809265137,-3284.679931640625,17.0,-10357.900390625,-12428.299560546875,3.100000023841858,-1.0000000149011612,-1.2999999523162842,-1484.1999816894531,255.0,0.0,,0.009560293820002622,-2.2725048821170852,-0.0003386629523239513,True,61.0,False,False,False,False,,enpitsu,76561198039309853,26.0,683.3400268554688,3261.52001953125,17.049999237060547,-4980.0,12238.199462890625,2.5999999046325684,0.09999999776482582,-0.7999999821186066,-4.4999998807907104,255.0,128.0,,0.016730300593549234,1.9566638660886706,7.34389693525117e-05,True,False,False,False,107.0,False,,games5425898691,bf81d8692db,21.0,-72.9800033569336,-1908.260009765625,27.260000228881836,-1963.8999938964844,-18665.2001953125,-2152.2000122070312,4038.900146484375,-2937.0999145507812,1885.7000732421875,255.0,3.0,,-0.1231946851493738,-1.6513462030774955,-0.24819648471784708,False,4,49.918640790447114,True,4,False,,
2,335,5,False,False,0,7104.957453332646,232.4600067138672,-1874.77001953125,119.29000091552734,-438.1999969482422,17810.50048828125,3849.7000122070312,2891.300048828125,989.8999786376953,1670.0999450683594,0.0,0.4023606998151765,1.1078675018824073,0.6492548359508784,76561198109916195,Holiboy,12.0,250.72000122070312,-2093.909912109375,15.90999984741211,362.90000915527344,12398.900146484375,-225.79999923706055,350.9000015258789,-504.39998626708984,-649.4999694824219,255.0,0.0,0.0003175219885919581,1.5592510712420504,-0.016367458321722733,True,42.0,False,4,4,False,,76561198264950817,Shlizzie,12.0,-2562.820068359375,-4072.489990234375,17.010000228881836,12818.800048828125,-4042.0001220703125,1.899999976158142,-0.7000000029802322,0.0,-21.19999885559082,255.0,128.0,,0.009549061667030786,-0.30827926453185295,7.231353553043339e-05,True,61.0,False,False,False,False,,enpitsu,76561198039309853,26.0,464.4200134277344,-935.239990234375,110.69000244140625,-2693.699951171875,-21971.69921875,3303.2998657226562,2.3000000417232513,15.399999618530273,-904.8999786376953,128.0,0.0,,0.01714758824550658,-1.740390626748345,-0.0008603365709430462,True,1,2,False,0.0,False,,games5425898691,bf81d8692db,22.0,-2182.02001953125,-970.8099975585938,17.010000228881836,11545.10009765625,19891.500244140625,1.899999976158142,0.0,0.0,0.0,255.0,128.0,,0.00959223619317208,1.0449061851431927,1.609892160344544e-06,True,4,118.0,False,4,False,,
3,342,6,False,False,1,3708.7466560631037,-170.64999389648438,1587.949951171875,191.6199951171875,16076.600341796875,25803.40087890625,2473.800048828125,-3805.5999755859375,-616.8000030517578,2531.699981689453,1.0,0.25674526963235267,-1.5978556979984504,1.0222783518128096,76561198039309853,enpitsu,26.0,-241.97000122070312,1405.219970703125,167.10000610351562,9802.100219726562,14679.89990234375,270.40000915527344,3306.6000366210938,4394.89990234375,18.799999952316284,128.0,0.0,0.08583248376359606,1.9329372913779153,1.2509402425835925,True,0.0,False,1,2,False,,bf81d8692db,games5425898691,22.0,1922.989990234375,400.07000732421875,17.010000228881836,-5827.60009765625,-21870.400390625,2.0999999344348907,0.5000000074505806,3.0000001192092896,1220.8000183105469,255.0,148.0,,-0.00960335930732256,-1.3734802747845798,-3.052972575219264e-05,True,118.0,False,4,False,4,,Shlizzie,76561198264950817,12.0,2224.699951171875,4176.14013671875,17.010000228881836,-13457.5,3279.2999267578125,2.0999999344348907,-0.3999999910593033,-0.0,1581.6000366210938,255.0,255.0,,-0.009547630692963263,0.23068248764460272,0.00023528943404653536,True,False,False,False,61.0,False,,Holiboy,76561198109916195,12.0,-320.9800109863281,1778.6600341796875,17.020000457763672,-5615.0,-11382.7001953125,1.8000000715255737,-0.5000000074505806,-8.399999737739563,-2295.399932861328,255.0,0.0,,-0.009417750292271938,-1.054379227893216,-0.00040404183487128355,True,4,42.0,False,4,False,,
4,365,7,False,False,0,8864.459122253436,-1169.1400146484375,-3720.25,174.3300018310547,-3258.900146484375,19600.2001953125,9875.900268554688,4413.2000732421875,-644.8999786376953,4013.3999633789062,0.0,0.5358308390668686,-0.5481340642721116,-0.6028068785401183,76561198264950817,Shlizzie,12.0,-1218.5799560546875,-3908.739990234375,96.06999969482422,3975.2999877929688,10950.400390625,3156.6000366210938,-1731.300048828125,-3853.0999755859375,3322.5,128.0,255.0,0.010764441737452415,1.1888215427856108,-0.05153982275164181,True,92.0,False,3,4,False,,76561198109916195,Holiboy,12.0,1251.18994140625,-1633.280029296875,17.020000457763672,11585.30029296875,-6157.9998779296875,0.5000000074505806,-0.7999999821186066,0.29999999329447746,-49.20000076293945,255.0,128.0,,0.009542667311812084,-0.4949505874098894,8.739342579254168e-05,True,42.0,False,4,False,4,,enpitsu,76561198039309853,26.0,-575.030029296875,-2628.219970703125,112.1500015258789,-9802.100219726562,-14679.89990234375,-2480.800018310547,-660.2999877929688,-822.3999786376953,-99.49999809265137,255.0,0.0,,-0.2961573533510462,-2.0087863322925594,-0.5643295300287849,True,2,2,False,0.0,False,,games5425898691,bf81d8692db,22.0,-1381.18994140625,1227.1199951171875,17.010000228881836,14630.0,12356.400146484375,2.3000000417232513,-0.29999999329447746,0.0,-1969.7000122070312,128.0,0.0,,0.009622467439268445,0.6259005717338194,3.4741839087175364e-05,True,4,118.0,False,4,False,,
5,454,10,False,False,1,7456.629466959408,2160.7900390625,-2208.580078125,192.82000732421875,207.60000228881836,16942.80029296875,11102.7001953125,4030.8999633789062,-195.30000686645508,4439.89990234375,1.0,0.5302173774824291,0.3946550654394922,-1.541069753949962,bf81d8692db,games5425898691,22.0,2194.75,-2302.340087890625,102.3499984741211,16683.399658203125,13015.400390625,-287.8000068664551,5485.4998779296875,129.7000026702881,-376.19998931884766,255.0,255.0,-0.6240688943968553,2.6730301488437016,-1.1401571156823997,True,42.0,False,5,6,False,,76561198039309853,enpitsu,26.0,3604.949951171875,509.9200134277344,68.48999786376953,3200.4000854492188,-22636.0009765625,2470.2999877929688,5434.6002197265625,-329.90001678466797,-778.4999847412109,255.0,128.0,,-0.3052214859461863,-1.4667996161197114,-0.008388299677378551,True,0.0,False,6,False,5,,Shlizzie,76561198264950817,12.0,3133.780029296875,562.8499755859375,16.989999771118164,14410.50048828125,-16275.2001953125,4.399999976158142,-0.19999999552965164,-0.0,-81.89999580383301,255.0,128.0,,-0.009580561634906901,-2.2869440360317226,4.154379400776838e-05,True,4,4,False,0.0,False,,Holiboy,76561198109916195,12.0,-1573.8399658203125,5045.509765625,48.150001525878906,11888.1005859375,-5607.39990234375,-4629.200134277344,-4996.9000244140625,277.90000915527344,365.9000015258789,255.0,128.0,False,-0.3321258891332027,-2.6191183755362157,0.5916069897517936,True,4,255.0,False,4,False,,
6,534,13,False,False,0,7659.492090723692,-2179.550048828125,-2411.179931640625,651.8800048828125,11810.400390625,9418.300170898438,2276.199951171875,2588.699951171875,3393.800048828125,-4216.600036621094,0.0,0.43543796115148925,-2.0266976431792956,-1.2130841088054012,76561198109916195,Holiboy,12.0,-2276.530029296875,-2534.77001953125,530.0599975585938,-11692.099609375,16845.50048828125,4926.499938964844,-229.0999984741211,340.99998474121094,101.49999618530273,255.0,128.0,-0.9265299756356105,0.25720586281573576,1.4912385597688391,True,137.0,False,4,6,False,,76561198264950817,Shlizzie,12.0,-995.1199951171875,-579.3200073242188,91.37000274658203,9371.300048828125,-17594.7998046875,-154.7000026702881,3111.6000366210938,4466.499938964844,-785.8000183105469,128.0,128.0,,-0.8623114879730603,-2.337919585642502,1.8071752487003738,True,31.0,False,6,False,5,,enpitsu,76561198039309853,26.0,-2011.97998046875,2186.679931640625,17.059999465942383,2519.9000549316406,-15935.400390625,1.1999999731779099,0.5999999865889549,-3.6000001430511475,-867.2000122070312,128.0,128.0,False,0.016757980909173954,-1.4725126983054617,0.00018253395748476283,True,6,6,False,255.0,False,,games5425898691,bf81d8692db,22.0,-3720.550048828125,-2342.239990234375,16.790000915527344,8934.000244140625,-17910.6005859375,47.39999771118164,-16.799999475479126,73.89999866485596,212.00000762939453,255.0,128.0,,0.008405217103742988,-1.0850886637185233,0.004652606010198943,True,6,0.0,False,6,False,,False
7,586,15,False,True,1,4401.110889919605,77.55000305175781,815.6599731445312,175.22999572753906,2630.7000732421875,21749.89990234375,4164.599914550781,964.1999816894531,-1853.800048828125,-5624.2999267578125,1.0,0.11725566646760942,0.4435094348765789,-1.3848067120103644,76561198039309853,enpitsu,26.0,60.099998474121094,525.02001953125,136.6300048828125,-9019.7998046875,20966.4990234375,2782.2000122070312,-1457.1000671386719,1590.2000427246094,-679.1000366210938,128.0,0.0,-0.016923346577386388,0.8344441713971544,0.01811651157000185,True,149.0,False,7,8,False,,bf81d8692db,games5425898691,22.0,1896.52001953125,4970.43017578125,19.56999969482422,-18070.50048828125,-2346.199951171875,-320.9000015258789,-1488.2000732421875,-267.8000068664551,-108.80000114440918,255.0,128.0,,-0.031773354185993974,-0.14132846859142711,-0.10803659163431156,True,255.0,False,6,False,6,,Shlizzie,76561198264950817,12.0,919.75,3960.75,17.010000228881836,-3856.4999389648438,16781.8994140625,2.0999999344348907,-0.09999999776482582,-0.0,1995.5000305175781,255.0,255.0,,-0.009550097568689818,1.2763136298489404,-1.0462869907025646e-05,True,6,6,False,61.0,False,,Holiboy,76561198109916195,12.0,4030.93994140625,-55.61000061035156,116.4800033569336,-2329.2999267578125,-12331.700439453125,-3271.099853515625,1866.0000610351562,1166.8000030517578,-1038.3000183105469,255.0,1.0,False,-0.29244851573246866,-1.3685876253518194,0.9334761949540946,True,6,137.0,False,4,False,,
8,636,16,False,False,0,9680.01743042662,-514.5800170898438,-4532.5,174.6999969482422,3722.39990234375,-2050.8999633789062,8392.39990234375,5569.000244140625,-529.3000030517578,-2169.1000366210938,0.0,-0.42247336243327527,2.722315964596049,2.4620476108170886,76561198264950817,Shlizzie,12.0,-600.010009765625,-4636.97021484375,65.66000366210938,1793.699951171875,3286.7999267578125,2692.9000854492188,-4320.899963378906,2764.7000122070312,-1983.699951171875,255.0,128.0,0.12024785954720739,0.21158457452836418,-0.1737768119457107,True,61.0,False,7,8,False,,76561198109916195,Holiboy,12.0,-2405.7900390625,-528.6300048828125,17.020000457763672,10158.400268554688,-9647.899780273438,0.5000000074505806,0.0,0.09999999776482582,0.0,255.0,128.0,False,0.009522036253386941,-0.759631871316284,3.569174434875391e-06,True,137.0,False,6,False,4,,enpitsu,76561198039309853,26.0,2270.409912109375,-3313.949951171875,17.049999237060547,17548.699951171875,4573.900146484375,3.0000001192092896,0.3999999910593033,0.19999999552965164,2033.0999755859375,255.0,255.0,,0.016766972510413418,0.3273444779717571,-4.6929241520118186e-05,True,8,8,False,149.0,False,,games5425898691,bf81d8692db,22.0,707.9400024414062,-3096.320068359375,17.010000228881836,-8588.499755859375,18579.100341796875,2.3000000417232513,0.0,-0.09999999776482582,2014.2999267578125,255.0,255.0,,0.009583578082821903,2.08236356768527,2.2131922469265696e-05,True,6,188.0,False,6,False,,
9,700,19,False,False,0,10211.152040587926,340.6600036621094,-4995.990234375,341.6700134277344,15670.799560546875,-2256.699981689453,6162.5,-964.8999786376953,-4731.600036621094,2358.699951171875,0.0,-0.5936005264353398,3.096214451272277,0.9571638618305586,76561198264950817,Shlizzie,12.0,263.239990234375,-4993.89013671875,201.4199981689453,11805.6005859375,-7266.300048828125,2006.0000610351562,-1890.7000732421875,5164.6002197265625,34.40000057220459,128.0,128.0,0.006590579548333497,-1.2202740694525056,-0.9362904209930487,True,36.0,False,9,10,False,,76561198109916195,Holiboy,12.0,-194.0399932861328,-4303.990234375,17.020000457763672,8080.8001708984375,-21533.60107421875,-2.199999988079071,-0.19999999552965164,-0.19999999552965164,1217.6000213623047,255.0,255.0,False,0.00954764054265998,-1.2044440965371241,0.0003565485012055446,True,10.445961193371893,True,6,False,4,,enpitsu,76561198039309853,26.0,2204.4599609375,-3598.2099609375,17.049999237060547,-2701.400146484375,-16966.800537109375,2.5,3.8999998569488525,-0.5999999865889549,-41.70000076293945,0.0,0.0,False,0.016941108889879278,-1.7327787018383987,1.810547470133798e-05,True,8,8,False,47.0,False,,games5425898691,bf81d8692db,22.0,7.349999904632568,-4714.22998046875,215.1199951171875,17108.299560546875,-11308.299560546875,1473.3999633789062,-3787.5,3478.599853515625,-1950.2000427246094,255.0,253.0,,0.21382227196914264,-0.08551697307258471,-0.8001199526500115,True,8,95.4901333393589,True,7,False,,
