,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
32,2414,81,False,False,0,7170.667326923003,-3995.659912109375,-1326.1099853515625,240.3000030517578,7580.5999755859375,8523.699951171875,14019.599609375,-2829.8001098632812,-4926.099853515625,-1930.0999450683594,0.0,1.1707285512108327,1.4051723916227932,0.6733630534678444,bf81d8692db,games5425898691,20.0,-3916.14990234375,-1468.6400146484375,134.5399932861328,-19324.49951171875,12305.50048828125,2033.6000061035156,-167.09999084472656,-22.999999523162842,-468.1999969482422,255.0,128.0,,-0.19800177326229243,2.3108033995542225,0.0302102562347546,True,133.13630104064944,True,28,False,22,,76561198039309853,enpitsu,24.0,3183.659912109375,-1336.9300537109375,17.030000686645508,-13876.8994140625,-17040.0,5.5000001192092896,-0.19999999552965164,-0.19999999552965164,-2013.5000610351562,255.0,0.0,False,0.01677602051414355,-2.32856862589226,-4.3625223190274276e-05,True,8,255.0,False,8,False,,Mogzy,76561198121011812,7,-3898.699951171875,-93.20999908447266,24.93000030517578,-17519.89990234375,-12769.69970703125,3371.7001342773438,-1294.4000244140625,5241.5997314453125,-1048.6000061035156,255.0,0.0,,-0.19337053061781734,-2.5963611283654715,-0.09238048332518053,True,12,255.0,False,18,6,,Doritjoes,bfbe099dceb,7.0,-3294.77001953125,1935.8499755859375,17.010000228881836,8052.19970703125,-12670.999755859375,2.0999999344348907,0.19999999552965164,-0.5000000074505806,41.39999866485596,255.0,128.0,False,0.009598317727878572,-0.9988660675571133,-8.048166004867729e-05,True,28,22,4,255.0,False,
33,2525,85,False,False,1,10111.862052334003,2133.77001953125,-4895.81982421875,139.88999938964844,26536.8994140625,-10905.50048828125,-12821.600341796875,838.3999633789062,5785.10009765625,-1352.5,1.0,-0.49549443592560444,-0.5680713343414998,3.1374231332228675,76561198121011812,Mogzy,7.0,2236.75,-4986.02978515625,78.47000122070312,-20242.099609375,-10357.19970703125,3324.8001098632812,109.39999580383301,-185.20000457763672,-101.40000343322754,255.0,0.0,,-0.03192919075502882,-0.5314220229526669,0.0019409340001172277,True,154.0,False,20,6,12,,bfbe099dceb,Doritjoes,8.0,1937.9000244140625,-4840.85009765625,168.0399932861328,20166.700439453125,-10584.000244140625,3191.7001342773438,481.19998931884766,2772.5,534.1999816894531,255.0,183.0,,0.10417057859175795,-2.60875793081698,-0.023462883796858174,True,30,200.0,False,23,4,,enpitsu,76561198039309853,24,-576.75,-2069.659912109375,17.030000686645508,1858.8999938964844,-3749.5999145507812,5.099999904632568,-0.3999999910593033,-0.0,0.0,255.0,128.0,,-0.01663364463619055,-2.031046423400634,1.0105635472948145e-05,True,8,255.0,False,8,False,,games5425898691,bf81d8692db,20.0,2263.800048828125,-4786.5,17.010000228881836,-14082.19970703125,-6895.10009765625,2.3000000417232513,-0.29999999329447746,-0.0,-1985.2999877929688,255.0,0.0,,-0.00960670838123078,-0.3931320780053636,-3.9709657636059706e-05,True,30,24,False,126.0,False,
34,2526,85,False,False,0,1275.6874569091146,-2147.60009765625,4893.27001953125,138.89999389648438,-15542.5,-3758.599853515625,-1309.7000122070312,-3876.300048828125,-4103.500061035156,2033.3000183105469,0.0,0.08428876922575546,0.1689615524556156,3.0630735026313936,bf81d8692db,games5425898691,20.0,-2263.800048828125,4786.5,17.010000228881836,14082.19970703125,6895.10009765625,2.3000000417232513,0.29999999329447746,0.0,-1985.2999877929688,255.0,0.0,,0.00960670838123078,0.3931320780053636,-3.9709657636059706e-05,True,126.0,False,30,False,24,,76561198039309853,enpitsu,24.0,576.75,2069.659912109375,17.030000686645508,-1858.8999938964844,3749.5999145507812,5.099999904632568,0.3999999910593033,0.0,0.0,255.0,128.0,,0.01663364463619055,2.031046423400634,1.0105635472948145e-05,True,8,255.0,False,8,False,,Mogzy,76561198121011812,7,-2173.280029296875,5019.10986328125,86.25,18848.699951171875,6081.6998291015625,1142.3999786376953,-2776.300048828125,-4185.899963378906,-2240.500030517578,255.0,0.0,,-0.06568840944775445,0.4440814938391132,-0.1906314292847396,True,13,154.0,False,20,6,,Doritjoes,bfbe099dceb,8.0,-1937.9000244140625,4840.85009765625,168.0399932861328,-20166.700439453125,10584.000244140625,3191.7001342773438,-481.19998931884766,-2772.5,534.1999816894531,255.0,183.0,,-0.10417057859175795,2.60875793081698,-0.023462883796858174,True,30,23,4,200.0,False,
35,2527,85,False,False,1,10135.64636416975,2178.64990234375,-4914.16015625,155.24000549316406,12242.099609375,-8283.499755859375,3712.60009765625,-4138.500061035156,1513.3000183105469,-2580.7998657226562,1.0,0.14024443802950337,-0.19343615236815398,3.0691935368242267,76561198121011812,Mogzy,7.0,2173.280029296875,-5019.10986328125,86.25,-18848.699951171875,-6081.6998291015625,1142.3999786376953,2776.300048828125,4185.899963378906,-2240.500030517578,255.0,0.0,,0.06568840944775445,-0.4440814938391132,-0.1906314292847396,True,154.0,False,20,6,13,,bfbe099dceb,Doritjoes,8.0,2037.0699462890625,-4894.9501953125,206.0,9535.900268554688,-5291.5997314453125,5801.199951171875,-3872.39990234375,1342.7000427246094,2801.199951171875,255.0,199.0,,0.08761556796442263,3.1405663845274825,-0.08463960223768086,True,30,200.0,False,23,4,,enpitsu,76561198039309853,24,-555.4199829101562,-2112.64990234375,17.030000686645508,2354.2999267578125,-4749.100036621094,5.099999904632568,-0.19999999552965164,-0.0,0.0,255.0,128.0,,-0.01663364463619055,-2.031046423400634,1.0105635472948145e-05,True,8,255.0,False,8,False,,games5425898691,bf81d8692db,20.0,2156.60009765625,-4829.2998046875,16.079999923706055,-12007.60009765625,-4369.200134277344,499.3000030517578,-323.3000183105469,359.70001220703125,298.99999618530273,255.0,0.0,,-0.038576480603774915,-0.3961334993129338,-0.14160874624857683,True,30,24,False,126.0,False,
36,2532,86,False,False,1,10264.025212870602,2375.1201171875,-5016.89013671875,202.83999633789062,9372.5,4944.800109863281,756.6000366210938,545.4999923706055,870.5000305175781,-5911.300048828125,1.0,0.35092908807472833,0.5113415238566292,-2.6068509664979813,bfbe099dceb,Doritjoes,8.0,2196.919921875,-4983.14990234375,245.44000244140625,9635.499877929688,-5293.900146484375,-143.100004196167,-3150.7998657226562,4427.0001220703125,-850.6999969482422,255.0,202.0,,-0.7959557073414824,-2.7654811859283135,-0.9547030131849682,True,200.0,False,30,4,23,,76561198121011812,Mogzy,7.0,1799.739990234375,-5093.64990234375,118.4000015258789,-15371.099853515625,-1269.1000366210938,1755.3999328613281,-4028.599853515625,-533.4000015258789,775.9999847412109,255.0,128.0,,0.26915035426738637,-0.0739373142009906,1.2210086954237607,True,20,154.0,False,14,6,,enpitsu,76561198039309853,24,-514.760009765625,-2194.510009765625,17.030000686645508,3104.5001220703125,-5982.80029296875,5.600000023841858,2.199999988079071,-4.300000071525574,300.0,255.0,255.0,,-0.016635795776773522,-2.033547080517193,5.493239527870053e-05,True,8,255.0,False,8,False,,games5425898691,bf81d8692db,20.0,1949.93994140625,-4889.3798828125,17.209999084472656,-12845.50048828125,-2270.2000427246094,-103.10000419616699,-494.0999984741211,-102.29999542236328,-2127.5,255.0,0.0,,-0.009452477700077355,-0.1434531172420313,-0.008477905240959394,True,30,24,False,126.0,False,
37,2589,88,False,False,1,9633.331040296925,3762.530029296875,-4056.9599609375,118.95999908447266,3156.199951171875,5272.8997802734375,-685.5999755859375,-3888.9999389648438,2111.4999389648438,-4051.7001342773438,1.0,1.4050316884532212,1.0432231093203217,-1.2938278105873864,bfbe099dceb,Doritjoes,7.0,3694.9599609375,-4246.7998046875,91.4800033569336,9804.7998046875,10509.7998046875,-504.90001678466797,-133.00000190734863,432.7000045776367,379.7999954223633,255.0,194.0,,-0.03162315480349083,2.344262564576337,-0.8009154029534026,True,174.9332474124047,True,30,4,24,,76561198121011812,Mogzy,7.0,145.86000061035156,-5016.22998046875,17.010000228881836,5669.89990234375,4341.300048828125,2.0999999344348907,-1.5999999642372131,-1.0000000149011612,1244.3000030517578,255.0,160.0,,-0.009495257418307855,2.492456234159417,0.00011546713236867819,True,20,154.0,False,14,6,,enpitsu,76561198039309853,24,1485.93994140625,-603.1599731445312,17.040000915527344,1155.4000091552734,17967.39990234375,3.799999952316284,-0.0,-3.100000023841858,875.5000305175781,255.0,0.0,,-0.01677700222040305,1.5749347795009425,-0.00018730990904989968,True,8,174.0,False,8,False,,games5425898691,bf81d8692db,20.0,2748.840087890625,-3158.85009765625,16.989999771118164,22937.099609375,1699.1999816894531,2.3000000417232513,-1.4000000059604645,-0.0,-1557.2999572753906,255.0,0.0,,-0.009589056588689493,3.1100371207737703,-8.07001905279832e-05,True,30,24,False,13.230029990596151,True,
38,2601,88,False,False,1,9102.979836327775,3968.889892578125,-3428.639892578125,158.8000030517578,2163.0999755859375,14030.6005859375,2795.10009765625,-4909.5001220703125,1179.800033569336,-2919.4000244140625,1.0,0.3362093246057318,1.9422236228675192,-1.0131003303906123,bfbe099dceb,Doritjoes,7.0,3928.1201171875,-3684.72998046875,38.099998474121094,1832.5,16978.00048828125,-2.5999999046325684,705.2999877929688,102.39999771118164,360.8000183105469,255.0,128.0,,-0.011520781186987492,1.6777813988146482,-0.40292926553199343,True,137.34708844974477,True,30,4,24,,76561198121011812,Mogzy,7.0,446.4800109863281,-4802.9501953125,17.010000228881836,9029.7998046875,4121.000061035156,2.0999999344348907,4.799999892711639,2.199999988079071,-1016.3999938964844,255.0,128.0,,-0.009523232665233758,2.7643231081629622,8.797203751202897e-05,True,20,154.0,False,14,6,,enpitsu,76561198039309853,25,1589.0899658203125,219.10000610351562,17.040000915527344,7589.69970703125,14535.799560546875,5.099999904632568,0.29999999329447746,0.7000000029802322,-3184.8001098632812,255.0,128.0,False,-0.016769407580115726,2.2746824558905705,-0.00012747006862476903,True,8,174.0,False,8,False,,games5425898691,bf81d8692db,20.0,3815.52001953125,-3535.820068359375,17.290000915527344,18673.00048828125,-12526.099853515625,271.70000076293945,211.49999618530273,-1325.5000305175781,1271.6999816894531,255.0,255.0,,0.0011847905713800629,-2.5663008349160767,0.010010302011092582,True,30,24,False,0.0,False,
39,2659,90,False,False,0,4969.4190925186,-3689.639892578125,1030.1700439453125,114.26000213623047,-3310.7000732421875,22100.10009765625,11499.300537109375,5667.5,1904.4999694824219,-502.00000762939453,0.0,0.2905626113735161,-1.7538517905330089,-0.6762152701243259,76561198039309853,enpitsu,24.0,-3633.409912109375,785.8099975585938,17.040000915527344,-9279.500122070312,20016.99951171875,-0.3999999910593033,0.29999999329447746,-1.0999999940395355,-82.20000267028809,255.0,0.0,False,0.016772447626725986,1.9966016143263785,8.19917409086026e-05,True,43.0,False,8,False,8,,bf81d8692db,games5425898691,20.0,-4078.97998046875,1600.8499755859375,692.0599975585938,2.0000000298023224,-13731.800537109375,-1830.0999450683594,130.10000228881836,-0.19999999552965164,0.0,255.0,128.0,,0.12563994980565518,-1.580450517553328,-1.572120331655942,True,30,0.0,False,24,False,,Mogzy,76561198121011812,7,-2535.570068359375,4731.419921875,17.010000228881836,1132.0999908447266,10619.49951171875,2.3999999463558197,0.0,0.0,-2245.5999755859375,128.0,0.0,,0.009638160866263606,1.4062393463866723,1.3455203898167895e-06,True,14,184.0,False,20,6,,Doritjoes,bfbe099dceb,7.0,,,,,,,,,,,,,,,,True,,,,,,
40,2725,93,False,False,1,10281.133234559606,2878.300048828125,-4948.22021484375,790.0999755859375,7885.3997802734375,13647.099609375,2510.0,-1777.5999450683594,-337.7000045776367,5627.8997802734375,1.0,-0.7665332077552943,-1.1495140302379874,1.2110246866285814,76561198121011812,Mogzy,7.0,2765.9599609375,-5055.18017578125,692.25,4809.5001220703125,3251.300048828125,915.1999664306641,3804.1000366210938,-2783.900146484375,2502.7000427246094,128.0,133.0,,0.4639663626722567,2.926508541915304,-1.4656597208611746,True,184.0,False,21,6,14,,bfbe099dceb,Doritjoes,7.0,2402.85009765625,-4059.35009765625,17.010000228881836,3145.7000732421875,6965.9002685546875,2.5,-0.0,0.19999999552965164,-2594.4000244140625,255.0,0.0,False,-0.009520947711762416,2.039241882260822,-4.919644694302629e-06,True,False,85.0,False,False,False,,enpitsu,76561198039309853,24,2835.60009765625,-4656.41015625,17.040000915527344,-9324.099731445312,-8312.60009765625,3.799999952316284,0.9000000357627869,0.5000000074505806,-86.00000381469727,255.0,0.0,False,-0.016841902573617288,-0.7172252149253352,0.00011920504334348953,True,8,255.0,False,8,False,,games5425898691,bf81d8692db,20.0,3505.5,2222.39990234375,85.25,-4888.399963378906,20611.10107421875,-146.19999885559082,-5361.099853515625,-1198.7000274658203,267.39999771118164,255.0,128.0,,0.7387875861284682,-1.9397348764577649,3.00500527803624,False,32,25,False,0.0,False,
41,2780,95,False,False,1,8181.971006619226,3770.530029296875,-2520.39990234375,95.26000213623047,-4138.699951171875,6780.4998779296875,5226.400146484375,-4555.199890136719,-2780.4000854492188,-2741.9000244140625,1.0,0.5182533985806079,0.06664597183366355,2.2434720153289356,bfbe099dceb,Doritjoes,7.0,3949.830078125,-2468.18994140625,143.3699951171875,-4113.2000732421875,18480.50048828125,3346.300048828125,490.6999969482422,-5362.8997802734375,1116.9999694824219,255.0,255.0,,-0.17876465408233422,1.411956944059319,-1.2090832474127953,True,12.0,False,4,False,3,,76561198121011812,Mogzy,7.0,3461.949951171875,-4577.97021484375,416.3399963378906,3913.699951171875,3913.2998657226562,700.5999755859375,-1571.0000610351562,1570.5999755859375,0.0,255.0,255.0,,0.2165558530953508,2.3659296850739757,-1.5686672322784627,True,22,184.0,False,14,6,,enpitsu,76561198039309853,24,2382.669921875,-2862.280029296875,17.040000915527344,12335.30029296875,16122.19970703125,3.3000001311302185,-1.0999999940395355,-1.5999999642372131,-1255.2999877929688,255.0,128.0,,-0.016773542065533605,2.237545163299898,-0.0002456189953122711,True,8,188.0,False,8,False,,games5425898691,bf81d8692db,20.0,1469.8199462890625,4572.85009765625,17.010000228881836,-11122.900390625,-11920.50048828125,2.3999999463558197,0.29999999329447746,-0.0,2015.2999877929688,255.0,255.0,,-0.009578006599155083,-0.8895387637046476,2.909973957336979e-05,True,32,26,False,255.0,False,
42,2835,97,False,False,0,4424.788523681458,-2976.64990234375,1234.9200439453125,166.0500030517578,2637.39990234375,7231.500244140625,820.8000183105469,1398.9999389648438,2676.7999267578125,2930.4000854492188,0.0,-0.8639716706106105,0.4722997164557368,1.86851816084812,76561198039309853,enpitsu,24.0,-2947.760009765625,1073.6600341796875,131.16000366210938,7339.4000244140625,3030.2999877929688,1999.2999267578125,-3836.0000610351562,3601.9000244140625,1600.2000427246094,255.0,255.0,False,0.8209552575548016,-0.12695900547356712,-0.6518762242593903,True,165.0,False,10,False,9,,bf81d8692db,games5425898691,20.0,-286.1099853515625,-1868.1600341796875,17.010000228881836,11740.999755859375,7777.19970703125,2.0999999344348907,-0.5999999865889549,-0.19999999552965164,-174.0999984741211,255.0,128.0,,0.009583330390644957,0.5648743936679698,0.00013524677375664575,True,32,255.0,False,26,False,,Mogzy,76561198121011812,7,-3078.469970703125,2011.719970703125,94.20999908447266,2261.300048828125,-21271.0009765625,3752.7999877929688,-130.10000228881836,-10.199999809265137,-204.20000076293945,255.0,131.0,,-0.015298092128817728,-1.5315981559493117,0.0006769649331590525,True,14,103.0,False,24,6,,Doritjoes,bfbe099dceb,7.0,-2284.27001953125,-246.9600067138672,17.010000228881836,14056.99951171875,7316.500244140625,2.3999999463558197,-0.29999999329447746,0.0,2032.7000427246094,255.0,255.0,,0.0095691778712987,0.5490729728028295,3.2906362592814667e-05,True,4,4,False,255.0,False,
43,2841,97,False,True,1,6771.328030524636,2907.530029296875,-1325.6500244140625,165.38999938964844,-10412.80029296875,29325.50048828125,-973.0999755859375,-2573.3999633789062,-3260.5999755859375,-4329.599914550781,1.0,0.5202870797520304,-0.513593626507849,2.6180345135980008,76561198121011812,Mogzy,7.0,2932.550048828125,-1499.3299560546875,165.64999389648438,-9839.89990234375,16475.2001953125,2165.2999877929688,2250.0,-4974.599914550781,663.3000183105469,255.0,255.0,,-0.027598479053751877,1.4603655689526815,-0.7020977357012324,True,103.0,False,24,6,15,,bfbe099dceb,Doritjoes,7.0,1993.1199951171875,-5.119999885559082,17.010000228881836,-9914.600219726562,-11707.39990234375,2.0999999344348907,-0.3999999910593033,-0.5999999865889549,249.50000762939453,255.0,128.0,,-0.009593620641382625,-0.8969791935813956,-0.00016714918480387685,True,4,255.0,False,4,False,,enpitsu,76561198039309853,24,2765.39990234375,-1121.219970703125,134.8800048828125,-7306.400146484375,-1778.800048828125,-163.99999618530273,4147.5,-3129.2999267578125,1803.9999389648438,255.0,255.0,False,-0.5229722332787774,1.4295036368417648,-3.1282473659835373,True,9,165.0,False,10,False,,games5425898691,bf81d8692db,20.0,91.76000213623047,1736.8699951171875,17.010000228881836,-11148.199462890625,-8548.900146484375,2.3000000417232513,0.7000000029802322,0.5000000074505806,1747.8999328613281,255.0,255.0,,-0.009584698495861329,-0.6742589211488765,0.0002668493816833521,True,32,26,False,255.0,False,
44,2843,97,False,False,0,4414.37155886604,-2866.27001953125,1189.719970703125,164.25999450683594,-10211.799926757812,-13646.99951171875,2087.7999877929688,3014.2999267578125,368.10001373291016,5174.69970703125,0.0,-0.4489620505280236,0.35405745126337324,2.8739865055942575,76561198039309853,enpitsu,25.0,-2727.06005859375,1128.260009765625,133.27999877929688,8490.10009765625,-45.19999980926514,-739.1000366210938,-4781.9000244140625,740.6999969482422,2614.2999267578125,255.0,128.0,False,0.2573454322238687,-1.3935439904166436,2.9121213050171644,True,165.0,False,10,False,9,,bf81d8692db,games5425898691,20.0,-4.269999980926514,-1659.530029296875,17.010000228881836,9875.999755859375,9925.30029296875,2.3000000417232513,-0.7999999821186066,-0.9000000357627869,2059.7999572753906,255.0,255.0,,0.009591808588221343,0.836865902407387,0.0001383942294916474,True,32,255.0,False,26,False,,Mogzy,76561198121011812,7,-2866.949951171875,1389.3299560546875,175.89999389648438,9844.500122070312,-16519.200439453125,407.5,-162.60000228881836,5481.400146484375,-421.3999938964844,255.0,255.0,,0.022079649563043376,-1.4759483851677673,-1.1931579071053777,True,15,103.0,False,24,6,,Doritjoes,bfbe099dceb,7.0,-1928.3900146484375,84.25,17.010000228881836,9591.799926757812,11962.2998046875,2.0999999344348907,0.5000000074505806,0.7000000029802322,85.50000190734863,255.0,128.0,,0.009594308812559037,0.9065215955553617,-0.00012137392076493498,True,4,4,False,255.0,False,
45,2928,100,False,False,1,4447.422222229905,3965.639892578125,1921.7900390625,170.47000122070312,1495.5999755859375,13508.800048828125,11933.800048828125,-4000.4000854492188,3142.2000122070312,-3181.6000366210938,1.0,-0.4120994648892037,-0.46987118061225097,-2.2965417830848986,76561198121011812,Mogzy,7.0,3839.300048828125,1783.3399658203125,108.7300033569336,19890.999755859375,6747.5,1443.0999755859375,-2867.60009765625,4384.700012207031,1673.5000610351562,255.0,128.0,,-0.7876997880151031,2.7728637201275776,-0.09278156239424766,True,0.0,False,26,6,17,,bfbe099dceb,Doritjoes,7.0,599.6900024414062,-3047.469970703125,17.010000228881836,-197.00000762939453,9779.7998046875,2.5,-0.0,-0.0,2426.199951171875,255.0,245.0,False,-0.009534529114960087,1.501213473053903,1.1224195615665704e-05,True,4,255.0,False,4,False,,enpitsu,76561198039309853,24,1151.9100341796875,1403.3599853515625,17.059999465942383,5427.0001220703125,13720.10009765625,1.1999999731779099,-0.3999999910593033,-0.7999999821186066,-41.79999828338623,255.0,128.0,False,-0.01677145574477471,1.952601123603131,9.249100687454109e-05,True,10,171.0,False,10,False,,games5425898691,bf81d8692db,20.0,383.8399963378906,3093.25,17.010000228881836,-7474.5001220703125,13379.200439453125,2.199999988079071,0.3999999910593033,-0.5000000074505806,-1643.6000061035156,255.0,0.0,,-0.009604917950938086,1.0893702451661722,-0.0001482970542373297,True,32,26,False,207.0,False,
46,3030,104,False,False,0,10265.447603938423,-2437.22998046875,-5009.08984375,119.0,-20314.89990234375,7629.0997314453125,542.400016784668,-1694.7000122070312,-4753.800048828125,3244.8001098632812,0.0,0.09842915558402669,-1.7818671675676547,0.1168458627058017,bf81d8692db,games5425898691,20.0,-2270.139892578125,-4968.31005859375,172.25,-18544.3994140625,-2128.699951171875,191.20000839233398,1756.300048828125,-4837.200012207031,1940.7000732421875,255.0,148.0,,0.9390685260101703,-2.997475061620318,-0.1745002006400611,True,166.0,False,34,False,27,,76561198039309853,enpitsu,24.0,524.0800170898438,-4905.740234375,17.059999465942383,-2891.9000244140625,-485.99998474121094,1.899999976158142,0.9000000357627869,1.2999999523162842,-1209.1999816894531,255.0,128.0,,0.016681017225985917,-2.8468188611971783,-0.0002013919644351017,True,10,171.0,False,10,False,,Mogzy,76561198121011812,7,-2443.969970703125,-4534.52001953125,146.4600067138672,-3151.7001342773438,-16224.200439453125,3382.7999877929688,2289.9000549316406,-3993.5000610351562,-1507.2999572753906,255.0,0.0,,-0.0984224628673403,-1.6007597723347533,0.08160540421132914,True,19,,False,28,6,,Doritjoes,bfbe099dceb,7.0,-592.0599975585938,-1219.75,17.010000228881836,-14051.8994140625,-8.299999833106995,2.199999988079071,-1.7000000178813934,-0.3999999910593033,-1364.4999694824219,255.0,98.0,,0.009542740726530096,3.1112338897946548,-0.00011788772901911335,True,4,4,False,255.0,False,
47,3096,106,False,False,1,3985.3256047169484,3914.5400390625,2537.840087890625,113.18000030517578,-18948.399658203125,23478.798828125,-4944.4000244140625,-1931.3999938964844,-1091.9000244140625,5574.6002197265625,1.0,0.530946291814354,-0.40110727855913475,-0.0782510479474418,bfbe099dceb,Doritjoes,7.0,4000.669921875,2313.080078125,99.63999938964844,-572.0999908447266,22472.2998046875,4539.100036621094,60.59999942779541,-5396.199951171875,1061.6000366210938,255.0,255.0,,0.19814646838785052,1.739617713613593,-0.2805370832302932,True,159.0,False,6,False,5,,76561198121011812,Mogzy,7.0,3150.889892578125,3892.909912109375,102.61000061035156,6291.199951171875,-9357.39990234375,-149.89999771118164,5048.999938964844,2159.499969482422,-305.79999923706055,255.0,128.0,,0.46226749629976277,1.708761565422562,-2.825699206899831,True,30,255.0,False,21,6,,enpitsu,76561198039309853,24,-5.179999828338623,4372.3701171875,17.059999465942383,1494.1999816894531,-7110.7000732421875,1.899999976158142,-0.0,1.0999999940395355,2213.9999389648438,255.0,255.0,False,-0.016685362814907394,-1.813054280528659,0.0001940626991870565,True,10,202.0,False,10,False,,games5425898691,bf81d8692db,20.0,3975.050048828125,2691.6201171875,137.66000366210938,-3557.60009765625,-22713.30078125,-667.6000213623047,3255.4000854492188,-289.59999084472656,4423.500061035156,255.0,128.0,,-0.35165123242421226,-1.974849778481627,1.0190887687675225,True,36,29,False,86.0,False,
48,3097,106,False,False,0,8228.525374151239,-3822.679931640625,-2550.4599609375,123.19000244140625,33118.89892578125,-7520.4998779296875,1941.6999816894531,3196.199951171875,-356.5999984741211,5065.199890136719,0.0,-0.5151146567463233,0.24808657531751,0.31436982864406493,bf81d8692db,games5425898691,20.0,-3975.050048828125,-2691.6201171875,137.66000366210938,3557.60009765625,22713.30078125,-667.6000213623047,-3255.4000854492188,289.59999084472656,4423.500061035156,255.0,128.0,,0.35165123242421226,1.974849778481627,1.0190887687675225,True,86.0,False,36,False,29,,76561198039309853,enpitsu,24.0,-12.550000190734863,-4312.91015625,17.059999465942383,-2720.4000854492188,7090.2001953125,2.0999999344348907,0.19999999552965164,-0.5999999865889549,2541.9000244140625,255.0,255.0,False,0.016689447503354552,2.013795306298182,0.00013739916084617654,True,10,202.0,False,10,False,,Mogzy,76561198121011812,7,-3150.889892578125,-3892.909912109375,102.61000061035156,-6291.199951171875,9357.39990234375,-149.89999771118164,-5048.999938964844,-2159.499969482422,-305.79999923706055,255.0,128.0,,-0.46226749629976277,-1.708761565422562,-2.825699206899831,True,21,255.0,False,30,6,,Doritjoes,bfbe099dceb,7.0,-4000.669921875,-2313.080078125,99.63999938964844,572.0999908447266,-22472.2998046875,4539.100036621094,-60.59999942779541,5396.199951171875,1061.6000366210938,255.0,255.0,,-0.19814646838785052,-1.739617713613593,-0.2805370832302932,True,6,5,False,159.0,False,
49,3125,107,False,False,0,8408.768038764134,-538.3800048828125,-3261.159912109375,125.69000244140625,26274.19921875,20143.800048828125,7042.8997802734375,2630.0,3408.0999755859375,-4179.4000244140625,0.0,0.413310634956983,0.29048685775562416,-0.08784560663516243,76561198039309853,enpitsu,25.0,-588.260009765625,-3539.719970703125,70.91999816894531,-3860.8999633789062,18693.399658203125,3075.0,-3063.599853515625,-339.90001678466797,-643.8999938964844,255.0,0.0,False,0.10991161278926168,1.664769684446601,0.0006296664660644216,True,162.0,False,12,False,11,,bf81d8692db,games5425898691,20.0,-3831.570068359375,-3199.35009765625,52.939998626708984,1489.9000549316406,-6505.30029296875,-2909.1000366210938,-1479.4999694824219,195.40000915527344,940.5000305175781,255.0,128.0,,-0.25292233945957393,1.275457002987189,1.1564365161080887,True,36,86.0,False,30,False,,Mogzy,76561198121011812,7,-3470.050048828125,-2850.2900390625,17.0,7371.099853515625,10691.800537109375,1.0000000149011612,3.400000035762787,3.799999952316284,-1527.5999450683594,255.0,128.0,,0.009588037061617517,0.8942871111425224,8.062825178172748e-05,True,22,236.14148807782,True,30,6,,Doritjoes,bfbe099dceb,7.0,-3750.110107421875,-2928.090087890625,89.31999969482422,2729.2001342773438,-4058.9999389648438,-2848.3999633789062,-671.6000366210938,175.0,-173.4000015258789,255.0,142.0,,-0.655447971524727,0.12650599971811147,0.4412071121064679,True,6,6,False,159.0,False,
