,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,178,0,False,True,0,5194.966468984497,2.25,23.280000686645508,90.75,1469.2999267578125,30953.30078125,-847.3999786376953,-4141.199951171875,-4.900000095367432,-72.60000228881836,0.0,-4.808761084383322e-05,-0.0005980819215934374,-0.0345015895960575,bf81d8692db,games5425898691,19.0,3.5999999046325684,-107.02999877929688,90.87999725341797,673.4999847412109,19503.699951171875,552.5,-128.80000114440918,1160.4000091552734,5374.6002197265625,128.0,128.0,,1.361999376340995,-1.6434155425339716,3.1046623791975887,True,3,False,4,31.0,False,,76561198039309853,enpitsu,25.0,0.0,-2681.219970703125,17.049999237060547,0.0,13759.89990234375,3.1999999284744263,-0.7999999821186066,0.0,0.0,255.0,,False,0.016670479253469563,1.5708183972553145,1.248316077359861e-07,True,False,False,116.0,False,False,,Castro,76561198869337620,20,0.0,3498.090087890625,144.85000610351562,0.0,-11079.300537109375,-5490.5999755859375,-1182.699966430664,0.0,0.0,128.0,,,0.01992067891997148,-1.5707887666350935,-1.5184149555142661e-05,True,False,4,4,31.219346251539,True,,Kapatranovic,76561198216153433,12.0,-2.619999885559082,459.6199951171875,129.33999633789062,-128.100004196167,-15185.6005859375,5261.7999267578125,0.3999999910593033,7.599999904632568,-861.9000244140625,128.0,128.0,,0.009509510866208142,-1.8446310276679503,-0.0026965039520059665,True,4,False,3,31.0,False,
1,180,0,False,False,1,5451.356899328078,-15.220000267028809,-234.66000366210938,94.20999908447266,-3309.7000122070312,2121.0000610351562,4407.300109863281,-2324.4000244140625,-3627.0999145507812,145.2999973297119,1.0,-0.02127276006430077,-0.000665645438279996,-0.12885826277024387,76561198216153433,Kapatranovic,12.0,3.759999990463257,-339.6499938964844,173.3000030517578,212.60000228881836,11448.1005859375,5870.4998779296875,4780.899963378906,2273.300018310547,1491.4999389648438,128.0,128.0,,0.06962342482099397,1.8671480669897382,0.07121270931169664,True,False,4,4,31.0,False,,76561198869337620,Castro,20.0,-0.0,-3401.719970703125,96.6500015258789,-0.0,11960.2001953125,-6013.499755859375,927.6000213623047,-0.0,0.0,128.0,,,0.06651793243970905,1.5708036757022865,-1.5023900256909311e-05,True,False,4,24.90993535390464,True,4,,enpitsu,76561198039309853,25,-0.0,2565.8701171875,17.049999237060547,-0.0,-13907.7001953125,3.1999999284744263,0.7999999821186066,-0.0,0.0,255.0,,False,-0.016670479253469563,-1.5708183972553145,1.248316077359861e-07,True,False,False,False,116.0,False,,games5425898691,bf81d8692db,19.0,-9.1899995803833,-55.040000915527344,93.08000183105469,-673.4999847412109,-19503.699951171875,10.499999523162842,5412.39990234375,635.2000045776367,742.6000213623047,128.0,128.0,,-0.8739795798786547,1.4960653043701382,3.0218975069363014,True,4,3,False,31.0,False,
2,181,0,False,True,0,4955.20771067371,25.5,271.2300109863281,103.30000305175781,3785.2999877929688,25726.0009765625,127.10000038146973,4562.0001220703125,3896.300048828125,-76.99999809265137,0.0,0.1471377415479076,0.012749591512482613,-0.011313083724972996,bf81d8692db,games5425898691,19.0,9.1899995803833,55.040000915527344,93.08000183105469,673.4999847412109,19503.699951171875,10.499999523162842,-5412.39990234375,-635.2000045776367,742.6000213623047,128.0,128.0,,0.8739795798786547,-1.4960653043701382,3.0218975069363014,True,3,False,4,31.0,False,,76561198039309853,enpitsu,25.0,0.0,-2565.8701171875,17.049999237060547,0.0,13907.7001953125,3.1999999284744263,-0.7999999821186066,0.0,0.0,255.0,,False,0.016670479253469563,1.5708183972553145,1.248316077359861e-07,True,False,False,116.0,False,False,,Castro,76561198869337620,20,0.0,3401.719970703125,96.6500015258789,0.0,-11960.2001953125,-6013.499755859375,-927.6000213623047,0.0,0.0,128.0,,,-0.06651793243970905,-1.5708036757022865,-1.5023900256909311e-05,True,False,4,4,21.79174175570088,True,,Kapatranovic,76561198216153433,12.0,-3.759999990463257,339.6499938964844,173.3000030517578,-212.60000228881836,-11448.1005859375,5870.4998779296875,-4780.899963378906,-2273.300018310547,1491.4999389648438,128.0,128.0,,-0.06962342482099397,-1.8671480669897382,0.07121270931169664,True,4,False,4,31.0,False,
3,202,0,False,False,1,7417.528991438972,-333.9800109863281,-2174.840087890625,103.44999694824219,-25229.19921875,1170.1000213623047,10957.60009765625,4837.099914550781,-691.6000366210938,3481.7999267578125,1.0,-0.10394609010700151,-2.01376538459571,-2.2836924555769236,76561198869337620,Castro,20.0,-157.97999572753906,-2338.2099609375,17.010000228881836,-7747.60009765625,12672.099609375,2.800000011920929,-1.2999999523162842,2.0999999344348907,1565.2000427246094,255.0,255.0,,-0.009587843575693106,0.9928721127750536,6.450464457446034e-05,True,False,4,4,0.0,False,,76561198216153433,Kapatranovic,12.0,119.79000091552734,457.07000732421875,448.6400146484375,1598.5000610351562,10614.89990234375,1317.2000122070312,-552.2999954223633,-563.8999938964844,461.50001525878906,255.0,128.0,,0.9068099212565455,1.4247407276001423,0.3756257590197894,True,False,4,31.0,False,4,,enpitsu,76561198039309853,25,-109.54000091552734,1457.510009765625,17.049999237060547,-4697.0001220703125,-16238.800048828125,-1.4000000059604645,0.09999999776482582,0.7999999821186066,-35.09999990463257,255.0,0.0,False,-0.01678777931861584,-1.2852170018754097,5.2991479983296145e-05,True,False,False,False,72.14214193436413,True,,games5425898691,bf81d8692db,19.0,-102.3499984741211,-1301.52001953125,24.850000381469727,-1115.8999633789062,-16812.80029296875,-1750.7000732421875,5092.5,-859.1000366210938,-79.20000076293945,255.0,0.0,,0.24635306399738863,-1.5225695096385374,0.0025882409239019384,True,4,4,False,21.60577186205054,True,
4,283,3,False,False,1,7459.880278585922,-1960.56005859375,-1751.2900390625,449.260009765625,1783.5000610351562,11165.699462890625,6906.6998291015625,-83.4000015258789,2575.4000854492188,-2767.2000122070312,1.0,1.406991860178007,1.981254663559917,-0.03578059957306331,76561198869337620,Castro,20.0,-1925.739990234375,-1809.1700439453125,283.6400146484375,352.09999084472656,4536.000061035156,1476.9000244140625,2835.1998901367188,4260.4998779296875,2014.6000671386719,0.0,255.0,,0.9979387066781081,0.6500655532342591,-0.39646605830341686,True,False,6,6,31.0,False,,76561198216153433,Kapatranovic,13.0,-95.6500015258789,894.510009765625,98.27999877929688,614.7000122070312,-17451.500244140625,-112.5,5495.5999755859375,219.40000534057617,1.7000000178813934,255.0,,,-1.5564911630649165,1.5550684195517785,3.1173540167852574,True,3,4,31.0,False,6,,enpitsu,76561198039309853,25,-1823.0799560546875,-1250.9300537109375,135.57000732421875,13520.999755859375,-9787.2998046875,3336.199951171875,75.59999942779541,286.00000381469727,-1969.7999572753906,255.0,0.0,,-0.10801922884058716,-2.0779408024173653,-0.031710359936311834,True,1,False,2,35.751896965888236,True,,games5425898691,bf81d8692db,19.0,-3924.1298828125,-3345.5400390625,33.130001068115234,-5104.599914550781,18800.2001953125,1717.2999572753906,-625.0,3444.5999145507812,-2001.9000244140625,255.0,0.0,,0.08293053739546641,1.3507922155408538,0.3531696447061643,True,4,4,False,226.80727765124337,True,
5,395,7,False,True,1,3682.795355247668,-1223.06005859375,2127.929931640625,230.30999755859375,9589.7998046875,18026.600341796875,5362.2998046875,1772.7000427246094,-316.9000053405762,-2452.899932861328,1.0,0.5573969929168123,1.8160416220408904,1.9048035352514114,76561198869337620,Castro,20.0,-1313.47998046875,2027.9100341796875,89.23999786376953,3424.2001342773438,17654.69970703125,1431.9999694824219,-760.5999755859375,3749.5999145507812,-3951.099853515625,255.0,128.0,,-0.6833719834109675,1.7616893972048118,0.05752224961280471,True,3,6,8,0.0,False,,76561198216153433,Kapatranovic,13.0,-660.0999755859375,1931.0699462890625,17.020000457763672,5768.800048828125,16227.19970703125,1.4000000059604645,-0.0,-0.29999999329447746,-10.199999809265137,255.0,128.0,False,-0.009594416090818788,1.9138252781627776,4.930178436114182e-05,True,4,4,20.0,False,6,,enpitsu,76561198039309853,25,3530.56005859375,-3423.5,17.059999465942383,2155.500030517578,19933.299560546875,1.8000000715255737,-0.0,1.2999999523162842,201.5999984741211,255.0,128.0,False,-0.016770808211611858,1.657575216701028,-0.00016302344516017428,True,2,False,2,242.40167739570782,True,,games5425898691,bf81d8692db,20.0,-2124.10009765625,4855.9501953125,16.989999771118164,5943.3001708984375,8046.500244140625,5.5000001192092896,0.7999999821186066,1.1999999731779099,-2253.6000061035156,255.0,0.0,,-0.00954073790605473,2.2362353333683287,-0.00016497679791626675,True,4,4,False,186.0,False,
6,438,9,False,False,0,10015.26192915922,-242.52000427246094,-4853.919921875,269.6300048828125,-8793.599853515625,6315.8001708984375,779.8999786376953,725.1000213623047,1785.2000427246094,-5682.1002197265625,0.0,0.2509093215936868,-0.7615284390436663,2.3426984927898538,bf81d8692db,games5425898691,20.0,-168.6999969482422,-4997.0,187.19000244140625,-22388.60107421875,4625.0,2521.300048828125,-2897.9998779296875,-1417.2999572753906,4454.4000244140625,255.0,0.0,,-0.9470454998628565,3.1332063483079757,0.41273497059794234,True,5,False,6,96.86652046121577,True,,76561198039309853,enpitsu,25.0,-3652.949951171875,53.33000183105469,17.059999465942383,2275.2000427246094,-22367.900390625,1.899999976158142,0.0,-0.7999999821186066,158.50000381469727,255.0,128.0,False,0.01678948008520008,-1.4536941404404375,-0.000108724083020735,True,2,False,255.0,False,2,,Castro,76561198869337620,20,333.8299865722656,-4521.35009765625,17.020000457763672,-15398.00048828125,-4686.199951171875,1.7000000178813934,0.0,0.0,-2023.2000732421875,255.0,0.0,,0.009583396940542497,-2.9154378572187025,-3.0198921434993688e-06,True,4,6,8,31.0,False,,Kapatranovic,76561198216153433,13.0,-447.45001220703125,-4548.72998046875,229.55999755859375,-8607.80029296875,-16888.299560546875,-389.39998626708984,-244.59999084472656,1021.5000152587891,1055.2999877929688,128.0,128.0,False,-0.7482360766185121,-0.966363127653678,-0.5837094830630173,True,8,4,4,0.0,False,
7,480,11,False,False,1,1226.0478466126879,1393.9599609375,4019.6298828125,146.24000549316406,-115.20000457763672,-2770.5999755859375,3890.7998657226562,5729.1998291015625,1325.5000305175781,-1190.8000183105469,1.0,0.42354734289694207,-1.9898055829090975,-2.5124650184161172,76561198869337620,Castro,20.0,1490.6700439453125,4020.72998046875,21.989999771118164,4701.000061035156,2135.2000427246094,2999.2999267578125,-2.800000011920929,2.7000001072883606,1473.2000732421875,0.0,255.0,,-0.009927171481194317,2.684181241800216,-7.649984093436545e-05,True,4,6,9,31.0,False,,76561198216153433,Kapatranovic,13.0,74.23999786376953,5864.83984375,61.209999084472656,-9371.099853515625,-6765.2001953125,-3634.89990234375,-3436.300048828125,-1379.2999267578125,1737.4000549316406,255.0,255.0,False,-0.32141698040991723,-0.7074549194003327,-0.3973029931966654,True,4,4,0.0,False,8,,enpitsu,76561198039309853,25,2582.800048828125,3119.1201171875,17.059999465942383,-17776.500244140625,14172.2998046875,2.3000000417232513,0.7000000029802322,-0.7000000029802322,1840.0999450683594,128.0,0.0,False,-0.0167595247962606,0.6154330127319084,0.00013626485533493144,True,2,False,2,217.0,False,,games5425898691,bf81d8692db,20.0,3452.550048828125,4533.02978515625,129.30999755859375,8170.8001708984375,-5474.2999267578125,3228.699951171875,2002.2999572753906,-68.00000190734863,-797.6999664306641,0.0,0.0,,0.3696779697268251,-2.629147760320582,0.943360121351211,True,6,6,False,77.0,False,
8,546,13,False,False,1,1937.6996052957475,1422.1800537109375,3275.110107421875,117.52999877929688,10478.599853515625,-13196.8994140625,3413.2000732421875,-1626.199951171875,-2318.5000610351562,1657.7999877929688,1.0,0.7285635482839,-2.3036803287623284,-2.9767096130302693,76561198869337620,Castro,20.0,1290.0799560546875,3384.219970703125,41.0099983215332,1477.8999328613281,-14521.099853515625,586.5000152587891,-41.10000133514404,2163.300018310547,5056.499938964844,255.0,255.0,,-0.06158959948692098,-1.9642848649263334,-0.22950523427701658,True,6,6,10,0.0,False,,76561198216153433,Kapatranovic,13.0,249.32000732421875,2111.260009765625,16.760000228881836,-924.5999908447266,-18585.400390625,56.10000133514404,-2.0000000298023224,-1.0999999940395355,-977.6000213623047,255.0,128.0,False,-0.009676455306903652,-1.4649283706376552,0.00022076172049507727,True,6,4,61.0,False,10,,enpitsu,76561198039309853,25,1190.1600341796875,3429.85009765625,90.69999694824219,6735.30029296875,-18029.300537109375,5006.499938964844,2715.7998657226562,1403.3999633789062,-3302.60009765625,255.0,255.0,False,-0.09368879077560535,-1.9169021608948704,-0.0011575023925720503,True,3,False,4,138.0,False,,games5425898691,bf81d8692db,20.0,2343.409912109375,3643.909912109375,17.020000457763672,-12882.5,-9619.000244140625,-1.2999999523162842,-0.19999999552965164,-0.3999999910593033,7.900000214576721,255.0,128.0,,-0.009587659771769676,-0.6425367745931514,-2.168312525608367e-05,True,6,6,False,192.14962595252578,True,
9,616,15,False,False,1,5539.1960708961415,3711.0400390625,369.44000244140625,102.23999786376953,-2611.4999389648438,5050.4998779296875,5490.0,3974.8001098632812,631.3999938964844,4449.89990234375,1.0,-0.19435591823904177,-0.9400764811611232,0.9053145816201915,76561198216153433,Kapatranovic,13.0,3784.8798828125,261.0299987792969,17.010000228881836,6886.500244140625,7046.5997314453125,3.0000001192092896,-0.19999999552965164,-0.0,1807.7999877929688,0.0,255.0,,-0.009916298742139396,2.2900007225495482,1.3185138183561363e-05,True,6,4,10,14.0,False,,76561198869337620,Castro,20.0,-397.67999267578125,334.8399963378906,17.010000228881836,5090.4998779296875,-2234.4000244140625,2.8999999165534973,3.4999999403953552,-0.3999999910593033,-2135.399932861328,255.0,0.0,,-0.009473532495426595,-2.7824424380705928,-0.0002777131074358884,False,6,6,,False,10,,enpitsu,76561198039309853,25,4016.760009765625,280.0299987792969,94.87000274658203,4592.300109863281,15020.400390625,5435.0,-1346.9000244140625,-3196.6000366210938,435.60001373291016,255.0,255.0,True,0.3218392918676045,1.8798412423789228,-0.7869277445301786,True,4,False,4,255.0,False,,games5425898691,bf81d8692db,20.0,2075.739990234375,1836.77001953125,17.010000228881836,9232.899780273438,9560.700073242188,2.5999999046325684,0.5000000074505806,0.7999999821186066,54.29999828338623,255.0,128.0,,-0.009557432236609884,2.3308322390007237,-9.592193673740849e-05,True,6,6,False,126.0,False,
