,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_boost_collect,opp_2_handbrake
0,169,0,False,False,0,5181.073115728908,22.43000030517578,40.97999954223633,110.16000366210938,13257.099609375,-8025.30029296875,-295.40000915527344,-179.59999084472656,-3159.1000366210938,-5097.799987792969,0.0,-0.32847869931862766,-0.48702230872871005,-0.2298271167247051,76561198055840041,MCan,8.0,3.619999885559082,-90.80999755859375,122.37000274658203,-9401.599731445312,2377.7000427246094,986.8000030517578,3018.800048828125,-662.3999786376953,-4549.4000244140625,255.0,204.0,True,-0.6598493428520148,-3.033850616256678,1.6203343680275935,True,0.0,False,False,3,4,,76561198017985329,Bcan,11.0,-2917.64990234375,-4081.389892578125,17.010000228881836,-17403.1005859375,-3914.1000366210938,3.100000023841858,-0.5000000074505806,0.0,-2682.5,251.0,1.0,False,0.00958677419682065,-3.1394624887370988,-0.00016781965369461747,True,False,False,False,255.0,False,40.0,enpitsu,76561198039309853,26,-135.80999755859375,212.00999450683594,97.9000015258789,13131.199951171875,-18769.000244140625,1971.199951171875,4543.800048828125,3098.900146484375,-5.699999928474426,255.0,128.0,,0.792176293591861,-0.973313873005087,-0.0010498280734438585,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,17.0,-164.30999755859375,4386.740234375,17.010000228881836,1726.6999816894531,-5875.4998779296875,2.7000001072883606,0.7000000029802322,-2.0999999344348907,-1556.3999938964844,255.0,67.0,0.009509781953208386,-1.2615240934137935,-0.00017774615398097823,True,False,4,116.0,False,4,,
1,269,3,False,False,1,7000.180014298813,-3985.949951171875,123.12000274658203,544.1300048828125,10646.099853515625,11992.39990234375,9705.399780273438,-575.8000183105469,2545.2999877929688,-4007.39990234375,1.0,-0.38439515409999914,-2.187599124175484,0.6700924801692274,bf81d8692db,games5425898691,18.0,-4081.25,23.299999237060547,436.7699890136719,-245.10000228881836,6964.4000244140625,13337.80029296875,-4648.299865722656,2633.5000610351562,1306.4999389648438,255.0,0.0,,1.0228077697434883,1.5980717407636233,1.6211024663270783,True,236.28226239194152,True,False,4,4,,76561198039309853,enpitsu,26.0,-2507.889892578125,-316.45001220703125,17.059999465942383,-217.5,-8643.699951171875,2.5,-0.0,-0.0,2478.2000732421875,255.0,128.0,,-0.01667050474997103,-1.5755890037484805,9.370535840129866e-06,True,2,2,False,7.0,False,,MCan,76561198055840041,8,3729.7900390625,305.30999755859375,17.010000228881836,2576.300048828125,10407.7001953125,3.400000035762787,-0.0,-0.5000000074505806,3194.8001098632812,255.0,255.0,False,-0.009559701734072843,1.5806371594618793,-1.6520184895720304e-05,True,255.0,False,4,False,4,,Bcan,76561198017985329,11.0,-1082.6199951171875,4141.10986328125,17.010000228881836,-15175.799560546875,-3556.6000366210938,2.800000011920929,-0.09999999776482582,-0.0,-1651.300048828125,245.0,1.0,-0.009611903335869703,-0.20367868405171624,-0.00018365987366771364,True,False,4,134.0,False,4,,False
2,343,6,True,True,1,2808.2824885970676,-1205.760009765625,3277.4599609375,754.6400146484375,8160.30029296875,17729.69970703125,251.00000381469727,848.3000183105469,-790.1000213623047,-2917.2000122070312,1.0,-0.44345646591626287,-1.7792627548142248,0.5298816081340297,bf81d8692db,games5425898691,18.0,-1224.31005859375,3144.280029296875,597.1199951171875,14405.30029296875,12942.099609375,1143.6000061035156,-523.3000183105469,-1680.8000183105469,-5210.5999755859375,255.0,255.0,,1.2209018496540183,1.7762888874862963,-2.2646698568437307,True,66.46771601194976,True,False,5,6,,76561198039309853,enpitsu,26.0,-3227.97998046875,-4412.1298828125,17.100000381469727,1328.5000610351562,-17523.800048828125,52.69999980926514,-185.10000228881836,187.80000686645508,1938.699951171875,255.0,255.0,,-0.015453575724542581,-1.7057147343035626,-0.0016859532698855551,True,4,4,False,255.0,False,,MCan,76561198055840041,8,937.260009765625,3543.739990234375,17.010000228881836,-7764.4000244140625,12483.199462890625,1.8000000715255737,0.19999999552965164,-0.5999999865889549,-272.8000068664551,255.0,128.0,,-0.009588658270038014,1.042950895314519,0.00019647742852563197,True,240.0,False,6,False,6,,Bcan,76561198017985329,12.0,-1073.1099853515625,4359.93017578125,308.2200012207031,4980.5999755859375,-7009.0997314453125,1463.5000610351562,-144.60000038146973,2659.1000366210938,-4812.200012207031,238.0,255.0,1.0753155041896647,-1.293138840715043,-2.867435229454487,True,False,4,113.07878700892131,True,6,,True
3,634,7,False,False,1,5236.376904151149,18.920000076293945,-22.399999618530273,90.83000183105469,10646.199951171875,27542.39990234375,-452.5,1677.5999450683594,147.89999961853027,-4769.2999267578125,1.0,0.015075786420934219,0.09163200034631198,-0.07828126636774,76561198039309853,enpitsu,26.0,-2.3399999141693115,-207.97999572753906,97.79000091552734,191.49999618530273,22921.39892578125,-23.599998950958252,-5499.7998046875,45.79999923706055,0.0,255.0,128.0,,-1.447027543517136,1.5795571341872732,-0.00042918681554857433,True,31.0,False,False,1,2,,bf81d8692db,games5425898691,18.0,-0.0,-5411.080078125,19.260000228881836,-0.0,1912.2000122070312,-73.49999904632568,1.5999999642372131,-0.0,0.0,255.0,,,-0.04900874439786922,1.5707405351760673,1.3668424198058091e-06,True,False,False,False,116.0,False,,MCan,76561198055840041,8,-35.20000076293945,119.2699966430664,113.12000274658203,3309.2001342773438,-19346.400146484375,2586.9000244140625,1772.4000549316406,4432.5,2731.4999389648438,255.0,248.0,,-0.2667470718076165,-1.3991790487011306,-0.4961047120719269,True,0.0,False,4,False,3,,Bcan,76561198017985329,11.0,-3219.3701171875,4027.85009765625,17.010000228881836,-20878.9990234375,-3933.800048828125,2.8999999165534973,0.9000000357627869,-0.0,2411.199951171875,237.0,255.0,-0.0095810273023666,-0.2983372503817263,0.000245153563444587,True,False,False,255.0,False,False,,True
4,635,7,False,False,0,5170.557687002758,-88.3499984741211,32.90999984741211,91.19999694824219,-23573.798828125,6424.89990234375,0.0,-3721.9000244140625,1414.1000366210938,4482.39990234375,0.0,0.005508891570744426,-0.10958293708222246,-0.15922407088747353,76561198055840041,MCan,8.0,33.33000183105469,-116.86000061035156,124.20999908447266,-2769.5001220703125,7165.10009765625,4869.2999267578125,484.0999984741211,-1778.800048828125,5181.7999267578125,255.0,248.0,,0.16236716768496856,1.714906541788736,-0.5047074963140458,True,0.0,False,False,3,4,,76561198017985329,Bcan,11.0,3254.02001953125,-4020.93994140625,17.010000228881836,20765.70068359375,4216.700134277344,2.8999999165534973,-1.0999999940395355,-0.09999999776482582,2525.0999450683594,237.0,255.0,True,0.009589084237609213,0.3399759443961016,0.00022822361339822444,True,False,False,False,255.0,False,,enpitsu,76561198039309853,26,-1.5099999904632568,130.4499969482422,102.19000244140625,-1203.8999938964844,-4924.599914550781,1140.8000183105469,3229.2001342773438,-1157.699966430664,-4298.999938964844,255.0,128.0,,1.3584302660240861,1.3123193891066904,-2.880209178108695,True,31.0,False,2,False,1,,games5425898691,bf81d8692db,18.0,0.0,5407.60009765625,19.1200008392334,0.0,-2148.9999389648438,-83.19999694824219,-1.1999999731779099,0.0,0.0,255.0,,0.04897821591833998,-1.5707397868070225,1.38458804968096e-06,True,False,False,116.0,False,False,,
5,818,14,False,False,1,8048.405589945601,3883.469970703125,-2333.409912109375,169.94000244140625,-846.2999725341797,13941.99951171875,3168.9999389648438,5091.600036621094,-451.8000030517578,3141.7001342773438,1.0,-0.6801854141550531,-0.1999044675937786,2.670689161379783,76561198039309853,enpitsu,26.0,3887.169921875,-2476.489990234375,86.55999755859375,1914.4999694824219,13785.400390625,1638.8999938964844,-5170.2001953125,-1423.3999633789062,-1221.500015258789,255.0,255.0,False,-0.583109831493949,1.7759699182931181,-0.46620405343346094,True,,False,False,7,8,,bf81d8692db,games5425898691,18.0,1694.8900146484375,2782.35009765625,65.5999984741211,-3444.1000366210938,2621.6000366210938,-1183.7000274658203,1570.0999450683594,1936.7999267578125,2576.9000244140625,255.0,128.0,,0.6334730395297157,-0.02449137696600716,0.556921682283407,True,4,4,False,198.0,False,,MCan,76561198055840041,8,3763.080078125,-1779.1099853515625,87.47000122070312,1506.1000061035156,-21589.09912109375,3767.6998901367188,-1519.2999267578125,-156.30000114440918,1170.1000213623047,255.0,179.0,False,0.09159853147524095,-1.7432596292574671,-0.0030023052407601503,True,165.0,False,6,False,4,,Bcan,76561198017985329,11.0,1787.300048828125,2046.25,56.20000076293945,25.0,-8327.2998046875,-1600.0999450683594,-52.10000038146973,-31.400001049041748,319.7999954223633,232.0,255.0,-0.04588327363584484,-1.4009523013914282,0.12301960473342571,True,False,4,233.0,False,4,,
6,940,18,False,False,0,1009.9685745747711,62.380001068115234,4821.33984375,92.86000061035156,-5068.399963378906,2659.5001220703125,-4518.299865722656,2695.5999755859375,-4579.2999267578125,2786.199951171875,0.0,0.32509009428165775,0.8338662180358891,2.234784331363082,76561198055840041,MCan,8.0,215.86000061035156,4881.490234375,15.25,5364.4000244140625,11148.1005859375,-134.89999771118164,-9.100000262260437,-376.3999938964844,2269.4000244140625,15.0,255.0,False,-0.014901620923739674,1.2374556687097695,-0.03145166197840497,False,126.0,False,False,6,6,,76561198017985329,Bcan,11.0,5.639999866485596,5033.14990234375,780.72998046875,803.0999755859375,-4455.299987792969,-1333.3999633789062,649.5999908447266,-93.90000343322754,1275.4000091552734,198.0,71.0,False,-0.7767696368000738,-3.0391950252585143,-1.552172843765907,True,8,4,False,60.0,False,,enpitsu,76561198039309853,26,-457.760009765625,3295.800048828125,17.059999465942383,8734.400024414062,12794.599609375,1.899999976158142,0.29999999329447746,0.5000000074505806,20.899999141693115,255.0,128.0,False,0.01677633407747633,0.9743404444647061,-5.659591343535289e-05,True,31.0,False,10,False,10,,games5425898691,bf81d8692db,18.0,-144.58999633789062,4862.81005859375,16.989999771118164,10714.49951171875,19960.799560546875,5.299999713897705,0.09999999776482582,1.0999999940395355,-1786.300048828125,128.0,0.0,0.009616817419229548,1.021242023732072,-0.000134851518768872,True,False,6,0.0,False,6,,
7,985,20,False,False,1,10147.225077430046,709.4299926757812,-5005.509765625,97.12000274658203,15405.10009765625,6410.3997802734375,2318.300018310547,2751.0000610351562,4506.099853515625,-123.69999885559082,1.0,-0.6614424336116108,-1.8424247275692873,-0.698483435565856,76561198039309853,enpitsu,26.0,501.94000244140625,-5113.31005859375,19.530000686645508,10116.199951171875,3657.9000854492188,2957.9998779296875,0.29999999329447746,-0.29999999329447746,2476.7999267578125,255.0,128.0,False,-0.016694591483313852,2.7298850926490497,-5.768927122407468e-05,True,43.69618057179195,True,False,11,12,,bf81d8692db,games5425898691,18.0,-65.72000122070312,-5935.6201171875,385.6300048828125,10733.199462890625,-1096.500015258789,-1669.1000366210938,708.1999969482422,2080.0,-1185.8999633789062,255.0,255.0,,-0.1787369653011332,-3.015576442069082,-2.280439851583113,True,6,6,False,0.0,False,,MCan,76561198055840041,8,-232.50999450683594,-4855.85009765625,17.0,2614.89990234375,-3767.9998779296875,1.5999999642372131,-0.0,0.3999999910593033,1927.4000549316406,255.0,255.0,False,-0.009497245004787458,-2.1022610612848878,0.00014160839643641827,True,100.88301928325366,True,6,False,6,,Bcan,76561198017985329,11.0,-84.33000183105469,-4269.0498046875,16.760000228881836,4606.499938964844,4023.9999389648438,57.30000019073486,49.000000953674316,18.799999952316284,-1212.5,255.0,14.0,-0.010065721144757142,2.580553562049141,-0.0034272140874322577,True,False,4,38.016774180114915,True,8,,False
8,1006,21,False,False,1,9709.107071218083,1884.3599853515625,-4518.669921875,98.41000366210938,13983.299560546875,5408.499755859375,1163.0999755859375,341.30001068115234,5989.4000244140625,-99.89999771118164,1.0,1.1364502579452556,-1.5032720568219162,0.8733055649590504,76561198039309853,enpitsu,26.0,1587.4200439453125,-4520.02001953125,88.7300033569336,13889.89990234375,7795.2001953125,-370.9000015258789,-3524.5001220703125,3533.800048828125,34.20000076293945,128.0,0.0,False,1.4639638619062239,2.421861775131586,0.06913618713206661,True,44.0,False,False,12,12,,bf81d8692db,games5425898691,18.0,420.2099914550781,-5620.8798828125,26.34000015258789,3170.2999877929688,12529.3994140625,-264.59999084472656,-174.50000762939453,8.399999737739563,12.799999713897705,255.0,128.0,,-0.0375518110428419,1.8160049165346928,-0.006818960802668346,True,6,6,False,0.0,False,,MCan,76561198055840041,8,528.6400146484375,-4944.1201171875,17.0,14748.599853515625,3630.0,1.5000000596046448,0.5999999865889549,0.3999999910593033,20.399999618530273,255.0,128.0,False,-0.009569305719609279,2.897337350052156,-7.01623627893454e-05,True,35.11055476434768,True,6,False,6,,Bcan,76561198017985329,11.0,702.7100219726562,-4281.10009765625,17.0,13249.69970703125,-314.3000030517578,4.099999964237213,2.3999999463558197,0.19999999552965164,1571.3999938964844,222.0,255.0,-0.00954463464899119,-3.12899634500168,0.00016107872476624766,True,False,4,0.0,False,8,,False
9,1025,21,False,False,1,9502.905977996828,2799.070068359375,-4170.39990234375,93.44999694824219,12610.50048828125,4612.9998779296875,455.9000015258789,-1099.000015258789,5898.0999755859375,-63.00000190734863,1.0,-0.4604700803998964,-0.7730301417356876,2.9224611309798183,76561198039309853,enpitsu,26.0,2505.530029296875,-4078.669921875,17.020000457763672,14751.600341796875,1197.699966430664,13.600000143051147,0.5000000074505806,-13.40000033378601,-2084.1000366210938,255.0,255.0,,-0.01748554208164727,3.122984883231489,6.230471198325827e-06,True,34.53981932260657,True,False,12,12,,bf81d8692db,games5425898691,18.0,851.760009765625,-4728.72998046875,17.010000228881836,10212.80029296875,9506.199951171875,2.800000011920929,-1.0999999940395355,-0.9000000357627869,-1729.4000244140625,255.0,0.0,,-0.009573352842062718,2.4177227056954758,-0.00013071986446486656,True,6,6,False,,False,,MCan,76561198055840041,8,1801.4000244140625,-4607.8798828125,107.58999633789062,22098.60107421875,6084.0997314453125,-164.59999084472656,-1786.4999389648438,5200.9002685546875,89.89999771118164,240.0,128.0,,-1.1663448874032212,-0.29258105373662147,3.099421155498439,True,0.0,False,8,False,7,,Bcan,76561198017985329,11.0,1739.93994140625,-4180.77978515625,104.51000213623047,18588.699951171875,1094.1999816894531,-167.09999084472656,1139.4999694824219,5366.6998291015625,-385.99998474121094,255.0,128.0,-0.8298555705811141,0.7378040687212384,2.7821195129023137,True,False,5,31.0,False,10,,
