,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect,shot_taker_handbrake
0,169,0,False,False,1,5152.49858712118,-60.970001220703125,77.1500015258789,116.33000183105469,-25142.5,21092.60009765625,2518.8999938964844,-371.30001068115234,-354.1999816894531,5977.9998779296875,1.0,0.23675735570311546,-0.2133803506786204,0.4038961721820092,76561198929215198,Sarah Lenti,7.0,-18.110000610351562,-85.33999633789062,84.79000091552734,-1173.3000183105469,9654.500122070312,2908.800048828125,2586.4999389648438,-2168.699951171875,4342.300109863281,255.0,212.0,0.3604491234676571,1.5541678135397976,-0.11571175658629743,True,0.3069159215496433,True,6,5,False,,76561198818476659,Jacques Célaire,14.0,357.79998779296875,-3673.030029296875,17.010000228881836,5055.0,4063.900146484375,2.3000000417232513,-0.0,0.19999999552965164,-2380.2999877929688,255.0,0.0,,-0.009491475851413562,2.45748266954262,-3.9317255511382875e-05,True,85.0,False,False,False,False,,enpitsu,76561198039309853,24.0,69.2699966430664,142.5800018310547,98.11000061035156,-6087.80029296875,-5052.200012207031,472.20001220703125,4371.099853515625,-2754.5999145507812,-1885.2999877929688,255.0,128.0,,-1.5395386418852521,-0.4411545401260742,-0.47581703352459626,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,18.0,-1910.6800537109375,2874.219970703125,17.010000228881836,-9421.500244140625,10154.299926757812,2.0000000298023224,0.5999999865889549,-0.5000000074505806,-325.6999969482422,255.0,128.0,,-0.009583840891998206,0.8589180629640697,0.0002094993304022906,False,0.0,False,False,False,False,,
1,246,2,False,False,0,10480.41221745571,3535.719970703125,-4357.31005859375,1114.02001953125,-516.5000152587891,16728.00048828125,-4067.7999877929688,-1667.2000122070312,3683.599853515625,4432.900085449219,0.0,-0.6221783805477856,-1.0794244814335137,-0.3342098647891497,bf81d8692db,games5425898691,19.0,3481.530029296875,-4558.3798828125,1185.9100341796875,7899.0997314453125,7899.000244140625,3449.1000366210938,-1639.4999694824219,1638.8999938964844,-0.09999999776482582,255.0,255.0,-0.2697104152894153,0.7754993711044214,-1.5681529518141217,True,230.0,False,False,False,False,,76561198039309853,enpitsu,24.0,1760.9000244140625,-673.239990234375,95.83000183105469,15476.300048828125,4549.100036621094,-167.99999237060547,-1565.2000427246094,5272.5,0.7000000029802322,255.0,128.0,,1.0197338743725355,-2.853250231504134,3.141296863892466,False,0.0,False,3,False,4,,Jacques Célaire,76561198818476659,14.0,-2991.840087890625,4823.7001953125,33.849998474121094,11913.399658203125,5925.8001708984375,-1569.1999816894531,-1758.0999755859375,-119.70000267028809,-1861.6999816894531,255.0,0.0,False,0.14653204415291413,0.3948417452473067,0.36503730867986783,True,255.0,False,False,False,False,,Sarah Lenti,76561198929215198,7.0,-1004.0399780273438,-1424.02001953125,114.66999816894531,-15840.799560546875,-1685.0,-139.60000038146973,357.59998321533203,-5488.3001708984375,-13.700000047683716,255.0,128.0,,-1.441000880826828,0.045794133155358435,-3.1221513248091086,False,0.0,False,8,False,7,,
2,422,9,False,False,0,5239.182231944808,3716.929931640625,2656.070068359375,96.0199966430664,-9182.19970703125,8331.199951171875,2864.1000366210938,-1713.3999633789062,1734.4999694824219,5482.2998046875,0.0,-0.353222858155711,0.2182344064048023,-0.5531194696243932,76561198039309853,enpitsu,25.0,3890.080078125,2561.969970703125,25.170000076293945,-4487.9998779296875,13286.099853515625,-1190.8000183105469,-497.5,2241.699981689453,1962.2000122070312,255.0,255.0,0.08316135119579995,1.954927960474606,-0.21006586713359857,True,121.27707546500753,True,6,6,False,,bf81d8692db,games5425898691,19.0,3208.139892578125,1972.4000244140625,17.010000228881836,-14777.900390625,16624.100341796875,2.0999999344348907,-2.199999988079071,2.3000000417232513,945.8000183105469,255.0,253.0,,0.00958626218697614,2.3071953485505508,0.00010021369212837661,True,142.0,False,False,False,False,,Jacques Célaire,76561198818476659,14.0,3908.840087890625,-2864.39990234375,28.8799991607666,-2003.2000732421875,-8417.100219726562,-612.5,-462.09999084472656,527.9999923706055,74.0999984741211,255.0,128.0,,-0.059155852721493776,1.329190096807062,-0.26907460829359964,True,132.0,False,6,False,6,,Sarah Lenti,76561198929215198,7.0,-601.6699829101562,4945.7900390625,17.010000228881836,9948.599853515625,3859.2999267578125,2.0999999344348907,-1.4000000059604645,-0.19999999552965164,-132.5,255.0,128.0,,0.009533913110505183,0.35258300811904636,0.00015857103870023674,True,255.0,False,10,False,10,,False
3,440,9,False,False,0,4451.380615546365,3113.110107421875,3205.6201171875,147.17999267578125,-7443.0999755859375,8442.60009765625,2614.4000244140625,-2968.2998657226562,3008.699951171875,4258.699951171875,0.0,-0.24474261329267616,-2.23199278235126,0.2133158105295752,76561198039309853,enpitsu,25.0,3100.280029296875,3172.06005859375,17.040000915527344,-14015.2001953125,4109.89990234375,4.099999964237213,-0.5999999865889549,0.09999999776482582,-1208.0000305175781,128.0,128.0,0.016838519253314914,2.8754287609882856,-0.00046349430678628936,True,109.0,False,6,6,False,,bf81d8692db,games5425898691,19.0,1912.9200439453125,2377.169921875,17.010000228881836,-18860.10009765625,-6713.4002685546875,2.0000000298023224,2.5999999046325684,1.1999999731779099,980.5999755859375,255.0,128.0,,0.009614693418722774,-2.7296303913197435,-0.0001459902298663288,True,142.0,False,False,False,False,24.0,Jacques Célaire,76561198818476659,14.0,3847.820068359375,-2826.25,18.68000030517578,-2987.9000854492188,6264.000244140625,-359.1999816894531,-104.60000038146973,1006.9999694824219,2292.7000427246094,255.0,255.0,,0.029738852905644736,2.0136686092492657,-0.06583070023036096,True,113.20831834372652,True,6,False,6,,Sarah Lenti,76561198929215198,7.0,164.32000732421875,4968.10986328125,17.010000228881836,10631.99951171875,-6290.10009765625,2.0000000298023224,0.0,-0.19999999552965164,-538.3000183105469,255.0,128.0,,0.009573739760201204,-0.5850351461691892,0.00026629696300655884,True,251.89387538099803,True,10,False,10,,False
4,473,11,False,False,0,3366.7618355113154,2318.580078125,4139.22021484375,137.67999267578125,96.40000343322754,13710.799560546875,13776.199951171875,4404.200134277344,2282.5999450683594,-3375.1998901367188,0.0,-0.42656498079252475,-2.197777780423155,0.9469995817150229,76561198039309853,enpitsu,24.0,2374.25,4006.949951171875,53.13999938964844,-300.40000915527344,6313.2000732421875,2144.2999267578125,207.19999313354492,-2825.4000854492188,4714.200134277344,255.0,255.0,0.042561632432735995,1.9112636583727936,-0.026041182955264953,True,78.0,False,8,7,False,,bf81d8692db,games5425898691,19.0,-310.8500061035156,2019.5,17.010000228881836,-16555.899658203125,-5464.0997314453125,2.3000000417232513,0.3999999910593033,0.0,1950.8000183105469,255.0,255.0,,0.00959222549808777,-2.754388332824508,6.095092697769724e-05,True,173.0,False,False,False,False,,Jacques Célaire,76561198818476659,14.0,3020.60009765625,-1133.3499755859375,107.70999908447266,-8080.999755859375,20144.100341796875,-151.8000030517578,-5287.39990234375,-1513.6000061035156,-37.89999961853027,255.0,128.0,,-0.35534168345145034,-1.29452837728563,-3.1342241123466366,True,85.0,False,8,False,7,,Sarah Lenti,76561198929215198,7.0,2242.010009765625,4284.72998046875,130.13999938964844,20310.400390625,-3152.9000854492188,2385.0999450683594,-900.5999755859375,5210.0,1514.4999694824219,255.0,128.0,,0.5280863856558984,-0.12826029572288355,-0.06940863187080588,True,154.43747974980263,True,12,False,11,,False
5,474,11,False,False,1,9822.46110936669,-2336.2900390625,-4135.39990234375,178.4199981689453,-8768.099975585938,8765.10009765625,11431.400146484375,3227.60009765625,-255.30000686645508,-5051.400146484375,1.0,0.514674640061842,2.4690008904733287,1.0043730731844687,76561198929215198,Sarah Lenti,7.0,-2242.010009765625,-4284.72998046875,130.13999938964844,-20310.400390625,3152.9000854492188,2385.0999450683594,900.5999755859375,-5210.0,1514.4999694824219,255.0,128.0,-0.5280863856558984,0.12826029572288355,-0.06940863187080588,True,151.32301080098716,True,12,11,False,,76561198818476659,Jacques Célaire,14.0,-2946.60009765625,948.9500122070312,106.37000274658203,8067.7001953125,-20097.80029296875,-142.89999961853027,5287.39990234375,1513.6000061035156,-37.89999961853027,255.0,128.0,,1.018498762004502,1.3031976518825763,-3.1283958899954327,True,85.0,False,7,False,8,,enpitsu,76561198039309853,24.0,-2374.25,-4006.949951171875,53.13999938964844,300.40000915527344,-6313.2000732421875,2144.2999267578125,-207.19999313354492,2825.4000854492188,4714.200134277344,255.0,255.0,False,-0.042561632432735995,-1.9112636583727936,-0.026041182955264953,True,78.0,False,8,False,7,,games5425898691,bf81d8692db,19.0,310.8500061035156,-2019.5,17.010000228881836,16555.899658203125,5464.0997314453125,2.3000000417232513,-0.3999999910593033,-0.0,1950.8000183105469,255.0,255.0,,-0.00959222549808777,2.754388332824508,6.095092697769724e-05,True,173.0,False,False,False,False,,
6,570,14,False,False,1,8062.971818559783,-3253.699951171875,-1773.1400146484375,223.7100067138672,24878.40087890625,16556.600341796875,1451.199951171875,3138.699951171875,4934.89990234375,1339.7000122070312,1.0,0.7174683812058936,-1.6472310893236468,-0.43600469198546715,76561198929215198,Sarah Lenti,7.0,-3392.8701171875,-1884.510009765625,119.93000030517578,14921.199951171875,12560.999755859375,3946.7001342773438,1657.8999328613281,1831.4999389648438,942.7999877929688,255.0,0.0,0.23066870282367666,1.6803680478766039,0.0007222451754004104,True,231.73913964917583,True,14,13,False,,76561198818476659,Jacques Célaire,14.0,-3041.330078125,-1879.3800048828125,201.07000732421875,-10111.900024414062,12749.49951171875,2687.3001098632812,6.700000166893005,-884.1999816894531,1760.5000305175781,255.0,168.0,,0.22652548999125968,0.4673830350700403,-0.08635476578838619,True,77.86488605314686,True,8,False,10,,enpitsu,76561198039309853,25.0,-2658.2099609375,-2396.860107421875,17.059999465942383,-8873.400268554688,17393.900146484375,1.4000000059604645,-0.0,-0.0,53.400001525878906,255.0,128.0,,-0.016768735219115233,1.0935515279565198,-1.9616674572172623e-05,True,0.0,False,8,False,8,,games5425898691,bf81d8692db,19.0,-2665.0,-6.929999828338623,17.010000228881836,-13746.600341796875,9021.099853515625,2.199999988079071,2.7000001072883606,-1.7000000178813934,-1353.6000061035156,255.0,0.0,,-0.009590882218802067,0.6030797080389901,-6.208669248700687e-05,True,167.0,False,False,False,False,,
7,571,14,False,False,1,7978.4157784451045,-3236.7900390625,-1684.5999755859375,236.99000549316406,5899.4000244140625,36143.5009765625,7084.2999267578125,-1780.2999877929688,-4073.0999755859375,4029.8001098632812,1.0,0.731373683027866,-1.6058347294908926,-0.32748045423103167,76561198818476659,Jacques Célaire,14.0,-3092.7099609375,-1816.5,213.64999389648438,-10751.199951171875,11536.400146484375,2349.2999267578125,1145.6999969482422,2272.7000427246094,-2806.400146484375,255.0,164.0,0.20152148172983578,0.41427563793737615,-0.10325837129060943,True,74.73148397732807,True,10,9,False,,76561198929215198,Sarah Lenti,7.0,-3392.8701171875,-1884.510009765625,119.93000030517578,14921.199951171875,12560.999755859375,3946.7001342773438,1657.8999328613281,1831.4999389648438,942.7999877929688,255.0,0.0,,0.23066870282367666,1.6803680478766039,0.0007222451754004104,True,228.60573757335703,True,13,False,14,,enpitsu,76561198039309853,25.0,-2658.2099609375,-2396.860107421875,17.059999465942383,-8873.400268554688,17393.900146484375,1.4000000059604645,-0.0,-0.0,53.400001525878906,255.0,128.0,,-0.016768735219115233,1.0935515279565198,-1.9616674572172623e-05,True,0.0,False,8,False,8,,games5425898691,bf81d8692db,19.0,-2753.330078125,57.290000915527344,17.010000228881836,-12810.50048828125,10143.900146484375,2.199999988079071,-0.09999999776482582,0.09999999776482582,-1781.9000244140625,255.0,0.0,,-0.00959598971017683,0.7120586960582279,-0.00012081561405822781,True,167.0,False,False,False,False,,
8,572,14,False,False,1,7803.753140035084,-3257.2099609375,-1466.77001953125,265.260009765625,-5636.5997314453125,45323.9013671875,5427.19970703125,-604.7999954223633,-2333.3999633789062,-2419.7999572753906,1.0,0.7522551362259672,-1.3757732047020044,-0.16647347330815446,76561198929215198,Sarah Lenti,7.0,-3292.5,-1784.719970703125,135.27000427246094,11227.7001953125,12407.80029296875,1416.199951171875,-1066.3999938964844,4912.60009765625,2231.300048828125,255.0,48.0,0.15943893826380764,1.4013500890284596,0.40837395981659935,True,225.41883872657692,True,14,13,False,,76561198818476659,Jacques Célaire,14.0,-3092.7099609375,-1816.5,213.64999389648438,-10751.199951171875,11536.400146484375,2349.2999267578125,1145.6999969482422,2272.7000427246094,-2806.400146484375,255.0,164.0,,0.20152148172983578,0.41427563793737615,-0.10325837129060943,True,71.54458513054797,True,9,False,10,,enpitsu,76561198039309853,25.0,-2732.719970703125,-2252.199951171875,17.059999465942383,-8979.600219726562,17338.199462890625,1.4000000059604645,-0.0,-0.0,16.59999966621399,255.0,128.0,,-0.016768746527573333,1.0910637837489618,1.241880480854354e-06,True,0.0,False,8,False,8,,games5425898691,bf81d8692db,19.0,-2774.3798828125,74.52999877929688,17.010000228881836,-12576.400146484375,10401.300048828125,2.199999988079071,-1.7000000178813934,1.5000000596046448,-1618.5000610351562,255.0,77.0,,-0.00959768362751568,0.7401869219470464,-9.5417069567189e-05,True,167.0,False,False,False,False,,
9,665,18,True,True,1,1733.4431465068571,-161.0399932861328,3766.139892578125,131.75999450683594,-6436.300048828125,15167.099609375,5315.30029296875,1733.0999755859375,1422.2000122070312,5565.30029296875,1.0,-1.0394570582117504,1.304494009148697,0.944642422593357,76561198929215198,Sarah Lenti,7.0,-33.72999954223633,3644.64990234375,73.0199966430664,12851.500244140625,17022.900390625,3113.900146484375,802.2000122070312,-1017.0999908447266,3021.7001342773438,128.0,255.0,-0.009719491860102538,2.2409759931982154,-0.19679444730928977,True,46.0,False,16,15,False,,76561198818476659,Jacques Célaire,14.0,-1154.550048828125,647.4199829101562,81.20999908447266,22449.89990234375,2329.2999267578125,-1377.8999328613281,-747.5,2907.6998901367188,549.0999984741211,255.0,255.0,False,0.6203142188342734,3.06301181379965,0.05503610775622632,True,1.0,False,12,False,12,,enpitsu,76561198039309853,25.0,-624.8200073242188,3749.06005859375,17.059999465942383,8637.000122070312,21078.60107421875,1.0000000149011612,-1.5000000596046448,-4.900000095367432,1226.6999816894531,128.0,0.0,,-0.01679174200160627,1.8839343098500727,-0.00014814082448948176,True,114.0,False,8,False,8,,games5425898691,bf81d8692db,19.0,-834.8599853515625,4805.919921875,94.04000091552734,22785.400390625,-1503.800048828125,2750.0,-179.0999984741211,-1693.3000183105469,-436.5999984741211,255.0,128.0,,0.19581608653523644,-2.9847888008162293,0.005629442943039773,True,168.2234063302317,True,4,False,False,,
