,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect,opp_2_handbrake
0,172,0,False,True,0,5119.100486848176,10.15999984741211,101.73999786376953,117.06999969482422,3512.60009765625,30138.20068359375,6927.7001953125,1187.7999877929688,-87.20000267028809,113.80000114440918,0.0,-0.0029609182664492354,0.0037454802064556237,0.03957894217461779,2535455613549804,HudraRl,11.0,-24.299999237060547,-122.29000091552734,41.59000015258789,-70.39999961853027,19786.700439453125,2194.7999572753906,2225.2000427246094,2625.1998901367188,-4110.400085449219,194.0,0.0,True,0.010174121507526454,1.456910855508427,0.05067231234947911,True,4,6,False,17.0,False,,2535417791076367,Akasha4967,10.0,-2449.669921875,-4180.7001953125,17.049999237060547,-22921.39892578125,-1898.6000061035156,-1.0000000149011612,3.100000023841858,0.7999999821186066,-1097.2000122070312,255.0,19.0,,0.016806224666877406,-3.0669810977335605,-0.00029591006874568805,True,5.0,False,False,False,False,,enpitsu,76561198039309853,29,0.0,3968.610107421875,17.049999237060547,0.0,-8867.999877929688,3.1999999284744263,0.7999999821186066,0.0,0.0,255.0,,,0.016594242522762655,-1.5708191125145916,-1.88860490600322e-07,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,2.440000057220459,570.6599731445312,60.959999084472656,-925.5999755859375,-22809.09912109375,2754.2999267578125,2763.5000610351562,-326.89998626708984,-665.0,128.0,128.0,0.07202871510710122,-1.6830840483584426,0.004078211602274424,True,31.0,False,4,False,3,,
1,174,0,False,False,1,5530.6484061611245,-35.90999984741211,-311.57000732421875,171.5500030517578,-7866.300048828125,-178.09999465942383,16087.7001953125,5949.69970703125,-387.7000045776367,670.8000183105469,1.0,-0.01860563482279701,-0.0435670483795239,-0.18077590365632593,bf81d8692db,games5425898691,19.0,-2.440000057220459,-570.6599731445312,60.959999084472656,925.5999755859375,22809.09912109375,2754.2999267578125,-2763.5000610351562,326.89998626708984,-665.0,128.0,128.0,,-0.07202871510710122,1.6830840483584426,0.004078211602274424,True,3,4,False,31.0,False,,76561198039309853,enpitsu,29.0,-0.0,-3892.1298828125,17.049999237060547,-0.0,9419.299926757812,3.1999999284744263,-0.9000000357627869,-0.0,0.0,255.0,,,-0.01660950047656108,1.5708187333786128,-1.8693381852417972e-07,True,116.0,False,False,False,False,,Akasha4967,2535417791076367,10,2640.699951171875,4188.31005859375,17.049999237060547,22890.0,-94.30000305175781,3.6000001430511475,1.1999999731779099,-0.09999999776482582,-1740.3999328613281,255.0,0.0,True,-0.016782937123163318,-3.0913093544435104,-0.00023316534785956382,True,5.0,False,False,False,False,,HudraRl,2535455613549804,11.0,17.399999618530273,57.90999984741211,48.45000076293945,-8497.000122070312,-17882.7001953125,1978.3000183105469,-1791.6999816894531,-4148.500061035156,-3135.1998901367188,255.0,0.0,0.03714801032015925,-1.3148460922218275,0.18213592336438136,True,17.0,False,6,False,5,,True
2,334,5,False,False,0,9223.230425099942,3628.8701171875,-2897.010009765625,136.5399932861328,5869.5001220703125,15305.6005859375,3733.599853515625,4957.900085449219,-3000.10009765625,1555.0,0.0,-1.509636247600863,-0.3494992962539105,0.7363812676219296,2535417791076367,Akasha4967,8.0,3534.550048828125,-3101.72998046875,17.049999237060547,8992.000122070312,11561.199951171875,-1.0999999940395355,0.0,0.19999999552965164,0.0,255.0,128.0,,0.016756404482545,0.9097507790113221,-1.4293535145372857e-05,True,False,False,False,172.67185382432837,True,,2535455613549804,HudraRl,10.0,-367.4800109863281,-4285.5,17.010000228881836,10334.200439453125,-17244.89990234375,2.5999999046325684,0.09999999776482582,0.0,2055.0999450683594,255.0,255.0,,0.009552168656455196,-0.9529470603995222,-1.877019323579387e-05,True,255.0,False,8,8,False,,enpitsu,76561198039309853,29,3644.780029296875,355.42999267578125,17.049999237060547,-345.29998779296875,-4535.799865722656,3.1999999284744263,0.09999999776482582,0.19999999552965164,-12.999999523162842,255.0,128.0,,0.016585214634377447,-1.6480684787332647,3.842488438973925e-05,True,170.0,False,False,False,False,,games5425898691,bf81d8692db,20.0,1248.2900390625,1284.27001953125,17.010000228881836,20906.99951171875,-8059.7998046875,2.800000011920929,0.3999999910593033,-0.19999999552965164,-1864.4000244140625,255.0,0.0,0.009606683843334232,-0.4321014050958526,-9.246354060931835e-05,True,224.0,False,4,False,4,,
3,354,6,False,False,0,8515.290225734601,3979.39990234375,-1841.449951171875,240.7899932861328,-2294.7000122070312,22198.701171875,5851.099853515625,-65.39999961853027,-3918.9999389648438,-1165.6999969482422,0.0,0.5281304306618972,0.12684854258187916,-1.1084392336225926,2535417791076367,Akasha4967,8.0,3974.2099609375,-1986.1199951171875,134.60000610351562,-587.5,17200.6005859375,3926.0000610351562,542.9999923706055,-623.4999847412109,580.2000045776367,254.0,128.0,,-0.0968410325729257,1.4759553589864385,-0.7563038918473286,True,False,4,False,128.24335465892668,True,,2535455613549804,HudraRl,10.0,745.02001953125,-4678.14990234375,17.010000228881836,13582.7001953125,4746.099853515625,2.3999999463558197,-2.3999999463558197,1.0000000149011612,766.9000244140625,0.0,128.0,,0.009806398134208999,0.40313711622241455,-0.00016010284316185912,True,255.0,False,8,8,False,,enpitsu,76561198039309853,29,3669.6298828125,-266.3999938964844,17.049999237060547,2085.399932861328,-11657.19970703125,-1.0999999940395355,0.29999999329447746,-0.5999999865889549,14.600000381469727,255.0,128.0,,0.016702767957612736,-1.3919231224413287,-4.1846341672660175e-05,True,141.82870520058498,True,False,False,False,,games5425898691,bf81d8692db,20.0,2458.320068359375,219.75999450683594,17.010000228881836,14281.500244140625,-16496.300048828125,2.5999999046325684,-0.7000000029802322,0.7999999821186066,-525.6000137329102,255.0,75.0,0.009606301409760125,-0.8636332370932749,-4.89562884992998e-05,True,224.0,False,4,False,4,,
4,485,11,False,False,0,3033.7137508591923,2130.469970703125,4930.47998046875,416.489990234375,-18834.89990234375,-11500.10009765625,-2300.7000732421875,-2971.300048828125,-1511.9000244140625,4942.799987792969,0.0,0.1416913896202722,-0.1884214031629941,1.1959219475272784,2535417791076367,Akasha4967,9.0,2204.97998046875,5048.5,390.25,-18574.000244140625,-3136.0000610351562,-4004.2999267578125,-2215.7000732421875,229.40000534057617,489.50000762939453,0.0,128.0,,0.21128061717427543,-2.9877237004018675,-1.454002644392291,True,4,6,False,1.0,False,,2535455613549804,HudraRl,11.0,90.5,4571.93994140625,18.0,3372.2000122070312,15131.700439453125,146.5999984741211,19.700000286102295,171.90000534057617,2451.6000366210938,128.0,255.0,False,0.009104829586608099,1.5840519453544208,0.05655032679112727,False,131.0,False,10,10,False,,enpitsu,76561198039309853,29,1046.4100341796875,3908.360107421875,17.049999237060547,-340.29998779296875,21640.400390625,3.6000001430511475,0.0,0.9000000357627869,-1843.3000183105469,128.0,128.0,False,0.016854681980883714,1.528821458618754,-0.00012491647339861952,True,0.0,False,1,False,False,,games5425898691,bf81d8692db,20.0,-21.200000762939453,4518.56005859375,17.270000457763672,5880.7000732421875,11182.19970703125,13.799999952316284,22.799999713897705,105.60000419616699,3343.5000610351562,128.0,0.0,-0.0014811356634971433,1.161742011603845,-0.03204585726227716,True,151.0,False,6,False,6,,
5,594,15,False,False,0,4187.174430099247,-3377.97998046875,1767.72998046875,93.13999938964844,-9048.099975585938,-5014.89990234375,0.0,2899.89990234375,-5243.800048828125,304.3000030517578,0.0,1.0189025176104394,0.24846706686819023,-3.0772049052071755,2535455613549804,HudraRl,11.0,-3266.340087890625,1951.489990234375,17.0,-11344.599609375,-19774.3994140625,3.8999998569488525,0.3999999910593033,0.9000000357627869,1689.1000366210938,255.0,255.0,,0.00956569118964598,-2.0477409514121825,0.0001714163495010067,False,10,10,False,9.0,False,,2535417791076367,Akasha4967,9.0,-969.22998046875,2431.8798828125,70.0199966430664,-9060.2001953125,-13620.50048828125,3409.8001098632812,1099.800033569336,-566.3000106811523,1538.8999938964844,255.0,128.0,,0.08327803801915443,-1.9513132786592102,0.005664046739000705,False,,False,10,9,False,,enpitsu,76561198039309853,29,2913.320068359375,3786.81005859375,17.049999237060547,-4541.400146484375,-12067.5,-0.7999999821186066,-2.7000001072883606,-6.499999761581421,-1341.4999389648438,255.0,128.0,,0.016743103479663516,-2.0036901973532775,0.00022427698902714773,True,233.12559111143955,True,2,False,2,,games5425898691,bf81d8692db,19.0,-3795.8798828125,2510.530029296875,17.0,-3114.5999145507812,-22788.1005859375,1.5000000596046448,0.0,-0.5000000074505806,9.700000286102295,255.0,128.0,0.00960036877182249,-1.7054312051960043,-5.8451667449153773e-05,True,178.94080831671275,True,6,False,6,,
6,782,22,False,False,0,10010.495302380989,-2696.739990234375,-4707.2001953125,377.42999267578125,-4146.400146484375,6107.80029296875,-974.8000335693359,5478.2000732421875,-2259.1000366210938,940.5999755859375,0.0,0.46291517522799885,-2.1955403274955514,3.048846821312699,2535455613549804,HudraRl,10.0,-2571.929931640625,-4787.43017578125,321.6300048828125,1943.800048828125,8242.80029296875,-4019.2001342773438,575.4000091552734,677.5,206.49999618530273,128.0,128.0,,-0.1532884329652084,1.6136939253642566,2.892102040130343,True,11,12,False,255.0,False,,2535417791076367,Akasha4967,9.0,-2291.050048828125,-4542.0,17.049999237060547,-10847.900390625,6465.7000732421875,3.1999999284744263,-0.5999999865889549,-0.3999999910593033,0.0,220.0,128.0,,0.016672335752542896,2.6040880083411095,-3.129892338463663e-05,True,31.0,False,10,10,False,,enpitsu,76561198039309853,29,-2590.72998046875,-4875.7900390625,610.2999877929688,16007.099609375,-4732.5,-154.399995803833,-2842.39990234375,4212.799987792969,-2103.000030517578,128.0,128.0,False,-1.113644507988069,-1.1650188046742174,1.7701240051926825,True,111.0,False,6,False,5,,games5425898691,bf81d8692db,19.0,-3230.06005859375,-3820.469970703125,17.010000228881836,2935.1998901367188,-12848.599853515625,2.7000001072883606,0.0,-0.19999999552965164,1371.6999816894531,255.0,230.0,0.009565793429022834,-1.3348825600704701,0.00018862972407811333,True,168.0,False,6,False,6,,
7,804,23,False,False,0,9600.251058835436,-3029.989990234375,-4220.06982421875,98.08999633789062,-3473.599853515625,2822.7999877929688,3595.10009765625,-3094.4000244140625,-3807.6998901367188,940.5999755859375,0.0,-0.8568590771865403,-2.7283179672665754,-2.498450679145683,2535417791076367,Akasha4967,9.0,-2800.52001953125,-4281.52978515625,17.049999237060547,-6720.0,3641.7001342773438,3.8999998569488525,1.7000000178813934,-1.0999999940395355,2001.3999938964844,255.0,255.0,,0.016654125611251,2.616045622635749,0.00037493776444545214,True,10,10,False,31.0,False,,2535455613549804,HudraRl,10.0,-2422.889892578125,-4155.39013671875,265.8500061035156,1943.800048828125,8242.80029296875,-1453.0999755859375,-1303.5000610351562,1875.8000183105469,-258.99999618530273,128.0,46.0,,0.12065979272513322,1.5728876612209595,0.3245622222032301,True,255.0,False,12,12,False,,enpitsu,76561198039309853,29,-1274.0999755859375,-5102.93994140625,440.1300048828125,13932.7001953125,4.399999976158142,-6375.999755859375,1.0000000149011612,1588.6000061035156,-1.5000000596046448,255.0,128.0,False,0.6522558052077831,-0.02106127036828752,-1.5835357945658766,True,111.0,False,6,False,6,,games5425898691,bf81d8692db,19.0,-2667.469970703125,-4550.580078125,17.010000228881836,8505.499877929688,-6061.9000244140625,2.8999999165534973,-2.0000000298023224,0.29999999329447746,2251.1000061035156,255.0,255.0,0.009600607066534112,-0.5862527722953913,0.00016224407305834944,True,255.0,False,6,False,6,,
8,833,24,False,False,0,9392.538023123823,-3386.949951171875,-3916.2099609375,117.20999908447266,-244.0999984741211,8789.299926757812,559.900016784668,-944.4000244140625,-2258.8999938964844,-1283.3000183105469,0.0,-0.7519073942332497,-1.7060007030434956,2.1880944693572038,2535417791076367,Akasha4967,9.0,-3425.6201171875,-4071.840087890625,17.049999237060547,-2636.400146484375,5189.000244140625,3.6000001430511475,0.09999999776482582,0.09999999776482582,-2214.2999267578125,255.0,0.0,,0.01666372321871903,2.072582200914447,-5.322746908681985e-05,True,10,10,False,31.0,False,,2535455613549804,HudraRl,11.0,-2133.840087890625,-3471.39990234375,17.010000228881836,5732.7001953125,1133.0000305175781,3.0000001192092896,-0.3999999910593033,0.29999999329447746,-2219.4000244140625,255.0,0.0,,0.009443982677949533,0.22286459125034877,-3.438352632452388e-05,True,255.0,False,12,12,False,,enpitsu,76561198039309853,29,-819.8300170898438,-4484.14990234375,17.020000457763672,1496.9999694824219,13499.599609375,3.3000001311302185,-0.09999999776482582,1.5000000596046448,1391.1000061035156,255.0,128.0,,0.016716531609478304,1.4557900487480466,0.000321569166989149,True,82.79304079342914,True,6,False,6,,games5425898691,bf81d8692db,19.0,-1974.989990234375,-3889.39990234375,17.010000228881836,-6101.300048828125,12777.60009765625,0.5999999865889549,-0.29999999329447746,0.0,2231.6000366210938,255.0,255.0,0.009550909436885186,2.0850755639453467,-2.0786546214622635e-05,True,233.041797555903,True,6,False,6,,
9,854,24,False,False,0,8807.327045933585,-3414.699951171875,-3299.5,94.66999816894531,-617.2000122070312,6952.39990234375,461.3999938964844,-5446.099853515625,-1199.4000244140625,-1283.3000183105469,0.0,0.3925422720113493,2.7661148149172954,-1.6118713217715837,2535417791076367,Akasha4967,9.0,-3570.5400390625,-3469.3798828125,17.059999465942383,2048.2000732421875,10739.69970703125,-1.899999976158142,0.9000000357627869,5.799999833106995,-2037.4000549316406,255.0,128.0,,0.016682676369318195,1.3274989053449322,2.8114635659151928e-05,True,10,10,False,18.484997639092068,True,,2535455613549804,HudraRl,11.0,-1479.75,-3403.030029296875,17.010000228881836,10963.1005859375,4871.600036621094,0.5000000074505806,-1.0999999940395355,-0.19999999552965164,2246.199951171875,255.0,255.0,,0.009516760531917995,0.45775523283920394,0.00011763906473104273,True,236.13845144548725,True,12,12,False,,enpitsu,76561198039309853,29,-859.5900268554688,-3185.22998046875,29.709999084472656,121.40000343322754,19745.6005859375,3122.9998779296875,0.0,0.0,-3.400000035762787,255.0,128.0,,0.016777404116739805,1.56423959468789,5.973870257944992e-06,True,31.0,False,8,False,7,,games5425898691,bf81d8692db,19.0,-3077.8798828125,-3271.820068359375,17.010000228881836,-20245.6005859375,3831.199951171875,0.09999999776482582,0.3999999910593033,0.0,272.00000762939453,255.0,128.0,0.009585593191243282,2.979584645410697,-0.0001340799607698616,True,167.22662342491978,True,6,False,6,,
