,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost_collect
0,170,0,False,False,0,5111.782931636088,40.689998626708984,114.7699966430664,106.33000183105469,9355.800170898438,27760.50048828125,3280.5999755859375,3284.5001220703125,-1861.7999267578125,4414.89990234375,0.0,-0.0894609053168189,0.17856956419502323,0.12931339574681022,1050108442328652631,xx_machado23_xx,16.0,-15.15999984741211,-128.41000366210938,86.51000213623047,13602.19970703125,14783.00048828125,2039.6000671386719,-4618.299865722656,2699.4000244140625,1278.3000183105469,185.0,128.0,,0.6698912475827874,0.9078292092503882,-0.04932224044899027,True,3,4,0.0,False,False,,1942814351299910691,xx_diogopinho_xx,15.0,0.0,-1690.4000244140625,16.719999313354492,1.5000000596046448,17295.999755859375,61.99999809265137,9.700000286102295,0.3999999910593033,0.0,242.0,128.0,,0.010139506856105679,1.5706844405195273,-3.108547889273847e-05,True,4,False,4,99.0,False,,enpitsu,76561198039309853,26.0,0.0,2648.969970703125,17.049999237060547,0.0,-13270.699462890625,2.5999999046325684,0.9000000357627869,0.0,0.0,128.0,,,0.016807754157375284,-1.5707753722337265,1.7641291150023868e-07,True,146.0,False,False,False,False,,games5425898691,bf81d8692db,20.0,176.13999938964844,222.35000610351562,100.1500015258789,-1552.8999328613281,-22674.29931640625,247.80000686645508,5493.499755859375,-99.89999771118164,-246.49999618530273,128.0,66.0,,1.3073158708647152,-1.494032266347755,0.07976077087975904,True,0.0,False,3,4,False,
1,171,0,False,False,1,5363.826571409705,-4.480000019073486,-147.6999969482422,114.05000305175781,20749.3994140625,-2124.1000366210938,2096.699981689453,72.69999980926514,-829.4999694824219,-5941.9000244140625,1.0,0.06086237054180556,0.13978425548327417,0.1507418988366032,bf81d8692db,games5425898691,20.0,-176.4199981689453,-187.3699951171875,100.44000244140625,-1421.7999267578125,19455.10009765625,267.7000045776367,-4589.599914550781,-794.8000335693359,-2924.5001220703125,128.0,58.0,,-1.412268706714313,1.5215428424901696,0.08271345612955705,True,3,4,0.0,False,False,,76561198039309853,enpitsu,26.0,-0.0,-2519.110107421875,17.049999237060547,-0.0,12745.10009765625,2.5999999046325684,-0.5999999865889549,-0.0,0.0,128.0,,,-0.016807754157375284,1.5707753722337265,1.7641291150023868e-07,True,False,False,False,146.0,False,,xx_diogopinho_xx,1942814351299910691,15.0,-0.0,1661.5799560546875,16.809999465942383,-1.5000000596046448,-17295.999755859375,46.70000076293945,-7.400000095367432,-0.19999999552965164,0.0,242.0,128.0,,-0.010009806378550591,-1.570683827364131,-2.345172061240033e-05,True,99.0,False,4,False,4,,xx_machado23_xx,1050108442328652631,16.0,15.15999984741211,128.41000366210938,86.51000213623047,-13602.19970703125,-14783.00048828125,2039.6000671386719,4618.299865722656,-2699.4000244140625,1278.3000183105469,185.0,128.0,,-0.6698912475827874,-0.9078292092503882,-0.04932224044899027,True,0.0,False,3,4,False,
2,247,2,False,False,0,5482.434077413976,-3986.7099609375,611.7999877929688,536.4199829101562,8621.900024414062,12846.500244140625,12553.599853515625,435.29998779296875,-1257.699966430664,-4294.100036621094,0.0,1.0317199352884558,2.3350569187798538,1.2141981817018215,1942814351299910691,xx_diogopinho_xx,15.0,-4081.550048828125,475.19000244140625,380.260009765625,474.7999954223633,10215.499877929688,13784.599609375,-1748.5000610351562,-594.3999862670898,-227.00000762939453,238.0,0.0,,-0.9033040936790018,1.5409424859204217,1.6412781612175777,True,4,4,255.0,False,False,,1050108442328652631,xx_machado23_xx,16.0,2162.409912109375,50.7599983215332,17.010000228881836,13920.6005859375,1086.9000244140625,2.0999999344348907,0.19999999552965164,0.29999999329447746,-45.39999961853027,205.0,128.0,,0.009549869356072122,0.07451518965052546,5.063340026761574e-06,False,4,False,4,0.0,False,,enpitsu,76561198039309853,26.0,-2982.280029296875,3999.929931640625,17.049999237060547,-7053.2000732421875,21049.49951171875,3.0000001192092896,0.0,0.5999999865889549,-2807.6998901367188,255.0,0.0,False,0.016775736951006953,1.5017882010111478,-0.00011344719960144513,True,255.0,False,False,False,False,310.0,games5425898691,bf81d8692db,21.0,2731.409912109375,-370.82000732421875,17.0,12449.49951171875,4232.9998779296875,3.400000035762787,-0.3999999910593033,0.0,-18.40000033378601,255.0,128.0,,0.00955299492901434,0.32510661276382474,5.236738342885103e-05,True,0.0,False,4,4,False,
3,346,6,False,False,0,126.2625716668933,-848.3599853515625,5023.06982421875,709.989990234375,22871.10107421875,-5772.19970703125,-11510.999755859375,3519.89990234375,-346.5999984741211,4846.600036621094,0.0,0.5240398234351824,-0.3549712058061009,0.9986553291798631,1942814351299910691,xx_diogopinho_xx,14.0,-1043.8499755859375,4930.919921875,747.9500122070312,9794.400024414062,12174.300537109375,-9184.69970703125,-1563.3000183105469,-2419.7999572753906,-3949.2999267578125,217.0,0.0,,-0.3602311931293767,1.2345162282753048,1.1714048640001409,True,6,6,205.0,False,False,,1050108442328652631,xx_machado23_xx,13.0,1835.81005859375,-4394.8701171875,16.989999771118164,-19663.299560546875,8870.0,2.0999999344348907,-2.199999988079071,0.9000000357627869,-840.1999664306641,255.0,128.0,,0.00959206364301412,2.6524828944942866,0.00018070529813090603,True,6,False,6,215.47963033696655,True,,enpitsu,76561198039309853,26.0,-861.7899780273438,5102.2900390625,97.19000244140625,6900.9002685546875,1017.7999877929688,1315.2999877929688,1298.9999389648438,1816.7999267578125,1966.6999816894531,128.0,128.0,False,-0.27297529151923616,0.12633285976929265,1.4084827277956584,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,21.0,1248.6300048828125,4981.580078125,20.25,-21218.5009765625,2608.599853515625,209.89999771118164,855.5000305175781,-414.00001525878906,-1.899999976158142,255.0,128.0,,0.009461589320084136,3.01389361707695,-0.12114819498011886,True,255.0,False,4,4,False,
4,465,10,True,False,0,4300.868204200536,2855.580078125,3036.8798828125,95.56999969482422,-6327.60009765625,-3125.0,1422.5999450683594,2526.6000366210938,-5116.000061035156,1855.0999450683594,0.0,-1.157976614869175,-0.5328272856945757,0.8048570587889284,1050108442328652631,xx_machado23_xx,13.0,2997.159912109375,2824.10009765625,16.989999771118164,-12650.2001953125,14384.7998046875,2.5,-0.19999999552965164,-0.09999999776482582,1981.199951171875,255.0,255.0,,0.009564385919614367,2.3632324738665766,-9.827135816061935e-06,True,6,6,164.23378939526057,True,False,,1942814351299910691,xx_diogopinho_xx,14.0,-373.2699890136719,4458.93017578125,17.0,-173.99999618530273,-6465.10009765625,3.700000047683716,0.0,0.5999999865889549,2321.4999389648438,238.0,255.0,,0.009547622141562252,-1.6090006812314348,7.704559110917138e-05,True,6,False,6,205.0,False,,enpitsu,76561198039309853,26.0,479.70001220703125,5264.93017578125,17.049999237060547,-2635.8999633789062,2923.0999755859375,2.5999999046325684,-3.400000035762787,-2.800000011920929,0.0,255.0,0.0,False,0.01657481817896844,-0.8369682232941491,2.8144718414630316e-06,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,21.0,-969.3200073242188,4833.4501953125,17.010000228881836,6673.599853515625,4327.0001220703125,2.0999999344348907,0.5000000074505806,-0.19999999552965164,0.0,255.0,128.0,,0.009554821876167368,0.5752624609441896,-2.5701704620089526e-05,True,255.0,False,4,6,False,
5,773,12,False,False,1,5217.391929917708,-16.59000015258789,3.0399999618530273,129.63999938964844,-4175.10009765625,-3899.5001220703125,4105.199890136719,-3875.10009765625,2161.699981689453,3712.9000854492188,1.0,0.12238383971647038,-0.07103955186359061,0.2156838374821593,76561198039309853,enpitsu,26.0,-25.06999969482422,-159.55999755859375,119.97000122070312,2609.5999145507812,140.6999969482422,4091.099853515625,-4453.0999755859375,-2304.7000122070312,2259.9000549316406,255.0,255.0,,-0.6521958797873842,1.9377555864567595,-0.5071035532081681,True,1,2,0.0,False,False,,bf81d8692db,games5425898691,20.0,2997.72998046875,-4037.449951171875,17.010000228881836,16977.900390625,2231.7999267578125,2.3000000417232513,-0.3999999910593033,0.19999999552965164,1928.800048828125,128.0,255.0,,-0.009629727952878532,2.94200143698476,4.792492359681194e-05,True,False,False,False,255.0,False,310.0,xx_diogopinho_xx,1942814351299910691,14.0,3.069999933242798,132.89999389648438,87.66999816894531,-7465.4998779296875,1098.3999633789062,-136.09999656677246,3281.400146484375,-302.1999931335449,1891.3999938964844,240.0,99.0,,-1.3592638913929371,-0.5249079367860084,-0.9731811285975369,True,0.0,False,4,False,3,,xx_machado23_xx,1050108442328652631,13.0,33.79999923706055,1868.93994140625,17.010000228881836,1212.6000213623047,-13541.400146484375,2.0999999344348907,-0.0,0.7000000029802322,0.0,205.0,128.0,,-0.009581047657072475,-1.6601189144759414,7.688372405326314e-05,True,66.0,False,False,False,False,
6,774,12,False,False,0,5225.007172884551,34.86000061035156,-1.4199999570846558,143.5399932861328,3592.9000854492188,2890.8999633789062,2141.4999389648438,3420.7998657226562,-1902.2000122070312,4547.39990234375,0.0,-0.23691054473361486,0.31856482118914603,0.24959370116941795,1942814351299910691,xx_diogopinho_xx,14.0,-3.069999933242798,-132.89999389648438,87.66999816894531,7465.4998779296875,-1098.3999633789062,-136.09999656677246,-3281.400146484375,302.1999931335449,1891.3999938964844,240.0,99.0,,1.3592638913929371,0.5249079367860084,-0.9731811285975369,True,3,4,0.0,False,False,,1050108442328652631,xx_machado23_xx,13.0,-33.79999923706055,-1868.93994140625,17.010000228881836,-1212.6000213623047,13541.400146484375,2.0999999344348907,0.0,-0.7000000029802322,0.0,205.0,128.0,,0.009581047657072475,1.6601189144759414,7.688372405326314e-05,True,False,False,False,66.0,False,,enpitsu,76561198039309853,26.0,25.06999969482422,159.55999755859375,119.97000122070312,-2609.5999145507812,-140.6999969482422,4091.099853515625,4453.0999755859375,2304.7000122070312,2259.9000549316406,255.0,255.0,,0.6521958797873842,-1.9377555864567595,-0.5071035532081681,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,20.0,-2997.72998046875,4037.449951171875,17.010000228881836,-16977.900390625,-2231.7999267578125,2.3000000417232513,0.3999999910593033,-0.19999999552965164,1928.800048828125,128.0,255.0,,0.009629727952878532,-2.94200143698476,4.792492359681194e-05,True,255.0,False,False,False,False,
7,808,14,False,True,0,4996.114184619542,414.92999267578125,318.94000244140625,133.4199981689453,-2591.0000610351562,21925.70068359375,8699.600219726562,5556.9000244140625,1217.7999877929688,1907.1000671386719,0.0,0.4436994926467484,1.2004352862901724,-0.38942535940887724,1050108442328652631,xx_machado23_xx,13.0,444.82000732421875,114.87000274658203,17.010000228881836,3074.8001098632812,21735.10009765625,-0.3999999910593033,0.0,1.2999999523162842,215.59999465942383,255.0,128.0,,0.009596038682342966,1.4533036961498567,-0.00018225210205121973,True,False,False,20.141118359822077,True,False,,1942814351299910691,xx_diogopinho_xx,14.0,823.4500122070312,-220.9499969482422,17.010000228881836,4550.7000732421875,4824.800109863281,2.5,-1.2999999523162842,-1.5000000596046448,-533.8999938964844,238.0,99.0,,0.00951620350001785,0.8358725462645911,-0.00014789918839125822,True,4,False,4,0.0,False,,enpitsu,76561198039309853,26.0,-296.45001220703125,165.16000366210938,16.200000762939453,318.50000381469727,141.09999656677246,120.20000457763672,11.699999570846558,-24.600000381469727,618.1999969482422,255.0,255.0,,0.016660011926671933,-0.015214375296674871,-0.0006824406471007321,True,0.0,False,2,False,2,,games5425898691,bf81d8692db,20.0,-3175.239990234375,2516.889892578125,17.010000228881836,16851.800537109375,-8000.30029296875,0.0,0.5000000074505806,-0.09999999776482582,1977.4000549316406,255.0,255.0,,0.009595022954067611,-0.3726239652684749,-3.543087061832186e-05,True,200.45941502817215,True,False,False,False,
8,858,15,False,False,1,9321.291501735785,2.819999933242798,-4138.39990234375,639.3099975585938,-14606.8994140625,3844.5999145507812,8132.2998046875,-1388.0000305175781,4896.499938964844,-2507.2999572753906,1.0,-0.4060207831851081,0.7598047115293624,-2.2387789482872535,bf81d8692db,games5425898691,21.0,190.86000061035156,-4210.56982421875,478.04998779296875,-17951.400146484375,-6420.9002685546875,4968.800048828125,-3177.0001220703125,-3232.7999877929688,961.6999816894531,255.0,0.0,,0.5736422103698481,0.4155816855942865,0.9722240650403914,True,3,4,87.57603448693473,True,False,,76561198039309853,enpitsu,26.0,2.390000104904175,-1738.1099853515625,91.58999633789062,-960.1000213623047,-16620.50048828125,-164.79999542236328,5487.60009765625,-367.79998779296875,-2.3999999463558197,128.0,128.0,,-0.5374532640508927,1.6374318062639548,-3.1410263840969455,True,3,False,4,31.0,False,,xx_diogopinho_xx,1942814351299910691,14.0,-3335.5,292.70001220703125,97.68000030517578,-18319.69970703125,794.5999908447266,-1451.1000061035156,2040.5999755859375,-2078.800048828125,1719.1999816894531,128.0,255.0,,0.5649578743954868,0.12956176061947272,0.38631360201345727,True,0.0,False,6,False,6,,xx_machado23_xx,1050108442328652631,13.0,-1746.0400390625,-2833.929931640625,17.0,-14822.60009765625,-10571.300048828125,3.400000035762787,3.3000001311302185,2.5999999046325684,-878.3000183105469,168.0,0.0,,-0.009607738855318508,-0.6195638838368294,-9.111184024903172e-05,True,14.0,False,False,False,False,
9,961,19,False,False,1,9089.663622087734,-3289.68994140625,-2928.580078125,304.6600036621094,5087.300109863281,20857.80029296875,9979.7998046875,2097.5,5609.4000244140625,-365.99998474121094,1.0,-0.12259887586656859,2.239901181622591,0.18406639480850387,bf81d8692db,games5425898691,21.0,-3260.840087890625,-3153.570068359375,158.50999450683594,-4010.7000732421875,15688.499755859375,2953.5000610351562,342.7000045776367,629.5999908447266,-1150.5999755859375,255.0,0.0,,0.3899373722535708,1.2115797119979768,0.02256508418646962,True,4,6,44.95130345385562,True,False,,76561198039309853,enpitsu,26.0,-454.57000732421875,-5108.41015625,17.049999237060547,-1792.7999877929688,2431.999969482422,3.4999999403953552,3.0000001192092896,-3.4999999403953552,-726.2999725341797,255.0,128.0,False,-0.01662361249078258,0.8503574393657161,-0.00013040212747075441,True,4,False,4,92.0,False,,xx_diogopinho_xx,1942814351299910691,14.0,-2543.43994140625,-1281.280029296875,17.010000228881836,9384.000244140625,4858.2000732421875,2.5,-0.09999999776482582,-0.0,2364.600067138672,227.0,255.0,,-0.00953884171436016,2.609269563927488,2.2794434958845145e-05,True,255.0,False,6,False,6,,xx_machado23_xx,1050108442328652631,13.0,-3851.820068359375,-2393.68994140625,18.610000610351562,1032.5,11125.50048828125,-2.3000000417232513,-17.300000190734863,-111.49999618530273,592.599983215332,255.0,128.0,False,-0.011874333753009435,1.6199920147781246,0.062100852749543516,True,154.17571633349186,True,False,False,False,
