,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost_collect
36,2499,57,False,False,0,2996.3778378407374,-2930.06005859375,2939.800048828125,112.75,-8789.400024414062,3767.39990234375,776.9999694824219,-1463.0000305175781,2679.8001098632812,-506.3999938964844,0.0,-0.6959317810469177,0.6639117227845317,2.4643563366861816,1942814351299910691,xx_diogopinho_xx,14.0,-2814.06005859375,2839.4599609375,16.860000610351562,-9595.399780273438,-433.3000183105469,-148.90000343322754,-274.0999984741211,-252.39999771118164,-1566.0000610351562,255.0,0.0,,0.011558074531554677,-3.1040539336333715,0.002574946737166624,True,4,6,126.897660363105,True,4,,1050108442328652631,xx_machado23_xx,13.0,-1460.25,2096.949951171875,37.689998626708984,-6690.4998779296875,-8632.899780273438,3268.9999389648438,81.19999885559082,-62.89999961853027,-829.7000122070312,185.0,128.0,,0.010409279298024371,-2.2635843965139517,-0.00037483179037153824,True,8,False,12,0.0,False,,enpitsu,76561198039309853,26.0,-2072.550048828125,3491.25,17.049999237060547,-15822.60009765625,-8953.400268554688,2.7000001072883606,-5.199999809265137,-2.8999999165534973,-830.1000213623047,255.0,0.0,False,0.016783405528927913,-2.6543502161514443,-9.211186903621875e-05,True,168.0,False,2,False,2,,games5425898691,bf81d8692db,20.0,-1114.0,4047.81005859375,17.010000228881836,-8434.099731445312,6316.6998291015625,2.3000000417232513,1.5999999642372131,-1.1999999731779099,1878.0000305175781,255.0,216.0,,0.00955274886882323,2.5277927597537038,0.0001248137926593965,True,235.0,False,8,8,False,
37,2506,57,False,False,0,3079.98171994921,-3150.0400390625,3041.050048828125,114.36000061035156,-9328.200073242188,7322.7001953125,611.1000061035156,-421.30001068115234,2363.800048828125,255.79999923706055,0.0,0.044401705514731306,0.5275566501012033,2.55118992749246,1942814351299910691,xx_diogopinho_xx,14.0,-3087.030029296875,2896.510009765625,16.700000762939453,-11353.699951171875,5245.10009765625,-61.500000953674316,78.89999866485596,-122.60000228881836,-1839.1999816894531,255.0,0.0,,0.016139530234135217,2.6453930955598586,-0.006832256494169182,True,4,6,104.96310526068488,True,4,,1050108442328652631,xx_machado23_xx,13.0,-1665.2900390625,1803.6300048828125,102.69999694824219,-8964.500122070312,-13287.2998046875,739.5999908447266,4697.900085449219,-2856.400146484375,141.70000076293945,186.0,155.0,,1.15389397015476,-2.672868696909757,-0.5160285368757114,True,9,False,12,0.0,False,,enpitsu,76561198039309853,26.0,-2486.2099609375,3312.47998046875,17.049999237060547,-17313.599853515625,-4511.7999267578125,3.0000001192092896,-0.9000000357627869,0.0,-1862.5,255.0,0.0,False,0.016783599187491522,-2.939156558993285,-0.00011194972806049592,True,168.0,False,2,False,2,,games5425898691,bf81d8692db,20.0,-1341.3599853515625,4163.10986328125,17.010000228881836,-10873.499755859375,3126.0000610351562,2.3000000417232513,1.0999999940395355,-0.29999999329447746,2121.0000610351562,255.0,227.0,,0.009546321276681284,2.903826057030731,9.30541699269953e-05,True,235.0,False,8,8,False,
38,2527,58,False,False,0,3206.1079031958016,-3862.93994140625,3924.929931640625,138.89999389648438,-5382.7001953125,20607.7001953125,2912.60009765625,-384.59999084472656,2453.6000061035156,1517.2000122070312,0.0,0.200565543191481,1.9601957829452954,-2.4449049356756736,1942814351299910691,xx_diogopinho_xx,14.0,-3908.6298828125,3785.39990234375,34.79999923706055,-10743.399658203125,14359.200439453125,4623.0999755859375,1836.9000244140625,5179.2999267578125,-224.20000076293945,255.0,128.0,,-0.2952177235234979,2.214934510236846,0.24876807707297924,True,4,6,39.17220656333426,True,4,,1050108442328652631,xx_machado23_xx,13.0,-2412.3798828125,700.780029296875,53.880001068115234,-8999.400024414062,-13237.2998046875,-2303.6000061035156,2199.9000549316406,-1631.199951171875,338.80001068115234,178.0,128.0,,-0.30280341903459906,-2.3419190644597174,0.15791769665213604,True,10,False,12,31.0,False,,enpitsu,76561198039309853,26.0,-3500.1201171875,3825.1201171875,17.049999237060547,-4918.800048828125,14677.60009765625,3.0000001192092896,0.0,0.09999999776482582,-2078.0999755859375,255.0,0.0,False,0.016771896862189908,1.8273872741839092,-1.3453493293493936e-05,True,168.0,False,2,False,2,,games5425898691,bf81d8692db,20.0,-2246.31005859375,4340.419921875,17.010000228881836,-10630.10009765625,7351.500244140625,2.3999999463558197,-0.3999999910593033,0.29999999329447746,-2285.0,255.0,0.0,,0.009560493291089588,2.4719748211641996,-5.319395024858149e-05,True,255.0,False,8,8,False,
39,2538,58,False,False,0,2866.7009571665367,-3632.56005859375,4286.06005859375,436.3500061035156,13782.900390625,9877.60009765625,5776.400146484375,-5394.0997314453125,846.9999694824219,1434.1000366210938,0.0,0.6006683921928229,-1.643394083660434,-0.8602697632359166,1942814351299910691,xx_diogopinho_xx,14.0,-3842.820068359375,4198.6298828125,439.8900146484375,10222.80029296875,10774.599609375,10923.800048828125,-1655.5000305175781,906.2000274658203,-853.4999847412109,255.0,0.0,,-0.5856963765772989,0.8265111724571017,1.5694472744378878,True,4,6,4.573419258158642,True,4,,1050108442328652631,xx_machado23_xx,13.0,-2757.419921875,263.94000244140625,16.93000030517578,-10521.600341796875,-11890.6005859375,21.80000066757202,-8.299999833106995,-1.8000000715255737,-10.399999618530273,166.0,128.0,,0.009871810534345691,-2.296940209105699,-0.00039607871475071305,True,10,False,12,31.0,False,,enpitsu,76561198039309853,26.0,-3423.889892578125,4413.08984375,39.310001373291016,7476.7999267578125,11981.99951171875,1453.2000732421875,404.59999084472656,1176.2000274658203,-445.9000015258789,255.0,128.0,False,-0.07415675578011438,0.996761617609812,0.404248797483541,True,168.0,False,2,False,2,,games5425898691,bf81d8692db,21.0,-2486.97998046875,4796.509765625,17.010000228881836,-961.8000030517578,12845.50048828125,2.0000000298023224,0.0,1.5000000596046448,-708.3999633789062,255.0,128.0,,0.009573389888767601,1.5858701240340627,0.0002400086668072639,True,255.0,False,8,8,False,
40,2559,59,False,False,0,1698.8876605883236,-2590.800048828125,5022.22021484375,683.27001953125,10494.89990234375,-4998.500061035156,1905.0999450683594,-1112.0999908447266,514.3000030517578,5873.499755859375,0.0,0.6154057068686603,1.4280752063866027,2.624906525341591,1942814351299910691,xx_diogopinho_xx,14.0,-2763.77001953125,5084.35986328125,633.6199951171875,17438.699951171875,3763.699951171875,-938.6000061035156,-41.79999828338623,-35.69999933242798,-2082.5999450683594,238.0,128.0,,0.034166637881265914,0.2020306612030401,1.567904030902234,True,4,6,0.0,False,4,,1050108442328652631,xx_machado23_xx,13.0,-3689.06005859375,-43.54999923706055,17.010000228881836,-4964.800109863281,9012.80029296875,0.5999999865889549,0.0,0.5000000074505806,-3134.1000366210938,255.0,0.0,False,0.009558925911121894,1.842682711822013,3.6959238916744796e-05,True,10,False,12,233.13689484391162,True,,enpitsu,76561198039309853,26.0,-2759.760009765625,5081.169921875,164.72999572753906,14433.299560546875,3701.0000610351562,2636.199951171875,1237.699966430664,422.00000762939453,-2278.800048828125,255.0,128.0,False,-0.1795452117130154,0.25461932433257994,1.4444954063555056,True,136.0,False,2,False,2,,games5425898691,bf81d8692db,21.0,-2635.260009765625,5099.2998046875,480.989990234375,-5059.700012207031,-368.10001373291016,7387.0001220703125,105.9000015258789,-29.700000286102295,412.00000762939453,255.0,128.0,,-0.9762264648641948,-3.080107773517073,-1.5640842590050361,True,255.0,False,8,8,False,
41,2604,60,False,False,1,9340.380239373362,915.510009765625,-4200.35986328125,135.4600067138672,-3585.2999877929688,14106.8994140625,571.1000061035156,3998.9999389648438,-2647.7999877929688,3605.0,1.0,-0.3207273125116229,1.123765135964147,2.8897191609143427,76561198039309853,enpitsu,26.0,890.3699951171875,-4342.580078125,17.049999237060547,-3191.7999267578125,12356.800537109375,2.5999999046325684,-0.0,-0.5999999865889549,-297.99999237060547,255.0,128.0,False,-0.01672324215792069,1.3467753554918374,0.00019198545832322208,True,2,2,136.0,False,False,,bf81d8692db,games5425898691,21.0,1386.43994140625,-5046.9501953125,47.9900016784668,-10599.200439453125,6018.599853515625,-5136.099853515625,5461.500244140625,-418.6000061035156,495.6999969482422,255.0,128.0,,-0.3622388406951767,0.6089664373689387,0.5525072384325477,True,8,False,8,255.0,False,,xx_diogopinho_xx,1942814351299910691,14.0,840.6199951171875,-4681.02001953125,9.869999885559082,-12621.8994140625,4348.0999755859375,329.1999816894531,399.90001678466797,-123.99999618530273,-193.1999969482422,238.0,128.0,,0.015140150973642425,0.32782561578521,-0.010504945392314134,True,0.0,False,8,4,4,,xx_machado23_xx,1050108442328652631,13.0,1857.2099609375,-1130.7900390625,17.010000228881836,-14133.499755859375,3970.2999877929688,2.3000000417232513,-1.0000000149011612,-0.0,-1836.300048828125,128.0,0.0,False,-0.009628710244379593,0.31532519977278956,-0.00014876338659308407,True,154.0,False,10,12,False,
42,2617,61,False,False,1,8678.806198403136,746.5900268554688,-3537.52001953125,94.58999633789062,-3447.5,12545.50048828125,1381.6000366210938,282.00000762939453,-2884.5999145507812,3605.0,1.0,-0.6089541777768964,-0.16917631546155618,0.8042487271733227,76561198039309853,enpitsu,26.0,666.1599731445312,-3681.0400390625,17.010000228881836,-5940.2001953125,14800.30029296875,3.700000047683716,0.09999999776482582,-0.5999999865889549,-1320.2000427246094,255.0,0.0,False,-0.016769828478717445,1.1909866309306258,-0.00030368877731884057,True,2,2,95.26667509540437,True,False,,bf81d8692db,games5425898691,21.0,855.0700073242188,-4654.6201171875,16.989999771118164,-11516.500244140625,7848.699951171875,4.699999988079071,-3.1999999284744263,1.1999999731779099,1438.699951171875,255.0,255.0,,-0.009524874728565374,0.5932439938400011,0.00017454987362688828,True,8,False,8,255.0,False,,xx_diogopinho_xx,1942814351299910691,14.0,357.7099914550781,-4425.33984375,17.010000228881836,-9227.000122070312,9823.699951171875,2.5,-1.0000000149011612,-0.0,-2218.6000061035156,238.0,0.0,,-0.009531497650950467,0.8803691818739064,-5.867814033567538e-05,True,0.0,False,8,4,4,,xx_machado23_xx,1050108442328652631,13.0,1250.260009765625,-867.1400146484375,17.010000228881836,-10242.2998046875,5386.300048828125,2.0999999344348907,0.3999999910593033,-0.29999999329447746,-263.0999946594238,128.0,111.0,False,-0.009648056808073,0.5036025015546273,0.00010820125367984204,True,154.0,False,10,12,False,
43,2659,62,False,False,1,6319.875475196689,973.52001953125,-1179.4000244140625,122.43000030517578,-9171.799926757812,11263.00048828125,2337.100067138672,-2904.8001098632812,-1346.9000244140625,3360.8999633789062,1.0,0.012403704468334154,-0.12054619569498873,1.5716595489575247,76561198039309853,enpitsu,26.0,1147.31005859375,-1188.3900146484375,74.6500015258789,-6110.4998779296875,15544.69970703125,3173.3999633789062,-580.6999969482422,-382.09999084472656,3114.5001220703125,255.0,255.0,,-0.04962128114365206,0.7924631602869888,0.005612740834255738,True,2,4,63.0,False,False,,bf81d8692db,games5425898691,21.0,-677.7100219726562,-4751.759765625,16.989999771118164,-7456.300048828125,7989.6002197265625,4.900000095367432,-0.29999999329447746,0.09999999776482582,-2383.2000732421875,255.0,0.0,,-0.009531579595793918,0.8771740038709259,-4.3450261081429194e-05,True,8,False,8,255.0,False,,xx_diogopinho_xx,1942814351299910691,14.0,-488.8800048828125,-1918.47998046875,18.979999542236328,-4686.199951171875,17961.99951171875,-1874.7999572753906,-1627.7999877929688,175.49999237060547,-481.89998626708984,236.0,0.0,,0.024077968317257278,1.3207221867536214,-0.02251333219102189,True,,False,10,4,6,,xx_machado23_xx,1050108442328652631,13.0,492.510009765625,405.510009765625,17.010000228881836,-2197.5,12853.699951171875,-0.3999999910593033,-0.0,-0.09999999776482582,-322.7000045776367,255.0,128.0,,-0.009558187397981137,1.432366561107772,0.00024200369456686292,True,124.0,False,10,12,False,
44,2690,63,False,False,0,5257.180016451707,-13.5,-42.58000183105469,126.38999938964844,-12689.100341796875,-1530.0,3432.60009765625,756.6999816894531,3619.5001220703125,-4725.0,0.0,0.4228754342760992,-0.6480808979869239,0.7308115359675806,1942814351299910691,xx_diogopinho_xx,14.0,156.75999450683594,-84.62000274658203,84.44000244140625,-13863.499755859375,-11926.800537109375,2128.0999755859375,-3687.7999877929688,-4057.5,-431.50001525878906,238.0,0.0,,0.01782056943128823,-2.324083580877891,0.7147726203165484,True,7,12,,False,4,,1050108442328652631,xx_machado23_xx,13.0,242.1199951171875,-1244.3800048828125,17.010000228881836,6380.2001953125,5330.0,2.7000001072883606,0.0,0.0,2577.60009765625,148.0,255.0,False,0.009579018849896419,0.7804711473990671,-4.4053110860391525e-05,True,10,False,12,116.0,False,,enpitsu,76561198039309853,26.0,-582.8800048828125,-551.77001953125,19.010000228881836,1929.9000549316406,-14916.600341796875,-1800.0,2627.0001220703125,3587.7999877929688,1717.2000122070312,255.0,255.0,True,-0.009876605658037644,-1.7316503237974084,0.11819557491215012,True,63.0,False,4,False,2,,games5425898691,bf81d8692db,21.0,987.5700073242188,3419.75,16.989999771118164,-507.59998321533203,-13828.00048828125,4.600000083446503,0.0,-1.5999999642372131,-311.00000381469727,255.0,128.0,,0.009580152148666709,-1.6270878249669736,5.0851401982906825e-05,True,255.0,False,8,8,False,
45,2750,66,False,False,0,5667.5161509937625,-2400.340087890625,-324.2200012207031,118.37000274658203,2344.199981689453,17530.999755859375,7567.5,3648.699951171875,-2666.0000610351562,-3947.0001220703125,0.0,0.08013660498610267,-0.8748934775209053,0.17591721738661872,1942814351299910691,xx_diogopinho_xx,14.0,-2444.949951171875,-547.3699951171875,17.010000228881836,-5555.7000732421875,17157.7001953125,-0.09999999776482582,-1.5999999642372131,5.099999904632568,-1050.1000213623047,255.0,128.0,,0.0095904123470634,1.8449031071807669,-0.00012521984452064578,True,8,12,0.0,False,4,,1050108442328652631,xx_machado23_xx,13.0,-2153.260009765625,-551.2100219726562,17.010000228881836,-20846.59912109375,4987.799987792969,2.3000000417232513,-0.7000000029802322,0.19999999552965164,-1883.800048828125,185.0,0.0,False,0.009594427493209658,2.843703515635445,-8.135182358362837e-05,True,10,False,12,0.0,False,,enpitsu,76561198039309853,26.0,184.39999389648438,297.2099914550781,17.059999465942383,-4168.299865722656,14118.499755859375,-3.700000047683716,0.0,-0.19999999552965164,-255.59999465942383,255.0,128.0,False,0.01677734509171224,1.835933187769609,0.0001898049704607956,True,41.0916299230309,True,4,False,2,,games5425898691,bf81d8692db,21.0,-1879.9100341796875,618.0,16.989999771118164,-15474.49951171875,-16483.699951171875,4.600000083446503,-2.3999999463558197,-2.199999988079071,-507.59998321533203,255.0,128.0,,0.009622389356402309,-2.348773788586625,-6.037105582317947e-05,True,165.0,False,8,8,False,
46,2807,68,False,False,1,8372.477343043116,1998.8800048828125,-3159.52001953125,286.5799865722656,23523.20068359375,-4523.500061035156,-59.49999809265137,-2522.7000427246094,515.9000015258789,-5419.2999267578125,1.0,-0.07871274779557638,0.8135332495555523,-0.004456456696690159,76561198039309853,enpitsu,26.0,1870.75,-3244.56005859375,218.1999969482422,14603.699951171875,-7471.9000244140625,747.9000091552734,64.0999984741211,-2329.7999572753906,4421.400146484375,128.0,128.0,False,0.4629521369529943,2.7797584952296885,-0.12840321570279364,True,2,6,0.0,False,False,,bf81d8692db,games5425898691,21.0,4079.010009765625,-1658.4300537109375,406.32000732421875,-3.400000035762787,-22395.90087890625,-5236.500244140625,1508.3999633789062,-1.5999999642372131,-0.19999999552965164,255.0,41.0,,-0.25660651439594057,-1.5807067096851672,1.5731327473762913,True,8,False,8,62.071303393251135,True,,xx_diogopinho_xx,1942814351299910691,14.0,3142.679931640625,-2785.93994140625,17.010000228881836,185.40000915527344,-16060.0,2.0999999344348907,-0.0,0.5000000074505806,0.0,237.0,128.0,,-0.00959761148142855,-1.582337290113645,6.301334087697532e-05,True,0.0,False,12,4,8,,xx_machado23_xx,1050108442328652631,13.0,3431.139892578125,-2978.639892578125,17.010000228881836,-3855.0,-18607.80029296875,2.199999988079071,1.0999999940395355,5.699999928474426,935.9999847412109,152.0,128.0,False,-0.009584191417710095,-1.416516341292936,4.73805603512026e-05,True,31.0,False,10,12,False,
47,2828,69,False,False,1,9119.108825442981,3797.93994140625,-3505.050048828125,93.5999984741211,20280.2001953125,-3609.2001342773438,2987.6998901367188,-202.60000228881836,4942.200012207031,-3396.0000610351562,1.0,-0.11740939628049565,-0.6334098824013902,-0.6933264328039077,bf81d8692db,games5425898691,21.0,3615.10009765625,-3199.010009765625,16.739999771118164,-12897.5,-18880.0,66.19999885559082,-14.500000476837158,-204.20000076293945,703.8999938964844,255.0,238.0,,-0.004248283634147651,-0.971966239064369,-0.008793065469970865,True,8,8,48.0,False,False,,76561198039309853,enpitsu,26.0,2979.989990234375,-3809.739990234375,87.51000213623047,14633.499755859375,-7455.999755859375,-4157.699890136719,992.2000122070312,1105.4000091552734,-773.7000274658203,128.0,128.0,False,0.7016434214779111,1.2186752084138899,-0.7443077579240381,True,2,False,6,0.0,False,,xx_diogopinho_xx,1942814351299910691,14.0,3138.81005859375,-4001.64990234375,17.010000228881836,-2390.0,-15701.300048828125,2.3000000417232513,-0.09999999776482582,-1.0999999940395355,-1855.0999450683594,235.0,0.0,,-0.009591437495519366,-1.374847430639944,-0.0001454517862259441,True,0.0,False,12,4,8,,xx_machado23_xx,1050108442328652631,13.0,2862.27001953125,-4302.68994140625,17.010000228881836,-15067.2998046875,-12456.700439453125,2.5,0.5000000074505806,0.5000000074505806,-2624.1000366210938,168.0,0.0,True,-0.009616609786097961,-0.5611669420592214,-7.511417137584899e-05,True,255.0,False,10,12,False,
48,2908,71,False,False,0,3250.9063487832727,-3916.47998046875,3937.8798828125,772.8200073242188,19809.49951171875,16296.500244140625,-2103.3999633789062,-2777.3001098632812,1358.0000305175781,-5142.1002197265625,0.0,1.2636239115597097,1.3660529660705123,0.7006865015075897,1050108442328652631,xx_machado23_xx,13.0,-4050.5,3830.3701171875,757.5399780273438,3528.0999755859375,17223.299560546875,4404.4000244140625,-3451.9000244140625,4082.9998779296875,-1289.6000671386719,255.0,0.0,,-0.18253216366909505,1.320056949775454,1.5967888483317108,True,10,12,137.73764280349977,True,False,,1942814351299910691,xx_diogopinho_xx,14.0,-2940.1298828125,1754.050048828125,29.229999542236328,-9309.199829101562,-15535.400390625,-2637.39990234375,1780.7000732421875,-1722.5999450683594,1692.1000671386719,238.0,,,-0.18726547552410028,-2.2459641558745242,-0.05022676683859949,True,10,4,14,31.0,False,,enpitsu,76561198039309853,26.0,-3473.64990234375,4566.2900390625,296.3999938964844,-7926.7999267578125,-7919.7998046875,958.7999725341797,-33.19999933242798,19.600000381469727,11.699999570846558,255.0,,,-0.11587491030972359,-2.372157825418878,-1.5708603559190852,True,,False,6,False,2,,games5425898691,bf81d8692db,21.0,-3857.659912109375,4117.81982421875,889.6699829101562,-10321.8994140625,-17372.39990234375,-10984.300537109375,2233.5000610351562,693.6000061035156,-1679.7999572753906,255.0,154.0,,0.7456503692241366,-2.4416771785687588,-1.631754038494828,True,,False,9,10,False,
49,2909,71,False,False,1,9551.543999339026,3861.52001953125,-3939.52001953125,742.2899780273438,-13016.700439453125,18579.100341796875,-14944.599609375,-844.0000152587891,3339.5999145507812,4912.60009765625,1.0,-1.2353644367237675,-1.1382453226611149,0.3454306720546742,bf81d8692db,games5425898691,21.0,3857.659912109375,-4117.81982421875,889.6699829101562,10321.8994140625,17372.39990234375,-10984.300537109375,-2233.5000610351562,-693.6000061035156,-1679.7999572753906,255.0,154.0,,-0.7456503692241366,2.4416771785687588,-1.631754038494828,True,9,10,,False,False,,76561198039309853,enpitsu,26.0,3473.64990234375,-4566.2900390625,296.3999938964844,7926.7999267578125,7919.7998046875,958.7999725341797,33.19999933242798,-19.600000381469727,11.699999570846558,255.0,,,0.11587491030972359,2.372157825418878,-1.5708603559190852,True,2,False,6,,False,,xx_diogopinho_xx,1942814351299910691,14.0,2940.1298828125,-1754.050048828125,29.229999542236328,9309.199829101562,15535.400390625,-2637.39990234375,-1780.7000732421875,1722.5999450683594,1692.1000671386719,238.0,,,0.18726547552410028,2.2459641558745242,-0.05022676683859949,True,31.0,False,14,4,10,,xx_machado23_xx,1050108442328652631,13.0,4050.5,-3830.3701171875,757.5399780273438,-3528.0999755859375,-17223.299560546875,4404.4000244140625,3451.9000244140625,-4082.9998779296875,-1289.6000671386719,255.0,0.0,,0.18253216366909505,-1.320056949775454,1.5967888483317108,True,99.0,False,10,12,False,
50,3060,77,False,False,0,7888.6064756927135,315.260009765625,-2655.06005859375,120.04000091552734,-299.89999771118164,15639.000244140625,13441.300048828125,5559.6002197265625,2179.4000244140625,-583.4000015258789,0.0,1.1050412103704088,1.2281601156861977,-2.079446274166663,1942814351299910691,xx_diogopinho_xx,14.0,341.8699951171875,-2809.159912109375,17.010000228881836,-5.5000001192092896,15007.900390625,2.3000000417232513,-0.09999999776482582,0.0,2049.499969482422,244.0,255.0,,0.009587138248307531,1.638371470010857,2.6332439766597776e-05,False,10,14,187.0,False,4,,1050108442328652631,xx_machado23_xx,13.0,-3473.25,-3400.239990234375,17.010000228881836,8358.699951171875,-20189.3994140625,2.3999999463558197,0.0,1.0999999940395355,1756.9999694824219,173.0,240.0,,0.009570596087092296,-1.1250374646910444,0.0001586352215432926,True,14,False,16,31.0,False,,enpitsu,76561198039309853,26.0,2447.60009765625,4501.18017578125,17.059999465942383,9907.7001953125,-21.400001049041748,1.8000000715255737,1.4000000059604645,0.0,-2663.2000732421875,255.0,128.0,False,0.016712685481943226,-0.15578866366227456,-0.00017351188941456706,True,,False,8,False,4,,games5425898691,bf81d8692db,21.0,2119.77001953125,3189.56005859375,17.010000228881836,12999.000244140625,-10138.300170898438,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,128.0,,0.00961930156790119,-0.6623904468293269,5.245627515484531e-05,True,,False,12,12,False,
51,3214,83,False,False,1,9727.693280606893,-264.3500061035156,-4518.240234375,524.760009765625,-2116.0000610351562,16829.89990234375,2741.400146484375,5468.4002685546875,534.7000122070312,-2410.500030517578,1.0,1.2856628453141854,-0.36278286205305227,-0.8781093823788522,76561198039309853,enpitsu,26.0,-230.66000366210938,-4743.52978515625,423.7799987792969,-2122.899932861328,10109.000244140625,3853.900146484375,-2700.0,-1515.2999877929688,-563.8000106811523,255.0,255.0,,0.9478708020918373,1.697212752583962,-0.10387714361212277,True,5,10,166.0,False,False,,bf81d8692db,games5425898691,21.0,-1514.4599609375,-4372.18994140625,17.010000228881836,14078.599853515625,-16874.3994140625,2.0999999344348907,2.0000000298023224,-2.7000001072883606,632.2999954223633,255.0,255.0,,-0.009597832531419204,-2.2495559325436885,0.00020059069998372206,True,12,False,12,123.0,False,,xx_diogopinho_xx,1942814351299910691,14.0,133.08999633789062,-5121.2998046875,386.57000732421875,1429.6000671386719,-697.3000335693359,-10484.49951171875,-699.8999786376953,335.29998779296875,-5.799999833106995,236.0,59.0,,-1.1764974159207546,-1.4935258128033115,3.0523084765627244,True,37.0,False,16,6,10,,xx_machado23_xx,1050108442328652631,13.0,-843.0900268554688,-2437.5,17.010000228881836,-10524.100341796875,3282.0001220703125,2.3999999463558197,-0.0,-0.0,-2326.6000366210938,144.0,0.0,,-0.009591192935031752,0.3613424929267703,-2.5352634297105093e-06,True,255.0,False,14,16,False,
52,3258,84,False,False,0,3523.682214859949,594.1599731445312,1946.9200439453125,158.91000366210938,11153.299560546875,10555.799560546875,4223.999938964844,2253.8999938964844,858.7999725341797,-5493.800048828125,0.0,0.48361815720809254,-0.03944772455175794,2.5508063963990284,1050108442328652631,xx_machado23_xx,13.0,558.02001953125,1819.9300537109375,61.91999816894531,-4197.5,6951.300048828125,3023.9999389648438,-1491.0000610351562,1701.199951171875,-2538.2000732421875,142.0,0.0,False,-0.012257810248584862,2.7071762243602913,0.01618006965651725,True,15,18,232.0,False,False,,1942814351299910691,xx_diogopinho_xx,14.0,-402.260009765625,4869.06982421875,16.989999771118164,-3307.0001220703125,-9782.7001953125,4.399999976158142,-0.09999999776482582,-1.1999999731779099,60.59999942779541,238.0,130.0,,0.00954400529819487,-1.8945544984873917,-6.662923221692887e-05,True,10,6,16,0.0,False,,enpitsu,76561198039309853,26.0,566.4600219726562,3359.419921875,172.58999633789062,2066.699981689453,-8738.400268554688,-6099.69970703125,774.1000366210938,-280.49999237060547,-387.00000762939453,255.0,128.0,,-0.27415325791524103,-1.838055723091647,0.5856723484230585,True,166.0,False,10,False,6,,games5425898691,bf81d8692db,21.0,-716.780029296875,4208.419921875,17.010000228881836,-10151.400146484375,-22.40000009536743,2.199999988079071,-1.7000000178813934,-0.09999999776482582,-1817.7999877929688,255.0,60.0,,0.009524171497982169,3.099374634340256,9.369118430777398e-06,True,123.0,False,12,12,False,
