,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
31,2606,70,False,False,1,4650.55207808529,-3003.8798828125,2606.510009765625,131.19000244140625,1266.500015258789,13999.7998046875,4831.700134277344,2966.6000366210938,719.4999694824219,-5165.30029296875,1.0,-0.18113989932966518,0.2553283993800894,1.9636284383485147,76561199067141024,Dudelsack,8.0,-2972.489990234375,2410.22998046875,91.5999984741211,-15340.0,15554.49951171875,3026.7999267578125,-3955.10009765625,-2289.7000122070312,-641.6000366210938,255.0,88.0,False,-0.11273857797261522,0.7386203843595215,0.01973433959220357,True,13,18,4,194.35911388807403,True,,76561198838649612,Lucifer,9.0,-1204.9300537109375,4291.0400390625,145.83999633789062,-3682.3001098632812,-9262.39990234375,-156.30000114440918,5238.3001708984375,-1635.5999755859375,-366.89998626708984,255.0,138.0,,0.06446881552295264,1.7664161347053073,-3.089631752259228,True,19,6,26,,False,,enpitsu,76561198039309853,26.0,-1443.550048828125,4505.97998046875,17.049999237060547,-2602.60009765625,-8772.999877929688,3.400000035762787,-0.0,-0.7999999821186066,-2414.7000122070312,255.0,0.0,False,-0.01667890373341711,-1.2528859940466015,-6.979329176642222e-05,True,8,,False,10,False,,games5425898691,bf81d8692db,17.0,-3181.8701171875,2751.5,83.06999969482422,-7567.8997802734375,-20906.79931640625,222.00000762939453,5467.9998779296875,-95.29999732971191,584.0999984741211,255.0,210.0,,-1.1565757642358323,-0.5994167188625855,-0.9121626658292546,True,198.0,False,24,19,False,
32,2638,71,False,False,0,10050.215244061863,2873.52001953125,-4176.52001953125,262.9700012207031,10473.599853515625,-2061.9000244140625,8777.5,3555.4000854492188,-4356.400146484375,-2093.000030517578,0.0,-0.01566281079391969,-0.7873021729782878,1.9416594724864005,76561198039309853,enpitsu,25.0,2836.159912109375,-4214.31005859375,139.07000732421875,13980.899658203125,-346.6999816894531,2557.4000549316406,-804.4000244140625,1649.7999572753906,-250.59999465942383,128.0,255.0,False,0.07698372855119337,0.11856982381961143,-0.022908856929534455,True,8,12,False,0.0,False,,bf81d8692db,games5425898691,17.0,4078.989990234375,-2554.9599609375,378.3999938964844,-2.800000011920929,-4275.299987792969,2862.0999145507812,2187.5,3.700000047683716,-0.09999999776482582,255.0,0.0,,-0.6776354442672347,-1.5587856737982841,1.5633958394476422,True,20,False,24,228.0,False,,Lucifer,76561198838649612,9.0,1660.469970703125,-3199.590087890625,37.72999954223633,5442.7001953125,10368.1005859375,3275.2999877929688,-92.39999771118164,43.60000133514404,-1219.3000030517578,255.0,71.0,,0.010326345773911148,1.057591567734091,-0.00044573334882902493,True,20,,False,28,6,,Dudelsack,76561199067141024,8.0,4079.840087890625,-3248.389892578125,311.8800048828125,-38.29999923706055,-7251.7999267578125,5290.5999755859375,2396.699981689453,-71.90000057220459,44.699997901916504,255.0,0.0,True,-0.641964686474498,-1.5648361562555464,1.577371588013246,True,187.0,False,18,14,4,
33,2706,73,False,False,0,9356.437816517795,3544.030029296875,-3095.840087890625,187.47000122070312,-6670.8001708984375,16917.5,4491.700134277344,2959.7000122070312,3532.6998901367188,-3841.7999267578125,0.0,0.6171419602309903,-0.16692377986982612,-1.5461104880542202,76561198039309853,enpitsu,25.0,3618.989990234375,-3224.02001953125,64.37999725341797,-12133.399658203125,11024.000244140625,2957.2000122070312,-2446.1000061035156,-3878.800048828125,2554.9000549316406,255.0,0.0,False,0.1179673546299744,2.6376426389259353,0.0062190013774596235,True,9,14,False,208.0,False,,bf81d8692db,games5425898691,17.0,3026.159912109375,-4862.0498046875,60.65999984741211,-13779.000244140625,-8463.900146484375,-2031.199951171875,733.1999969482422,844.7000122070312,-75.10000228881836,255.0,128.0,,0.13122561508516448,-2.5902383315248017,0.6093176309433074,True,20,False,24,211.0,False,,Lucifer,76561198838649612,9.0,3704.27001953125,162.14999389648438,17.010000228881836,-1361.1000061035156,13680.799560546875,2.8999999165534973,0.09999999776482582,0.0,3308.599853515625,225.0,243.0,False,0.009586009585540286,2.20092643348479,5.895917773947538e-05,True,22,255.0,False,28,6,,Dudelsack,76561199067141024,8.0,3620.5400390625,-2904.949951171875,118.55999755859375,873.3999633789062,5806.5997314453125,-154.49999809265137,671.6999816894531,5231.500244140625,1558.800048828125,128.0,128.0,False,-0.8017657828377436,-0.43807424107379345,-2.7217901502884296,True,187.0,False,20,15,4,
34,2751,75,True,True,1,5764.53166541712,-2492.449951171875,476.5,120.87999725341797,6834.2999267578125,19077.5,9316.599731445312,5373.900146484375,-318.1999969482422,-1067.3999786376953,1.0,-0.6733984640866773,-1.5314664906734567,2.652985783751003,76561198838649612,Lucifer,9.0,-2507.93994140625,293.25,53.7400016784668,10196.099853515625,7717.39990234375,2722.39990234375,4635.799865722656,702.6000213623047,2658.800048828125,233.0,242.0,False,0.03510981560961024,2.167037115194731,0.05726842165473746,True,22,30,6,179.0,False,,76561199067141024,Dudelsack,8.0,-3097.14990234375,1875.72998046875,17.030000686645508,7772.2998046875,-11050.400390625,5.199999809265137,-0.19999999552965164,0.7999999821186066,-4.799999892711639,255.0,128.0,False,-0.016725303995798014,-2.183117477022434,6.97693024059991e-05,True,16,4,20,145.0,False,,enpitsu,76561198039309853,25.0,-1981.4599609375,1204.8499755859375,52.08000183105469,-571.5000152587891,-18213.299560546875,3585.7000732421875,2.3000000417232513,15.299999713897705,-2526.3999938964844,128.0,0.0,False,-0.016724429345935023,-1.3296189483106011,-0.0004972484636865163,True,11,192.80358716236648,True,16,False,,games5425898691,bf81d8692db,17.0,-688.1900024414062,4436.080078125,17.0,12187.19970703125,1458.9999389648438,3.6000001430511475,-0.0,-0.0,2299.600067138672,255.0,248.0,,-0.009562361032830044,2.960276153631539,-1.3691583404398389e-05,True,211.0,False,24,20,False,
35,3086,78,False,False,0,5242.080649442731,-87.19999694824219,-39.310001373291016,122.44000244140625,-32031.59912109375,-12430.799560546875,10311.99951171875,-659.4000244140625,1507.2999572753906,-5770.0,0.0,-0.1232498598976872,0.16267828409323445,0.16915308640949558,76561198039309853,enpitsu,25.0,-39.13999938964844,-211.08999633789062,17.049999237060547,12335.6005859375,15148.1005859375,2.8999999165534973,-0.3999999910593033,-0.3999999910593033,1530.8000183105469,255.0,255.0,,0.016767868500401815,0.9125887801116274,0.00025550333678629565,True,False,False,False,0.0,False,,bf81d8692db,games5425898691,17.0,78.93000030517578,-4243.14990234375,17.010000228881836,-847.6000213623047,6969.89990234375,2.0000000298023224,0.0,-0.9000000357627869,-9.300000071525574,255.0,128.0,,0.0095108363311022,1.6903666348588613,8.012861307839773e-05,True,4,False,4,116.0,False,,Lucifer,76561198838649612,8.0,58.959999084472656,132.27999877929688,121.95999908447266,-16615.400390625,-15741.500244140625,-149.0999984741211,-5059.100036621094,964.3000030517578,-1929.9000549316406,255.0,79.0,,-0.4125210779402398,2.155091461165566,-0.7161475487719232,True,3,0.0,False,4,False,,Dudelsack,76561199067141024,9.0,43.279998779296875,1910.77001953125,17.049999237060547,2210.0999450683594,-13786.800537109375,2.5999999046325684,0.0,-0.7000000029802322,53.09999942779541,255.0,128.0,,0.016756630482222815,-1.4054594341720685,-7.381865687020343e-05,True,75.0,False,False,False,False,
36,3163,81,False,False,0,8220.895309962312,-1232.8800048828125,-3073.989990234375,279.07000732421875,-16645.699462890625,9178.300170898438,9405.499877929688,2469.4000244140625,5045.899963378906,-2107.100067138672,0.0,0.08737102654879886,2.25938070661846,0.1824184516840461,bf81d8692db,games5425898691,17.0,-1055.7099609375,-3161.580078125,159.16000366210938,-18240.6005859375,3534.2999267578125,1651.4999389648438,-297.90000915527344,-3899.5001220703125,-551.3999938964844,255.0,175.0,,-0.47363095839935976,2.781935147970021,0.01911540744369004,True,5,6,False,104.05089880061405,True,,76561198039309853,enpitsu,25.0,-3490.330078125,331.1499938964844,22.700000762939453,-15396.199951171875,11128.00048828125,2190.7000732421875,-481.1000061035156,87.20000267028809,-2335.5999755859375,128.0,128.0,False,0.01569446295143536,-0.1702805100860595,-0.016906638386418014,True,False,False,False,0.0,False,,Lucifer,76561198838649612,8.0,-3468.93994140625,183.19000244140625,17.0,-1278.7000274658203,12469.599609375,4.099999964237213,0.19999999552965164,0.3999999910593033,-3316.9000244140625,255.0,0.0,False,0.009582860971607201,1.3966119055987907,-6.320626600608991e-05,True,4,255.0,False,4,False,,Dudelsack,76561199067141024,9.0,-702.969970703125,-1974.5400390625,17.049999237060547,11416.199951171875,-6148.499755859375,3.3000001311302185,1.5999999642372131,0.0,2334.9000549316406,255.0,255.0,False,0.01668989516979986,-0.4268441327700597,-8.973563586571308e-05,True,75.0,False,4,4,False,
37,3240,83,False,False,1,4595.767208905132,2956.39990234375,1031.97998046875,238.30999755859375,-14713.299560546875,28543.30078125,-4573.900146484375,-2890.7998657226562,-2204.9000549316406,4772.900085449219,1.0,-1.0783539184646094,-0.3952826086132184,-3.0077081038822646,76561198838649612,Lucifer,9.0,3046.300048828125,758.1300048828125,213.88999938964844,-5791.300048828125,18807.2998046875,1643.2000732421875,1260.6999969482422,-4798.599853515625,-2373.5000610351562,255.0,255.0,,0.1781144510995878,1.4184228943370738,-2.075768626429426,True,5,6,False,173.0,False,,76561199067141024,Dudelsack,8.0,-1578.2099609375,-2011.0400390625,38.0,-11053.699951171875,-19998.299560546875,-2623.2000732421875,1806.6000366210938,27.5,920.1000213623047,255.0,128.0,,0.2695965962743092,-0.9635091941203527,0.15809244939585826,,6,False,6,32.0,False,,enpitsu,76561198039309853,25.0,3897.02001953125,1140.5899658203125,26.389999389648438,-4953.2000732421875,12575.699462890625,-1385.5000305175781,155.0,2396.1000061035156,-73.80000114440918,255.0,128.0,,-0.09920087154477832,1.1777674962068563,-0.22891874782640426,True,False,,False,False,False,,games5425898691,bf81d8692db,17.0,3677.52001953125,4005.330078125,15.760000228881836,-12792.7001953125,5959.000244140625,-50.0,-646.6000366210938,462.40001678466797,3.799999952316284,255.0,128.0,,-0.014375631023167175,0.4168961194916672,-0.013766148298860354,True,82.0,False,6,6,False,
38,3385,89,False,False,0,8091.228881851436,1113.510009765625,-2697.719970703125,93.08000183105469,-10859.300537109375,9314.89990234375,2424.7999572753906,-3336.6000366210938,-3154.1000366210938,-3862.3001098632812,0.0,0.9783046500316274,0.8418627846795164,-2.588595597658728,76561198039309853,enpitsu,26.0,1153.2099609375,-2815.780029296875,116.6500015258789,4959.700012207031,14221.600341796875,850.8999633789062,-1817.5999450683594,1313.800048828125,5021.9000244140625,255.0,128.0,,1.1105008465938688,-2.3578938279962802,2.2118116969129393,True,1,2,False,31.0,False,,bf81d8692db,games5425898691,17.0,1197.8299560546875,-2869.75,84.5,9264.500122070312,19880.10009765625,1914.7999572753906,-4531.000061035156,3116.6000366210938,-81.00000381469727,255.0,150.0,,0.7181106728680287,0.8075818623321803,0.13466779224203684,True,9,False,10,91.0,False,,Lucifer,76561198838649612,9.0,1271.3900146484375,-2642.1201171875,153.11000061035156,-3744.5999145507812,3655.4000854492188,69.60000038146973,4179.599914550781,-3369.8001098632812,1193.3000183105469,244.0,0.0,False,1.0288951374750317,-2.584322851362141,0.03735348037699888,True,9,173.0,False,10,False,,Dudelsack,76561199067141024,8.0,1521.4200439453125,-897.77001953125,17.030000686645508,-2365.0,-20058.199462890625,5.099999904632568,0.0,-0.29999999329447746,44.80000019073486,255.0,128.0,,0.01677096305038036,-1.6832746698980645,-4.2476981368698475e-05,True,228.0,False,6,6,False,
39,3456,91,False,False,1,6760.193516482592,1618.0699462890625,-1581.52001953125,96.43000030517578,14591.199951171875,-17561.400146484375,910.1000213623047,1535.0,-90.20000457763672,1869.9000549316406,1.0,-0.17041012441844627,0.06316861207397477,1.684512653722633,76561199067141024,Dudelsack,8.0,1450.47998046875,-1467.780029296875,16.8700008392334,10846.99951171875,-17539.200439453125,-26.30000114440918,-553.6999893188477,-602.2999954223633,709.0000152587891,255.0,128.0,False,-0.0016363177577780703,-2.144890629484417,0.00367294810734802,True,6,6,False,173.0,False,,76561198838649612,Lucifer,9.0,-1022.6199951171875,-817.7100219726562,152.88999938964844,-3914.2001342773438,-19018.199462890625,531.3999938964844,503.10001373291016,65.3000020980835,-199.69999313354492,228.0,129.0,False,-0.8977676773952805,-1.1807549876376604,-0.09512756515429238,False,10,False,12,115.0,False,,enpitsu,76561198039309853,26.0,264.9800109863281,-142.6199951171875,71.26000213623047,15269.69970703125,-11411.99951171875,-1831.4999389648438,1291.6999816894531,2246.3999938964844,15.099999904632568,255.0,255.0,,0.5094001582658179,-2.6162202201096605,0.006812986746711678,True,4,0.0,False,4,False,,games5425898691,bf81d8692db,18.0,-335.5299987792969,-1589.77001953125,16.989999771118164,19107.60009765625,-12775.30029296875,4.399999976158142,0.5000000074505806,-0.29999999329447746,0.0,255.0,128.0,,-0.009596064835373858,-2.552261319057689,-5.404601773055836e-05,True,69.0,False,10,10,False,
40,3516,93,False,False,1,9749.089739980978,3714.139892578125,-4192.89013671875,618.6199951171875,1861.6000366210938,11686.300048828125,10132.80029296875,3203.3999633789062,351.3999938964844,5061.000061035156,1.0,-0.08465174386294959,-0.7926263814365021,-2.9252119807675783,76561199067141024,Dudelsack,8.0,3686.9599609375,-4353.08984375,514.0800170898438,6835.999755859375,6878.4002685546875,8709.099731445312,-1504.4000244140625,1591.300048828125,-26.099998950958252,255.0,255.0,,0.6951935927831933,2.3738702906934246,-1.5609646226110712,True,6,6,False,255.0,False,,76561198838649612,Lucifer,9.0,-192.47999572753906,-4235.43017578125,17.010000228881836,14298.299560546875,-9506.099853515625,2.199999988079071,-0.3999999910593033,0.19999999552965164,1705.5000305175781,220.0,240.0,,-0.00960105253257203,-2.5925990317892045,0.00016026654552416358,True,10,False,12,176.0,False,,enpitsu,76561198039309853,25.0,3477.159912109375,-75.66000366210938,17.059999465942383,1438.800048828125,-5901.199951171875,1.1999999731779099,-0.0,0.7999999821186066,-382.79998779296875,128.0,128.0,False,-0.01684540964898113,-1.7318464522816333,0.000211219872114249,True,4,255.0,False,4,False,,games5425898691,bf81d8692db,18.0,3114.0,-658.489990234375,16.989999771118164,6875.30029296875,20328.900146484375,4.600000083446503,0.9000000357627869,2.8999999165534973,450.60001373291016,255.0,224.0,,-0.009585093114634532,1.8975957014568827,2.8052617437525704e-05,False,52.0,False,10,10,False,
41,3555,95,False,False,1,8305.24279673434,3962.489990234375,-2578.39990234375,1378.239990234375,-4123.299865722656,14499.100341796875,2525.2000427246094,2296.3999938964844,-1633.3000183105469,5297.0001220703125,1.0,-1.0246310093374114,-2.934880106384658,-2.7270958022811156,76561199067141024,Dudelsack,9.0,4078.969970703125,-2702.610107421875,1305.5699462890625,-3.6000001430511475,16982.39990234375,3228.0999755859375,-1464.9000549316406,-0.29999999329447746,-0.09999999776482582,187.0,255.0,,0.1884799857907262,1.5878763705714538,-1.5673411312171233,True,6,6,False,189.0,False,,76561198838649612,Lucifer,9.0,1244.6600341796875,-3187.090087890625,17.010000228881836,965.8000183105469,14427.19970703125,2.0999999344348907,-0.0,0.29999999329447746,330.09998321533203,221.0,138.0,,-0.009576778240090827,1.6252464063515988,-6.235465500240319e-05,True,10,False,12,176.0,False,,enpitsu,76561198039309853,26.0,3502.330078125,0.09000000357627869,17.059999465942383,-211.10000610351562,8299.7998046875,1.1999999731779099,-0.7999999821186066,-0.0,0.0,0.0,128.0,False,-0.01697700981622916,-1.5962594768733536,2.4539161776235713e-06,True,4,255.0,False,4,False,,games5425898691,bf81d8692db,17.0,3333.1201171875,2649.6201171875,55.56999969482422,860.5999755859375,22861.39892578125,-1885.0,-2350.800018310547,78.80000114440918,0.0,255.0,128.0,,0.45953232349454914,1.604576810525337,-0.0002401449614547244,True,52.0,False,12,12,False,
42,3599,96,False,False,1,5920.446332677948,3298.590087890625,-271.0299987792969,948.6500244140625,-8962.80029296875,19617.099609375,559.7999954223633,159.89999771118164,5256.5997314453125,2888.0999755859375,1.0,0.04555348852833221,0.17532542078547045,-3.1170087864134035,76561199067141024,Dudelsack,9.0,3368.760009765625,-399.8999938964844,823.2999877929688,-15426.099853515625,14851.700439453125,-2428.0999755859375,3433.0999755859375,-4296.600036621094,-47.89999961853027,255.0,255.0,,-0.001826185437990026,0.53684244789806,-0.1469077402042123,False,7,8,False,117.0,False,,76561198838649612,Lucifer,9.0,2290.89990234375,-611.6300048828125,175.17999267578125,13509.3994140625,17617.39990234375,2768.699951171875,2188.300018310547,2909.7000122070312,4095.8999633789062,228.0,6.0,,0.86648747073855,1.9123525886280757,0.5781769542935723,True,10,False,14,129.7553805920385,True,,enpitsu,76561198039309853,25.0,2931.080078125,1317.3399658203125,17.059999465942383,-118.59999656677246,-810.0,1.4000000059604645,1.899999976158142,0.09999999776482582,16.59999966621399,255.0,128.0,False,-0.01641874751754759,-1.48822172818481,3.181677573012838e-05,True,4,242.42102358930853,True,4,False,,games5425898691,bf81d8692db,17.0,1523.0400390625,4447.9599609375,17.010000228881836,-4215.299987792969,1834.1999816894531,2.0999999344348907,0.7000000029802322,-0.19999999552965164,-15.099999904632568,0.0,128.0,,-0.009952777139842823,0.41531449492035805,5.8690792203157365e-05,True,255.0,False,12,12,False,
43,3747,102,False,False,1,1534.4229205069432,435.94000244140625,3676.169921875,102.19999694824219,-17483.1005859375,1193.7000274658203,3777.2000122070312,5022.0001220703125,1987.2999572753906,-2613.2998657226562,1.0,0.37803474964158945,1.8253380845470415,-2.738040186150039,76561199067141024,Dudelsack,8.0,671.4000244140625,3633.6201171875,17.049999237060547,-14168.499755859375,-1649.7999572753906,-2.0000000298023224,11.299999952316284,2.199999988079071,397.20001220703125,255.0,0.0,,-0.01674471030047945,-0.21317236284457056,-0.0005686267221023176,True,8,8,False,117.06628801489389,True,,76561198838649612,Lucifer,8.0,2234.800048828125,1339.7900390625,17.010000228881836,-11312.80029296875,5072.300109863281,2.0999999344348907,-2.5999999046325684,1.0999999940395355,406.1000061035156,229.0,174.0,,-0.009570167304554547,0.4269435591108074,1.755468390584791e-05,True,10,False,14,108.8581590601193,True,,enpitsu,76561198039309853,26.0,90.44000244140625,5923.02978515625,109.37000274658203,-10878.900146484375,-3783.5000610351562,-4548.299865722656,-2504.7000122070312,-1940.2999877929688,1496.199951171875,255.0,255.0,,-0.4328898310215837,-0.4417855340780775,-0.7790905738769884,True,4,211.0,False,4,False,,games5425898691,bf81d8692db,17.0,515.27001953125,3947.989990234375,16.989999771118164,-15873.499755859375,-15626.400146484375,2.3999999463558197,0.19999999552965164,0.19999999552965164,1821.1000061035156,255.0,255.0,,-0.009589618450279154,-0.8370663687526791,9.115213590537505e-05,True,129.0662880148939,True,14,14,False,
44,3824,105,False,False,0,10099.099014863292,3741.219970703125,-3831.510009765625,101.56999969482422,2191.300048828125,13754.7998046875,4627.39990234375,1937.2999572753906,1735.0999450683594,5407.0001220703125,0.0,0.34961735993940807,-0.15881031545442484,0.09205138757912408,bf81d8692db,games5425898691,17.0,3849.31005859375,-3921.64990234375,32.2400016784668,11762.099609375,15240.699462890625,1411.9999694824219,-703.0999755859375,-1593.5000610351562,1965.7000732421875,255.0,255.0,,-0.03935272502309814,0.9867869660933744,-0.3607965408784914,True,14,14,False,0.0,False,,76561198039309853,enpitsu,26.0,2491.800048828125,-4313.669921875,17.040000915527344,-4751.7999267578125,-1121.6000366210938,3.700000047683716,0.0,-0.5999999865889549,0.0,0.0,128.0,,0.017004453777044716,0.2318191177736201,8.289396987292015e-06,True,4,False,4,133.0,False,,Lucifer,76561198838649612,8.0,3225.260009765625,-78.88999938964844,16.989999771118164,22831.298828125,170.10000228881836,5.199999809265137,-1.8000000715255737,0.0,1830.7000732421875,225.0,244.0,,0.009586761244643032,0.0676601268361417,0.00015711064844156012,True,12,19.0,False,16,False,,Dudelsack,76561199067141024,9.0,3826.14990234375,-2486.469970703125,17.56999969482422,7390.7000732421875,-19976.300048828125,190.9000015258789,-336.89998626708984,-687.6000213623047,-154.60000038146973,255.0,128.0,,-5.493727446192016e-05,-1.2260338151833878,0.01904138045933614,True,36.0,False,8,8,False,
45,3838,105,False,False,1,5145.63365422009,-3837.64990234375,3122.550048828125,258.3299865722656,10054.600219726562,-8512.60009765625,4740.10009765625,1002.3999786376953,-772.2000122070312,-1900.0,1.0,0.22896889134707119,-2.8944148715999316,0.8140570214449602,76561199067141024,Dudelsack,9.0,-3995.14990234375,3083.60009765625,206.0399932861328,3864.2001342773438,-6213.800048828125,6804.89990234375,-2740.7000732421875,1531.6000366210938,-3392.7999877929688,255.0,0.0,,-0.06988750311370527,1.8830676685515415,1.0839085887083293,True,8,10,False,21.0,False,,76561198838649612,Lucifer,8.0,-4072.780029296875,-417.9100036621094,191.97000122070312,-2866.6000366210938,-15742.2998046875,10391.099853515625,1853.0999755859375,4675.299987792969,455.60001373291016,219.0,199.0,,0.5692375154640751,-1.4165280702617857,-1.263531042298635,True,12,False,16,255.0,False,,enpitsu,76561198039309853,26.0,-2123.72998046875,4400.5400390625,17.040000915527344,9046.099853515625,2135.2000427246094,3.700000047683716,-0.0,0.5999999865889549,0.0,0.0,128.0,,-0.016929429096743727,-0.23181896436581642,-4.470043425510499e-07,True,4,133.0,False,4,False,,games5425898691,bf81d8692db,17.0,-3990.429931640625,3538.010009765625,169.72000122070312,514.900016784668,11687.39990234375,4480.299987792969,-4343.800048828125,-2618.2000732421875,-563.6000061035156,0.0,7.0,,0.5239298013787553,-0.9462669208357176,-0.2889302630748994,True,0.0,False,14,14,False,
46,4021,112,False,False,1,5718.0231222354705,311.9800109863281,-548.1199951171875,95.41999816894531,2563.800048828125,4952.799987792969,3303.0999755859375,2979.1000366210938,1648.6000061035156,3757.60009765625,1.0,-0.1550252716446948,-2.9081760700696266,-2.100468774759386,76561198838649612,Lucifer,9.0,323.260009765625,-699.739990234375,16.6200008392334,4446.600036621094,3475.8999633789062,-400.60001373291016,-499.39998626708984,896.5000152587891,-1569.1000366210938,255.0,128.0,,-0.018070046523543163,2.430171439564209,0.002218555856672507,True,14,18,False,254.0,False,,76561199067141024,Dudelsack,8.0,-2255.68994140625,-4187.43994140625,17.049999237060547,20235.400390625,2902.6998901367188,1.899999976158142,-1.8000000715255737,-0.29999999329447746,866.1000061035156,255.0,128.0,,-0.016782469761236412,2.9341682870435566,-0.0002654977776898203,True,10,False,12,224.0,False,,enpitsu,76561198039309853,26.0,-54.54999923706055,5670.31982421875,29.520000457763672,-4.099999964237213,-2207.7999877929688,-82.60000228881836,5.600000023841858,-0.3999999910593033,20.399999618530273,,,True,-0.05592173826283886,-1.5818874248016692,0.0004475861409534039,True,4,133.0,False,4,False,,games5425898691,bf81d8692db,17.0,-771.3499755859375,4310.58984375,17.0,5573.800048828125,-5725.3997802734375,3.3000001311302185,0.9000000357627869,-1.8000000715255737,-699.8999786376953,255.0,128.0,,-0.009633401710125819,-2.295993142280988,0.00020296701250706022,True,235.0,False,14,14,False,
47,4052,113,False,False,1,5068.9480114976795,513.8200073242188,85.4800033569336,142.50999450683594,-1119.3000030517578,9175.10009765625,711.9999694824219,1525.2999877929688,2508.3999633789062,2702.9000854492188,1.0,0.2760587481501361,-2.594942641587058,-3.0455849478588046,76561198838649612,Lucifer,9.0,574.5999755859375,-55.56999969482422,16.979999542236328,-1061.9999694824219,9391.699829101562,4.699999988079071,7.599999904632568,11.100000143051147,-311.9000053405762,255.0,110.0,,-0.009940130644332074,1.4474108873706124,-0.00029562170642479505,True,14,18,False,247.72639130520565,True,,76561199067141024,Dudelsack,8.0,-52.880001068115234,-3300.18994140625,17.049999237060547,10287.099609375,19591.99951171875,2.5,0.29999999329447746,1.0000000149011612,192.60000228881836,255.0,128.0,,-0.01677374336000731,2.0347142447173843,-0.0001442718471521238,True,10,False,12,208.0,False,,enpitsu,76561198039309853,25.0,-53.630001068115234,5484.58984375,22.209999084472656,-1.899999976158142,-475.0,-17.899999618530273,-0.7000000029802322,-0.0,2.3000000417232513,128.0,,True,-0.05629956600458897,-1.5915647091063825,0.0008137864343026855,True,4,133.0,False,4,False,,games5425898691,bf81d8692db,17.0,-360.1600036621094,3755.139892578125,17.0,945.2999877929688,-1841.9999694824219,3.400000035762787,-0.3999999910593033,-0.09999999776482582,0.0,255.0,128.0,,-0.009494814237789122,-2.044936282999629,1.002822234671189e-05,True,235.0,False,14,14,False,
