,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,169,0,False,False,1,5235.378767632429,-13.6899995803833,-15.739999771118164,118.91999816894531,3621.9000244140625,20211.300048828125,14058.299560546875,5512.5,-2116.7999267578125,1063.3999633789062,1.0,-0.013509843800147454,-0.0031384267846167224,-0.06193890064136416,76561198039309853,enpitsu,29.0,-88.62000274658203,-255.2899932861328,68.83999633789062,8662.2998046875,21140.400390625,2636.9000244140625,-4545.299987792969,1468.699951171875,461.1000061035156,255.0,128.0,,-0.13859108422325145,1.8727647674740049,-8.57761817783206e-05,True,0.0,False,2,False,1,,bf81d8692db,games5425898691,18.0,2690.219970703125,-4060.429931640625,17.010000228881836,17194.300537109375,-5896.500244140625,2.3000000417232513,-0.9000000357627869,0.5999999865889549,1695.8000183105469,128.0,255.0,,-0.009625830575098127,-2.8518742211789214,0.00017137979362641612,True,False,False,False,0.0,False,,Feerayx,b578b0ad97b,11.0,54.939998626708984,104.51000213623047,72.05000305175781,-8085.999755859375,-18379.599609375,1509.1999816894531,5432.8997802734375,440.40000915527344,734.3000030517578,255.0,255.0,,-0.5110671363980114,-0.7727081203634836,-0.517113319757367,True,0.0,False,3,4,False,,FrightenedCat74,b2be06aff8b,7.0,27.469999313354492,4184.08984375,17.010000228881836,-757.6000213623047,-6475.2001953125,2.0000000298023224,0.19999999552965164,-0.5999999865889549,0.3999999910593033,255.0,128.0,,-0.00948137260763539,-1.4544013164581104,-4.802049474956634e-05,True,False,116.0,False,False,False,
1,170,0,False,False,0,5202.88867625408,23.739999771118164,19.049999237060547,195.57000732421875,3047.39990234375,-3797.0999145507812,23493.1005859375,5811.400146484375,-1051.2000274658203,1059.1999816894531,0.0,-0.06131286893741962,0.059136866127849,0.28539453106241486,b578b0ad97b,Feerayx,11.0,-54.939998626708984,-104.51000213623047,72.05000305175781,8085.999755859375,18379.599609375,1509.1999816894531,-5432.8997802734375,-440.40000915527344,734.3000030517578,255.0,255.0,,0.5110671363980114,0.7727081203634836,-0.517113319757367,True,0.0,False,4,False,3,,b2be06aff8b,FrightenedCat74,7.0,-27.469999313354492,-4184.08984375,17.010000228881836,757.6000213623047,6475.2001953125,2.0000000298023224,-0.19999999552965164,0.5999999865889549,0.3999999910593033,255.0,128.0,,0.00948137260763539,1.4544013164581104,-4.802049474956634e-05,True,False,False,False,116.0,False,,enpitsu,76561198039309853,29.0,26.149999618530273,106.4000015258789,82.13999938964844,-6598.3001708984375,-15517.60009765625,1105.2999877929688,5378.2000732421875,-1080.8000183105469,395.0,255.0,128.0,,0.7910332722584834,-1.8158832491294423,-0.04344530620797137,True,0.0,False,1,2,False,,games5425898691,bf81d8692db,18.0,-2833.75,4098.72998046875,17.010000228881836,-17206.800537109375,3465.8999633789062,2.3000000417232513,0.7000000029802322,-0.29999999329447746,1853.0999755859375,128.0,255.0,,0.00963708102077141,3.001778787166039,7.691791012950472e-05,True,False,0.0,False,False,False,
2,308,5,False,False,0,5965.868517324813,850.72998046875,-564.4299926757812,526.0,6944.5001220703125,11381.800537109375,1351.3999938964844,2935.7000732421875,-50.900001525878906,1504.6000671386719,0.0,0.7576356461685171,-0.5549304584743682,0.8356822911990783,b2be06aff8b,FrightenedCat74,7.0,802.1799926757812,-632.4199829101562,430.25,2095.399932861328,9152.899780273438,-1104.7000122070312,-1488.8999938964844,3143.9999389648438,-4260.0,255.0,128.0,False,0.6715674060279032,1.8302385973492186,2.5761231509534244,True,66.0,False,4,False,3,,b578b0ad97b,Feerayx,11.0,3364.43994140625,-1865.6099853515625,17.0,-10622.60009765625,-14334.89990234375,3.1999999284744263,0.0,-0.3999999910593033,-592.2000122070312,221.0,80.0,,0.009546643630024644,-2.218222072585956,-8.870070527108967e-05,True,6,6,False,227.0,False,,enpitsu,76561198039309853,29.0,1300.31005859375,1188.3399658203125,102.44999694824219,-4040.7998657226562,17949.3994140625,-158.29999923706055,-5490.0,-324.00001525878906,-63.20000171661377,255.0,128.0,,1.3217582916251314,-1.4664849786243535,-3.0947784525751554,True,,False,5,6,False,,games5425898691,bf81d8692db,18.0,866.5499877929688,-453.8500061035156,633.27001953125,9427.000122070312,-20953.60107421875,1037.2000122070312,5041.000061035156,-304.59999084472656,368.8999938964844,255.0,111.0,,0.6497237737955553,-1.5756868950382266,0.30132463455410025,True,4,72.50996991639501,True,False,False,
3,309,5,False,False,1,4885.739034324417,-918.6799926757812,603.77001953125,519.1599731445312,-17553.800048828125,14964.300537109375,-2114.2999267578125,-4545.299987792969,3847.0999145507812,-734.3000030517578,1.0,-0.9676443823008154,0.1349313777259406,1.522325000960979,bf81d8692db,games5425898691,18.0,-866.5499877929688,453.8500061035156,633.27001953125,-9427.000122070312,20953.60107421875,1037.2000122070312,-5041.000061035156,304.59999084472656,368.8999938964844,255.0,111.0,,-0.6497237737955553,1.5756868950382266,0.30132463455410025,True,69.37646433358556,True,4,False,False,,76561198039309853,enpitsu,29.0,-1266.6099853515625,-1337.8199462890625,101.05000305175781,4038.2998657226562,-17922.099609375,-166.70000076293945,5490.0,324.00001525878906,-63.20000171661377,255.0,128.0,,-0.7190663142612522,1.5017351380608708,-3.1262432756932728,True,6,5,False,,False,,Feerayx,b578b0ad97b,11.0,-3291.85009765625,1959.739990234375,17.0,11116.199951171875,13934.599609375,3.1999999284744263,0.09999999776482582,0.5999999865889549,-684.4999694824219,227.0,80.0,,-0.009538415302077418,2.261677140636921,-5.948790592636076e-05,True,227.0,False,6,6,False,,FrightenedCat74,b2be06aff8b,7.0,-802.1799926757812,632.4199829101562,430.25,-2095.399932861328,-9152.899780273438,-1104.7000122070312,1488.8999938964844,-3143.9999389648438,-4260.0,255.0,128.0,False,-0.6715674060279032,-1.8302385973492186,2.5761231509534244,True,4,66.0,False,False,3,
4,428,9,False,False,0,10721.081809167548,2515.97998046875,-5023.66015625,187.24000549316406,-19510.2001953125,1960.2999877929688,1638.0000305175781,-3990.7998657226562,-757.7999877929688,4415.7000732421875,0.0,1.1498642129835033,0.6816882817289714,1.6265543726494898,b578b0ad97b,Feerayx,11.0,2731.679931640625,-5053.7998046875,81.19000244140625,-15522.60009765625,-5469.69970703125,1880.8999633789062,-2263.8999938964844,-1183.499984741211,-3001.9000244140625,255.0,0.0,,-0.08039940550162873,-2.8113127175044412,0.9372933033896237,False,108.40535058001035,True,8,False,8,,b2be06aff8b,FrightenedCat74,7.0,3685.4599609375,-2046.0400390625,83.44999694824219,1242.7999877929688,-21257.60009765625,-148.29999923706055,5479.2999267578125,-474.50000762939453,41.70000076293945,243.0,0.0,False,-0.6367054462153259,1.4476348011113531,-3.0824659849167015,True,6,5,False,0.0,False,,enpitsu,76561198039309853,29.0,2591.27001953125,1936.3699951171875,99.80999755859375,-8067.0001220703125,-18858.00048828125,-151.8000030517578,4982.9998779296875,-2327.899932861328,-8.399999737739563,128.0,128.0,False,-0.35527415908095455,1.1331803962034737,-3.139925968651682,True,212.0,False,7,8,False,,games5425898691,bf81d8692db,18.0,3295.0,-4744.91015625,388.6499938964844,-5630.4998779296875,-5630.4998779296875,-510.60001373291016,1737.7000427246094,-1737.4000549316406,0.29999999329447746,255.0,0.0,,0.041025198396997344,-2.3466841006977193,1.5711761555774653,True,4,255.0,False,False,False,
5,457,10,False,False,0,10044.114979843127,497.7099914550781,-4806.9501953125,131.47999572753906,-20412.80029296875,6035.9002685546875,2786.7001342773438,-1154.1999816894531,-526.8000030517578,-267.09999084472656,0.0,0.29712589477022316,0.8337257278289011,1.5814221353110594,b578b0ad97b,Feerayx,11.0,657.6699829101562,-4935.419921875,19.389999389648438,-19794.3994140625,3323.0999755859375,2981.7001342773438,-64.0999984741211,-5.899999737739563,-15.099999904632568,128.0,128.0,,0.008890500716893611,2.9731848808316252,-0.002878108904729277,False,62.0,False,9,False,8,,b2be06aff8b,FrightenedCat74,7.0,3219.77001953125,-4159.5,16.989999771118164,-17658.900146484375,-11822.80029296875,4.799999892711639,-0.19999999552965164,-0.19999999552965164,-2003.2000732421875,244.0,0.0,False,0.009585302466054775,-2.629852722146345,-4.0844601929224804e-05,True,6,6,False,9.0,False,,enpitsu,76561198039309853,29.0,1512.3299560546875,136.8800048828125,17.059999465942383,-17578.499755859375,-7944.2999267578125,2.0000000298023224,-0.5999999865889549,0.09999999776482582,-2048.800048828125,255.0,128.0,False,0.016798449118024448,-2.791478811154493,-3.665100632153415e-05,True,212.0,False,8,8,False,,games5425898691,bf81d8692db,18.0,2007.3800048828125,-4945.68994140625,17.440000534057617,-20212.099609375,2066.699981689453,-69.0999984741211,257.8000068664551,-25.799999237060547,26.500000953674316,255.0,128.0,,0.01693430068784319,3.039481346324418,0.015832499246235813,True,4,170.3893763019193,True,False,False,
6,530,13,False,False,0,9111.414380109802,-4002.320068359375,-3425.550048828125,258.4599914550781,1108.3000183105469,11616.8994140625,13917.7001953125,3381.0000610351562,1433.800048828125,-2011.6999816894531,0.0,0.3203280785799317,2.531648042255647,3.0497390409780785,b578b0ad97b,Feerayx,11.0,-4032.219970703125,-3514.22998046875,109.58999633789062,-8743.499755859375,8650.399780273438,10763.800048828125,-804.4000244140625,5264.69970703125,-1372.8999328613281,255.0,15.0,,-0.7701894512886127,2.3425110932917064,0.5915922348402198,True,226.78369023466624,True,10,False,8,,b2be06aff8b,FrightenedCat74,7.0,-2340.820068359375,-4202.08984375,17.010000228881836,-21405.2001953125,3607.60009765625,2.199999988079071,-3.4999999403953552,0.5000000074505806,-1145.4000091552734,226.0,111.0,False,0.009589316991688754,2.9200848061176536,-1.8800163383294015e-05,True,8,6,False,92.0,False,,enpitsu,76561198039309853,29.0,-2741.489990234375,206.8800048828125,17.049999237060547,-5703.2000732421875,6557.80029296875,3.3000001311302185,-0.29999999329447746,0.19999999552965164,-2467.2000122070312,255.0,0.0,False,0.016668784606201588,2.2577053875119044,-2.6731188634731708e-05,True,252.0,False,8,10,False,,games5425898691,bf81d8692db,18.0,-3266.989990234375,-2456.68994140625,16.989999771118164,-6882.19970703125,21564.49951171875,4.600000083446503,0.0,-0.29999999329447746,-248.60000610351562,255.0,128.0,,0.009590946143711176,1.8539986367672927,0.0001341914847754591,False,4,119.0,False,False,False,
7,570,14,False,False,0,7504.971575075811,-3840.090087890625,-1763.4000244140625,1563.239990234375,4633.800048828125,16087.5,7450.7000732421875,157.5,-459.39998626708984,1216.2999725341797,0.0,0.49881964970449405,2.72413491627949,-3.0980465736191665,b578b0ad97b,Feerayx,12.0,-3895.10009765625,-1889.0,1448.989990234375,5030.5999755859375,13549.89990234375,5714.4000244140625,-445.49999237060547,-2052.899932861328,-727.3999786376953,128.0,128.0,False,-0.5972950252397143,1.4616861934478256,0.6204824940736428,True,190.72041289524364,True,12,False,8,,b2be06aff8b,FrightenedCat74,7.0,-3673.389892578125,-2262.739990234375,16.639999389648438,12824.3994140625,8408.699951171875,85.29999732971191,20.09999990463257,72.1999979019165,-2024.6000671386719,255.0,0.0,False,0.006512069939022919,0.5114687561385302,-0.003856805226683508,True,8,6,False,92.0,False,,enpitsu,76561198039309853,29.0,-2369.0,1736.3699951171875,17.049999237060547,5063.800048828125,12711.700439453125,2.5999999046325684,-0.29999999329447746,-0.5000000074505806,0.0,255.0,,,0.01673582867793318,1.19168812852633,5.193351693242245e-05,True,252.0,False,8,10,False,,games5425898691,bf81d8692db,18.0,-3686.570068359375,757.9600219726562,16.989999771118164,-1707.4000549316406,22459.599609375,4.600000083446503,0.0,-0.19999999552965164,0.0,255.0,,,0.009596017173185544,1.6466699238795754,2.828112673775268e-05,True,4,255.0,False,False,False,
8,597,15,False,False,0,5896.614668135895,-3390.219970703125,-203.1199951171875,1940.3699951171875,5554.7998046875,16766.8994140625,1186.500015258789,2170.8999633789062,-1059.800033569336,1309.1000366210938,0.0,1.1585396358737226,-2.8061981416662936,2.608647454932186,b578b0ad97b,Feerayx,12.0,-3443.659912109375,-391.9700012207031,1780.3900146484375,4646.300048828125,16810.400390625,573.4999847412109,1430.5000305175781,1680.3999328613281,-359.90001678466797,128.0,17.0,False,-0.5469760476641232,2.3487173838158553,0.16304229908758394,True,164.0,False,12,False,8,,b2be06aff8b,FrightenedCat74,7.0,-2604.43994140625,-1528.9000244140625,17.020000457763672,-356.30001068115234,12480.0,1.4000000059604645,0.0,-0.5000000074505806,2745.8999633789062,211.0,255.0,False,0.009583061094184378,1.729164273865155,-1.2579315416400485e-05,True,8,6,False,92.0,False,,enpitsu,76561198039309853,29.0,-1903.1600341796875,3108.75,17.049999237060547,1455.8000183105469,13260.30029296875,3.0000001192092896,0.0,-0.19999999552965164,2818.900146484375,255.0,255.0,True,0.01673879419006121,2.039238644994874,6.415235795982765e-05,True,252.0,False,8,10,False,,games5425898691,bf81d8692db,18.0,-4000.81005859375,2820.52001953125,81.88999938964844,-833.3000183105469,22106.69921875,950.0,-1277.2000122070312,708.7000274658203,-1095.8000183105469,255.0,0.0,,-0.014786010988232198,1.5997459773016247,0.7619855541134657,True,4,255.0,False,False,False,
9,644,17,False,False,0,3007.960318680689,-2464.530029296875,2573.3798828125,1211.8199462890625,9665.900268554688,15398.399658203125,-8145.0,2420.0999450683594,-109.20000076293945,711.9999694824219,0.0,0.02995354410743191,-2.890064100687084,-2.493365063267937,b578b0ad97b,Feerayx,12.0,-2594.340087890625,2599.169921875,1105.75,5300.7000732421875,15451.500244140625,-7735.8001708984375,-1582.1000671386719,2502.5,-4617.39990234375,128.0,247.0,True,-1.2650567478552595,-2.4042810392788097,0.08192205949056558,True,110.33229263110826,True,12,False,8,,b2be06aff8b,FrightenedCat74,7.0,-3722.93994140625,283.0199890136719,17.020000457763672,3682.0001220703125,12762.2998046875,1.0999999940395355,-0.09999999776482582,0.0,-2268.2000732421875,255.0,0.0,False,0.009552978614511721,1.2218333938130959,4.915922723047762e-06,True,8,6,False,92.0,False,,enpitsu,76561198039309853,29.0,-1427.1600341796875,4439.33984375,17.049999237060547,8247.999877929688,3043.800048828125,2.7000001072883606,0.3999999910593033,0.7000000029802322,-0.7999999821186066,255.0,128.0,False,0.016740875297198008,-2.7897686347474644,5.5148279848703545e-05,True,255.0,False,8,10,False,,games5425898691,bf81d8692db,18.0,-2730.1298828125,4899.22998046875,17.200000762939453,12406.700439453125,4425.799865722656,-60.300002098083496,-292.39999771118164,-190.20000457763672,-1165.4000091552734,255.0,25.0,,0.01649868580919341,0.3130937516123036,0.013850015451151915,True,4,255.0,False,False,False,
