,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_boost_collect,opp_2_handbrake
0,168,0.0,False,False,1,5199.53129351854,11.6899995803833,16.219999313354492,91.68000030517578,13406.300048828125,24879.69970703125,1409.9000549316406,-3016.400146484375,2030.0,4772.799987792969,1.0,0.0228421818026117,-0.0514012142557696,0.032136006088972276,2535469286586068,XyLoX RezzeL,7.0,-109.12000274658203,-187.4499969482422,78.73999786376953,18033.599853515625,13901.300048828125,3210.2999877929688,409.50000762939453,4471.300048828125,-2073.0999755859375,254.0,17.0,,-0.1254597181708985,2.24690104966445,0.03875843101694536,True,0.0,False,5,False,6,,b2563d2b4eb,needez_,9.0,2558.06005859375,-4029.820068359375,17.049999237060547,16581.700439453125,-5718.4002685546875,3.1999999284744263,0.19999999552965164,-0.0,2062.7999877929688,255.0,255.0,True,-0.01677693525328079,-2.873278067145025,0.00011458310860282339,True,False,False,False,0.0,False,,enpitsu,76561198039309853,25,6.170000076293945,3206.050048828125,17.049999237060547,379.7999954223633,-14893.599853515625,2.5,0.29999999329447746,-0.29999999329447746,1.5999999642372131,255.0,128.0,False,-0.016748531536637645,-1.5965323864682053,-2.869131736094258e-05,True,False,False,31.0,False,False,,games5425898691,bf81d8692db,17.0,107.01000213623047,625.7000122070312,56.779998779296875,-1987.1000671386719,-22696.0009765625,3098.900146484375,2584.4000244140625,419.90001678466797,1021.6000366210938,128.0,141.0,-0.05575700484263302,-1.5659716034113291,-0.012529607759350544,True,4,False,0.0,False,3,,
1,171,0.0,False,False,0,5337.1812993251015,-208.4499969482422,-152.7100067138672,142.91000366210938,-29268.40087890625,-12107.60009765625,6564.69970703125,-510.99998474121094,1495.5999755859375,-5753.2000732421875,0.0,-0.3919760115843353,0.680945063714323,0.4957062305897339,bf81d8692db,games5425898691,17.0,-73.8499984741211,-245.3800048828125,93.94000244140625,1415.2000427246094,18950.999755859375,167.29999542236328,-5189.1998291015625,-1270.8000183105469,1306.300048828125,128.0,153.0,,1.3687269735443308,1.2560367666891423,-0.5986468286108395,True,0.0,False,3,False,4,,76561198039309853,enpitsu,25.0,-10.329999923706055,-3044.719970703125,17.049999237060547,-383.6000061035156,14893.1005859375,2.5,-0.29999999329447746,0.29999999329447746,0.09999999776482582,255.0,128.0,False,0.016748532543409626,1.5965926854405945,-2.8186495793361926e-05,True,False,False,False,31.0,False,,needez_,b2563d2b4eb,9,-2711.93994140625,4069.340087890625,17.049999237060547,-16856.99951171875,3188.800048828125,3.400000035762787,0.0,0.0,2718.3999633789062,255.0,255.0,True,0.01678056065217217,3.095457099293236,0.0001470777984898805,True,False,False,0.0,False,False,,XyLoX RezzeL,2535469286586068,7.0,-152.1699981689453,10.65999984741211,122.27999877929688,-16189.3994140625,-5843.2000732421875,1216.9999694824219,-3487.7999877929688,-3401.7999267578125,-2551.9000244140625,254.0,0.0,0.1939733578773656,-2.094017493392857,1.2583566433682853,True,6,False,0.0,False,5,,
2,230,2.0,False,False,1,3141.489785618617,2665.89990234375,2544.5400390625,112.2300033569336,-2941.6000366210938,31321.79931640625,3049.1000366210938,-1424.1000366210938,-3655.2999877929688,4539.800109863281,1.0,0.1633097644325375,-0.5943161716343369,0.7301302992241451,2535469286586068,XyLoX RezzeL,7.0,2606.8798828125,2265.699951171875,92.4000015258789,870.5999755859375,21976.69921875,2615.1998901367188,-3634.89990234375,-4126.7999267578125,74.6999979019165,128.0,243.0,,-0.25932485623729756,2.0203919304218125,-0.7190587694029968,True,0.0,False,7,False,8,,b2563d2b4eb,needez_,9.0,2848.550048828125,-979.8800048828125,17.049999237060547,-2228.800048828125,13635.30029296875,2.5,0.5999999865889549,-0.0,0.0,255.0,128.0,False,-0.016801691799769845,1.4087562478449442,1.7426706628498076e-06,True,False,False,False,176.0,False,,enpitsu,76561198039309853,25,1711.77001953125,2846.93994140625,81.45999908447266,14006.400146484375,5784.000244140625,4178.800048828125,3.799999952316284,1.4000000059604645,-466.8000030517578,128.0,0.0,False,-0.016820539244430957,2.8648646146037238,0.0018358035307743947,True,2,False,36.0,False,False,,games5425898691,bf81d8692db,17.0,-1559.530029296875,-1568.800048828125,17.0,-9645.900268554688,11920.30029296875,3.3000001311302185,-1.899999976158142,2.7000001072883606,-584.7000122070312,255.0,166.0,-0.009597095291857283,0.9460434245429526,0.00017302286916199907,False,4,False,0.0,False,4,,
3,426,9.0,False,False,1,7180.705217350525,1089.0400390625,-2038.1099853515625,217.0399932861328,-26750.0,-10871.8994140625,3083.3999633789062,4949.4000244140625,1005.1000213623047,-2422.2999572753906,1.0,0.4450993731714421,-0.7806359089430345,3.0655683964293434,2535469286586068,XyLoX RezzeL,8.0,1277.5699462890625,-1997.4100341796875,151.17999267578125,-19973.800048828125,-10963.800048828125,1441.0000610351562,867.9000091552734,635.9999847412109,-742.2000122070312,128.0,135.0,,0.27302451897446595,-0.06313663675642518,-0.47917367314264886,True,215.0,False,8,False,10,,b2563d2b4eb,needez_,9.0,243.22999572753906,1854.5699462890625,17.049999237060547,-5791.5997314453125,-4025.7998657226562,7.699999809265137,11.299999952316284,-5.5000001192092896,939.4000244140625,255.0,134.0,,-0.01605719286265628,-0.6151618954750963,0.0001478218021445804,True,False,False,4,28.0,False,,enpitsu,76561198039309853,25,2015.550048828125,-842.0800170898438,87.93000030517578,-13729.100341796875,-14794.000244140625,-154.7000026702881,3300.8999633789062,-4398.500061035156,80.69999694824219,128.0,128.0,False,1.1500571288296952,2.4648852969158552,3.105473212268247,True,6,False,0.0,False,6,,games5425898691,bf81d8692db,17.0,1063.0799560546875,-1527.449951171875,165.69000244140625,1988.800048828125,-22766.39892578125,2410.0999450683594,1874.2999267578125,-5065.0,1040.199966430664,255.0,12.0,-0.21572597298786522,-1.2855892379953282,0.6354850413687861,True,6,False,91.0,False,5,,
4,611,16.0,False,False,0,4699.766867358643,3128.0,2711.989990234375,342.3500061035156,24052.900390625,14490.10009765625,6330.999755859375,2491.300048828125,-2186.4999389648438,-3327.60009765625,0.0,-0.7422456038244161,0.824233329527205,-2.526802786533346,bf81d8692db,games5425898691,17.0,2889.3701171875,2546.300048828125,262.8299865722656,17024.7998046875,14401.600341796875,4196.9000244140625,159.3000030517578,-121.99999809265137,-165.49999237060547,255.0,128.0,,-0.5554576735597772,0.3792813554458308,0.09966458016444132,True,169.34892049143394,True,6,4,8,,76561198039309853,enpitsu,25.0,2304.52001953125,-4494.1201171875,17.049999237060547,-4358.699951171875,5567.1002197265625,3.100000023841858,1.1999999731779099,-2.199999988079071,2233.6000061035156,255.0,128.0,False,0.01665050880548986,2.2093568579453953,0.000265244772394182,True,6,False,6,31.0,False,,needez_,b2563d2b4eb,9,-1.690000057220459,4362.1201171875,17.059999465942383,-2422.5999450683594,813.1999969482422,1.5000000596046448,0.0,-0.19999999552965164,-821.9000244140625,128.0,180.0,,0.01672845943593062,-0.48887735637363605,3.651151583355729e-05,True,4,False,61.0,False,False,,XyLoX RezzeL,2535469286586068,7.0,2831.429931640625,-2090.330078125,330.69000244140625,-3818.599853515625,-19081.400146484375,-12260.30029296875,-265.9000015258789,-235.59999465942383,-1368.2000732421875,254.0,26.0,-0.20967323223454976,-1.8035014803715088,-0.155768819594518,True,12,False,183.0,False,10,,
5,626,16.0,False,False,0,4968.484499425953,3783.1201171875,3469.169921875,572.97998046875,-6499.89990234375,24570.90087890625,7104.69970703125,-76.70000076293945,-3953.2998657226562,4512.699890136719,0.0,-0.7436276315934712,-2.527154744246722,-0.9475363043914947,bf81d8692db,games5425898691,17.0,3833.81005859375,3336.489990234375,481.55999755859375,13483.499755859375,10708.399658203125,1062.6000213623047,1930.2999877929688,-3606.6000366210938,3676.400146484375,255.0,0.0,,-0.9062285949950056,-2.057193922666068,3.1395959178687756,True,157.0,False,6,4,8,,76561198039309853,enpitsu,25.0,1871.4100341796875,-4198.72021484375,17.049999237060547,-7443.800048828125,6643.0999755859375,3.3000001311302185,-0.3999999910593033,0.5000000074505806,-2667.7999877929688,255.0,0.0,False,0.01671954141436248,2.233653971982563,-0.0001446414802694593,True,6,False,6,61.0,False,,needez_,b2563d2b4eb,9,-10.199999809265137,4371.330078125,17.059999465942383,3158.2000732421875,-865.9999847412109,1.4000000059604645,-0.29999999329447746,0.3999999910593033,1656.4999389648438,255.0,255.0,,0.01660232010199853,-0.39316219689765414,0.00014260356541307578,True,4,False,61.0,False,False,,XyLoX RezzeL,2535469286586068,7.0,2371.179931640625,-2810.820068359375,17.059999465942383,-13415.899658203125,-2788.599853515625,6.499999761581421,-2.5,-6.3999998569488525,-2216.1000061035156,255.0,0.0,0.016434596711374115,-2.998197038679075,-0.00026379522375880076,True,12,False,183.0,False,10,,
6,763,21.0,False,False,0,1148.1771406674914,-1582.1800537109375,4219.419921875,122.95999908447266,-5579.5001220703125,10832.19970703125,3987.9000854492188,2101.300048828125,1552.5999450683594,-5401.199951171875,0.0,1.0955897482505517,2.871828720357169,1.7574254481448854,bf81d8692db,games5425898691,17.0,-1578.050048828125,4101.93017578125,16.989999771118164,-20946.4990234375,9499.600219726562,2.199999988079071,0.0,0.3999999910593033,-1.5000000596046448,255.0,128.0,,0.009628871918497765,2.7156092103773455,-1.2627574013396708e-05,True,98.0,False,6,4,8,,76561198039309853,enpitsu,25.0,-1179.0699462890625,-1180.760009765625,17.049999237060547,-20389.300537109375,10268.599853515625,2.8999999165534973,0.5000000074505806,0.5000000074505806,0.0,255.0,128.0,False,0.016823653040870926,2.6750479713205335,2.289714394846773e-05,True,8,False,8,173.0,False,,needez_,b2563d2b4eb,9,-112.2699966430664,5644.66015625,27.010000228881836,1203.8999938964844,-11902.60009765625,-199.3000030517578,294.4000053405762,1.7000000178813934,-748.7999725341797,255.0,48.0,,0.03764090548756538,-1.44829413939007,0.0006114987902102792,True,6,False,61.0,False,False,,XyLoX RezzeL,2535469286586068,7.0,-1293.52001953125,4046.909912109375,17.059999465942383,-18212.5,11282.900390625,1.2999999523162842,0.19999999552965164,-0.5000000074505806,-316.5999984741211,128.0,102.0,0.016834330914857056,2.5854399204461593,-8.741427084378013e-05,True,12,False,155.0,False,10,,
7,823,23.0,False,False,1,9567.295380446345,2571.610107421875,-4279.419921875,102.05999755859375,24043.89892578125,12941.400146484375,-2522.4000549316406,-1023.1999969482422,2158.8999938964844,4786.9000244140625,1.0,-0.7204914440673865,-2.924823779339894,2.6864348233808695,b2563d2b4eb,needez_,9.0,2397.110107421875,-4371.33984375,126.4000015258789,21019.19921875,3278.699951171875,1291.300048828125,2043.6000061035156,5092.9998779296875,366.89998626708984,255.0,18.0,,-0.23423277030786985,2.6194523942451937,0.44271335825049896,True,10.895019172340303,True,3,False,8,,2535469286586068,XyLoX RezzeL,7.0,2409.090087890625,-4744.89990234375,17.059999465942383,6301.500244140625,685.8999633789062,1.8000000715255737,-0.0,-0.19999999552965164,2298.8999938964844,255.0,255.0,,-0.016669430026084908,3.051492311952215,3.3224943365392556e-05,True,10,False,12,155.0,False,,enpitsu,76561198039309853,25,3853.8798828125,-230.0,19.84000015258789,-139.60000038146973,52.39999771118164,-18.799999952316284,1.4000000059604645,55.70000171661377,17.699999809265137,128.0,128.0,False,-0.04139558808845856,-1.2243343223559808,0.08332504517666013,True,8,False,255.0,False,8,,games5425898691,bf81d8692db,17.0,3276.0,-3830.06005859375,17.010000228881836,-8744.299926757812,-1056.2999725341797,2.5,0.29999999329447746,-0.0,2490.0999450683594,255.0,255.0,-0.009526410924874358,-0.1581757290412447,4.606159682931894e-05,True,8,4,129.0,False,6,,
8,829,24.0,False,False,0,2393.9484154010042,-3040.22998046875,4075.449951171875,152.8300018310547,-6052.80029296875,16816.8994140625,14541.500244140625,2324.2999267578125,-4307.699890136719,3469.89990234375,0.0,1.3393300606048884,1.406604243470682,0.1295648488368443,bf81d8692db,games5425898691,17.0,-3118.780029296875,3888.22998046875,21.979999542236328,8175.9002685546875,5051.9000244140625,2999.5001220703125,-1.8000000715255737,-1.5999999642372131,2211.199951171875,255.0,210.0,,0.009527717139964642,0.6069562917127787,-6.898777747198425e-06,True,255.0,False,6,4,9,,76561198039309853,enpitsu,25.0,-3851.340087890625,229.02000427246094,19.489999771118164,161.90000534057617,-60.70000171661377,-18.200000524520874,-2.0000000298023224,-64.6999979019165,16.49999976158142,,,,0.03820121945768322,1.2268285296662231,0.07356956659703368,True,8,False,8,255.0,False,,needez_,b2563d2b4eb,9,-2876.419921875,4289.52978515625,134.1199951171875,-19999.200439453125,-3690.2999877929688,-162.70000457763672,-1807.7000427246094,-5127.2998046875,832.2000122070312,255.0,116.0,,0.43207069509108237,-1.4683593576396299,2.2856430990374244,True,8,False,2.0,False,3,,XyLoX RezzeL,2535469286586068,7.0,-2519.840087890625,4710.0498046875,17.059999465942383,-6716.099853515625,-3476.300048828125,1.899999976158142,0.19999999552965164,0.0,2442.7000427246094,254.0,255.0,0.016652713510905824,-2.653704553613077,3.643862403503147e-05,True,12,False,155.0,False,10,,
9,928,27.0,False,False,1,9159.253608752735,-199.27999877929688,-3953.530029296875,107.08000183105469,-11090.10009765625,21424.89990234375,-446.30001068115234,2589.8001098632812,4203.299865722656,3409.5001220703125,1.0,-0.23518486751563028,-1.8587778670405952,-2.088659919341333,2535469286586068,XyLoX RezzeL,7.0,-122.06999969482422,-4144.22998046875,17.040000915527344,-15101.300048828125,13856.199951171875,4.099999964237213,3.100000023841858,-3.3000001311302185,-955.8999633789062,128.0,11.0,,-0.01683041365441155,0.7486734923423335,-0.00013760310701736153,True,60.0,False,10,False,12,,b2563d2b4eb,needez_,9.0,1055.9300537109375,-3778.18994140625,17.059999465942383,-13098.199462890625,-5224.4000244140625,1.1999999731779099,-0.5000000074505806,-0.0,0.09999999776482582,255.0,128.0,,-0.01678032304327733,-0.37956307863085065,-4.524126388837017e-05,True,4,False,8,0.0,False,,enpitsu,76561198039309853,25,132.49000549316406,-3326.31005859375,185.3000030517578,-15788.499755859375,-16515.999755859375,2634.8001098632812,-549.1999816894531,461.3999938964844,58.89999866485596,255.0,0.0,,0.4695046199180968,-0.9162529028380075,-0.021191860477285617,True,10,False,14.720653877463395,True,9,,games5425898691,bf81d8692db,17.0,1596.47998046875,-2897.590087890625,17.010000228881836,-11370.2001953125,9282.7001953125,2.0000000298023224,-0.0,-0.0,167.99999237060547,255.0,128.0,-0.009590687229987982,0.6681788007420952,-9.104694335724654e-05,True,10,4,234.0,False,6,,
