,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,177,0,False,False,1,5207.031483788987,18.149999618530273,7.5,118.05999755859375,4306.400146484375,-10956.600341796875,13692.900390625,-5780.5999755859375,1194.7000122070312,-1075.5999755859375,1.0,0.09244342163852508,-0.07552623466144227,0.46912581779021045,2533275018405630,D01H,14.0,-21.34000015258789,-156.86000061035156,75.06999969482422,7940.9002685546875,18530.2001953125,2872.3001098632812,712.6999664306641,5358.3001708984375,-1015.1000213623047,255.0,0.0,True,-0.04006171492924116,1.7622533616497535,0.38096595327850297,True,31.0,False,False,4,3,,2535426623339829,JustZyx1,8.0,-0.0,-4639.10986328125,17.010000228881836,-0.0,-8556.300048828125,2.0999999344348907,0.7999999821186066,-0.0,0.0,1.0,,,-0.009742775204720982,1.570789508387031,3.3262255854344717e-08,True,False,False,False,116.0,False,,enpitsu,76561198039309853,24,10.960000038146973,136.10000610351562,96.37000274658203,1156.3999938964844,-21076.0009765625,1646.0000610351562,5092.60009765625,-433.80001068115234,-2031.4999389648438,255.0,128.0,,-1.0348303715011258,-1.6783756334185844,0.043411469556682396,True,31.0,False,2,False,1,,games5425898691,bf81d8692db,21.0,-2852.77001953125,4016.72998046875,17.010000228881836,-18310.2001953125,5215.9002685546875,2.3000000417232513,0.5000000074505806,-0.19999999552965164,1906.4999389648438,128.0,255.0,,-0.00963675875919337,0.21133796845266614,6.832735902662207e-05,True,False,False,False,0.0,False,
1,179,0,False,False,0,5168.512344911007,-106.58000183105469,32.130001068115234,174.36000061035156,-14072.900390625,9862.7001953125,6853.0999755859375,4510.299987792969,444.70001220703125,3931.7999267578125,0.0,-0.08809675053705068,0.22591430957348568,0.7467720117096428,76561198039309853,enpitsu,24.0,-34.95000076293945,-98.23999786376953,95.76000213623047,-3356.0000610351562,3090.7000732421875,-13.799999952316284,-4322.300109863281,-1792.7999877929688,2890.1998901367188,255.0,128.0,,1.482951562061049,-1.6543237771141068,2.686183297781734,True,31.0,False,False,2,1,,bf81d8692db,games5425898691,21.0,2974.840087890625,-4042.530029296875,17.010000228881836,18297.39990234375,-2820.4998779296875,2.3000000417232513,-0.29999999329447746,-0.19999999552965164,1939.4999694824219,255.0,255.0,,0.009640033691578597,-0.08296985839711475,4.8010067939346954e-05,True,False,False,False,255.0,False,,D01H,2533275018405630,14,-20.540000915527344,162.61000061035156,102.86000061035156,-5090.199890136719,1610.2000427246094,3263.9999389648438,-2115.2000427246094,-4800.199890136719,1653.3999633789062,255.0,0.0,True,-0.4337306026641351,-1.9212012166919876,0.9713224496738615,True,31.0,False,4,False,3,,JustZyx1,2535426623339829,8.0,0.0,4697.8798828125,17.010000228881836,0.0,8994.500122070312,2.0999999344348907,-0.9000000357627869,0.0,0.0,28.0,,,0.009712257330445619,-1.570789359952504,3.397677461484701e-08,True,False,False,False,116.0,False,
2,180,0,False,False,1,5243.784443596734,129.55999755859375,-47.470001220703125,185.3300018310547,18867.5,-2989.7000122070312,6692.8997802734375,-2037.7000427246094,-132.39999771118164,1333.5000610351562,1.0,0.09675957544402103,-0.26479414598925727,0.801082044521359,2533275018405630,D01H,14.0,20.540000915527344,-162.61000061035156,102.86000061035156,5090.199890136719,-1610.2000427246094,3263.9999389648438,2115.2000427246094,4800.199890136719,1653.3999633789062,255.0,0.0,True,0.4337306026641351,1.9212012166919876,0.9713224496738615,True,31.0,False,False,4,3,,2535426623339829,JustZyx1,8.0,-0.0,-4712.91015625,17.010000228881836,-0.0,-9028.599853515625,2.0999999344348907,1.0000000149011612,-0.0,0.0,89.0,,,-0.009681739051998506,1.570789211983152,3.427807553001979e-08,True,False,False,False,116.0,False,,enpitsu,76561198039309853,24,34.95000076293945,98.23999786376953,95.76000213623047,3356.0000610351562,-3090.7000732421875,-13.799999952316284,4322.300109863281,1792.7999877929688,2890.1998901367188,255.0,128.0,,-1.482951562061049,1.6543237771141068,2.686183297781734,True,31.0,False,2,False,1,,games5425898691,bf81d8692db,21.0,-3005.3701171875,4046.47998046875,17.010000228881836,-18322.5,2223.699951171875,2.3000000417232513,0.29999999329447746,0.29999999329447746,1950.2999877929688,255.0,255.0,,-0.009633898120258048,0.050506607062369306,4.2677356429002515e-05,True,False,False,False,255.0,False,
3,328,5,False,False,1,6582.322678056081,2494.610107421875,-1245.25,96.45999908447266,-1679.4999694824219,-1111.3999938964844,6381.5997314453125,1218.0000305175781,-1840.5999755859375,3095.7998657226562,1.0,0.9143918143339256,-0.1673260581881358,-0.04188450070527037,2535426623339829,JustZyx1,8.0,2584.949951171875,-1299.6600341796875,330.55999755859375,-5162.60009765625,13513.900146484375,-2875.1998901367188,1493.8999938964844,-947.9000091552734,-2592.7999877929688,128.0,128.0,,-0.18234948131352618,1.290509619715774,1.1354257060289676,True,202.55732495041303,True,4,4,False,,2533275018405630,D01H,13.0,1092.47998046875,-3245.669921875,17.049999237060547,-11177.099609375,-13502.2998046875,2.5999999046325684,0.09999999776482582,0.7000000029802322,-0.7999999821186066,255.0,128.0,,-0.016805421120842726,-0.8792112755212436,5.201146840589012e-05,True,6,False,6,92.0,False,,enpitsu,76561198039309853,24,2236.719970703125,-229.35000610351562,17.040000915527344,-8310.599975585938,10902.5,3.799999952316284,0.7999999821186066,-1.0999999940395355,-171.10000610351562,255.0,255.0,,-0.016752334034750817,0.9389221379603819,0.00017042310198345313,True,215.0,False,2,False,2,,games5425898691,bf81d8692db,22.0,704.3300170898438,4726.10009765625,17.020000457763672,12516.600341796875,-6088.900146484375,1.0999999940395355,0.7999999821186066,-0.19999999552965164,-2149.7000122070312,255.0,0.0,,-0.00956565109922409,-2.6285695085466174,-8.284638546387906e-05,True,False,False,False,255.0,False,
4,410,8,False,False,0,3731.7781160528,-2009.1199951171875,1578.0999755859375,136.50999450683594,2852.60009765625,6416.099853515625,1262.9000091552734,2119.7999572753906,1306.9999694824219,2842.2000122070312,0.0,-0.8848587271113945,-1.8497115987068826,1.081210514179272,76561198039309853,enpitsu,24.0,-2043.8599853515625,1467.68994140625,16.59000015258789,1600.0,4336.300048828125,-162.39999771118164,-396.30001068115234,67.8000020980835,-199.20000076293945,255.0,128.0,False,0.02906070208546776,1.2147254513011574,-0.002081891032258012,True,125.80407745863802,True,False,2,2,,bf81d8692db,games5425898691,22.0,-841.75,-474.2200012207031,17.020000457763672,6814.89990234375,16935.899658203125,0.9000000357627869,0.3999999910593033,1.0000000149011612,-1355.3999328613281,255.0,46.0,,0.00958849818859696,1.15699858599048,-0.00014948298276285538,True,False,False,False,217.0,False,,D01H,2533275018405630,13,-528.030029296875,3766.3798828125,17.049999237060547,-8407.39990234375,-1098.8999938964844,3.400000035762787,0.0,0.7000000029802322,2437.2999572753906,255.0,255.0,False,0.01671295214499584,-2.9878182639753925,1.6002009569841505e-05,True,122.0,False,6,False,6,,JustZyx1,2535426623339829,8.0,-1785.6700439453125,1691.97998046875,19.479999542236328,-11367.099609375,4999.700012207031,2959.2999267578125,0.09999999776482582,0.0,2311.3999938964844,190.0,255.0,False,0.009574789432341378,2.7918486286765924,2.308804378608158e-05,False,False,4,5,91.0,False,
5,413,8,False,False,1,6860.028915174063,1986.6800537109375,-1632.77001953125,147.83999633789062,6485.5999755859375,5124.7998046875,6110.5999755859375,146.5999984741211,-3952.5,4511.700134277344,1.0,0.7131315996740563,1.3693418847666758,0.8274309195738084,2535426623339829,JustZyx1,8.0,1891.550048828125,-1731.010009765625,48.70000076293945,10952.80029296875,-4777.799987792969,3030.4000854492188,1706.300048828125,647.3000335693359,708.7000274658203,128.0,255.0,False,-0.014737484558733204,-3.0000005966458887,0.013411900479731073,False,91.0,False,4,6,False,,2533275018405630,D01H,13.0,605.4299926757812,-3746.75,17.049999237060547,8395.999755859375,3028.900146484375,3.400000035762787,0.09999999776482582,-0.0,2461.3999938964844,255.0,255.0,False,-0.016683424445725233,2.7627875731598253,-4.254851593915725e-06,True,6,False,6,122.0,False,,enpitsu,76561198039309853,24,2027.27001953125,-1512.0799560546875,16.850000381469727,-1982.7000427246094,-5247.19970703125,38.19999933242798,-72.89999961853027,15.299999713897705,-34.000000953674316,255.0,128.0,False,-0.020674906352717702,-1.2068940017648404,-0.0006699124334391259,True,116.46599593470172,True,2,False,2,,games5425898691,bf81d8692db,22.0,772.9400024414062,322.0199890136719,17.020000457763672,-8010.3997802734375,-16349.3994140625,0.9000000357627869,-0.5999999865889549,-1.0999999940395355,-364.0999984741211,255.0,128.0,,-0.00959790285214405,-1.0844913400329261,9.524545241934533e-05,True,False,False,False,217.0,False,
6,465,10,False,False,1,6239.056297685567,3199.97998046875,-658.0599975585938,128.32000732421875,9540.700073242188,14656.8994140625,1828.0999755859375,1892.4000549316406,-527.5,1323.0999755859375,1.0,0.339697919946908,2.7124933694587394,1.6366709345918629,2535426623339829,JustZyx1,8.0,3120.5,-796.6099853515625,16.059999465942383,7160.30029296875,11679.100341796875,-945.1999664306641,-2196.1000061035156,2157.899932861328,-1209.7000122070312,255.0,128.0,False,-0.03513570248902841,2.138570358855009,0.005549669780801834,False,50.26952233878517,True,4,6,4,,2533275018405630,D01H,13.0,2477.60009765625,-1632.2099609375,17.049999237060547,14590.2001953125,13731.400146484375,2.5999999046325684,-0.29999999329447746,-0.09999999776482582,-21.90000057220459,250.0,128.0,False,-0.01676948998993566,2.388930657032274,3.119536408196386e-05,True,6,False,6,56.0,False,,enpitsu,76561198039309853,24,935.4400024414062,-1737.050048828125,17.040000915527344,1564.9000549316406,16383.699951171875,-0.5000000074505806,-0.09999999776482582,-0.7999999821186066,-506.89998626708984,255.0,128.0,False,-0.01677882266090111,1.710625431402693,0.0003088134506105756,True,70.083139552865,True,2,False,2,,games5425898691,bf81d8692db,22.0,-1183.3900146484375,57.369998931884766,17.020000457763672,2005.8999633789062,19375.2001953125,-2.0999999344348907,0.09999999776482582,2.7000001072883606,-716.9000244140625,255.0,128.0,,-0.00958619676741124,1.7312042461762704,0.00023217534328660367,True,False,False,False,220.7309504196208,True,
7,488,11,False,False,1,5545.882612681464,3948.550048828125,509.79998779296875,137.00999450683594,5402.5,11467.39990234375,4813.399963378906,-4842.9998779296875,3488.3999633789062,-612.9000091552734,1.0,0.7743645473355282,2.5713240293833004,2.7926158318696945,2535426623339829,JustZyx1,8.0,3813.06005859375,487.9700012207031,17.25,10164.000244140625,16214.599609375,192.39999771118164,208.99999618530273,-906.3999938964844,-1900.2000427246094,254.0,0.0,False,-3.190934548532025e-05,2.196981087286544,-0.008422542857460977,False,0.0,False,4,6,4,,2533275018405630,D01H,13.0,3387.679931640625,-317.3900146484375,17.049999237060547,-463.10001373291016,18614.300537109375,3.0000001192092896,-0.0,-0.09999999776482582,2041.6999816894531,254.0,255.0,False,-0.016766226907158333,1.4725868870127514,1.4261807347552472e-05,False,6,False,6,56.0,False,,enpitsu,76561198039309853,24,1047.8299560546875,-28.760000228881836,17.040000915527344,2730.4000854492188,22837.2998046875,0.0,0.09999999776482582,1.5000000596046448,-1805.7000732421875,255.0,0.0,False,-0.01678927889645092,1.7438001567120422,-0.00014634432367820682,True,30.725677331288658,True,2,False,2,,games5425898691,bf81d8692db,22.0,-889.530029296875,1716.2900390625,17.020000457763672,-28.900001049041748,19829.000244140625,1.0000000149011612,-0.09999999776482582,-1.4000000059604645,1746.300048828125,255.0,233.0,,-0.009583135480376447,1.51217433460079,0.0001206859302732407,True,False,False,False,217.0,False,
8,499,11,False,False,1,5291.319878094489,3992.5400390625,849.3699951171875,519.6699829101562,-2900.4998779296875,4505.0,13660.400390625,1784.1000366210938,886.5000152587891,-4849.200134277344,1.0,-0.4006661038992118,-2.351966652893822,2.630099066602174,2535426623339829,JustZyx1,8.0,4081.3798828125,914.8300170898438,371.07000732421875,-311.1000061035156,5048.500061035156,13333.900146484375,275.49999237060547,347.20001220703125,-234.89999771118164,232.0,128.0,False,1.2797850914454139,1.5201637572217284,-1.6414159810305993,False,0.0,False,4,6,4,,2533275018405630,D01H,13.0,3163.25,386.1199951171875,17.049999237060547,-8195.2001953125,16075.899658203125,2.8999999165534973,-0.09999999776482582,-0.0,1508.699951171875,255.0,255.0,False,-0.01676435821348038,1.0758620376758528,0.0002064104802627441,False,6,False,6,56.0,False,,enpitsu,76561198039309853,24,1493.77001953125,771.739990234375,17.040000915527344,18059.300537109375,14242.80029296875,0.0,3.3000001311302185,2.3000000417232513,-1793.800048828125,255.0,0.0,False,-0.016767541085791777,2.554625695947367,3.452398463525123e-05,True,6.0,False,2,False,2,,games5425898691,bf81d8692db,22.0,-1010.75,2509.739990234375,17.020000457763672,-3771.400146484375,19293.1005859375,0.7999999821186066,-0.0,0.7999999821186066,4.399999976158142,255.0,128.0,,-0.009597064496006665,1.3771112334212814,-7.950451224300573e-05,True,False,False,False,217.0,False,
9,532,12,False,False,1,4662.46392016641,3648.6298828125,1376.81005859375,1659.199951171875,-14094.89990234375,3961.0000610351562,6200.30029296875,2489.7999572753906,1213.8999938964844,721.5000152587891,1.0,-0.39364813220387496,-2.4309953380433336,2.628423511951414,2535426623339829,JustZyx1,8.0,3776.1201171875,1416.43994140625,1665.8399658203125,-9953.200073242188,5387.5,7397.19970703125,49.099998474121094,-4992.200012207031,-2307.5999450683594,223.0,218.0,False,0.0019999571055810852,1.422847455282158,-1.4983603532034069,True,0.0,False,4,8,5,,2533275018405630,D01H,13.0,1387.9300537109375,989.47998046875,17.049999237060547,-16342.7001953125,-322.59998321533203,2.5999999046325684,0.3999999910593033,-0.0,-35.999999046325684,255.0,128.0,False,-0.016783529533248232,-0.015586692189515495,4.987831306194865e-05,True,6,False,6,56.0,False,,enpitsu,76561198039309853,24,3754.070068359375,1847.47998046875,17.040000915527344,6410.5999755859375,20035.50048828125,0.29999999329447746,-0.0,-0.0,2081.6000366210938,255.0,255.0,False,-0.016780987062303146,1.8020240956506155,-1.3194988104004313e-05,False,0.0,False,2,False,2,,games5425898691,bf81d8692db,22.0,-1200.97998046875,4308.6201171875,17.020000457763672,1295.5000305175781,10464.89990234375,0.7999999821186066,0.5999999865889549,5.0,-818.0000305175781,255.0,128.0,,-0.00954565496489717,1.731120618098795,1.3864881843881768e-05,True,False,False,False,217.0,False,
