,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,167,0.0,False,False,1,5179.209491385824,-12.699999809265137,41.130001068115234,97.58999633789062,-5787.39990234375,25407.5,2111.6000366210938,3402.0001220703125,2027.5999450683594,-4507.099914550781,1.0,0.041993068381732515,0.08585633160680234,-0.0640403877684925,2533274802239656,SPUDLEYMONK UK,8.0,67.75,-194.2100067138672,89.81999969482422,-14013.199462890625,16969.7998046875,-158.00000190734863,-4275.400085449219,-3459.8001098632812,12.999999523162842,255.0,166.0,,-0.049727622487568506,-2.250582660610893,3.128767838048646,True,4,0.0,False,False,4,,76561198342164470,Sane,11.0,2554.3701171875,-4007.199951171875,45.459999084472656,19799.300537109375,-4393.900146484375,-2751.300048828125,225.40000915527344,1824.6000671386719,301.00000381469727,128.0,128.0,,0.17294415588530238,-2.9896738129649685,-0.23666995036393068,True,4,False,4,0.0,False,,enpitsu,76561198039309853,26,59.029998779296875,4221.740234375,17.049999237060547,-586.8000030517578,-1364.1000366210938,2.5999999046325684,0.7999999821186066,-0.09999999776482582,-141.5999984741211,255.0,128.0,False,-0.016516520194060056,-1.3137271425820642,5.777684073692779e-05,True,False,False,False,107.0,False,,games5425898691,bf81d8692db,19.0,-132.92999267578125,577.2000122070312,61.88999938964844,599.5000076293945,-22425.50048828125,3022.7999877929688,4463.699951171875,-398.69998931884766,-907.3999786376953,128.0,128.0,,-0.10068286589899661,-1.463921164053868,-0.0008228243614028891,True,3,False,4,0.0,False,
1,170,0.0,False,False,0,5402.6729530493385,22.059999465942383,-184.10000610351562,137.25,-14222.60009765625,15164.100341796875,9313.400268554688,5133.599853515625,754.7000122070312,3012.5,0.0,-0.088460819210494,-0.22208042181707965,0.0348155363432432,bf81d8692db,games5425898691,19.0,127.93000030517578,-390.29998779296875,84.58999633789062,-599.5000076293945,22425.50048828125,2480.800018310547,-5453.599853515625,706.5000152587891,-89.70000267028809,128.0,129.0,,0.6941496014286498,1.4270680595993337,-0.011651018500625462,True,4,0.0,False,False,3,,76561198039309853,enpitsu,26.0,-48.310001373291016,-4185.0,17.049999237060547,909.4999694824219,3357.39990234375,2.5999999046325684,-0.5000000074505806,0.0,-4.4999998807907104,255.0,128.0,False,0.016542310653950256,1.3078613246232815,2.9025327768856528e-05,True,False,False,False,107.0,False,,Sane,76561198342164470,11,-2719.10009765625,4043.070068359375,21.90999984741211,-19746.500244140625,4092.9000854492188,-2491.999969482422,-3027.6998901367188,-1507.2000122070312,516.8999862670898,255.0,255.0,,-0.013009108739594107,3.0146429377642856,-0.16157467534589964,True,4,False,4,0.0,False,,SPUDLEYMONK UK,2533274802239656,8.0,43.16999816894531,65.51000213623047,85.94999694824219,12928.399658203125,-14718.699951171875,-723.1999969482422,4109.100036621094,1471.6000366210938,-2256.699981689453,255.0,176.0,,-0.42817387464975426,2.145566748502043,3.040236706836629,True,4,False,4,0.0,False,
2,344,6.0,False,False,1,10007.295567125164,2876.610107421875,-4669.33984375,117.94000244140625,8550.30029296875,13092.7001953125,697.5,3925.10009765625,1745.2000427246094,4001.099853515625,1.0,0.2778149625488091,-3.0189904500540297,2.693630187360595,76561198342164470,Sane,11.0,2759.989990234375,-4825.77978515625,17.0,8502.2998046875,6592.19970703125,1.0000000149011612,-9.900000095367432,-5.0,692.7999877929688,255.0,128.0,False,-0.009476030173047247,2.429154309578051,0.00013557168739626097,False,4,234.64609023832503,True,False,4,,2533274802239656,SPUDLEYMONK UK,8.0,-2330.60009765625,-3229.0,17.0,13894.300537109375,-14348.399658203125,3.1999999284744263,0.19999999552965164,-0.0,8.00000011920929,255.0,128.0,,-0.009553372205265066,-2.341058921613067,-2.9487727881029092e-05,True,4,False,6,204.0,False,,enpitsu,76561198039309853,26,3028.840087890625,1879.75,17.049999237060547,-12.699999809265137,-1.8000000715255737,2.5999999046325684,0.9000000357627869,-0.7999999821186066,0.7000000029802322,128.0,128.0,,-0.01678574890286018,-1.6297729356092596,-3.922990267664996e-05,True,False,False,False,255.0,False,,games5425898691,bf81d8692db,19.0,2698.429931640625,-808.0900268554688,17.010000228881836,1742.2999572753906,-17471.600341796875,-0.29999999329447746,-0.0,-0.5000000074505806,143.4000015258789,255.0,128.0,,-0.009597648892918254,-1.685181456414845,-0.00012297637435290074,True,6,False,6,198.12066251231775,True,
3,356,6.0,False,False,1,9566.345253255622,3223.159912109375,-4138.97021484375,93.7300033569336,8028.800048828125,11932.099609375,1136.3999938964844,1192.9000091552734,2878.699951171875,4001.099853515625,1.0,0.4843868916732542,1.95114481085189,-1.9439565062030169,76561198342164470,Sane,11.0,3093.659912109375,-4462.89990234375,17.010000228881836,8416.699829101562,10116.699829101562,-0.09999999776482582,1.5000000596046448,1.4000000059604645,3.6000001430511475,255.0,128.0,False,-0.009576807283915146,2.2640734729824983,-7.670111563368661e-05,False,4,211.49865799821833,True,False,4,,2533274802239656,SPUDLEYMONK UK,8.0,-1761.0999755859375,-3854.52001953125,17.0,11282.19970703125,-16071.500244140625,3.1999999284744263,2.0000000298023224,-2.0999999344348907,-674.7000122070312,128.0,128.0,,-0.009575255638245597,-2.1375490390339187,5.4899599616569434e-05,True,4,False,6,204.0,False,,enpitsu,76561198039309853,26,3029.030029296875,1875.8299560546875,17.049999237060547,60.79999923706055,-1033.3000183105469,2.5999999046325684,-1.899999976158142,-0.3999999910593033,0.0,255.0,255.0,,-0.016678530138773937,-1.6297738267451898,-2.7118511019706335e-05,True,False,False,False,255.0,False,,games5425898691,bf81d8692db,19.0,2845.52001953125,-1628.5899658203125,17.010000228881836,6791.099853515625,-20507.2998046875,-0.09999999776482582,-0.29999999329447746,0.3999999910593033,935.5000305175781,255.0,152.0,,-0.00960956186853884,-1.9249968830230269,6.9803901372049365e-06,True,6,False,6,160.51452061181428,True,
4,378,7.0,False,False,1,8903.84319651038,3888.340087890625,-3245.9599609375,142.52000427246094,12775.999755859375,3622.9000854492188,9948.099975585938,-2426.300048828125,1261.2000274658203,-5340.4998779296875,1.0,0.38520118430846095,2.058745545618582,1.6773593042621202,76561198342164470,Sane,12.0,3818.639892578125,-3394.080078125,116.16999816894531,8203.300170898438,6935.999755859375,6161.7999267578125,5407.1002197265625,-926.9000244140625,-391.1000061035156,255.0,128.0,False,0.0988351307796357,1.9482301852518586,0.16351189474167432,False,6,175.77067527206998,True,False,5,,2533274802239656,SPUDLEYMONK UK,8.0,-964.1699829101562,-4750.93994140625,17.0,7291.9000244140625,-7309.1998291015625,3.1999999284744263,4.000000059604645,-3.799999952316284,-1072.2000122070312,128.0,128.0,,-0.009611035652359348,-2.3178155195422896,-6.0163800000525074e-05,True,4,False,6,204.0,False,,enpitsu,76561198039309853,26,3152.02001953125,1625.1800537109375,17.049999237060547,2124.9000549316406,-3814.5001220703125,2.5999999046325684,-1.0000000149011612,-0.7999999821186066,0.0,255.0,0.0,,-0.016691716571408784,-2.0791088239700795,-1.5245559079141754e-05,True,False,False,False,255.0,False,,games5425898691,bf81d8692db,19.0,3903.14990234375,-3142.969970703125,26.829999923706055,17065.699462890625,-3637.2000122070312,4477.200012207031,-2473.3999633789062,-3655.7000732421875,3281.400146484375,255.0,142.0,,0.2871308560092537,-2.927288794759925,-0.11885279450040817,True,6,False,6,91.58619364102682,True,
5,555,14.0,False,False,1,9455.718474541694,2060.330078125,-4243.759765625,141.05999755859375,5058.999938964844,6090.9002685546875,1498.3000183105469,3218.0999755859375,-4997.200012207031,818.7000274658203,1.0,-0.5008918416881567,1.2202468868750955,2.9082124556988385,76561198342164470,Sane,11.0,1986.949951171875,-4316.419921875,17.010000228881836,6023.800048828125,3956.0000610351562,2.0999999344348907,-0.0,0.3999999910593033,0.0,,,,-0.009621998160307727,2.56048780272675,-3.4021939574129605e-05,False,8,206.0,False,False,8,,2533274802239656,SPUDLEYMONK UK,8.0,2890.06005859375,-2729.159912109375,17.0,-16523.800048828125,-10353.199462890625,0.7000000029802322,-0.5000000074505806,-0.29999999329447746,274.59999084472656,255.0,128.0,,-0.009573760232429222,-0.5869065363982672,-0.00014469107779044608,True,6,False,8,180.0,False,,enpitsu,76561198039309853,26,2360.550048828125,8.010000228881836,17.049999237060547,11560.6005859375,3544.5001220703125,2.5999999046325684,0.09999999776482582,-0.0,-247.19999313354492,255.0,0.0,,-0.016710743206487626,2.865434915560275,0.00011626680526896429,True,False,False,False,255.0,False,,games5425898691,bf81d8692db,19.0,1831.1300048828125,-2228.739990234375,17.010000228881836,-402.20001220703125,-11536.199951171875,2.3999999463558197,-0.0,0.09999999776482582,2367.100067138672,255.0,255.0,,-0.009544798309049704,-1.5964283362210603,3.077230539963207e-05,True,6,False,6,106.0,False,23.0
6,580,15.0,False,False,1,8994.277112880673,2495.780029296875,-3710.860107421875,116.91000366210938,4454.599914550781,9871.900024414062,1159.000015258789,-2195.8999633789062,-1803.3000183105469,3132.0001220703125,1.0,-0.4374225751468753,0.40686650465993357,-1.2741189986714707,76561198342164470,Sane,11.0,2441.27001953125,-3902.550048828125,82.98999786376953,7318.800048828125,6902.5,3536.099853515625,2.0999999344348907,0.29999999329447746,-496.19998931884766,128.0,128.0,,-0.009266430516705676,2.5169858695806915,-9.778128935434913e-05,False,10,189.0,False,False,8,,2533274802239656,SPUDLEYMONK UK,8.0,1378.0999755859375,-3767.669921875,17.0,-16158.199462890625,-11180.0,3.0000001192092896,-0.5000000074505806,-0.19999999552965164,0.0,254.0,128.0,,-0.009571469922225394,-0.6052828663912643,-4.6421002472954236e-05,True,6,False,8,180.0,False,,enpitsu,76561198039309853,26,3293.330078125,-323.7099914550781,17.049999237060547,2853.9999389648438,-9228.099975585938,2.5,-0.0,0.5999999865889549,-272.8000068664551,128.0,128.0,False,-0.016841418673381476,-1.8248655762754988,0.00014349908830646162,True,False,False,False,255.0,False,,games5425898691,bf81d8692db,19.0,2434.050048828125,-3188.800048828125,17.010000228881836,7715.5999755859375,-12590.2001953125,-0.29999999329447746,-1.0000000149011612,2.199999988079071,-356.89998626708984,255.0,87.0,,-0.009593387803291359,-2.10521801313964,0.00015038919571522158,True,6,False,6,90.36861941891331,True,
7,585,15.0,False,False,0,2288.7279377222944,-2593.0,3604.27001953125,157.47999572753906,-7839.89990234375,17561.8994140625,9801.900024414062,4834.5001220703125,1283.3000183105469,3313.599853515625,0.0,0.6963819760823255,0.6242992471585729,-0.6187314016001881,bf81d8692db,games5425898691,19.0,-2558.260009765625,3414.97998046875,46.91999816894531,-6265.10009765625,10856.400146484375,2202.7000427246094,-882.3000335693359,3370.4000854492188,-4050.8999633789062,255.0,134.0,,0.005416516691508595,1.9380028110019742,0.06044748180670791,True,8,92.0,False,False,6,,76561198039309853,enpitsu,26.0,-3329.0,457.5400085449219,17.049999237060547,-2131.7999267578125,8597.999877929688,2.5,0.0,-0.3999999910593033,-28.499999046325684,255.0,128.0,False,0.016853547116459422,1.8092531984063525,4.41412902264643e-05,True,False,False,False,255.0,False,,Sane,76561198342164470,11,-2549.419921875,3802.5,126.54000091552734,-7186.7999267578125,-6625.8001708984375,2417.7999877929688,261.49999618530273,-60.0,-352.2999954223633,128.0,128.0,,0.038470577864257574,-2.5790546619167785,-0.030959325047596572,False,10,False,8,189.0,False,,SPUDLEYMONK UK,2533274802239656,8.0,-1108.699951171875,3954.070068359375,17.0,16158.199462890625,11180.0,3.0000001192092896,0.5000000074505806,0.19999999552965164,0.0,255.0,128.0,,0.009571469922225394,0.6052828663912643,-4.6421002472954236e-05,True,6,False,8,180.0,False,
8,586,15.0,False,False,1,8892.919886404135,2593.989990234375,-3589.31005859375,180.97999572753906,54.80000019073486,6880.7000732421875,7130.0,617.599983215332,1699.2999267578125,5720.999755859375,1.0,-0.662778237656653,-0.7929683042071288,-0.695285434416774,76561198342164470,Sane,11.0,2616.929931640625,-3745.43994140625,146.57000732421875,7990.3997802734375,4713.599853515625,2332.4000549316406,4068.900146484375,944.7000122070312,-3287.0001220703125,128.0,255.0,,-0.020899208776561613,2.666113018659455,0.06447697741124131,False,10,189.0,False,False,8,,2533274802239656,SPUDLEYMONK UK,8.0,1108.699951171875,-3954.070068359375,17.0,-16158.199462890625,-11180.0,3.0000001192092896,-0.5000000074505806,-0.19999999552965164,0.0,255.0,128.0,,-0.009571469922225394,-0.6052828663912643,-4.6421002472954236e-05,True,6,False,8,180.0,False,,enpitsu,76561198039309853,26,3347.72998046875,-534.0700073242188,17.049999237060547,1976.7999267578125,-8139.89990234375,2.5,-0.0,0.29999999329447746,-6.3999998569488525,255.0,128.0,False,-0.01685357213658532,-1.8079626903436659,3.326615847005578e-05,True,False,False,False,255.0,False,,games5425898691,bf81d8692db,19.0,2593.06005859375,-3477.02001953125,56.97999954223633,8339.69970703125,-15491.199951171875,1877.2999572753906,4417.099914550781,-1229.7000122070312,-2980.7000732421875,255.0,145.0,,-0.06053926495375079,-1.7576069921964583,0.20318654595872854,True,7,False,8,92.0,False,
9,636,17.0,False,False,0,3217.9510668899643,-2602.1298828125,2411.570068359375,406.07000732421875,1069.3000030517578,22529.69970703125,8564.000244140625,2456.4999389648438,-1260.6999969482422,5035.299987792969,0.0,1.135219947221997,-0.7346442781737385,-0.3892701712780918,76561198039309853,enpitsu,26.0,-2607.989990234375,2276.280029296875,291.739990234375,3506.199951171875,13096.099853515625,1065.8000183105469,920.8000183105469,-3002.5,-4515.10009765625,255.0,255.0,False,-0.2150762657979043,1.559934133892088,-0.7390908858720859,True,2,193.0,False,False,1,,bf81d8692db,games5425898691,19.0,-3534.969970703125,4504.93994140625,644.030029296875,-6961.300048828125,-6960.4998779296875,-1183.499984741211,1677.5999450683594,-1677.5,-0.19999999552965164,255.0,255.0,,0.12958645152511616,-2.3658091266425587,-1.5720341283440584,True,8,False,8,92.0,False,,Sane,76561198342164470,11,-3599.340087890625,2570.699951171875,17.010000228881836,7128.599853515625,-8156.9000244140625,2.5999999046325684,0.0,-0.09999999776482582,2494.199981689453,255.0,255.0,False,0.009558062759654411,-0.7753874006565936,-3.964533605886239e-05,True,10,False,8,199.0,False,,SPUDLEYMONK UK,2533274802239656,8.0,-46.11000061035156,5297.1298828125,17.0,-1345.3999328613281,-887.3000335693359,3.0000001192092896,1.5999999642372131,1.2999999523162842,-119.89999771118164,251.0,128.0,False,0.009510373014609691,-2.536354062723307,0.00014905630890763298,True,6,False,8,180.0,False,
