,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
33,2908,62.0,False,False,0,5226.061491351954,-42.77000045776367,-15.9399995803833,101.83999633789062,-5495.5999755859375,-3430.8999633789062,6.800000071525574,-2965.7998657226562,1105.999984741211,-3844.5999145507812,0.0,-0.2317953983713764,-0.3325537592132249,-0.41004826380097104,76561198156643344,TerraMW,3.0,101.41000366210938,-116.19000244140625,118.25,-55.10000228881836,1311.7999267578125,703.7000274658203,-4818.2000732421875,-280.49999237060547,2637.3001098632812,255.0,151.0,,0.3360671778650682,3.0882908208613356,1.0807902783312229,True,0.0,False,False,3,4,,76561198054434500,:(,11.0,-3225.010009765625,-4350.91015625,15.399999618530273,-8381.699829101562,-3112.9998779296875,75.0,502.79998779296875,96.5999984741211,-843.6000061035156,255.0,0.0,False,0.00581842121316047,-3.087206256384436,0.0017611150633938288,True,255.0,False,False,4,4,,enpitsu,76561198039309853,24,-77.01000213623047,106.08999633789062,111.94999694824219,557.2999954223633,-1350.2000427246094,10.399999618530273,4467.5,2223.6000061035156,-2312.100067138672,255.0,0.0,,1.116027751041503,0.5784643805889952,1.842675671567866,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,19.0,3557.360107421875,2602.7900390625,17.010000228881836,1037.2000122070312,15491.400146484375,0.5000000074505806,0.0,-0.3999999910593033,2031.7999267578125,255.0,255.0,,0.009597848757695059,1.5687453436582648,2.8305335908298722e-05,False,24.893273094648958,True,False,False,False,
34,2984,65.0,False,False,0,5672.166302844772,-1727.6300048828125,-470.8699951171875,98.70999908447266,5149.000244140625,13768.499755859375,6181.500244140625,1839.1999816894531,-5578.599853515625,1223.0000305175781,0.0,-0.41767557586478615,0.3893932138595999,-2.6849394290584256,76561198054434500,:(,10.0,-1832.7900390625,-661.6699829101562,16.989999771118164,4596.199951171875,11995.10009765625,4.799999892711639,-0.29999999329447746,-0.9000000357627869,-1261.1000061035156,0.0,0.0,False,0.00993500632919545,1.2047472708586409,-0.00023281400951216278,True,169.0,False,False,4,4,,76561198156643344,TerraMW,3.0,-612.469970703125,-273.3699951171875,16.15999984741211,-6525.0,-282.90000915527344,112.60000228881836,-2.7000001072883606,34.000000953674316,-1963.8999938964844,255.0,73.0,,0.01091788799194502,-3.0881853888932094,0.007269697397845527,True,0.0,False,False,6,6,,enpitsu,76561198039309853,24,-1621.8800048828125,-287.8800048828125,84.80999755859375,-17757.5,-7719.1998291015625,1983.0999755859375,2749.4000244140625,-4762.60009765625,-88.00000190734863,255.0,0.0,,0.772185575835813,-2.6337883303437066,0.0015726027861688971,True,14.0,False,4,False,3,,games5425898691,bf81d8692db,19.0,11.739999771118164,4656.06005859375,17.010000228881836,-13527.099609375,-2400.2999877929688,2.3000000417232513,-3.3000001311302185,0.0,1224.3000030517578,255.0,255.0,,0.009597170987693636,-2.9667856247112425,0.0001748651428552088,True,213.0,False,False,False,False,
35,2985,65.0,False,False,1,4771.177174145129,1719.5699462890625,440.44000244140625,123.5,8582.7001953125,14067.900390625,10391.300048828125,4352.099914550781,-1795.2999877929688,3719.5001220703125,1.0,0.4766786093157857,-0.5573846806835869,-2.7823304260499975,76561198039309853,enpitsu,24.0,1621.8800048828125,287.8800048828125,84.80999755859375,17757.5,7719.1998291015625,1983.0999755859375,-2749.4000244140625,4762.60009765625,-88.00000190734863,255.0,0.0,,-0.772185575835813,2.6337883303437066,0.0015726027861688971,True,14.0,False,False,3,4,,bf81d8692db,games5425898691,19.0,-11.739999771118164,-4656.06005859375,17.010000228881836,13527.099609375,2400.2999877929688,2.3000000417232513,3.3000001311302185,-0.0,1224.3000030517578,255.0,255.0,,-0.009597170987693636,2.9667856247112425,0.0001748651428552088,True,213.0,False,False,False,False,,TerraMW,76561198156643344,3,612.469970703125,273.3699951171875,16.15999984741211,6525.0,282.90000915527344,112.60000228881836,2.7000001072883606,-34.000000953674316,-1963.8999938964844,255.0,73.0,,-0.01091788799194502,3.0881853888932094,0.007269697397845527,True,0.0,False,6,False,6,,:(,76561198054434500,10.0,1795.219970703125,576.0800170898438,15.800000190734863,-3637.6998901367188,-7002.8997802734375,98.29999923706055,125.20000457763672,12.5,-2072.5,99.0,0.0,False,-0.0012118340024298508,-1.0371437636021352,0.007008584914838204,True,169.0,False,4,4,False,
36,3098,69.0,False,False,0,9243.539501792655,-2809.3798828125,-3903.340087890625,375.70001220703125,-4546.199951171875,-6075.30029296875,5582.7001953125,-1041.1000061035156,5465.9002685546875,-2244.9000549316406,0.0,-0.14426982714345898,1.6413847157903825,0.07727815788460657,76561198156643344,TerraMW,3.0,-2713.929931640625,-3818.1201171875,220.41000366210938,-4445.400085449219,-2243.800048828125,428.3000183105469,-617.5,4349.100036621094,2106.300048828125,128.0,255.0,,-1.3242107494204929,2.357831791544238,0.9027381801174508,True,31.0,False,False,8,10,,76561198054434500,:(,11.0,-34.439998626708984,-5429.47021484375,19.450000762939453,1364.1999816894531,-9419.199829101562,417.09999084472656,-12.400000095367432,116.49999618530273,2716.400146484375,0.0,0.0,True,0.0037759602443496907,-0.11690071856421738,-0.04585135006838297,True,183.0,False,False,6,6,,enpitsu,76561198039309853,24,-3201.010009765625,-313.6499938964844,17.059999465942383,-1298.5000610351562,5460.4998779296875,1.1999999731779099,0.09999999776482582,0.0,0.0,0.0,128.0,False,0.016931093049514262,-1.3373135679098802,-3.991869214964585e-06,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,19.0,-2592.050048828125,-3241.6201171875,193.9199981689453,-7004.000244140625,-21790.6005859375,2260.2000427246094,342.59998321533203,-388.8999938964844,-153.50000381469727,255.0,128.0,,-0.8075227793219343,-2.1037885378255488,0.14693431888113942,True,139.99258507708063,True,6,4,False,
37,3155,71.0,False,False,0,9783.505788795823,-2983.030029296875,-4418.31005859375,95.43000030517578,3920.4998779296875,1453.6000061035156,4940.400085449219,-1593.0000305175781,4296.499938964844,-1459.7000122070312,0.0,0.28438319792229383,1.9189148010643502,-1.3172875714856531,76561198156643344,TerraMW,3.0,-3209.18994140625,-4366.39013671875,17.010000228881836,3953.5000610351562,-2361.4999389648438,2.0999999344348907,-6.600000262260437,3.8999998569488525,-260.0,255.0,128.0,,0.009464189355230967,-0.5274691839801844,0.00034462975336803364,True,31.0,False,False,8,10,,76561198054434500,:(,11.0,-609.6799926757812,-5259.6298828125,16.8700008392334,-4218.800048828125,5771.199951171875,23.399999141693115,-33.69999885559082,6.499999761581421,-1.0000000149011612,168.0,128.0,False,0.008077964049792512,2.2010275567459425,-0.0025024881144310213,True,183.0,False,False,6,6,,enpitsu,76561198039309853,24,-3266.77001953125,10.760000228881836,17.059999465942383,1021.9000244140625,-3666.300048828125,1.1999999731779099,0.3999999910593033,-0.29999999329447746,7.5,255.0,255.0,False,0.016833056168200505,-1.2974162743025226,-4.125559811169298e-05,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,19.0,-2878.25,-4969.740234375,59.52000045776367,5700.999755859375,-950.6999969482422,-1283.3000183105469,1952.5,-126.49999618530273,1271.9999694824219,255.0,255.0,,0.09091371976948984,-0.41537180326508993,-0.6748978471397077,True,93.0,False,6,4,False,
38,3189,72.0,False,False,1,1837.5273422478394,2499.489990234375,4242.60009765625,209.3800048828125,-5873.800048828125,269.59999084472656,6369.4000244140625,340.9000015258789,-3945.10009765625,-1797.7000427246094,1.0,-0.266312084363347,-1.9159258736927696,-1.6003279179896124,bf81d8692db,games5425898691,19.0,2517.469970703125,4241.56982421875,59.36000061035156,145.20000457763672,-2373.9999389648438,3075.8999633789062,-3392.6998901367188,-2771.7001342773438,807.3000335693359,255.0,128.0,,0.07273295283552769,-2.272179204445198,-0.002133037613592865,True,93.0,False,False,5,8,,76561198039309853,enpitsu,24.0,2474.889892578125,406.3699951171875,17.059999465942383,-8240.2001953125,5621.6998291015625,2.0999999344348907,-1.0000000149011612,0.7000000029802322,-2326.300048828125,255.0,128.0,False,-0.01669236055362908,0.6332129244449205,-0.00011544653833586588,True,255.0,False,False,4,4,,TerraMW,76561198156643344,3,2732.360107421875,4373.2998046875,17.010000228881836,-7000.7000732421875,-1247.7999877929688,2.0999999344348907,-0.29999999329447746,-0.0,110.20000457763672,255.0,142.0,,-0.00950194086994299,-0.17388561183016285,2.1338116785205365e-05,True,31.0,False,10,False,8,,:(,76561198054434500,11.0,736.3900146484375,5054.14013671875,17.0,1511.6999816894531,-3908.699951171875,3.1999999284744263,0.09999999776482582,-0.3999999910593033,-272.2999954223633,243.0,128.0,False,-0.009488670931655377,-1.9311972794676173,0.00014659678809019331,True,183.0,False,6,6,False,
39,3240,74.0,False,False,0,9442.916575723015,-1462.31005859375,-4285.919921875,267.5799865722656,-11214.100341796875,6429.6002197265625,-3952.9000854492188,-3787.2000122070312,-4632.300109863281,445.0,0.0,0.2151789691669491,1.4824309135822027,-0.13367353447529765,76561198054434500,:(,11.0,-1308.77001953125,-4337.39990234375,299.67999267578125,-4163.500061035156,5024.5001220703125,1670.8999633789062,224.0999984741211,-592.7999877929688,301.9000053405762,208.0,67.0,False,0.27033615414220735,2.803904503794561,0.04261790431578802,True,179.88393999171512,True,4,6,8,,76561198156643344,TerraMW,3.0,-1944.6800537109375,-4373.2998046875,17.010000228881836,5032.60009765625,-5774.4000244140625,2.5,1.5999999642372131,-2.199999988079071,1053.8999938964844,255.0,255.0,,0.00950966041615763,-0.9074684120453618,0.0003862222530666699,True,31.0,False,False,10,8,,enpitsu,76561198039309853,24,-1643.02001953125,-1915.5899658203125,17.059999465942383,-437.09999084472656,2860.7000732421875,1.2999999523162842,-0.5999999865889549,0.0,-0.09999999776482582,0.0,128.0,False,0.017047328636534617,-1.4190747863550897,2.6083491769670856e-06,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,19.0,-2804.47998046875,-3612.300048828125,17.010000228881836,-5242.8997802734375,7529.1998291015625,2.0999999344348907,0.0,-0.5000000074505806,-137.5,255.0,118.0,,0.009500003616269164,2.180197838141281,4.5067792151504986e-06,True,93.0,False,8,6,False,
40,3278,75.0,False,False,0,8841.997183936921,-2794.25,-3495.830078125,125.30000305175781,-20840.6005859375,6692.39990234375,-702.5,-3089.4000244140625,-4819.89990234375,-1795.3999328613281,0.0,0.4638148523537025,0.3804998015069942,-2.475146736209116,76561198054434500,:(,11.0,-2523.820068359375,-3544.60009765625,47.220001220703125,-15091.199951171875,2158.699951171875,3777.9998779296875,10.299999713897705,247.39999771118164,2193.0999755859375,210.0,255.0,False,0.0053382133271457285,3.1380523929869417,0.0015496549575177783,True,91.87890765231145,True,4,6,10,,76561198156643344,TerraMW,3.0,-1345.93994140625,-3715.60009765625,17.010000228881836,-8494.199829101562,7948.3001708984375,2.5,-0.09999999776482582,0.0,2374.1000366210938,255.0,255.0,,0.00954232054901201,2.4518100913739507,-5.843199477564194e-06,True,31.0,False,False,10,8,,enpitsu,76561198039309853,24,-1705.800048828125,-1561.8699951171875,17.059999465942383,-354.3000030517578,-6142.5,1.2999999523162842,0.7999999821186066,0.0,0.0,255.0,128.0,False,0.016547816865326245,-1.6284549391706096,3.662712179561223e-06,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,19.0,-2981.840087890625,-3331.1298828125,17.010000228881836,1174.000015258789,-3049.8001098632812,2.0999999344348907,-0.7999999821186066,-0.29999999329447746,0.0,0.0,128.0,,0.009668250017229553,1.9382983912176985,4.244627130645936e-06,True,93.0,False,8,6,False,
41,3279,75.0,False,False,1,2620.3313980735506,2909.739990234375,3463.39990234375,125.31999969482422,5338.800048828125,9879.400024414062,10801.99951171875,2011.199951171875,4647.300109863281,-3218.2000732421875,1.0,-0.1723006955040832,-0.1110979563499034,-2.776212738485636,bf81d8692db,games5425898691,19.0,2967.3701171875,3370.260009765625,16.110000610351562,-449.7999954223633,2949.7000122070312,-1074.000015258789,1548.699951171875,-465.49999237060547,1179.4999694824219,0.0,128.0,,-0.02027728065844924,-1.9482471394654521,0.008316120843144686,True,93.0,False,False,6,8,,76561198039309853,enpitsu,24.0,1709.300048828125,1622.47998046875,17.059999465942383,403.3000183105469,6990.2001953125,1.2999999523162842,-0.7999999821186066,-0.0,0.0,255.0,128.0,False,-0.016570476048195087,1.6284548583212026,-4.622597966875652e-06,True,255.0,False,False,4,4,,TerraMW,76561198156643344,3,1345.93994140625,3715.60009765625,17.010000228881836,8494.199829101562,-7948.3001708984375,2.5,0.09999999776482582,-0.0,2374.1000366210938,255.0,255.0,,-0.00954232054901201,-2.4518100913739507,-5.843199477564194e-06,True,31.0,False,10,False,8,,:(,76561198054434500,11.0,2650.820068359375,3526.489990234375,76.69000244140625,14765.899658203125,-2235.2999877929688,3138.3999633789062,1266.6999816894531,-2818.2998657226562,681.9999694824219,210.0,255.0,False,0.10226356794700199,2.9856474569687723,0.021084198025435777,True,94.0,False,10,6,4,
42,3281,75.0,False,False,0,8888.6553471702,-2940.2900390625,-3510.3798828125,177.14999389648438,-19930.50048828125,-5653.499755859375,9592.999877929688,-158.80000114440918,2628.0999755859375,5391.400146484375,0.0,0.009411185225015755,0.02525307698326523,-2.8695278745683503,76561198054434500,:(,11.0,-2785.719970703125,-3506.429931640625,102.70999908447266,-14027.099609375,1754.1000366210938,2786.7001342773438,1793.2000732421875,5045.0,1257.3999786376953,210.0,255.0,False,-0.3962956948140103,-2.8793187446089363,0.027124737121052296,True,94.0,False,4,6,10,,76561198156643344,TerraMW,3.0,-1432.010009765625,-3652.35009765625,17.010000228881836,-10072.899780273438,5971.6998291015625,2.5,0.0,0.0,2371.9000244140625,255.0,255.0,,0.009550601901659,2.6693345588507547,4.703711611672453e-06,True,31.0,False,False,10,8,,enpitsu,76561198039309853,24,-1712.1099853515625,-1671.239990234375,17.059999465942383,-435.99998474121094,-7558.3001708984375,1.2999999523162842,0.7999999821186066,0.0,0.0,255.0,128.0,False,0.016570476048195087,-1.6284548583212026,-4.622597966875652e-06,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,19.0,-2960.949951171875,-3391.969970703125,16.09000015258789,1290.5999755859375,-3510.5999755859375,134.3000030517578,118.19999694824219,-60.10000228881836,341.1000061035156,0.0,128.0,,0.014984413096788442,1.9912160145482565,0.006224075324997981,True,93.0,False,8,6,False,
43,3345,78.0,False,False,1,2165.881190057237,1907.27001953125,3224.699951171875,208.3300018310547,-15942.60009765625,3420.8999633789062,11027.60009765625,5750.10009765625,-1109.5999908447266,1305.7000732421875,1.0,-0.8948210316945319,2.848908476965871,-2.019303349263803,76561198039309853,enpitsu,24.0,1972.3599853515625,3177.300048828125,66.62999725341797,-5031.400146484375,14780.799560546875,2892.39990234375,-2831.099853515625,-97.29999542236328,-1280.7000732421875,128.0,128.0,False,-0.09392606199924511,1.0054534715966146,0.011942128455644954,True,247.0,False,False,5,6,,bf81d8692db,games5425898691,19.0,3436.830078125,2294.530029296875,17.010000228881836,-5859.89990234375,-10940.999755859375,2.3999999463558197,-0.19999999552965164,-0.5000000074505806,-2278.000030517578,255.0,0.0,,-0.009555869011235308,-1.0231967803930424,-6.075110653857283e-05,True,124.0,False,False,8,6,,TerraMW,76561198156643344,3,2201.860107421875,5042.5498046875,46.75,-17528.00048828125,-404.59999084472656,-161.8000030517578,-154.79999542236328,-599.3999862670898,808.6000061035156,255.0,159.0,False,-0.046167594168874684,-0.045270234203385405,-0.6626101818969242,True,185.0,False,10,False,8,,:(,76561198054434500,11.0,3214.780029296875,4163.1201171875,16.989999771118164,-15712.39990234375,7831.300048828125,2.199999988079071,-1.0999999940395355,0.19999999552965164,438.6000061035156,255.0,181.0,,-0.00956835225498403,0.46166605342463257,8.432607852701518e-05,True,6.238305614840609,True,10,6,4,
44,3494,83.0,False,False,1,4904.049814621132,-3655.280029296875,3313.64990234375,218.4499969482422,7762.7001953125,26562.60009765625,4993.2000732421875,2706.6000366210938,-5345.9002685546875,-308.0999946594238,1.0,1.299335998688428,2.8209111833871447,0.7855059751299391,bf81d8692db,games5425898691,19.0,-3713.0400390625,3111.570068359375,104.30999755859375,9416.099853515625,20633.20068359375,1452.5999450683594,-2235.0,1894.9000549316406,1522.5999450683594,255.0,9.0,,0.5146251955710762,1.3465761445592572,-0.22288788495616702,True,78.07064092543816,True,False,9,12,,76561198039309853,enpitsu,24.0,-99.30999755859375,2573.43994140625,17.049999237060547,970.8000183105469,-1547.2999572753906,2.7000001072883606,-0.7999999821186066,2.0999999344348907,-763.8999938964844,255.0,0.0,False,-0.016813036092437464,0.30307960056612465,-8.006143271388388e-06,True,255.0,False,False,6,6,,TerraMW,76561198156643344,3,-3938.97998046875,3874.56005859375,70.83999633789062,7952.2998046875,3213.2998657226562,-5239.69970703125,-1210.8000183105469,-3207.5,-748.7999725341797,255.0,132.0,False,-0.5427649852601323,2.8354041515585715,0.41206087548379167,True,50.0,False,12,4,8,,:(,76561198054434500,11.0,-2568.139892578125,5090.43017578125,108.91999816894531,11184.000244140625,268.50000381469727,182.99999237060547,174.20000076293945,225.59999465942383,-632.7000045776367,128.0,130.0,False,0.033940338347807054,3.0863530614267867,1.1788655447621827,True,255.0,False,12,8,4,
45,3559,86.0,True,True,1,1706.0879618193683,-726.2999877929688,4611.91015625,198.4600067138672,4075.8999633789062,21103.701171875,721.9999694824219,1687.2000122070312,4745.799865722656,29.000000953674316,1.0,0.5070902556551705,-1.1967240188307322,-0.2945411890968098,76561198039309853,enpitsu,24.0,-707.8400268554688,4353.0400390625,189.1300048828125,199.89999771118164,12104.100341796875,2278.699951171875,-3494.2001342773438,1878.3000183105469,-647.9000091552734,255.0,0.0,False,-0.04718161311596265,1.2149078737890975,0.03738682842641701,True,155.0,False,False,7,8,,bf81d8692db,games5425898691,19.0,-1669.7900390625,4913.35986328125,13.729999542236328,2622.0001220703125,-10080.499877929688,35.899999141693115,-615.6999969482422,778.7999725341797,-30.0,255.0,128.0,,0.01885024126825128,-1.809892083530133,-0.017403189441007196,True,62.0,False,False,12,10,,TerraMW,76561198156643344,3,-1279.6300048828125,3551.860107421875,17.0,4549.4000244140625,-13283.199462890625,3.3000001311302185,0.3999999910593033,-1.5000000596046448,-531.3999938964844,255.0,132.0,False,-0.009582402720808753,-1.8532705319917653,0.00019112777897679667,True,81.0,False,12,4,8,,:(,76561198054434500,11.0,-813.1699829101562,4675.89990234375,46.13999938964844,9827.999877929688,-7238.0999755859375,3460.7000732421875,3.0000001192092896,13.200000524520874,406.89998626708984,216.0,128.0,False,-0.009776226899814935,-2.546721038969197,-0.00033904498685361504,True,223.72708810273036,True,14,8,4,
46,3560,86.0,False,False,0,9969.650072421757,696.9299926757812,-4701.56982421875,224.1199951171875,-10956.800537109375,-23706.69921875,13621.400146484375,5810.0,-1495.5999755859375,80.50000190734863,0.0,-0.6658746837402171,1.2378068764658083,-0.37577542863711294,76561198054434500,:(,11.0,719.489990234375,-4608.16015625,75.2699966430664,-10456.700439453125,7249.1998291015625,2708.900146484375,2853.9999389648438,-564.5999908447266,1252.3999786376953,215.0,128.0,False,-0.01494743577105209,2.603927009628005,-0.07156281239913388,True,220.51409043291562,True,4,8,14,,76561198156643344,TerraMW,3.0,1279.6300048828125,-3551.860107421875,17.0,-4549.4000244140625,13283.199462890625,3.3000001311302185,-0.3999999910593033,1.5000000596046448,-531.3999938964844,255.0,132.0,False,0.009582402720808753,1.8532705319917653,0.00019112777897679667,True,81.0,False,4,12,8,,enpitsu,76561198039309853,24,704.5999755859375,-4450.0400390625,205.30999755859375,-781.6999816894531,-10658.800048828125,1637.7000427246094,4389.800109863281,-3043.800048828125,-1309.2999267578125,255.0,0.0,False,0.40995424071694625,-1.2280015710965313,0.5166977072553439,True,155.0,False,8,False,7,,games5425898691,bf81d8692db,19.0,1669.7900390625,-4913.35986328125,13.729999542236328,-2622.0001220703125,10080.499877929688,35.899999141693115,615.6999969482422,-778.7999725341797,-30.0,255.0,128.0,,-0.01885024126825128,1.809892083530133,-0.017403189441007196,True,62.0,False,12,10,False,
47,3820,86.0,False,True,1,5183.869917622566,6.929999828338623,32.939998626708984,106.16000366210938,3050.4998779296875,22079.3994140625,7290.0,4740.5999755859375,-2685.4000854492188,2512.7999877929688,1.0,-0.05433595401109283,-0.04640909046075016,-0.09087092088833441,76561198039309853,enpitsu,24.0,-30.899999618530273,-181.5800018310547,17.049999237060547,9750.900268554688,16814.69970703125,2.5999999046325684,0.29999999329447746,0.5999999865889549,136.40000343322754,255.0,255.0,,-0.016785072466256618,2.0822740872740693,-0.0001065557630843025,True,0.0,False,False,False,False,,bf81d8692db,games5425898691,19.0,2849.639892578125,-4091.77001953125,17.010000228881836,17068.599853515625,-6747.2998046875,2.0999999344348907,3.0000001192092896,-1.0000000149011612,617.599983215332,255.0,251.0,,-0.009578867247010056,-2.763313119900111,8.331577209500186e-05,True,255.0,False,False,False,False,,TerraMW,76561198156643344,3,3141.6201171875,4061.56005859375,16.989999771118164,-574.7999954223633,-892.9000091552734,6.899999976158142,4.900000095367432,-3.700000047683716,-564.3999862670898,255.0,0.0,,-0.009136975948470584,-1.1405968595979543,-0.0002859897381856912,True,223.66329478961168,True,4,False,4,,:(,76561198054434500,11.0,-32.72999954223633,5315.60986328125,17.010000228881836,-276.8000030517578,1989.7999572753906,2.0000000298023224,-0.0,-0.5999999865889549,-0.5000000074505806,255.0,128.0,,-0.009265698402010733,-1.7108702400915978,-5.362771255770369e-05,True,116.0,False,False,False,False,
48,4020,93.0,False,False,0,4791.236411328209,2485.64990234375,1745.8299560546875,108.77999877929688,-23316.8994140625,10481.8994140625,6354.89990234375,-3258.5000610351562,4525.7000732421875,2213.5000610351562,0.0,-0.5761436247617753,-2.84566678072958,2.293997629309512,76561198156643344,TerraMW,4.0,2708.3798828125,1685.52001953125,17.0,-17122.39990234375,15356.400146484375,1.0999999940395355,0.09999999776482582,-0.29999999329447746,1939.2999267578125,255.0,255.0,,0.00959151520591349,2.484094810094412,2.8411988846389913e-05,False,167.28856771223002,True,False,6,6,,76561198054434500,:(,11.0,3601.550048828125,-2326.280029296875,17.010000228881836,-4067.9998779296875,22521.99951171875,2.0000000298023224,0.19999999552965164,-1.0999999940395355,1796.300048828125,229.0,200.0,False,0.00960539413443207,1.8127880475068585,7.65610108180002e-05,True,224.0,False,4,6,4,,enpitsu,76561198039309853,24,-3299.010009765625,3985.570068359375,17.049999237060547,10790.400390625,19468.199462890625,3.100000023841858,0.0,0.09999999776482582,-1973.800048828125,255.0,0.0,False,0.016763029240598297,1.000795884494764,-0.0001490079309703133,True,61.0,False,4,False,4,,games5425898691,bf81d8692db,19.0,-301.8800048828125,4592.759765625,17.0,4782.200012207031,757.5,3.3000001311302185,2.3000000417232513,0.09999999776482582,-1051.3999938964844,255.0,99.0,,0.009495686021317964,0.16612152250447493,5.9718429586375376e-05,True,239.0,False,False,False,False,
49,4163,98.0,False,False,0,3268.362253903926,-3196.080078125,2817.969970703125,935.3599853515625,7894.6002197265625,1140.5000305175781,9007.2998046875,3539.8001098632812,-1308.9999389648438,-4098.999938964844,0.0,0.7978693298183226,2.081465803376427,0.8679189150797472,76561198156643344,TerraMW,3.0,-3247.800048828125,2812.179931640625,777.4400024414062,-1585.5999755859375,7643.0999755859375,4083.699951171875,4878.500061035156,2470.0,-589.900016784668,255.0,128.0,,-1.0520328236747571,-1.3330208844511187,-2.8215203845739305,True,39.81758284568786,True,4,6,8,,76561198054434500,:(,11.0,-3365.52001953125,-341.44000244140625,17.010000228881836,-2493.300018310547,12745.6005859375,2.3000000417232513,-0.09999999776482582,0.5999999865889549,-2216.9000244140625,195.0,0.0,False,0.009578172771207772,1.7067629360415246,-5.901877941549126e-05,True,224.0,False,4,6,4,,enpitsu,76561198039309853,24,337.04998779296875,4704.39013671875,17.049999237060547,-3275.4000854492188,7796.300048828125,2.5,0.09999999776482582,-0.7999999821186066,1975.2999877929688,128.0,255.0,False,0.016703699858660305,2.386260355974832,-0.0001900206713436255,True,61.0,False,4,False,4,,games5425898691,bf81d8692db,19.0,-2983.010009765625,3156.489990234375,595.1099853515625,-7508.900146484375,-12871.400146484375,6066.5997314453125,138.80000114440918,165.0,89.79999542236328,255.0,255.0,,-1.0107647635542283,-3.1172487194138907,1.0276566527240505,True,141.90645181491814,True,4,False,False,
50,4240,101.0,False,True,0,2015.9405016484302,-1059.8599853515625,3130.72998046875,845.2000122070312,6300.2001953125,14719.7998046875,-8345.30029296875,-2599.7000122070312,-2387.2000122070312,4268.2000732421875,0.0,-0.5239958330297843,-0.8436374230371445,1.682128898023108,76561198054434500,:(,11.0,-1013.510009765625,2938.320068359375,855.5,11386.99951171875,8928.800048828125,825.1000213623047,-1946.1000061035156,-2070.399932861328,-4709.100036621094,128.0,221.0,,-0.30643923731111006,2.93894766810815,2.5797337797099655,True,117.0,False,6,4,8,,76561198156643344,TerraMW,3.0,-3196.669921875,4311.52001953125,17.010000228881836,1354.4999694824219,-3678.0999755859375,2.199999988079071,0.0,0.09999999776482582,273.1999969482422,255.0,150.0,,0.009473511506014573,-1.2410504316125124,5.2575745174223986e-05,True,0.0,False,4,8,6,,enpitsu,76561198039309853,24,-271.8399963378906,5478.97021484375,21.989999771118164,769.8000335693359,-3434.4000244140625,-135.2999973297119,0.7999999821186066,0.0,0.29999999329447746,255.0,0.0,,0.05502996672450136,-1.3493543394201548,0.008653678734363257,True,61.0,False,4,False,4,,games5425898691,bf81d8692db,19.0,-4078.989990234375,1838.25,345.6199951171875,3.1999999284744263,10225.0,-8177.60009765625,27.799999713897705,0.0,0.0,255.0,128.0,,0.6538727544635973,1.582850042720853,1.5781366059996373,True,115.0,False,4,4,False,
