,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,team_mate_handbrake
0,168,0.0,False,False,0,5206.556416444256,5.480000019073486,12.079999923706055,92.7300033569336,7577.60009765625,24571.4990234375,-635.6000137329102,435.09998321533203,-292.1999931335449,2459.4000244140625,0.0,-0.0024701468802347712,0.02050157698976438,0.003605571610494787,76561198039309853,enpitsu,26.0,-57.25,-177.00999450683594,121.80000305175781,14750.6005859375,17468.299560546875,246.10000610351562,-4201.600036621094,3549.1000366210938,0.0,255.0,128.0,,1.3950530025858092,0.8695571870488473,0.00018680813293209768,True,2,0.0,False,False,1,,bf81d8692db,games5425898691,23.0,0.0,-4921.669921875,17.010000228881836,0.0,2273.8999938964844,2.0999999344348907,-0.7000000029802322,0.0,0.0,255.0,,0.009391819022345399,1.5707878295104034,-3.9981008938747724e-08,True,False,False,False,116.0,False,,WheelieSambo,9093491347418905388,8.0,48.40999984741211,239.99000549316406,44.720001220703125,-12425.30029296875,-15430.400390625,3083.699951171875,826.9999694824219,1037.7999877929688,920.4000091552734,230.0,255.0,True,0.010577987620703692,-2.219246965048748,-0.036428252142589886,True,20.457075106200353,True,6,4,False,,younes079,8709749630725334275,9.0,2412.330078125,4043.080078125,17.010000228881836,19763.499755859375,2011.9000244140625,1.899999976158142,0.3999999910593033,0.0,-21.19999885559082,255.0,126.0,,0.009601890914334353,0.10160197487580187,-5.7375292374422137e-05,True,0.0,False,False,False,False,,
1,170,0.0,False,False,1,5268.837454162353,-89.7699966430664,-35.79999923706055,94.0999984741211,-13788.499755859375,-8076.9000244140625,420.60001373291016,2725.10009765625,-1987.1000671386719,-3005.4998779296875,1.0,-0.09299460513218302,-0.01998101692189316,-0.14274487885659232,9093491347418905388,WheelieSambo,8.0,0.20999999344348907,-175.38999938964844,57.5,3796.6000366210938,7124.89990234375,1259.800033569336,-387.40001678466797,-3111.099853515625,1388.3999633789062,251.0,255.0,True,0.19591562402942392,2.1581912820532896,0.03074123493433839,True,6,14.16236540579027,True,False,5,,8709749630725334275,younes079,9.0,-2577.14990234375,-4055.219970703125,17.010000228881836,-19785.10009765625,-862.2000122070312,2.199999988079071,-0.0,-0.0,-1485.8999633789062,255.0,0.0,-0.00958934930049065,-0.01955554504573459,-0.0002353359326161729,True,False,False,False,0.0,False,,enpitsu,76561198039309853,26.0,-52.16999816894531,108.63999938964844,128.75999450683594,-12241.700439453125,-677.3000335693359,1633.9999389648438,4832.699890136719,-1069.4999694824219,2397.899932861328,255.0,128.0,,-1.1616890516831682,1.8271998644020568,2.928801440042316,True,0.0,False,2,1,False,,games5425898691,bf81d8692db,23.0,-0.0,4897.64013671875,17.010000228881836,-0.0,-3368.9999389648438,2.0999999344348907,0.7999999821186066,-0.0,0.0,255.0,,,-0.009391819022345399,-1.5707878295104034,-3.9981008938747724e-08,True,116.0,False,False,False,False,,
2,226,2.0,False,False,1,7368.382781630294,-2428.679931640625,-1435.6800537109375,93.1500015258789,-9100.599975585938,-5525.999755859375,0.0,3140.4000854492188,-5078.999938964844,-584.0000152587891,1.0,0.03208326791874174,0.16964374928496004,0.757768233040317,8709749630725334275,younes079,9.0,-2499.27001953125,-1633.489990234375,17.010000228881836,6548.800048828125,17453.699951171875,0.0,-0.0,-0.19999999552965164,-16.299999952316284,255.0,128.0,False,-0.009593159493098654,1.9319044457784273,4.0365610382314364e-05,True,False,172.29235288148286,True,False,False,,9093491347418905388,WheelieSambo,8.0,1435.8599853515625,317.9100036621094,109.11000061035156,12640.0,-7324.2999267578125,-166.00000381469727,4540.199890136719,3101.099853515625,-137.7999973297119,250.0,128.0,-0.9009416100354064,1.7343342474879608,2.512576413166092,False,8,7,False,0.0,False,,enpitsu,76561198039309853,26.0,-2128.969970703125,-942.510009765625,94.51000213623047,-13141.500244140625,-13818.499755859375,2359.7000122070312,3983.5000610351562,-3792.2000122070312,0.0,255.0,128.0,,-0.7957636460315708,-0.8100001433177731,2.1856045429200988e-05,True,31.0,False,4,3,False,22.0,games5425898691,bf81d8692db,23.0,-1084.489990234375,3476.590087890625,17.010000228881836,-11532.099609375,4932.39990234375,2.3999999463558197,-0.0,-0.0,-2330.2000427246094,255.0,0.0,,-0.009553538883660215,0.4707933751090926,-2.2294572007038256e-05,True,146.0,False,False,False,False,,True
3,230,2.0,False,False,0,5231.349360255059,2437.47998046875,1108.260009765625,277.010009765625,15564.200439453125,-12568.1005859375,14420.10009765625,5326.6998291015625,-2448.000030517578,-1277.699966430664,0.0,0.3510181903268425,-0.07807247985667437,0.5099272881146214,76561198039309853,enpitsu,26.0,2344.97998046875,1167.8800048828125,104.02999877929688,12290.2001953125,12362.60009765625,-172.09999084472656,-2893.3999633789062,3434.8001098632812,-3174.8001098632812,255.0,128.0,,1.260120009389262,-2.5036187653903834,-3.1012042037682015,True,4,31.0,False,False,3,,bf81d8692db,games5425898691,23.0,1258.530029296875,-3592.070068359375,17.010000228881836,9647.19970703125,-8259.199829101562,2.0000000298023224,0.3999999910593033,-0.29999999329447746,-561.3000106811523,255.0,128.0,0.009560060643796369,-0.760641669392367,0.00023920033504515925,True,False,False,False,146.0,False,,WheelieSambo,9093491347418905388,8.0,-1656.989990234375,-190.57000732421875,106.27999877929688,-12632.2998046875,7226.199951171875,-153.99999618530273,-4541.099853515625,-3099.89990234375,-136.40000343322754,249.0,128.0,False,-0.19166744655194756,-1.4515040619568975,-3.0156960902163026,False,0.0,False,8,7,False,,younes079,8709749630725334275,9.0,2406.590087890625,1374.8399658203125,16.530000686645508,-5497.2998046875,-14982.900390625,103.90000343322754,41.90000057220459,-108.50000381469727,-1237.3999786376953,233.0,6.0,False,0.0050271565764450675,-1.9176575194784264,-0.004861959979010729,True,173.0,False,False,False,False,,
4,327,5.0,False,False,0,7783.126618459164,1816.3199462890625,-2155.22998046875,528.989990234375,-6857.7001953125,15355.400390625,394.90001678466797,3458.3999633789062,3345.10009765625,3584.5001220703125,0.0,-0.22703969014087155,2.4495982397680454,1.5426500412848745,bf81d8692db,games5425898691,23.0,1817.449951171875,-2329.56005859375,428.0799865722656,-5080.10009765625,9162.5,335.0,1868.699951171875,3360.7998657226562,3932.2000122070312,255.0,128.0,,-0.9503010383164802,1.3265587019447163,-2.504889523230817,True,4,173.5487653619499,True,False,3,,76561198039309853,enpitsu,26.0,3734.77001953125,-706.3599853515625,17.049999237060547,-5084.800109863281,-13201.99951171875,-1.2999999523162842,-0.29999999329447746,-2.199999988079071,-2054.499969482422,255.0,0.0,0.016756096442335406,-1.981585396527572,-0.000147457967426257,True,4,4,False,214.2740128758133,True,,WheelieSambo,9093491347418905388,7.0,-1886.989990234375,-77.05000305175781,17.010000228881836,10534.3994140625,7787.8997802734375,2.0999999344348907,0.7000000029802322,0.5000000074505806,269.89999771118164,226.0,128.0,,0.009577218055247212,0.6682802116309732,-0.0001986768985271943,True,231.0,False,8,8,False,,younes079,8709749630725334275,8.0,1563.5899658203125,-1663.969970703125,279.6300048828125,-3866.7001342773438,-10913.399658203125,-3470.7998657226562,-2054.1000366210938,401.3999938964844,-1508.3999633789062,166.0,160.0,,-0.36065134358414686,-1.8836464241335766,0.8081111004060167,True,128.0,False,4,False,4,,False
5,378,7.0,False,False,1,5703.709904987691,-663.8200073242188,-346.2799987792969,298.1300048828125,23901.59912109375,1061.6999816894531,13542.19970703125,88.80000114440918,1697.4000549316406,-5754.1998291015625,1.0,0.015367873793560945,2.879524023321742,-1.8700869992752518,9093491347418905388,WheelieSambo,7.0,-785.0700073242188,-457.239990234375,168.3300018310547,-19016.800537109375,6052.2998046875,2447.2999572753906,-764.1999816894531,-2151.699981689453,-5003.500061035156,252.0,255.0,True,0.3450110428115987,1.6419164855640445,-0.09536021135602173,True,10,164.1115181164075,True,False,9,,8709749630725334275,younes079,8.0,-354.1099853515625,2376.52001953125,17.010000228881836,8811.799926757812,-7470.4998779296875,2.0999999344348907,-0.3999999910593033,0.7000000029802322,-3.0000001192092896,189.0,128.0,-0.009549877307471116,-2.437840060342311,7.405047676800752e-05,True,4,False,4,128.0,False,,enpitsu,76561198039309853,26.0,-837.219970703125,-207.80999755859375,227.1999969482422,13246.500244140625,-18659.89990234375,-133.1999969482422,3571.4999389648438,-3447.5,2368.0999755859375,128.0,0.0,False,0.4358920716352306,-2.3319226885287594,1.8197347203847405,True,109.0,False,6,5,False,,games5425898691,bf81d8692db,23.0,-741.3900146484375,968.2100219726562,17.010000228881836,11001.099853515625,-1586.4999389648438,2.0999999344348907,1.5000000596046448,-0.19999999552965164,169.79999542236328,255.0,128.0,,-0.009560966996996524,-3.0179432868032965,-0.00018647368193741129,True,169.0,False,4,4,False,,
6,469,10.0,False,False,0,5502.3382835911325,-2583.659912109375,-97.12999725341797,104.04000091552734,5777.8997802734375,26329.29931640625,-445.99998474121094,-1010.8000183105469,4152.200012207031,-4211.499938964844,0.0,-0.7468364811967929,-2.6629648276350757,-2.5731934759814856,bf81d8692db,games5425898691,23.0,-2581.3701171875,-269.6400146484375,14.510000228881836,-10465.799560546875,9881.099853515625,-826.6000366210938,-1523.5000610351562,965.8000183105469,-2403.000030517578,255.0,0.0,,0.04868370962785219,2.2472179462004482,0.06446343363901036,True,4,99.3887569801782,True,False,4,,76561198039309853,enpitsu,26.0,-3425.75,539.3900146484375,113.66999816894531,-6620.5999755859375,-8265.30029296875,-610.6000137329102,2493.9999389648438,4410.400085449219,2139.499969482422,128.0,128.0,1.0351049136738626,1.8471125690531658,2.2356016455864984,True,6,6,False,29.0,False,,WheelieSambo,9093491347418905388,7.0,3604.5400390625,2731.47998046875,18.510000228881836,-1721.7999267578125,20986.0009765625,-1961.9999694824219,-2454.2999267578125,1011.6999816894531,-1490.2000427246094,215.0,128.0,False,-0.05036103830352566,1.7151260068927583,-0.026520636535369825,True,130.0,False,12,12,False,,younes079,8709749630725334275,7.0,,,,,,,,,,,,,,,,True,,,,,,,False
7,586,15.0,False,False,1,10120.899907724264,895.6699829101562,-4980.89990234375,935.530029296875,-9280.10009765625,6558.900146484375,-4239.200134277344,4817.9998779296875,-2013.800048828125,868.4999847412109,1.0,0.9288792197444646,0.13875870342349034,1.1089017384168323,9093491347418905388,WheelieSambo,7.0,1070.75,-5098.009765625,1015.1199951171875,-7414.2999267578125,2995.10009765625,-4239.100036621094,0.3999999910593033,-2436.4999389648438,-0.7000000029802322,255.0,6.0,,-0.5042560521523747,-0.010889338939836906,1.5760306570818512,True,13,209.5565332981848,True,False,12,,8709749630725334275,younes079,8.0,2234.5400390625,-4034.330078125,17.010000228881836,-9241.500244140625,-3377.39990234375,2.0999999344348907,3.799999952316284,1.4000000059604645,1303.9999389648438,235.0,128.0,-0.009528942641967327,-0.4168131532391889,-0.0001849861704448323,True,False,False,False,85.0,False,,enpitsu,76561198039309853,26.0,3013.989990234375,1353.489990234375,17.030000686645508,-6302.7001953125,20270.699462890625,1.1999999731779099,0.3999999910593033,-1.2999999523162842,-1315.2999877929688,255.0,128.0,,-0.016777259338019785,1.2844234262642498,-0.0002405632708457904,False,165.0,False,6,6,False,,games5425898691,bf81d8692db,23.0,3147.429931640625,-3141.93994140625,16.989999771118164,-19351.199951171875,-4242.39990234375,2.3000000417232513,1.0999999940395355,-1.2999999523162842,262.90000915527344,255.0,128.0,,-0.009504968501098499,-0.24228763203554768,-8.740040409705493e-05,True,184.23005582183924,True,4,4,False,,
8,619,16.0,False,False,1,9424.665420818425,-195.72999572753906,-4221.22021484375,165.60000610351562,-13059.599609375,12915.10009765625,7815.5999755859375,2488.000030517578,-3060.2999877929688,1233.7999725341797,1.0,0.27659759227733094,0.5910453612415754,1.5860312738750417,9093491347418905388,WheelieSambo,7.0,-46.09000015258789,-4418.509765625,60.93000030517578,-8077.39990234375,11761.500244140625,4336.199951171875,-553.4000015258789,502.59998321533203,-179.59999084472656,251.0,128.0,False,-0.026916693887909637,1.0419112255777616,0.06860865641692246,True,16,140.0257545722428,True,False,12,,8709749630725334275,younes079,7.0,874.4000244140625,-4674.8798828125,27.170000076293945,-15289.3994140625,-15382.2998046875,2943.900146484375,309.0999984741211,136.00000381469727,3253.800048828125,235.0,128.0,-0.01240755499081093,-0.6317772740678068,-0.017904649547344196,True,False,False,False,116.0,False,,enpitsu,76561198039309853,26.0,3070.739990234375,3875.8798828125,17.030000686645508,6555.7000732421875,20477.900390625,5.299999713897705,1.0000000149011612,3.3000001311302185,975.1000213623047,255.0,255.0,,-0.016774540116222612,1.878816471495134,0.00022955584085389947,True,255.0,False,6,6,False,,games5425898691,bf81d8692db,23.0,816.9500122070312,-4576.990234375,16.979999542236328,-10557.2998046875,-16926.700439453125,-5.600000023841858,-23.499999046325684,-46.99999809265137,-3264.2001342773438,255.0,0.0,,-0.005002053730220364,-1.0031115310578453,0.009627511344961039,True,80.84891171865576,True,4,4,False,,
9,679,18.0,False,False,1,7679.585933095943,-2932.75,-1517.0799560546875,317.0799865722656,-4685.899963378906,3495.5999755859375,4978.0999755859375,-164.59999084472656,-2812.7999877929688,2661.9000244140625,1.0,-0.9849565505181357,0.8715403809140797,-1.1008843934531367,9093491347418905388,WheelieSambo,7.0,-2970.969970703125,-1482.47998046875,146.83999633789062,-7894.0997314453125,4825.5999755859375,1172.5,5176.7999267578125,15.399999618530273,-1857.4000549316406,128.0,207.0,True,1.0488966284674959,0.5983104249163984,-0.7493576598880195,False,18,134.0,False,False,15,,8709749630725334275,younes079,7.0,-646.219970703125,-5130.77978515625,22.399999618530273,1796.9000244140625,12559.3994140625,-864.0000152587891,-3811.4999389648438,1275.8999633789062,-377.5,255.0,78.0,-0.028168927630306786,1.644798232198986,0.14267224994782618,False,4,4,False,116.0,False,,enpitsu,76561198039309853,26.0,852.1500244140625,4953.0400390625,17.049999237060547,-193.4000015258789,2029.7999572753906,2.8999999165534973,1.5999999642372131,1.0000000149011612,1270.1000213623047,0.0,0.0,,-0.01681304862378713,-1.917354889007702,0.00014669241687636407,True,255.0,False,6,6,False,,games5425898691,bf81d8692db,23.0,-2400.18994140625,-2294.840087890625,17.020000457763672,-10252.900390625,20448.699951171875,0.7999999821186066,-0.0,-0.19999999552965164,-8.700000047683716,255.0,128.0,,-0.009593846654065867,1.1071292177682321,3.858125569482862e-05,True,0.0,False,4,4,False,,
