,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
38,3458,91.0,False,False,0,3605.172769160433,1210.22998046875,2214.070068359375,124.55000305175781,7127.80029296875,19859.69970703125,10337.5,4129.2999267578125,3263.3999633789062,-2880.5999755859375,0.0,-0.9843852854022442,-1.0520431043760707,-2.815393583990927,bf81d8692db,games5425898691,19.0,1267.9200439453125,2078.699951171875,78.61000061035156,1614.7000122070312,16074.100341796875,2103.6000061035156,-5118.999938964844,-1983.0000305175781,336.19998931884766,255.0,150.0,,0.6763739351305754,1.639826569249831,-0.06938560668784552,True,0.0,False,6,5,False,,76561198039309853,enpitsu,26.0,3417.659912109375,-416.2900085449219,17.049999237060547,10816.800537109375,8856.099853515625,2.5999999046325684,-0.7999999821186066,-0.3999999910593033,2739.1000366210938,128.0,128.0,False,0.016784185652007042,1.3521246431879606,-1.5735953943325467e-05,True,97.0,False,2,False,2,,KyYomi,76561198381668455,10,1062.06005859375,2325.320068359375,107.08999633789062,19264.7998046875,-1874.1000366210938,1417.1000671386719,3305.1998901367188,3378.3999633789062,-2812.6998901367188,255.0,163.0,False,0.8756869120850519,-0.5111015730728448,-0.03156391105054738,True,4,3,183.52328593243837,True,False,,KxrL_StxLz,1121353984912220357,9.0,888.9400024414062,1749.780029296875,16.989999771118164,5139.2999267578125,12999.100341796875,4.600000083446503,0.0,-0.5999999865889549,65.50000190734863,249.0,128.0,,0.009589574230949964,1.1967965869208765,4.1336980425608367e-05,True,0.0,False,4,4,False,
39,3460,91.0,False,False,1,7757.978472946365,-1343.199951171875,-2287.800048828125,201.7899932861328,-33620.400390625,-8064.6002197265625,13604.3994140625,2740.10009765625,3462.5,4062.3001098632812,1.0,1.1143952082871338,1.0732579677030007,-2.6793616207635544,76561198381668455,KyYomi,10.0,-1215.5799560546875,-2320.5400390625,113.8499984741211,-17590.30029296875,-979.8999786376953,279.7999954223633,527.0999908447266,-2641.199951171875,4795.299987792969,255.0,134.0,False,-1.3772161185093443,0.5828447784919538,-0.14185984299408838,True,177.26876546490578,True,4,3,False,,1121353984912220357,KxrL_StxLz,9.0,-923.1900024414062,-1836.81005859375,16.989999771118164,-5145.5999755859375,-13081.600341796875,4.600000083446503,0.19999999552965164,1.0000000149011612,-34.100000858306885,249.0,108.0,,-0.00959561955122847,-1.198586524609042,4.100977374383643e-05,True,0.0,False,4,False,4,,enpitsu,76561198039309853,26,-3494.429931640625,342.0299987792969,17.049999237060547,-7752.80029296875,-8868.599853515625,2.5999999046325684,0.29999999329447746,0.3999999910593033,2517.100067138672,255.0,128.0,False,-0.01680781084615634,-1.5707139544691753,-4.652952054116761e-05,True,2,2,97.0,False,False,,games5425898691,bf81d8692db,19.0,-1267.9200439453125,-2078.699951171875,78.61000061035156,-1614.7000122070312,-16074.100341796875,2103.6000061035156,5118.999938964844,1983.0000305175781,336.19998931884766,255.0,150.0,,-0.6763739351305754,-1.639826569249831,-0.06938560668784552,True,0.0,False,6,5,False,
40,3556,95.0,False,False,1,9245.57233388995,1048.1800537109375,-4104.31982421875,120.37999725341797,11877.099609375,-3541.4999389648438,6998.0999755859375,1649.4000244140625,5531.9000244140625,-1636.1000061035156,1.0,1.1091403227277994,0.3548084498567062,-1.3379338776783236,1121353984912220357,KxrL_StxLz,9.0,842.030029296875,-4294.89990234375,102.81999969482422,19078.00048828125,-2049.199981689453,-164.79999542236328,1618.6000061035156,5254.5001220703125,-141.8000030517578,247.0,128.0,,-0.6080282861592686,0.6333571790069797,2.9672544462594472,True,31.0,False,6,5,False,,76561198381668455,KyYomi,9.0,-415.8599853515625,-4739.259765625,16.989999771118164,19269.3994140625,1589.1999816894531,4.399999976158142,-0.0,0.09999999776482582,236.5999984741211,255.0,143.0,,-0.009586253737654996,3.050997914211758,-1.3700386658658354e-05,True,215.0,False,4,False,4,,enpitsu,76561198039309853,26,884.1900024414062,986.8499755859375,17.049999237060547,15975.400390625,3317.7999877929688,2.5999999046325684,-0.29999999329447746,-0.0,0.0,255.0,128.0,,-0.01677158657980445,2.9368234561160955,2.5697706473652824e-05,True,2,2,200.0,False,False,,games5425898691,bf81d8692db,19.0,-3136.419921875,-3786.830078125,65.16999816894531,-3776.6000366210938,17314.69970703125,3088.2998657226562,-2831.0000610351562,-525.4000091552734,-322.20001220703125,255.0,128.0,,-0.08107506808013445,1.3954180869947088,-0.0006025172471503042,True,31.0,False,8,7,False,
41,3628,98.0,False,False,1,9569.615378615845,3089.889892578125,-4174.740234375,146.89999389648438,-4060.10009765625,12610.699462890625,3895.7000732421875,2026.199951171875,1021.2999725341797,-3308.2998657226562,1.0,-0.7903897778020886,-1.307339982700831,-2.094142272605597,76561198381668455,KyYomi,9.0,3153.39990234375,-4281.52001953125,17.25,-3492.3001098632812,12570.0,173.29999923706055,399.50000762939453,51.39999866485596,2916.300048828125,255.0,255.0,,0.01904979833664501,1.2134491401314138,-0.0014556762824958949,True,199.34835255786933,True,4,4,False,,1121353984912220357,KxrL_StxLz,9.0,3341.2099609375,-3988.580078125,17.010000228881836,-5711.6998291015625,2844.2001342773438,2.5,1.1999999731779099,-1.2999999523162842,2330.2000427246094,251.0,255.0,,-0.009486507786369941,0.47263453254390764,0.0001515190363826427,True,31.0,False,6,False,6,,enpitsu,76561198039309853,26,3610.820068359375,394.1300048828125,17.049999237060547,-42.30000019073486,-8661.199951171875,3.3000001311302185,-0.0,-1.1999999731779099,-2128.699951171875,128.0,0.0,False,-0.016860724557430033,-1.5502794613895643,-0.00013488451018898686,True,2,2,181.0,False,False,,games5425898691,bf81d8692db,19.0,-3904.360107421875,1350.530029296875,41.709999084472656,-2148.699951171875,22761.201171875,-1963.3999633789062,-4318.900146484375,1516.1000061035156,1057.699966430664,255.0,0.0,,0.28717876351177224,1.4734220132954277,0.06343862846443271,False,31.0,False,10,10,False,
42,3661,99.0,False,False,1,8006.475834326505,2601.080078125,-2682.81005859375,144.64999389648438,-10701.8994140625,9558.699951171875,1459.1000366210938,-1238.0999755859375,4989.89990234375,-3093.0999755859375,1.0,-0.06360807509778636,-2.585855110803152,-2.1042469198199663,76561198381668455,KyYomi,9.0,2716.030029296875,-2700.159912109375,17.010000228881836,-11021.700439453125,10002.39990234375,0.09999999776482582,-0.0,-0.09999999776482582,2126.300048828125,255.0,255.0,,-0.009602145386819732,0.6686009822761797,5.740576480219433e-06,False,163.32848177930362,True,4,4,False,,1121353984912220357,KxrL_StxLz,9.0,2342.610107421875,-3841.0,17.0,-8291.099853515625,7647.5,3.400000035762787,-0.29999999329447746,0.3999999910593033,-294.3000030517578,251.0,128.0,,-0.00954681659554967,0.7708550238845598,0.00012633146552538103,True,255.0,False,6,False,6,,enpitsu,76561198039309853,25,2815.7900390625,-62.040000915527344,17.049999237060547,-7577.8997802734375,-50.0,2.5999999046325684,0.5999999865889549,-0.3999999910593033,0.0,128.0,128.0,False,-0.016826495468532442,-0.0065769213873005765,4.993976104108056e-05,True,2,2,255.0,False,False,,games5425898691,bf81d8692db,19.0,-3103.669921875,3992.8701171875,17.010000228881836,13431.700439453125,18670.50048828125,0.0,-0.0,0.29999999329447746,-1935.8999633789062,255.0,0.0,,-0.00957859345753036,2.266861307315878,-1.7695515032903162e-05,True,248.73663657455035,True,10,10,False,50.0
43,3684,100.0,False,False,1,7086.398694710077,1641.4599609375,-1907.0799560546875,98.62999725341797,-9703.099975585938,8308.599853515625,1767.5,-3483.599853515625,532.2000122070312,-3093.0999755859375,1.0,0.9844101334318339,-3.138532425278294,-1.634395263255645,76561198381668455,KyYomi,9.0,1553.1400146484375,-2010.3499755859375,16.989999771118164,-9153.099975585938,14041.99951171875,4.699999988079071,-0.29999999329447746,-0.09999999776482582,-1975.5000305175781,128.0,0.0,,-0.00962244380065703,1.0628944214789096,6.767249617991249e-06,False,164.0,False,4,4,False,,1121353984912220357,KxrL_StxLz,9.0,1701.699951171875,-2913.929931640625,116.1500015258789,-11080.699462890625,12974.200439453125,-146.00000381469727,-1361.300048828125,-5266.9000244140625,810.0,251.0,128.0,,-0.8560573449212018,2.0212087496714837,-1.868540519745361,True,255.0,False,8,False,7,,enpitsu,76561198039309853,25,2057.909912109375,-66.13999938964844,17.049999237060547,-12271.800537109375,351.19998931884766,3.100000023841858,6.1000001430511475,0.5999999865889549,-987.9000091552734,255.0,128.0,False,-0.016825710473944287,0.015242558483582124,-0.00017679524284904344,True,2,2,227.0,False,False,,games5425898691,bf81d8692db,19.0,-1500.3499755859375,4510.5400390625,17.010000228881836,22879.29931640625,506.19998931884766,1.899999976158142,-0.5999999865889549,0.19999999552965164,-6.200000047683716,255.0,128.0,,-0.009575773421672394,3.1202768216709464,5.350594308914473e-05,True,216.0,False,10,10,False,
44,3707,100.0,False,False,1,6060.42211304232,1287.4000244140625,-907.77001953125,106.0,-8241.599731445312,11167.7001953125,-663.8999938964844,63.20000171661377,-1173.6000061035156,-1992.2999572753906,1.0,0.5833886572835484,1.990836984376601,-0.5471137130296785,76561198381668455,KyYomi,9.0,1408.56005859375,-873.1699829101562,16.639999389648438,-5538.4002685546875,11578.599853515625,-180.10000228881836,-160.10000228881836,395.60001373291016,2242.2000122070312,255.0,255.0,,-0.008438659288777286,1.0357014582797024,0.008262226758911473,False,140.50747531972905,True,4,4,False,,1121353984912220357,KxrL_StxLz,9.0,824.3900146484375,-1862.2900390625,57.16999816894531,-10975.999755859375,13355.999755859375,-2562.7999877929688,-1309.2999267578125,-1248.6000061035156,-624.3000030517578,251.0,0.0,,-0.014150817082743353,1.169453357291979,0.48991759168687826,True,255.0,False,8,False,8,,enpitsu,76561198039309853,26,1233.530029296875,421.6099853515625,17.049999237060547,-5002.900085449219,10252.5,2.5999999046325684,-0.0,0.19999999552965164,-1172.5,128.0,255.0,False,-0.016738631241166008,1.292313841488931,0.00018105558192916263,True,2,2,227.0,False,False,,games5425898691,bf81d8692db,19.0,418.6000061035156,3985.800048828125,17.010000228881836,15071.500244140625,-17373.699951171875,-0.29999999329447746,1.899999976158142,-2.5999999046325684,-826.2000274658203,255.0,128.0,,-0.009599284390964222,-2.2223538408551957,0.00016653994598580835,True,221.94154816032736,True,10,10,False,
45,3721,101.0,False,False,1,5630.1332226994255,637.8099975585938,-484.2099914550781,93.73999786376953,-18623.399658203125,5623.499755859375,706.3999938964844,-2408.2000732421875,-320.49999237060547,-4400.10009765625,1.0,0.6607472843219607,2.515754030442493,-1.295305496767669,76561198381668455,KyYomi,9.0,798.9199829101562,-486.94000244140625,17.020000457763672,-16286.99951171875,1919.1999816894531,2.0000000298023224,-523.6999893188477,364.50000762939453,1510.2999877929688,255.0,219.0,,-0.0029600338731718277,0.049637263481915175,0.01163151929042956,False,96.60971194441605,True,4,4,False,,1121353984912220357,KxrL_StxLz,9.0,798.0800170898438,-1219.06005859375,17.010000228881836,8047.80029296875,9756.900024414062,2.3000000417232513,3.3000001311302185,3.799999952316284,632.9999923706055,251.0,255.0,,-0.009545309878083472,2.3189915299316355,0.000367201251203854,True,255.0,False,8,False,8,,enpitsu,76561198039309853,26,935.4400024414062,912.4500122070312,17.049999237060547,-9845.999755859375,5681.5997314453125,0.3999999910593033,-0.0,-0.0,2448.699951171875,255.0,128.0,False,-0.0167111009374031,0.46550209392109104,2.5077166408476517e-05,True,2,2,203.34636541592175,True,False,,games5425898691,bf81d8692db,19.0,894.6199951171875,2933.530029296875,17.010000228881836,1980.8999633789062,-22853.9990234375,1.2999999523162842,-0.0,-0.3999999910593033,-1915.0,255.0,0.0,,-0.00959853258499696,-1.586322776150278,-5.5187712047634436e-05,True,212.0,False,10,10,False,
46,3742,102.0,False,False,1,5453.826454741921,-725.8300170898438,-67.0999984741211,93.13999938964844,-16733.299560546875,5214.6002197265625,0.0,-2722.39990234375,-3807.6998901367188,-3753.5000610351562,1.0,0.7010897943301614,1.0919329937526683,-0.2817047523797237,76561198381668455,KyYomi,9.0,-711.1300048828125,-247.6300048828125,16.979999542236328,-21751.4990234375,7474.5001220703125,3.4999999403953552,-1.5999999642372131,0.3999999910593033,-1001.9000244140625,255.0,96.0,,-0.009587559700404565,0.38235607492106094,5.114770355744366e-05,False,30.855544128725658,True,4,4,False,,1121353984912220357,KxrL_StxLz,9.0,812.5900268554688,-362.239990234375,17.010000228881836,-9250.900268554688,8619.400024414062,2.3999999463558197,-0.0,-0.29999999329447746,2254.1000366210938,245.0,243.0,,-0.009548172921672534,0.682301044537004,-1.8038800483099947e-05,True,255.0,False,8,False,8,,enpitsu,76561198039309853,26,-169.8000030517578,1042.4000244140625,17.049999237060547,-18898.800048828125,179.0999984741211,-2.0999999344348907,-0.3999999910593033,-0.09999999776482582,5.699999928474426,255.0,128.0,False,-0.01677266995870149,0.008831835141465655,-2.551360310379467e-05,True,2,2,167.1264342287535,True,False,,games5425898691,bf81d8692db,19.0,-93.0,1685.1099853515625,17.010000228881836,-22017.19970703125,-3364.5001220703125,2.199999988079071,-0.09999999776482582,-0.0,-1993.0000305175781,255.0,0.0,,-0.009582602732739419,-0.07172947712575997,-1.786045487050718e-05,True,171.0,False,10,10,False,
47,3747,102.0,False,False,1,5453.159239832131,-1011.7899780273438,31.450000762939453,95.25,-13782.5,11925.30029296875,1640.0999450683594,-868.4999847412109,-2954.89990234375,-5149.0997314453125,1.0,0.08867854630408983,1.553970579006526,-0.8661061592217556,76561198381668455,KyYomi,9.0,-1077.3299560546875,-79.77999877929688,16.829999923706055,-19921.500244140625,11364.200439453125,-27.100000381469727,854.4999694824219,-282.7000045776367,-1900.2999877929688,255.0,0.0,,-0.0036092271384013004,0.5914773232791815,-0.019863072399396983,,49.89669698797246,True,4,4,False,18.0,1121353984912220357,KxrL_StxLz,9.0,649.5800170898438,-243.25999450683594,17.010000228881836,-10952.900390625,6841.300048828125,2.0000000298023224,-1.0000000149011612,0.3999999910593033,212.29999542236328,245.0,128.0,,-0.009561542344547593,0.5326034735283349,-0.00018689994863673083,True,255.0,False,8,False,8,,enpitsu,76561198039309853,26,-514.6400146484375,1026.3599853515625,17.049999237060547,-20311.500244140625,-2622.6998901367188,-1.7000000178813934,8.899999856948853,1.2999999523162842,1310.2999877929688,255.0,,,-0.016788340021136078,-0.1793065860999607,9.544151142037103e-05,True,2,2,159.0,False,False,,games5425898691,bf81d8692db,19.0,-473.70001220703125,1696.75,17.010000228881836,-21109.3994140625,4206.7999267578125,2.199999988079071,-1.0999999940395355,0.09999999776482582,-1885.5000305175781,255.0,45.0,,-0.009581088612554646,0.27708715849662835,-1.4395300908732897e-06,True,171.0,False,10,10,False,
48,3760,102.0,False,False,0,6257.281724251377,1687.199951171875,-559.1799926757812,105.29000091552734,31681.59912109375,11006.500244140625,3588.9999389648438,2090.5999755859375,1442.4000549316406,-5435.8001708984375,0.0,-0.962052995976188,2.3893658396630633,-1.691098682707966,76561198039309853,enpitsu,25.0,1454.780029296875,-724.3599853515625,86.37999725341797,18917.7001953125,12879.000244140625,2291.1000061035156,-5337.80029296875,803.0999755859375,1054.7000122070312,255.0,255.0,,0.4217465054290064,0.6049579672439264,-0.3177967952901719,True,150.0,False,4,3,False,,bf81d8692db,games5425898691,19.0,1273.030029296875,-2090.9599609375,17.010000228881836,16212.5,-13214.7998046875,2.0999999344348907,-2.3000000417232513,1.8000000715255737,-1212.6000213623047,255.0,5.0,,0.009594615664311445,-0.7104353919685272,-5.4941272242179254e-05,True,171.0,False,10,False,10,,KyYomi,76561198381668455,10,1743.300048828125,-579.030029296875,17.020000457763672,15649.000244140625,-13795.30029296875,1.0999999940395355,-1.8000000715255737,1.5000000596046448,1819.6000671386719,128.0,239.0,,0.009644103429821877,-0.6613859782505881,0.00016284189756883468,,4,4,43.0,False,False,,KxrL_StxLz,1121353984912220357,9.0,-1.909999966621399,54.290000915527344,17.010000228881836,12906.99951171875,2555.0999450683594,2.3000000417232513,-0.29999999329447746,0.0,2192.899932861328,249.0,248.0,,0.009558855266065822,0.2618978240241561,1.2844398450066023e-05,True,255.0,False,8,8,False,
49,3866,106.0,False,False,1,8008.059227544607,413.3299865722656,-2853.5,634.52001953125,3116.4999389648438,-4855.7000732421875,-3219.5999145507812,35.09999990463257,-5769.000244140625,-1648.3000183105469,1.0,0.41227935473629745,2.4016613699795597,-0.9476898579553589,1121353984912220357,KxrL_StxLz,9.0,542.9000244140625,-2882.800048828125,530.0900268554688,8462.2998046875,-7751.199951171875,116.09999656677246,1160.8999633789062,4432.699890136719,-3041.7001342773438,128.0,255.0,True,0.8479722523184965,-1.8416391284439273,-1.028963776156063,True,205.0,False,10,8,4,,76561198381668455,KyYomi,10.0,-3276.449951171875,-3905.14990234375,17.010000228881836,5682.39990234375,-21957.2998046875,2.8999999165534973,-0.5000000074505806,-1.1999999731779099,1910.5000305175781,255.0,255.0,True,-0.00964835736318447,-1.8807774082865414,0.00012526017396790535,True,16.0,False,6,False,6,,enpitsu,76561198039309853,25,-1294.6199951171875,1070.739990234375,17.059999465942383,13174.7998046875,3727.39990234375,1.7000000178813934,5.299999713897705,1.1999999731779099,-1898.2000732421875,255.0,128.0,False,-0.01674832560615025,2.930716070393616,-1.2332811141918109e-05,True,4,4,255.0,False,False,,games5425898691,bf81d8692db,19.0,2043.8299560546875,4823.6298828125,17.0,22617.2998046875,-4178.0999755859375,1.5000000596046448,2.0000000298023224,-0.5000000074505806,-1396.4999389648438,255.0,6.0,,-0.009604685724925526,-2.9329000432108985,-0.0003278292007054708,True,111.49948381095805,True,12,12,False,
50,3935,109.0,False,False,1,8959.061726104808,785.469970703125,-3818.3798828125,99.30000305175781,-15893.900146484375,3123.599853515625,8208.200073242188,5231.400146484375,2904.4000244140625,442.7000045776367,1.0,0.07722410517776458,2.3664420940428172,0.10956998783518439,1121353984912220357,KxrL_StxLz,9.0,995.5700073242188,-3888.050048828125,17.010000228881836,-11811.600341796875,5150.999755859375,2.3000000417232513,-0.29999999329447746,-0.0,-2263.800048828125,250.0,0.0,False,-0.009558978180845031,0.4716035281563225,-4.966764287566325e-05,True,155.0,False,10,8,4,,76561198381668455,KyYomi,10.0,854.8499755859375,-4047.419921875,17.010000228881836,2538.6000061035156,15087.2998046875,2.3000000417232513,-0.29999999329447746,-0.09999999776482582,2041.9999694824219,255.0,255.0,False,-0.009572121166208742,1.6701984801939982,1.2750125576621555e-05,True,223.0,False,6,False,6,,enpitsu,76561198039309853,26,223.3300018310547,1134.0,17.059999465942383,2846.6000366210938,8481.599731445312,1.4000000059604645,-2.199999988079071,-7.300000190734863,1587.5999450683594,255.0,128.0,False,-0.016662979442293297,1.8349963202995703,-0.00017443405631249585,True,4,4,255.0,False,False,,games5425898691,bf81d8692db,19.0,3088.1201171875,-86.16999816894531,17.0,-16011.300048828125,-14721.400146484375,3.4999999403953552,-0.29999999329447746,-0.09999999776482582,-1916.9999694824219,255.0,0.0,,-0.00959658305883587,-0.6750806855148604,-5.661650614067689e-05,True,216.0,False,12,12,False,
51,4002,111.0,False,False,1,9080.089449520816,-2969.35009765625,-3076.27001953125,136.2100067138672,-18521.600341796875,8364.099731445312,-793.4999847412109,4363.699951171875,1948.9999389648438,459.90001678466797,1.0,0.30509671079241907,2.782283144157831,2.2718732858918997,76561198381668455,KyYomi,10.0,-2885.659912109375,-3170.409912109375,16.260000228881836,-17105.899658203125,6017.5,-102.29999542236328,-2761.400146484375,-426.6999816894531,-1923.699951171875,128.0,4.0,False,-0.050568382469276155,0.3921618406389901,0.05038993190461487,False,175.0,False,6,6,False,,1121353984912220357,KxrL_StxLz,9.0,-443.0899963378906,-1622.1800537109375,17.010000228881836,-11248.499755859375,-1379.1000366210938,2.0999999344348907,-0.5999999865889549,-0.0,16.699999570846558,249.0,121.0,False,-0.009559825722453404,-0.1301564846511025,-0.00010682966654441384,True,155.0,False,10,4,8,,enpitsu,76561198039309853,26,-492.5,3903.35009765625,17.059999465942383,-12881.300048828125,3756.099853515625,2.0000000298023224,-0.09999999776482582,-0.0,2280.2000427246094,255.0,255.0,False,-0.016751699443533982,0.21815878625840182,-1.646399143342265e-05,True,4,4,255.0,False,False,,games5425898691,bf81d8692db,19.0,-2354.820068359375,131.9600067138672,17.0,-22390.70068359375,2956.7001342773438,3.4999999403953552,1.8000000715255737,-0.09999999776482582,1672.2999572753906,255.0,226.0,,-0.009588978085400749,0.07875795043336714,0.0001459049072798095,True,187.0,False,12,12,False,
52,4021,112.0,False,False,1,9145.93897260165,-3997.669921875,-2586.590087890625,241.44000244140625,896.5000152587891,4033.699951171875,9092.899780273438,-1311.199951171875,-5404.7998046875,2251.1000061035156,1.0,1.0965521252229065,1.7326113401221261,2.936120028360587,76561198381668455,KyYomi,10.0,-3923.06005859375,-2722.110107421875,32.220001220703125,-15250.0,5118.599853515625,4673.800048828125,-428.49998474121094,5472.19970703125,-347.7000045776367,255.0,0.0,,0.329988476722657,0.30308020815887887,0.08694511087583734,True,165.59393553323642,True,6,6,False,,1121353984912220357,KxrL_StxLz,9.0,-1243.1199951171875,-1696.1300048828125,17.010000228881836,-11959.599609375,-4907.300109863281,2.199999988079071,4.000000059604645,1.5999999642372131,1601.7999267578125,247.0,128.0,,-0.00956183376347757,-0.443453164281324,4.854704361997174e-05,True,155.0,False,10,4,8,,enpitsu,76561198039309853,26,-1080.489990234375,3707.0400390625,17.059999465942383,-490.6999969482422,-942.6999664306641,1.4000000059604645,-1.4000000059604645,-0.09999999776482582,140.2999973297119,,,,-0.016930497484376895,-1.0915556251837972,-0.00013873904415932371,True,4,4,255.0,False,False,,games5425898691,bf81d8692db,19.0,-3628.489990234375,-368.4599914550781,17.0,-16285.2001953125,-13690.6005859375,1.8000000715255737,-2.0000000298023224,-1.7000000178813934,-1385.8999633789062,255.0,55.0,,-0.009592202388432051,-0.6713416688373038,-0.00025888293100940726,True,180.738761191727,True,12,12,False,
53,4028,112.0,False,False,1,9049.347262379037,-3974.679931640625,-2486.739990234375,443.9700012207031,5466.7999267578125,8672.999877929688,11448.900146484375,-316.1000061035156,-405.0,-2446.9000244140625,1.0,0.08799014776417619,0.3919397613014972,1.8341857085181963,76561198381668455,KyYomi,10.0,-4082.969970703125,-2552.550048828125,326.1400146484375,354.0999984741211,7643.599853515625,11657.7001953125,-1021.1000061035156,671.2000274658203,-1051.2000274658203,255.0,0.0,,0.9747123143758606,1.6278444254541784,1.6286745424001885,True,160.0,False,6,6,False,,1121353984912220357,KxrL_StxLz,9.0,-1500.0899658203125,-1794.3900146484375,17.010000228881836,-7982.1002197265625,-1470.0,2.5,-0.5000000074505806,2.7000001072883606,-2093.3999633789062,200.0,0.0,,-0.009763091885278984,-0.1718056039814654,-0.00012850135157417897,True,155.0,False,10,4,8,,enpitsu,76561198039309853,26,-1085.0400390625,3698.300048828125,17.059999465942383,-7.900000214576721,-13.999999761581421,1.4000000059604645,-0.29999999329447746,-0.3999999910593033,0.5000000074505806,,,,-0.01689349677748055,-1.097861861688401,-4.4959758915031974e-05,True,4,4,255.0,False,False,,games5425898691,bf81d8692db,19.0,-4022.639892578125,-692.9500122070312,95.70999908447266,-11200.50048828125,-13743.199462890625,11601.500244140625,-196.90000534057617,5330.4998779296875,1340.2999877929688,255.0,255.0,,0.6461775392966913,-0.8890955752799055,-0.5976608508014136,True,158.78797407816816,True,12,12,False,
54,4066,113.0,False,False,1,7635.669274615215,-3213.7099609375,-1295.3499755859375,1382.2900390625,10857.900390625,9865.700073242188,2819.1000366210938,-345.0,-481.6999816894531,-2071.300048828125,1.0,0.04807831171540599,-2.42017993029507,1.4288336238692185,76561198381668455,KyYomi,10.0,-3369.889892578125,-1349.8800048828125,1322.02001953125,8359.299926757812,7926.199951171875,4250.299987792969,-940.8000183105469,1447.7000427246094,3260.7000732421875,255.0,59.0,False,0.08149165320622638,2.820663819796052,0.7265207117060399,True,111.33409903639107,True,8,6,False,,1121353984912220357,KxrL_StxLz,9.0,-1908.52001953125,-1247.1099853515625,17.010000228881836,830.0,5138.800048828125,2.0999999344348907,0.7999999821186066,-0.3999999910593033,-1.5999999642372131,215.0,128.0,,-0.00958429373674146,1.7314038676887904,1.7058123522573187e-05,True,155.0,False,10,4,8,,enpitsu,76561198039309853,26,-1038.9100341796875,3533.659912109375,17.059999465942383,853.7999725341797,-4245.4998779296875,1.1999999731779099,0.3999999910593033,-0.7000000029802322,25.69999933242798,128.0,128.0,,-0.016833122799826624,-1.7736752169394068,-7.349376947039092e-05,True,4,4,255.0,False,False,,games5425898691,bf81d8692db,19.0,-3778.760009765625,-3128.070068359375,10.829999923706055,16897.7001953125,-4843.399963378906,504.90001678466797,544.0999984741211,-296.70000076293945,1502.5999450683594,255.0,255.0,,0.019097477373797755,-2.9004175440031643,0.0054173180963206355,True,128.0,False,12,12,False,
