,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_boost_collect
0,168,0.0,False,False,0,5187.37253493046,-18.59000015258789,27.3700008392334,93.72000122070312,-14584.49951171875,20940.6005859375,1179.1999816894531,-5564.2999267578125,-2211.1000061035156,-385.60001373291016,0.0,-0.04509195010878383,-0.009712536360568106,-0.1485254745767921,76561198045254093,What a save!,9.0,105.77999877929688,-154.80999755859375,110.5199966430664,-12659.200439453125,19107.39990234375,-150.20000457763672,-5149.89990234375,-1902.2999572753906,-330.9000015258789,128.0,128.0,,1.0878442556310124,-1.8124920254626482,2.6263340392361934,True,0.0,False,False,4,3,,76561198050357570,Enzo,9.0,0.0,-2761.330078125,17.010000228881836,0.0,13647.7001953125,2.3999999463558197,-0.7999999821186066,0.0,0.0,255.0,,,0.009498631517434493,1.5707883339511282,-3.803362393823418e-08,True,False,False,False,146.0,False,,enpitsu,76561198039309853,25,0.0,2726.389892578125,17.049999237060547,0.0,-12161.500244140625,2.8999999165534973,-0.5000000074505806,0.0,0.0,255.0,,,0.016807754157375284,-1.5707753722337265,1.7641291150023868e-07,True,False,146.0,False,False,False,,games5425898691,bf81d8692db,22.0,-145.2899932861328,642.3599853515625,65.77999877929688,1647.5,-22489.599609375,2792.7999877929688,4679.100036621094,-45.999999046325684,-514.0999984741211,128.0,128.0,,0.12045288625692024,-1.5920205803979248,-0.000354971833684369,True,4,False,0.0,False,3,
1,171,0.0,False,False,1,5312.2291483609915,236.24000549316406,-131.10000610351562,129.1300048828125,33580.90087890625,16839.200439453125,3321.199951171875,1198.6000061035156,-229.89999771118164,-5874.5001220703125,1.0,0.23877484478425628,0.19523171463339634,-0.7734589836379799,bf81d8692db,games5425898691,22.0,117.87999725341797,-262.4200134277344,96.45999908447266,-1042.3999786376953,18058.900146484375,-354.90001678466797,-5411.099853515625,391.3999938964844,-903.7000274658203,128.0,128.0,,-1.4840145097725235,1.8045678175632787,-0.12306001123464323,True,0.0,False,False,4,3,,76561198039309853,enpitsu,26.0,-0.0,-2540.010009765625,17.049999237060547,-0.0,12648.199462890625,2.8999999165534973,0.7999999821186066,-0.0,0.0,255.0,,,-0.016807754157375284,1.5707753722337265,1.7641291150023868e-07,True,False,False,False,146.0,False,,Enzo,76561198050357570,9,-0.0,2519.52001953125,17.010000228881836,-0.0,-13962.5,2.3999999463558197,0.7999999821186066,-0.0,0.0,255.0,,,-0.009498631517434493,-1.5707883339511282,-3.803362393823418e-08,True,False,146.0,False,False,False,,What a save!,76561198045254093,9.0,59.869998931884766,-89.58999633789062,119.62999725341797,9639.000244140625,-13630.10009765625,754.0000152587891,3926.099853515625,925.4000091552734,3738.800048828125,128.0,128.0,,-0.35085032642447556,1.25688298030592,2.7532416979958003,True,4,False,0.0,False,3,
2,308,5.0,False,False,0,9769.053936852233,-2053.06005859375,-4560.2900390625,448.6099853515625,-822.6999664306641,4883.2000732421875,12685.30029296875,3188.9999389648438,-3437.5,-3743.2998657226562,0.0,0.9841099071598042,1.0599447801387831,0.5972415175738901,76561198050357570,Enzo,9.0,-2049.550048828125,-4635.41015625,239.75,4530.199890136719,9640.700073242188,3854.5999145507812,-797.0999908447266,1142.0999908447266,2931.300048828125,255.0,37.0,,-1.2059401013868924,1.7872294343733328,-0.17138019593254986,True,226.80243429317272,True,False,4,3,,76561198045254093,What a save!,9.0,48.54999923706055,-4758.169921875,17.010000228881836,-425.9000015258789,-13321.500244140625,2.5999999046325684,-0.09999999776482582,-0.5000000074505806,-2889.1000366210938,128.0,0.0,True,0.009591452472251082,-2.045530667464437,-6.762847390018621e-05,True,6,False,6,31.0,False,,enpitsu,76561198039309853,25,-2069.0,-1162.050048828125,17.049999237060547,2486.1000061035156,-8528.400268554688,2.8999999165534973,-0.5000000074505806,-0.7999999821186066,25.299999713897705,255.0,128.0,,0.01683749588947069,-1.2834387247814891,-6.17137543173628e-05,True,False,156.0,False,False,False,,games5425898691,bf81d8692db,22.0,-4050.090087890625,-1961.489990234375,146.6999969482422,1788.699951171875,-13041.8994140625,-3404.7000122070312,-204.89999771118164,-1862.7000427246094,125.29999732971191,255.0,128.0,,0.26281619559710917,-1.4432861118838065,-1.089876161395783,True,6,False,255.0,False,6,
3,399,8.0,False,True,1,2531.260154218216,2302.8701171875,3035.719970703125,995.6300048828125,-10341.199951171875,11468.499755859375,-2312.5999450683594,-5706.300048828125,-1639.4999694824219,-865.8000183105469,1.0,-0.24379657501010432,-0.44455232285463303,0.655813095127997,bf81d8692db,games5425898691,22.0,2441.52001953125,2905.77001953125,905.1599731445312,-8067.80029296875,454.50000762939453,3746.7999267578125,-1192.0999908447266,-1672.2000122070312,-1308.5000610351562,255.0,0.0,,0.4217227957180812,0.3296175045775706,0.21370858071930487,True,120.59144944273015,True,False,8,6,,76561198039309853,enpitsu,26.0,2013.0799560546875,1059.5699462890625,17.049999237060547,-767.3999786376953,4192.60009765625,2.8999999165534973,0.3999999910593033,-0.0,0.0,255.0,128.0,,-0.016639258172120325,1.3897159650969682,1.4621494656731306e-06,True,False,False,False,156.0,False,,Enzo,76561198050357570,9,-82.31999969482422,3834.64990234375,17.010000228881836,-6894.1998291015625,12166.099853515625,2.3000000417232513,-0.0,-0.09999999776482582,-0.29999999329447746,255.0,128.0,,-0.009578083241472251,1.055292894263895,3.167081192400048e-05,True,4,220.0,False,False,4,,What a save!,76561198045254093,10.0,1923.9300537109375,4856.35009765625,17.010000228881836,-3148.9999389648438,9425.30029296875,2.7000001072883606,-0.29999999329447746,0.19999999552965164,2416.9000244140625,255.0,255.0,False,-0.009511792202592174,1.195791129617914,-3.574648137564218e-05,True,6,False,31.0,False,6,
4,440,9.0,False,False,0,9829.511725034874,-824.27001953125,-4689.25,174.44000244140625,-9150.499877929688,1579.1999816894531,10135.999755859375,4618.999938964844,2879.4000244140625,2524.4000244140625,0.0,0.2642258291864739,0.4264860939350622,-2.8659662163222728,76561198045254093,What a save!,10.0,-713.010009765625,-4751.009765625,103.13999938964844,2.800000011920929,9641.799926757812,2346.699981689453,-2793.2998657226562,-4734.5001220703125,176.49999618530273,128.0,244.0,True,0.24509440403191204,1.247278830464258,-0.808530101099045,True,31.0,False,False,8,7,,76561198050357570,Enzo,9.0,-542.1199951171875,-4769.2099609375,152.50999450683594,-13356.400146484375,7268.499755859375,2887.5,-5034.4000244140625,2126.3999938964844,618.6000061035156,255.0,10.0,,-0.048400695352964034,2.570455570106012,0.6956998734951036,True,5,False,6,169.8847226301829,True,,enpitsu,76561198039309853,26,-1093.2099609375,-1853.489990234375,17.049999237060547,12370.799560546875,-1446.9000244140625,2.800000011920929,0.9000000357627869,0.0,30.299999713897705,255.0,128.0,,0.016708738789274147,-0.11256205320446491,-7.143088921892987e-05,True,False,156.0,False,False,False,,games5425898691,bf81d8692db,22.0,-1182.8599853515625,-2986.719970703125,651.1599731445312,8344.199829101562,-1016.9000244140625,-6483.499755859375,528.8000106811523,45.999999046325684,348.3000183105469,255.0,128.0,,-0.20308075335108847,-1.6178882180287917,-0.16420299516018327,True,8,False,111.0,False,6,
5,526,13.0,False,False,0,9718.69595802964,-3546.989990234375,-4210.14990234375,131.00999450683594,-12164.200439453125,11191.099853515625,-1996.3999938964844,-3865.4998779296875,4371.000061035156,874.8000335693359,0.0,0.303767800076859,0.2696163970433031,-3.1383891856210937,76561198050357570,Enzo,9.0,-3484.81005859375,-4336.06005859375,31.899999618530273,-13389.3994140625,-927.6999664306641,3161.0000610351562,-4885.899963378906,2326.999969482422,-980.9999847412109,255.0,0.0,,-0.24090990561339476,-3.064711673086191,0.25176028852342547,True,244.0,False,False,6,6,,76561198045254093,What a save!,10.0,-307.1700134277344,-3774.8798828125,17.010000228881836,10133.499755859375,-9803.900146484375,2.3000000417232513,-0.19999999552965164,0.7000000029802322,0.0,255.0,128.0,False,0.009562416207072067,-0.7688763127765353,5.9577320302103534e-05,True,8,False,8,61.0,False,,enpitsu,76561198039309853,26,-1716.0400390625,-916.0900268554688,17.049999237060547,-8282.39990234375,-6292.2998046875,2.800000011920929,-0.7000000029802322,-0.5999999865889549,36.600000858306885,255.0,0.0,False,0.016856201456683016,-2.4867235621103787,-9.182672275325346e-05,True,False,187.0,False,False,False,,games5425898691,bf81d8692db,22.0,-1044.5699462890625,-2082.64990234375,17.010000228881836,-13450.6005859375,-1416.0000610351562,2.3000000417232513,-0.7000000029802322,0.0,19.199999570846558,255.0,128.0,,0.009571446757759585,-3.033723989412297,-6.135576756162867e-05,True,8,False,111.0,False,6,
6,545,13.0,False,False,0,9154.562675859426,-4001.610107421875,-3471.68994140625,247.7899932861328,-128.80000114440918,9472.19970703125,3298.599853515625,-3587.3001098632812,-2323.800048828125,4210.7000732421875,0.0,-0.45831441156666314,0.7789911979025917,-0.3454983040391009,76561198050357570,Enzo,9.0,-4051.389892578125,-3782.2900390625,204.6999969482422,-2626.099853515625,13216.300048828125,390.29998779296875,278.29999923706055,360.6999969482422,-1431.4999389648438,255.0,128.0,,-0.05036038228385143,1.784947617189416,1.3496123217651708,True,244.0,False,False,6,6,,76561198045254093,What a save!,10.0,183.5399932861328,-4427.7001953125,17.010000228881836,5107.200012207031,-11796.400146484375,2.5999999046325684,-0.09999999776482582,0.0,-3197.39990234375,255.0,0.0,True,0.009567343704506398,-1.8799626715031494,-4.692449524236066e-05,True,8,False,8,92.0,False,,enpitsu,76561198039309853,26,-2366.840087890625,-921.5900268554688,17.049999237060547,-8234.000244140625,7531.400146484375,3.4999999403953552,0.0,0.0,-2388.300018310547,255.0,128.0,False,0.016701353293386772,2.3461329531905806,-1.2179386154135621e-05,True,False,218.0,False,False,False,,games5425898691,bf81d8692db,22.0,-2010.3499755859375,-2262.199951171875,17.010000228881836,-17059.89990234375,-2655.7000732421875,0.0,0.19999999552965164,-0.19999999552965164,-131.40000343322754,255.0,115.0,,0.009574845816774778,-2.9966399235959575,6.23131208797314e-05,True,8,False,112.20467092401236,True,6,
7,555,14.0,False,False,0,8787.400444291306,-3994.31005859375,-3083.070068359375,328.2699890136719,1987.1000671386719,15024.89990234375,1419.1000366210938,-2701.6000366210938,-1463.5000610351562,598.6000061035156,0.0,0.8267991903054405,2.545655332698135,-0.9021775898570679,76561198050357570,Enzo,9.0,-4078.7900390625,-3330.0400390625,276.9800109863281,-86.30000114440918,12952.39990234375,3640.4998779296875,101.00000381469727,506.6999816894531,43.29999923706055,255.0,128.0,,-0.31735790516479556,1.5927241742219933,1.548604751942649,True,244.0,False,False,6,6,,76561198045254093,What a save!,10.0,251.75999450683594,-4831.06005859375,17.010000228881836,-1960.2000427246094,-4816.600036621094,3.0000001192092896,0.3999999910593033,0.0,-1112.0999908447266,255.0,0.0,,0.009474139362158972,-2.985061666376471,0.00015317645393281225,True,8,False,8,92.0,False,,enpitsu,76561198039309853,25,-2596.89990234375,-485.1099853515625,17.049999237060547,-4423.599853515625,11591.500244140625,2.800000011920929,0.19999999552965164,-1.0000000149011612,-18.40000033378601,255.0,,,0.01672154297652502,1.932948322614309,9.068357055387316e-05,True,False,218.0,False,False,False,,games5425898691,bf81d8692db,22.0,-2631.39990234375,-2307.969970703125,71.13999938964844,-18773.299560546875,-902.6999664306641,3118.5000610351562,-81.80000305175781,1347.1000671386719,674.7000122070312,255.0,198.0,,-0.06914254849337134,-3.04728139724213,-0.000610801222503464,True,10,False,94.60025811195374,True,6,
8,570,14.0,False,False,1,4219.9460321134,3982.1298828125,2261.85009765625,357.989990234375,-13576.99951171875,-12582.2998046875,3826.199951171875,1392.7000427246094,1719.9000549316406,5576.9000244140625,1.0,-0.42113868076147887,1.609627209327191,1.2693540350119787,bf81d8692db,games5425898691,22.0,3886.77001953125,2418.1201171875,199.58999633789062,21044.29931640625,3029.8001098632812,1094.1000366210938,591.3999938964844,-4300.199890136719,-2026.4999389648438,255.0,0.0,,0.8810938872887273,2.465833646773397,-0.4151701973718388,True,47.620834299313124,True,False,10,6,,76561198039309853,enpitsu,26.0,2802.56005859375,-145.47999572753906,17.049999237060547,2527.7000427246094,-13331.400146484375,2.8999999165534973,-0.0,0.5000000074505806,-185.49999237060547,255.0,0.0,,-0.016749601166577345,-1.7396955341080096,0.0001314747098192457,True,False,False,False,218.0,False,,Enzo,76561198050357570,9,4049.449951171875,2448.6201171875,256.1099853515625,-3624.4000244140625,-17744.599609375,-3584.5001220703125,1474.4000244140625,13.600000143051147,122.10000038146973,255.0,20.0,,-0.23740247645836962,-1.5783438140978956,1.5684607765003618,True,6,200.15553535440918,True,False,7,,What a save!,76561198045254093,10.0,-122.38999938964844,4861.2001953125,17.010000228881836,1509.1000366210938,-215.9000015258789,2.3999999463558197,-0.5999999865889549,0.5999999865889549,-2.3999999463558197,131.0,128.0,,-0.009594160593735626,-2.9980361074649706,6.197855960066649e-05,True,8,False,92.0,False,8,
9,621,16.0,False,False,1,5116.048577274193,1613.4000244140625,74.5,162.77999877929688,220.79999923706055,19678.699951171875,11402.2998046875,5140.5999755859375,-1298.800048828125,-2808.2998657226562,1.0,-0.08196931733371211,-2.548972254179033,1.6684692953469091,76561198039309853,enpitsu,26.0,1593.3599853515625,-128.33999633789062,84.01000213623047,-8457.19970703125,15158.299560546875,3768.3999633789062,-2.7000001072883606,2.8999999165534973,-752.5,128.0,128.0,False,-0.01710447437991381,1.2431287185648598,0.0017837184913102107,True,131.0,False,False,2,False,,bf81d8692db,games5425898691,22.0,4043.75,1188.6300048828125,134.36000061035156,-3300.8999633789062,-12458.699951171875,-5940.4998779296875,-207.80000686645508,3268.599853515625,-18.600000143051147,255.0,128.0,,-0.4275403922695287,-1.291396826248078,0.9941150371389925,True,6,False,10,41.0,False,,Enzo,76561198050357570,9,2834.510009765625,-722.0700073242188,16.989999771118164,-16010.50048828125,-5012.799987792969,5.199999809265137,-0.19999999552965164,-0.29999999329447746,-1970.2000427246094,255.0,0.0,,-0.009573333660837027,-0.23739735477788415,-4.812837497029766e-05,True,8,240.0,False,False,8,,What a save!,76561198045254093,10.0,219.85000610351562,4430.10009765625,17.010000228881836,1436.199951171875,4938.800048828125,2.5,-0.5000000074505806,-0.7000000029802322,-2113.0999755859375,0.0,255.0,,-0.009702797998720494,-1.0498024273003563,-0.0001228245247468552,True,8,False,92.0,False,8,
