,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
0,166,0,False,False,0,5220.784692686803,48.220001220703125,5.309999942779541,93.47000122070312,22134.49951171875,1294.1999816894531,365.09998321533203,-208.70000839233398,-1490.8000183105469,-5807.9998779296875,0.0,-0.04580758421698928,-0.17714819955575903,-0.0023184550385819424,2695714502316838121,FLCS_Anuel2Abrr_,14.0,-143.8300018310547,41.41999816894531,49.68000030517578,11283.299560546875,17285.899658203125,-2540.500030517578,-349.59999084472656,-3410.0,-4151.9000244140625,237.0,14.0,,-0.23191860733681238,0.49033330918963636,0.14855194080080067,True,4,20.0,False,False,4,,6b617c08e4ba4061bec4bf8bd390528d,XYNEF,7.0,0.0,-2961.139892578125,17.010000228881836,0.0,11906.700439453125,2.7000001072883606,0.3999999910593033,0.0,0.0,255.0,,,0.009590185467852546,1.5707887708715014,-3.637918141942189e-08,True,False,False,False,146.0,False,8.0,enpitsu,76561198039309853,26,0.0,3122.85009765625,17.059999465942383,0.0,-9488.099975585938,1.899999976158142,0.5999999865889549,0.0,0.0,128.0,,,0.016807754157375284,-1.5707448552360896,4.328846944844989e-07,True,116.0,False,2,False,False,,games5425898691,bf81d8692db,21.0,111.44999694824219,672.9099731445312,46.11000061035156,-2318.9999389648438,-17957.80029296875,3348.3999633789062,436.3999938964844,241.29999160766602,642.5,128.0,156.0,,0.018467487663415428,-1.6307104805150634,-0.006003544921097536,True,0.0,False,4,False,False,
1,275,3,False,False,1,7343.590117503813,-3986.860107421875,-345.07000732421875,640.8699951171875,5232.0001220703125,5321.6998291015625,-5927.2998046875,-1828.5000610351562,-4756.9000244140625,-657.3000335693359,1.0,0.723995746134853,0.01402824684353496,1.6933347747845484,bf81d8692db,games5425898691,21.0,-4078.989990234375,-469.9800109863281,773.7999877929688,2.800000011920929,6741.099853515625,-3289.2999267578125,-2419.4000244140625,0.09999999776482582,0.0,255.0,0.0,,-0.41738221760136035,1.5603936165740255,1.574982567477589,True,4,255.0,False,False,4,,76561198039309853,enpitsu,26.0,-2521.080078125,-4628.93994140625,17.06999969482422,2010.5999755859375,9208.300170898438,1.7000000178813934,-2.5999999046325684,-2.3000000417232513,2528.800048828125,0.0,,,-0.01677462529974413,1.6941423316670217,5.724010293782636e-05,True,2,False,False,255.0,False,,XYNEF,6b617c08e4ba4061bec4bf8bd390528d,7,-3912.830078125,1951.5899658203125,30.530000686645508,1374.7999572753906,-11877.60009765625,-478.1999969482422,-193.1999969482422,-784.3000030517578,159.79999542236328,255.0,,,-0.06086167758001173,-1.7020411688923676,-0.32392014140197983,True,109.85364320713987,True,False,False,False,,FLCS_Anuel2Abrr_,2695714502316838121,15.0,-2906.010009765625,3905.7900390625,17.010000228881836,-5599.000244140625,14946.500244140625,3.0000001192092896,-0.0,-0.0,-2384.7999572753906,229.0,0.0,True,-0.00959450794101111,1.2976241415935637,-0.00015993485674963362,True,255.0,False,6,6,False,
2,302,4,False,False,0,6888.8914654725995,3577.010009765625,-99.18000030517578,263.05999755859375,6575.9002685546875,22225.400390625,14364.599609375,5294.000244140625,-1443.6000061035156,-2426.6000366210938,0.0,-0.18624578695268415,2.0128948228706927,-2.6383109962140496,6b617c08e4ba4061bec4bf8bd390528d,XYNEF,7.0,3520.050048828125,-239.16000366210938,152.85000610351562,-1051.9000244140625,20002.900390625,1057.5,-1910.0,3517.0999145507812,3772.39990234375,255.0,32.0,,0.20142344406793428,1.3751358756461538,0.6213397235787307,True,3,38.0,False,False,4,,2695714502316838121,FLCS_Anuel2Abrr_,15.0,2380.360107421875,-4403.3798828125,17.010000228881836,-8547.899780273438,5822.0001220703125,2.800000011920929,-2.0999999344348907,1.4000000059604645,-2068.3999633789062,227.0,77.0,False,0.009553820423178016,2.5031251279818423,-9.537583782559987e-05,True,6,False,6,255.0,False,,enpitsu,76561198039309853,26,2482.550048828125,4339.7001953125,17.06999969482422,-2904.8001098632812,-5148.0999755859375,1.0000000149011612,0.0,-0.19999999552965164,-2239.4000244140625,255.0,0.0,,0.01663928292606941,-2.0550454028496223,-5.424131202167934e-05,True,255.0,False,2,False,False,,games5425898691,bf81d8692db,21.0,3749.31005859375,484.3900146484375,15.619999885559082,-9046.400146484375,9533.200073242188,227.00000762939453,-49.099998474121094,-373.8999938964844,-1817.7999877929688,255.0,63.0,,-0.011543054892758784,2.2775802828083376,0.02430264601803307,True,255.0,False,4,4,False,
3,409,8,False,False,1,10366.199811654102,-1643.6800537109375,-4910.27978515625,473.8999938964844,-17146.8994140625,5545.8001708984375,9177.2998046875,-2467.2000122070312,3929.7000122070312,-3803.800048828125,1.0,-0.594218390149049,-2.5370705030397773,-0.8305065915020035,76561198039309853,enpitsu,26.0,-1464.3299560546875,-4931.68017578125,304.6300048828125,-13788.00048828125,-208.99999618530273,3508.900146484375,-715.8000183105469,-3202.3001098632812,2086.4999389648438,255.0,0.0,False,1.02612354550634,-0.5805151927473345,-0.2109434804021366,True,1,190.0,False,False,4,,bf81d8692db,games5425898691,21.0,-1486.2900390625,-4799.9599609375,294.1499938964844,-10128.599853515625,-10332.5,2978.3999633789062,-862.3999786376953,-5012.9998779296875,1122.2000122070312,255.0,0.0,,0.39429431319053154,-0.7546679978121782,0.45878346238792406,True,6,False,5,173.1023139825431,True,,XYNEF,6b617c08e4ba4061bec4bf8bd390528d,7,-1756.699951171875,-4914.169921875,307.29998779296875,17963.299560546875,-7535.8001708984375,1456.9999694824219,1313.800048828125,1030.999984741211,-58.69999885559082,255.0,0.0,False,-0.07721649192805101,2.6290722846023917,0.9346203920659415,True,0.0,False,6,4,4,,FLCS_Anuel2Abrr_,2695714502316838121,15.0,-2372.75,-964.4400024414062,17.010000228881836,-15529.000244140625,-4627.60009765625,2.5999999046325684,0.7999999821186066,-0.0,-50.19999980926514,214.0,128.0,False,-0.009584130187090862,-0.28265549947430446,8.304566490392351e-05,True,255.0,False,8,8,False,
4,541,13,False,False,1,7539.605819783737,-3242.56005859375,-1162.219970703125,263.8900146484375,-4833.500061035156,21565.90087890625,2405.0999450683594,5072.300109863281,2594.8001098632812,1881.0000610351562,1.0,0.39634521365215986,2.748376455044851,-2.2768103506056985,76561198039309853,enpitsu,26.0,-3187.1298828125,-1269.97998046875,172.17999267578125,-1908.2000732421875,21700.50048828125,1358.3999633789062,-4792.9998779296875,-2293.9999389648438,1419.1000366210938,255.0,128.0,False,-0.2914074725849504,1.4624033253672117,-0.02785177007697859,True,3,68.0,False,False,6,,bf81d8692db,games5425898691,21.0,-629.9299926757812,-4412.35986328125,17.010000228881836,-2231.0000610351562,11950.2001953125,2.7000001072883606,-0.0,-0.29999999329447746,236.5999984741211,255.0,128.0,,-0.009561271144688781,1.3644423079511414,-0.00011449313634168252,True,6,False,6,151.0,False,,XYNEF,6b617c08e4ba4061bec4bf8bd390528d,7,-2827.889892578125,702.7000122070312,94.55999755859375,-4116.9000244140625,22486.69921875,2326.7999267578125,-5488.699951171875,-351.8000030517578,5.199999809265137,255.0,128.0,False,-0.7820911397105739,1.5651869943363346,-0.032968234725322426,False,0.0,False,10,4,7,,FLCS_Anuel2Abrr_,2695714502316838121,15.0,-3526.080078125,-900.8200073242188,127.51000213623047,-1775.0,4996.600036621094,-151.00000381469727,-4721.199951171875,-1767.5999450683594,-2198.8999938964844,246.0,255.0,False,0.1836443087864815,2.4095946539632473,2.621970312738423,True,255.0,False,10,9,False,
5,614,16,False,False,1,5019.7117071565835,-3953.9599609375,3845.6298828125,203.7100067138672,6599.69970703125,16312.80029296875,2292.7999877929688,-2049.7999572753906,319.59999084472656,5629.89990234375,1.0,-0.5260137000434167,1.6163535023781197,-1.2992247133498094,76561198039309853,enpitsu,26.0,-3938.85009765625,3749.7099609375,131.52000427246094,1597.5,17649.49951171875,3306.0000610351562,-2202.2000122070312,4614.599914550781,-2026.1000061035156,255.0,0.0,,-0.14149440384737486,0.07062838498077359,-3.0411255368977357,True,5,71.0,False,False,8,,bf81d8692db,games5425898691,21.0,-446.0199890136719,319.05999755859375,17.010000228881836,13568.1005859375,17644.200439453125,2.7000001072883606,0.5000000074505806,0.7000000029802322,-775.1000213623047,255.0,91.0,,-0.009595677273923358,2.2515999262580277,-5.5926996370998985e-05,True,6,False,6,90.0,False,,XYNEF,6b617c08e4ba4061bec4bf8bd390528d,7,-3168.3701171875,4842.490234375,165.9199981689453,3116.4999389648438,5721.099853515625,4310.199890136719,1621.199951171875,1393.0999755859375,-593.6000061035156,255.0,128.0,,0.6548287291460828,2.089092040374392,1.0750367869745,True,255.0,False,10,4,8,,FLCS_Anuel2Abrr_,2695714502316838121,14.0,-3269.570068359375,1483.4200439453125,58.290000915527344,3095.4998779296875,14069.49951171875,-2105.8999633789062,-1984.1999816894531,675.2999877929688,-234.20000076293945,255.0,128.0,,0.30575860248137043,1.7629575658616394,-0.14813475485753155,True,255.0,False,12,12,False,
6,619,16,False,False,1,4781.343058951371,-3780.85009765625,4145.85986328125,247.3800048828125,10800.30029296875,11346.300048828125,1983.5000610351562,-1699.6000671386719,163.09999465942383,5751.9000244140625,1.0,-0.8096085434219994,0.15751593789928411,-0.9354176563326877,76561198039309853,enpitsu,26.0,-3872.47998046875,4032.989990234375,199.50999450683594,5929.69970703125,14619.200439453125,4195.899963378906,-3900.0,3847.9998779296875,480.99998474121094,255.0,0.0,,0.6351540558568064,0.46488421417012105,-1.9358146384174382,True,6,71.0,False,False,8,,bf81d8692db,games5425898691,21.0,-99.73999786376953,729.8400268554688,17.010000228881836,14421.800537109375,16902.19970703125,2.7000001072883606,1.8000000715255737,2.199999988079071,739.7000122070312,255.0,239.0,,-0.009588906617837718,2.2762479758829866,0.00012047311865754224,True,6,False,6,90.0,False,,XYNEF,6b617c08e4ba4061bec4bf8bd390528d,7,-3109.199951171875,4919.77001953125,255.67999267578125,2863.5000610351562,2471.3999938964844,4740.799865722656,1659.4999694824219,-995.4000091552734,-552.2000122070312,0.0,255.0,,0.9701720221962247,2.433242614223258,1.527490654920585,True,255.0,False,10,4,8,,FLCS_Anuel2Abrr_,2695714502316838121,14.0,-3213.530029296875,1730.0400390625,17.020000457763672,3433.2000732421875,14054.599609375,-1185.6999969482422,-769.8000335693359,1652.7999877929688,6.299999952316284,255.0,128.0,,-0.003211839573864781,1.7879952391002547,-0.04432183959518618,True,255.0,False,12,12,False,
7,637,17,False,False,0,10731.003173683099,3077.389892578125,-4828.27978515625,229.75,-3293.800048828125,4467.0001220703125,-6192.8997802734375,-5426.300048828125,2101.199951171875,1462.7000427246094,0.0,0.20979069235130868,-2.629575657818736,-0.9762431614535052,6b617c08e4ba4061bec4bf8bd390528d,XYNEF,7.0,3024.139892578125,-4934.60009765625,334.8999938964844,-3022.9000854492188,2978.0999755859375,-754.1000366210938,-854.3000030517578,-626.5000152587891,752.2000122070312,177.0,91.0,True,-1.106891117285778,-2.5781880459361384,1.6177843416452526,True,8,255.0,False,4,12,,2695714502316838121,FLCS_Anuel2Abrr_,14.0,3000.989990234375,-2695.330078125,17.010000228881836,-3074.2999267578125,-14130.999755859375,2.7000001072883606,0.0,0.5000000074505806,0.0,255.0,128.0,,0.009603900017721215,-1.785019998735307,4.163284118320819e-05,True,12,False,12,255.0,False,,enpitsu,76561198039309853,26,3575.75,-4464.10009765625,419.7300109863281,1531.7999267578125,1533.9999389648438,3154.89990234375,-1146.9000244140625,1150.1000213623047,-1.8000000715255737,255.0,255.0,,-1.064432460355276,0.7514045935003326,-1.54080764918388,True,71.0,False,8,False,6,,games5425898691,bf81d8692db,21.0,-776.030029296875,-1841.4200439453125,17.010000228881836,-15414.300537109375,-15208.399658203125,2.5999999046325684,-0.19999999552965164,-0.19999999552965164,794.5999908447266,255.0,211.0,,0.009590930434684996,-2.3543490482965854,0.0001568559517808198,True,121.0,False,6,6,False,
8,673,18,False,False,0,9961.350409838138,2710.35009765625,-4145.6201171875,115.04000091552734,7302.8997802734375,-1992.7999877929688,4714.89990234375,-4685.0,-1195.5000305175781,3552.5,0.0,-0.7555331491812886,-2.746393437508378,0.26449020818583885,2695714502316838121,FLCS_Anuel2Abrr_,14.0,2611.6298828125,-4003.909912109375,17.010000228881836,-2510.5999755859375,-9680.2001953125,3.0000001192092896,0.29999999329447746,0.5000000074505806,2368.5000610351562,254.0,255.0,,0.009516313571398559,-1.7798738995427807,3.716201467508026e-05,True,12,255.0,False,False,12,,6b617c08e4ba4061bec4bf8bd390528d,XYNEF,7.0,2487.47998046875,-4688.06005859375,15.760000228881836,-1803.2000732421875,4201.300048828125,228.89999389648438,24.700000286102295,39.000000953674316,1741.3999938964844,255.0,128.0,False,0.011126455623843384,1.778904552435822,-0.002972710523277258,True,12,4,8,232.6067527750487,True,,enpitsu,76561198039309853,26,3873.820068359375,-3894.510009765625,35.79999923706055,-9143.499755859375,5923.499755859375,-5260.5999755859375,488.69998931884766,5173.0999755859375,1407.5999450683594,255.0,255.0,False,0.38887889016399035,2.6075452883042853,-0.03698827052984705,True,71.0,False,8,False,6,,games5425898691,bf81d8692db,21.0,-1049.3900146484375,-3396.070068359375,17.010000228881836,6398.900146484375,-2096.0000610351562,3.0000001192092896,0.5000000074505806,-1.2999999523162842,2310.8999633789062,255.0,255.0,,0.009581754718020937,-0.31217845890595486,-1.6964211643318758e-05,True,152.0,False,6,6,False,
9,708,19,False,False,0,10430.7783743143,3573.85009765625,-4284.52001953125,219.9600067138672,8684.099731445312,16682.900390625,4055.4998779296875,-3053.9999389648438,-3605.4998779296875,3697.6998901367188,0.0,-0.6825802151610696,3.079191106467042,1.6628253588110438,2695714502316838121,FLCS_Anuel2Abrr_,14.0,3430.360107421875,-4464.330078125,102.77999877929688,13991.600341796875,1666.9999694824219,2772.3001098632812,-3677.7999877929688,-2910.7000732421875,1630.8000183105469,255.0,255.0,True,-0.11104674321846683,0.5854789903519545,-0.45950776299208945,True,12,198.51032248107342,True,False,14,,6b617c08e4ba4061bec4bf8bd390528d,XYNEF,7.0,2472.39990234375,-4466.18994140625,17.0,-308.700008392334,502.00000762939453,3.4999999403953552,0.9000000357627869,1.2999999523162842,618.8999938964844,255.0,255.0,False,0.00960886861431808,1.534060451210718,9.819142944406784e-05,True,12,4,8,225.0,False,,enpitsu,76561198039309853,26,3160.7099609375,-3824.570068359375,17.059999465942383,5402.19970703125,2426.199951171875,1.8000000715255737,-0.5999999865889549,0.3999999910593033,0.0,0.0,128.0,False,0.01700665404914452,-2.719462075753345,-3.625586022589608e-05,True,71.0,False,8,False,6,,games5425898691,bf81d8692db,21.0,185.39999389648438,-2766.239990234375,17.010000228881836,9285.900268554688,9306.599731445312,2.7000001072883606,0.29999999329447746,0.3999999910593033,5.799999833106995,255.0,128.0,,0.0095657787335136,0.7874527906843667,-6.288861694406751e-05,True,182.0,False,6,6,False,
