,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_ball_cam,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_double_jump_active,opp_2_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,169,0.0,False,False,1,5207.338507366989,-8.739999771118164,11.859999656677246,92.73999786376953,-16546.500244140625,25241.298828125,1473.6000061035156,-1763.8999938964844,-892.6000213623047,-3985.7000732421875,1.0,-0.007682293307070905,0.03315180385362785,0.014575727986486112,76561198086461582,Skadoosh,8.0,72.33000183105469,-135.3699951171875,70.94000244140625,-13690.10009765625,14366.099853515625,3073.2998657226562,4170.7000732421875,841.6999816894531,-848.7000274658203,255.0,215.0,,-0.042314824456336116,1.035326109978365,-0.021547192331034817,True,3,False,4,0.0,False,,76561198068239314,AlpHalXst,14.0,-40.7599983215332,-2688.050048828125,17.010000228881836,-3665.7998657226562,13023.499755859375,2.0999999344348907,0.5999999865889549,-2.0000000298023224,841.9000244140625,255.0,144.0,,-0.009582252193883643,1.2474380055831265,-0.0001223005591879867,False,146.0,False,False,False,True,,enpitsu,76561198039309853,25.0,-0.0,3052.159912109375,17.049999237060547,-0.0,-13170.999755859375,2.7000001072883606,0.7999999821186066,-0.0,0.0,255.0,0.0,,-0.016670479252160426,-1.5707742227540715,-2.4338197291840506e-07,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,-35.709999084472656,394.8599853515625,45.900001525878906,-1151.8000030517578,-19085.400390625,3226.0000610351562,409.1999816894531,-73.89999866485596,-1657.7999877929688,255.0,104.0,,-0.01825894563218233,-1.3576879521180407,-2.7097334272427624e-05,True,False,4,False,22.0,False,
1,236,2.0,True,True,1,4325.794570582423,-842.5800170898438,1178.9599609375,251.30999755859375,5525.0,27199.29931640625,936.2000274658203,5156.199951171875,3030.7000732421875,-476.50001525878906,1.0,-0.5459899245485845,-0.24982787889322092,-0.7583000520850035,76561198068239314,AlpHalXst,14.0,-769.1799926757812,1039.6800537109375,205.1199951171875,6286.500244140625,20509.599609375,-75.9000015258789,-4502.200012207031,-1386.4999389648438,-2838.5000610351562,255.0,164.0,,-0.2830536071209833,2.2257998320445744,-0.9296844415491237,True,3,False,4,90.0,False,,76561198086461582,Skadoosh,8.0,-3363.64990234375,-281.9599914550781,17.010000228881836,-13812.60009765625,-1277.7999877929688,2.3000000417232513,0.5999999865889549,-0.0,2178.9999389648438,255.0,255.0,,-0.00957939721997626,-0.15610855821132033,5.11787207771788e-05,4,0.0,False,4,False,True,,enpitsu,76561198039309853,25.0,-1934.9100341796875,390.9800109863281,267.9200134277344,-2856.7001342773438,-16571.199951171875,-148.80000114440918,316.1000061035156,4164.700012207031,-3578.2998657226562,128.0,128.0,,0.46612063831342093,-0.6522429972667615,-2.6449512708857497,True,95.0,False,2,1,False,,games5425898691,bf81d8692db,19.0,1224.8199462890625,-2279.3701171875,17.010000228881836,10761.199951171875,10721.8994140625,2.0999999344348907,-2.5,-2.7000001072883606,1031.2000274658203,255.0,128.0,,-0.009592071061886752,2.2893860067433742,-0.00013093610769546578,False,False,5,4,0.0,False,
2,533,4.0,False,False,0,5220.980453878634,-7.539999961853027,-4.829999923706055,92.01000213623047,-555.9000015258789,-10425.799560546875,4440.799865722656,-953.6000061035156,-798.7999725341797,-5869.6002197265625,0.0,-0.030574023894837356,-0.21013610664064852,-0.15051338143493193,76561198039309853,enpitsu,25.0,34.7400016784668,-188.55999755859375,111.05999755859375,-9127.80029296875,19902.7001953125,2634.89990234375,-4400.899963378906,101.99999809265137,-3297.0999145507812,255.0,0.0,,0.38650776184968394,1.8588512087475584,-0.03951046768655642,True,1,False,2,0.0,False,,bf81d8692db,games5425898691,19.0,2867.35009765625,-4007.610107421875,17.010000228881836,17581.800537109375,-1601.4999389648438,2.3000000417232513,-0.5999999865889549,0.09999999776482582,1886.3999938964844,128.0,255.0,,0.009631589772173557,-0.027703253484546053,6.6206187484355e-05,False,255.0,False,False,False,True,,Skadoosh,76561198086461582,8.0,-72.86000061035156,1915.3599853515625,17.010000228881836,400.49999237060547,-13720.699462890625,2.0999999344348907,0.0,0.5000000074505806,67.60000228881836,255.0,131.0,,0.009575196167267054,-1.5398223236726087,5.6739106925048913e-05,True,116.0,False,False,False,False,,AlpHalXst,76561198068239314,15.0,-61.540000915527344,223.33999633789062,68.4000015258789,10185.30029296875,-20397.5,3017.5,2732.9998779296875,375.40000915527344,-601.1999893188477,255.0,0.0,,0.08405940332462611,-0.7688703855214399,0.012017687560130854,True,False,4,3,0.0,False,
3,534,4.0,False,False,1,5218.182945178451,9.90999984741211,-2.4000000953674316,96.04000091552734,674.1999816894531,2313.6000061035156,1853.8999938964844,2451.699981689453,-669.0000152587891,-5435.2001953125,1.0,0.03928083490042247,0.36934339075645256,-0.2617107862685563,76561198068239314,AlpHalXst,15.0,-3.9700000286102295,-164.57000732421875,92.26000213623047,-6285.30029296875,12.200000286102295,2476.699981689453,-5147.7001953125,491.3999938964844,1873.0999755859375,255.0,0.0,,-0.1340902283038817,0.5723894441534029,0.12319994615976505,True,3,False,4,0.0,False,,76561198086461582,Skadoosh,8.0,69.1500015258789,-1800.3299560546875,17.010000228881836,-482.59998321533203,13868.399658203125,2.0999999344348907,-0.0,-0.5000000074505806,66.99999809265137,255.0,131.0,,-0.009583047801005252,1.534269363713581,6.057893064827038e-05,False,116.0,False,False,False,True,,enpitsu,76561198039309853,25.0,-34.7400016784668,188.55999755859375,111.05999755859375,9127.80029296875,-19902.7001953125,2634.89990234375,4400.899963378906,-101.99999809265137,-3297.0999145507812,255.0,0.0,,-0.38650776184968394,-1.8588512087475584,-0.03951046768655642,True,0.0,False,2,1,False,,games5425898691,bf81d8692db,19.0,-3011.18994140625,4008.590087890625,17.010000228881836,-16930.999755859375,-1086.500015258789,2.3000000417232513,0.3999999910593033,-0.0,1921.6000366210938,128.0,255.0,,-0.00964829279083297,-0.13105464129639208,3.3020898568791795e-05,True,False,False,False,255.0,False,50.0
4,571,5.0,False,False,1,4952.228512006333,81.51000213623047,255.2100067138672,106.91999816894531,3552.2000122070312,17962.099609375,5070.10009765625,2760.8999633789062,-1377.5,-3157.9998779296875,1.0,0.845974149314014,2.2836964702221696,0.5448183162939132,76561198086461582,Skadoosh,8.0,51.2599983215332,51.689998626708984,17.010000228881836,1806.300048828125,13979.7998046875,2.0999999344348907,-0.0,-0.09999999776482582,-80.69999694824219,255.0,129.0,,-0.009594534444699716,1.7098395734484386,5.8446590260532044e-05,True,False,False,False,146.0,False,,76561198068239314,AlpHalXst,15.0,-879.3200073242188,-192.0500030517578,16.81999969482422,-7334.000244140625,-2643.3999633789062,44.80000019073486,56.19999885559082,16.59999966621399,230.0,255.0,128.0,,-0.009317276225062076,-0.3738238391974295,0.003019410601565798,4,0.0,False,4,False,False,,enpitsu,76561198039309853,25.0,793.8300170898438,216.66000366210938,15.979999542236328,2704.7000122070312,644.4000244140625,-627.9000091552734,-1984.2999267578125,767.9000091552734,-1234.7000122070312,255.0,0.0,,-0.033547251014109214,0.11585002277580231,-0.023461865283713315,True,0.0,False,2,2,False,,games5425898691,bf81d8692db,19.0,-3293.929931640625,2722.330078125,17.010000228881836,14184.200439453125,-3917.5,0.09999999776482582,-0.0,0.09999999776482582,2152.7000427246094,255.0,255.0,,-0.009579267385155629,-2.9411882224877037,-1.423688591463875e-05,True,False,False,False,229.89457200932247,True,
5,614,7.0,False,True,1,2166.73667874385,610.6900024414062,2992.1298828125,103.33999633789062,-4858.399963378906,20389.300537109375,-1197.5,5581.199951171875,-1891.300048828125,1128.0000305175781,1.0,1.1879330821701488,-3.098191015240715,1.160760096251266,76561198086461582,Skadoosh,8.0,736.280029296875,2940.570068359375,16.31999969482422,754.8999786376953,22637.2998046875,-192.39999771118164,-195.49999237060547,296.70000076293945,939.4999694824219,132.0,255.0,,-0.0201274273911938,1.5310360284054798,0.007077592009475329,True,False,False,False,33.0,False,,76561198068239314,AlpHalXst,15.0,-2912.159912109375,-198.35000610351562,93.27999877929688,-16448.399658203125,-840.0,-627.400016784668,777.6000213623047,-4302.5,258.29999923706055,0.0,0.0,,0.7092809328284556,0.800974048381493,1.0545536888834237,6,0.0,False,6,False,False,,enpitsu,76561198039309853,25.0,431.9100036621094,1149.7099609375,17.049999237060547,2794.4000244140625,11063.499755859375,2.5999999046325684,-0.19999999552965164,-1.5000000596046448,-305.0,255.0,128.0,,-0.01671600961035422,1.8497888963725146,0.0002570621457422839,True,0.0,False,2,2,False,,games5425898691,bf81d8692db,19.0,-739.8400268554688,4295.47998046875,17.010000228881836,14694.599609375,14344.7998046875,2.3000000417232513,0.7000000029802322,0.3999999910593033,-1958.3000183105469,255.0,0.0,,-0.009607916102187072,2.438897355849225,-8.079330367905407e-05,True,False,False,False,163.0,False,
6,631,7.0,False,True,1,1216.24781339078,153.47000122070312,4176.72021484375,95.55000305175781,-9358.599853515625,17835.2001953125,389.90001678466797,-715.4000091552734,-1283.0000305175781,-3574.5999145507812,1.0,0.27649578284192394,-0.39804301075168935,-2.9289843181599315,76561198086461582,Skadoosh,8.0,318.70001220703125,3926.469970703125,16.969999313354492,-10686.800537109375,13951.600341796875,4.600000083446503,-5.699999928474426,7.699999809265137,-77.89999961853027,255.0,128.0,,-0.009611130011614302,0.9216027485273274,-0.0005492708778152515,True,False,False,False,20.46685571567987,True,,76561198068239314,AlpHalXst,15.0,-3727.280029296875,-76.88999938964844,16.850000381469727,-4405.199890136719,9366.099853515625,40.50000190734863,-11.399999856948853,1.5999999642372131,-2183.9999389648438,255.0,0.0,,-0.008957179658073442,1.1917736563146775,-0.0005269960279534211,6,255.0,False,6,False,True,,enpitsu,76561198039309853,25.0,670.3200073242188,1941.050048828125,17.049999237060547,3938.2000732421875,12859.89990234375,2.5999999046325684,-0.19999999552965164,-0.7000000029802322,0.0,255.0,128.0,,-0.016734645285592008,1.8679826399080135,6.387002545792857e-05,True,0.0,False,2,2,False,,games5425898691,bf81d8692db,20.0,-62.58000183105469,4549.080078125,21.979999542236328,3215.4998779296875,-610.8000183105469,2999.1000366210938,-1.0000000149011612,-1.7000000178813934,-131.30000114440918,128.0,128.0,,-0.009901038325875048,-2.925784260792706,0.00018096546430129744,True,False,3,False,163.0,False,
7,635,7.0,False,False,0,9536.624005445268,-29.420000076293945,-4357.169921875,99.91000366210938,3585.8999633789062,9367.5,1339.1999816894531,2095.800018310547,964.8999786376953,-5538.599853515625,0.0,-0.08028879316614132,-0.32273574956685896,-2.7269702166566745,bf81d8692db,games5425898691,20.0,21.540000915527344,-4535.06005859375,58.65999984741211,-6229.4000244140625,4743.299865722656,2955.2999877929688,-4495.0,-2722.6998901367188,-108.29999923706055,128.0,37.0,,0.08287798083519324,2.91898866171421,0.07523506239192759,True,3,False,4,163.0,False,,76561198039309853,enpitsu,25.0,-703.3699951171875,-2048.97998046875,17.049999237060547,-3988.900146484375,-13025.6005859375,2.5999999046325684,0.19999999552965164,0.7000000029802322,0.0,255.0,128.0,,0.016734645285592008,-1.8679826399080135,6.387002545792857e-05,2,0.0,False,2,False,True,,Skadoosh,76561198086461582,8.0,-152.32000732421875,-4145.89013671875,16.969999313354492,11486.800537109375,-15210.10009765625,4.600000083446503,0.29999999329447746,-0.5000000074505806,9.599999785423279,255.0,129.0,,0.00960477142489428,-0.9244561777131876,-4.1856835085986866e-05,True,7.946511689052794,True,False,False,False,,AlpHalXst,76561198068239314,15.0,3765.7099609375,-66.52999877929688,17.010000228881836,865.0,-8181.099853515625,2.7000001072883606,4.000000059604645,-1.5000000596046448,-1943.6000061035156,0.0,0.0,,0.009662117112040704,-1.5221652344731198,-1.6859312114308227e-05,True,False,6,6,255.0,False,
8,636,7.0,False,True,1,1193.6212267641597,10.050000190734863,4340.10986328125,110.05000305175781,-18273.299560546875,17037.2998046875,11370.899658203125,5790.4998779296875,1162.2000122070312,1057.7999877929688,1.0,0.08585050843612917,0.44554618897436943,-2.750519595723729,76561198086461582,Skadoosh,8.0,152.32000732421875,4145.89013671875,16.969999313354492,-11486.800537109375,15210.10009765625,4.600000083446503,-0.29999999329447746,0.5000000074505806,9.599999785423279,255.0,129.0,,-0.00960477142489428,0.9244561777131876,-4.1856835085986866e-05,True,False,False,False,35.86917854893592,True,,76561198068239314,AlpHalXst,15.0,-3765.7099609375,66.52999877929688,17.010000228881836,-865.0,8181.099853515625,2.7000001072883606,-4.000000059604645,1.5000000596046448,-1943.6000061035156,0.0,0.0,,-0.009662117112040704,1.5221652344731198,-1.6859312114308227e-05,6,255.0,False,6,False,True,,enpitsu,76561198039309853,25.0,736.8300170898438,2158.22998046875,17.049999237060547,4035.4998779296875,13177.7001953125,2.5999999046325684,-0.19999999552965164,-0.7000000029802322,0.0,255.0,128.0,,-0.016734645285592008,1.8679826399080135,6.387002545792857e-05,True,0.0,False,2,2,False,,games5425898691,bf81d8692db,20.0,27.360000610351562,4511.9599609375,80.16999816894531,5775.8001708984375,-2459.4000244140625,2339.2999267578125,3463.900146484375,4258.500061035156,340.49999237060547,255.0,38.0,,-0.5195509533820855,3.0809083618842816,0.3665809811582161,True,False,4,3,163.0,False,
9,637,7.0,False,False,0,9553.157581154413,61.41999816894531,-4365.06005859375,149.4600067138672,17363.399658203125,5419.5001220703125,8150.10009765625,1117.5,-1038.7999725341797,-5802.7001953125,0.0,-0.15717574652747787,-0.6934566208713514,-2.761765575456501,bf81d8692db,games5425898691,20.0,-27.360000610351562,-4511.9599609375,80.16999816894531,-5775.8001708984375,2459.4000244140625,2339.2999267578125,-3463.900146484375,-4258.500061035156,340.49999237060547,255.0,38.0,,0.5195509533820855,-3.0809083618842816,0.3665809811582161,True,3,False,4,163.0,False,,76561198039309853,enpitsu,25.0,-736.8300170898438,-2158.22998046875,17.049999237060547,-4035.4998779296875,-13177.7001953125,2.5999999046325684,0.19999999552965164,0.7000000029802322,0.0,255.0,128.0,,0.016734645285592008,-1.8679826399080135,6.387002545792857e-05,2,0.0,False,2,False,True,,Skadoosh,76561198086461582,8.0,-51.349998474121094,-4275.85009765625,15.760000228881836,10554.89990234375,-13279.7998046875,138.00000190734863,368.80001068115234,24.600000381469727,375.40000915527344,255.0,129.0,,-0.013352270512865617,-0.8936473306428684,-0.020911939697706362,True,34.0,False,False,False,False,1.0,AlpHalXst,76561198068239314,15.0,3766.389892578125,-124.58999633789062,17.010000228881836,-364.39998626708984,-4774.89990234375,2.7000001072883606,0.7999999821186066,-0.9000000357627869,-1430.5999755859375,0.0,0.0,,0.009852056772897928,-1.6771139780740996,7.172007516324078e-05,True,False,6,6,255.0,False,
