,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,172,0,False,False,1,5173.615811818412,74.13999938964844,32.08000183105469,98.91999816894531,10716.400146484375,25833.798828125,4453.900146484375,2775.8999633789062,4375.5999755859375,-3024.5001220703125,1.0,0.3099119412376855,-0.014103876758699648,-0.13196167104795653,bf81d8692db,games5425898691,20.0,58.619998931884766,-110.0199966430664,96.80000305175781,-2253.800048828125,20673.89892578125,-24.000000953674316,-5028.900146484375,-800.0,-2078.300018310547,128.0,178.0,,-1.267266339576764,2.2959669438546575,-0.8200892609099768,True,4,3,False,0.0,False,,76561198039309853,enpitsu,30.0,-0.0,-5136.490234375,17.049999237060547,-0.0,-5951.500244140625,2.8999999165534973,0.5999999865889549,-0.0,0.0,128.0,,,-0.016746716734262104,1.5707748601881355,1.800075752349675e-07,True,116.0,False,False,False,False,,marco,76561198077887636,5,-0.0,1517.800048828125,17.010000228881836,0.5000000074505806,-16524.89990234375,3.4999999403953552,-2.0000000298023224,-0.0,0.0,128.0,,,-0.009773293494856884,-1.570849002854396,2.5704528024651827e-07,True,4,4,False,92.0,False,,Banksi,76561197983383287,22.0,-151.58999633789062,-14.920000076293945,134.80999755859375,13840.30029296875,-7724.5001220703125,3581.300048828125,-1782.1000671386719,864.8000335693359,4338.299865722656,255.0,255.0,,-0.07475191455509535,-3.1172714198679263,0.0083821552212401,True,0.0,False,False,4,3,
1,348,6,False,False,0,8275.731384371622,-3424.409912109375,-2740.030029296875,238.57000732421875,7136.099853515625,22203.20068359375,12350.0,5630.2001953125,1142.7999877929688,1730.3999328613281,0.0,-0.5140110380829556,-1.63159107186468,-0.22076713456111663,76561198077887636,marco,5.0,-3451.239990234375,-2960.3798828125,122.19000244140625,2030.2999877929688,21908.89892578125,3778.2998657226562,-1346.1000061035156,4005.4998779296875,-1184.000015258789,255.0,0.0,False,0.020550215130462294,1.856070469205237,0.05173297515522556,True,6,5,False,191.0,False,,76561197983383287,Banksi,22.0,-852.3699951171875,-2810.06005859375,17.0,10381.400146484375,7802.39990234375,3.799999952316284,-0.3999999910593033,-0.19999999552965164,2263.8999938964844,255.0,253.0,False,0.009554141277696085,0.7109187028028887,4.223961290695097e-05,True,234.0,False,4,False,4,,enpitsu,76561198039309853,31,1758.989990234375,3697.75,17.059999465942383,-6133.499755859375,12643.699951171875,1.5000000596046448,0.09999999776482582,-0.7999999821186066,-8.399999737739563,255.0,128.0,False,0.016749233570134553,2.0213559339866616,7.34453142447045e-05,True,False,False,False,255.0,False,,games5425898691,bf81d8692db,20.0,-2688.219970703125,4510.43017578125,17.010000228881836,-158.00000190734863,-4861.600036621094,5.299999713897705,0.7000000029802322,2.8999999165534973,-432.20001220703125,255.0,27.0,,0.009445112553244013,-1.5768534003710872,-5.149358150181371e-05,True,85.0,False,False,False,False,
2,442,9,False,False,1,9578.449197376427,1091.6800537109375,-4436.4501953125,598.5999755859375,-24948.1005859375,-14670.400390625,3371.4999389648438,232.29999542236328,1116.9000244140625,5890.4998779296875,1.0,-0.8950924765375063,0.9829828956307174,-0.19421111508691022,bf81d8692db,games5425898691,20.0,1278.5,-4413.240234375,447.7900085449219,-14854.599609375,-6696.6998291015625,374.3000030517578,2026.1000061035156,-3059.5001220703125,-4096.7999267578125,255.0,242.0,,0.5191413642606378,0.4098995796512752,-0.862555535355803,True,4,3,False,182.9705378957974,True,,76561198039309853,enpitsu,30.0,763.9299926757812,-4851.5498046875,406.44000244140625,14636.700439453125,9200.10009765625,3302.60009765625,-2036.199951171875,3597.5,1525.5999755859375,255.0,0.0,False,0.8882510301774978,1.8530323928317487,-0.41995205157753135,True,172.0,False,2,False,1,,marco,76561198077887636,5,1505.9599609375,-4041.14990234375,293.67999267578125,-16073.399658203125,-16450.799560546875,-115.0,-2445.0999450683594,-4770.4998779296875,1229.800033569336,255.0,5.0,False,0.28408743738989506,-0.5192143806360768,0.05054471711046827,True,8,7,False,74.0,False,,Banksi,76561197983383287,22.0,-244.52000427246094,-478.2799987792969,17.0,1324.6000671386719,-8619.7998046875,3.6000001430511475,1.1999999731779099,3.8999998569488525,1860.5000305175781,0.0,141.0,False,-0.009687197831219647,-1.9125705093446996,-5.478777522018942e-05,True,255.0,False,False,4,4,
3,547,13,False,False,0,4765.037645711937,3221.090087890625,2741.010009765625,123.97000122070312,-21797.5,12323.1005859375,6058.2000732421875,3572.0001220703125,101.19999885559082,4819.800109863281,0.0,0.6935430219954292,-2.805327757982449,-0.004123175276011847,76561197983383287,Banksi,22.0,3374.93994140625,2590.0,17.0,-5912.39990234375,18451.099853515625,3.799999952316284,0.19999999552965164,-0.7000000029802322,1901.7999267578125,255.0,255.0,False,0.009594118433701707,1.9429154461411065,9.025103428812925e-05,True,4,4,False,162.0,False,,76561198077887636,marco,5.0,1101.3699951171875,2492.889892578125,76.55999755859375,3023.599853515625,-21085.2001953125,-1398.0999755859375,2625.8999633789062,-678.3000183105469,-589.0000152587891,255.0,128.0,False,-0.5323700783617323,-1.2336145360224968,-0.5146154268495389,True,31.0,False,10,False,10,,enpitsu,76561198039309853,32,-2452.0,3767.300048828125,17.049999237060547,14695.0,6640.999755859375,-1.899999976158142,1.7000000178813934,0.5999999865889549,125.10000228881836,255.0,128.0,False,0.01678866379392527,0.4371823247957403,-0.00012243579125910566,True,2,2,False,109.40424097225237,True,,games5425898691,bf81d8692db,20.0,2905.889892578125,3166.889892578125,21.93000030517578,11744.49951171875,-19548.900146484375,2979.5001220703125,0.7999999821186066,-1.2999999523162842,-1155.5999755859375,255.0,74.0,,0.009591637275600712,-1.0669274034444571,-0.00010722462685056481,True,38.0,False,False,5,4,
4,550,13,False,False,1,8884.119591071474,-2965.510009765625,-2861.02001953125,205.66000366210938,23456.8994140625,769.4999694824219,12961.700439453125,332.40001678466797,3390.5999755859375,4297.200012207031,1.0,-0.8848637242703996,2.478269129250204,-0.33779613321357294,bf81d8692db,games5425898691,20.0,-3037.3798828125,-2936.159912109375,57.40999984741211,-10697.7001953125,19840.699462890625,2289.2999267578125,-2655.0,93.4000015258789,-1913.0000305175781,255.0,,,-0.06295037386279154,1.1769115008538515,0.0112334220462047,True,6,5,False,38.0,False,,76561198039309853,enpitsu,32.0,2222.2099609375,-3874.659912109375,17.049999237060547,-15912.60009765625,-7543.599853515625,-1.899999976158142,-0.5999999865889549,-0.29999999329447746,13.999999761581421,255.0,,,-0.016784238407192238,-0.44430395066149003,-4.160270579075164e-05,True,168.8485591873046,True,2,False,2,,marco,76561198077887636,5,-1126.6300048828125,-2316.969970703125,62.540000915527344,-3037.39990234375,21132.60009765625,-1915.0999450683594,-2029.1000366210938,429.1999816894531,-514.1999816894531,255.0,,,0.36267702955246583,1.3265578274713625,-0.4069069457791573,True,10,10,False,31.0,False,,Banksi,76561197983383287,22.0,-3316.72998046875,-2722.93994140625,15.539999961853027,8447.000122070312,-14915.2001953125,148.80000114440918,244.3000030517578,-666.5000152587891,2545.5999755859375,255.0,255.0,,-0.016241063610374692,-2.201056779123613,-0.04117326490079948,True,162.0,False,False,4,4,
5,664,17,False,False,1,7987.0064376194305,2728.52001953125,-2633.93994140625,211.9499969482422,-1036.9999694824219,27003.30078125,-444.7999954223633,201.10000610351562,-3737.7999877929688,4689.100036621094,1.0,-0.40578479746462204,-2.1416002961585234,-1.2647338650843043,76561198039309853,enpitsu,32.0,2666.31005859375,-2854.5400390625,183.16000366210938,5844.0997314453125,22158.798828125,1957.7999877929688,-5094.200134277344,-1754.1999816894531,1104.8999786376953,255.0,255.0,False,-0.5775394899882177,2.1064859277348167,-0.43839050650908895,True,4,3,False,53.0,False,,bf81d8692db,games5425898691,20.0,-2734.530029296875,-3270.25,17.010000228881836,7315.9002685546875,-15410.10009765625,3.3000001311302185,-2.7000001072883606,2.0999999344348907,1930.8000183105469,255.0,255.0,,-0.00968386486728402,-2.076570485515062,0.00018576439845977507,True,255.0,False,8,False,8,,marco,76561198077887636,5,3558.550048828125,3728.969970703125,17.010000228881836,1652.5,-10972.5,2.8999999165534973,-0.0,-0.0,-2784.8001098632812,255.0,0.0,False,-0.009551883951961868,-1.5755596370786629,7.615605896322046e-05,True,10,10,False,255.0,False,,Banksi,76561197983383287,22.0,2442.0,333.4100036621094,17.010000228881836,10097.999877929688,10439.3994140625,2.5,-0.3999999910593033,-0.09999999776482582,2093.2000732421875,255.0,255.0,False,-0.009576799650467512,2.2734663790954763,5.6923581978690165e-05,True,162.0,False,False,6,6,
6,711,19,False,False,0,6803.036370170263,-2526.070068359375,-1464.8599853515625,127.51000213623047,2958.2998657226562,15493.499755859375,14734.599609375,5963.4002685546875,566.3999938964844,-340.60001373291016,0.0,0.23302890302747467,-0.8882064289499175,-1.8118719372856715,76561198077887636,marco,5.0,-2536.89990234375,-1623.449951171875,17.010000228881836,2675.10009765625,15725.699462890625,2.3000000417232513,0.0,0.7000000029802322,1.0999999940395355,255.0,128.0,False,0.009587401816491576,1.4024935131244907,-7.367855698216069e-05,True,10,10,False,222.0,False,,76561197983383287,Banksi,22.0,-2668.719970703125,-2189.590087890625,17.010000228881836,8654.400024414062,2762.60009765625,2.8999999165534973,0.0,0.0,2729.2001342773438,255.0,255.0,False,0.009539760315165522,0.40993455395169986,-6.107979823898904e-05,True,162.0,False,6,False,6,,enpitsu,76561198039309853,32,-3798.320068359375,-133.63999938964844,17.100000381469727,-10372.2998046875,-12721.500244140625,47.60000228881836,-21.80000066757202,235.10000228881836,2808.5000610351562,255.0,255.0,False,0.015564040481196481,-2.1133320972239855,-0.0013273689652754245,True,4,4,False,255.0,False,,games5425898691,bf81d8692db,20.0,1050.0699462890625,4766.43017578125,17.010000228881836,-9538.499755859375,5200.0,2.5999999046325684,-1.0999999940395355,0.7999999821186066,1574.7000122070312,255.0,251.0,,0.009553888563240527,2.6425349838999037,0.00019859241633614694,True,255.0,False,False,8,8,
7,822,23,False,False,1,9577.574301516004,1409.2900390625,-4423.81005859375,617.3499755859375,14614.49951171875,6393.3001708984375,4513.2000732421875,4290.7000732421875,-4193.800048828125,31.90000057220459,1.0,0.4795210201145789,0.693755548746768,-2.4847012115858846,bf81d8692db,games5425898691,20.0,1222.31005859375,-4567.66015625,493.8800048828125,14183.199462890625,12054.100341796875,4137.799987792969,-3685.1998901367188,3914.5999145507812,-1159.4999694824219,255.0,163.0,,0.1349016246130551,2.4798880690160394,-0.1627938619798717,True,10,9,False,170.36791414342903,True,,76561198039309853,enpitsu,32.0,1504.4300537109375,-4798.8798828125,80.77999877929688,-9729.600219726562,-8678.699951171875,3725.7998657226562,-939.7000122070312,1107.300033569336,-259.0999984741211,0.0,128.0,False,0.07377710787127055,-0.6900058635723969,0.0007629471452622184,True,101.0,False,6,False,5,,marco,76561198077887636,5,2034.5400390625,-2138.6298828125,17.010000228881836,4375.299987792969,-3279.2001342773438,2.3999999463558197,-0.0,-0.09999999776482582,-231.5999984741211,128.0,107.0,False,-0.009664149475713616,-2.515997856693549,-0.00011478939280253501,True,12,12,False,143.0,False,,Banksi,76561197983383287,22.0,1063.3800048828125,-44.08000183105469,17.010000228881836,8110.2001953125,-7865.8001708984375,2.3000000417232513,-0.19999999552965164,0.09999999776482582,-97.89999961853027,255.0,128.0,False,-0.009557305808369974,-2.3607482744571224,7.454059953646624e-05,True,223.0,False,False,6,6,
8,874,25,False,False,1,8951.200462511768,3969.489990234375,-3267.0,322.8500061035156,-8913.900146484375,4224.200134277344,-5311.199951171875,2678.599853515625,-4217.0001220703125,-3322.7999877929688,1.0,0.14029789512962332,1.3892300449129573,-1.1005396544804316,bf81d8692db,games5425898691,20.0,3959.929931640625,-2912.330078125,240.8800048828125,-3341.0000610351562,228.1999969482422,5593.4002685546875,-410.0,2428.9999389648438,-4917.39990234375,255.0,0.0,,-0.33797165318054206,-2.847892724638672,0.9619216730385879,True,10,10,False,149.0,False,,76561198039309853,enpitsu,32.0,1208.68994140625,-5016.64990234375,27.530000686645508,-35.19999980926514,389.7999954223633,-114.60000038146973,270.2000045776367,27.100000381469727,20.59999942779541,128.0,128.0,,-0.044414077838520104,-0.10359664416630818,0.3199676822855229,True,101.0,False,6,False,6,,marco,76561198077887636,5,3835.43994140625,-2859.989990234375,191.99000549316406,7755.3997802734375,-5025.7000732421875,-144.79999542236328,2374.9000549316406,-618.3000183105469,4922.099914550781,255.0,0.0,,1.0983677287461007,-1.8201585286408823,0.6197306629510178,True,14,13,False,91.0,False,,Banksi,76561197983383287,22.0,3256.97998046875,-975.4400024414062,17.010000228881836,6019.5001220703125,-11497.5,2.5999999046325684,0.5000000074505806,-0.9000000357627869,-2177.2999572753906,255.0,41.0,False,-0.009556973974806485,-1.9829177535819325,-5.467311045584345e-06,True,223.0,False,False,6,6,
9,908,26,False,False,0,3042.5650386696375,-3016.18994140625,2957.800048828125,249.35000610351562,15451.600341796875,23462.7001953125,4238.500061035156,1678.3000183105469,5302.9998779296875,-2249.499969482422,0.0,-0.8191727448314201,-2.763292195153602,-1.0920435785140532,76561197983383287,Banksi,22.0,-3096.330078125,2780.760009765625,185.5800018310547,4325.5999755859375,18710.30029296875,2835.10009765625,494.39998626708984,-128.100004196167,113.99999618530273,255.0,128.0,False,-0.3097273369350333,1.3876891258041915,-0.0075782286944222925,True,8,6,False,175.0,False,,76561198077887636,marco,5.0,-3907.52001953125,3355.300048828125,65.86000061035156,2079.600067138672,3518.599853515625,-2161.300048828125,-3900.2999877929688,2708.0999755859375,1128.1999969482422,255.0,125.0,,-0.5237502748654924,0.003992722673513218,0.580629138333162,True,91.0,False,14,False,14,,enpitsu,76561198039309853,33,-1180.4599609375,4991.2099609375,20.43000030517578,5.400000214576721,-43.400001525878906,-5.899999737739563,-23.299999237060547,-3.8999998569488525,8.999999761581421,255.0,128.0,,0.03226343249038808,0.12579979906032143,0.10553695572615925,True,6,6,False,101.0,False,,games5425898691,bf81d8692db,20.0,-3980.10009765625,3399.719970703125,341.6099853515625,422.7000045776367,3989.7000122070312,-3190.10009765625,-606.3000106811523,1516.199951171875,-477.2999954223633,255.0,0.0,,-1.0890504509579968,2.875810410298138,0.3708762087406911,True,149.0,False,False,10,10,
