,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,170,0,False,False,1,5246.357320343673,41.25,-36.2599983215332,94.48999786376953,18474.69970703125,-4203.599853515625,-317.2999954223633,738.0999755859375,-311.3999938964844,-5946.199951171875,1.0,0.0322619767003384,-0.07264258654107343,0.08378606650586996,76561198039309853,enpitsu,26.0,-79.27999877929688,-92.43000030517578,103.12000274658203,7805.5999755859375,11028.399658203125,689.4999694824219,-2835.4000854492188,2470.500030517578,-4013.2998657226562,255.0,0.0,,-1.4754968444979288,2.221592005435785,0.15054857369561292,True,2,False,1,0.0,False,,bf81d8692db,games5425898691,19.0,-0.0,-5149.39013671875,17.010000228881836,-0.0,-545.6000137329102,2.0999999344348907,0.7000000029802322,-0.0,0.0,255.0,,,-0.009315524397494931,1.5707874726890154,4.122673933116874e-08,True,False,False,False,116.0,False,,Edward le connard,76561198033596036,6,44.380001068115234,100.81999969482422,114.98999786376953,-8782.999877929688,-11759.000244140625,1636.300048828125,4949.5001220703125,-2008.3999633789062,-1310.8999633789062,255.0,235.0,,-1.3189303580065102,0.33087674783988413,-1.5199495907571559,True,0.0,False,4,False,3,,Mixer Adamb1,2535407143330241,17.0,2825.6298828125,4525.31982421875,64.80999755859375,19596.500244140625,3569.1000366210938,-1975.0,105.60000419616699,2760.8999633789062,-986.3999938964844,254.0,0.0,,0.0007969908842137784,-2.726474786243779,0.6306266690110396,True,4,4,False,1.0,False,
1,275,3,False,False,0,5069.505434879824,-3990.9599609375,1124.8900146484375,461.010009765625,9442.19970703125,21121.0009765625,341.89998626708984,-1114.7000122070312,-4744.100036621094,-3500.0,0.0,0.8364296839455271,3.007412819127659,1.6963351532576065,2535407143330241,Mixer Adamb1,17.0,-4079.0,938.1599731445312,424.80999755859375,2.7000001072883606,18413.900146484375,-182.60000228881836,-1920.0999450683594,-4.699999988079071,6.1000001430511475,255.0,0.0,,0.057434905813381974,1.5800752047134612,1.5715236641165231,True,4,False,4,95.96748391274483,True,,76561198033596036,Edward le connard,6.0,3694.830078125,-180.66000366210938,17.049999237060547,9192.80029296875,-9165.800170898438,3.799999952316284,0.19999999552965164,-0.7000000029802322,-3063.2000732421875,255.0,0.0,,0.016761666142936095,-0.95788070431548,-6.573116231491362e-05,True,6,False,6,255.0,False,,enpitsu,76561198039309853,25,-3756.639892578125,215.82000732421875,17.059999465942383,-11110.899658203125,11194.49951171875,2.0000000298023224,-0.09999999776482582,0.0,-2066.9000244140625,255.0,0.0,,0.016772584490717262,2.2857124196907974,-3.098114318345648e-05,True,251.96748391274483,True,4,False,4,,games5425898691,bf81d8692db,19.0,-3056.18994140625,3371.7099609375,17.010000228881836,7729.69970703125,-9295.2001953125,2.3999999463558197,0.19999999552965164,0.0,2356.4999389648438,255.0,255.0,,0.009554524709036281,-0.8122522751751444,-2.7378094564263563e-05,True,False,False,False,255.0,False,
2,321,5,False,False,1,9676.504653153028,2617.840087890625,-4382.080078125,230.6999969482422,11594.599609375,-15744.300537109375,5194.5001220703125,3125.2999877929688,-4757.900085449219,1895.8999633789062,1.0,0.6824228140623725,-3.1347758872843823,-1.1505086915726002,bf81d8692db,games5425898691,19.0,2455.919921875,-4337.56005859375,166.2899932861328,8474.099731445312,-11300.799560546875,2538.6000061035156,1845.2000427246094,2456.3999938964844,-4561.7999267578125,255.0,128.0,,-0.2934813111627231,-2.258343093593702,-0.9320586392193994,True,4,False,3,255.0,False,,76561198039309853,enpitsu,25.0,3296.179931640625,-3473.340087890625,17.030000686645508,-5793.599853515625,-22244.29931640625,5.099999904632568,-0.0,-0.0,-2.0999999344348907,255.0,0.0,,-0.016783069414295738,-1.3157592987502436,-5.777377092094812e-06,True,4,False,4,185.0,False,,Edward le connard,76561198033596036,6,-2223.610107421875,177.82000732421875,17.049999237060547,9296.400146484375,-16434.300537109375,2.7000001072883606,1.899999976158142,-3.700000047683716,460.0,255.0,227.0,,-0.016782953197066047,-2.080085476201188,0.00012702765936036222,True,175.0,False,6,False,6,,Mixer Adamb1,2535407143330241,17.0,3019.72998046875,-4222.259765625,105.66999816894531,-17536.8994140625,-14675.50048828125,2453.699951171875,-2662.3001098632812,-3339.8001098632812,-1529.7999572753906,254.0,0.0,,0.009871215072433189,-0.9617105178849341,0.05334039478412861,True,6,5,False,0.0,False,
3,382,7,False,False,1,8390.828226190613,2104.4599609375,-3163.35009765625,208.4600067138672,-4542.300109863281,18116.099853515625,5982.39990234375,966.6999816894531,-5784.89990234375,1264.800033569336,1.0,0.5641077514977947,-0.4781482826684166,-0.895051898140487,76561198039309853,enpitsu,25.0,2092.659912109375,-3306.669921875,83.5999984741211,11237.7001953125,11857.099609375,2551.300048828125,-5050.899963378906,1134.1000366210938,1857.8999328613281,255.0,255.0,False,-0.2665978867406691,2.460606181965551,-0.09183801015480741,True,6,False,5,161.0,False,,bf81d8692db,games5425898691,19.0,2687.419921875,-5003.5400390625,34.56999969482422,6115.7000732421875,4390.4998779296875,-1369.7000122070312,1410.5000305175781,466.30001068115234,2452.7000427246094,255.0,255.0,,-0.169793657745608,2.4943524019429986,-0.44580819466937377,True,4,False,4,255.0,False,,Edward le connard,76561198033596036,6,1428.5400390625,-1056.3399658203125,17.049999237060547,11697.5,12628.1005859375,3.0000001192092896,-0.09999999776482582,-0.09999999776482582,2016.4999389648438,255.0,255.0,,-0.01676840332101628,2.2486472430950033,1.8466879258399666e-05,True,181.0,False,6,False,6,,Mixer Adamb1,2535407143330241,19.0,1436.530029296875,-4832.83984375,443.7200012207031,-5943.3001708984375,1218.0999755859375,-3864.5999145507812,-3816.0000610351562,-2702.3001098632812,2895.7000732421875,255.0,130.0,,-0.7864496079444442,-3.0657683877718136,-3.0070318596713363,True,6,6,False,0.0,False,
4,439,9,False,False,0,5572.0291255261745,-1187.2900390625,-424.4100036621094,121.68000030517578,14159.49951171875,11208.599853515625,9798.200073242188,4958.500061035156,1014.0000152587891,-3222.39990234375,0.0,-0.962028781687699,-0.2363711123791242,-0.26101342171762104,76561198033596036,Edward le connard,5.0,-1286.9300537109375,-593.9299926757812,46.13999938964844,9651.400146484375,8077.7001953125,3450.7998657226562,-245.9000015258789,244.59999084472656,2294.1000366210938,255.0,176.0,False,0.023239046307745762,0.8463051592753588,0.0003068131261691978,True,8,False,6,143.54933329038718,True,,2535407143330241,Mixer Adamb1,19.0,-964.3599853515625,3614.320068359375,17.010000228881836,-1045.8000183105469,-12106.600341796875,2.0999999344348907,0.0,0.7999999821186066,0.0,254.0,128.0,,0.009548632933953341,-1.6570020749844194,6.92724041232334e-05,True,6,False,6,0.0,False,,enpitsu,76561198039309853,25,-2369.97998046875,852.1699829101562,17.030000686645508,18819.100341796875,1847.4000549316406,5.699999928474426,-0.29999999329447746,0.0,2051.3999938964844,255.0,128.0,False,0.01676706991020255,0.1724061845752337,3.565864995225661e-05,True,96.0,False,6,False,6,,games5425898691,bf81d8692db,19.0,-1099.1099853515625,4570.990234375,16.989999771118164,12166.600341796875,7137.7001953125,4.600000083446503,0.0,-0.09999999776482582,-245.20000457763672,255.0,128.0,,0.0095965982210607,0.5047511508908904,0.00014033660124661762,True,4,4,False,245.0,False,
5,511,12,False,False,1,8146.774701027803,-2353.419921875,-2330.68994140625,420.07000732421875,4848.299865722656,24721.79931640625,1911.3999938964844,-4527.9998779296875,-1097.2000122070312,-3733.900146484375,1.0,-0.9184676994714489,-2.7706488485286385,-1.0849097411285096,bf81d8692db,games5425898691,19.0,-2405.39990234375,-2611.110107421875,316.5899963378906,-4845.199890136719,21508.1005859375,3595.7998657226562,-3432.9000854492188,4102.699890136719,1277.6000213623047,255.0,37.0,,0.37207750117334243,2.057326049242296,0.6339700068964892,True,6,False,5,137.42547095206487,True,,76561198039309853,enpitsu,25.0,-2117.239990234375,-2361.830078125,42.790000915527344,-15977.7001953125,-5589.000244140625,-2632.3001098632812,-63.29999923706055,-5394.0997314453125,388.8999938964844,255.0,255.0,False,0.4369181962405155,-0.994636375896033,-0.41042297193570654,True,6,False,8,148.0,False,,Edward le connard,76561198033596036,5,-1857.7900390625,-1177.510009765625,17.059999465942383,-16375.699462890625,3042.3001098632812,1.1999999731779099,4.399999976158142,-0.5999999865889549,728.1999969482422,255.0,128.0,False,-0.016784447726476172,0.1380985826007177,-9.547599432777397e-05,True,139.0,False,8,False,8,,Mixer Adamb1,2535407143330241,18.0,2092.830078125,1016.239990234375,105.62999725341797,10032.39990234375,20526.8994140625,-159.399995803833,-4276.499938964844,3458.3999633789062,-2.3000000417232513,254.0,128.0,,-0.1443004238919201,-0.890842304060157,-3.141394501330953,False,10,9,False,31.0,False,13.0
6,604,15,False,False,0,10009.104881632013,1138.3199462890625,-4660.18994140625,138.39999389648438,26374.89990234375,-2587.0999145507812,11579.7998046875,3984.1000366210938,-3984.4000244140625,-2061.699981689453,0.0,-0.13473337583663259,1.228989459589723,-1.6468946710946106,2535407143330241,Mixer Adamb1,19.0,947.7999877929688,-4704.22998046875,14.819999694824219,20136.199951171875,205.40000915527344,-431.19998931884766,-1052.3999786376953,-945.1999664306641,2644.5999145507812,254.0,0.0,,-0.014730798464398703,0.104952714697502,-0.03318411687222353,True,10,False,10,131.0,False,,76561198033596036,Edward le connard,6.0,2748.4599609375,-4800.9501953125,17.040000915527344,-12961.099853515625,-18119.100341796875,4.000000059604645,-0.5000000074505806,-0.3999999910593033,-1262.699966430664,255.0,76.0,,0.016788282113177917,-2.2486587405110634,5.181145409413421e-05,True,8,False,8,255.0,False,,enpitsu,76561198039309853,25,2672.610107421875,2872.31005859375,17.049999237060547,7701.099853515625,-9914.400024414062,2.5,1.0999999940395355,-1.0999999940395355,192.60000228881836,255.0,128.0,,0.01671453864757762,-0.8886185595733671,-0.0001955504724395994,True,255.0,False,8,False,6,,games5425898691,bf81d8692db,19.0,2783.22998046875,-4388.5,16.989999771118164,-18649.300537109375,-9669.89990234375,4.600000083446503,-1.5000000596046448,-0.7000000029802322,-1425.5000305175781,255.0,85.0,,0.009593779762501226,-2.737232108889673,7.764513943408225e-05,True,6,6,False,0.0,False,
7,680,18,False,False,0,8047.513890913808,3678.989990234375,-1480.5699462890625,465.4599914550781,-3421.400146484375,29578.798828125,-2437.100067138672,-497.09999084472656,-5978.3001708984375,-110.29999732971191,0.0,0.8316119678550918,-2.929856625524053,0.2584998718673135,2535407143330241,Mixer Adamb1,19.0,3769.31005859375,-1633.18994140625,398.3599853515625,2951.4999389648438,21011.0009765625,3662.60009765625,-1906.4999389648438,-3914.89990234375,-3359.7000122070312,254.0,183.0,,-0.9109074246533317,1.7001093965341938,-1.845946399860587,True,12,4,10,63.54834430704834,True,,76561198033596036,Edward le connard,5.0,1704.6300048828125,-4224.89990234375,17.049999237060547,7070.999755859375,9749.69970703125,2.5999999046325684,-1.1999999731779099,0.9000000357627869,67.69999980926514,128.0,133.0,False,0.01671286910993111,0.9431120512384332,1.395197164304307e-05,True,8,False,8,255.0,False,,enpitsu,76561198039309853,25,3621.780029296875,-1140.0400390625,276.239990234375,7858.900146484375,-21457.7001953125,2608.2000732421875,1823.800048828125,2675.7000732421875,142.2000026702881,255.0,255.0,,-0.5708258468458459,-1.230685139159757,-0.14472125552668558,True,197.0,False,10,False,7,,games5425898691,bf81d8692db,19.0,-1878.4599609375,-1288.969970703125,16.889999389648438,-18501.800537109375,13173.1005859375,31.19999885559082,7.099999785423279,11.90000057220459,383.1999969482422,255.0,128.0,,0.01039047910759157,2.554919598099094,-0.0002474119571366986,False,8,8,False,0.0,False,
8,831,24,False,False,1,9787.894335891608,-388.29998779296875,-4563.27001953125,781.3900146484375,-1396.6999816894531,13947.19970703125,-2930.7000732421875,-2804.4000244140625,815.5999755859375,-5241.099853515625,1.0,-0.6872471431557782,2.0078963038326765,-2.746302492606136,bf81d8692db,games5425898691,19.0,-289.6300048828125,-4719.22021484375,720.0800170898438,-7297.8997802734375,2810.8999633789062,6396.099853515625,813.7999725341797,155.20000457763672,5437.19970703125,255.0,35.0,,0.8515356080341706,0.586357530868988,1.7990760505677315,True,10,False,9,166.0566881420792,True,,76561198039309853,enpitsu,25.0,-1491.3199462890625,-3331.889892578125,17.030000686645508,13549.100341796875,-17883.699951171875,5.099999904632568,0.09999999776482582,-0.09999999776482582,0.0,255.0,,,-0.016770522972193534,-2.2191618527739108,-1.4739607307374368e-05,True,8,False,10,75.0,False,,Edward le connard,76561198033596036,6,-270.19000244140625,-4460.27978515625,869.5800170898438,5704.7998046875,-15415.0,2068.800048828125,-1498.9999389648438,-3289.5999145507812,2778.900146484375,,128.0,,-0.6674331542157272,-0.2230163948762015,-3.1292995736248783,True,111.0,False,12,4,10,,Mixer Adamb1,2535407143330241,19.0,-406.9700012207031,-4690.580078125,542.7899780273438,10962.7001953125,-8055.7000732421875,-2569.5001220703125,-1847.2000122070312,-1003.3999633789062,-2088.8999938964844,128.0,128.0,,1.0793696009650333,-2.596489930354982,1.7585787532228925,True,14,10,6,,False,
9,918,27,False,False,1,6360.055580791498,-685.030029296875,-1020.4099731445312,165.19000244140625,789.8999786376953,22593.9990234375,4618.299865722656,5864.89990234375,811.2000274658203,-971.8000030517578,1.0,-0.8540518813623742,1.8579692058405788,-2.5068454097027297,76561198039309853,enpitsu,25.0,-698.27001953125,-1230.3299560546875,83.87999725341797,-3079.2001342773438,22649.69970703125,2530.2999877929688,-5451.199951171875,-730.5999755859375,-5.600000023841858,255.0,128.0,False,-0.18132748076719093,1.4376628046514006,2.882805505716821e-05,True,12,False,9,0.0,False,,bf81d8692db,games5425898691,19.0,-2970.550048828125,-4128.5400390625,17.010000228881836,-10863.499755859375,5522.1002197265625,2.0999999344348907,-2.3999999463558197,1.1999999731779099,-652.2000122070312,255.0,128.0,,-0.009560805244066148,0.5170500744973272,0.00013349821705415976,True,10,False,10,255.0,False,300.0,Edward le connard,76561198033596036,5,-332.1099853515625,-2127.77001953125,83.2699966430664,-1570.7000732421875,21686.39892578125,-1495.3999328613281,-2554.9000549316406,-774.5999908447266,507.5,255.0,128.0,,0.49764649950873574,1.7045518093739478,0.3820297407297588,True,17.0,False,16,4,12,,Mixer Adamb1,2535407143330241,19.0,327.4599914550781,-3728.969970703125,100.12999725341797,-3084.89990234375,15158.599853515625,-431.30001068115234,-4743.299865722656,-317.60000228881836,-81.49999618530273,254.0,128.0,,1.2640781082827388,1.4497583752596641,-0.05676499513442718,True,16,12,6,,False,
