,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,team_mate_handbrake
0,169,0,False,False,1,5236.448326251169,-12.59000015258789,-17.020000457763672,94.62999725341797,531.1999893188477,9014.099731445312,3513.3999633789062,5049.599914550781,-2402.7999877929688,2174.1000366210938,1.0,-0.09907879103734632,-0.0919358624200826,-0.1894644919680779,76561198039309853,enpitsu,26.0,-63.97999954223633,-150.77000427246094,103.05000305175781,11923.900146484375,19560.400390625,1110.4000091552734,-5083.2000732421875,2099.499969482422,54.49999809265137,255.0,0.0,,-1.1697330176642882,1.939140879260142,0.024329771288430557,True,2,0.0,False,False,1,,bf81d8692db,games5425898691,19.0,-2851.010009765625,-4097.83984375,17.010000228881836,-17929.000244140625,-2241.1000061035156,2.3000000417232513,-0.5999999865889549,-0.0,-1898.2000732421875,255.0,0.0,-0.009593234703676354,-0.06356743246523128,-5.6624486445252364e-05,True,False,False,False,0.0,False,,BombsterBilly,2320566585543345543,19,54.970001220703125,163.13999938964844,96.30000305175781,-17413.900146484375,-14835.999755859375,2211.300048828125,938.7999725341797,-5377.60009765625,-670.5000305175781,255.0,0.0,,-0.47269517887490725,-1.2052981368174494,0.5618039450539086,True,3,False,4,0.0,False,,pabloson1,2039145229236040472,11.0,-1413.3800048828125,2663.93994140625,17.010000228881836,-12597.5,6234.5001220703125,2.199999988079071,0.19999999552965164,-0.09999999776482582,-1438.8999938964844,238.0,34.0,,-0.009582897336061396,0.47707660309238725,-0.00015941311771945656,False,0.0,False,False,False,False,,
1,261,3,False,True,1,3349.9665446782196,-273.4599914550781,2000.7900390625,94.79000091552734,187.5,17179.200439453125,2715.2999877929688,699.4000244140625,753.6000061035156,-722.5,1.0,-0.8874858287120108,-1.675648320272608,0.5807951500088436,76561198039309853,enpitsu,26.0,-293.489990234375,1819.280029296875,17.049999237060547,-3401.0000610351562,14008.800048828125,-1.1999999731779099,-0.19999999552965164,-0.5000000074505806,-7.599999904632568,255.0,0.0,,-0.016745633940257354,1.333588015883515,3.618547074245211e-05,True,2,9.110305404150358,True,False,2,,bf81d8692db,games5425898691,19.0,-836.8699951171875,976.2000122070312,17.010000228881836,9570.900268554688,20307.39990234375,2.0999999344348907,-0.0,-0.0,53.499999046325684,255.0,128.0,-0.00960268584966318,2.005105108700467,-3.262589458984323e-05,True,False,False,False,196.0,False,,BombsterBilly,2320566585543345543,19,-3746.27001953125,4.269999980926514,17.010000228881836,-13388.399658203125,821.2000274658203,2.7000001072883606,-0.3999999910593033,-0.0,-3118.800048828125,255.0,0.0,False,-0.00957904977244135,0.29611082837078534,-0.0001032442330531216,True,4,False,4,255.0,False,,pabloson1,2039145229236040472,9.0,-999.1500244140625,4188.06982421875,17.010000228881836,11381.099853515625,-619.7999954223633,2.0999999344348907,0.19999999552965164,0.3999999910593033,-105.39999961853027,128.0,120.0,False,-0.009599886663154337,-3.0895962355770634,-2.837404648827165e-05,True,196.0,False,False,False,False,,
2,288,4,False,False,1,1848.334205824279,-236.1999969482422,3679.02001953125,106.27999877929688,9948.900146484375,7850.7000732421875,3145.1998901367188,5849.2999267578125,715.4000091552734,1128.0999755859375,1.0,-0.7287764231544185,-0.01598979893851837,-0.4756644341756524,76561198039309853,enpitsu,26.0,-349.7900085449219,3554.239990234375,112.83999633789062,-2046.1000061035156,20521.69921875,-157.70000457763672,-4337.5,-3182.39990234375,1143.3000183105469,255.0,128.0,,-0.08027692047253299,-3.046372220335907,2.9152961237959722,True,4,,False,False,3,,bf81d8692db,games5425898691,19.0,734.1400146484375,2034.469970703125,17.010000228881836,18268.1005859375,-6922.8997802734375,2.3000000417232513,0.5000000074505806,-0.09999999776482582,-1936.300048828125,255.0,16.0,-0.00958767614745464,-2.7022753149951018,-1.2414856516196447e-05,True,False,False,False,196.0,False,,BombsterBilly,2320566585543345543,19,-3880.590087890625,868.0599975585938,22.540000915527344,4004.89990234375,12115.2001953125,-700.2999877929688,-460.8000183105469,-1413.699951171875,159.60000038146973,255.0,125.0,,-0.06389027971034908,1.8977003297282165,0.18040340485684053,True,4,False,4,255.0,False,,pabloson1,2039145229236040472,9.0,-242.14999389648438,3849.610107421875,95.83999633789062,1370.2999877929688,-12367.099609375,3137.7999877929688,2029.7000122070312,-3416.7999267578125,-3801.9000244140625,170.0,0.0,,-0.03776397918460535,-1.6407204278421716,0.04713764106593189,True,158.95721264552046,True,4,3,False,,
3,349,6,False,False,0,7361.255154745951,-1613.75,-2186.179931640625,95.94000244140625,-182.29999542236328,16619.7998046875,3218.2998657226562,-108.00000190734863,-4897.300109863281,-2260.399932861328,0.0,-0.39162636834225817,0.6557416856764263,-0.11178806152221755,2039145229236040472,pabloson1,9.0,-1688.0699462890625,-2312.820068359375,16.350000381469727,-4527.300109863281,13979.69970703125,-8.399999737739563,224.69999313354492,-282.39999771118164,-1639.4999694824219,255.0,0.0,,-0.0024457017536860036,1.7919956695378938,-0.023876896817180002,True,4,68.87212064702024,True,False,4,11.0,2320566585543345543,BombsterBilly,18.0,620.77001953125,-2503.68994140625,16.469999313354492,-18015.2001953125,-6570.2001953125,97.60000228881836,-15.59999942779541,41.19999885559082,604.0999984741211,255.0,201.0,0.012239019268382301,-2.7877462417116816,0.0001769492982700559,True,6,False,6,255.0,False,,enpitsu,76561198039309853,26,612.3400268554688,-4367.419921875,17.049999237060547,-2592.5,-3153.599853515625,2.7000001072883606,0.29999999329447746,0.19999999552965164,1895.5000305175781,255.0,255.0,,0.016637326693672412,-2.3503205040951074,0.00010248522351840586,True,4,False,4,,False,,games5425898691,bf81d8692db,19.0,-1937.550048828125,-1901.0,17.010000228881836,10866.8994140625,-4845.199890136719,-0.09999999776482582,-3.100000023841858,1.2999999523162842,1482.2000122070312,255.0,161.0,,0.00955979328621382,-0.3892926338122525,0.00015536121431412755,True,167.7666324107878,True,False,False,False,,
4,353,6,False,False,1,3280.2488874234937,1614.510009765625,1939.4100341796875,137.60000610351562,-13112.60009765625,-18379.3994140625,8416.599731445312,3922.2000122070312,4352.300109863281,1293.3000183105469,1.0,0.9478191803629159,-0.8273193023608612,-0.8199694329821415,bf81d8692db,games5425898691,19.0,1735.77001953125,1979.3900146484375,16.850000381469727,-12774.69970703125,4391.600036621094,-187.80000686645508,2768.5000610351562,-640.8000183105469,2101.7999267578125,255.0,115.0,,-0.0068731840557110045,0.33328151685325147,-0.023701020243138367,True,False,155.23463247155635,True,False,False,,76561198039309853,enpitsu,26.0,-573.5999755859375,4430.240234375,17.049999237060547,2365.800018310547,5126.9000244140625,3.0000001192092896,-0.09999999776482582,-0.19999999552965164,2194.4000244140625,255.0,255.0,-0.016639218018157476,2.0399343881769596,7.148035173781616e-05,False,4,False,4,,False,,BombsterBilly,2320566585543345543,18,-472.2900085449219,2562.360107421875,16.90999984741211,17604.89990234375,7510.9002685546875,26.099998950958252,3.700000047683716,-11.399999856948853,1030.1000213623047,255.0,204.0,,-0.010278917278334021,2.714040356810788,0.00012818105114981667,True,6,False,6,255.0,False,,pabloson1,2039145229236040472,9.0,1713.6500244140625,2190.89990234375,16.8799991607666,2028.0999755859375,-15100.799560546875,39.50000047683716,100.79999923706055,-169.0999984741211,-1687.7999877929688,255.0,117.0,,-0.00575355653356698,-1.6397067110662695,-0.009893814369433427,True,56.34012070778878,True,4,4,False,,
5,470,10,False,False,0,3903.794319718002,2999.719970703125,4889.0498046875,189.66000366210938,-7198.2000732421875,6296.5997314453125,22360.400390625,-3054.4000244140625,3101.9000244140625,-4128.900146484375,0.0,-0.8595464042388677,0.5237272340456307,2.9673247325900727,2039145229236040472,pabloson1,9.0,2916.830078125,4766.8701171875,105.55000305175781,6742.7001953125,12628.299560546875,3698.5000610351562,4760.5999755859375,-2340.800018310547,-1451.4999389648438,202.0,81.0,,-0.29684077787317686,0.9043282945730078,0.04428835743834252,True,8,54.0,False,False,6,,2320566585543345543,BombsterBilly,19.0,1662.510009765625,1500.6500244140625,17.0,3608.9999389648438,12566.800537109375,3.3000001311302185,0.19999999552965164,1.5999999642372131,120.9000015258789,200.0,152.0,0.009565060153186292,1.2893216128583034,-3.7460874705641195e-05,True,8,False,8,255.0,False,,enpitsu,76561198039309853,26,3396.1298828125,-7.630000114440918,75.06999969482422,1772.7999877929688,21938.89892578125,2870.2999877929688,-3974.2001342773438,-2826.099853515625,2543.0999755859375,255.0,255.0,,0.17865182330040358,1.542731428209358,-0.05790776758350562,True,7,False,8,22.0,False,,games5425898691,bf81d8692db,19.0,203.00999450683594,4897.2900390625,16.989999771118164,10639.49951171875,3729.8001098632812,4.900000095367432,0.0,0.0,-2368.6000061035156,255.0,0.0,,0.00953684461381607,0.27880856679601296,1.4373983359982148e-05,True,31.0,False,False,False,False,,
6,546,13,True,True,0,2348.870393630693,1291.3399658203125,4284.0,927.4199829101562,-17056.99951171875,11067.19970703125,-3077.6998901367188,-1227.300033569336,-3002.39990234375,5047.60009765625,0.0,0.005452544134710538,-0.7866515064684071,0.07453429974362896,2320566585543345543,BombsterBilly,18.0,1474.010009765625,4131.25,878.2899780273438,-2281.699981689453,13164.200439453125,5181.400146484375,3602.0001220703125,-2393.9999389648438,-3000.4000854492188,255.0,128.0,,-0.6221555040159182,2.7226041768195164,1.9640100123948532,True,10,169.53724747832104,True,4,8,,2039145229236040472,pabloson1,9.0,,,,,,,,,,,,,,,True,,,,,,,enpitsu,76561198039309853,26,1970.530029296875,4553.169921875,63.040000915527344,-12868.299560546875,5311.099853515625,-885.4000091552734,330.2000045776367,-2380.399932861328,509.0999984741211,255.0,128.0,,0.8561985487176361,0.4125091862808775,0.11853772844660625,True,8,False,8,255.0,False,,games5425898691,bf81d8692db,19.0,654.3599853515625,4835.58984375,384.05999755859375,3343.699951171875,-2027.7000427246094,2680.4000854492188,739.1999816894531,-415.99998474121094,-46.30000114440918,255.0,78.0,,-1.1958483870520433,-1.9419078973552568,1.4129995885664695,True,0.0,False,4,False,False,,
7,818,14,False,False,0,5207.448940778401,-33.40999984741211,4.489999771118164,103.37999725341797,-24634.69970703125,1940.0,7010.5999755859375,2386.0000610351562,3073.3999633789062,4567.300109863281,0.0,0.062126884902075144,0.09780711917759678,0.05329752688833039,2039145229236040472,pabloson1,9.0,163.39999389648438,-14.170000076293945,15.399999618530273,-16546.099853515625,14325.6005859375,161.5999984741211,12.000000476837158,75.59999942779541,1390.5000305175781,171.0,255.0,,0.013003760852506374,2.495754414235064,0.00633803920289012,True,4,0.0,False,False,4,,2320566585543345543,BombsterBilly,18.0,-2552.6201171875,-4004.0400390625,17.010000228881836,-17593.499755859375,-3739.4000244140625,2.5,-0.09999999776482582,0.0,-2395.5999755859375,255.0,0.0,0.009592582606338435,-3.0236200762902326,-0.00018469946435111393,True,False,False,False,0.0,False,,enpitsu,76561198039309853,26,-218.69000244140625,4364.0400390625,17.049999237060547,232.19999313354492,-5433.699951171875,2.7000001072883606,0.7999999821186066,0.0,0.0,255.0,128.0,False,0.01654460105551379,-1.528027926511393,-4.820701579081821e-06,True,False,False,False,116.0,False,,games5425898691,bf81d8692db,19.0,-198.47999572753906,706.22998046875,21.979999542236328,1474.2999267578125,-18336.400146484375,2999.1000366210938,0.0,-5.299999713897705,-1151.2000274658203,255.0,111.0,,0.009604741726338465,-1.5611218918026566,0.00016853414713577725,True,0.0,False,3,False,False,,True
8,912,18,False,False,0,4627.134841564109,-1895.9300537109375,622.2000122070312,97.79000091552734,3199.4000244140625,16973.299560546875,3699.5001220703125,252.60000228881836,4508.2000732421875,3951.099853515625,0.0,1.1756088268400515,1.0474572627940817,0.6738154066748546,2320566585543345543,BombsterBilly,16.0,-1859.760009765625,442.20001220703125,17.010000228881836,7638.900146484375,13624.89990234375,2.3000000417232513,-0.29999999329447746,-0.5999999865889549,1966.300048828125,181.0,255.0,False,0.009592775302539767,1.117178380955173,7.252840212769766e-05,True,False,218.0,False,False,False,,2039145229236040472,pabloson1,9.0,-3770.25,-111.18000030517578,16.479999542236328,6384.7998046875,-577.0000076293945,69.6999979019165,-20.499999523162842,79.0999984741211,207.99999237060547,174.0,128.0,0.004305517591549521,-0.055647961508992594,0.0032532352595788594,True,4,False,4,255.0,False,,enpitsu,76561198039309853,26,-249.6699981689453,4081.340087890625,17.049999237060547,4295.4998779296875,10976.099853515625,2.7000001072883606,0.19999999552965164,0.5000000074505806,463.69998931884766,128.0,128.0,False,0.016820187755465767,-1.8750886011704706,-0.000294284599445896,True,False,False,False,146.0,False,,games5425898691,bf81d8692db,19.0,2847.320068359375,-1028.31005859375,16.989999771118164,12670.10009765625,15481.199951171875,4.399999976158142,0.0,-0.29999999329447746,0.0,255.0,128.0,,0.009626290599243768,0.8849276289162946,5.994621839544421e-06,True,0.0,False,4,4,False,,False
9,952,19,False,True,0,2224.9040355534626,-1407.1600341796875,2974.610107421875,140.99000549316406,13043.199462890625,13237.39990234375,4006.0000610351562,-972.3000335693359,-4608.900146484375,-2509.600067138672,0.0,0.011169678962986958,-2.229712754827507,2.9963079488754465,2320566585543345543,BombsterBilly,16.0,-1582.72998046875,2912.550048828125,17.010000228881836,11646.99951171875,17589.300537109375,2.199999988079071,-0.09999999776482582,0.0,-2007.8999328613281,255.0,0.0,,0.009576407530961915,0.9070983381210745,1.6689597599974083e-05,True,False,170.0,False,False,False,,2039145229236040472,pabloson1,9.0,-2324.7900390625,1050.3499755859375,16.989999771118164,12923.900146484375,9078.400268554688,4.799999892711639,0.29999999329447746,0.29999999329447746,-2000.0,177.0,0.0,0.00958218774058253,0.5488596288020954,-5.412624894039912e-05,True,4,False,4,188.0,False,,enpitsu,76561198039309853,26,73.19999694824219,5060.8798828125,17.049999237060547,-5255.30029296875,-2803.3999633789062,2.5,-4.000000059604645,-2.3999999463558197,1137.699966430664,128.0,128.0,False,0.016613118553491034,-2.703622528502304,0.00027620270854856365,True,False,False,False,106.0,False,,games5425898691,bf81d8692db,19.0,3135.530029296875,1840.550048828125,16.989999771118164,-6659.0997314453125,22013.798828125,4.399999976158142,0.0,0.3999999910593033,0.29999999329447746,255.0,128.0,,0.009593413568336406,1.8646069393875542,-4.582445116016604e-05,True,202.0,False,4,4,False,,
