,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_boost_collect,shot_taker_handbrake
10,690,9,False,False,1,2993.821852011711,2441.8798828125,2576.169921875,146.72999572753906,8511.699829101562,15402.7001953125,2948.599853515625,3687.60009765625,923.4999847412109,243.1999969482422,1.0,-0.1756017521823377,2.999898310878451,2.7827553299765366,b05002d674b,FrérotTuEsCringe,12.0,2446.239990234375,2563.8798828125,16.149999618530273,8746.300048828125,17893.00048828125,-711.8000030517578,-939.0000152587891,-830.6999969482422,1583.9999389648438,128.0,162.0,-0.01447963717290573,1.9514438422345792,-0.009697134370012994,False,4,0.0,False,4,False,,76561198068380175,?????,5.0,1480.9300537109375,55.91999816894531,17.049999237060547,8319.000244140625,-3891.199951171875,2.5999999046325684,0.7000000029802322,-0.0,176.10000610351562,255.0,128.0,False,-0.016657082046089473,-2.7207412139800917,-0.00014300868156626715,False,4,0.0,False,4,False,,games5425898691,bf81d8692db,18.0,-1141.780029296875,4919.259765625,17.0,14523.00048828125,12488.699951171875,3.4999999403953552,0.5999999865889549,0.3999999910593033,-1837.2000122070312,255.0,0.0,,-0.009595398320368542,2.485497332235043,-0.00011359148075616816,True,225.0,False,False,False,False,,enpitsu,76561198039309853,31.0,387.7300109863281,1608.969970703125,80.76000213623047,13854.49951171875,13471.8994140625,2400.2999877929688,-3693.0999755859375,4075.2999877929688,-45.39999961853027,255.0,128.0,,-0.4470139149378793,2.4091484584228637,-0.0012922081784692652,True,4,3,15.0,False,False,,
11,728,11,False,False,1,2662.0537060019788,3469.489990234375,4459.06005859375,243.1699981689453,-2661.7999267578125,296.3999938964844,8132.7001953125,-4647.699890136719,3507.0999145507812,-1448.6000061035156,1.0,-0.6942454570126788,-2.7064730263568144,-0.5403979712827714,b05002d674b,FrérotTuEsCringe,12.0,3384.72998046875,4246.10986328125,17.010000228881836,11847.5,10320.400390625,0.0,-0.19999999552965164,-0.09999999776482582,1340.7000732421875,255.0,255.0,-0.009580647821952296,2.425018359196629,0.00036727432759946113,,4,236.1736345291138,True,4,False,,76561198068380175,?????,4.0,3105.669921875,-236.1199951171875,17.049999237060547,13896.300048828125,-1267.699966430664,2.5999999046325684,1.8000000715255737,0.3999999910593033,281.8000030517578,255.0,166.0,,-0.01670672146939003,-3.048306564204089,4.6495272477400236e-05,True,4,,False,4,False,,games5425898691,bf81d8692db,18.0,802.219970703125,5604.81982421875,152.66000366210938,125.0,2835.2999877929688,5572.19970703125,1726.4999389648438,3994.2001342773438,-1372.2999572753906,255.0,128.0,,0.00666623961577349,2.7788314771445703,-3.101330534975085,True,225.0,False,False,False,False,,enpitsu,76561198039309853,31.0,2445.169921875,3471.419921875,17.049999237060547,15830.799560546875,10953.499755859375,2.8999999165534973,3.0000001192092896,2.8999999165534973,257.99999237060547,255.0,128.0,,-0.01673771335478798,2.54066728314384,6.34363066528297e-05,True,4,4,15.0,False,False,,
12,766,12,False,False,1,2293.780055052033,3098.570068359375,4499.60009765625,724.1699829101562,-9815.599975585938,973.0999755859375,-2789.2001342773438,-3355.0,2321.3999938964844,-4399.2999267578125,1.0,0.3612187806754628,-1.4338205992421769,-2.3061028364883143,b05002d674b,FrérotTuEsCringe,12.0,3289.10009765625,4454.64990234375,739.8699951171875,-7095.30029296875,-5353.4002685546875,-288.29999923706055,2664.5001220703125,-3123.3999633789062,-3659.7000122070312,255.0,255.0,0.7030776915879862,0.7974328106631969,-2.839948549254997,True,6,201.0,False,5,False,,76561198068380175,?????,4.0,3569.199951171875,1124.449951171875,17.049999237060547,-8928.099975585938,12593.399658203125,2.8999999165534973,-0.5999999865889549,-3.1999999284744263,13.09999942779541,254.0,128.0,,-0.016647926709655217,0.9524842145303658,0.00013535639329271767,True,4,230.0,False,4,False,,games5425898691,bf81d8692db,18.0,777.3300170898438,5980.97021484375,237.3000030517578,-3198.800048828125,109.20000076293945,-1621.1000061035156,-601.5999984741211,371.5999984741211,267.1999931335449,255.0,128.0,,-0.05278157228358304,0.01367791315946341,-1.4976158211276422,True,225.0,False,False,False,False,,enpitsu,76561198039309853,31.0,2804.179931640625,5072.7099609375,536.6599731445312,-12090.0,3323.9999389648438,5296.099853515625,654.3000030517578,-250.79999923706055,1321.7999267578125,255.0,255.0,True,0.40398793566781155,0.2648396064077696,-1.5683477613831684,True,4,4,15.0,False,False,,
13,827,14,False,False,0,9927.69990115504,-1486.2099609375,-4770.14013671875,345.2099914550781,-22971.201171875,1678.0999755859375,9216.900024414062,2177.2999572753906,5272.19970703125,1860.8000183105469,0.0,-0.19727298438019364,0.96607099074804,-1.4225384626699096,bf81d8692db,games5425898691,18.0,-1298.3900146484375,-4768.77001953125,196.16000366210938,-17254.7998046875,7239.1998291015625,1552.8999328613281,-5179.0997314453125,-1399.9000549316406,514.0999984741211,255.0,44.0,-0.4661772468972592,-2.8932401830262275,0.34724796959407933,True,4,190.40014622032004,True,3,False,,76561198039309853,enpitsu,31.0,-1756.9000244140625,-4517.97021484375,17.049999237060547,2351.0000610351562,5173.800048828125,3.0000001192092896,0.0,0.19999999552965164,-2200.500030517578,255.0,0.0,False,0.01662514105539538,1.1800548563424207,-5.461824173822871e-05,True,4,15.0,False,4,False,,?????,76561198068380175,5.0,-2396.7099609375,-2619.56005859375,17.049999237060547,1423.699951171875,-1098.1999969482422,2.5,3.100000023841858,3.100000023841858,-41.70000076293945,0.0,128.0,,0.01706026320054794,-0.6540615896081062,-4.781504655590457e-06,True,230.0,False,4,4,False,,FrérotTuEsCringe,b05002d674b,12.0,-1687.5699462890625,-3382.719970703125,16.940000534057617,8176.500244140625,4252.300109863281,22.999999523162842,-23.80000114440918,1.0999999940395355,2784.2001342773438,255.0,255.0,False,0.008830161068493911,0.5833278141155877,0.0011133214617284977,True,6,6,201.0,False,False,,
14,902,17,False,False,0,7516.142665572907,-3799.530029296875,-1792.6700439453125,96.0199966430664,7877.19970703125,11488.00048828125,7028.4002685546875,-5811.7999267578125,560.9000015258789,-1381.199951171875,0.0,-0.38124411216972764,0.32644276437467296,2.958654924947626,bf81d8692db,games5425898691,18.0,-3946.02001953125,-1796.8299560546875,43.04999923706055,5873.0999755859375,15314.300537109375,-3659.5999145507812,-438.69998931884766,-168.89999389648438,-3230.2999877929688,255.0,0.0,0.22385326017823828,1.1180934831208167,0.4732988226074096,True,4,157.1589160273152,True,4,False,,76561198039309853,enpitsu,31.0,-430.7799987792969,-4194.27978515625,17.049999237060547,-5548.699951171875,9913.599853515625,2.5999999046325684,-0.29999999329447746,0.5000000074505806,0.7999999821186066,255.0,128.0,False,0.016707131843070135,2.081222635220018,-5.6663453155532293e-05,True,4,15.0,False,4,False,,?????,76561198068380175,5.0,-3827.2900390625,-1625.27001953125,190.19000244140625,-467.7000045776367,760.2999877929688,-145.2999973297119,4688.299865722656,2875.5999755859375,-18.600000143051147,255.0,144.0,,-0.8091750056276955,2.1174371543847315,-3.1404725289168316,True,230.0,False,6,5,False,,FrérotTuEsCringe,b05002d674b,12.0,-2131.840087890625,-518.469970703125,17.010000228881836,3997.3001098632812,17335.400390625,2.199999988079071,0.0,0.0,1465.5999755859375,247.0,255.0,False,0.009585650633284575,1.366626512139299,0.00021445634329342084,True,6,6,152.0,False,False,,
15,960,19,False,False,0,4755.117137312291,-2211.219970703125,570.3900146484375,125.41000366210938,-8444.099731445312,24503.20068359375,3492.3001098632812,1451.199951171875,5813.599853515625,308.99999618530273,0.0,-0.30227112720864224,0.3102255070237223,3.0316273835091145,bf81d8692db,games5425898691,18.0,-2098.639892578125,427.010009765625,17.030000686645508,-4176.400146484375,21688.40087890625,-3.8999998569488525,-0.5999999865889549,3.100000023841858,1436.9000244140625,255.0,255.0,0.00958582773973403,1.788690770454228,0.00021193531006843247,True,4,37.78767306573935,True,4,False,,76561198039309853,enpitsu,31.0,-978.9400024414062,-814.0599975585938,37.880001068115234,465.8000183105469,20593.00048828125,-2453.3999633789062,-2070.2000427246094,58.80000114440918,206.5999984741211,255.0,128.0,False,-0.33798702414380644,1.5072858708658687,-0.0038032913250799064,True,6,22.0,False,6,False,,?????,76561198068380175,4.0,-3285.2099609375,-926.8599853515625,17.049999237060547,7532.5,10254.89990234375,-1.899999976158142,-0.19999999552965164,-0.29999999329447746,468.3000183105469,255.0,156.0,,0.0167367917175322,0.9437664980049371,4.374574685147147e-05,True,211.19284292703037,True,6,6,False,,FrérotTuEsCringe,b05002d674b,12.0,-2595.530029296875,3500.8701171875,77.94999694824219,-3006.4999389648438,21825.0,-1287.5999450683594,-3123.2000732421875,-381.8000030517578,-61.79999828338623,237.0,128.0,False,-0.7473834489440829,1.7109441974288828,-0.026911617382105586,True,8,8,152.0,False,False,,
16,1038,22,False,False,0,1935.0181487584139,-2824.889892578125,4986.1201171875,1217.06005859375,6240.8001708984375,1861.300048828125,4529.89990234375,-4410.400085449219,-1071.2999725341797,3924.2001342773438,0.0,-0.18643619251965304,-0.7234937496208401,0.14478372856466892,bf81d8692db,games5425898691,18.0,-2711.169921875,4770.85009765625,1211.6400146484375,19749.599609375,2666.9000244140625,-86.5999984741211,2547.2999572753906,3664.4000244140625,3214.2999267578125,255.0,128.0,-0.6524554266483946,1.3152223080398662,-3.1359157487414966,True,6,31.0,False,5,False,,76561198039309853,enpitsu,31.0,224.2899932861328,3110.64990234375,17.049999237060547,-1630.5000305175781,2657.6998901367188,2.5999999046325684,0.19999999552965164,0.0,0.0,255.0,128.0,False,0.01660559019418137,2.1210663044423206,1.0287707131865517e-05,True,6,51.0,False,6,False,,?????,76561198068380175,5.0,-3145.800048828125,4802.18994140625,90.70999908447266,7922.9998779296875,18704.49951171875,7442.2998046875,3574.89990234375,4173.800048828125,221.00000381469727,255.0,128.0,,-0.3876748177534426,1.1784242345899938,0.7361543070290588,True,89.0,False,6,6,False,,FrérotTuEsCringe,b05002d674b,12.0,-1621.3299560546875,5102.97998046875,860.7999877929688,3882.7999877929688,-1.5000000596046448,3287.60009765625,-0.7000000029802322,918.7000274658203,-0.5999999865889549,255.0,52.0,False,-0.7859003726349094,0.013419514171209325,1.5611758089506942,True,8,8,152.0,False,False,,
17,1062,23,False,False,1,10239.395451262386,2324.080078125,-4999.31982421875,1400.6400146484375,3486.199951171875,8841.300048828125,7888.2000732421875,-1676.9999694824219,2322.2999572753906,5272.0001220703125,1.0,-0.5082217118986091,1.5045927272024027,0.033470765577379095,76561198068380175,?????,5.0,2231.280029296875,-5102.93994140625,1208.010009765625,-3261.199951171875,2.5,14193.399658203125,-0.0,3203.2000732421875,-0.09999999776482582,255.0,255.0,1.244173898337746,-3.0893989031487283,-1.52130862094801,True,6,89.0,False,6,False,,b05002d674b,FrérotTuEsCringe,12.0,1022.1799926757812,-5102.97998046875,886.1199951171875,-4733.0999755859375,2.0000000298023224,-7464.0997314453125,-0.0,-3193.2998657226562,-0.09999999776482582,255.0,0.0,False,-1.2039942457403425,-0.026629540443706492,1.5956629033365677,True,8,152.0,False,8,False,,games5425898691,bf81d8692db,17.0,871.3200073242188,-5031.9599609375,1110.469970703125,-20103.399658203125,-2935.5999755859375,-3418.2998657226562,-866.1000061035156,-1762.5,-2536.6000366210938,255.0,128.0,,0.22003468285096192,-0.06597635235968484,1.4443421226599955,True,31.0,False,6,6,False,,enpitsu,76561198039309853,30.0,275.2799987792969,-3459.590087890625,17.049999237060547,9737.899780273438,1289.4999694824219,3.100000023841858,-5.400000214576721,-0.9000000357627869,2085.2000427246094,255.0,128.0,False,-0.0166781461414474,2.9550278236237824,-5.9801846870143956e-05,True,6,6,51.0,False,False,,True
18,1159,26,False,False,1,7594.251443821856,3486.10009765625,-1998.9100341796875,152.75,2078.3999633789062,30431.10107421875,-363.69998931884766,4072.7999877929688,1530.5999755859375,4131.499938964844,1.0,-0.05400452828530528,-0.9048095200156041,0.6722101037319971,76561198068380175,?????,5.0,3484.739990234375,-2121.97998046875,88.62000274658203,3362.7999877929688,21400.400390625,950.6999969482422,-5432.0001220703125,-840.2999877929688,190.59999465942383,255.0,190.0,-0.6925043108217516,1.888969258363094,-0.2979271638823708,True,8,221.0,False,7,False,,b05002d674b,FrérotTuEsCringe,12.0,3582.2900390625,-1919.780029296875,613.22998046875,11054.000244140625,16702.900390625,-2458.6000061035156,324.1999816894531,-14.500000476837158,1121.9999694824219,128.0,169.0,False,-0.6824801952369752,1.9277034469627112,-0.6348769363790463,True,10,0.0,False,12,4,,games5425898691,bf81d8692db,17.0,-2956.780029296875,-2910.56005859375,17.0,10849.599609375,17253.599853515625,0.9000000357627869,-0.5000000074505806,-0.7999999821186066,-47.39999771118164,255.0,128.0,,-0.009603297115376889,2.138139061370804,9.30375608623382e-05,True,186.08808609747115,True,6,6,False,,enpitsu,76561198039309853,28.0,3330.800048828125,-1387.050048828125,17.049999237060547,4273.0999755859375,8657.5,3.3000001311302185,-0.09999999776482582,-0.0,2431.1000061035156,255.0,128.0,False,-0.016688956282841463,1.986675701422806,1.111391361932044e-05,True,6,6,113.0,False,False,,False
19,1267,30,False,False,1,1316.329274073277,2204.590087890625,4997.47021484375,641.6099853515625,-21290.80078125,-6735.30029296875,-6023.599853515625,-5532.60009765625,2303.3999633789062,289.89999771118164,1.0,0.533373908975331,1.8845591204194538,-3.006845881983044,76561198068380175,?????,5.0,2391.3701171875,5104.39990234375,685.8300170898438,-16235.50048828125,-90.69999694824219,-10912.80029296875,-906.6999816894531,266.00000381469727,-88.90000343322754,255.0,255.0,-0.6057833229582957,-0.004326432636481021,-1.5463628229211213,True,8,89.16812045856187,True,8,False,,b05002d674b,FrérotTuEsCringe,12.0,-857.530029296875,1661.4100341796875,17.010000228881836,-9415.10009765625,15605.999755859375,2.3000000417232513,-0.09999999776482582,0.19999999552965164,-1936.9999694824219,255.0,0.0,,-0.009581334096668732,1.0940027116505984,-4.2709128744773584e-05,True,12,31.0,False,14,4,,games5425898691,bf81d8692db,18.0,-609.260009765625,4748.759765625,17.020000457763672,6824.6002197265625,11232.39990234375,1.0999999940395355,0.29999999329447746,-0.09999999776482582,-2231.1000061035156,255.0,0.0,,-0.00961145716249626,2.1805382383074003,-3.319900032722714e-05,True,140.0,False,8,8,False,,enpitsu,76561198039309853,28.0,2528.300048828125,5106.0498046875,922.9500122070312,-20740.10009765625,148.1999969482422,-3069.2999267578125,-343.80001068115234,-1920.7000732421875,892.9000091552734,255.0,255.0,,-0.1920622534346825,0.007869667379959226,-1.5768224166311768,True,8,8,171.00452472061244,True,False,,
20,1330,33,False,False,0,9416.954850833108,1676.6700439453125,-3918.719970703125,235.0500030517578,18552.5,8843.699951171875,-4555.10009765625,-427.00000762939453,5280.9002685546875,2815.8999633789062,0.0,0.20303028976932974,2.411163558132843,-2.871194164261792,76561198039309853,enpitsu,28.0,1542.97998046875,-4064.43994140625,207.1199951171875,20115.400390625,5218.599853515625,-966.2000274658203,618.8000106811523,3899.5999145507812,27.59999990463257,128.0,128.0,-0.9687322720438577,-0.1674523540074638,-0.24559171721325943,True,10,0.0,False,10,False,,bf81d8692db,games5425898691,18.0,698.030029296875,-3469.169921875,17.020000457763672,18477.19970703125,-4157.39990234375,-2.0999999344348907,-0.9000000357627869,0.09999999776482582,-367.59998321533203,255.0,88.0,,0.009612128004121485,-0.2474726349360162,0.00022342059219156803,True,8,38.959303253440446,True,8,False,,?????,76561198068380175,5.0,-1245.7099609375,-3389.72998046875,17.049999237060547,11767.80029296875,6552.80029296875,2.7000001072883606,1.1999999731779099,0.19999999552965164,-376.50001525878906,255.0,124.0,,0.01678338862700274,0.49280465082267055,4.352163395326401e-05,True,115.0,False,8,8,False,,FrérotTuEsCringe,b05002d674b,13.0,674.1099853515625,-1619.1199951171875,34.97999954223633,13413.199462890625,6275.9002685546875,3200.8999633789062,-0.3999999910593033,0.0,-2105.7000732421875,255.0,0.0,False,0.009612115007985202,0.34400387990846015,-7.692004129859809e-05,False,16,12,0.0,False,4,,
21,1395,35,False,False,0,9044.467887475223,3906.639892578125,-2524.010009765625,659.8699951171875,-11507.099609375,20909.09912109375,5746.400146484375,-561.8000030517578,1459.6000671386719,5792.5,0.0,-0.9239810887513003,2.3879381613845827,-1.0252400447008905,bf81d8692db,games5425898691,18.0,4001.260009765625,-2658.820068359375,599.1699829101562,-2987.9000854492188,22409.19921875,3877.5,-256.5999984741211,-318.700008392334,-5484.69970703125,255.0,128.0,0.07462100339139592,0.8679659586948166,-1.5956585300831532,True,10,214.0,False,9,False,,76561198039309853,enpitsu,28.0,3131.050048828125,-4285.35986328125,17.010000228881836,-5605.10009765625,7575.0,15.90000033378601,-14.299999475479126,-18.799999952316284,1710.0999450683594,255.0,128.0,False,0.015455055159044882,2.1887177795989503,0.0008084574760421449,True,10,0.0,False,10,False,,?????,76561198068380175,4.0,2185.6201171875,-1159.8599853515625,17.049999237060547,131.19999885559082,16736.500244140625,3.0000001192092896,0.0,-0.09999999776482582,2035.0,255.0,255.0,,0.016769137147374675,1.6313598046525186,1.938372813836778e-05,True,176.0,False,10,10,False,,FrérotTuEsCringe,b05002d674b,12.0,4076.739990234375,1040.6400146484375,235.6999969482422,96.99999809265137,16444.599609375,650.1999664306641,-1505.0999450683594,-382.99999237060547,257.99999237060547,255.0,255.0,False,-0.04170044870830349,1.5573013409262655,-1.486192808374222,True,16,14,255.0,False,4,,
22,1457,37,False,False,1,7536.641333853147,-1420.6400146484375,-2031.760009765625,299.29998779296875,-5107.699890136719,-15246.8994140625,-2041.4999389648438,124.70000267028809,-3919.5001220703125,4541.000061035156,1.0,1.157229814462335,-3.056097395775516,-0.694281136933127,76561198068380175,?????,4.0,-1301.219970703125,-1965.5400390625,188.60000610351562,1602.1000671386719,-15004.3994140625,1487.2999572753906,-3863.0999755859375,719.8000335693359,-376.1000061035156,255.0,128.0,1.231080513607511,-1.1096969610921081,0.2248435071256726,True,12,197.0,False,10,False,,b05002d674b,FrérotTuEsCringe,12.0,-1645.1400146484375,-2773.239990234375,17.0,13035.799560546875,10244.599609375,1.0000000149011612,-2.800000011920929,-2.3000000417232513,959.0000152587891,255.0,122.0,False,-0.009593690877690155,2.415045308353937,-0.00011023567226344889,True,14,236.193926706109,True,16,4,,games5425898691,bf81d8692db,18.0,-3362.35009765625,-2036.0999755859375,16.469999313354492,7998.499755859375,-16759.3994140625,100.29999732971191,-28.299999237060547,101.40000343322754,419.1999816894531,255.0,128.0,,-0.008428358922736055,-2.0608400540428464,0.006550849473742929,True,190.0,False,10,10,False,,enpitsu,76561198039309853,28.0,-1468.75,2030.5699462890625,17.059999465942383,10891.199951171875,-8955.800170898438,1.2999999523162842,0.5999999865889549,-0.19999999552965164,6.9999998807907104,255.0,128.0,False,-0.016762647512725545,-2.4543258904251974,-5.633329726471947e-05,True,10,10,31.0,False,False,,
23,1486,38,True,True,0,3266.691793325307,1896.8199462890625,3445.469970703125,174.4600067138672,-16992.099609375,23117.60009765625,-1344.7000122070312,-1847.7999877929688,147.29999542236328,-5706.400146484375,0.0,0.15416404473498063,-2.6191436244119624,0.04615523977297755,bf81d8692db,games5425898691,18.0,1980.699951171875,3325.449951171875,171.8300018310547,-17787.2998046875,4286.7999267578125,2748.2998657226562,4399.700012207031,-2478.9999389648438,-2178.6000061035156,255.0,255.0,-0.3305075011859438,2.4596454976874433,-0.5834466345174038,True,12,190.0,False,11,False,,76561198039309853,enpitsu,28.0,818.77001953125,-890.3099975585938,17.059999465942383,2124.7000122070312,13746.800537109375,1.2999999523162842,-0.19999999552965164,-1.1999999731779099,-91.70000076293945,255.0,128.0,False,0.01673816237514836,1.4064781964045747,0.00013745919502095431,True,10,31.0,False,10,False,,?????,76561198068380175,4.0,-418.9200134277344,2240.429931640625,451.9599914550781,-22267.900390625,-2675.1998901367188,1450.0999450683594,1025.4000091552734,-2707.60009765625,2099.499969482422,240.0,128.0,,-0.6802097556812555,2.8718810414865206,-2.1686740235265147,True,197.0,False,12,10,False,,FrérotTuEsCringe,b05002d674b,12.0,705.2899780273438,2348.969970703125,17.010000228881836,-8777.39990234375,4519.2999267578125,2.3999999463558197,-0.9000000357627869,0.19999999552965164,-1830.8000183105469,255.0,28.0,False,0.009526448955018396,2.6357610677222083,-7.168945603500115e-05,True,18,14,208.0,False,4,,
24,1765,39,False,False,1,5212.811538806212,-5.769999980926514,5.78000020980835,95.18000030517578,-16328.199462890625,10728.599853515625,4323.599853515625,2663.2000732421875,392.59998321533203,5362.1002197265625,1.0,0.005099346013423284,-0.11467446574258638,-0.0572177518063339,b05002d674b,FrérotTuEsCringe,12.0,139.5800018310547,-175.66000366210938,16.8799991607666,-1156.1000061035156,22970.90087890625,31.80000066757202,7.900000214576721,-47.199997901916504,1681.6999816894531,255.0,251.0,-0.009873755730127365,1.4743836987084376,0.0027449444841471183,False,4,9.062684177070539,True,4,False,,76561198068380175,?????,4.0,-0.0,-5298.35009765625,17.049999237060547,-0.0,-6501.300048828125,2.5,4.000000059604645,-0.0,0.0,239.0,,,-0.016517946562677216,1.5708046551577677,-6.823411084657612e-08,True,False,116.0,False,False,False,,games5425898691,bf81d8692db,17.0,-17.889999389648438,475.7200012207031,63.16999816894531,-112.39999771118164,-22829.7998046875,2681.400146484375,4579.800109863281,-22.000000476837158,-0.09999999776482582,128.0,128.0,,-0.11004917229823097,-1.5658535529927993,-5.830518735245123e-05,True,31.0,False,4,3,False,,enpitsu,76561198039309853,28.0,-0.0,2636.300048828125,17.049999237060547,-0.0,-12751.700439453125,2.7000001072883606,-0.29999999329447746,-0.0,0.0,255.0,,,-0.016762036046015585,-1.570833157023626,2.4812540072736607e-07,True,2,2,116.0,False,False,,
25,1871,43,False,False,0,9469.019256994745,3936.449951171875,-3003.080078125,493.4100036621094,-10521.8994140625,6369.6002197265625,11874.3994140625,5356.199951171875,499.70001220703125,2657.2000122070312,0.0,-1.433048740798951,-1.2053980343001407,-1.6120205498331286,76561198039309853,enpitsu,28.0,4000.389892578125,-3028.860107421875,349.010009765625,-3105.7998657226562,22698.701171875,2029.7000122070312,417.5,914.0000152587891,-5407.39990234375,255.0,0.0,-0.181874794569422,0.9336977503814008,-1.4935074061406224,True,4,237.0,False,3,False,,bf81d8692db,games5425898691,17.0,-4052.739990234375,2874.18994140625,150.75999450683594,3146.099853515625,-19542.7001953125,-6485.2001953125,1636.6000366210938,-3113.9999389648438,517.7000045776367,255.0,255.0,,0.38714669513217764,-1.3861103356205156,-1.1142483117053406,True,4,227.0,False,4,False,,?????,76561198068380175,4.0,3637.56005859375,1809.280029296875,17.049999237060547,1456.4999389648438,-17658.1005859375,2.7000001072883606,-0.09999999776482582,0.19999999552965164,-950.9999847412109,255.0,44.0,,0.016783455052763817,-1.5037246516858367,-0.00013161881679031376,True,255.0,False,False,False,False,,FrérotTuEsCringe,b05002d674b,12.0,-3669.159912109375,129.25999450683594,23.1200008392334,-6815.30029296875,20943.30078125,-2841.7001342773438,-2233.0999755859375,-1507.8999328613281,660.8000183105469,255.0,0.0,,-0.04336033668620488,1.593628945304191,0.08515129492479012,,6,6,255.0,False,False,,
26,1969,46,False,True,1,4441.958451290535,-405.010009765625,892.8400268554688,535.9500122070312,77.69999980926514,19678.599853515625,901.9999694824219,-3354.1000366210938,-1003.8999938964844,4468.0999755859375,1.0,-0.5031322313138772,0.391088495205391,-0.3811446515741714,76561198068380175,?????,5.0,-378.05999755859375,751.5900268554688,407.92999267578125,8402.7001953125,13759.89990234375,2733.0999755859375,-1415.5000305175781,-106.30000114440918,-832.6999664306641,222.0,128.0,0.9081722792129517,0.6446128226573917,-1.0894294794861978,True,4,165.0,False,False,False,,b05002d674b,FrérotTuEsCringe,12.0,75.01000213623047,411.6600036621094,17.010000228881836,-350.40000915527344,6823.900146484375,2.3000000417232513,0.19999999552965164,0.5000000074505806,-2011.4999389648438,255.0,31.0,,-0.009546140647345916,1.5279242839078224,2.1514262036222962e-05,True,6,230.0,False,6,False,,games5425898691,bf81d8692db,18.0,1119.6099853515625,2170.659912109375,17.0,-5285.9002685546875,17248.199462890625,3.799999952316284,2.0000000298023224,1.5000000596046448,4.600000083446503,255.0,128.0,,-0.009729682657434393,1.272730158380958,-5.8967734445135554e-05,True,191.0,False,6,6,False,,enpitsu,76561198039309853,28.0,-1309.81005859375,-515.4000244140625,17.049999237060547,10190.2001953125,20618.20068359375,2.5,0.09999999776482582,0.29999999329447746,4.000000059604645,255.0,128.0,False,-0.01678224540594676,2.0293818090573925,-3.0944406376907765e-05,True,4,4,159.0,False,False,,False
