,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,172,0.0,False,True,0,5124.846312750866,4.340000152587891,94.86000061035156,104.80000305175781,1851.4999389648438,31340.2001953125,4101.9000244140625,522.599983215332,8.00000011920929,13.200000524520874,0.0,0.000260524209052535,0.0004392671873928531,0.017441655407612205,b261a921e9b,ジョセフ2245,6.0,-19.610000610351562,-206.83999633789062,49.0,-4.000000059604645,22878.5009765625,2306.199951171875,-2368.2000732421875,-966.5000152587891,172.19999313354492,128.0,136.0,False,0.04203696055696336,1.5774435156603184,-0.03153086573445943,True,6,5,False,31.0,False,,8365602617776453256,Exp_andrea,13.0,0.0,-1591.760009765625,17.010000228881836,0.3999999910593033,16497.19970703125,2.3000000417232513,0.5000000074505806,0.0,0.0,194.0,,,0.009635962584901046,1.570743134230836,-2.562760688853401e-07,True,4,4,False,67.0,False,,enpitsu,76561198039309853,26,1.2599999904632568,547.469970703125,100.18000030517578,-4208.299865722656,-22456.4990234375,2633.3999633789062,3685.5999755859375,-1107.2000122070312,-1290.0999450683594,255.0,0.0,,0.28586168499185394,-1.5401849902988207,0.0027945208251178638,True,1,31.0,False,2,False,,games5425898691,bf81d8692db,24.0,-2545.389892578125,3780.429931640625,17.010000228881836,-18833.1005859375,9601.099853515625,2.3000000417232513,-1.0000000149011612,0.3999999910593033,-1829.7000122070312,255.0,0.0,,0.009578034627369983,2.614143371969188,-0.00014423796574815814,True,0.0,False,False,False,False,
1,174,0.0,False,False,1,5433.784867771989,-24.09000015258789,-215.32000732421875,146.69000244140625,-7290.5999755859375,18017.900390625,11884.300537109375,4762.5,-372.00000762939453,3630.4000854492188,1.0,-0.019403829627163457,-0.10783572477335147,-0.09716866713079446,76561198039309853,enpitsu,26.0,34.459999084472656,-373.0299987792969,117.26000213623047,4382.0001220703125,16406.500244140625,1204.3000030517578,-4732.200012207031,-298.6000061035156,2786.9000244140625,255.0,0.0,,-0.8033190095012711,1.4125424018465167,0.27136772424841826,True,2,1,False,31.0,False,,bf81d8692db,games5425898691,24.0,2708.56005859375,-3881.97998046875,17.010000228881836,16824.89990234375,-12314.69970703125,2.3000000417232513,0.5999999865889549,-0.3999999910593033,-1951.9000244140625,255.0,0.0,,-0.009592753051390696,-2.439275758992836,-8.420415503286492e-05,True,False,False,False,0.0,False,,ジョセフ2245,b261a921e9b,6,19.280000686645508,37.52000045776367,63.58000183105469,-53.20000171661377,-19689.100341796875,1443.3999633789062,5348.499755859375,-793.6000061035156,-1006.5000152587891,128.0,49.0,False,-0.5010976899845381,-1.3846159724679061,-0.04401367385854459,True,5,31.0,False,6,False,,Exp_andrea,8365602617776453256,13.0,-0.0,1440.510009765625,17.010000228881836,-0.3999999910593033,-16497.19970703125,2.0999999344348907,-0.5000000074505806,-0.0,0.0,194.0,,,-0.009635962584901046,-1.570743134230836,-2.562760688853401e-07,True,67.0,False,4,False,4,
2,175,0.0,False,False,0,5076.013489176629,55.220001220703125,153.91000366210938,197.4199981689453,17032.2998046875,4777.5,18120.699462890625,5470.8001708984375,208.50000381469727,-2454.7000122070312,0.0,0.03380936107577191,0.15969768749432922,-0.09639505474623616,b261a921e9b,ジョセフ2245,6.0,-19.280000686645508,-37.52000045776367,63.58000183105469,53.20000171661377,19689.100341796875,1443.3999633789062,-5348.499755859375,793.6000061035156,-1006.5000152587891,128.0,49.0,False,0.5010976899845381,1.3846159724679061,-0.04401367385854459,True,6,5,False,31.0,False,,8365602617776453256,Exp_andrea,13.0,0.0,-1440.510009765625,17.010000228881836,0.3999999910593033,16497.19970703125,2.0999999344348907,0.5000000074505806,0.0,0.0,194.0,,,0.009635962584901046,1.570743134230836,-2.562760688853401e-07,True,4,4,False,67.0,False,,enpitsu,76561198039309853,26,-34.459999084472656,373.0299987792969,117.26000213623047,-4382.0001220703125,-16406.500244140625,1204.3000030517578,4732.200012207031,298.6000061035156,2786.9000244140625,255.0,0.0,,0.8033190095012711,-1.4125424018465167,0.27136772424841826,True,1,31.0,False,2,False,,games5425898691,bf81d8692db,24.0,-2708.56005859375,3881.97998046875,17.010000228881836,-16824.89990234375,12314.69970703125,2.3000000417232513,-0.5999999865889549,0.3999999910593033,-1951.9000244140625,255.0,0.0,,0.009592753051390696,2.439275758992836,-8.420415503286492e-05,True,0.0,False,False,False,False,
3,309,4.0,False,True,0,4414.870929116569,2231.47998046875,2023.9200439453125,144.27999877929688,-14229.3994140625,19679.69970703125,4037.7999877929688,437.2999954223633,-3214.8001098632812,5047.099914550781,0.0,0.06411806715924982,-1.9238970803873352,-2.7699653583424206,8365602617776453256,Exp_andrea,14.0,2364.080078125,1799.3299560546875,78.55000305175781,-1427.8999328613281,18494.7998046875,2234.199981689453,-1602.2000122070312,5225.9002685546875,-610.2000045776367,255.0,0.0,,0.06491580068531973,1.8144902635668259,0.5884253862241973,True,6,5,False,174.90431845829056,True,,b261a921e9b,ジョセフ2245,6.0,3103.330078125,-4286.0,17.010000228881836,-3705.0,-13843.699951171875,0.9000000357627869,-0.09999999776482582,0.0,-3310.0,255.0,0.0,False,0.009581659916070736,-2.4276810779513855,-4.832943128033089e-05,True,10,10,False,239.34230557052038,True,,enpitsu,76561198039309853,27,-3824.659912109375,2410.7099609375,17.100000381469727,4821.000061035156,22488.60107421875,-130.6999969482422,-188.50000381469727,-666.1000061035156,39.000000953674316,255.0,128.0,,0.02425490206474348,1.3567689621916452,0.02112252690936407,True,2,162.0,False,2,False,,games5425898691,bf81d8692db,24.0,-694.0700073242188,5263.14013671875,17.010000228881836,-424.7999954223633,-23.69999885559082,3.8999998569488525,-0.5999999865889549,5.299999713897705,4.699999988079071,0.0,128.0,,0.009459425901083835,0.0493304557500467,2.290450075211988e-05,True,255.0,False,False,False,False,
4,348,6.0,False,False,1,9884.262885356968,-319.3500061035156,-4669.259765625,123.16000366210938,-15505.699462890625,21053.701171875,10765.799560546875,3954.8001098632812,4402.799987792969,986.8000030517578,1.0,0.562793690129462,0.07502293883506249,-2.147582219615469,bf81d8692db,games5425898691,24.0,-182.41000366210938,-4853.240234375,65.18000030517578,-15207.60009765625,12064.300537109375,3088.800048828125,-2969.89990234375,-3497.3001098632812,-1203.7000274658203,255.0,153.0,,-0.10891020501244532,0.90313851969513,-0.012430091860379248,True,4,3,False,198.0,False,,76561198039309853,enpitsu,27.0,2119.080078125,-4890.22998046875,17.049999237060547,-20741.39892578125,-5729.5001220703125,2.5,-3.0000001192092896,-0.5999999865889549,-943.6000061035156,255.0,0.0,,-0.016775453083384267,-0.2034582086582493,0.00018863383376634287,True,2,2,False,162.0,False,,ジョセフ2245,b261a921e9b,6,-1633.3399658203125,3241.419921875,95.62999725341797,11564.7998046875,-13447.900390625,-803.7000274658203,3767.9000854492188,1321.9000244140625,-825.1999664306641,128.0,128.0,False,0.9850098584189796,-2.6132435295565837,-0.7095796233514803,True,12,196.0,False,12,False,,Exp_andrea,8365602617776453256,14.0,-2487.389892578125,-4586.66015625,17.010000228881836,-13446.700439453125,-6819.4000244140625,3.100000023841858,-0.7000000029802322,-0.09999999776482582,-3362.3001098632812,255.0,0.0,False,-0.00959455993676655,-0.1775356266614304,-2.8899138365151356e-05,True,140.0,False,6,False,6,
5,490,11.0,False,False,0,8893.07943876177,2119.830078125,-3226.10009765625,130.7899932861328,-2608.0999755859375,5611.199951171875,3666.099853515625,4729.700012207031,-3142.2000122070312,1937.8999328613281,0.0,0.8344753417311507,0.026073942363059096,1.5269884076226226,b261a921e9b,ジョセフ2245,6.0,2071.830078125,-3366.0,17.010000228881836,1776.199951171875,1728.0000305175781,1.899999976158142,-0.19999999552965164,0.0,1467.5999450683594,255.0,255.0,False,0.009491187367785104,0.6162461597295135,0.00011633759516957493,True,12,12,False,159.0,False,,8365602617776453256,Exp_andrea,13.0,-586.3499755859375,-2057.070068359375,17.020000457763672,-16222.099609375,-10362.19970703125,0.7999999821186066,-1.0999999940395355,-0.5999999865889549,566.8999862670898,227.0,201.0,False,0.009604117965345098,-2.5700754276152002,9.461146477741642e-05,True,8,8,False,233.0,False,,enpitsu,76561198039309853,27,2216.39990234375,-1127.6300048828125,17.049999237060547,-1768.8999938964844,-18942.60009765625,2.5999999046325684,0.0,0.0,-0.09999999776482582,128.0,128.0,,0.016796103361045266,-1.663931935766982,1.1603766700608855e-05,True,2,112.0,False,2,False,,games5425898691,bf81d8692db,24.0,-162.82000732421875,4047.159912109375,17.010000228881836,-3334.8001098632812,-10911.8994140625,2.3999999463558197,0.29999999329447746,0.3999999910593033,2334.1000366210938,255.0,255.0,,0.009539611970005349,-1.813650648667007,7.335382392363994e-05,True,228.0,False,4,False,4,
6,512,12.0,False,False,0,8397.008399958735,1902.8199462890625,-2776.840087890625,220.3000030517578,-10945.50048828125,10870.10009765625,4584.599914550781,3181.300048828125,33.80000114440918,-1491.3999938964844,0.0,0.31950516645382276,-1.7725672979591345,-0.21395311043287354,b261a921e9b,ジョセフ2245,6.0,2075.030029296875,-2944.47998046875,89.52999877929688,-9542.60009765625,7157.1002197265625,3532.39990234375,2153.800048828125,-4852.200012207031,1437.5999450683594,128.0,249.0,False,0.05330813382254535,2.2596408272195285,-0.38077405971126466,True,14,13,False,131.01314408292055,True,,8365602617776453256,Exp_andrea,13.0,-1217.2099609375,-3109.64990234375,17.020000457763672,5437.7001953125,-11833.1005859375,0.5999999865889549,0.0,0.0,1149.1000366210938,231.0,128.0,False,0.009573907460637243,-0.9471970175531065,-0.0002328011937861349,True,8,8,False,233.0,False,,enpitsu,76561198039309853,26,1939.31005859375,-2332.800048828125,77.95999908447266,-5736.500244140625,-9728.699951171875,4111.600036621094,-10.399999618530273,-12.599999904632568,800.8000183105469,128.0,255.0,,0.016927117481566997,-2.090141354458914,0.0013447193253408123,True,3,87.72815476950778,True,4,False,,games5425898691,bf81d8692db,24.0,28.84000015258789,3120.830078125,17.010000228881836,5514.000244140625,-12131.8994140625,2.0999999344348907,-0.19999999552965164,0.3999999910593033,-907.5,255.0,52.0,,0.009572002673604835,-1.1461942103474239,-0.00016108795201506763,True,228.0,False,4,False,4,
7,562,14.0,True,False,0,6088.064251710604,7.360000133514404,-880.6699829101562,149.99000549316406,-1647.1000671386719,20666.99951171875,5188.699951171875,2020.8000183105469,-4469.700012207031,-3455.0,0.0,-0.4364236105879771,-2.2242327071149752,0.8680221864739247,b261a921e9b,ジョセフ2245,6.0,-38.84000015258789,-1062.8399658203125,72.51000213623047,-7092.9998779296875,19622.19970703125,3326.400146484375,-3486.300048828125,4130.5999755859375,-1016.3999938964844,128.0,0.0,,0.03498832195047201,2.13271258969827,0.2586596904004855,True,16,15,False,99.73911401276948,True,,8365602617776453256,Exp_andrea,13.0,-128.88999938964844,-2679.7900390625,17.020000457763672,-7060.10009765625,5809.6002197265625,1.0999999940395355,0.29999999329447746,-0.29999999329447746,-1409.2999267578125,211.0,0.0,,0.009530372605275181,2.5007815663755126,-0.0005194549075717381,True,8,8,False,255.0,False,,enpitsu,76561198039309853,27,2233.8701171875,-4722.740234375,17.059999465942383,11011.700439453125,-7352.60009765625,2.3999999463558197,0.0,-0.19999999552965164,2877.7999877929688,255.0,255.0,False,0.01675905666092193,-0.4496812457845053,7.972587822719737e-05,True,4,115.0,False,4,False,,games5425898691,bf81d8692db,24.0,-136.83999633789062,4.519999980926514,87.38999938964844,-1607.7999877929688,-22843.9990234375,2136.4999389648438,-916.8000030517578,113.99999618530273,610.099983215332,255.0,128.0,,-0.15843737333450364,-1.5893461963268107,-0.005722021237336009,True,192.34523869586246,True,6,False,4,
8,908,17.0,False,True,0,5172.04964121181,0.4399999976158142,46.22999954223633,94.2699966430664,-954.4000244140625,28653.5009765625,1316.1000061035156,266.1000061035156,50.900001525878906,-3880.7998657226562,0.0,0.0009900739729566386,-0.0646661419452577,0.004410220200683091,8365602617776453256,Exp_andrea,13.0,6.019999980926514,-155.97999572753906,62.15999984741211,753.7999725341797,21503.20068359375,2707.9000854492188,-1626.9999694824219,-1681.9000244140625,2662.0999145507812,128.0,251.0,,-0.02072014167498168,1.4585804504834792,0.3247158831862875,True,6,5,False,0.0,False,,b261a921e9b,ジョセフ2245,6.0,-3.3399999141693115,-2854.1201171875,17.010000228881836,-78.69999885559082,13835.2001953125,2.0999999344348907,0.5999999865889549,0.0,0.09999999776482582,255.0,128.0,False,0.009628358863839873,1.5765175730961352,4.6551465935576065e-06,False,4,4,False,123.0,False,,enpitsu,76561198039309853,26,0.0,2939.969970703125,17.049999237060547,0.0,-8540.499877929688,2.5999999046325684,0.7000000029802322,0.0,0.0,255.0,,,0.0168001248998474,-1.5707753722368367,-7.453004946821506e-06,True,False,146.0,False,False,False,,games5425898691,bf81d8692db,24.0,143.97999572753906,572.1099853515625,57.72999954223633,-5626.6998291015625,-22116.298828125,2756.400146484375,4097.900085449219,-2071.3999938964844,570.9000015258789,128.0,89.0,,0.08975318865545719,-1.6274361970161215,0.039418719056352663,True,0.0,False,4,False,3,
9,910,17.0,False,False,1,5418.672600686797,40.97999954223633,-210.7899932861328,119.83999633789062,24402.60009765625,10710.999755859375,8148.3001708984375,4003.2000732421875,-210.40000915527344,-4464.200134277344,1.0,0.0728233335857901,0.5577454346299529,-0.2653195260049823,bf81d8692db,games5425898691,24.0,-87.69999694824219,-350.95001220703125,81.79000091552734,5626.6998291015625,22116.298828125,2106.0000610351562,-5035.10009765625,2211.4999389648438,77.69999980926514,128.0,77.0,,-0.7429072920485136,1.455556015978154,0.38351696740679025,True,4,3,False,0.0,False,,76561198039309853,enpitsu,26.0,-0.0,-2884.35009765625,17.049999237060547,-0.0,8190.10009765625,2.5999999046325684,-0.7000000029802322,-0.0,0.0,255.0,0.0,,-0.0168001248998474,1.5707753722368367,-7.453004946821506e-06,True,False,False,False,146.0,False,,ジョセフ2245,b261a921e9b,6,4.039999961853027,2738.169921875,17.010000228881836,79.6999979019165,-13976.700439453125,2.0999999344348907,-0.5999999865889549,-0.0,0.0,255.0,128.0,False,-0.009628358863839873,-1.5765175730961352,4.6551465935576065e-06,False,4,123.0,False,4,False,,Exp_andrea,8365602617776453256,13.0,-11.479999542236328,1.3899999856948853,81.87000274658203,-677.5,-18718.1005859375,2124.1000366210938,1972.2999572753906,5077.799987792969,758.0999755859375,128.0,253.0,,-0.09475534470796709,-1.7021538686905986,-0.1488676586534177,True,0.0,False,6,False,5,
