,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect
0,171,0,False,False,1,5175.997629793789,30.719999313354492,36.84000015258789,165.8699951171875,-7639.000244140625,-18895.999755859375,14547.099609375,-5855.5999755859375,-247.99999237060547,-1284.6000671386719,1.0,0.37239897415018935,-0.6664494070219333,0.4188401234820513,76561198274647789,Niutplays,7.0,61.939998626708984,-75.16000366210938,97.12999725341797,15898.299560546875,6642.19970703125,349.50000762939453,-2274.9000549316406,4974.700012207031,-571.1999893188477,255.0,0.0,,-0.7149049602789336,2.025128804306988,1.083557092917063,True,3,False,0.0,False,4,,76561198169268436,Spyder7000,10.0,-3003.610107421875,-4079.330078125,16.989999771118164,-12044.89990234375,-14144.89990234375,17.40000009536743,-1.0000000149011612,-5.899999737739563,2926.0000610351562,230.0,255.0,False,-0.01659592063702877,-1.0325748658200067,-0.00037466689766230626,True,4,False,4,255.0,False,,enpitsu,76561198039309853,25,11.020000457763672,3499.719970703125,17.049999237060547,-1702.7999877929688,-10431.700439453125,2.5999999046325684,0.5000000074505806,0.29999999329447746,-0.09999999776482582,255.0,128.0,False,-0.016659052442918657,-1.4089536012107613,3.4447575371005144e-05,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,61.59000015258789,151.1199951171875,82.75,-3002.2000122070312,-12645.50048828125,525.0,1776.6999816894531,-961.6999816894531,1247.699966430664,128.0,128.0,,-1.178214853963614,-1.4168275082280708,0.013928850122799591,True,0.0,False,3,False,4,
1,246,2,False,False,1,10444.278714338398,-1977.6500244140625,-4901.169921875,1608.699951171875,-4295.799865722656,15064.69970703125,14.800000190734863,-5262.2998046875,-201.8000030517578,2875.2999877929688,1.0,-1.0567246673070811,-0.1848744524951767,-1.8120153373028909,76561198169268436,Spyder7000,10.0,-1976.5799560546875,-5059.080078125,1537.5400390625,1980.2999877929688,6479.1998291015625,9972.899780273438,164.59999084472656,-8.700000047683716,-29.500000476837158,254.0,128.0,False,1.3894032477988634,-3.017200808796566,-1.4484290843102556,True,4,3,200.0,False,6,,76561198274647789,Niutplays,8.0,3643.72998046875,-653.6099853515625,17.010000228881836,-3588.599853515625,-15616.199951171875,2.199999988079071,-0.0,0.09999999776482582,-2028.0000305175781,255.0,0.0,,-0.009591199753992525,-1.2755751123677517,2.3965429859706476e-05,True,4,False,4,237.0,False,,enpitsu,76561198039309853,25,-3401.429931640625,750.1599731445312,17.049999237060547,-15030.0,-16867.60009765625,3.0000001192092896,0.5000000074505806,0.5999999865889549,1775.2000427246094,255.0,255.0,False,-0.0167800202593016,-0.8944304628433184,0.00015616627107541045,True,26.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,-220.9600067138672,-3335.97998046875,17.010000228881836,-8250.0,-10996.199951171875,2.3000000417232513,-0.19999999552965164,-0.0,-2210.2000427246094,255.0,0.0,,-0.009580640533293511,-0.8603077088825821,-1.4434838780582726e-05,True,31.0,False,4,False,4,
2,306,5,False,False,0,5061.895426420618,2864.0,1751.02001953125,126.29000091552734,-9629.000244140625,7189.89990234375,5447.39990234375,5408.499755859375,2336.1000061035156,1135.8999633789062,0.0,0.7773998103551437,1.0704706625665381,-1.0151348872479915,76561198039309853,enpitsu,25.0,2939.2099609375,1645.1500244140625,17.049999237060547,-5196.400146484375,8042.1002197265625,3.1999999284744263,0.7000000029802322,-1.8000000715255737,2014.7000122070312,255.0,255.0,,0.01682712766743728,2.1577659823305506,0.00023140106906524918,True,False,False,255.0,False,False,,bf81d8692db,games5425898691,19.0,3266.610107421875,2849.949951171875,17.010000228881836,9120.499877929688,-13667.099609375,2.199999988079071,0.0,0.09999999776482582,-1657.4000549316406,255.0,0.0,,0.00958277511024183,-1.013830608239809,-0.00015649074501874352,,4,False,4,,False,,Spyder7000,76561198169268436,10,1693.530029296875,3941.47998046875,1385.699951171875,-1225.8000183105469,-5386.7999267578125,-8380.800170898438,-287.2999954223633,131.40000343322754,277.00000762939453,152.0,128.0,,-0.5631888465704333,-0.22680185033075392,-0.1171004530892135,True,200.0,False,6,4,4,,Niutplays,76561198274647789,8.0,-814.0399780273438,4216.06005859375,17.010000228881836,15089.49951171875,13162.60009765625,2.0999999344348907,0.5000000074505806,0.5000000074505806,-2.0999999344348907,128.0,128.0,,0.009629709161545333,0.7169871991999864,-3.8658598006990675e-05,True,199.0,False,6,False,6,
3,346,6,False,True,0,3369.1082895879604,1503.760009765625,2775.25,238.07000732421875,-12937.2998046875,15908.699951171875,5923.699951171875,5068.0999755859375,-1078.3999633789062,3024.89990234375,0.0,-1.2331037741092055,1.376438195577354,0.3662433173564375,76561198039309853,enpitsu,25.0,1576.010009765625,2701.570068359375,115.41999816894531,-4439.89990234375,15444.200439453125,1896.9999694824219,-4276.7999267578125,3421.6000366210938,500.60001373291016,128.0,128.0,,0.14774785563720297,2.077123678140651,0.5588804948008723,True,1,False,229.0,False,2,,bf81d8692db,games5425898691,19.0,3497.090087890625,39.709999084472656,93.76000213623047,-690.1999664306641,-22702.80029296875,-187.60000228881836,5363.0999755859375,-231.49999618530273,-3.400000035762787,255.0,128.0,,-1.4826508739728923,-1.606335434010888,-0.007631271379892849,True,6,False,6,13.0,False,,Spyder7000,76561198169268436,10,1450.0,3037.97998046875,113.11000061035156,-3848.0999755859375,-8329.7998046875,5686.7999267578125,-436.19998931884766,1290.7000732421875,156.00000381469727,128.0,122.0,,-0.0292286588173095,-2.0141546122011538,-0.02793030561085298,True,172.8084646578758,True,8,6,4,,Niutplays,76561198274647789,8.0,696.719970703125,4218.85986328125,17.010000228881836,3960.8999633789062,-7593.800048828125,2.3000000417232513,-1.5999999642372131,3.400000035762787,-312.8000068664551,128.0,0.0,,0.009636923623520628,-1.080965526576831,4.935160758536729e-05,True,199.0,False,6,False,6,
4,348,6,False,False,1,8345.574942979958,-1401.949951171875,-2882.969970703125,297.8900146484375,8692.19970703125,4727.799987792969,16583.1005859375,5270.3997802734375,2800.7998657226562,614.0999984741211,1.0,1.363344533601454,-2.2516508842128733,-0.2887914920480287,76561198169268436,Spyder7000,10.0,-1415.469970703125,-2967.419921875,157.02999877929688,4685.899963378906,7625.8001708984375,4480.5999755859375,1033.0000305175781,-1114.800033569336,-2097.7000427246094,128.0,148.0,,0.1454123189008477,2.0310723053741735,-0.17794186771945825,True,4,6,166.5229420841381,True,8,,76561198274647789,Niutplays,8.0,-720.75,-4166.8701171875,17.010000228881836,-2074.199981689453,5094.4000244140625,2.5999999046325684,-1.5000000596046448,-0.0,-1187.5,0.0,0.0,,-0.009815216714346873,1.1608948828397323,-0.0001338298916747059,True,6,False,6,199.0,False,,enpitsu,76561198039309853,25,-1576.010009765625,-2701.570068359375,115.41999816894531,4439.89990234375,-15444.200439453125,1896.9999694824219,4276.7999267578125,-3421.6000366210938,500.60001373291016,128.0,128.0,,-0.14774785563720297,-2.077123678140651,0.5588804948008723,True,229.0,False,2,False,1,,games5425898691,bf81d8692db,19.0,-3491.2900390625,149.52999877929688,89.95999908447266,690.4000091552734,22717.2998046875,-675.8000183105469,-4207.300109863281,181.20000839233398,-2.3999999463558197,255.0,128.0,,1.0902546395176682,1.612573951968591,-0.0015067744102249517,True,13.0,False,6,False,6,
5,517,12,False,False,1,5962.2336107431,1391.47998046875,-801.6099853515625,99.91000366210938,-11478.800048828125,27923.89892578125,-1432.1000671386719,-3188.2998657226562,2298.3999633789062,-4533.299865722656,1.0,-0.2570099442624355,-3.1069679766912977,1.8623434427096461,76561198169268436,Spyder7000,10.0,1472.239990234375,-952.9500122070312,51.31999969482422,-14403.299560546875,11078.800048828125,1843.800048828125,-4036.300048828125,1.8000000715255737,-524.900016784668,255.0,6.0,True,-0.038883103903907035,0.3975854110152804,0.07790905341486813,True,5,6,81.0,False,10,,76561198274647789,Niutplays,7.0,-2695.090087890625,-4582.97021484375,17.010000228881836,-803.4999847412109,2503.6000061035156,3.3000001311302185,-0.3999999910593033,-0.0,1502.7999877929688,255.0,255.0,,-0.009466768496706548,1.4094794312003658,0.00011461991596244896,True,False,False,False,85.0,False,,enpitsu,76561198039309853,25,1339.68994140625,-110.31999969482422,17.049999237060547,7538.4002685546875,-12490.10009765625,3.100000023841858,-0.09999999776482582,0.09999999776482582,2098.000030517578,255.0,255.0,False,-0.016779175494443188,-2.1753510850858584,3.7558484835501636e-05,True,30.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,663.3599853515625,-160.47000122070312,17.0,-15805.400390625,-13250.999755859375,3.4999999403953552,0.29999999329447746,-0.0,-2013.2000732421875,255.0,0.0,,-0.009578552779666561,-0.6190546611489309,3.3051774157156504e-05,True,184.0,False,6,False,6,
6,695,19,False,False,1,3885.807689333889,-2979.9599609375,4863.52978515625,163.02999877929688,14188.800048828125,-2491.9000244140625,-1620.8000183105469,2993.9999389648438,810.8999633789062,-5135.9002685546875,1.0,-0.252850217199292,-2.3877166693748766,0.5793618588696927,76561198169268436,Spyder7000,10.0,-3189.35009765625,4787.85986328125,122.83000183105469,5747.0001220703125,4540.4998779296875,-1243.8999938964844,-1466.300048828125,798.3000183105469,-1111.500015258789,230.0,0.0,False,-0.1348649923877952,2.4267171275681525,0.9728027434692178,True,6,6,94.8077245578971,True,10,,76561198274647789,Niutplays,8.0,356.7699890136719,1875.18994140625,17.010000228881836,-4095.7998657226562,10386.99951171875,2.5,-0.0,0.09999999776482582,2451.1000061035156,255.0,255.0,False,-0.009543483049126847,1.1225648719687964,-5.477143771677387e-05,True,4,False,4,234.0,False,,enpitsu,76561198039309853,25,1971.25,4142.58984375,17.059999465942383,-13103.299560546875,7317.2998046875,1.2999999523162842,0.29999999329447746,-0.09999999776482582,-310.2000045776367,255.0,128.0,False,-0.016776969027550163,0.538286581064576,0.00017956203415467459,True,233.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,-161.57000732421875,5064.9501953125,17.0,-5787.7001953125,409.70001220703125,3.3000001311302185,-0.0,-0.5999999865889549,0.0,255.0,128.0,,-0.009451671872807432,0.07070386373471237,-1.5781015034636534e-05,True,112.0,False,6,False,6,
7,727,20,False,False,1,2537.2783258046907,-1583.6600341796875,4602.35009765625,105.88999938964844,-1438.6000061035156,21183.5009765625,3195.7000732421875,905.8999633789062,-682.3999786376953,5891.7999267578125,1.0,-0.726631363360208,2.9635545533404004,1.7436025806424527,76561198169268436,Spyder7000,10.0,-1742.0999755859375,4515.740234375,88.72000122070312,19034.300537109375,-2769.8001098632812,491.89998626708984,-4376.099853515625,3255.1998901367188,709.1999816894531,128.0,248.0,False,-0.471118600625375,-2.699253876271014,-1.1243022793072592,True,7,6,19.32752682316688,True,12,,76561198274647789,Niutplays,8.0,-627.25,1674.4300537109375,17.010000228881836,-4552.9998779296875,-11724.599609375,2.199999988079071,0.7000000029802322,1.7000000178813934,-272.1999931335449,255.0,0.0,False,-0.009557944780541583,-1.2154644326134063,-0.00012717283920934367,True,4,False,4,234.0,False,,enpitsu,76561198039309853,25,430.0,4741.89013671875,17.059999465942383,-14511.8994140625,-148.69999885559082,1.2999999523162842,-1.0000000149011612,-0.0,223.79999160766602,255.0,128.0,False,-0.016788711668141106,-0.03323870377619571,-0.00017958746618582628,True,233.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,-1334.010009765625,4627.7099609375,59.9900016784668,-17005.6005859375,-1295.5999755859375,3199.4000244140625,-3813.800048828125,-1824.7000122070312,-2056.699981689453,255.0,0.0,,-0.010455824836482342,-0.42087759691263105,0.05156218422729654,True,61.0,False,7,False,8,
8,728,20,False,False,0,10177.659959176923,1642.1199951171875,-4716.10009765625,123.4800033569336,20629.69970703125,-30114.09912109375,3147.39990234375,-197.5,827.0999908447266,4880.7000732421875,0.0,0.671093696108517,-2.718730128105452,1.7395401568155993,bf81d8692db,games5425898691,19.0,1450.010009765625,-4629.2900390625,84.19999694824219,8740.0,-1722.5999450683594,2123.3999633789062,5374.7998046875,-165.30000686645508,-1154.7000122070312,255.0,0.0,,-0.20813236659780843,0.09858988408513795,0.65350316801058,True,7,False,61.0,False,8,,76561198039309853,enpitsu,25.0,-297.05999755859375,-4738.259765625,17.059999465942383,14496.500244140625,534.900016784668,1.2999999523162842,0.9000000357627869,0.0,56.99999809265137,255.0,0.0,False,0.016789423194984283,0.04374004471402354,-9.143133800210807e-05,True,2,False,2,233.0,False,,Spyder7000,76561198169268436,10,1614.9300537109375,-4481.72998046875,88.37999725341797,-13085.30029296875,6504.2999267578125,-44.49999809265137,3130.4998779296875,-455.8000183105469,3538.5000610351562,128.0,248.0,False,0.4899712233632425,2.5220246945849887,-1.552819399699227,True,16.184593451920378,True,12,6,7,,Niutplays,76561198274647789,8.0,627.25,-1674.4300537109375,17.010000228881836,4552.9998779296875,11724.599609375,2.199999988079071,-0.7000000029802322,-1.7000000178813934,-272.1999931335449,255.0,0.0,False,0.009557944780541583,1.2154644326134063,-0.00012717283920934367,True,234.0,False,4,False,4,
9,830,24,False,False,0,7222.201430534357,2496.639892578125,-1235.75,686.75,2375.399932861328,28215.6005859375,5657.8997802734375,-1955.5999755859375,-4052.6998901367188,893.7999725341797,0.0,-0.7736709671159073,1.49478693214105,1.1898615733602802,bf81d8692db,games5425898691,19.0,2454.43994140625,-1389.3800048828125,532.9600219726562,1787.8999328613281,16931.600341796875,5491.300048828125,-2126.999969482422,4063.2998657226562,3035.4998779296875,255.0,0.0,,-0.6087436165972059,1.046279737934073,1.0309937838436651,True,9,False,236.1702969894614,True,10,,76561198039309853,enpitsu,25.0,899.6699829101562,-2843.47998046875,17.059999465942383,1682.2000122070312,11478.399658203125,1.1999999731779099,-0.19999999552965164,-0.5999999865889549,0.0,255.0,,,0.016703163755578728,1.4252535652662253,5.2193819343268755e-05,True,2,False,2,255.0,False,,Spyder7000,76561198169268436,10,-4049.110107421875,-916.1400146484375,145.1199951171875,2805.5999755859375,21509.49951171875,-5367.60009765625,-947.3999786376953,-2735.4000854492188,-638.1999969482422,255.0,9.0,,0.27713476590761144,1.4392815795841558,1.0832370595410794,True,,False,14,6,10,,Niutplays,76561198274647789,7.0,2746.330078125,1340.72998046875,17.010000228881836,-4412.200012207031,7255.7000732421875,2.5999999046325684,-2.0999999344348907,5.799999833106995,1375.0999450683594,255.0,255.0,,0.00957413707031697,2.0862256620603827,0.00019596684456418294,True,255.0,False,4,False,4,
