,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_boost_collect,team_mate_handbrake
0,168,0,False,False,0,5287.183373014912,-31.09000015258789,-75.95999908447266,100.56999969482422,-20936.39892578125,565.2000045776367,6070.999755859375,3936.0000610351562,1583.699951171875,4242.5,0.0,0.043276961441462466,0.31255985867231717,0.12176769722571999,76561198039309853,enpitsu,25.0,97.01000213623047,-220.19000244140625,91.26000213623047,-15362.2998046875,17015.6005859375,1795.2000427246094,-3933.699951171875,-3843.800048828125,15.299999713897705,255.0,128.0,,0.8223749344243283,2.347588326728042,0.0027506175281144666,True,0.0,False,2,False,1,,bf81d8692db,games5425898691,17.0,-3587.6201171875,-1937.1500244140625,17.010000228881836,-11135.6005859375,-11718.399658203125,2.5999999046325684,-0.5000000074505806,-0.3999999910593033,64.29999828338623,255.0,128.0,0.009599040618699829,-2.3221943996158942,-9.553093400541221e-05,False,0.0,False,False,False,False,,Miguel,2230751263677850421,19,-1421.6199951171875,3223.75,17.010000228881836,-9074.7998046875,2160.800018310547,3.100000023841858,0.0,0.0,2624.7000122070312,255.0,253.0,False,0.009546347664892508,2.987811063180646,-4.830453032666203e-05,True,False,116.0,False,False,False,,josemanu012,300100435860320201,107.0,-27.290000915527344,91.63999938964844,96.52999877929688,-13246.600341796875,-15124.000244140625,-126.19999885559082,4330.7000732421875,-3264.2001342773438,916.2999725341797,255.0,128.0,,-0.21651358037284654,0.9664066067641159,3.1356156265753587,True,False,3,0.0,False,4,,
1,169,0,False,False,1,5132.872082038471,104.76000213623047,68.4800033569336,118.33999633789062,30581.79931640625,-5026.9000244140625,3657.9000854492188,-176.70000076293945,-1368.9999389648438,5839.000244140625,1.0,-0.07875063942538721,-0.5496290224734696,0.1491952982453536,300100435860320201,josemanu012,107.0,49.36000061035156,-66.44000244140625,96.30000305175781,13240.50048828125,15115.0,-140.39999961853027,-4435.799865722656,3207.9000854492188,531.8000030517578,255.0,128.0,,0.336014645348085,-0.9809934399099095,3.1313642738617906,True,0.0,False,4,False,3,,2230751263677850421,Miguel,19.0,1499.8199462890625,-3231.780029296875,17.010000228881836,9564.099731445312,-5.799999833106995,3.100000023841858,-0.0,-0.0,2500.5999755859375,255.0,253.0,-0.009537242534681835,3.0829905481514976,-1.7311235492845606e-05,True,116.0,False,False,False,False,,enpitsu,76561198039309853,25,-97.01000213623047,220.19000244140625,91.26000213623047,15362.2998046875,-17015.6005859375,1795.2000427246094,3933.699951171875,3843.800048828125,15.299999713897705,255.0,128.0,,-0.8223749344243283,-2.347588326728042,0.0027506175281144666,True,2,0.0,False,1,False,,games5425898691,bf81d8692db,17.0,3587.6201171875,1937.1500244140625,17.010000228881836,11135.6005859375,11718.399658203125,2.5999999046325684,0.5000000074505806,0.3999999910593033,64.29999828338623,255.0,128.0,,-0.009599040618699829,2.3221943996158942,-9.553093400541221e-05,False,False,False,0.0,False,False,,False
2,322,5,False,True,0,4502.517683256242,-3772.780029296875,1676.3599853515625,526.7100219726562,16520.10009765625,16131.99951171875,-3831.099853515625,-5623.2000732421875,413.8999938964844,2051.199951171875,0.0,0.4793385782405919,1.694458223798457,-0.7472951208353028,76561198039309853,enpitsu,25.0,-3861.610107421875,1564.9300537109375,439.0,10175.30029296875,6542.0001220703125,-640.0,-171.49999618530273,-730.8999633789062,3278.599853515625,128.0,0.0,,-0.4889104608436091,1.6215724999742904,1.5692965375455596,True,216.0,False,4,False,3,,bf81d8692db,games5425898691,18.0,-1885.699951171875,-792.8499755859375,17.010000228881836,-5314.000244140625,11755.799560546875,2.5999999046325684,-0.09999999776482582,0.7000000029802322,6.899999976158142,255.0,128.0,0.009576731904853473,1.996477263747205,-6.905925405202408e-05,True,203.0,False,False,False,False,,Miguel,2230751263677850421,20,-1360.8599853515625,3638.1201171875,17.010000228881836,-3267.5,-3526.6000366210938,2.7000001072883606,-0.09999999776482582,-0.09999999776482582,-2122.899932861328,255.0,6.0,False,0.00949477009219892,-2.2617130879549636,-6.827787244984907e-05,True,False,247.8087314277567,True,False,False,,josemanu012,300100435860320201,11.0,-3569.75,4171.52978515625,21.690000534057617,3007.5,-3444.4000244140625,-788.3000183105469,-1140.8000183105469,-1042.9000091552734,1364.2999267578125,255.0,255.0,False,0.09995463451340493,-1.1073679448115812,-0.0649769084327898,True,False,6,61.0,False,6,,
3,348,6,False,False,1,8306.123732002266,2464.989990234375,-3016.590087890625,209.36000061035156,19727.80029296875,12119.89990234375,6671.199951171875,4114.5001220703125,-4117.0001220703125,-1456.1000061035156,1.0,-0.2851790630405317,-0.6780542473395511,-0.3893483981758285,2230751263677850421,Miguel,21.0,2226.159912109375,-3191.68994140625,129.74000549316406,16387.7001953125,7273.499755859375,3566.400146484375,-788.7999725341797,1221.2999725341797,560.2999877929688,255.0,128.0,False,0.19018089607198577,2.641730368451414,-0.014815531254204888,True,216.0,False,4,False,3,,300100435860320201,josemanu012,11.0,2918.8701171875,-3939.679931640625,17.010000228881836,-9499.600219726562,-4556.099853515625,2.3999999463558197,1.0999999940395355,0.5000000074505806,716.1000061035156,255.0,128.0,-0.009517739167420458,-0.5021424039071046,-0.0002154816657205948,True,61.0,False,6,6,False,,enpitsu,76561198039309853,25,2947.929931640625,-2226.860107421875,390.9800109863281,-10045.999755859375,-7364.89990234375,-1859.4000244140625,1013.7999725341797,-1472.8999328613281,25.899999141693115,128.0,128.0,,0.4808693966308203,-1.8052679925644681,0.7109463627617912,True,4,216.0,False,4,False,,games5425898691,bf81d8692db,18.0,1794.3900146484375,-302.20001220703125,17.010000228881836,-10851.500244140625,-7443.499755859375,2.8999999165534973,-0.0,-0.0,-2279.7999572753906,255.0,0.0,,-0.009554924019278958,-0.5333631364553936,9.781808574467303e-06,True,False,False,203.0,False,False,,False
4,445,10,False,True,1,5331.603595763508,1465.969970703125,-161.0500030517578,145.02999877929688,-5732.9998779296875,22333.798828125,4825.5999755859375,583.4999847412109,-2216.699981689453,-5544.7998046875,1.0,-1.2499525360555697,2.4420860211592017,-1.2881046873108761,2230751263677850421,Miguel,21.0,1454.949951171875,-374.0400085449219,69.55999755859375,-15813.599853515625,16567.099609375,2111.300048828125,-599.5999908447266,-1698.800048828125,-2060.399932861328,255.0,121.0,False,-0.08458349357743106,1.039127594438759,-0.02726200198140865,True,134.0,False,6,False,5,,300100435860320201,josemanu012,11.0,709.1500244140625,-2256.1298828125,17.010000228881836,-3951.9000244140625,12051.800537109375,2.3999999463558197,0.09999999776482582,-0.9000000357627869,-31.700000762939453,255.0,128.0,-0.009532350805674803,1.2581580252017421,8.892851436236925e-05,True,61.0,False,6,6,False,,enpitsu,76561198039309853,25,2045.0699462890625,-2119.889892578125,17.059999465942383,-2627.9998779296875,15766.800537109375,-3.3000001311302185,-0.29999999329447746,3.8999998569488525,-716.9000244140625,255.0,128.0,False,-0.016795851846126763,1.4537918857815852,0.0003035365857277386,True,4,131.43055477962702,True,4,False,,games5425898691,bf81d8692db,17.0,1914.72998046875,3118.2099609375,17.010000228881836,345.99998474121094,14031.199951171875,2.800000011920929,-0.0,-0.7000000029802322,1738.800048828125,255.0,240.0,,-0.009582005493715883,1.561699151739167,0.00014276920097357383,True,False,False,232.0,False,False,,False
5,488,11,False,False,0,8272.304538809414,-547.489990234375,-3124.9599609375,101.30000305175781,14067.19970703125,13871.400146484375,-1863.3000183105469,-4971.499938964844,2357.2999572753906,-2393.000030517578,0.0,0.8457726948766502,1.616511227850261,-0.31126989313796927,bf81d8692db,games5425898691,18.0,-673.25,-3342.360107421875,88.87000274658203,8121.7999267578125,7809.7998046875,4336.300048828125,-1128.499984741211,1353.800048828125,-648.3000183105469,255.0,128.0,,0.14153030210904308,0.6443716402645242,-0.005000682919208376,True,232.0,False,4,False,False,,76561198039309853,enpitsu,26.0,-2040.8800048828125,-1278.739990234375,17.059999465942383,345.9000015258789,-22718.5009765625,2.3000000417232513,0.0,1.5000000596046448,1728.5000610351562,255.0,255.0,0.01678653378818784,-1.509164920603579,0.00020450049433985855,True,87.0,False,4,4,False,,Miguel,2230751263677850421,21,1187.47998046875,-1661.4300537109375,17.020000457763672,17897.80029296875,6119.69970703125,1.899999976158142,-0.19999999552965164,-0.19999999552965164,2936.400146484375,255.0,253.0,False,0.009602197531177983,0.507615065080994,8.870489978913694e-05,True,6,165.0,False,6,False,,josemanu012,300100435860320201,11.0,323.6099853515625,724.5700073242188,17.010000228881836,4613.900146484375,-2010.2999877929688,2.8999999165534973,-0.5999999865889549,-1.8000000715255737,1455.0,255.0,255.0,False,0.009589792825306748,-0.4915447700845119,0.0003365096656062084,True,False,6,92.0,False,6,,False
6,537,13,False,False,1,4756.125516461137,-1518.6400146484375,1042.4100341796875,104.06999969482422,3503.2998657226562,3729.4000244140625,6286.300048828125,4334.599914550781,-2054.499969482422,-3604.1000366210938,1.0,0.6909890352335871,-1.6741638015965268,-1.3290252436931795,2230751263677850421,Miguel,21.0,-1599.6500244140625,934.5399780273438,17.020000457763672,-1480.7000732421875,4390.5999755859375,1.5000000596046448,-0.19999999552965164,1.0999999940395355,1995.0,0.0,1.0,False,-0.00966431293338368,-2.1294661856308608,0.00017663546094723705,True,165.0,False,6,False,6,,300100435860320201,josemanu012,10.0,-1580.3800048828125,206.97999572753906,17.010000228881836,1103.6000061035156,9113.200073242188,2.800000011920929,1.1999999731779099,0.29999999329447746,-2244.1000366210938,255.0,0.0,-0.009581879848842382,1.7087677071879401,-0.00011908369536057286,True,66.0,False,6,6,False,,enpitsu,76561198039309853,26,607.969970703125,4640.8701171875,17.059999465942383,-4172.39990234375,18275.999755859375,2.3999999463558197,0.19999999552965164,-0.19999999552965164,3146.300048828125,255.0,255.0,True,-0.016775962565726287,0.790230554175345,7.05069832178793e-05,True,4,87.0,False,4,False,,games5425898691,bf81d8692db,18.0,-723.5599975585938,2935.320068359375,17.0,-7151.199951171875,10564.000244140625,2.0000000298023224,-0.5000000074505806,0.3999999910593033,-2338.300018310547,255.0,0.0,,-0.009554708836918297,1.0387236683195564,-3.752612482771121e-05,True,False,False,211.15192254384365,True,4,,False
7,590,15,False,False,1,3836.755707114576,-870.0999755859375,1733.8900146484375,113.02999877929688,8616.799926757812,11780.699462890625,925.2999877929688,1995.3999328613281,-1270.8999633789062,-3124.7000122070312,1.0,0.8478877608536903,2.8410973690726204,-2.6650395175447126,2230751263677850421,Miguel,22.0,-939.52001953125,1627.8299560546875,15.75,4997.300109863281,8964.89990234375,-89.49999809265137,181.00000381469727,165.59999465942383,181.20000839233398,255.0,128.0,,-0.03422166973831929,2.051935342302519,0.016620457419952033,True,123.6015223072421,True,6,False,6,,300100435860320201,josemanu012,10.0,-875.239990234375,1309.6700439453125,17.010000228881836,6319.7998046875,6257.2998046875,2.5,-0.7000000029802322,-0.7000000029802322,-218.99999618530273,255.0,111.0,-0.009495701391428728,2.37117923891523,8.370448998044378e-05,True,66.0,False,6,6,False,,enpitsu,76561198039309853,25,219.27999877929688,5410.31982421875,19.290000915527344,-1454.1000366210938,-4803.500061035156,-190.20000457763672,0.09999999776482582,0.19999999552965164,-3.1999999284744263,0.0,128.0,,-0.05460117098936052,-1.2753781416200685,-0.011475067373476146,True,4,87.0,False,4,False,,games5425898691,bf81d8692db,18.0,-280.8500061035156,4123.43017578125,17.0,4466.499938964844,-4315.7000732421875,4.000000059604645,0.29999999329447746,-0.19999999552965164,-2290.5999755859375,255.0,10.0,,-0.009506079850222178,-2.3850268390843747,-2.1940903342421956e-05,True,False,False,229.0,False,4,,
8,608,16,False,False,1,2873.2779378318082,-293.04998779296875,2524.300048828125,105.77999877929688,10350.999755859375,15043.800048828125,1010.6999969482422,-210.0,-1580.5999755859375,-102.60000228881836,1.0,0.6109939356200604,-0.46463432083924244,-1.4388064003261272,2230751263677850421,Miguel,22.0,-344.3999938964844,2359.64990234375,21.670000076293945,12095.2001953125,11968.299560546875,2953.3999633789062,-230.79999923706055,-299.89999771118164,1911.9999694824219,255.0,253.0,,-0.002769932083266645,2.3382977283336217,-0.024033502581038497,True,69.0,False,7,False,6,,300100435860320201,josemanu012,10.0,-294.4700012207031,1717.9599609375,17.010000228881836,11082.2998046875,4492.300109863281,2.7000001072883606,1.0000000149011612,0.3999999910593033,-2158.800048828125,255.0,0.0,-0.009533665032823593,2.790589218797469,-0.00015584983408674447,True,66.0,False,6,6,False,,enpitsu,76561198039309853,25,244.86000061035156,5489.02978515625,22.3700008392334,629.7999954223633,4563.900146484375,183.79999160766602,-8.299999833106995,-17.000000476837158,432.7000045776367,128.0,128.0,,-0.05653010118963149,-1.509420648209136,-0.0027361139993719867,True,4,87.0,False,4,False,,games5425898691,bf81d8692db,18.0,-72.30000305175781,3617.090087890625,17.0,4187.900085449219,-10477.80029296875,1.5000000596046448,-0.7999999821186066,2.5,288.799991607666,255.0,95.0,,-0.009538410295835801,-1.9889193328274644,-0.00018350357750810095,True,False,False,219.5520946748795,True,4,,
9,619,16,False,False,1,2254.1371500300293,123.12999725341797,3022.5,160.7100067138672,11289.300537109375,7718.699951171875,7678.699951171875,4587.0001220703125,2968.0999755859375,1279.7000122070312,1.0,0.1295945976900804,-0.5891628877769224,-1.4612566172662147,2230751263677850421,Miguel,22.0,180.1300048828125,2907.679931640625,101.08999633789062,15441.600341796875,4842.799987792969,1070.8000183105469,88.99999618530273,1123.7000274658203,5383.2000732421875,255.0,128.0,,-1.4160034060394022,1.2836740263249526,0.05550766669975665,True,69.0,False,8,False,7,,300100435860320201,josemanu012,10.0,189.8000030517578,1677.030029296875,17.010000228881836,10334.89990234375,-6472.1002197265625,2.7000001072883606,0.09999999776482582,-0.0,-2373.0999755859375,255.0,0.0,-0.00952015088043882,-2.5183793807775166,-2.2850752135829184e-05,True,66.0,False,6,6,False,,enpitsu,76561198039309853,25,250.2899932861328,5566.2998046875,25.440000534057617,-90.20000457763672,-2135.7000732421875,-83.99999618530273,0.3999999910593033,-0.0,0.0,255.0,255.0,,-0.05596882699710362,-1.528232778989119,-0.0016878228939149998,True,4,87.0,False,4,False,,games5425898691,bf81d8692db,18.0,19.56999969482422,3154.820068359375,51.18000030517578,3285.7000732421875,-7052.5,1807.2999572753906,-4001.4999389648438,259.0999984741211,3764.2999267578125,255.0,186.0,,0.2573312165045869,-1.7374233344241756,-0.0966416093331014,True,False,3,204.0,False,6,,
