,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,160,0,False,True,0,5203.5162686241565,-3.990000009536743,13.510000228881836,93.3499984741211,-4252.699890136719,27202.19970703125,2803.9999389648438,4133.999938964844,1240.0,-445.6999969482422,0.0,0.010404173414223465,-0.0035276445104598523,0.034440605379210495,76561198124984786,Stiver,25.0,61.970001220703125,-293.5400085449219,65.77999877929688,-7627.60009765625,20242.60009765625,2791.4999389648438,-2785.4000854492188,86.49999618530273,-2303.2000732421875,255.0,0.0,False,0.08648349867318779,2.041529031198106,0.005713905307069651,True,5,False,0.0,False,6,,3842022881881899800,squishy_is_op,19.0,-3107.929931640625,-4681.919921875,26.950000762939453,6572.80029296875,-11166.400146484375,711.8000030517578,-587.2999954223633,2038.3000183105469,3079.5001220703125,255.0,255.0,False,-0.00025709130842315484,-0.8390189293143087,-0.2599893754893799,True,False,255.0,False,4,4,,enpitsu,76561198039309853,32.0,3023.300048828125,4075.18994140625,17.049999237060547,5596.199951171875,11245.400390625,2.5,-4.699999988079071,1.7000000178813934,0.0,128.0,128.0,,0.016722757115764392,-2.0325821066064793,-4.383059797178515e-05,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,-143.38999938964844,356.510009765625,90.51000213623047,2619.8001098632812,-22540.2001953125,2317.899932861328,5365.5999755859375,1204.3000030517578,-96.70000076293945,128.0,157.0,,0.6954102040546382,-1.7423507200971333,-0.26787414900130624,True,0.0,False,False,4,3,
1,161,0,False,False,1,5339.90911455261,8.970000267028809,-125.72000122070312,108.33000183105469,-22721.0009765625,8010.10009765625,4667.300109863281,1487.2000122070312,1007.5,5724.69970703125,1.0,-0.037637538850424763,-0.14768080574073342,0.16140851082956342,bf81d8692db,games5425898691,19.0,143.38999938964844,-356.510009765625,90.51000213623047,-2619.8001098632812,22540.2001953125,2317.899932861328,-5365.5999755859375,-1204.3000030517578,-96.70000076293945,128.0,157.0,,-0.6954102040546382,1.7423507200971333,-0.26787414900130624,True,3,False,0.0,False,4,,76561198039309853,enpitsu,32.0,-3064.5400390625,-4158.0400390625,17.049999237060547,-4627.799987792969,-9299.400024414062,2.5,-1.1999999731779099,0.7000000029802322,0.0,128.0,128.0,,-0.016472421523716512,2.032583019858922,-8.500791610551112e-06,True,False,255.0,False,False,False,,Stiver,76561198124984786,25.0,-0.23000000417232513,131.17999267578125,86.2300033569336,6896.300048828125,-17745.50048828125,2135.2999877929688,4348.399963378906,-2553.699951171875,-2195.2000427246094,255.0,0.0,False,-0.48354406529140287,-1.9428476607803542,0.44075685095000067,True,0.0,False,6,False,5,,squishy_is_op,3842022881881899800,19.0,3107.929931640625,4681.919921875,26.950000762939453,-6572.80029296875,11166.400146484375,711.8000030517578,587.2999954223633,-2038.3000183105469,3079.5001220703125,255.0,255.0,False,0.00025709130842315484,0.8390189293143087,-0.2599893754893799,True,255.0,False,False,4,4,
2,352,7,False,False,1,4777.993346112969,-3757.280029296875,4055.469970703125,489.1600036621094,-891.1000061035156,25834.69970703125,8428.099975585938,5087.900085449219,-219.69999313354492,3172.5,1.0,-0.6843095895701121,1.236712858123703,-0.7693938523981738,76561198039309853,enpitsu,26.0,-3748.60009765625,3967.639892578125,349.2699890136719,3090.2999877929688,20763.701171875,921.6000366210938,125.50000190734863,2373.699951171875,4353.500061035156,255.0,0.0,,0.8928710700983324,1.4458340133534955,0.4313787033970747,True,1,False,215.0,False,2,,bf81d8692db,games5425898691,19.0,-1046.1600341796875,2315.93994140625,17.010000228881836,13305.6005859375,-3481.199951171875,2.199999988079071,2.800000011920929,-0.7999999821186066,746.9000244140625,255.0,246.0,,-0.009578388541603429,-2.873175501685717,0.0001819870048187572,True,False,61.0,False,6,6,,Stiver,76561198124984786,25.0,-178.6699981689453,4296.259765625,33.220001220703125,-18955.699462890625,90.50000190734863,-2664.4000244140625,-1318.9999389648438,-679.5999908447266,-620.9000015258789,0.0,0.0,,0.16671216028518546,0.10734420592663384,-0.12564484142727703,True,61.0,False,12,False,12,,squishy_is_op,3842022881881899800,19.0,-3090.0,4460.009765625,17.010000228881836,-2801.4999389648438,-529.0999984741211,2.199999988079071,1.8000000715255737,-0.5000000074505806,-485.0,128.0,36.0,False,-0.009564290495468114,-0.22160568252017307,4.905369384091205e-05,True,194.0,False,False,6,4,
3,394,9,False,False,0,9830.66504278016,1270.0799560546875,-4449.06005859375,556.0700073242188,12356.600341796875,3340.1998901367188,4009.8001098632812,2557.7999877929688,-4847.799987792969,2440.2999877929688,0.0,1.1443817655947923,1.6684427367008112,-0.5806367237176442,76561198124984786,Stiver,25.0,1112.8399658203125,-4494.330078125,460.2799987792969,4997.5,-563.3000183105469,5678.3001708984375,-4522.699890136719,-169.0999984741211,-2186.9000244140625,0.0,0.0,False,-0.9290111525596828,0.9955876029682161,3.067698710898541,True,12,4,13.995854039346014,True,14,,3842022881881899800,squishy_is_op,19.0,2475.949951171875,-4525.25,320.6700134277344,-4052.9998779296875,6.9999998807907104,1424.9000549316406,-1300.8999633789062,-3506.7001342773438,3173.2000732421875,242.0,129.0,False,-0.6258343183425704,1.9146164339080003,0.965935756112517,True,False,170.0,False,8,4,,enpitsu,76561198039309853,25.0,2336.469970703125,-5074.5400390625,83.52999877929688,-9760.999755859375,3620.1998901367188,-5749.1998291015625,4389.89990234375,-1336.6000366210938,-1191.6000366210938,255.0,0.0,False,0.5417408010154887,2.617992249646894,0.8627245819814299,True,215.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,395.2099914550781,-3727.719970703125,17.010000228881836,4941.400146484375,-13170.10009765625,2.0999999344348907,0.7000000029802322,-1.7000000178813934,-873.7000274658203,255.0,75.0,,0.009571253048975098,-1.2262633420974607,-0.00013130717725505376,True,61.0,False,False,6,6,
4,487,12,False,False,1,4831.004528015803,-3679.4599609375,3589.590087890625,265.4700012207031,-6274.69970703125,4672.099914550781,4213.999938964844,4340.4998779296875,2046.9000244140625,-3314.5001220703125,1.0,-0.24142083849140586,1.6940991709412978,2.835805394300002,76561198039309853,enpitsu,25.0,-3565.60009765625,3540.6298828125,120.52999877929688,-2384.2999267578125,3367.2000122070312,3902.60009765625,-4593.599853515625,-313.29999923706055,-760.8999633789062,0.0,0.0,False,0.06494762487770316,-0.9118669077889296,0.03805763243285863,True,5,False,255.0,False,6,,bf81d8692db,games5425898691,19.0,-3293.719970703125,780.219970703125,16.989999771118164,-6722.9998779296875,-21896.0009765625,4.699999988079071,-0.0,0.7999999821186066,1588.2000732421875,255.0,248.0,,-0.009602298396997043,-1.3123987701763604,0.00018344684845429318,False,False,47.0,False,8,8,,Stiver,76561198124984786,24.0,-2112.050048828125,4770.8798828125,17.010000228881836,6231.400146484375,5442.0001220703125,2.5999999046325684,0.09999999776482582,-0.0,-2579.8001098632812,255.0,0.0,False,-0.009530366472199561,2.4716437665605864,1.001852059581995e-05,True,0.0,False,14,4,12,,squishy_is_op,3842022881881899800,21.0,-3433.080078125,3738.469970703125,132.58999633789062,-13498.399658203125,-8095.5999755859375,2186.999969482422,-942.0999908447266,285.5999946594238,523.6999893188477,252.0,249.0,False,0.29443651253449793,-0.5868841472205818,0.5825042244923517,True,126.0,False,False,10,4,
5,488,12,False,False,0,9890.015506360236,3713.610107421875,-3610.080078125,288.20001220703125,17761.500244140625,-263.0999946594238,9631.199951171875,638.6999893188477,-3044.2001342773438,-5130.7000732421875,0.0,0.09468501677627414,-1.8673094709793923,2.9842824337907836,3842022881881899800,squishy_is_op,21.0,3556.919921875,-3664.030029296875,149.8699951171875,13434.200439453125,8173.4002685546875,1716.6000366210938,-1369.4999694824219,-2200.2000427246094,848.1999969482422,249.0,249.0,False,-0.3566665708461185,0.6803882114958892,0.4556708908885303,True,4,False,126.0,False,10,,76561198124984786,Stiver,24.0,2112.050048828125,-4770.8798828125,17.010000228881836,-6231.400146484375,-5442.0001220703125,2.5999999046325684,-0.09999999776482582,0.0,-2579.8001098632812,255.0,0.0,False,0.009530366472199561,-2.4716437665605864,1.001852059581995e-05,True,4,0.0,False,14,12,,enpitsu,76561198039309853,25.0,3585.18994140625,-3569.39990234375,150.0800018310547,1857.2000122070312,-2878.2998657226562,2578.900146484375,5175.30029296875,1827.2999572753906,355.49999237060547,0.0,0.0,False,-0.4085125496926528,0.7970044656177975,0.6102428626849055,True,255.0,False,6,False,5,,games5425898691,bf81d8692db,19.0,3331.800048828125,-632.780029296875,16.989999771118164,4954.700012207031,22260.400390625,4.699999988079071,-0.5999999865889549,-3.400000035762787,1049.5999908447266,255.0,147.0,,0.009592540115989135,1.4054188530510796,1.1726440905681682e-06,False,47.0,False,False,8,8,
6,548,14,False,False,0,8900.992825403411,1953.6400146484375,-3292.510009765625,188.61000061035156,2011.199951171875,14110.30029296875,7244.2999267578125,2913.0999755859375,-5224.69970703125,-464.59999084472656,0.0,0.9409998923370072,-2.0727357009863336,-2.3274953828942593,76561198124984786,Stiver,24.0,1893.18994140625,-3400.550048828125,66.80000305175781,10588.499755859375,11754.3994140625,2912.9998779296875,-1678.0999755859375,4266.400146484375,-2374.9000549316406,255.0,0.0,,0.10639398196278828,1.023134834840882,0.030507802491472277,True,13,4,,False,16,,3842022881881899800,squishy_is_op,20.0,4045.330078125,-2462.260009765625,137.08999633789062,-1474.7000122070312,12880.30029296875,-2627.9998779296875,473.80001068115234,1429.4999694824219,183.70000839233398,255.0,128.0,,0.17671690990753255,1.670214414627036,-1.0407997144965009,True,False,102.46866244141773,True,10,4,,enpitsu,76561198039309853,25.0,2884.8701171875,-2662.43994140625,49.060001373291016,-14765.899658203125,8164.2999267578125,3519.7000122070312,8.399999737739563,-4.4999998807907104,996.5000152587891,128.0,128.0,,0.01682766029917154,2.7486965014704334,-0.0008791778320196915,True,192.35556993433224,True,8,False,6,,games5425898691,bf81d8692db,19.0,3023.2099609375,4307.669921875,16.989999771118164,-11004.89990234375,18524.3994140625,4.799999892711639,-0.09999999776482582,-0.7000000029802322,1947.8999328613281,128.0,255.0,,0.009596878042463427,2.181998215593555,3.562419186947284e-05,True,255.0,False,False,8,8,
7,608,16,False,True,0,6347.7490168545555,2357.2900390625,-310.69000244140625,225.08999633789062,-10603.599853515625,24602.60009765625,8018.0999755859375,-1023.7000274658203,2891.199951171875,-5156.7999267578125,0.0,1.1746048637123676,-1.9035870745120227,-1.937967898619013,3842022881881899800,squishy_is_op,20.0,2348.830078125,-386.42999267578125,86.83999633789062,-20615.10009765625,6038.3001708984375,898.4999847412109,-3135.5999755859375,3452.9000854492188,-650.6999969482422,255.0,0.0,,0.20315857619321243,-2.7842122809240277,0.73843343009029,True,5,False,13.510795600952646,True,12,,76561198124984786,Stiver,24.0,2778.1298828125,-972.72998046875,17.010000228881836,-11801.600341796875,6193.3001708984375,2.3000000417232513,0.5000000074505806,-0.19999999552965164,2236.199951171875,255.0,255.0,,0.009572297096856353,2.7216131781343704,6.143130000138809e-05,True,4,,False,16,14,,enpitsu,76561198039309853,25.0,-1103.739990234375,-2137.989990234375,17.020000457763672,-21569.29931640625,6842.9998779296875,2.199999988079071,-0.19999999552965164,-0.09999999776482582,-430.49999237060547,255.0,0.0,,0.01677529922312873,2.8013046400496555,0.00017783303527239432,False,79.43568161226084,True,8,False,8,,games5425898691,bf81d8692db,19.0,715.969970703125,2976.3798828125,16.989999771118164,-13593.199462890625,-4063.900146484375,4.799999892711639,1.5999999642372131,0.3999999910593033,-1820.0999450683594,255.0,0.0,,0.009609549657997594,-2.895543410574276,-3.4866369772696886e-05,True,255.0,False,False,8,8,
8,665,18,False,False,1,9836.591784440305,-242.19000244140625,-4630.52001953125,480.54998779296875,-13317.2998046875,-16882.2998046875,16372.39990234375,3694.5999145507812,4585.0,-1151.6999816894531,1.0,-1.1436175449603851,1.4075211330084432,-1.535656338912322,bf81d8692db,games5425898691,19.0,-134.02999877929688,-4616.06982421875,303.489990234375,-12862.80029296875,-6954.1998291015625,3724.2001342773438,213.50000381469727,-3605.4000854492188,1360.0,255.0,159.0,,0.6701816943801141,0.48959107481114417,0.9340766666654747,True,9,False,204.81176782679813,True,10,,76561198039309853,enpitsu,25.0,3508.679931640625,-1422.8499755859375,17.030000686645508,-3529.4000244140625,-21274.7998046875,5.0,0.09999999776482582,0.29999999329447746,-3.3000001311302185,255.0,128.0,,-0.016768049702896234,-1.4060107127887425,3.1558187277603444e-05,True,False,255.0,False,8,8,,Stiver,76561198124984786,24.0,615.280029296875,2519.18994140625,16.940000534057617,15015.400390625,14043.599853515625,18.50000023841858,2.3999999463558197,-3.100000023841858,385.40000915527344,255.0,128.0,,-0.009813875003363772,2.3534856187744415,-0.00017862949057350567,True,3.7969550240424375,True,18,4,16,,squishy_is_op,3842022881881899800,20.0,2103.0,130.86000061035156,17.010000228881836,20979.19921875,-2907.5,2.3000000417232513,0.3999999910593033,-0.0,-1924.4999694824219,247.0,0.0,,-0.009586592321157017,-2.935526514121629,-7.46617979496583e-05,True,62.0,False,False,12,6,
9,825,24,False,True,1,6596.470922691087,-2601.5400390625,-452.9100036621094,101.98999786376953,12404.89990234375,24068.89892578125,5324.5001220703125,2692.0999145507812,3659.4000244140625,-3919.2001342773438,1.0,1.259638930802922,0.5658310225071093,1.3150336178668223,bf81d8692db,games5425898691,19.0,-2650.800048828125,-711.260009765625,17.010000228881836,-741.6999816894531,22066.4990234375,2.5,0.09999999776482582,-0.19999999552965164,2631.6000366210938,128.0,255.0,True,-0.009596957292058875,1.395667841789719,0.00016853465494399904,True,10,False,40.0,False,10,,76561198039309853,enpitsu,25.0,-513.7000122070312,-5089.3701171875,17.030000686645508,-0.0,-0.09999999776482582,5.0,0.5999999865889549,0.19999999552965164,0.0,,,,-0.01682956633090376,0.7707468202372437,2.5283461941130413e-05,True,False,255.0,False,8,8,,Stiver,76561198124984786,24.0,-2984.1298828125,1911.760009765625,17.010000228881836,-2363.800048828125,22282.80029296875,0.0,-0.29999999329447746,-0.29999999329447746,-2021.7999267578125,255.0,0.0,False,-0.009560078415670114,1.546867660828287,2.2825767222269506e-05,True,195.48439559116161,True,20,4,18,,squishy_is_op,3842022881881899800,20.0,1774.8399658203125,4244.81005859375,17.010000228881836,-16499.89990234375,-3860.10009765625,2.3999999463558197,-0.3999999910593033,-0.0,2083.6000061035156,255.0,255.0,False,-0.009583186231276491,-0.2933408121013203,0.00021054337909573735,True,31.0,False,False,14,8,2.0
