,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
0,167,0,False,True,0,5163.865361107491,-0.6399999856948853,54.349998474121094,105.30000305175781,-205.30000686645508,22181.39892578125,5052.300109863281,823.1999969482422,-121.00000381469727,574.3000030517578,0.0,-0.0031637477220325914,0.014356252745308575,0.02059172975724289,b972aebdf4b,taykow.fn,9.0,6.840000152587891,-129.2899932861328,54.70000076293945,-2840.1998901367188,13326.8994140625,564.3999862670898,76.90000057220459,5147.80029296875,-1934.9000549316406,128.0,0.0,,0.2112177527789617,1.8124867529242639,0.60416965681366,True,7.0,False,6,False,5,,4663783213084368671,ASH_SMURF_EU,13.0,8.649999618530273,-2180.39990234375,17.010000228881836,429.0999984741211,13145.0,2.0999999344348907,-0.19999999552965164,-0.5999999865889549,0.0,255.0,128.0,,0.009554377328588801,1.5381252708378077,6.519409048954695e-05,True,False,False,False,116.0,False,,enpitsu,76561198039309853,25,-179.36000061035156,298.3500061035156,88.31999969482422,14272.80029296875,-17907.900390625,2061.4999389648438,4300.799865722656,3428.2000732421875,0.0,255.0,128.0,,0.6881154547533047,-0.897808427432947,1.3865836613627437e-05,True,2,False,0.0,False,1,,games5425898691,bf81d8692db,24.0,63.93000030517578,4754.64990234375,17.010000228881836,-1121.6999816894531,-4108.900146484375,2.0999999344348907,0.09999999776482582,-0.3999999910593033,0.0,255.0,128.0,0.009449070053319674,-1.8373398514541601,-2.7476617778687096e-05,True,4,False,4,116.0,False,,
1,168,0,False,False,1,5288.551631669024,-44.400001525878906,-64.2699966430664,136.99000549316406,-24777.80029296875,12343.599853515625,11262.900390625,4402.60009765625,2368.3999633789062,3317.6998901367188,1.0,0.07040264562739815,-0.1369822983933489,-0.11374584963731584,76561198039309853,enpitsu,25.0,54.63999938964844,-143.30999755859375,98.69999694824219,-11787.900390625,13861.300048828125,-317.8000068664551,-3310.5999755859375,-3566.199951171875,2563.5000610351562,255.0,128.0,,-1.3843669937880407,0.8827408731072358,-0.09824927736255477,True,0.0,False,2,False,1,,bf81d8692db,games5425898691,24.0,-63.93000030517578,-4754.64990234375,17.010000228881836,1121.6999816894531,4108.900146484375,2.0999999344348907,-0.09999999776482582,0.3999999910593033,0.0,255.0,128.0,,-0.009449070053319674,1.8373398514541601,-2.7476617778687096e-05,True,4,4,False,116.0,False,,taykow.fn,b972aebdf4b,9,-6.840000152587891,129.2899932861328,54.70000076293945,2840.1998901367188,-13326.8994140625,564.3999862670898,-76.90000057220459,-5147.80029296875,-1934.9000549316406,128.0,0.0,,-0.2112177527789617,-1.8124867529242639,0.60416965681366,True,6,False,7.0,False,5,,ASH_SMURF_EU,4663783213084368671,13.0,-8.649999618530273,2180.39990234375,17.010000228881836,-429.0999984741211,-13145.0,2.0999999344348907,0.19999999552965164,0.5999999865889549,0.0,255.0,128.0,-0.009554377328588801,-1.5381252708378077,6.519409048954695e-05,True,False,False,False,116.0,False,,
2,260,3,False,False,0,8967.439947293402,1704.6199951171875,-3442.06005859375,103.76000213623047,13582.19970703125,-9017.19970703125,2075.0,3420.8999633789062,-675.4000091552734,-3718.5000610351562,0.0,0.8738033353884734,0.1290513686479539,-1.4498731119143764,4663783213084368671,ASH_SMURF_EU,11.0,1543.43994140625,-3405.260009765625,17.010000228881836,5066.499938964844,-579.5000076293945,2.3000000417232513,-0.19999999552965164,0.0,2164.9000549316406,255.0,248.0,False,0.009502721515742527,-0.15997191830861193,5.5521148265962346e-05,True,112.91454633589714,True,False,False,False,,b972aebdf4b,taykow.fn,8.0,-1718.1500244140625,-949.260009765625,101.51000213623047,-9533.499755859375,-15886.300048828125,-156.09999656677246,554.900016784668,-5434.5001220703125,-638.6999893188477,223.0,0.0,,0.11194121790970815,-1.430117421215173,-1.4534086772147476,False,8,8,False,0.0,False,,enpitsu,76561198039309853,25,1896.9000244140625,-817.7899780273438,17.049999237060547,9150.2001953125,-10246.099853515625,3.100000023841858,1.0999999940395355,-1.0000000149011612,-1834.7000122070312,255.0,128.0,,0.016734695792746203,-0.8635976004180443,-0.0002803230745825898,True,2,False,31.0,False,2,,games5425898691,bf81d8692db,24.0,3786.4599609375,2174.25,17.010000228881836,-536.1999893188477,-22973.40087890625,1.899999976158142,0.0,0.7999999821186066,-3.8999998569488525,255.0,128.0,0.009591687888270795,-1.594664094106717,6.864808788494206e-05,True,4,False,4,203.0,False,,
3,316,5,False,False,0,10561.248855220601,3419.360107421875,-4499.3798828125,518.739990234375,-6480.3997802734375,4279.599914550781,13489.3994140625,507.59998321533203,-404.7999954223633,-1049.8999786376953,0.0,0.5004191065846173,0.9939572812643027,-1.9782533804547902,4663783213084368671,ASH_SMURF_EU,11.0,3507.550048828125,-4538.77001953125,325.9100036621094,1228.3000183105469,1959.1999816894531,13974.200439453125,96.5999984741211,60.70000171661377,-325.6999969482422,255.0,128.0,,-1.4186864730656954,0.872975154881939,-1.6537144694631432,True,225.0,False,False,False,False,,b972aebdf4b,taykow.fn,9.0,-2819.080078125,-4355.490234375,17.010000228881836,8582.000122070312,-14906.500244140625,2.3000000417232513,0.0,0.0,1971.6999816894531,255.0,255.0,,0.009593568378908691,-0.9783840176822522,8.294106468749819e-06,True,8,8,False,255.0,False,,enpitsu,76561198039309853,25,4080.550048828125,-3532.570068359375,289.5400085449219,-5.0,-17948.00048828125,8393.099975585938,26.500000953674316,-708.8999938964844,-63.69999885559082,255.0,128.0,,-0.45871111162466316,-1.5537326437804206,1.5654191422938188,True,2,False,18.0,False,2,,games5425898691,bf81d8692db,24.0,1745.989990234375,-463.67999267578125,17.010000228881836,-18893.900146484375,6217.39990234375,2.0999999344348907,1.5999999642372131,-0.19999999552965164,-594.3000030517578,255.0,69.0,0.009613177072233678,2.8134570375643895,-3.306772780070015e-05,True,4,False,4,255.0,False,,
4,370,7,False,False,0,9302.010500942877,2151.2900390625,-3648.7099609375,1864.1199951171875,-11873.499755859375,11434.49951171875,2528.2000732421875,-658.3000183105469,-1410.0,-1093.0000305175781,0.0,-0.1772341970448207,-1.165117600346396,-1.0962224555500635,4663783213084368671,ASH_SMURF_EU,10.0,2287.550048828125,-3826.989990234375,1817.9200439453125,-11447.5,6905.5999755859375,1544.1000366210938,1278.3000183105469,1218.3999633789062,-2372.5,255.0,34.0,,0.31423793210117945,2.271665767724459,-0.5396623121211813,True,143.0,False,4,False,False,,b972aebdf4b,taykow.fn,9.0,-404.4700012207031,-4296.72998046875,17.010000228881836,6614.4000244140625,5873.900146484375,2.3999999463558197,-0.5000000074505806,-0.29999999329447746,1894.4999694824219,128.0,207.0,,0.009637643292946108,0.7263643732927033,0.00022878818933703596,True,8,8,False,255.0,False,,enpitsu,76561198039309853,25,2341.030029296875,-4037.739990234375,17.059999465942383,-6765.8001708984375,10924.3994140625,1.2999999523162842,-0.5999999865889549,-0.19999999552965164,-0.19999999552965164,128.0,128.0,False,0.016801460113076226,2.125266988855912,-2.2033890444963147e-06,True,2,False,18.0,False,2,,games5425898691,bf81d8692db,24.0,216.88999938964844,-1478.739990234375,17.010000228881836,1712.5999450683594,-2450.399932861328,2.0999999344348907,0.9000000357627869,0.0,11.799999475479126,0.0,128.0,0.009899791103561699,-0.9561791625567448,-1.9925090609515747e-05,True,4,False,4,255.0,False,,
5,417,9,False,False,0,6965.220758240801,173.57000732421875,-1742.6099853515625,1348.31005859375,-14728.599853515625,18092.39990234375,-7929.69970703125,1249.8999786376953,-304.6999931335449,1153.3999633789062,0.0,0.8151574475421682,2.7312927456167797,0.7729339767640039,4663783213084368671,ASH_SMURF_EU,10.0,241.67999267578125,-1892.010009765625,1329.6700439453125,-13134.100341796875,15638.599853515625,-7835.7000732421875,-973.3000183105469,-397.90000915527344,-1221.9999694824219,185.0,128.0,,0.16165202242483323,2.1077339222721316,2.682986378477152,True,60.09994829598295,True,4,False,False,,b972aebdf4b,taykow.fn,8.0,-236.77999877929688,-2174.3798828125,410.239990234375,-558.1999969482422,17577.19970703125,4152.39990234375,2738.5000610351562,-3567.2000122070312,-3166.199951171875,255.0,128.0,,-0.5899942488574346,2.384553851125811,-2.98032368926792,True,8,10,4,175.7794321557527,True,,enpitsu,76561198039309853,25,884.5999755859375,-1905.219970703125,98.11000061035156,-12484.3994140625,15268.399658203125,-166.70000076293945,-3935.7998657226562,-3841.6000366210938,24.000000953674316,255.0,128.0,False,0.7180328480929384,-0.8013601983438677,3.1357076205280094,True,4,False,0.0,False,3,,games5425898691,bf81d8692db,24.0,-308.07000732421875,-781.989990234375,86.98999786376953,-9391.199951171875,12371.99951171875,3189.2001342773438,-4380.4998779296875,-3325.7000732421875,0.0,0.0,128.0,-0.4074691782897169,-0.9214618586566251,-5.023469079542755e-07,True,5,False,6,255.0,False,,
6,560,14,False,False,0,2255.021277901195,-3075.179931640625,4560.08984375,135.4600067138672,2980.4000854492188,27216.201171875,2716.7999267578125,-2074.9000549316406,2704.2001342773438,2196.199951171875,0.0,0.20911510493390867,1.5223140634689607,0.4577640913391097,4663783213084368671,ASH_SMURF_EU,11.0,-3054.830078125,4384.16015625,106.62999725341797,7085.4998779296875,19620.0,2465.800018310547,2614.4000244140625,-115.10000228881836,3112.2000122070312,243.0,,,-0.19965625824884947,1.364741098461215,0.005803783855027135,True,133.0,False,6,False,False,,b972aebdf4b,taykow.fn,8.0,-615.739990234375,2415.139892578125,17.010000228881836,1750.2999877929688,2439.9000549316406,2.0000000298023224,1.2999999523162842,1.2999999523162842,-480.0,255.0,126.0,,0.009489861076422787,0.9704716258257755,5.769651120685096e-05,True,8,10,4,166.0,False,,enpitsu,76561198039309853,25,-1567.300048828125,4922.0498046875,17.049999237060547,7137.9998779296875,3469.4000244140625,3.3000001311302185,0.09999999776482582,0.0,-2293.6000061035156,128.0,128.0,,0.016882908978917557,-2.91063169438264,1.9480910060299912e-05,True,4,False,255.0,False,4,,games5425898691,bf81d8692db,24.0,-2783.159912109375,4475.89013671875,84.8499984741211,-13470.6005859375,18173.599853515625,4154.599914550781,-72.89999961853027,-54.20000076293945,649.0000152587891,255.0,251.0,0.011478285521291797,2.2655445024855863,-0.00028263480142309285,True,8,False,10,191.71729035787683,True,,
7,564,14,False,False,1,10241.592975858508,3027.64990234375,-4877.2998046875,243.25,-10129.69970703125,1820.3999328613281,15305.50048828125,2394.7999572753906,3042.0001220703125,4583.699951171875,1.0,-0.6762869862145462,-2.403048315936943,1.0034868546459148,bf81d8692db,games5425898691,24.0,2930.5400390625,-4781.990234375,141.88999938964844,-5822.0001220703125,-12641.600341796875,2635.0,-4949.800109863281,-2388.800048828125,206.39999389648438,255.0,255.0,,0.44047471687011797,-2.292464675189162,0.2319165573310208,True,179.18027529665218,True,10,False,8,,76561198039309853,enpitsu,25.0,1503.550048828125,-4944.169921875,17.68000030517578,-7808.3001708984375,-1743.0000305175781,111.89999580383301,-354.00001525878906,-74.89999771118164,-1521.0000610351562,255.0,128.0,,-0.023450124604770604,3.089832461125087,-0.02250878591392189,True,4,4,False,255.0,False,,taykow.fn,b972aebdf4b,8,598.510009765625,-2439.489990234375,17.010000228881836,-2333.000030517578,-3296.099853515625,2.0000000298023224,0.09999999776482582,0.19999999552965164,-99.20000076293945,255.0,128.0,,-0.009478937903807062,-0.9513083711296694,8.244931745718769e-05,True,10,4,166.0,False,8,,ASH_SMURF_EU,4663783213084368671,11.0,2995.72998046875,-4547.8701171875,124.75,-7089.6002197265625,-19665.699462890625,1937.5,-2036.4999389648438,263.700008392334,2596.9000244140625,235.0,,0.38973563999279537,-1.6009436740423344,0.00596442346731065,True,False,False,6,133.0,False,,
8,642,17,False,False,1,9580.424656983028,1374.449951171875,-4428.47021484375,585.27001953125,-954.8000335693359,5298.499755859375,11605.999755859375,1853.0999755859375,-5563.499755859375,1269.7000122070312,1.0,0.9019660456368219,-0.9404993470835129,1.6721746778439759,76561198039309853,enpitsu,25.0,1301.06005859375,-4491.0498046875,404.1300048828125,12072.19970703125,4944.800109863281,2853.599853515625,1002.5,1891.3999938964844,904.0000152587891,255.0,0.0,False,0.713027530969837,1.8248460184516675,-0.42751343258624735,True,159.0,False,6,False,5,,bf81d8692db,games5425898691,25.0,1051.8399658203125,-5007.35009765625,36.90999984741211,-16138.399658203125,1056.9999694824219,-570.2999877929688,5267.8997802734375,1259.4000244140625,-918.7999725341797,128.0,0.0,,0.009154840147737209,-0.08600269940571645,0.6962651525330728,True,8,10,False,109.0,False,,taykow.fn,b972aebdf4b,8,1358.9599609375,-4135.47021484375,594.6900024414062,4442.900085449219,-10556.600341796875,3143.0999755859375,-2349.600067138672,4702.0001220703125,-1618.5000610351562,255.0,175.0,,0.6804469315890005,-1.9151545277353808,1.2353225324814314,True,12,6,123.0,False,8,,ASH_SMURF_EU,4663783213084368671,11.0,1465.1700439453125,-4932.25,14.020000457763672,-11612.39990234375,9680.800170898438,-38.19999933242798,2339.1000366210938,-480.29998779296875,276.5999984741211,255.0,102.0,0.014488053937220777,0.6946263391139048,-0.028751866739935003,True,False,False,6,23.318692371409455,True,,
9,645,17,False,False,0,871.7747229926584,-1361.6099853515625,4402.97998046875,697.5499877929688,4218.800048828125,13591.400146484375,10448.800048828125,2226.9000244140625,4977.5,-2502.899932861328,0.0,-0.44973077036349335,0.7387175323124411,2.1085350580627087,b972aebdf4b,taykow.fn,8.0,-1403.5799560546875,4238.14013671875,622.8200073242188,-4442.799987792969,9156.300048828125,2597.0001220703125,3755.1998901367188,-3200.1998901367188,-2430.2000427246094,255.0,173.0,,-0.7010158034882465,2.2073627603444925,0.48121497925215956,True,123.0,False,12,6,8,,4663783213084368671,ASH_SMURF_EU,11.0,-1368.1199951171875,4846.4599609375,16.40999984741211,11562.2998046875,-10895.799560546875,190.40000915527344,598.1000137329102,-90.29999732971191,-1456.3999938964844,255.0,0.0,,-0.014454313327706367,-0.7660359623879901,-0.036260704335487774,True,False,6,False,13.976559013448767,True,,enpitsu,76561198039309853,25,-1419.3699951171875,4437.14013671875,426.9100036621094,-11425.400390625,-5791.300048828125,1479.4000244140625,5.5000001192092896,-3581.0000610351562,4174.4000244140625,255.0,0.0,False,-0.6602809428714718,-1.747083613419558,0.1524330957486393,True,6,False,159.0,False,5,,games5425898691,bf81d8692db,25.0,-918.6199951171875,5004.919921875,32.68000030517578,15876.600341796875,192.39999771118164,-642.6000213623047,-5185.5999755859375,-792.5,-1652.5,128.0,0.0,-0.07071538811047412,-0.008924447820569663,0.2553663616015823,True,8,False,10,109.0,False,,
