,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_boost_collect
0,166,0,False,True,0,5200.469472934914,3.430000066757202,17.899999618530273,95.5999984741211,2541.1000061035156,25051.10107421875,3845.4000854492188,-231.20000839233398,-901.9999694824219,5927.19970703125,0.0,-0.010637480032458744,0.07061281797677225,-0.0031234345027700413,b2d05d5f14b,Pouka.,7.0,-6.389999866485596,-153.27000427246094,44.880001068115234,13581.300048828125,13593.599853515625,2658.3999633789062,4587.39990234375,-441.6999816894531,2473.699951171875,128.0,255.0,,-0.022898416494347724,0.9051897023723197,0.02477167729196616,True,4,False,6,0.0,False,,bf6efbc0d1b,BlxxmOw,16.0,-104.30000305175781,-1569.3900146484375,17.010000228881836,596.3999938964844,13334.7998046875,2.0999999344348907,0.3999999910593033,0.09999999776482582,-110.29999732971191,255.0,128.0,,0.009602782976491156,1.5159604490444638,4.956984318347363e-05,False,55.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,187.0399932861328,609.1699829101562,48.84000015258789,-4335.5999755859375,-18483.399658203125,3293.2998657226562,507.2999954223633,-109.20000076293945,138.00000190734863,255.0,128.0,,0.02257058511924557,-1.7798882002726581,-0.00013591357381706836,False,0.0,False,False,False,4,,enpitsu,76561198039309853,33,12.119999885559082,3789.469970703125,17.049999237060547,-83.90000343322754,-8911.199951171875,2.7000001072883606,0.29999999329447746,8.00000011920929,936.5000152587891,255.0,128.0,False,0.016670177547797906,-1.5599989396929488,9.000049494277808e-05,True,False,False,116.0,False,False,
1,169,0,False,False,1,5443.830727308994,-3.0399999618530273,-229.0800018310547,148.6199951171875,13516.500244140625,-207.70000457763672,10154.500122070312,5427.9998779296875,-976.6000366210938,-2362.7000427246094,1.0,-0.09998128214706582,-0.44461715559695153,-0.2586770846986534,bf81d8692db,games5425898691,19.0,-117.30000305175781,-299.3299865722656,86.45999908447266,4133.599853515625,19603.1005859375,1571.6000366210938,-4203.500061035156,2930.4000854492188,-1998.0999755859375,255.0,128.0,,-0.7708788455133805,1.7714376143788508,0.17526023264701726,False,3,False,4,0.0,False,,76561198039309853,enpitsu,33.0,-16.559999465942383,-3631.7099609375,17.049999237060547,-502.40001678466797,9940.499877929688,2.5999999046325684,-0.0,0.5999999865889549,52.10000038146973,255.0,128.0,False,-0.016686702438298177,1.5140891813868753,-6.865844972066651e-05,True,116.0,False,False,False,False,,BlxxmOw,bf6efbc0d1b,16.0,98.5,1457.4599609375,17.010000228881836,-755.8000183105469,-13507.7001953125,2.0999999344348907,-0.29999999329447746,-0.0,-25.69999933242798,255.0,128.0,,-0.00960286974789492,-1.5114931020772744,2.81200844528142e-05,False,55.0,False,False,False,False,,Pouka.,b2d05d5f14b,7,-75.98999786376953,-39.09000015258789,67.9000015258789,-7750.3997802734375,-19778.399658203125,2008.0000305175781,3528.3999633789062,4151.7999267578125,-750.0,128.0,255.0,,0.07668582197553993,-1.0559532701213274,-0.501773790866819,True,6,5,0.0,False,False,
2,276,3,True,True,1,3522.7015013056075,1013.8400268554688,1619.27001953125,189.11000061035156,-13855.799560546875,26842.900390625,5791.7999267578125,4191.199951171875,-3866.6000366210938,1866.0000610351562,1.0,1.2406457323842948,-0.6347218684070441,0.9411863956080169,76561198039309853,enpitsu,33.0,1034.800048828125,1527.969970703125,95.3499984741211,-7451.5997314453125,19839.89990234375,-394.7999954223633,-5400.7000732421875,-372.7000045776367,-971.2000274658203,255.0,,,-0.845348982444186,1.237893622472941,0.05728341739027876,True,1,False,2,21.0,False,,bf81d8692db,games5425898691,19.0,-1669.97998046875,1450.800048828125,16.899999618530273,-12333.699951171875,13573.800048828125,23.399999141693115,5.400000214576721,8.799999952316284,1863.800048828125,255.0,255.0,,-0.010168471435901561,0.7781870378637096,-0.00012839622643453705,,24.825436599792976,True,False,6,6,,BlxxmOw,bf6efbc0d1b,10.0,2441.60009765625,5098.2998046875,119.91000366210938,-17589.7998046875,2028.6000061035156,6676.9000244140625,4159.5001220703125,-927.3999786376953,412.90000915527344,128.0,143.0,,0.3500527680848611,0.09594550256992333,-1.2623129344740731,True,255.0,False,False,4,4,,Pouka.,b2d05d5f14b,6,-3890.409912109375,769.0999755859375,25.079999923706055,853.7000274658203,18634.7998046875,-163.99999618530273,-93.00000190734863,-395.60001373291016,-394.59999084472656,255.0,128.0,,-0.028200399979997372,1.650584331017918,0.22985726542368878,True,8,8,222.0,False,False,
3,568,5,False,False,0,5183.350250329231,-7.949999809265137,33.290000915527344,96.63999938964844,-3741.400146484375,21969.29931640625,2750.10009765625,-1541.6000366210938,81.40000343322754,-5797.8997802734375,0.0,-0.0008221424476833954,-0.14796003362382545,-0.039339857153439864,bf6efbc0d1b,BlxxmOw,8.0,11.670000076293945,-165.97000122070312,57.86000061035156,-18488.199462890625,11969.000244140625,2832.9998779296875,2805.4000854492188,-4726.600036621094,195.20000457763672,255.0,223.0,,0.009754127362131961,2.109161516122679,-0.10461018363367819,False,3,False,4,0.0,False,,b2d05d5f14b,Pouka.,7.0,-32.810001373291016,-1354.0899658203125,17.010000228881836,2933.5000610351562,13784.49951171875,2.0999999344348907,0.0,-0.7000000029802322,-6.800000071525574,255.0,128.0,,0.009597029168865429,1.3600116704206526,6.653677086526516e-05,True,87.0,False,False,4,4,,games5425898691,bf81d8692db,19.0,-133.33999633789062,355.2099914550781,85.43000030517578,2515.0999450683594,-22730.50048828125,2295.2000427246094,5493.699951171875,260.5999946594238,25.499999523162842,255.0,181.0,,0.7043434596946705,-1.5748952760841572,-0.036102123362260846,True,0.0,False,False,3,4,,enpitsu,76561198039309853,33,28.959999084472656,3649.97998046875,17.049999237060547,1414.7999572753906,-10061.900024414062,2.5999999046325684,0.19999999552965164,-0.5999999865889549,0.0,255.0,0.0,,0.016669301337098708,-1.4310645076190887,-5.7190037169947065e-05,True,False,False,116.0,False,False,
4,569,5,False,False,1,5270.381967445637,-45.529998779296875,-45.599998474121094,134.32000732421875,-16692.39990234375,11990.699462890625,7548.0999755859375,4388.699951171875,797.3000335693359,4012.7999877929688,1.0,0.09492182709760584,0.050870822556836226,-0.31547712985034276,bf81d8692db,games5425898691,19.0,113.95999908447266,-125.36000061035156,96.5999984741211,-655.5999755859375,18822.2998046875,-180.79999923706055,-5284.89990234375,-1291.6999816894531,806.9000244140625,255.0,213.0,,-1.47186172361894,2.672794517671916,-1.3365922239265604,True,3,False,4,0.0,False,,76561198039309853,enpitsu,33.0,-28.959999084472656,-3649.97998046875,17.049999237060547,-1414.7999572753906,10061.900024414062,2.5999999046325684,-0.19999999552965164,0.5999999865889549,0.0,255.0,0.0,,-0.016669301337098708,1.4310645076190887,-5.7190037169947065e-05,True,116.0,False,False,False,False,,BlxxmOw,bf6efbc0d1b,8.0,135.16000366210938,80.77999877929688,76.80999755859375,17640.400390625,-10380.699462890625,2038.699951171875,-2521.6000366210938,4873.800048828125,-370.09998321533203,255.0,244.0,,0.08162665839223324,-2.0367444431331823,-0.7008464473146236,False,0.0,False,False,3,4,,Pouka.,b2d05d5f14b,7,32.810001373291016,1354.0899658203125,17.010000228881836,-2933.5000610351562,-13784.49951171875,2.0999999344348907,-0.0,0.7000000029802322,-6.800000071525574,255.0,128.0,,-0.009597029168865429,-1.3600116704206526,6.653677086526516e-05,True,4,4,87.0,False,False,
5,754,12,False,False,0,9888.592501009785,2923.5400390625,-3981.14990234375,97.76000213623047,2256.6000366210938,9920.700073242188,2901.7999267578125,-56.19999885559082,-4029.2999267578125,3111.400146484375,0.0,-0.5214662692477038,-1.714857421645674,2.7033908250450445,b2d05d5f14b,Pouka.,7.0,2823.669921875,-4125.7001953125,17.010000228881836,1935.5999755859375,7124.4000244140625,2.0999999344348907,0.7999999821186066,0.0,0.0,255.0,128.0,False,0.009582692553187881,1.3055024146891896,-9.142104257300836e-07,False,4,False,4,,False,,bf6efbc0d1b,BlxxmOw,22.0,1776.8299560546875,-3856.64990234375,17.010000228881836,4918.999938964844,10732.7001953125,-0.19999999552965164,0.09999999776482582,0.3999999910593033,547.7000045776367,255.0,135.0,False,0.009553498268475869,1.175235700739934,-0.0002026786505612554,False,233.22000021319235,True,False,6,6,,games5425898691,bf81d8692db,19.0,2356.60009765625,4407.81005859375,17.010000228881836,3162.2000122070312,-5768.0999755859375,2.5,-0.19999999552965164,1.4000000059604645,2311.1000061035156,255.0,255.0,,0.009481769573908222,-1.084401616031999,0.00015149881559185167,True,85.0,False,False,False,False,,enpitsu,76561198039309853,33,3317.68994140625,-322.6300048828125,17.049999237060547,2039.4000244140625,8805.499877929688,2.5999999046325684,0.0,0.7000000029802322,0.0,0.0,128.0,,0.01691591334085583,-1.7984001761529693,5.5545687499975275e-05,True,2,2,255.0,False,False,
6,779,13,False,False,0,9157.444543861324,3125.929931640625,-3086.9599609375,94.86000061035156,1319.9000549316406,8220.700073242188,1713.5000610351562,-3957.9000854492188,-1643.3000183105469,3111.400146484375,0.0,-0.8410139476584465,-1.7363335446157464,1.092963084562953,b2d05d5f14b,Pouka.,7.0,3108.800048828125,-3304.25,17.0,3169.5999145507812,9442.999877929688,3.400000035762787,0.5000000074505806,0.0,6.1000001430511475,192.0,128.0,False,0.009622843028473224,1.247782984551246,-6.344997541273462e-06,False,4,False,4,,False,,bf6efbc0d1b,BlxxmOw,22.0,2211.070068359375,-2186.159912109375,99.41999816894531,4836.000061035156,22419.69970703125,-167.99999237060547,-5397.1002197265625,1049.1999816894531,-139.79999542236328,255.0,128.0,False,0.9107227847406452,-1.7300250139961386,-3.0947622370614667,False,175.0,False,False,8,7,,games5425898691,bf81d8692db,19.0,3103.360107421875,4073.85009765625,17.010000228881836,9300.2001953125,-6519.2999267578125,2.3999999463558197,-0.7999999821186066,0.5999999865889549,-2027.4000549316406,255.0,0.0,,0.009546788006686192,-0.6422758391519408,-9.992327883168151e-05,True,85.0,False,False,False,False,,enpitsu,76561198039309853,33,3551.02001953125,294.75,17.049999237060547,-183.60000610351562,-492.7000045776367,2.5999999046325684,1.0000000149011612,-3.4999999403953552,267.00000762939453,255.0,255.0,,0.016416876822398254,-2.1292926110387564,3.896628385160743e-05,True,2,2,255.0,False,False,
7,807,14,False,False,0,8205.677410876708,3159.159912109375,-1993.6400146484375,95.70999908447266,-3000.10009765625,14850.799560546875,-149.60000038146973,-1804.4000244140625,896.9999694824219,781.2000274658203,0.0,-0.6109579378239738,-3.0769387659465,-0.3928535834237364,b2d05d5f14b,Pouka.,7.0,3245.97998046875,-2183.989990234375,16.989999771118164,-1738.3000183105469,12613.299560546875,4.600000083446503,0.0,-0.5999999865889549,221.29999160766602,198.0,128.0,False,0.00957259920197235,1.7271778082958984,-8.413871867748757e-05,False,4,False,4,,False,,bf6efbc0d1b,BlxxmOw,22.0,2671.39990234375,28.309999465942383,16.75,1319.1000366210938,22542.2998046875,57.800002098083496,6.000000238418579,-13.09999942779541,1835.7000732421875,255.0,255.0,False,0.009971117823264708,1.572269820203726,0.0007397777712050947,True,175.0,False,False,8,8,,games5425898691,bf81d8692db,19.0,3553.330078125,2951.550048828125,17.010000228881836,831.9999694824219,-13662.7001953125,2.0999999344348907,0.0,-0.7999999821186066,-247.19999313354492,255.0,128.0,,0.009575162944156263,-1.5311691538414194,8.291056254459223e-05,True,85.0,False,False,False,False,,enpitsu,76561198039309853,33,3285.469970703125,-372.25,17.049999237060547,-5377.60009765625,-11636.99951171875,-2.199999988079071,-0.09999999776482582,-0.7000000029802322,260.0,255.0,255.0,,0.016722433474020137,-1.9820249946518729,-0.00023765233441038882,True,2,2,213.99005608661201,True,False,
8,813,14,False,False,0,7924.106684329764,3100.72998046875,-1702.3399658203125,93.37000274658203,-2824.5001220703125,14220.699462890625,158.80000114440918,-3284.89990234375,468.1999969482422,781.2000274658203,0.0,-0.7296047475982422,2.9504606575482866,0.24946130739420702,b2d05d5f14b,Pouka.,7.0,3197.360107421875,-1894.260009765625,16.989999771118164,-2563.2998657226562,12493.1005859375,3.799999952316284,-0.29999999329447746,-7.200000286102295,489.90001678466797,196.0,161.0,False,0.009606661008617352,1.779235746803077,0.00012267442263542316,False,4,False,4,,False,,bf6efbc0d1b,BlxxmOw,22.0,2575.93994140625,567.6300048828125,17.010000228881836,-8622.999877929688,19831.8994140625,2.3999999463558197,0.09999999776482582,-0.19999999552965164,1996.199951171875,255.0,255.0,False,0.009596224691999404,2.0593936382600937,1.753014185048162e-05,True,175.0,False,False,8,8,,games5425898691,bf81d8692db,19.0,3565.5400390625,2604.080078125,17.010000228881836,381.6999816894531,-14064.89990234375,2.0999999344348907,0.0,0.3999999910593033,-3.6000001430511475,255.0,128.0,,0.009575095283701658,-1.5442302256051679,5.089352673701044e-05,True,116.0,False,False,False,False,,enpitsu,76561198039309853,33,3203.3798828125,-561.6699829101562,17.049999237060547,-5453.0999755859375,-13445.799560546875,-1.8000000715255737,-2.5999999046325684,-7.300000190734863,552.400016784668,255.0,0.0,,0.01676561344650503,-1.9613670609263554,6.684855829530449e-05,True,3,2,201.52363858428052,True,False,
9,821,14,False,False,1,5481.229155468758,-3013.110107421875,1297.77001953125,93.56999969482422,5494.89990234375,28244.89990234375,3028.2000732421875,1587.2999572753906,241.49999618530273,3632.2000122070312,1.0,0.22223012260332262,-2.525356419556428,1.5633035326393867,76561198039309853,enpitsu,33.0,-3065.81005859375,1027.8299560546875,68.26000213623047,10375.999755859375,18338.1005859375,3107.39990234375,-2687.3001098632812,3743.699951171875,-1527.2000122070312,255.0,0.0,,-0.11371452546908528,1.8549888680994362,0.031231642792013507,True,3,False,4,191.0,False,,bf81d8692db,games5425898691,19.0,-3542.360107421875,-2172.300048828125,17.010000228881836,2777.6998901367188,13790.899658203125,2.0999999344348907,0.3999999910593033,1.4000000059604645,-542.9999923706055,255.0,112.0,,-0.009598851763819095,1.8098799283697127,0.00013799621501053863,True,116.0,False,False,False,False,,BlxxmOw,bf6efbc0d1b,21.0,-2239.75,-987.739990234375,17.010000228881836,16451.400146484375,-12300.2001953125,2.3999999463558197,0.29999999329447746,-0.0,2013.6000061035156,255.0,255.0,False,-0.009568963463719606,-2.5781454707261657,-2.3130293698875984e-05,True,175.0,False,False,8,8,,Pouka.,b2d05d5f14b,7,-3107.47998046875,1573.22998046875,72.66999816894531,3812.0999145507812,-12391.099853515625,2930.2999877929688,-25.499999523162842,975.5999755859375,1906.199951171875,128.0,255.0,False,-0.03691083587194081,-2.097812533124795,-0.012234439691319926,False,6,4,,False,False,
