,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_dodge_active,opp_2_boost_collect,shot_taker_handbrake
0,170,0,False,False,0,5324.034611728587,45.59000015258789,-100.11000061035156,120.87999725341797,1281.199951171875,12603.800048828125,8317.80029296875,5645.0,1186.8000030517578,-1650.5000305175781,0.0,0.0699541274987175,-0.1225016801714912,0.28540709479977716,bf81d8692db,games5425898691,18.0,80.44000244140625,-329.1600036621094,84.63999938964844,-2667.7999877929688,22646.10107421875,2301.199951171875,-5499.5001220703125,-53.89999866485596,-45.900001525878906,128.0,128.0,0.7551897061513824,1.5728490095253096,-0.006605516709661656,True,0.0,False,4,False,3,,76561198039309853,enpitsu,27.0,39.40999984741211,-3538.389892578125,17.049999237060547,316.49999618530273,10546.199951171875,2.7000001072883606,-0.29999999329447746,-0.3999999910593033,0.0,255.0,128.0,False,0.016657695376211527,1.5407549988273979,3.9665512668935056e-05,True,116.0,False,False,False,False,,SynixRL,b01147202bb,8,7.510000228881836,1249.77001953125,17.010000228881836,180.30000686645508,-14275.799560546875,2.0999999344348907,0.0,0.0,0.09999999776482582,247.0,128.0,,0.00959805709599885,-1.5581333976692096,-7.89617117315829e-06,True,False,False,43.0,False,False,,LunaticStyles,5364590267745823719,13.0,19.260000228881836,73.19000244140625,88.43000030517578,11084.599609375,-16478.399658203125,2167.2999572753906,5094.4000244140625,1980.5999755859375,-610.6999969482422,255.0,102.0,,0.720036203539445,-1.1120710748126004,0.08519940378871224,True,0.0,False,False,4,3,,
1,172,0,False,False,1,5163.830928562033,-68.43000030517578,67.02999877929688,157.24000549316406,-3934.4000244140625,3808.800048828125,4777.099914550781,4491.199951171875,663.8999938964844,-3203.3999633789062,1.0,0.16468070574862745,0.5198781713977527,0.25350581249632254,5364590267745823719,LunaticStyles,13.0,-71.95999908447266,-53.25,93.58000183105469,-7033.0999755859375,-1771.300048828125,401.3999938964844,-4194.4000244140625,-308.29999923706055,-131.5999984741211,255.0,101.0,-1.2979498211629457,0.9152579792006192,0.6143902975059868,True,0.0,False,4,False,3,,b01147202bb,SynixRL,8.0,-8.710000038146973,-1154.5699462890625,17.010000228881836,-180.30000686645508,14275.799560546875,2.0999999344348907,-0.0,-0.0,0.09999999776482582,247.0,128.0,,-0.00959805709599885,1.5581333976692096,-7.89617117315829e-06,True,43.0,False,False,False,False,21.0,enpitsu,76561198039309853,27,-41.560001373291016,3466.830078125,17.049999237060547,-326.50001525878906,-10878.800048828125,2.7000001072883606,0.3999999910593033,0.3999999910593033,0.0,255.0,128.0,False,-0.016657695376211527,-1.5407549988273979,3.9665512668935056e-05,True,False,False,116.0,False,False,,games5425898691,bf81d8692db,18.0,-69.11000061035156,194.27999877929688,98.25,-1316.6999816894531,-4706.7999267578125,1140.6999969482422,4035.4000854492188,-444.39998626708984,-2467.899932861328,128.0,128.0,,-1.351359868366625,-1.5099640158832663,-0.20445373382456913,True,0.0,False,False,4,3,,
2,184,0,False,False,1,5247.132958857653,-255.25,20.719999313354492,101.19000244140625,-2942.39990234375,-1131.3999938964844,1547.4000549316406,1241.6000366210938,-3228.900146484375,-2660.1998901367188,1.0,0.8267526081800021,1.5380481083129727,-0.03283849007359514,5364590267745823719,LunaticStyles,13.0,-379.1199951171875,-221.58999633789062,88.76000213623047,-6958.0999755859375,-4046.6000366210938,-140.39999961853027,-5458.599853515625,280.9000015258789,611.5000152587891,255.0,128.0,1.2921145370898703,-1.88736450935373,2.7578986063347926,True,0.0,False,4,False,3,,b01147202bb,SynixRL,8.0,-40.619998931884766,-529.2899780273438,17.010000228881836,-3606.199951171875,13540.30029296875,2.3000000417232513,0.19999999552965164,-0.9000000357627869,2089.600067138672,247.0,255.0,,-0.009577483470680813,1.2564506002834872,0.00010423140211593994,True,74.0,False,False,False,False,,enpitsu,76561198039309853,27,-57.65999984741211,2940.610107421875,17.049999237060547,-633.4000015258789,-13422.19970703125,-1.4000000059604645,0.9000000357627869,7.300000190734863,-559.3000030517578,255.0,0.0,False,-0.016717054909928412,-1.5335945335081314,-0.00011264963417790284,True,False,False,94.06473989640513,True,False,8.0,games5425898691,bf81d8692db,18.0,-124.91999816894531,234.7899932861328,116.55999755859375,-1350.8000183105469,1329.2999267578125,-146.5999984741211,5438.599853515625,-691.2000274658203,-439.50000762939453,255.0,128.0,,0.7089981710300581,1.7661263606038209,-3.036050526540989,True,0.0,False,False,4,4,,
3,194,0,False,False,1,5274.344635185111,-383.4800109863281,23.200000762939453,135.89999389648438,-9972.60009765625,13031.800537109375,5735.9002685546875,5760.7000732421875,1008.4999847412109,-1340.0999450683594,1.0,1.0831073341583346,0.8417535516094738,-2.0455496700096987,b01147202bb,SynixRL,8.0,-280.5400085449219,-153.77999877929688,17.010000228881836,-10504.89990234375,11100.999755859375,-0.3999999910593033,-2.0999999344348907,2.199999988079071,40.999999046325684,255.0,128.0,-0.009595866949082404,0.7964592291905548,-0.00021517700618058552,True,55.2801461065969,True,False,False,False,,5364590267745823719,LunaticStyles,13.0,-599.0700073242188,-348.7799987792969,61.27000045776367,-6930.999755859375,-3950.1998901367188,-1782.4000549316406,-2523.9999389648438,951.9999694824219,-726.8000030517578,255.0,0.0,,0.4830686237140673,1.7846944928411062,0.18654500301388088,True,0.0,False,4,False,4,,enpitsu,76561198039309853,27,-175.75,2485.93994140625,17.049999237060547,-6694.2999267578125,-14886.700439453125,-2.199999988079071,1.1999999731779099,2.5,-250.30000686645508,0.0,128.0,False,-0.01677468019451236,-1.123437907854634,0.00023704588180497235,True,False,False,106.0,False,False,,games5425898691,bf81d8692db,18.0,-182.3300018310547,291.95001220703125,70.16999816894531,-1385.2000427246094,1296.300048828125,-2309.199981689453,1700.3999328613281,-3250.10009765625,-1486.6000366210938,255.0,0.0,,0.5857948865488719,-0.7545049830334223,0.6053866810663454,True,0.0,False,False,4,4,,
4,240,2,False,False,1,4152.216116246292,-1983.469970703125,2148.419921875,184.5500030517578,11784.200439453125,11522.80029296875,3856.099853515625,4595.10009765625,-3722.0001220703125,-1015.2999877929688,1.0,-0.95451086336692,0.04207535296057259,-0.3073243686209727,b01147202bb,SynixRL,8.0,-2133.590087890625,2092.699951171875,81.01000213623047,6589.69970703125,16681.800537109375,2890.7000732421875,2410.500030517578,3908.900146484375,-2860.0,246.0,0.0,0.0920447011846157,1.970662885929945,0.06869700797510778,True,0.0,False,4,False,3,,5364590267745823719,LunaticStyles,13.0,-1500.6400146484375,-27.420000076293945,17.010000228881836,-11788.599853515625,-1817.5,0.19999999552965164,0.7999999821186066,-0.0,2088.5000610351562,255.0,233.0,,-0.009543868198894962,-0.18060240380046214,0.00018706353484430882,False,21.593376339122813,True,4,False,4,,enpitsu,76561198039309853,27,-1812.72998046875,2290.260009765625,46.25,-15349.300537109375,7523.800048828125,3470.7000732421875,-157.2000026702881,-384.00001525878906,2165.2000427246094,255.0,255.0,False,-0.02542100691033584,0.3165825070845105,0.0007552863026528781,True,2,1,58.0,False,False,,games5425898691,bf81d8692db,18.0,-597.6900024414062,1340.9100341796875,85.41999816894531,-864.0000152587891,14541.600341796875,-160.6999969482422,-5499.89990234375,-29.100000858306885,-14.700000286102295,255.0,128.0,,-0.2256770748260465,-1.5767104221121182,-3.138841727788699,True,0.0,False,False,6,5,,
5,311,5,False,False,0,9876.874973070997,-714.1199951171875,-4735.2001953125,118.0,-19625.799560546875,-8269.299926757812,503.80001068115234,3873.3999633789062,-3863.900146484375,357.90000915527344,0.0,-0.055351332815433175,0.5348495857338316,1.743936243444828,bf81d8692db,games5425898691,18.0,-431.6400146484375,-4663.31982421875,81.69999694824219,-15640.799560546875,-6204.1998291015625,4205.0,286.8000030517578,-1516.3999938964844,-1586.1000061035156,255.0,132.0,0.11160545434980111,-3.0638432587611844,-0.008064550905605405,True,0.0,False,8,False,6,,76561198039309853,enpitsu,27.0,1782.800048828125,-5102.93994140625,327.4200134277344,-17109.200439453125,3.1999999284744263,-5733.800048828125,0.0,46.10000133514404,0.29999999329447746,255.0,128.0,,0.30449553192797824,-3.1240342286225427,1.5760665748479434,True,201.0,False,2,False,2,,SynixRL,b01147202bb,8,2929.27001953125,-4813.81005859375,18.079999923706055,-8980.2001953125,7609.2999267578125,-1932.5,3726.7999267578125,2769.2001342773438,-1962.1000671386719,247.0,0.0,False,0.1325596554694331,2.384314030754864,0.006602157105506061,False,4,4,,False,False,,LunaticStyles,5364590267745823719,13.0,3161.840087890625,3772.409912109375,17.0,14699.49951171875,9331.799926757812,3.3000001311302185,-0.5999999865889549,-0.3999999910593033,-24.200000762939453,255.0,128.0,,0.00959846642587583,0.5622568410065405,7.08736746132364e-05,True,,False,False,6,6,,
6,379,7,False,False,0,9636.516252557512,-3656.3798828125,-4092.699951171875,116.69000244140625,-15452.19970703125,-1151.2999725341797,7020.2001953125,-5084.200134277344,2067.100067138672,2424.199981689453,0.0,-0.8858440706615124,-2.7659616914224983,-0.7837394392110943,bf81d8692db,games5425898691,18.0,-3521.510009765625,-4019.52001953125,16.610000610351562,-14014.000244140625,2715.0,-470.09998321533203,-1317.5,219.69999313354492,1141.1000061035156,255.0,255.0,0.00863340510981423,3.067642763584226,0.011120194514345481,True,236.25125163344927,True,8,False,6,,76561198039309853,enpitsu,27.0,-2381.340087890625,-3887.090087890625,17.049999237060547,-272.7000045776367,1121.9999694824219,2.5999999046325684,2.0000000298023224,-2.3999999463558197,-117.60000228881836,128.0,128.0,,0.017257569444418613,1.758313202741462,0.00024338109617506645,True,232.0,False,4,False,4,,SynixRL,b01147202bb,8,3489.39990234375,-832.7899780273438,96.68000030517578,3703.2998657226562,22526.59912109375,-164.50000762939453,-5415.0,962.9000091552734,-8.299999833106995,246.0,172.0,False,1.2078019679542351,-1.7427505067800717,3.1313534128866016,True,8,7,,False,False,,LunaticStyles,5364590267745823719,26.0,2476.97998046875,3966.780029296875,17.010000228881836,-12385.2001953125,386.1000061035156,2.0999999344348907,-3.8999998569488525,0.19999999552965164,-1445.3999328613281,255.0,124.0,False,0.00956343731193819,3.0360799005754426,0.0001270730643443821,True,255.0,False,False,6,6,,
7,389,8,False,False,0,9562.854384636634,-3930.580078125,-3928.60009765625,397.4800109863281,-1732.8999328613281,6583.2000732421875,6227.9998779296875,758.7999725341797,-4179.100036621094,4237.699890136719,0.0,0.06944156307045375,-2.213529381669973,0.46962890008462493,bf81d8692db,games5425898691,18.0,-3944.31005859375,-4049.179931640625,187.38999938964844,-5102.699890136719,500.29998779296875,12679.49951171875,-2845.7998657226562,4582.0001220703125,-1075.1000213623047,255.0,0.0,-1.2375247376059335,3.1123024307247666,0.5188938560713368,True,213.0,False,8,False,6,,76561198039309853,enpitsu,27.0,-2383.739990234375,-3875.6201171875,17.049999237060547,0.0,-0.09999999776482582,2.5999999046325684,0.7999999821186066,0.0,0.0,128.0,128.0,,0.016831351832267832,1.7524932559346795,1.0478246026161396e-06,True,232.0,False,4,False,4,,SynixRL,b01147202bb,8,3639.8798828125,83.31999969482422,90.26000213623047,3675.0,22371.39892578125,-239.20000076293945,-5155.5999755859375,929.4000244140625,82.39999771118164,242.0,128.0,False,-1.4264876000532425,1.283677704879642,0.10982302779810316,True,8,8,255.0,False,False,,LunaticStyles,5364590267745823719,26.0,1934.22998046875,4053.989990234375,17.010000228881836,-13108.499755859375,2881.400146484375,2.3000000417232513,4.399999976158142,-0.7000000029802322,-1046.500015258789,255.0,2.0,False,0.009583017963708217,2.931338744719312,-0.00012692538636516397,True,255.0,False,False,6,6,,
8,469,10,False,False,0,6655.656459820998,-3800.56005859375,-848.4299926757812,139.8300018310547,9744.600219726562,13095.400390625,1114.800033569336,-1041.8000030517578,-5320.10009765625,2571.0000610351562,0.0,-0.4730535648834789,-1.370620737527699,0.9916041447614915,bf81d8692db,games5425898691,18.0,-3925.77001953125,-944.6699829101562,33.150001525878906,9444.000244140625,10301.400146484375,-3956.9000244140625,149.3000030517578,-4265.0,-1955.8999633789062,255.0,0.0,0.2664756376793994,0.7602617627567657,0.2601851675213702,True,203.6167830190351,True,8,False,6,,76561198039309853,enpitsu,27.0,-2003.0799560546875,-1594.2900390625,17.049999237060547,3142.0999145507812,13726.8994140625,2.5999999046325684,-0.5000000074505806,-0.19999999552965164,0.0,255.0,128.0,,0.01671851733816816,1.3457559317676817,3.035883645001608e-05,True,232.0,False,4,False,4,,SynixRL,b01147202bb,8,24.5,3027.14990234375,17.0,-18540.0,-9421.799926757812,3.3000001311302185,-0.5000000074505806,-0.09999999776482582,8.500000238418579,245.0,128.0,False,0.009605161335061143,-2.6702670052133297,-5.153673391809623e-05,True,8,8,255.0,False,False,,LunaticStyles,5364590267745823719,26.0,-1907.31005859375,4309.14990234375,17.010000228881836,-10490.6005859375,-9338.599853515625,1.0000000149011612,1.0000000149011612,0.7000000029802322,2046.7999267578125,255.0,202.0,False,0.00957079036690467,-2.349603940246604,3.1020752368708524e-05,True,248.7378325129068,True,False,6,6,,
9,483,11,False,False,0,5794.297868775136,-3282.5,-140.00999450683594,105.94000244140625,5902.1002197265625,16746.800537109375,-808.4999847412109,128.1999969482422,-3421.099853515625,1855.3999328613281,0.0,-0.3210380792514425,-2.1215867115765117,-1.770064663442522,bf81d8692db,games5425898691,18.0,-3217.989990234375,-275.5299987792969,16.739999771118164,9359.89990234375,16508.00048828125,-45.19999980926514,209.89999771118164,894.8000335693359,-585.9999847412109,255.0,128.0,0.01638404861479038,1.1108603187426918,0.01913982182268797,True,158.7126881486626,True,8,False,6,,76561198039309853,enpitsu,27.0,-1787.52001953125,-839.5599975585938,17.049999237060547,5379.5001220703125,13030.50048828125,2.5999999046325684,-0.09999999776482582,-0.5000000074505806,-61.79999828338623,255.0,0.0,,0.016771797287695654,1.172081285532428,6.734654943408028e-05,True,232.0,False,4,False,4,,SynixRL,b01147202bb,8,-816.1300048828125,2463.06005859375,17.0,-15374.7998046875,-13685.6005859375,3.3000001311302185,-0.19999999552965164,-0.19999999552965164,41.90000057220459,241.0,128.0,False,0.009596326924062681,-2.408935242559019,-5.691361140211956e-05,True,8,8,255.0,False,False,,LunaticStyles,5364590267745823719,14.0,-2245.0,3625.6298828125,17.010000228881836,-1275.199966430664,-15451.700439453125,0.5000000074505806,0.0,4.300000071525574,1408.0000305175781,255.0,128.0,False,0.009597743800014092,-1.5846267094867237,-4.348291749440409e-05,True,226.6225117944902,True,False,6,6,,
