,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_boost_collect,opp_2_handbrake
0,166,0.0,False,False,1,5201.875249646982,-138.41000366210938,42.0099983215332,104.94000244140625,-24368.701171875,7297.7001953125,1691.300048828125,1894.7999572753906,2906.099853515625,4895.199890136719,1.0,0.17089833880308794,-0.3458253021287937,-0.15947725926186176,8284245fadb44a01ab1ee0c99476c869,ᴷᵂᵀ VOXEL,33.0,155.6999969482422,-64.80000305175781,34.529998779296875,-13652.39990234375,18392.80029296875,-2076.699981689453,-314.3000030517578,-4099.2999267578125,-549.3999862670898,255.0,238.0,,0.367003677271904,1.0987377405780914,0.244287098317413,True,0.0,False,4,4,False,,2cb677f6f3724d7dbdf5c6b5e3de9d7f,YBM999,42.0,-1983.3299560546875,-3952.1298828125,17.0,-16638.399658203125,-6397.5,3.1999999284744263,-0.9000000357627869,-0.09999999776482582,-409.39998626708984,255.0,128.0,,-0.00957222544869858,-0.33262072940294274,0.00010247162807244816,False,0.0,False,False,False,False,,enpitsu,76561198039309853,27.0,-245.10000610351562,426.0400085449219,89.58000183105469,13320.10009765625,-18589.000244140625,2433.800048828125,4470.7000732421875,3203.5000610351562,0.0,255.0,0.0,,-0.3010805109621993,-2.1925184209683275,2.9461262867942225e-06,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,17.0,-2648.5,4070.239990234375,17.010000228881836,-17791.300048828125,3108.599853515625,2.3000000417232513,0.5000000074505806,-0.09999999776482582,1921.3999938964844,255.0,255.0,-0.009593030200668264,0.10912214963402611,5.418006271311697e-05,True,False,False,0.0,False,False,,
1,214,1.0,False,False,0,7973.098001086326,3968.7900390625,-1176.969970703125,170.14999389648438,-11192.099609375,25852.19970703125,10012.39990234375,2775.1998901367188,5084.2999267578125,1564.1999816894531,0.0,-0.29705565256361,-2.4454306581071905,-0.31331600046999214,bf81d8692db,games5425898691,17.0,4062.39990234375,-1438.780029296875,173.44000244140625,-1701.4999389648438,22327.60009765625,-5251.6998291015625,-1519.2999267578125,2779.5999145507812,1004.1999816894531,255.0,255.0,,0.28769293128316714,1.6854241626213018,-1.2351117822669235,True,139.62274401418628,True,False,False,False,,76561198039309853,enpitsu,27.0,-381.6199951171875,-10.850000381469727,17.049999237060547,-7370.7000732421875,-4.799999892711639,2.5999999046325684,-0.7999999821186066,0.19999999552965164,386.50001525878906,255.0,128.0,,0.016671405263961526,-3.1094771626406152,-0.000277229260358369,True,0.0,False,2,False,2,,ᴷᵂᵀ VOXEL,8284245fadb44a01ab1ee0c99476c869,33.0,1274.8199462890625,143.07000732421875,47.56999969482422,12077.7001953125,6708.2000732421875,2916.6000366210938,-1548.0999755859375,-242.29999542236328,-469.50000762939453,255.0,145.0,,0.022171824469167656,0.4800415281035564,-0.03836197187940581,True,15.297522614079142,True,6,False,5,,YBM999,2cb677f6f3724d7dbdf5c6b5e3de9d7f,42.0,3660.169921875,2598.14990234375,17.0,-7715.7000732421875,-13459.200439453125,3.799999952316284,-0.29999999329447746,-0.5000000074505806,-3085.0,255.0,0.0,0.009560919235752403,-2.2870626733518504,-5.10544435100026e-05,True,False,False,255.0,False,False,26.0,False
2,285,4.0,False,False,1,10391.25641001368,-1258.6800537109375,-5025.41015625,588.5999755859375,-338.4000015258789,4970.299987792969,1983.2000732421875,2173.3999633789062,-2258.8999938964844,370.9000015258789,1.0,-0.30379415097919743,1.8540047626238305,-2.758758125932781,2cb677f6f3724d7dbdf5c6b5e3de9d7f,YBM999,41.0,-1165.4200439453125,-4930.77978515625,511.2900085449219,8951.900024414062,-7275.3997802734375,1978.800048828125,-5477.5,-297.00000762939453,397.5,255.0,246.0,,0.8990521379477512,0.5527443066880549,0.4032934001584582,True,201.48278709893586,True,4,False,4,,8284245fadb44a01ab1ee0c99476c869,ᴷᵂᵀ VOXEL,34.0,-2072.06005859375,-4240.47021484375,16.989999771118164,18495.899658203125,-7953.0999755859375,4.699999988079071,-0.0,-0.19999999552965164,1525.5999755859375,255.0,251.0,,-0.009603264669301854,-2.762797351264373,0.00020800682819069278,True,4.0,False,6,False,6,,enpitsu,76561198039309853,27.0,3702.6298828125,-272.42999267578125,17.059999465942383,-2312.5999450683594,-10408.199462890625,1.5000000596046448,-2.0000000298023224,-6.3999998569488525,-1798.6000061035156,255.0,128.0,,-0.016710247197391895,-1.2450415491502524,0.0002461704120682751,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,18.0,-229.0500030517578,-1738.0899658203125,17.030000686645508,-1351.300048828125,-20970.400390625,-0.5000000074505806,-0.0,1.8000000715255737,-136.49999618530273,255.0,128.0,-0.009594765329778354,-1.4900151802030637,0.00010856901013725873,True,False,False,79.0,False,False,,
3,325,5.0,False,False,0,2484.2610372296062,1544.550048828125,4676.02978515625,223.72000122070312,1792.7000427246094,26130.30029296875,-5316.6998291015625,702.7999877929688,-80.69999694824219,5958.0999755859375,0.0,0.6903267364714882,1.018315357943214,1.0727522622465666,bf81d8692db,games5425898691,18.0,1544.5999755859375,4498.39013671875,232.4499969482422,8660.0,18759.300537109375,-143.1999969482422,-4886.000061035156,-1975.8999633789062,-1572.2999572753906,255.0,255.0,,0.04780361186772867,0.6353310086504768,-1.256201614399069,True,58.878778508914415,True,4,3,False,,76561198039309853,enpitsu,27.0,-1925.969970703125,1040.9300537109375,17.059999465942383,18926.700439453125,2606.6000366210938,1.7000000178813934,-1.2999999523162842,-0.19999999552965164,1770.8000183105469,255.0,255.0,,0.01678049907011011,0.18050992328069265,0.00019151122165755738,True,220.0,False,4,False,4,,ᴷᵂᵀ VOXEL,8284245fadb44a01ab1ee0c99476c869,34.0,1459.56005859375,4487.47021484375,79.44999694824219,6184.69970703125,5683.800048828125,188.4000015258789,-5499.5001220703125,34.20000076293945,-56.99999809265137,128.0,28.0,,-0.40470686262198424,-3.06045776224913,1.3576855349180919,True,34.0,False,8,False,7,,YBM999,2cb677f6f3724d7dbdf5c6b5e3de9d7f,41.0,588.760009765625,5208.759765625,240.25999450683594,-2463.0999755859375,836.2999725341797,-6432.5,-262.5,3.8999998569488525,30.799999237060547,255.0,128.0,-0.009315925987177473,-0.8961393150451515,0.2824220342370279,True,False,4,140.0,False,4,,
4,406,8.0,False,False,1,8086.640736263477,-2267.85009765625,-2302.030029296875,1111.030029296875,-6078.0999755859375,16309.200439453125,9341.400146484375,4203.900146484375,3631.300048828125,2267.2000122070312,1.0,0.8038358813272545,-0.31618628616120487,1.9921662903121782,2cb677f6f3724d7dbdf5c6b5e3de9d7f,YBM999,40.0,-2304.5,-2313.449951171875,943.5599975585938,-10232.100219726562,15399.3994140625,2868.0999755859375,-1333.2000732421875,3762.5,3783.599853515625,255.0,64.0,,0.5026344798213641,2.238928936134666,-1.831940990662079,True,0.0,False,6,False,6,,8284245fadb44a01ab1ee0c99476c869,ᴷᵂᵀ VOXEL,33.0,-2622.679931640625,-4268.83984375,17.020000457763672,-10410.2001953125,4616.9000244140625,0.7000000029802322,0.19999999552965164,-0.7999999821186066,20.199999809265137,128.0,128.0,False,-0.009616038624819568,0.41674790119149824,2.3512401644579013e-05,True,34.0,False,8,False,8,,enpitsu,76561198039309853,27.0,-466.8599853515625,439.8999938964844,17.059999465942383,-1812.7000427246094,13984.300537109375,1.2999999523162842,-0.0,-0.7999999821186066,0.0,255.0,128.0,,-0.016769686947301556,1.4418690873551798,6.570252967769037e-05,True,220.0,False,4,False,4,,games5425898691,bf81d8692db,18.0,-3119.739990234375,-2843.669921875,84.68000030517578,-4920.0,19418.1005859375,-156.00000381469727,-5372.80029296875,-1172.5,85.69999694824219,255.0,128.0,0.07209434766268241,-1.786922680589978,3.1258125370504466,False,5,False,1.0,False,6,,
5,497,12.0,False,False,1,5326.287755100544,-3869.18994140625,2760.43994140625,636.3900146484375,20527.39990234375,2973.5000610351562,971.8000030517578,3680.1998901367188,4672.60009765625,788.7000274658203,1.0,0.4938968813289126,-1.9888274223890288,1.328828251324495,2cb677f6f3724d7dbdf5c6b5e3de9d7f,YBM999,41.0,-4021.75,2780.830078125,521.2100219726562,6678.3001708984375,10385.2001953125,10040.800170898438,43.20000171661377,-248.1999969482422,21.80000066757202,229.0,128.0,,0.8239437676819663,1.530749449108537,1.5286354586011799,True,0.0,False,8,False,7,,8284245fadb44a01ab1ee0c99476c869,ᴷᵂᵀ VOXEL,33.0,-3072.919921875,-3294.3701171875,17.020000457763672,2610.7998657226562,2710.4998779296875,1.1999999731779099,0.5999999865889549,0.3999999910593033,-1651.300048828125,128.0,0.0,False,-0.009652959646091159,2.283183938130121,-2.602428475998157e-05,True,255.0,False,8,False,8,,enpitsu,76561198039309853,27.0,-3301.389892578125,3666.820068359375,17.059999465942383,-8411.900024414062,7374.4000244140625,2.0000000298023224,0.5000000074505806,0.5000000074505806,-2035.2000427246094,255.0,0.0,,-0.017035497371594693,0.7649879875966473,-7.894343142856485e-05,True,200.0,False,4,False,4,,games5425898691,bf81d8692db,18.0,-3678.7099609375,3443.389892578125,16.889999389648438,6623.800048828125,15998.00048828125,27.000000476837158,-1.899999976158142,46.39999866485596,1760.8999633789062,255.0,255.0,-0.008441519246437972,1.9196657413760991,-0.002169359411397796,True,6,False,255.0,False,8,,
6,580,15.0,False,False,0,8423.039284593362,-1421.6700439453125,-3266.6201171875,125.58999633789062,-15981.300048828125,25096.79931640625,8526.099853515625,3747.0999145507812,-3301.7001342773438,3325.1998901367188,0.0,-1.0288468383296727,-2.848081352638273,1.5129671173517665,76561198039309853,enpitsu,27.0,-1261.3299560546875,-3393.72998046875,260.8399963378906,-21903.20068359375,6823.4002685546875,-912.0999908447266,-1471.199951171875,-3622.7999877929688,203.99999618530273,128.0,128.0,,-1.4967315560587453,1.9739821385555005,0.7830227270465315,True,103.0,False,6,6,False,,bf81d8692db,games5425898691,18.0,-1318.18994140625,-3551.929931640625,21.940000534057617,-8837.7001953125,21024.29931640625,2978.599853515625,-0.9000000357627869,2.5,176.70000076293945,255.0,206.0,,0.009595028645100704,1.9467292399285088,0.00022525046051185193,True,153.0,False,9,False,6,,ᴷᵂᵀ VOXEL,8284245fadb44a01ab1ee0c99476c869,33.0,2214.27001953125,2693.06005859375,17.020000457763672,-12910.2001953125,-9317.7001953125,-1.899999976158142,0.09999999776482582,-0.5000000074505806,0.0,255.0,128.0,,0.009564197435656677,-2.5164181460055546,1.0734953529913232e-06,True,176.75247303901182,True,8,False,8,,YBM999,2cb677f6f3724d7dbdf5c6b5e3de9d7f,41.0,1872.8399658203125,-5102.97998046875,518.3200073242188,-11895.30029296875,2.3999999463558197,-7916.099853515625,-0.5000000074505806,37.89999961853027,0.0,255.0,128.0,0.5666043170087003,-3.130291130997831,1.5768079514802609,False,False,8,,False,8,,
7,679,18.0,False,False,0,2010.3270620476133,-2433.75,3845.110107421875,276.3500061035156,17604.7998046875,19834.7998046875,858.3999633789062,-656.9999694824219,-2395.2999877929688,1250.6999969482422,0.0,-1.0051711947268422,-0.06054619872951577,-2.2621692426342217,bf81d8692db,games5425898691,18.0,-2580.8701171875,3741.889892578125,235.3300018310547,12781.99951171875,17739.599609375,384.50000762939453,2592.60009765625,4793.399963378906,-742.2000122070312,255.0,0.0,,0.21654383680823538,1.1789141673157368,1.9163659213059325,True,162.59992268264935,True,12,9,False,,76561198039309853,enpitsu,27.0,-1899.8900146484375,-3788.580078125,17.049999237060547,11444.300537109375,8040.999755859375,3.100000023841858,-0.5999999865889549,-0.5000000074505806,2072.4000549316406,255.0,128.0,False,0.016762740152007197,0.6600466308440447,0.00012503150369687273,True,255.0,False,6,False,6,,ᴷᵂᵀ VOXEL,8284245fadb44a01ab1ee0c99476c869,33.0,-1524.6400146484375,4375.0498046875,177.60000610351562,-18306.99951171875,-6174.000244140625,2734.5001220703125,-1925.8999633789062,-131.40000343322754,261.1000061035156,247.0,8.0,,-0.38041160166528826,-2.860990405038704,0.5679371416788893,True,149.5197762673901,True,10,False,8,,YBM999,2cb677f6f3724d7dbdf5c6b5e3de9d7f,42.0,-506.7300109863281,-68.08000183105469,95.7300033569336,3626.300048828125,21940.70068359375,-658.6000061035156,-3525.1998901367188,-1753.800048828125,462.90000915527344,255.0,255.0,-0.5411332288033044,0.5278614884793927,1.0492730562666555,True,6,8,,False,12,,
8,685,18.0,False,False,1,9460.888545423326,2093.080078125,-4244.85009765625,286.6499938964844,26163.00048828125,-3634.2999267578125,8179.5001220703125,4344.4000244140625,-3948.3999633789062,-1239.1000366210938,1.0,1.339058583900918,-1.100343382070318,3.0610806661612155,8284245fadb44a01ab1ee0c99476c869,ᴷᵂᵀ VOXEL,33.0,1829.5899658203125,-4278.5498046875,217.47000122070312,22875.2001953125,1034.4000244140625,2157.2000122070312,4115.5999755859375,1836.9999694824219,3152.2000122070312,128.0,28.0,,0.371311203755437,2.864219410058017,1.1852003318482467,True,130.75310100278548,True,10,9,False,,2cb677f6f3724d7dbdf5c6b5e3de9d7f,YBM999,42.0,442.57000732421875,-316.45001220703125,74.33000183105469,-3698.2000732421875,-22008.701171875,-1736.9999694824219,1594.7999572753906,1445.8999633789062,1071.9999694824219,255.0,128.0,,0.4926203603776271,-0.9905810365305221,0.45763385084344016,True,,False,12,8,6,,enpitsu,76561198039309853,27.0,1744.0699462890625,3634.47998046875,17.049999237060547,-8338.400268554688,-11046.800537109375,2.800000011920929,4.099999964237213,5.799999833106995,1660.2999877929688,255.0,128.0,False,-0.016733537527892202,-0.996003532677562,-4.53258052232248e-05,True,255.0,False,6,False,6,,games5425898691,bf81d8692db,18.0,2374.280029296875,-4034.9599609375,234.08999633789062,-13058.399658203125,-18932.60009765625,-182.60000228881836,-2240.800018310547,-5015.10009765625,-278.0999946594238,255.0,0.0,-0.09600002711177329,-1.2979171858821377,3.102944468589882,True,9,False,143.83324741804472,True,12,,
9,687,19.0,False,False,0,1590.865546568359,-2251.14990234375,4306.68017578125,387.5799865722656,-7221.400146484375,15064.49951171875,19975.30029296875,1182.699966430664,-5331.300048828125,-2485.399932861328,0.0,-1.2609624615389396,1.3732375185102135,2.5311933293426985,bf81d8692db,games5425898691,18.0,-2246.320068359375,4225.39990234375,231.22000122070312,11762.60009765625,18907.19970703125,-923.3999633789062,-122.29999542236328,5077.9998779296875,2109.1000366210938,255.0,0.0,,0.02429974672105484,1.3363634834930185,-2.4661988230590706,True,145.0,False,12,9,False,,76561198039309853,enpitsu,27.0,-1692.1300048828125,-3558.06005859375,17.049999237060547,7397.19970703125,11752.7001953125,2.5999999046325684,-0.09999999776482582,-0.09999999776482582,582.9999923706055,255.0,128.0,False,0.016746447401037628,1.0596923354294954,-0.0002510989202973199,True,255.0,False,6,False,6,,ᴷᵂᵀ VOXEL,8284245fadb44a01ab1ee0c99476c869,33.0,-2031.550048828125,4280.759765625,228.91000366210938,-18463.199462890625,1100.4000091552734,410.8000183105469,-4180.0,-859.4999694824219,3469.5001220703125,128.0,59.0,,-0.3514534586183852,-2.8414861416346278,1.8030048886361962,True,124.45587092317562,True,10,False,9,,YBM999,2cb677f6f3724d7dbdf5c6b5e3de9d7f,42.0,-411.6400146484375,500.04998779296875,57.4900016784668,3721.7001342773438,22051.69921875,-2253.000030517578,-1170.5999755859375,-1065.2999877929688,995.1000213623047,255.0,128.0,-0.44329737802592556,1.1495529472006696,0.29661020598787174,True,6,8,,False,12,,
