,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_ball_cam,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
51,2993,93.0,False,False,1,9992.287041056225,-1818.0799560546875,-4476.6298828125,237.89999389648438,-11641.099853515625,-1390.0999450683594,-7418.4002685546875,-873.6000061035156,-5715.5999755859375,1602.5999450683594,1.0,-0.4242136236171144,-2.685633634585331,-0.03458906948451828,b3dbbf7820b,Zathaus,5.0,-1620.8299560546875,-4526.25,257.760009765625,-10117.000122070312,4259.700012207031,1620.0999450683594,-861.2000274658203,-1662.8999328613281,597.0000076293945,255.0,191.0,,0.4735619875143011,0.6417471091831248,0.07712323582730762,True,8,204.0,False,False,6,,bb0d2c807cb,M4Kodik,5.0,-401.20001220703125,-4730.9599609375,17.0,-13908.800048828125,2124.4000244140625,3.100000023841858,1.1999999731779099,-0.0,-200.59999465942383,252.0,119.0,,-0.009577399561811506,0.16900084577156338,0.00012542022640824366,False,False,76.0,False,False,True,,enpitsu,76561198039309853,23,-1571.25,-4562.3798828125,110.2300033569336,16143.299560546875,-10338.299560546875,-2102.100067138672,865.5999755859375,2087.5999450683594,799.4999694824219,255.0,255.0,True,-0.14823764798111227,-2.8011677135950204,0.048956560691776806,True,6,False,6,236.0,False,,games5425898691,bf81d8692db,22.0,-876.9199829101562,2017.8199462890625,90.48999786376953,1969.4000244140625,-18641.199951171875,-158.90000343322754,5499.000244140625,99.70000267028809,-24.800000190734863,255.0,128.0,,-0.10516733887633925,1.5521604216545277,-3.1370514032255246,True,4,146.0,False,False,3,
52,3063,96.0,False,False,1,10037.717683649817,-3376.510009765625,-3943.030029296875,113.44999694824219,3748.699951171875,8682.60009765625,-646.1000061035156,-2978.9999389648438,-1965.5000305175781,2746.7001342773438,1.0,0.770126956225547,-0.30366674573521873,-3.1090265777385384,bb0d2c807cb,M4Kodik,5.0,-3501.72998046875,-4050.1298828125,16.920000076293945,1306.6000366210938,6070.3997802734375,21.90000057220459,-16.49999976158142,48.60000133514404,-2159.4000244140625,128.0,0.0,,-0.008288424271859125,1.7878871255233875,-0.002606993091709339,True,False,64.0,False,False,False,,b3dbbf7820b,Zathaus,5.0,-3123.2099609375,-4390.4599609375,17.010000228881836,-3148.3999633789062,967.7999877929688,2.199999988079071,0.3999999910593033,-0.0,-1626.3999938964844,250.0,0.0,False,-0.009541271602911825,0.29104964568317776,-4.071758406103763e-05,False,6,204.0,False,8,True,,enpitsu,76561198039309853,23,-1987.3399658203125,-3987.830078125,17.059999465942383,-16726.700439453125,12914.7998046875,-4.099999964237213,0.5000000074505806,-0.5000000074505806,-29.800000190734863,255.0,255.0,False,-0.01677787035049905,0.6606724985658295,4.70277194425281e-05,True,6,False,6,122.0,False,,games5425898691,bf81d8692db,22.0,-3040.419921875,-158.42999267578125,17.010000228881836,-12762.80029296875,-6774.4000244140625,2.3000000417232513,-0.0,-0.0,2105.500030517578,255.0,255.0,,-0.009583818557910068,-0.5546798400108303,7.846108064287003e-06,True,4,177.0,False,False,4,
53,3079,96.0,False,False,0,4439.9375120883215,3227.489990234375,3493.830078125,120.62999725341797,10504.3994140625,10808.800048828125,7904.5001220703125,1689.7000122070312,450.40000915527344,5739.4000244140625,0.0,-0.5905093678040989,0.16560357280685856,-0.011672379875513252,76561198039309853,enpitsu,23.0,3170.27001953125,3370.2900390625,95.77999877929688,20761.0009765625,-1089.7000122070312,3449.4000244140625,4259.200134277344,-2200.7000732421875,-2695.4998779296875,128.0,255.0,False,0.024515268562295838,-0.20432627873971093,0.032844222528060234,True,8,102.0,False,False,7,,bf81d8692db,games5425898691,22.0,3361.489990234375,879.2999877929688,17.010000228881836,-3039.5999145507812,14953.699951171875,-0.19999999552965164,0.7000000029802322,-4.1999998688697815,1328.699951171875,255.0,128.0,,0.009573152441160523,1.843874101087686,-0.00011711390486350959,False,4,154.98389677078495,True,4,True,,M4Kodik,bb0d2c807cb,5,3306.909912109375,3642.389892578125,16.31999969482422,-1558.3000183105469,-7065.5999755859375,-744.1000366210938,-2815.8999633789062,-1999.9000549316406,-1801.3999938964844,255.0,255.0,,-0.008251089226292418,-1.864554399491989,0.023055354587926173,True,False,False,False,64.0,False,,Zathaus,b3dbbf7820b,5.0,3261.5,4236.33984375,17.010000228881836,497.7000045776367,-2970.0,2.3000000417232513,-0.3999999910593033,0.5999999865889549,-1525.5999755859375,183.0,0.0,False,0.009589242448600415,-1.3047963030141596,1.287177763335576e-05,True,8,204.0,False,False,6,
54,3164,99.0,False,False,1,8532.635006383487,-2276.77001953125,-2780.820068359375,108.05999755859375,-10431.600341796875,12715.30029296875,9841.300048828125,1510.2999877929688,5802.9998779296875,209.0999984741211,1.0,0.18075464898963536,0.11755642295846709,2.8182489229270296,b3dbbf7820b,Zathaus,5.0,-2151.18994140625,-2877.139892578125,16.75,-6372.5,11979.599609375,-233.89999389648438,1837.2999572753906,1472.5999450683594,3058.599853515625,255.0,255.0,,0.009749867376873311,1.0376228991827712,0.0032374325937360553,True,8,223.69926875637424,True,False,6,,bb0d2c807cb,M4Kodik,5.0,1212.6300048828125,-3797.22998046875,17.0,22831.201171875,1863.800048828125,3.4999999403953552,0.9000000357627869,-0.5000000074505806,542.7999877929688,255.0,119.0,,-0.009592600069842156,3.0113396566043966,-0.000277233413659022,False,4,26.0,False,4,,,enpitsu,76561198039309853,23,-3528.659912109375,-2866.489990234375,17.010000228881836,9345.0,11611.600341796875,7.599999904632568,-9.49999988079071,17.699999809265137,2115.2999877929688,255.0,255.0,,-0.015870166677642496,2.1870613501858296,-0.0003991199671688057,False,8,False,8,55.075199998835096,True,,games5425898691,bf81d8692db,22.0,-2411.139892578125,-3101.280029296875,360.0899963378906,6460.9002685546875,649.1999816894531,-1602.7000427246094,-1329.6000671386719,-483.3000183105469,1457.4000549316406,255.0,128.0,,-0.5567418421499191,2.7691897654589765,-0.8237154842647132,True,6,22.0,False,False,6,
55,3249,102.0,False,True,1,6218.623923012858,-3205.75,465.92999267578125,218.32000732421875,16914.100341796875,20579.69970703125,9405.30029296875,4932.099914550781,-3365.7000732421875,587.9999923706055,1.0,-1.0319931154873625,-1.4476992688289785,3.128194180384755,b3dbbf7820b,Zathaus,5.0,-3350.52001953125,299.010009765625,105.19999694824219,13279.100341796875,18517.900390625,3122.0999145507812,-1164.8999786376953,942.2000122070312,-506.1000061035156,255.0,141.0,,0.11324467943920534,2.353394318061822,0.00763792441700904,True,10,128.75384093356382,True,False,7,,bb0d2c807cb,M4Kodik,5.0,909.5900268554688,-4799.25,17.0,-13781.800537109375,1377.2000122070312,3.400000035762787,-0.5000000074505806,-0.0,-2194.600067138672,255.0,0.0,False,-0.009548712956054547,0.1610440827355045,-5.070527834767604e-05,False,4,255.0,False,4,True,,enpitsu,76561198039309853,23,-3122.1201171875,3461.239990234375,17.030000686645508,7112.60009765625,20718.40087890625,5.299999713897705,-1.899999976158142,-5.5000001192092896,-682.3999786376953,255.0,0.0,True,-0.016763577537564762,1.9000181403923642,-0.00011636685061933472,True,8,False,8,255.0,False,,games5425898691,bf81d8692db,22.0,-2223.10009765625,-315.1700134277344,16.489999771118164,-5255.999755859375,17795.899658203125,88.00000190734863,-4.4999998807907104,6.499999761581421,1205.1000213623047,255.0,255.0,,-0.009466524503741768,1.2765421508329617,-0.00012420577184764229,True,8,51.66565173672092,True,False,8,
56,3313,105.0,False,False,0,10158.723031044343,-587.239990234375,-5014.02978515625,594.0900268554688,-9729.400024414062,15360.400390625,-17.5,-1301.9000244140625,5773.900146484375,-982.9000091552734,0.0,0.47025911464797315,-2.4181759444004935,-0.8121247214165748,76561198039309853,enpitsu,23.0,-509.5899963378906,-5118.27001953125,441.7799987792969,-20225.699462890625,2589.2001342773438,3911.199951171875,-2365.2999877929688,-1180.5000305175781,1218.499984741211,255.0,0.0,False,-0.8505508540484478,2.3959002612342086,0.5768438520968118,True,10,161.0,False,False,9,,bf81d8692db,games5425898691,22.0,2912.22998046875,-4248.52001953125,16.989999771118164,-14167.39990234375,-18118.499755859375,2.7000001072883606,-0.5000000074505806,-0.9000000357627869,-1845.0999450683594,255.0,0.0,,0.009579283866346449,-2.2961112330098277,-0.00010956346982541832,False,8,245.5570751877241,True,8,True,,M4Kodik,bb0d2c807cb,5,-525.1599731445312,2022.97998046875,17.0,-9870.2001953125,-11789.200439453125,3.0000001192092896,0.3999999910593033,0.5000000074505806,-0.5000000074505806,255.0,128.0,False,0.009566182057947218,-2.2679208869437217,5.4794966741799695e-05,True,4,False,4,247.0,False,,Zathaus,b3dbbf7820b,5.0,-474.1000061035156,-3414.340087890625,17.010000228881836,-20903.40087890625,-3441.300048828125,2.199999988079071,-1.1999999731779099,-0.09999999776482582,1286.0000610351562,255.0,255.0,,0.009594903348152443,-2.963048407329948,0.00021429179393867302,True,10,151.0,False,False,8,
57,3381,107.0,False,False,1,3647.8931739274153,2499.949951171875,1863.6500244140625,224.00999450683594,5049.2999267578125,27139.7998046875,5535.999755859375,5648.800048828125,879.5999908447266,-1821.1000061035156,1.0,0.44353834013806265,-2.7894941878676462,0.0021491317197639896,bb0d2c807cb,M4Kodik,5.0,2473.4599609375,1611.75,151.4499969482422,2327.2999572753906,22876.69921875,485.2000045776367,-3898.3999633789062,-3567.0999145507812,-1525.7000732421875,255.0,255.0,False,0.11603541626471332,2.1510380958562356,-0.6133156103371683,True,6,192.50568589856547,True,False,5,,b3dbbf7820b,Zathaus,5.0,3754.719970703125,1511.3499755859375,17.010000228881836,-1769.1000366210938,-21943.60107421875,2.0999999344348907,-0.0,0.3999999910593033,-236.39999389648438,255.0,128.0,,-0.0095953706891925,-1.4657114403123779,0.00013712954037793375,False,8,138.0,False,10,True,,enpitsu,76561198039309853,23,3781.68994140625,4169.97998046875,97.91000366210938,-6332.39990234375,-2148.6000061035156,-7023.699951171875,-1242.0999908447266,4152.799987792969,-1540.2999877929688,255.0,128.0,False,-0.7623944825588534,-0.2887693691251054,-0.35371005657834237,True,10,False,10,145.32953126968874,True,,games5425898691,bf81d8692db,22.0,14.039999961853027,4448.5498046875,16.989999771118164,936.2999725341797,70.39999961853027,4.399999976158142,0.19999999552965164,1.1999999731779099,787.6000213623047,255.0,240.0,,-0.009396836558452085,-2.9408960792913907,0.00011117462406393325,True,8,213.0,False,False,8,
58,3432,109.0,False,False,0,9556.644381840015,-2013.68994140625,-4351.06005859375,118.08000183105469,-19267.2998046875,18280.10009765625,7770.10009765625,-994.1000366210938,2597.0999145507812,-5316.5997314453125,0.0,-0.2287571012066561,-1.9616489923451783,-0.48019686134615847,76561198039309853,enpitsu,23.0,-1805.0799560546875,-4296.259765625,49.220001220703125,1270.5000305175781,3824.7000122070312,3540.0,490.40000915527344,-115.20000457763672,1459.1000366210938,0.0,255.0,False,0.005409523909480886,1.372823831347488,-0.0008055689018071555,True,12,255.0,False,False,11,,bf81d8692db,games5425898691,22.0,-1816.6300048828125,-4469.169921875,16.989999771118164,-18105.400390625,4619.599914550781,2.3000000417232513,1.2999999523162842,-0.29999999329447746,-1230.999984741211,255.0,0.0,,0.009592706360306754,2.8851342625730925,-0.00023055021249086986,False,8,140.9248688810615,True,8,True,,M4Kodik,bb0d2c807cb,5,-3490.679931640625,-4550.58984375,368.760009765625,-6522.7001953125,6765.4998779296875,8228.400268554688,-1383.6000061035156,-1965.0,13.500000238418579,255.0,0.0,False,-0.6685476650034167,2.3464711997405723,1.5952629265859841,True,6,False,6,184.0,False,,Zathaus,b3dbbf7820b,5.0,-3695.800048828125,1659.5,17.010000228881836,-9035.900268554688,-5617.80029296875,2.5999999046325684,0.0,0.0,2683.699951171875,255.0,255.0,False,0.00955585635770261,-2.4666035244027724,-7.134704798762011e-05,True,10,138.0,False,False,8,
59,3484,111.0,False,False,0,7010.949880280746,-3078.409912109375,-1522.6199951171875,333.0199890136719,1764.7999572753906,24994.19921875,9691.300048828125,1563.2000732421875,2750.8999633789062,5097.799987792969,0.0,-0.19649574418466173,-3.1411217480862303,-0.5713865781931677,bf81d8692db,games5425898691,22.0,-3050.090087890625,-1610.4200439453125,169.77000427246094,-2071.199951171875,22714.3994140625,2960.10009765625,719.3000030517578,3023.0999755859375,1137.699966430664,255.0,0.0,,-0.9571711227954287,2.209486103160439,0.026515873997943223,True,10,82.10082570199044,True,False,9,,76561198039309853,enpitsu,23.0,-2033.0899658203125,-4177.14013671875,17.049999237060547,5238.800048828125,4775.899963378906,2.5999999046325684,-1.1999999731779099,-0.9000000357627869,-109.0999984741211,255.0,128.0,False,0.01663414090798548,0.7272132995831546,0.00017074126772204876,False,12,255.0,False,12,True,,M4Kodik,bb0d2c807cb,5,-4028.969970703125,-2269.989990234375,113.66999816894531,274.0999984741211,14524.7998046875,-412.20001220703125,-106.19999885559082,-204.89999771118164,-65.39999961853027,255.0,128.0,False,0.03255723312943002,1.5657085698397954,0.9348123325182965,True,6,False,6,175.0,False,,Zathaus,b3dbbf7820b,5.0,-3091.43994140625,-685.75,110.08999633789062,10791.199951171875,-15257.5,4144.599914550781,-1910.7000732421875,-1432.2999572753906,-244.0999984741211,255.0,128.0,False,-0.2291931786418375,-0.949406913245645,0.0012263528204693155,True,12,214.28259786739147,True,False,8,
60,3575,114.0,False,False,0,1656.537912337944,-2348.340087890625,4343.240234375,115.22000122070312,14230.999755859375,15683.800048828125,2862.3001098632812,-16.299999952316284,2502.7999877929688,-3890.2999877929688,0.0,-1.1327470429694781,-1.0926075652629879,-3.0980048704220433,bf81d8692db,games5425898691,22.0,-2454.0,4189.9599609375,116.91000366210938,5448.4002685546875,9957.100219726562,3423.3999633789062,3071.7001342773438,-2345.8999633789062,-3280.7000732421875,255.0,238.0,,-0.34323023116304474,1.1479794872477944,-0.060724094724708556,True,12,88.0,False,False,10,,76561198039309853,enpitsu,23.0,-50.459999084472656,1223.760009765625,17.049999237060547,6016.199951171875,18966.300048828125,2.5999999046325684,0.09999999776482582,0.5999999865889549,313.799991607666,0.0,255.0,False,0.01685320221669414,1.2942478924999314,-0.0001730855106570689,False,14,228.0,False,14,True,,M4Kodik,bb0d2c807cb,7,-1369.6099853515625,3587.030029296875,17.010000228881836,-2532.7000427246094,18284.599609375,1.8000000715255737,-1.7000000178813934,-4.799999892711639,994.1000366210938,0.0,81.0,False,0.009745295297340596,1.7880381973867343,-0.00012684711602311752,True,8,False,8,183.0,False,,Zathaus,b3dbbf7820b,5.0,1122.6400146484375,-2531.199951171875,71.94000244140625,1497.5999450683594,22348.9990234375,3225.10009765625,-1345.3999328613281,-79.29999828338623,1532.5999450683594,255.0,154.0,False,0.08806630087412685,1.7256451857791626,0.0054653847334312,True,14,168.0,False,False,8,
61,3605,115.0,False,False,1,9595.41972524672,1166.3699951171875,-4451.60986328125,139.13999938964844,341.8000030517578,11565.6005859375,4278.399963378906,-1993.8999938964844,-3037.9000854492188,4774.4000244140625,1.0,0.1713892627065556,-2.349110879943407,1.6291455047104249,bb0d2c807cb,M4Kodik,7.0,1070.3399658203125,-4508.27978515625,17.010000228881836,406.19998931884766,173.29999923706055,2.0999999344348907,0.9000000357627869,1.1999999731779099,-591.5000152587891,0.0,255.0,False,-0.0097653475803416,0.09563963175071172,-0.00010546774459358794,True,8,183.0,False,False,8,,b3dbbf7820b,Zathaus,5.0,-1012.030029296875,76.58999633789062,67.66000366210938,1129.800033569336,-22854.3994140625,-2323.3999633789062,1690.3999328613281,803.0000305175781,327.00000762939453,255.0,128.0,False,0.15395639240610884,-1.8727011156357798,0.1944336015999843,False,10,198.0,False,14,True,18.0,enpitsu,76561198039309853,23,8.390000343322754,-2737.72998046875,17.049999237060547,3936.7001342773438,-15165.899658203125,2.3999999463558197,-0.0,-1.0999999940395355,119.0999984741211,255.0,255.0,False,-0.016791606340473452,-1.8379400627841151,-0.00013013889384857252,True,14,False,14,219.0,False,27.0,games5425898691,bf81d8692db,22.0,1868.0899658203125,-5088.14990234375,141.69000244140625,-5320.7000732421875,-961.6999816894531,-2294.9000549316406,-627.5,-2184.4000244140625,5008.399963378906,255.0,0.0,,-0.30018486493226243,0.40270000714443516,1.3549646174797425,True,12,88.0,False,False,10,
62,3668,118.0,False,False,0,3040.6645388139714,-1173.3399658203125,2112.010009765625,97.06999969482422,-5531.7999267578125,-2499.1000366210938,1065.6999969482422,1817.2000122070312,911.5000152587891,-1836.1000061035156,0.0,-1.5043198045971466,2.4928044278572252,2.4641064541988498,76561198039309853,enpitsu,23.0,-1075.199951171875,2048.199951171875,17.049999237060547,-7234.4000244140625,-9056.799926757812,3.1999999284744263,-0.3999999910593033,-0.7000000029802322,-2112.5999450683594,128.0,128.0,False,0.016839000170629337,-2.284088592587863,-0.0001267119383962932,True,14,223.0,False,False,14,,bf81d8692db,games5425898691,22.0,-2476.679931640625,2010.72998046875,15.75,-3595.2999877929688,-18676.700439453125,56.79999828338623,17.100000381469727,42.199997901916504,1239.4999694824219,255.0,255.0,,0.011883133706530928,-1.7448804215149274,-0.0016113537821287804,False,12,86.0,False,14,True,,M4Kodik,bb0d2c807cb,7,-1213.6400146484375,4430.39990234375,34.2599983215332,-286.200008392334,740.9999847412109,-1197.0999908447266,-4604.800109863281,-2234.9000549316406,-451.19998931884766,255.0,107.0,False,-0.06504721137005048,0.702659216903393,0.712891475641874,True,10,False,8,183.0,False,,Zathaus,b3dbbf7820b,5.0,-733.8400268554688,3188.530029296875,17.010000228881836,-16449.300537109375,-7783.3001708984375,0.5000000074505806,-3.6000001430511475,-1.899999976158142,538.1999969482422,255.0,255.0,False,0.009577097566493867,-2.697675041278738,3.209279443299119e-05,True,14,171.0,False,False,10,
63,3689,118.0,False,False,0,3274.342636455753,-1548.5,1931.3299560546875,93.33999633789062,-4020.8999633789062,-2264.4000244140625,211.5999984741211,2300.0999450683594,-2912.60009765625,-1836.1000061035156,0.0,0.0881580355965512,-2.338411244084086,-0.26609383533404235,76561198039309853,enpitsu,23.0,-1639.0699462890625,1736.27001953125,19.520000457763672,-3698.2000732421875,383.8999938964844,2960.0,-0.09999999776482582,0.9000000357627869,-1577.8999328613281,128.0,0.0,,0.016906278694891374,3.0985641966573185,8.550093766407227e-06,True,16,223.0,False,False,15,,bf81d8692db,games5425898691,22.0,-2074.72998046875,848.52001953125,17.010000228881836,6312.9998779296875,-13542.80029296875,2.199999988079071,-0.19999999552965164,0.5000000074505806,-1450.2000427246094,255.0,24.0,,0.009595469181220282,-1.1763260890179013,-1.2013092709543369e-05,False,12,117.0,False,14,True,,M4Kodik,bb0d2c807cb,7,-934.0999755859375,4440.990234375,17.010000228881836,7470.30029296875,-3617.7999877929688,2.199999988079071,0.29999999329447746,0.0,-2500.5999755859375,255.0,0.0,,0.009490496220552626,-0.4781086668413991,-4.19093082562903e-05,True,10,False,8,170.0,False,,Zathaus,b3dbbf7820b,5.0,-1655.0400390625,2264.489990234375,17.010000228881836,-2638.699951171875,-13614.599609375,2.3000000417232513,-1.899999976158142,-0.19999999552965164,2029.9000549316406,220.0,255.0,,0.009727264349696424,-1.7019174484612773,2.654894545659428e-05,True,14,201.0,False,False,10,
64,3692,119.0,False,False,0,3312.024634314656,-1597.739990234375,1903.1700439453125,93.20999908447266,-3767.5,-2227.5999450683594,82.60000228881836,2376.199951171875,-3563.2998657226562,-1836.1000061035156,0.0,0.5728281723135177,-2.56287984835308,-0.24246430557077567,76561198039309853,enpitsu,23.0,-1668.1600341796875,1740.780029296875,46.2599983215332,-3445.0,575.2000045776367,3471.400146484375,8.100000023841858,-1.5000000596046448,-1834.2999267578125,128.0,0.0,,0.016937039395816682,2.963802417709483,-0.00011762592981561536,True,16,213.7349335250034,True,False,15,,bf81d8692db,games5425898691,22.0,-2021.43994140625,709.719970703125,17.010000228881836,4661.099853515625,-14090.400390625,2.0999999344348907,0.3999999910593033,-1.899999976158142,-607.7999877929688,255.0,128.0,,0.009602298141597226,-1.295037537789722,0.00013082020024899607,False,12,117.0,False,14,True,,M4Kodik,bb0d2c807cb,7,-815.510009765625,4345.85986328125,17.010000228881836,5849.5001220703125,-7007.7001953125,2.199999988079071,0.09999999776482582,0.0,-2490.800018310547,255.0,0.0,,0.00948914093111083,-0.9157496283122806,-1.5188279429861261e-05,True,10,False,8,170.0,False,,Zathaus,b3dbbf7820b,5.0,-1666.0799560546875,2150.080078125,17.010000228881836,-238.60000610351562,-13763.599853515625,2.3000000417232513,-0.7999999821186066,0.0,2169.199981689453,255.0,255.0,,0.009629830116333693,-1.5251473032287206,4.431240212901394e-05,True,14,201.0,False,False,10,
65,3693,119.0,False,False,1,7053.450582810308,1596.9000244140625,-1878.5400390625,99.62999725341797,-1976.7999267578125,16719.200439453125,4137.300109863281,1576.7999267578125,4943.299865722656,-3012.7999877929688,1.0,-0.6279189483472786,2.5672759529934206,-0.1608695193013807,b3dbbf7820b,Zathaus,5.0,1655.4300537109375,-2027.760009765625,16.450000762939453,-2146.1000061035156,12101.700439453125,-83.29999923706055,1046.3999938964844,-459.50000762939453,3859.4000244140625,255.0,255.0,,0.013383396609524577,1.2936435831067532,-0.01572521763005682,True,14,201.0,False,False,10,,bb0d2c807cb,M4Kodik,7.0,815.510009765625,-4345.85986328125,17.010000228881836,-5849.5001220703125,7007.7001953125,2.199999988079071,-0.09999999776482582,-0.0,-2490.800018310547,255.0,0.0,,-0.00948914093111083,0.9157496283122806,-1.5188279429861261e-05,False,8,170.0,False,10,True,,enpitsu,76561198039309853,23,1692.489990234375,-1749.5799560546875,70.2699966430664,1647.4000549316406,-5947.19970703125,2983.599853515625,2028.5000610351562,-681.9000244140625,-2553.0999755859375,128.0,0.0,,-0.01702714361107515,-2.7977744939716267,0.01654290067792979,True,16,False,15,214.0,False,,games5425898691,bf81d8692db,22.0,1987.31005859375,-603.9299926757812,17.010000228881836,-4654.5001220703125,14050.799560546875,2.199999988079071,-0.19999999552965164,1.2999999523162842,1167.7999877929688,255.0,255.0,,-0.00958357682124705,1.2649979834429617,0.00032664726621041114,True,14,117.0,False,False,12,
66,3772,121.0,False,False,0,6795.226687105194,3140.300048828125,-326.57000732421875,215.75,15298.800048828125,24906.59912109375,728.7000274658203,-4055.0,1793.800048828125,-1920.5000305175781,0.0,0.08593779733826697,1.7315545084044046,-1.6084538310854404,bf81d8692db,games5425898691,22.0,3072.590087890625,-565.6599731445312,139.10000610351562,11872.80029296875,11213.1005859375,1902.1000671386719,2417.7999877929688,-4081.7001342773438,-1839.6000671386719,255.0,255.0,,-0.10163192385102747,1.3094603989554148,-0.6051143642074249,True,16,41.0,False,False,13,,76561198039309853,enpitsu,23.0,-3676.320068359375,784.469970703125,17.020000457763672,-4574.800109863281,-22103.60107421875,5.099999904632568,0.0,-0.3999999910593033,97.5,255.0,255.0,,0.016781545147116682,-1.7654213566408872,-6.669177288553224e-05,False,16,79.0,False,16,True,,M4Kodik,bb0d2c807cb,7,2897.2099609375,1996.989990234375,17.010000228881836,13139.69970703125,-11954.200439453125,2.3000000417232513,0.29999999329447746,0.0,-1992.2999572753906,255.0,0.0,,0.009546083885001312,-0.8075682839919808,-2.4845376463101168e-05,True,12,False,10,185.0,False,,Zathaus,b3dbbf7820b,5.0,3244.39990234375,189.57000732421875,17.010000228881836,21454.89990234375,-7257.80029296875,2.199999988079071,0.9000000357627869,0.0,-1130.1000213623047,255.0,61.0,,0.009575826959688378,-0.37137220691419215,-1.4837506269762075e-05,True,14,138.0,False,False,10,
67,3891,126.0,False,False,0,2237.5105022484468,1276.3399658203125,4603.91015625,95.33000183105469,-8451.199951171875,-4059.5999145507812,365.99998474121094,2260.800018310547,-4652.300109863281,-3040.4000854492188,0.0,-0.06057617421515462,-0.32224620899075723,1.0931274318184259,bf81d8692db,games5425898691,22.0,1145.550048828125,4802.56982421875,16.989999771118164,-17699.000244140625,-6919.7998046875,9.700000286102295,22.699999809265137,2.5,1393.2000732421875,255.0,255.0,,0.009230539342765583,-2.753414732875539,0.0014020420477220462,True,18,0.0,False,False,16,,76561198039309853,enpitsu,23.0,-970.3900146484375,-1558.3399658203125,67.9800033569336,4697.900085449219,22242.7001953125,-1723.3999633789062,-2710.8999633789062,229.50000762939453,16.399999856948853,128.0,128.0,,-0.5529151032688124,1.4821382413110378,0.007150518778697867,False,18,255.0,False,18,True,,M4Kodik,bb0d2c807cb,6,918.9099731445312,4778.009765625,107.26000213623047,-17865.899658203125,-4705.400085449219,-157.89999961853027,5297.60009765625,1418.3000183105469,415.6999969482422,242.0,128.0,False,0.2473685235838375,-2.7789964838625445,2.1053641667992413,True,14,False,11,255.0,False,,Zathaus,b3dbbf7820b,15.0,1367.3299560546875,3416.85009765625,17.010000228881836,-2525.800018310547,22321.99951171875,2.3000000417232513,0.19999999552965164,-2.0000000298023224,1683.0000305175781,226.0,255.0,False,0.00959229525796217,1.7249214140961568,0.00024328662684986818,True,16,198.0,False,False,12,
