,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_ball_cam,opp_2_jump_active,opp_2_boost_collect,team_mate_handbrake
0,169,0,False,False,1,5203.134587938741,4.550000190734863,13.800000190734863,93.16000366210938,9798.800048828125,23513.30078125,1067.5,2828.9999389648438,-1059.000015258789,5184.0997314453125,1.0,-0.01373918544577324,-0.06192214130376392,-0.03348882915209852,76561198039309853,enpitsu,27.0,-111.2699966430664,-213.47999572753906,119.45999908447266,10865.0,20206.300048828125,1575.8000183105469,-5154.89990234375,-208.09999465942383,1906.199951171875,255.0,255.0,,-0.8286798864032121,2.3888258737264234,-0.5077233894047023,True,2,0.0,False,1,False,,bf81d8692db,games5425898691,18.0,2658.699951171875,-4003.489990234375,17.010000228881836,18565.0,-6384.000244140625,2.3000000417232513,-0.7000000029802322,0.5999999865889549,1654.1999816894531,128.0,255.0,-0.009600425928121025,-2.848111999817125,0.0002006998768002396,True,False,False,False,0.0,False,,NJ22 - Dataplay,76561198027572113,5.0,95.02999877929688,279.6400146484375,84.36000061035156,-9333.099975585938,-17291.99951171875,3252.60009765625,1407.4000549316406,2641.7001342773438,876.2999725341797,255.0,152.0,True,0.0026838780260570213,-1.268258533955065,-0.30483868547221354,True,False,False,0.0,False,4,,itsBlackGuerrier,b6ae358867b,5,14.020000457763672,1910.8499755859375,17.0,574.1999816894531,-13743.399658203125,3.1999999284744263,0.09999999776482582,0.5000000074505806,0.0,255.0,128.0,,-0.009522471233818655,-1.6125627219731085,5.389835963193633e-05,116.0,False,False,False,True,False,,
1,170,0,False,True,0,5220.3811477412055,-7.239999771118164,-4.170000076293945,91.76000213623047,3207.9000854492188,29429.89990234375,-1328.0000305175781,-3790.7000732421875,1278.0999755859375,4457.0001220703125,0.0,0.03899670533519919,0.1410776597588518,-0.086413521901432,76561198027572113,NJ22 - Dataplay,5.0,-37.290000915527344,-165.8000030517578,104.68000030517578,6218.4002685546875,14839.89990234375,3059.5999145507812,-4054.1000366210938,-2785.7000732421875,2460.399932861328,255.0,128.0,True,0.09505209809412901,1.3180671212025064,-0.52152550236337,True,4,0.0,False,3,False,,b6ae358867b,itsBlackGuerrier,5.0,-14.020000457763672,-1910.8499755859375,17.0,-574.1999816894531,13743.399658203125,3.1999999284744263,-0.09999999776482582,-0.5000000074505806,0.0,255.0,128.0,0.009522471233818655,1.6125627219731085,5.389835963193633e-05,True,False,False,False,116.0,False,,games5425898691,bf81d8692db,18.0,-2658.699951171875,4003.489990234375,17.010000228881836,-18565.0,6384.000244140625,2.3000000417232513,0.7000000029802322,-0.5999999865889549,1654.1999816894531,128.0,255.0,,0.009600425928121025,2.848111999817125,0.0002006998768002396,True,False,False,0.0,False,False,,enpitsu,76561198039309853,27,111.2699966430664,213.47999572753906,119.45999908447266,-10865.0,-20206.300048828125,1575.8000183105469,5154.89990234375,208.09999465942383,1906.199951171875,255.0,255.0,,0.8286798864032121,-2.3888258737264234,-0.5077233894047023,0.0,False,1,False,True,2,,
2,171,0,False,False,1,5200.179651881233,44.72999954223633,9.970000267028809,91.5999984741211,8768.400268554688,-7307.60009765625,24.800000190734863,2031.6000366210938,-3213.2998657226562,4641.7999267578125,1.0,-0.2119040637333577,-0.3420772344625666,-0.248819062705477,76561198039309853,enpitsu,27.0,-24.040000915527344,-91.86000061035156,131.13999938964844,5542.39990234375,660.1999664306641,958.3000183105469,-5109.700012207031,2034.6000671386719,-32.89999961853027,255.0,255.0,,-0.9569835063525797,-2.059731487355856,-2.377137520500676,True,2,0.0,False,1,False,,bf81d8692db,games5425898691,18.0,2813.7900390625,-4045.530029296875,17.010000228881836,18610.799560546875,-3857.3001098632812,2.3000000417232513,-0.7999999821186066,0.5000000074505806,1861.1000061035156,128.0,255.0,-0.00961804496438676,-2.997159986982512,8.850348657624413e-05,True,False,False,False,0.0,False,,NJ22 - Dataplay,76561198027572113,5.0,37.290000915527344,165.8000030517578,104.68000030517578,-6218.4002685546875,-14839.89990234375,3059.5999145507812,4054.1000366210938,2785.7000732421875,2460.399932861328,255.0,128.0,True,-0.09505209809412901,-1.3180671212025064,-0.52152550236337,True,False,3,0.0,False,4,,itsBlackGuerrier,b6ae358867b,5,14.020000457763672,1910.8499755859375,17.0,574.1999816894531,-13743.399658203125,3.1999999284744263,0.09999999776482582,0.5000000074505806,0.0,255.0,128.0,,-0.009522471233818655,-1.6125627219731085,5.389835963193633e-05,116.0,False,False,False,True,False,,
3,218,1,False,False,0,5840.340033594963,-1781.1800537109375,-632.8699951171875,95.37999725341797,-11973.900146484375,9762.19970703125,3537.9000854492188,3183.599853515625,-2129.499969482422,-4618.299865722656,0.0,0.9377258896229445,0.2542998764908683,0.1017996589888147,b6ae358867b,itsBlackGuerrier,5.0,-1750.06005859375,-773.6699829101562,16.479999542236328,-14849.89990234375,4873.399963378906,-15.700000524520874,261.00000381469727,-66.30000114440918,-901.6999816894531,255.0,7.0,,0.009112097615068052,2.7439645648284876,-0.02713510561284924,True,False,70.0,False,False,False,,76561198027572113,NJ22 - Dataplay,5.0,192.05999755859375,-87.76000213623047,17.010000228881836,-2073.8999938964844,5022.799987792969,2.0999999344348907,0.0,0.0,2203.300018310547,255.0,255.0,0.00949019870417866,1.9241558641624323,2.0377726341918033e-05,True,4,False,4,0.0,False,,games5425898691,bf81d8692db,18.0,-3631.27001953125,1515.4200439453125,16.989999771118164,4214.599914550781,-22607.60009765625,3.0000001192092896,0.19999999552965164,-1.0000000149011612,768.7000274658203,255.0,214.0,,0.00958474324249466,-1.3771660790161064,0.0001260005661295163,True,False,False,157.0,False,False,,enpitsu,76561198039309853,26,-985.5800170898438,75.91999816894531,17.049999237060547,-8937.2998046875,-3968.5000610351562,3.1999999284744263,6.3999998569488525,2.3000000417232513,-580.4000091552734,255.0,128.0,,0.01663766303704241,-2.7066760721555663,-0.00010848516348715367,18.429427844221873,True,2,False,True,2,,False
4,234,2,False,False,0,5427.106292523814,-2483.639892578125,-49.689998626708984,200.4199981689453,-11962.19970703125,15737.7001953125,4919.100036621094,3564.5001220703125,-2157.2999572753906,-4317.300109863281,0.0,0.7287098331029831,-1.287969089604163,2.4581695714496345,b6ae358867b,itsBlackGuerrier,5.0,-2458.68994140625,-171.7100067138672,76.38999938964844,-12729.599609375,13517.7001953125,3589.7000122070312,-2097.100067138672,773.7000274658203,318.8999938964844,255.0,157.0,,0.007940887076162006,2.3180530075874914,0.05291833329930249,True,3,35.563414878742655,True,False,False,,76561198027572113,NJ22 - Dataplay,5.0,-107.98999786376953,101.83999633789062,17.010000228881836,-8859.000244140625,141.19999885559082,2.199999988079071,0.0,0.0,2503.0999755859375,255.0,255.0,0.009489806578705387,-3.1203417313460284,1.9910693468661083e-05,True,4,False,4,0.0,False,,games5425898691,bf81d8692db,18.0,-3119.75,424.989990234375,19.459999084472656,16385.699462890625,-14680.50048828125,2961.6000366210938,0.0,0.0,1960.2999877929688,255.0,255.0,,0.00958801459704369,-0.6559475567749483,2.5632303077455935e-05,True,False,False,157.0,False,3,,enpitsu,76561198039309853,27,-1700.6800537109375,27.670000076293945,17.049999237060547,-14643.299560546875,674.3000030517578,2.5,0.19999999552965164,-0.09999999776482582,-5.699999928474426,255.0,128.0,,0.016767043484222557,3.0948192848531595,2.3321294580813894e-05,0.0,False,2,False,True,2,,False
5,312,5,False,False,0,2931.933493668524,-3071.330078125,3174.25,94.01000213623047,4661.9000244140625,5742.5,1795.3999328613281,-4223.599853515625,3428.900146484375,2530.2999877929688,0.0,1.1681166523194269,2.992809816447968,-1.5583949864566577,b6ae358867b,itsBlackGuerrier,5.0,-3380.070068359375,3181.280029296875,17.010000228881836,14859.3994140625,4078.0999755859375,2.3999999463558197,3.3000001311302185,3.3000001311302185,-2039.4999694824219,255.0,18.0,,0.00948432532864845,0.20494756629050367,-0.00020153939747469263,True,4,0.0,False,False,False,,76561198027572113,NJ22 - Dataplay,5.0,-2208.050048828125,1727.1500244140625,17.010000228881836,212.90000915527344,13988.00048828125,2.0999999344348907,0.0,0.9000000357627869,-2093.0999755859375,255.0,0.0,0.009561528964265565,1.505141418556419,-0.00010025556393863569,True,4,False,4,,False,,games5425898691,bf81d8692db,18.0,-1504.97998046875,2052.010009765625,17.010000228881836,12748.299560546875,14809.49951171875,-0.29999999329447746,-0.5999999865889549,-0.9000000357627869,-58.29999923706055,255.0,128.0,,0.009613580320143872,0.8529305236556235,6.005468738175493e-05,True,False,4,77.65790962916546,True,4,,enpitsu,76561198039309853,27,-3367.570068359375,2937.090087890625,17.020000457763672,4367.60009765625,22581.39892578125,2.3000000417232513,-0.9000000357627869,-5.299999713897705,-645.0,255.0,0.0,,0.016775655002179927,1.3835289532845965,-0.00015004832210568472,136.98324289116806,True,2,False,True,2,,
6,323,5,False,False,1,8774.128455438698,2878.60009765625,-3407.199951171875,113.19999694824219,-11031.99951171875,999.3000030517578,2993.599853515625,859.1999816894531,3057.9000854492188,-5090.199890136719,1.0,0.8409258134257792,1.6271621473180125,-1.2301848170001528,76561198039309853,enpitsu,27.0,2930.9599609375,-3503.2900390625,17.010000228881836,-16306.700439453125,-6965.999755859375,3.3000001311302185,-1.8000000715255737,4.1999998688697815,-633.4999847412109,255.0,128.0,,-0.01703844040937274,-0.3488238832682087,0.0002687112092788843,True,2,102.46492890645096,True,2,False,,bf81d8692db,games5425898691,18.0,937.0399780273438,-2739.280029296875,17.010000228881836,-11229.300537109375,-18038.699951171875,2.199999988079071,0.29999999329447746,0.7999999821186066,1651.6999816894531,255.0,241.0,-0.009610287747715813,-1.0657248447576537,0.00011242017303941966,True,4,False,4,70.0,False,,NJ22 - Dataplay,76561198027572113,5.0,2068.179931640625,-2280.429931640625,17.010000228881836,-5463.499755859375,-12938.900146484375,2.0999999344348907,-0.09999999776482582,0.3999999910593033,-1679.1000366210938,255.0,0.0,,-0.009570077069854145,-1.1528645467033913,-0.0001810641503730179,True,False,4,,False,4,,itsBlackGuerrier,b6ae358867b,5,,,,,,,,,,,,,,,,,,,,True,,,
7,349,6,False,False,0,2052.5955256253947,-1850.97998046875,3323.090087890625,105.30999755859375,-371.8000030517578,14350.30029296875,3523.0999755859375,2143.300018310547,781.5000152587891,-5549.2999267578125,0.0,-0.6193802827653516,-0.9123364958482502,-1.5858432567084773,76561198027572113,NJ22 - Dataplay,6.0,-1770.6099853515625,3185.9599609375,16.18000030517578,-1191.500015258789,6480.10009765625,-699.1999816894531,610.4000091552734,-1285.2000427246094,290.49999237060547,255.0,128.0,,0.007473099677407273,1.8096422309933236,-0.012904221568015488,True,4,,False,4,False,,b6ae358867b,itsBlackGuerrier,5.0,,,,,,,,,,,,,,,True,,,,,,,games5425898691,bf81d8692db,18.0,-1201.25,3938.60009765625,17.010000228881836,-11121.600341796875,2793.5000610351562,2.3999999463558197,0.09999999776482582,0.5000000074505806,2338.300018310547,255.0,255.0,,0.009586872969451076,2.953958881399801,1.3692655282789812e-05,True,False,4,70.0,False,4,,enpitsu,76561198039309853,27,-1471.2099609375,3691.659912109375,17.040000915527344,6817.60009765625,-1092.300033569336,3.799999952316284,-0.9000000357627869,-3.6000001430511475,-9.100000262260437,0.0,128.0,,0.01712191081091992,-0.16065792282014943,3.426392777453245e-05,86.0,False,2,False,True,2,,
8,449,10,False,False,1,10021.96354670492,2198.070068359375,-4797.02001953125,119.95999908447266,17021.500244140625,-4372.5,9231.300048828125,-1064.800033569336,-5044.4000244140625,-741.9000244140625,1.0,0.7173890024115062,-1.3494342046910004,1.2089044877008372,76561198039309853,enpitsu,27.0,1979.1700439453125,-4750.3798828125,19.5,13369.3994140625,-4211.7999267578125,2954.7000122070312,1.0999999940395355,-0.0,84.0999984741211,128.0,128.0,False,-0.016739004765936368,-2.845769102040646,-7.780657681625072e-05,True,4,56.0,False,2,False,,bf81d8692db,games5425898691,18.0,1735.5400390625,-4786.669921875,16.959999084472656,9870.2001953125,5026.700134277344,13.200000524520874,-30.09999990463257,9.300000071525574,-506.3999938964844,255.0,128.0,-0.008345592385639549,2.7155616293261136,0.0011483045434214217,True,4,False,4,70.0,False,,NJ22 - Dataplay,76561198027572113,6.0,3064.72998046875,-313.2900085449219,17.010000228881836,-12193.00048828125,10227.899780273438,2.0000000298023224,1.4000000059604645,-1.1999999731779099,1445.3999328613281,255.0,160.0,,-0.009557749739818646,0.6289861170041497,-7.394101207032816e-05,False,False,6,,False,7,,itsBlackGuerrier,b6ae358867b,5,3423.219970703125,3878.39990234375,17.010000228881836,8467.100219726562,-9106.500244140625,2.0000000298023224,1.0999999940395355,-1.4000000059604645,-1122.2000122070312,255.0,99.0,,-0.0095483793656747,-2.2855682254791483,-9.650040867050918e-06,255.0,False,False,False,True,False,,
9,507,12,False,False,1,9238.314502809815,3972.739990234375,-3570.919921875,247.57000732421875,198.60000610351562,-3806.099853515625,-1142.0999908447266,-2441.199951171875,-694.8000335693359,1095.8000183105469,1.0,-0.013195678477438461,2.177799235283041,1.9755388210444962,bf81d8692db,games5425898691,18.0,3808.699951171875,-3512.72998046875,269.9599914550781,-3033.900146484375,1883.0000305175781,-192.39999771118164,5248.3001708984375,-1067.5,1250.999984741211,255.0,0.0,,-0.16092984397125318,3.071648600684022,2.3035674402999238,True,6,201.7384344147098,True,5,False,,76561198039309853,enpitsu,27.0,2984.909912109375,-3724.39990234375,17.049999237060547,-8446.500244140625,7321.199951171875,3.3000001311302185,-0.0,-0.09999999776482582,2382.5999450683594,255.0,128.0,-0.016705837256842448,0.6602961923078556,6.430426325917877e-06,True,2,False,4,56.0,False,,NJ22 - Dataplay,76561198027572113,5.0,-609.4199829101562,1284.9000244140625,83.31999969482422,-21193.60107421875,-8619.600219726562,2284.9000549316406,3433.0999755859375,-4281.099853515625,367.2999954223633,255.0,131.0,,-0.49658545763789474,-0.5802149598328222,-0.03226666644510561,True,False,9,,False,10,,itsBlackGuerrier,b6ae358867b,5,3730.659912109375,853.9400024414062,17.010000228881836,-951.8000030517578,-13651.400146484375,1.899999976158142,-0.0,-2.199999988079071,-693.8999938964844,128.0,124.0,,-0.00961557576707635,-1.4614763168629092,6.223350284971372e-05,253.0,False,False,False,True,False,,False
