,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,opp_2_handbrake
0,169,0,False,False,1,5190.223385379918,-21.579999923706055,31.530000686645508,134.8300018310547,-15035.2001953125,12162.7001953125,18409.7998046875,3834.2001342773438,-19.700000286102295,4614.89990234375,1.0,0.012955463716090456,-0.19780717120657912,-0.15336747992493183,76561198088264999,Kanthix,7.0,-1.350000023841858,-88.63999938964844,13.399999618530273,1186.6000366210938,12516.800537109375,-1234.8999786376953,2586.0000610351562,-3398.0999755859375,3466.199951171875,255.0,128.0,,0.05266889252766939,1.5861923639428548,-0.05979183460593641,True,4,4,False,3.0,False,,76561198125439072,MrMojito,8.0,-10.630000114440918,-2503.159912109375,17.049999237060547,2331.3999938964844,13060.899658203125,2.8999999165534973,2.0999999344348907,0.09999999776482582,-122.5,255.0,128.0,,-0.01685507192952912,1.7602044154760954,2.375917350265973e-05,True,146.0,False,4,False,4,,enpitsu,76561198039309853,24,-0.7900000214576721,152.08999633789062,112.86000061035156,-12122.19970703125,-10743.399658203125,734.4999694824219,990.5000305175781,-605.6999969482422,5375.999755859375,255.0,128.0,,-1.4834563034100345,-0.8446413563789148,-0.3081751205808697,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,21.0,2134.110107421875,3935.5400390625,17.010000228881836,15442.900390625,7854.1998291015625,2.0000000298023224,0.3999999910593033,0.29999999329447746,0.09999999776482582,255.0,128.0,-0.009592131908217281,2.6710436730512885,-4.728979852083263e-05,True,0.0,False,False,False,False,,
1,277,3,False,False,1,10703.974142611216,-2473.739990234375,-5019.72021484375,196.7899932861328,-3635.5999755859375,1673.6000061035156,12218.699951171875,5734.69970703125,-476.8000030517578,1698.3999633789062,1.0,-0.7333949621956355,-3.090410449282328,1.00780645231521,76561198125439072,MrMojito,7.0,-2485.22998046875,-4888.52978515625,199.77000427246094,-20708.30078125,-5633.699951171875,95.29999732971191,-1801.1000061035156,-5024.800109863281,-1325.5000305175781,255.0,105.0,,-0.5902695328357496,-0.7716606065921687,1.1180508818095363,True,5,6,False,37.0,False,,76561198088264999,Kanthix,7.0,3509.75,-1566.4599609375,88.9000015258789,-6247.1002197265625,-21039.599609375,-165.9000015258789,5109.200134277344,-2035.5999755859375,-45.79999923706055,255.0,,,-0.6294373639555166,1.9438738301988583,-3.131239661654294,True,233.0,False,8,False,7,,enpitsu,76561198039309853,24,-3805.219970703125,18.0,17.049999237060547,-1092.7999877929688,-685.5999755859375,2.5999999046325684,-2.3000000417232513,0.9000000357627869,50.79999923706055,255.0,,,-0.01670895807190776,-1.6001166695794702,9.99406859699372e-05,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,21.0,236.88999938964844,-915.2000122070312,16.989999771118164,-15987.2998046875,-16320.2001953125,4.799999892711639,-1.7000000178813934,-1.5000000596046448,-1590.0999450683594,255.0,52.0,-0.009607300314835875,-0.7443770076403613,-0.00014703770445351406,True,239.0,False,4,4,False,,
2,364,7,False,True,0,4362.276544771113,3418.56005859375,4496.5498046875,807.5399780273438,-3752.6998901367188,23402.900390625,-1259.3000030517578,-3681.199951171875,-1595.8999633789062,4423.399963378906,0.0,0.05400391591832402,2.7292836278466326,0.3878924132084523,bf81d8692db,games5425898691,21.0,3484.39990234375,4295.0,750.7000122070312,10698.00048828125,13082.19970703125,1846.3999938964844,-51.70000076293945,-1900.7000732421875,5159.69970703125,255.0,255.0,,-0.1743294559797464,1.6374694771740266,-0.6796918784049936,True,4,6,False,149.26841292330013,True,,76561198039309853,enpitsu,24.0,3706.679931640625,423.19000244140625,17.040000915527344,-2207.899932861328,6970.8001708984375,4.300000071525574,1.5000000596046448,-6.9999998807907104,1740.0,255.0,128.0,,0.01662684937076591,1.867905398893406,0.00024336563180466078,True,255.0,False,2,False,2,,Kanthix,76561198088264999,7,-857.6699829101562,4943.919921875,17.010000228881836,11002.39990234375,3745.7000732421875,2.3000000417232513,0.7999999821186066,0.29999999329447746,-2036.6000366210938,255.0,0.0,,0.009549115354131764,0.3068372951394914,-0.00022111466924554967,True,233.0,False,8,False,8,,MrMojito,76561198125439072,7.0,2854.800048828125,4162.43994140625,17.049999237060547,-11530.999755859375,2138.699951171875,2.5999999046325684,1.1999999731779099,-0.29999999329447746,-77.5,255.0,128.0,0.01670042514852578,2.9486443196034955,0.0001236662812790889,True,255.0,False,6,6,False,,False
3,405,8,False,False,1,10305.583633390715,-1495.0799560546875,-4884.35986328125,271.1400146484375,-183.50000381469727,796.6000366210938,4087.7999877929688,-3311.4999389648438,1030.2999877929688,-4896.099853515625,1.0,-0.4668413482119054,-0.04182419088508787,-0.818052262465181,76561198125439072,MrMojito,7.0,-1449.739990234375,-4819.06982421875,176.13999938964844,6412.60009765625,-2686.199951171875,480.60001373291016,1476.300048828125,-76.79999828338623,-237.60000228881836,184.0,74.0,False,-0.18757242719754194,-2.0694993039608116,0.46654205598691495,True,6,8,False,255.0,False,,76561198088264999,Kanthix,7.0,-1390.97998046875,-4968.10009765625,104.04000091552734,-19146.600341796875,-2016.9999694824219,2798.9999389648438,-10.299999713897705,-0.5000000074505806,1353.0999755859375,255.0,128.0,,-0.008924120776000874,-0.47779916923475624,0.002867557565824661,True,183.0,False,10,False,8,,enpitsu,76561198039309853,24,-2503.5400390625,-787.3200073242188,17.040000915527344,10991.700439453125,6706.7999267578125,3.799999952316284,0.5000000074505806,0.3999999910593033,6.800000071525574,255.0,128.0,,-0.016724520767915876,2.592787263173596,-6.144838328312269e-05,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,21.0,-2980.5400390625,-4393.77001953125,16.649999618530273,5899.2999267578125,11589.000244140625,85.9000015258789,-62.60000228881836,3.6000001430511475,2053.000030517578,255.0,216.0,-0.00624706089337532,1.9826766460229337,0.001399536471505274,True,140.0,False,6,4,False,,
4,481,11,False,False,1,10033.951610467544,-1488.1500244140625,-4606.58984375,93.16000366210938,15096.199951171875,-1581.1000061035156,756.2999725341797,-4355.4998779296875,-87.20000267028809,4125.7000732421875,1.0,-1.2587604687543466,0.9566546168421158,1.151557770017931,76561198125439072,MrMojito,8.0,-1423.1700439453125,-4436.6201171875,210.42999267578125,-4149.89990234375,7210.4998779296875,-775.8000183105469,-2531.6000366210938,-2850.4998779296875,-498.6000061035156,255.0,128.0,False,1.1996026281696068,1.644453576073826,0.8543390269042381,True,8,10,False,209.0,False,,76561198088264999,Kanthix,7.0,-1684.25,-4567.669921875,17.020000457763672,9317.39990234375,-9287.19970703125,1.0999999940395355,0.19999999552965164,-0.09999999776482582,-2277.2999572753906,255.0,0.0,False,-0.009574321876074317,-2.2905107843763637,-3.335213570540887e-05,True,162.0,False,10,False,8,,enpitsu,76561198039309853,24,-751.6300048828125,-2366.10009765625,17.040000915527344,-359.0999984741211,-13316.500244140625,4.399999976158142,0.3999999910593033,-0.7999999821186066,-2123.3999633789062,255.0,128.0,False,-0.016818101943390514,-1.489309401779744,-9.007491778953983e-05,True,214.0,False,2,False,2,,games5425898691,bf81d8692db,21.0,-1612.1600341796875,-5102.990234375,234.25999450683594,-1725.5000305175781,2.7000001072883606,2307.4000549316406,4.699999988079071,-1760.5999755859375,0.7000000029802322,255.0,0.0,1.1037004800618415,-0.020492955762958683,1.5525144677636313,True,124.0,False,8,4,False,,
5,523,12,False,False,1,9908.689886477941,577.2000122070312,-4763.56005859375,95.7300033569336,21713.40087890625,9487.5,3030.4998779296875,3724.7000122070312,1192.3999786376953,-1171.1000061035156,1.0,0.26520187781639687,-2.0856030455103287,1.5536287511817892,76561198088264999,Kanthix,7.0,458.9800109863281,-4866.77001953125,16.549999237060547,16367.39990234375,8193.099975585938,-221.70000076293945,1337.5999450683594,-2008.2000732421875,780.5999755859375,255.0,0.0,False,0.010530096665273377,2.6138624187029653,-0.000179271426081439,True,8,10,False,84.42039562553491,True,,76561198125439072,MrMojito,8.0,-1204.469970703125,-3627.3798828125,17.059999465942383,10098.400268554688,-2073.0999755859375,1.2999999523162842,-1.0999999940395355,0.19999999552965164,-436.3999938964844,255.0,128.0,False,-0.01669385836584758,-2.8991165815016506,0.0002976100248380842,True,209.0,False,10,False,8,,enpitsu,76561198039309853,24,183.08999633789062,-3813.18994140625,17.040000915527344,20166.300048828125,1711.7999267578125,0.7999999821186066,2.0999999344348907,-0.0,254.69999313354492,128.0,128.0,False,-0.016808100376850675,3.0320045346724145,-0.00018570617436694599,True,162.0,False,2,False,2,,games5425898691,bf81d8692db,21.0,-2365.2099609375,-4647.1201171875,17.020000457763672,2679.4000244140625,10590.6005859375,2.5999999046325684,-6.3999998569488525,13.40000033378601,-2367.2999572753906,255.0,0.0,-0.00912269241205227,1.8731030526090977,-0.0005020254323106363,True,124.0,False,8,4,False,,
6,574,14,False,False,1,8888.066212654981,3987.7900390625,-3192.97998046875,339.1499938964844,-5240.5999755859375,15171.99951171875,13654.69970703125,2788.800048828125,1315.3999328613281,3734.7000122070312,1.0,-0.37729573137948086,0.4369979750413686,-1.549036907154726,76561198088264999,Kanthix,7.0,4079.93994140625,-3345.669921875,215.5800018310547,2856.4999389648438,13241.099853515625,14188.800048828125,-1423.3999633789062,-4359.2999267578125,2012.7000427246094,255.0,255.0,,0.8238365436091681,1.70221569714288,-1.3495779668047192,True,8,10,False,213.0,False,,76561198125439072,MrMojito,8.0,1010.27001953125,-4606.52001953125,17.059999465942383,13942.900390625,-1770.0999450683594,1.4000000059604645,-6.800000071525574,0.7999999821186066,1148.1999969482422,255.0,128.0,,-0.016751414174329845,-3.066060553643531,-2.288206068870027e-05,True,240.0,False,10,False,8,,enpitsu,76561198039309853,24,4062.47998046875,-2829.4599609375,160.2100067138672,7142.8997802734375,4141.700134277344,14837.099609375,-133.69999885559082,-5395.10009765625,-1060.5000305175781,255.0,0.0,,1.122350428424391,2.6570068844755137,-0.4946961647677369,True,43.0,False,2,False,2,,games5425898691,bf81d8692db,21.0,-71.58000183105469,-2837.239990234375,17.010000228881836,12224.89990234375,10035.10009765625,2.5,-0.7999999821186066,-0.5999999865889549,1914.1000366210938,255.0,252.0,-0.009591423483638261,2.399032595705663,9.283637903673423e-05,True,155.0,False,10,6,False,27.0,
7,692,19,False,False,1,2427.794467273827,1879.06005859375,2920.139892578125,104.06999969482422,-2927.5,8763.699951171875,8443.200073242188,-5339.4000244140625,-1783.6000061035156,2075.7000732421875,1.0,-0.05837178657804937,-0.9867584969335534,-2.5645994252787676,76561198088264999,Kanthix,7.0,1780.6600341796875,2748.489990234375,22.739999771118164,-7953.599853515625,12886.800537109375,-2524.7000122070312,233.09999465942383,-5112.799987792969,-1064.8999786376953,255.0,0.0,False,-0.08194498404701295,1.3853401763787463,0.15695843743741006,True,8,12,False,102.0,False,,76561198125439072,MrMojito,7.0,987.9000244140625,-1380.8900146484375,17.059999465942383,-0.0,-0.09999999776482582,1.2999999523162842,0.29999999329447746,0.5000000074505806,0.0,128.0,128.0,,-0.016814651312662528,1.1342914771505448,-2.1899620622962772e-05,True,199.0,False,10,False,8,,enpitsu,76561198039309853,24,2883.639892578125,-749.1599731445312,418.239990234375,-3228.5000610351562,4645.5999755859375,-14309.69970703125,-589.0999984741211,-155.10000228881836,-676.3999938964844,128.0,128.0,False,-0.6375532753212644,2.2896678776704436,0.3839342149664609,True,43.0,False,2,False,2,,games5425898691,bf81d8692db,21.0,-437.1000061035156,4292.080078125,17.010000228881836,12773.499755859375,5653.699951171875,2.0000000298023224,1.5000000596046448,0.5000000074505806,-701.3999938964844,255.0,128.0,-0.009582610428157426,2.782826383687109,0.00021890451034016026,True,170.0,False,12,8,False,,
8,736,20,False,False,0,9428.433224997143,-1444.0699462890625,-4272.490234375,603.5900268554688,-23495.80078125,12576.300048828125,1511.199951171875,3355.1998901367188,-236.29999160766602,-155.50000190734863,0.0,-0.48861818281108965,-0.5295850699892888,1.1995575761059247,bf81d8692db,games5425898691,21.0,-1240.1600341796875,-4430.43017578125,541.9000244140625,-13948.599853515625,7342.2998046875,5083.0999755859375,-1639.1000366210938,-2579.5001220703125,2911.9000244140625,255.0,153.0,,-0.4703453312633106,1.8855020041681307,1.2607090020004772,True,9,14,False,82.25694616635639,True,,76561198039309853,enpitsu,24.0,-3567.070068359375,57.279998779296875,17.049999237060547,-3880.0,-10385.0,3.3000001311302185,0.19999999552965164,0.09999999776482582,2380.2999877929688,255.0,255.0,False,0.01669821987861795,-1.8756088469316474,1.3389749178545572e-05,True,255.0,False,2,False,2,,Kanthix,76561198088264999,7,-1782.3499755859375,-4159.7001953125,277.8500061035156,1475.0999450683594,-12139.89990234375,3279.89990234375,-4442.5,2219.2999267578125,-2363.9999389648438,255.0,255.0,True,-1.059523045877356,-1.0456773475039474,-0.7030256936472169,True,61.400017117941246,True,14,4,8,,MrMojito,76561198125439072,12.0,-979.22998046875,1362.31005859375,17.059999465942383,-1.4000000059604645,3.100000023841858,1.1999999731779099,0.0,-0.09999999776482582,0.0,128.0,185.0,0.016865139647925364,-1.1342915942223977,-2.8873405705032175e-06,True,191.0,False,10,8,False,,
9,795,22,False,False,0,7567.234470562217,-2799.2099609375,-2183.989990234375,235.1999969482422,-2408.8999938964844,-6648.699951171875,7415.5999755859375,-4350.899963378906,1739.4999694824219,-3747.3001098632812,0.0,0.47951434735516313,0.9687275581998326,3.0687992737964973,76561198039309853,enpitsu,24.0,-2706.389892578125,-2061.7900390625,149.1300048828125,1885.0,-7573.900146484375,3314.5999145507812,-0.3999999910593033,-0.19999999552965164,-0.5999999865889549,128.0,128.0,False,0.016199085937444763,-1.327043755471266,-2.974484337300255e-05,True,2,4,False,255.0,False,,bf81d8692db,games5425898691,21.0,-3948.639892578125,-2931.5,44.18000030517578,221.29999160766602,5775.7000732421875,141.09999656677246,-531.6999816894531,197.00000762939453,-1136.8000030517578,255.0,0.0,,0.05954590874655885,1.462690118502223,0.4916360772507997,True,69.0,False,14,False,10,,Kanthix,76561198088264999,7,-1294.5699462890625,-4527.669921875,16.850000381469727,-2107.7999877929688,4161.9000244140625,39.80000019073486,29.600000381469727,-84.0999984741211,2061.300048828125,255.0,255.0,False,0.009289037101415334,2.015465451650971,0.005205343918377795,True,45.0,False,14,4,8,,MrMojito,76561198125439072,9.0,-1296.8699951171875,-276.8500061035156,17.059999465942383,-9097.899780273438,-9047.2998046875,1.8000000715255737,-2.3999999463558197,-2.199999988079071,1198.499984741211,255.0,255.0,0.01672990638582162,-2.3712160712839827,0.00030377501955738907,True,221.0,False,10,8,False,,
