,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect,team_mate_handbrake
0,170,0,False,True,0,5129.718342921186,-12.430000305175781,86.94999694824219,102.2699966430664,-3088.900146484375,21844.69970703125,1946.3999938964844,2632.0001220703125,1487.7000427246094,-5182.5,0.0,0.08818495141314754,-0.2490499911315665,0.11862784860558137,76561198039309853,enpitsu,26.0,-57.5,-84.12000274658203,103.79000091552734,-15112.19970703125,15186.199951171875,41.90000057220459,-4173.500061035156,-3570.0,-294.4000053405762,255.0,128.0,,1.4193908746484483,2.6803806415479032,0.36059564222314566,True,0.0,False,2,False,1,,bf81d8692db,games5425898691,18.0,-3418.679931640625,-2309.3701171875,17.010000228881836,-2318.000030517578,-14822.19970703125,2.0999999344348907,-0.09999999776482582,-0.9000000357627869,288.50000381469727,255.0,132.0,0.009604471216511538,-1.6943440593199568,-0.00018893040911508463,False,False,False,False,0.0,False,,Dudelsack,76561199067141024,9,-3139.64990234375,4291.52978515625,16.780000686645508,-8702.60009765625,9439.89990234375,50.10000228881836,-15.700000524520874,19.700000286102295,2655.7000732421875,255.0,255.0,True,0.009747365960890646,2.4226842380404294,-0.0015593268756182509,True,False,4,255.0,False,4,,jorgegengar,bebe6ff526b,9.0,-151.24000549316406,136.33999633789062,97.8499984741211,-17558.499755859375,-13542.80029296875,1915.2999877929688,1298.699951171875,-5277.1002197265625,-845.4000091552734,255.0,128.0,,1.0714196280667885,-0.7846454905211172,2.3486876395835616,True,0.0,False,3,False,4,,
1,499,2,False,False,0,5168.6999024025445,39.040000915527344,56.58000183105469,92.61000061035156,245.59999465942383,13764.7998046875,1017.3000335693359,-2015.0999450683594,-1676.6999816894531,1669.1000366210938,0.0,-0.04003189894803956,0.16958336311877406,-0.0041882037174594865,76561198039309853,enpitsu,26.0,15.649999618530273,-59.959999084472656,100.22000122070312,9639.400024414062,1408.699951171875,1410.5000305175781,1788.3999633789062,685.1000213623047,5155.7000732421875,255.0,128.0,,1.406988085064274,-2.265497009711397,2.661713053194022,True,0.0,False,2,False,1,,bf81d8692db,games5425898691,18.0,-133.55999755859375,-4185.169921875,17.010000228881836,2644.2001342773438,7091.7999267578125,2.0999999344348907,-0.29999999329447746,0.3999999910593033,0.0,255.0,128.0,0.009468976528561683,1.2138879271845902,-2.5647015108316023e-05,True,4,False,4,116.0,False,,Dudelsack,76561199067141024,9,67.30000305175781,226.5,67.4800033569336,-11622.5,-19652.60009765625,2759.1000366210938,1742.7999877929688,-5003.800048828125,1090.0,255.0,88.0,,0.0771532548041594,-1.6226783581970141,0.19713456237447435,False,False,3,0.0,False,4,,jorgegengar,bebe6ff526b,9.0,-39.61000061035156,1424.5799560546875,17.010000228881836,184.3000030517578,-14098.199462890625,2.0999999344348907,0.0,-0.3999999910593033,123.69999885559082,255.0,154.0,,0.00959002459102817,-1.5592251568483955,5.548471901771096e-05,True,55.0,False,False,False,False,,
2,510,3,False,False,0,5102.051785949458,159.35000610351562,148.2899932861328,95.29000091552734,2389.499969482422,2154.499969482422,547.5,-821.2000274658203,1026.2000274658203,5678.4002685546875,0.0,-0.26059145851476706,2.532547346792763,-0.01988947613638738,76561198039309853,enpitsu,26.0,332.3900146484375,-155.9199981689453,127.29000091552734,8872.100219726562,-2702.39990234375,-139.49999809265137,-5369.6002197265625,-432.2999954223633,1109.1000366210938,255.0,0.0,,-0.8802542533940687,-1.2385462854404372,2.8629874893732925,True,0.0,False,2,False,2,,bf81d8692db,games5425898691,18.0,3.390000104904175,-3817.9599609375,17.010000228881836,3970.2999877929688,10551.99951171875,0.0,-0.9000000357627869,-0.5000000074505806,-93.50000381469727,255.0,95.0,0.009510576442895722,1.2131132101287911,-1.3577564275102535e-05,True,4,False,4,106.60258942265665,True,,Dudelsack,76561199067141024,9,-178.1699981689453,273.9700012207031,66.54000091552734,-5833.900146484375,1373.3000183105469,-152.7999973297119,2787.3001098632812,-4271.000061035156,2058.8999938964844,255.0,85.0,,-0.18843109035748704,-0.48563740484501083,2.7363585328208733,False,False,3,0.0,False,4,,jorgegengar,bebe6ff526b,9.0,125.48999786376953,867.5700073242188,17.010000228881836,8698.099975585938,-10676.8994140625,2.3000000417232513,-0.9000000357627869,0.9000000357627869,2073.800048828125,255.0,216.0,,0.009574552599650916,-0.8190810278499833,1.3577408542109828e-05,True,86.0,False,False,False,False,,
3,535,4,False,False,1,5584.979515846932,-344.8999938964844,-305.3800048828125,96.55999755859375,-542.400016784668,5406.9000244140625,2382.5,1997.2000122070312,-1846.1000061035156,4795.299987792969,1.0,0.004691665929580861,-1.9077239510585227,-0.5561857253795031,bebe6ff526b,jorgegengar,9.0,-384.1700134277344,-476.29998779296875,17.010000228881836,48.69999885559082,3902.3001098632812,0.0,-0.0,-4.399999976158142,-733.8999938964844,255.0,0.0,,-0.00947144794195267,1.5296135650620344,-6.439815107851194e-05,False,73.5041288073345,True,False,False,False,,76561199067141024,Dudelsack,9.0,654.280029296875,-320.0899963378906,16.350000381469727,4116.700134277344,2082.899932861328,26.600000858306885,236.00000381469727,-6.000000238418579,-594.3000030517578,255.0,128.0,-0.014991810521279786,2.6753843630458745,-0.003100025787934166,False,4,False,4,0.0,False,,enpitsu,76561198039309853,26,-1008.6699829101562,274.25,16.860000610351562,-588.6000061035156,-3306.9000244140625,42.5,-6.700000166893005,-2.5999999046325684,-399.70001220703125,255.0,0.0,,-0.017012716548349373,-1.8150043371807654,-0.0005796580591894292,True,False,2,0.0,False,2,,games5425898691,bf81d8692db,18.0,-981.6900024414062,3316.969970703125,17.010000228881836,-13499.000244140625,1273.8999938964844,2.3000000417232513,-1.1999999731779099,-0.09999999776482582,-2098.2000732421875,255.0,0.0,,-0.009558089268937881,0.14126423730056098,-0.00012999544422614417,True,126.0,False,4,False,4,,
4,562,5,False,False,1,4891.907937035524,-489.82000732421875,448.489990234375,153.6199951171875,-1810.2999877929688,9490.499877929688,1482.7999877929688,2195.8999633789062,2269.199981689453,3783.9999389648438,1.0,1.2340992932824073,-1.5369878607060405,-1.2722049389547663,bebe6ff526b,jorgegengar,9.0,-518.1900024414062,418.1300048828125,16.760000228881836,-5428.3001708984375,9782.000122070312,35.69999933242798,57.30000019073486,-64.20000076293945,-150.10000228881836,128.0,108.0,,-0.010517748427760452,1.0515903761626488,0.02709986439812471,False,46.0,False,False,False,False,,76561199067141024,Dudelsack,9.0,1412.25,-105.95999908447266,57.619998931884766,12874.3994140625,480.2000045776367,3359.8001098632812,-18.300000429153442,829.5999908447266,-86.19999885559082,255.0,128.0,-0.04059990562015939,3.1230019797061512,6.987248141732876e-05,False,5,False,6,7.887845057313161,True,,enpitsu,76561198039309853,26,-1567.25,-84.18000030517578,17.049999237060547,-11448.199462890625,1483.5000610351562,-2.0000000298023224,1.4000000059604645,-0.0,-79.49999809265137,255.0,128.0,,-0.016720271963609982,0.13827021526666455,6.976412455184313e-05,False,False,2,9.140679418399774,True,2,,games5425898691,bf81d8692db,18.0,-1837.699951171875,4106.16015625,17.010000228881836,-1049.1999816894531,12139.69970703125,2.3999999463558197,-0.09999999776482582,0.19999999552965164,-2208.6000061035156,128.0,0.0,,-0.009621842715203274,1.5467474509257597,-3.6896957570387716e-05,True,157.0,False,4,False,4,,
5,576,5,False,False,1,4455.560736687777,-575.9199829101562,934.5900268554688,148.49000549316406,485.29998779296875,9348.800048828125,308.4000015258789,1141.8000030517578,-193.50000381469727,4039.7000122070312,1.0,-0.00723858355293861,2.6001664255786623,-0.9967631568044042,bebe6ff526b,jorgegengar,9.0,-635.739990234375,890.52001953125,16.68000030517578,-325.49999237060547,9694.000244140625,-167.09999084472656,-439.0999984741211,118.29999923706055,-910.1000213623047,217.0,0.0,,-0.0184931404631857,1.5347710666973033,0.0027521705322204114,False,46.0,False,False,False,False,,76561199067141024,Dudelsack,9.0,2383.179931640625,-76.72000122070312,101.9800033569336,19036.800537109375,566.5000152587891,-151.30000114440918,-62.89999961853027,5499.6002197265625,-6.1000001430511475,255.0,128.0,0.38647559596394837,-0.011017261570440277,-3.140389741428565,False,5,False,6,0.0,False,,enpitsu,76561198039309853,26,-2232.989990234375,10.569999694824219,17.049999237060547,-14519.3994140625,2090.500030517578,2.5,0.29999999329447746,-0.19999999552965164,-0.09999999776482582,255.0,128.0,,-0.016763441477728954,0.1430299532966834,2.688701171488941e-05,True,False,2,0.0,False,2,,games5425898691,bf81d8692db,18.0,-1604.1300048828125,4561.240234375,17.010000228881836,8041.500244140625,5722.5,2.0999999344348907,-0.9000000357627869,-0.5999999865889549,-266.3999938964844,255.0,128.0,,-0.00953563487512397,2.5525537315726914,0.00021471314811790808,True,157.0,False,4,False,4,,
6,590,6,False,False,1,4006.561154399995,-502.0199890136719,1385.260009765625,149.41000366210938,3840.5999755859375,9482.60009765625,612.7999877929688,-1241.6000366210938,-502.99999237060547,4371.600036621094,1.0,0.03535652600668601,0.5401855662595879,-0.8586715404455666,bebe6ff526b,jorgegengar,9.0,-573.8099975585938,1329.4200439453125,16.90999984741211,2575.8999633789062,8387.5,-5.099999904632568,-14.40000057220459,-23.900001049041748,-836.2000274658203,255.0,128.0,,-0.014914192528626568,1.8990911314565084,-0.000768955154534347,False,46.0,False,False,False,False,,76561199067141024,Dudelsack,9.0,3334.06005859375,-48.560001373291016,62.709999084472656,19110.400390625,554.7000122070312,-2097.2999572753906,1079.5999908447266,2175.0,-1641.199951171875,255.0,0.0,0.3327981477162544,-2.916707776842011,0.12099035330884321,False,6,False,6,255.0,False,,enpitsu,76561198039309853,26,-2967.330078125,38.650001525878906,17.049999237060547,-14106.500244140625,-2668.3999633789062,2.5999999046325684,-0.9000000357627869,-0.0,236.5999984741211,255.0,128.0,,-0.01679865465145597,-0.21148290345025836,-0.00017552311228460755,True,False,2,0.0,False,2,,games5425898691,bf81d8692db,18.0,-1316.050048828125,4700.6201171875,17.010000228881836,-1311.6000366210938,-427.20001220703125,2.0999999344348907,-0.0,-0.7999999821186066,-0.5999999865889549,0.0,128.0,,-0.009789257581188385,2.8261149738060976,3.3006449973347146e-05,True,157.0,False,4,False,4,,
7,599,6,False,False,1,3641.049215049972,-355.25,1720.699951171875,148.75999450683594,6200.0,10859.300537109375,668.7999725341797,262.90000915527344,-1544.7000122070312,4225.899963378906,1.0,-0.19742515196974222,-0.9493392619947537,-0.5585123968059589,bebe6ff526b,jorgegengar,9.0,-425.8500061035156,1671.3900146484375,16.84000015258789,6742.39990234375,11175.799560546875,-11.59999966621399,-10.800000429153442,7.300000190734863,-938.7999725341797,255.0,99.0,,-0.011993563947666378,2.1509261188057787,0.003076499799810304,False,20.945350359844902,True,False,False,False,,76561199067141024,Dudelsack,9.0,3851.989990234375,-159.85000610351562,18.5,10809.3994140625,-10195.499877929688,884.1999816894531,-444.70001220703125,-2467.2999572753906,-2234.2999267578125,255.0,0.0,0.045415103141334026,-2.2977161163158883,0.037595510400651296,False,6,False,6,255.0,False,,enpitsu,76561198039309853,26,-3388.6201171875,-43.060001373291016,17.049999237060547,-14092.2998046875,-1406.199951171875,3.3000001311302185,-0.7999999821186066,0.09999999776482582,-2164.7999572753906,255.0,0.0,False,-0.016796148567906833,-0.05032204523691426,-0.0002950530344562334,True,False,2,251.8407484151984,True,2,,games5425898691,bf81d8692db,18.0,-1288.1500244140625,4709.72021484375,17.010000228881836,3116.9000244140625,1017.2000122070312,2.0999999344348907,0.19999999552965164,-0.0,0.0,255.0,128.0,,-0.009469584165937453,2.8261154052890394,-1.784302475630814e-05,True,157.0,False,4,False,4,,
8,618,7,False,False,1,2752.2701242210396,93.25,2507.39990234375,215.88999938964844,5550.8001708984375,15313.1005859375,7751.199951171875,3476.4999389648438,3796.6000366210938,3082.0001220703125,1.0,0.28513682360507564,2.3445661372288584,0.1810001670215998,bebe6ff526b,jorgegengar,9.0,78.0999984741211,2522.27001953125,69.9800033569336,2435.2999877929688,17167.60009765625,1650.7000732421875,-2676.199951171875,-4659.5001220703125,1172.9000091552734,255.0,255.0,,-0.16331524487293858,2.0459079638412745,-0.638976717846211,,2.0,False,4,False,3,,76561199067141024,Dudelsack,9.0,3845.110107421875,-1159.97998046875,17.360000610351562,-5891.400146484375,-12835.50048828125,-689.8000335693359,90.29999732971191,2330.8999633789062,29.000000953674316,255.0,121.0,-0.024890321736095334,-1.1201681735540814,0.05388906397182595,True,6,False,6,255.0,False,,enpitsu,76561198039309853,26,-3992.7900390625,684.3499755859375,75.77999877929688,1192.9000091552734,17041.300048828125,-922.6999664306641,-880.6999969482422,-783.4999847412109,-1329.2999267578125,255.0,128.0,,-0.10061333369589918,1.6707110841848856,0.7298223547859796,True,False,2,207.9956902868004,True,2,,games5425898691,bf81d8692db,18.0,-863.4299926757812,4818.240234375,17.010000228881836,9118.900146484375,1836.3999938964844,2.0999999344348907,0.5999999865889549,0.3999999910593033,146.8000030517578,255.0,163.0,,-0.009496783108419693,2.947856229985687,5.016845618717968e-05,True,157.0,False,4,False,4,,
9,724,11,False,False,1,1993.4623860986326,1899.6600341796875,3417.6298828125,183.9499969482422,-20355.799560546875,11061.500244140625,9489.500122070312,4645.4998779296875,2469.199981689453,2884.5999145507812,1.0,0.3262709483004545,3.0938898214332915,-1.1960270300278246,76561199067141024,Dudelsack,9.0,2013.2900390625,3336.010009765625,96.63999938964844,-8766.599731445312,18328.599853515625,1449.7999572753906,-243.70000839233398,-5489.89990234375,-225.30000686645508,255.0,255.0,,-0.06740300792931163,1.2269864993218025,-0.6817187229023906,False,163.85859808357813,True,8,False,7,,bebe6ff526b,jorgegengar,9.0,3134.889892578125,2629.5400390625,16.989999771118164,-9806.500244140625,-10130.800170898438,4.600000083446503,0.29999999329447746,0.5000000074505806,-2.0999999344348907,255.0,128.0,-0.009603036916626265,-0.8012837207632275,5.411094489545311e-05,True,4,False,4,255.0,False,,enpitsu,76561198039309853,26,121.69999694824219,5194.830078125,17.049999237060547,765.8999633789062,2528.5000610351562,3.100000023841858,-0.0,-5.199999809265137,183.29999923706055,128.0,128.0,False,-0.01700623112259466,-1.7678358224047819,0.0001398354591818577,True,False,2,255.0,False,2,,games5425898691,bf81d8692db,18.0,2407.989990234375,3583.860107421875,16.84000015258789,-4689.100036621094,-5802.1002197265625,39.30000066757202,-3.3000001311302185,-27.999999523162842,-2241.300048828125,255.0,0.0,,-0.008685182761294867,-0.8702587696865377,-0.001572837956061579,True,13.004851777066467,True,6,False,6,,False
