,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,team_mate_handbrake
31,2051,68,False,False,1,9845.450220596455,2106.510009765625,-4630.75,123.8499984741211,-5254.0997314453125,4135.7000732421875,245.79999923706055,-2228.9999389648438,-1674.1999816894531,2560.7998657226562,1.0,-1.0336320102883547,-1.5513562057608223,2.7206402359026742,4375295033816264785,Hi-On_110100100,10.0,2031.260009765625,-4698.02978515625,17.010000228881836,-5776.500244140625,-678.3000183105469,2.0000000298023224,-2.0999999344348907,-0.0,-130.6999969482422,128.0,189.0,,-0.00960747987275282,-0.07299372504407188,0.00019424619343336616,True,224.0,False,10,False,6,,76561198046843816,M1rosl@f,7.0,2061.3798828125,-5100.58984375,157.77999877929688,-4628.599853515625,1181.500015258789,-10723.900146484375,3833.900146484375,-2311.6000366210938,-393.69998931884766,128.0,128.0,-1.3808264614115568,0.3875592797896639,1.1697934339593168,True,255.0,False,14,False,14,,enpitsu,76561198039309853,26,46.27000045776367,-2898.169921875,17.049999237060547,-0.0,-9.300000071525574,2.5999999046325684,1.7000000178813934,-0.0,-1.0000000149011612,0.0,128.0,,-0.017224274153920718,-1.4750965377869178,6.02230921333235e-08,True,166.0,False,16,14,False,,games5425898691,bf81d8692db,18.0,2492.1298828125,-3853.550048828125,17.010000228881836,-8489.000244140625,-13913.1005859375,2.0999999344348907,0.5000000074505806,0.9000000357627869,-235.20000457763672,255.0,73.0,,-0.009595927058825256,-1.0259572656006886,-7.45741806451406e-05,True,10.0,False,28,22,False,,False
32,2062,68,False,True,0,1202.1883563293231,-1899.18994140625,4477.52978515625,97.86000061035156,18453.00048828125,9149.400024414062,4431.700134277344,5114.800109863281,2520.8999633789062,-1866.3999938964844,0.0,-0.12261500290824762,2.6772313830125714,2.7936063222161307,bf81d8692db,games5425898691,18.0,-2099.669921875,4322.81005859375,19.479999542236328,12167.19970703125,9206.099853515625,2959.2001342773438,0.09999999776482582,0.5000000074505806,-1903.5000610351562,128.0,0.0,,0.009646443800294094,0.5942036261061475,-8.76487297006689e-05,True,10.0,False,29,False,22,,76561198039309853,enpitsu,26.0,-56.61000061035156,2790.31005859375,17.049999237060547,-340.60001373291016,-3551.300048828125,2.5999999046325684,1.1999999731779099,-0.09999999776482582,0.0,255.0,128.0,0.016766288377252574,1.4750785604988246,6.564219145921087e-06,True,166.0,False,14,False,16,,M1rosl@f,76561198046843816,7,-1931.010009765625,4813.18994140625,17.270000457763672,2818.2000732421875,-3959.5999145507812,74.40000057220459,232.09999084472656,-7.799999713897705,-297.1999931335449,128.0,217.0,False,-0.017104241292019286,-1.1895063527062506,-0.013682428577507396,True,255.0,False,14,14,False,,Hi-On_110100100,4375295033816264785,10.0,-1916.9100341796875,4641.77001953125,30.950000762939453,4728.299865722656,-7272.1002197265625,1660.2000427246094,1656.0000610351562,254.89999771118164,965.8999633789062,251.0,1.0,,-6.41337986735384e-05,0.28226412615551344,0.13997536258251686,True,224.0,False,10,6,False,,
33,2063,68,False,False,1,9669.65208095675,1838.18994140625,-4483.64013671875,114.47000122070312,-19681.099853515625,10896.700439453125,6581.099853515625,2563.9999389648438,-2553.3999633789062,4786.000061035156,1.0,0.22922532680681057,-2.7547734217400874,2.8218500735829863,4375295033816264785,Hi-On_110100100,10.0,1916.9100341796875,-4641.77001953125,30.950000762939453,-4728.299865722656,7272.1002197265625,1660.2000427246094,-1656.0000610351562,-254.89999771118164,965.8999633789062,251.0,1.0,,6.41337986735384e-05,-0.28226412615551344,0.13997536258251686,True,224.0,False,10,False,6,,76561198046843816,M1rosl@f,7.0,1931.010009765625,-4813.18994140625,17.270000457763672,-2818.2000732421875,3959.5999145507812,74.40000057220459,-232.09999084472656,7.799999713897705,-297.1999931335449,128.0,217.0,0.017104241292019286,1.1895063527062506,-0.013682428577507396,True,255.0,False,14,False,14,,enpitsu,76561198039309853,26,56.61000061035156,-2790.31005859375,17.049999237060547,340.60001373291016,3551.300048828125,2.5999999046325684,-1.1999999731779099,0.09999999776482582,0.0,255.0,128.0,,-0.016766288377252574,-1.4750785604988246,6.564219145921087e-06,True,166.0,False,16,14,False,,games5425898691,bf81d8692db,18.0,1991.5799560546875,-4395.25,47.90999984741211,-11061.500244140625,-7124.5001220703125,3237.3001098632812,-2696.0000610351562,1936.6000366210938,319.4000053405762,128.0,0.0,,0.12131185916843693,-0.505436767101977,0.03615606614821811,True,10.0,False,29,22,False,,False
34,2179,73,False,False,0,6411.949780544001,3991.469970703125,989.6099853515625,621.6300048828125,3281.4999389648438,16143.900146484375,-2528.3999633789062,-4676.600036621094,2556.9000244140625,-2755.1998901367188,0.0,-0.8500955161720418,2.7591577809388474,2.5737620704398205,76561198039309853,enpitsu,26.0,3969.760009765625,845.5599975585938,705.9299926757812,2713.699951171875,13604.89990234375,8880.900268554688,-630.6999969482422,5035.4998779296875,2120.2999877929688,128.0,0.0,False,-0.24860258802471938,1.6683770772635542,-1.251236560452444,True,210.0,False,18,False,15,,bf81d8692db,games5425898691,18.0,930.0,3343.889892578125,46.540000915527344,3591.400146484375,-14681.500244140625,-2245.0999450683594,1879.1000366210938,880.5999755859375,768.0000305175781,255.0,255.0,-0.3546343570333767,-1.270007972250604,-0.015418208815570633,True,40.0,False,24,False,32,29.0,M1rosl@f,76561198046843816,7,1178.5899658203125,4722.39990234375,16.989999771118164,5046.000061035156,-1027.699966430664,5.099999904632568,-1.0000000149011612,-1.2999999523162842,-1610.0,128.0,10.0,False,0.009842998367322027,-0.2147346036750185,5.144757747314626e-05,True,188.0,False,14,14,False,,Hi-On_110100100,4375295033816264785,11.0,3854.6201171875,2092.8701171875,20.290000915527344,-4132.5,-13834.7998046875,-541.8999862670898,425.49999237060547,1428.2000732421875,-3463.900146484375,255.0,8.0,False,0.057359167344422785,-2.25128985742709,0.11381606424356208,True,209.0,False,10,6,False,,
35,2248,75,False,False,0,4552.391496652003,3519.27001953125,4031.10009765625,96.08000183105469,-1612.2999572753906,8832.5,2763.9999389648438,-5702.8997802734375,-1040.999984741211,-1546.7999267578125,0.0,1.2461761231022042,0.7749382704468039,2.806575798846503,bf81d8692db,games5425898691,18.0,3811.699951171875,3990.60009765625,44.540000915527344,9358.300170898438,2519.600067138672,4282.5,-2157.5,-4512.099914550781,2288.2000732421875,255.0,0.0,,-0.40266469713937736,-0.25280114192992514,0.05715975768287536,True,255.0,False,32,False,24,,76561198039309853,enpitsu,26.0,3943.969970703125,3999.860107421875,135.41000366210938,3420.7000732421875,5952.60009765625,9469.89990234375,1178.499984741211,-4079.5001220703125,1184.000015258789,255.0,255.0,-0.6005452228963084,1.757851069241492,-0.8096638348626713,True,184.0,False,16,False,18,,M1rosl@f,76561198046843816,7,1912.0999755859375,4794.3701171875,16.989999771118164,-6975.10009765625,2249.4000244140625,4.600000083446503,-1.5000000596046448,-0.5000000074505806,422.2999954223633,128.0,128.0,,0.009613094814186728,-0.24028920304922216,-0.00017700014100880106,True,188.0,False,14,14,False,,Hi-On_110100100,4375295033816264785,10.0,3325.419921875,4060.830078125,17.020000457763672,5843.699951171875,10657.900390625,0.9000000357627869,-0.19999999552965164,0.0,-2232.7000427246094,128.0,7.0,,0.009589037821174396,1.0089828442859217,-1.1375854326515827e-05,True,209.0,False,10,6,False,,False
36,2251,75,False,False,1,10257.525001643993,-3511.47998046875,-4122.33984375,126.62000274658203,-6558.4002685546875,-4710.299987792969,5805.2001953125,3495.7998657226562,3359.4000244140625,-3534.5001220703125,1.0,-1.0180226229981248,0.8524183989463461,1.3198640998167566,4375295033816264785,Hi-On_110100100,10.0,-3381.050048828125,-4141.4501953125,17.020000457763672,-7293.900146484375,-8837.2998046875,0.9000000357627869,-0.0,-0.0,-2259.9000549316406,128.0,10.0,,-0.009598654132710297,-0.8215165748012102,-3.193081758071752e-06,True,209.0,False,10,False,6,,76561198046843816,M1rosl@f,7.0,-1855.280029296875,-4809.9599609375,16.989999771118164,6665.4998779296875,-1658.3999633789062,4.600000083446503,-0.9000000357627869,0.7000000029802322,57.5,128.0,128.0,-0.00959023400680597,0.2260685539523835,-0.00012765116949441959,True,188.0,False,14,False,14,,enpitsu,76561198039309853,26,-3949.080078125,-4045.780029296875,204.83999633789062,1592.5999450683594,-5513.0999755859375,6570.9002685546875,917.6999664306641,4010.8999633789062,823.3999633789062,255.0,255.0,False,0.4883589847355724,-2.0411171305440363,-1.22849983665071,True,184.0,False,18,16,False,,games5425898691,bf81d8692db,18.0,-3865.070068359375,-3999.260009765625,71.98999786376953,-5799.1998291015625,414.3000030517578,2949.4000244140625,-1626.300048828125,4140.199890136719,1769.7999572753906,255.0,0.0,,0.7178013549007835,0.3039950158270463,0.31742000609243504,True,255.0,False,32,24,False,,
37,2258,76,False,False,0,4646.936198537796,3662.860107421875,4239.5498046875,247.72999572753906,-10627.2998046875,5197.0001220703125,2645.10009765625,-4175.899963378906,3367.9998779296875,-528.1999969482422,0.0,-0.08242485643458354,-1.5569254673682342,1.7652850065072139,76561198039309853,enpitsu,26.0,3844.989990234375,4189.33984375,236.19000244140625,-5772.19970703125,5687.8997802734375,-2081.300048828125,-2200.2999877929688,-1119.3000030517578,899.7000122070312,255.0,128.0,False,0.2579077862967161,2.336967471280853,-1.4756596911753952,True,168.31221515901626,True,18,False,16,,bf81d8692db,games5425898691,18.0,3958.39990234375,3987.0400390625,152.49000549316406,2679.7000122070312,-695.2999877929688,3944.5001220703125,2213.800048828125,-883.6000061035156,-1000.9999847412109,255.0,0.0,-1.0678273787742738,-0.12510524918611102,0.5255026778655054,True,255.0,False,24,False,32,,M1rosl@f,76561198046843816,7,1700.1099853515625,4845.9501953125,16.989999771118164,-5371.6998291015625,1225.6999969482422,4.600000083446503,0.5000000074505806,-0.5999999865889549,0.0,128.0,128.0,,0.009585658940375667,-0.2242983215600115,-6.434539292556656e-05,True,188.0,False,14,14,False,,Hi-On_110100100,4375295033816264785,10.0,3554.070068359375,4329.490234375,55.63999938964844,4556.199951171875,6790.0,4553.399963378906,1717.5,-3980.8999633789062,1666.0000610351562,173.0,255.0,True,-0.6002493023411197,1.0019647337366777,-0.11142654416287798,True,209.0,False,10,6,False,,
38,2287,77,False,False,0,3483.973110880071,2568.949951171875,4776.419921875,171.6199951171875,-15860.50048828125,14511.500244140625,1469.4999694824219,1232.9000091552734,2748.2998657226562,3645.2999877929688,0.0,0.44948629265839296,-1.3709926521880573,2.241353743734832,76561198039309853,enpitsu,26.0,2664.780029296875,4671.43994140625,87.33000183105469,-14678.1005859375,10704.300537109375,2743.900146484375,-4752.300109863281,-2463.000030517578,-1264.4000244140625,255.0,0.0,False,0.21517522092202798,2.653808787013775,0.03785612085185584,True,120.0,False,20,False,17,,bf81d8692db,games5425898691,18.0,3992.639892578125,3252.449951171875,73.5,-7635.30029296875,-8761.900024414062,-6551.199951171875,1438.0000305175781,4101.400146484375,-1334.4000244140625,255.0,0.0,0.527789770368343,-2.3583729862738014,0.49315427892293134,True,236.2320772037711,True,24,False,32,,M1rosl@f,76561198046843816,7,1860.68994140625,4879.64013671875,46.13999938964844,10372.39990234375,302.39999771118164,3461.7001342773438,-544.7999954223633,-330.29998779296875,409.0999984741211,255.0,184.0,,0.003877526607406624,0.05329162195379949,-0.011235313762932594,True,147.2706234224381,True,15,14,False,,Hi-On_110100100,4375295033816264785,10.0,2990.22998046875,4831.85009765625,33.5,-13944.7998046875,2041.6000366210938,-3193.599853515625,-2394.2999267578125,2926.7001342773438,-2121.9000244140625,255.0,7.0,False,0.21398216860119684,2.9850086584486313,-0.3323929591595645,True,161.91043417428128,True,10,6,False,,
39,2294,77,False,False,1,10612.667662331727,-2176.8701171875,-5018.06005859375,293.1300048828125,19125.30029296875,-11377.19970703125,20958.798828125,-663.1999969482422,2496.1000061035156,5415.5999755859375,1.0,-0.6904203961566093,0.7113973105585952,1.9824479019490893,76561198046843816,M1rosl@f,7.0,-2217.010009765625,-4889.72021484375,160.35000610351562,-8518.400268554688,751.1000061035156,6281.7999267578125,-2040.5000305175781,544.0000152587891,2270.2999877929688,255.0,238.0,True,-0.3220554491927002,-0.06364230374577474,-0.4263959691368298,True,143.0,False,16,False,15,,4375295033816264785,Hi-On_110100100,10.0,-2643.2900390625,-4965.7001953125,20.549999237060547,12082.7001953125,-7616.199951171875,833.4999847412109,-2179.7000122070312,-520.8000183105469,-838.7999725341797,255.0,128.0,0.06639104310448453,-2.5051237805101993,-0.08106552587715783,True,162.0,False,6,False,10,,enpitsu,76561198039309853,26,-2325.830078125,-4931.43994140625,101.05999755859375,-7709.2999267578125,-4197.5,-1511.6000366210938,206.29999160766602,4332.699890136719,-704.1000366210938,255.0,128.0,False,-0.9755679333305187,3.0518670505529983,1.5119273426587316,True,120.0,False,20,17,False,,games5425898691,bf81d8692db,18.0,-3691.0,-3096.2900390625,15.829999923706055,13795.0,2934.2999267578125,239.89999771118164,69.60000038146973,200.10000228881836,-2029.6000671386719,255.0,0.0,,0.0016497088684486046,2.983594692997276,-0.00835095659435451,True,227.64782821747562,True,32,24,False,,False
40,2378,80,False,True,0,2040.7353074467467,-1366.3599853515625,3154.2099609375,413.7099914550781,8015.8001708984375,9918.599853515625,-1433.3000183105469,141.49999618530273,4767.9998779296875,-3639.4000244140625,0.0,0.9330502675642308,-0.8713749059491532,-2.307405938043453,bf81d8692db,games5425898691,19.0,-1493.2099609375,3084.06005859375,300.989990234375,-13494.89990234375,8645.499877929688,2061.0000610351562,2333.300018310547,4699.700012207031,1648.3999633789062,255.0,0.0,,-0.7870798020560539,0.9896056264183517,1.534902531330728,True,94.84285581496455,True,34,False,25,,76561198039309853,enpitsu,26.0,2047.1300048828125,4379.10009765625,17.010000228881836,-824.4999694824219,-11913.1005859375,3.3000001311302185,-1.7000000178813934,0.09999999776482582,81.80000305175781,255.0,0.0,0.016821914929189365,-1.6296991116749677,-2.997223743760959e-05,True,29.13179356564757,True,18,False,20,,M1rosl@f,76561198046843816,7,1538.3599853515625,4329.81005859375,78.37000274658203,-16167.80029296875,-5381.7999267578125,653.1999969482422,399.1999816894531,71.10000133514404,-890.5000305175781,255.0,128.0,False,-0.094076797176956,2.4583978976501064,-0.2960202786496373,True,143.0,False,16,16,False,,Hi-On_110100100,4375295033816264785,11.0,-851.4000244140625,4436.18017578125,17.010000228881836,-13367.80029296875,-3802.60009765625,1.899999976158142,0.5999999865889549,0.0,787.5,255.0,166.0,False,0.009544206963623429,-2.852363769842512,8.697152793912078e-05,True,162.0,False,12,6,False,,False
41,2416,81,False,False,1,9425.10474776207,409.8800048828125,-4272.56005859375,240.72999572753906,9931.799926757812,8099.000244140625,6587.1002197265625,1731.0000610351562,-4189.200134277344,3931.099853515625,1.0,0.42610934063217065,1.5516247621979855,1.3972556103105715,76561198046843816,M1rosl@f,7.0,314.3999938964844,-4384.7001953125,120.05999755859375,11771.700439453125,-879.1999816894531,601.6999816894531,-5160.0,1067.0999908447266,-1576.300048828125,255.0,255.0,False,0.193266449186255,-2.713857452376141,-1.346436649932567,True,108.54141916254514,False,18,False,17,,4375295033816264785,Hi-On_110100100,11.0,1327.9200439453125,-4334.02978515625,17.010000228881836,-5677.2998046875,-4656.9000244140625,1.5999999642372131,1.5999999642372131,1.0000000149011612,1628.5000610351562,0.0,0.0,-0.009657371846610995,2.326460648137719,0.0002383407700554092,True,162.0,False,6,False,12,,enpitsu,76561198039309853,26,-430.44000244140625,-3356.5400390625,17.040000915527344,15612.19970703125,-2946.6000366210938,4.300000071525574,0.5000000074505806,-0.0,-2028.9999389648438,255.0,0.0,False,-0.016776339807717058,-2.8927858960807113,-5.903945707383015e-05,True,31.0,False,20,18,False,,games5425898691,bf81d8692db,18.0,3186.949951171875,-4368.1298828125,124.61000061035156,12765.0,-9986.799926757812,-4744.800109863281,-331.89998626708984,3445.5999755859375,4065.1998901367188,255.0,255.0,,0.2532982234611594,-2.9706482551285363,-0.6468525108668448,True,255.0,False,34,26,False,,False
42,2470,83,False,False,0,2761.855403700707,-2266.81005859375,2742.35009765625,290.55999755859375,9074.299926757812,609.0999984741211,8176.099853515625,-2853.599853515625,-2974.8001098632812,4359.599914550781,0.0,0.01606802565234555,-2.091180106135478,2.077539841242861,bf81d8692db,games5425898691,18.0,-2338.6201171875,2678.6201171875,154.52999877929688,12243.199462890625,-17858.599853515625,2382.2999572753906,-1368.8999938964844,-1811.6000366210938,780.1999664306641,255.0,255.0,,-0.3615662721947485,-1.2293601131962475,0.0444979759031768,True,135.8136947693364,True,36,False,26,,76561198039309853,enpitsu,26.0,-1570.43994140625,2598.050048828125,45.93000030517578,-11356.199951171875,-11226.800537109375,3227.3001098632812,283.8999938964844,-302.60000228881836,-172.00000762939453,255.0,128.0,0.025456639899883858,-2.389413483493755,0.0002672997532953283,True,0.0,False,19,False,22,,M1rosl@f,76561198046843816,7,-2461.510009765625,3589.360107421875,16.989999771118164,-2023.2000732421875,-19035.2001953125,4.1999998688697815,0.0,0.7999999821186066,-1000.8000183105469,255.0,24.0,False,0.009583128322229422,-1.6613045041642531,-0.0003728767929368198,True,62.0,False,18,18,False,,Hi-On_110100100,4375295033816264785,11.0,-1106.93994140625,4638.77001953125,17.010000228881836,-2393.0999755859375,-4564.2999267578125,2.199999988079071,0.29999999329447746,0.7999999821186066,2002.2000122070312,255.0,255.0,False,0.009483282027870818,-2.1123513883046194,0.0001625144288882637,True,162.0,False,12,6,False,,False
43,2531,85,False,False,1,7982.468823472189,318.4800109863281,-2821.550048828125,510.5,-14148.299560546875,22226.4990234375,6516.6998291015625,3784.89990234375,3808.2998657226562,2677.6998901367188,1.0,0.222861190511473,1.669762586876467,2.521413735516351,4375295033816264785,Hi-On_110100100,11.0,410.4200134277344,-3016.219970703125,354.9200134277344,-12012.2998046875,15848.699951171875,4059.1000366210938,-1079.000015258789,-2138.8999938964844,-1760.8000183105469,255.0,242.0,True,0.7901919271253816,1.4503380235130474,0.1851911022750317,True,99.2857462975287,True,14,False,7,,76561198046843816,M1rosl@f,7.0,3294.260009765625,71.04000091552734,16.989999771118164,-8775.0,-3933.2000732421875,5.099999904632568,-0.19999999552965164,-0.0,2596.6000366210938,255.0,255.0,-0.009551125914643114,-0.5066000441608186,-6.314456667188542e-05,True,10.0,False,18,False,18,,enpitsu,76561198039309853,26,3174.2900390625,439.9800109863281,118.19000244140625,-13804.200439453125,1829.1999816894531,311.299991607666,4845.899963378906,-2400.399932861328,1002.0999908447266,255.0,255.0,False,-0.8588539343934941,0.12011071064071006,-1.123478247159256,True,255.0,False,24,21,False,,games5425898691,bf81d8692db,18.0,-734.8599853515625,970.7000122070312,17.010000228881836,-20210.400390625,757.3999786376953,2.3000000417232513,0.09999999776482582,-0.09999999776482582,2002.2000122070312,255.0,255.0,,-0.00957724128602478,-0.038958997487072135,1.9312538988267244e-05,True,126.0,False,36,26,False,,False
44,2662,90,False,False,0,10196.487877119001,2518.320068359375,-4467.85009765625,177.8699951171875,9627.5,19820.30029296875,7919.4000244140625,2173.9999389648438,-4157.39990234375,3740.1998901367188,0.0,1.302691998511163,-2.789911818087579,-0.7079436270301992,76561198039309853,enpitsu,26.0,2406.050048828125,-4619.4599609375,119.31999969482422,20905.70068359375,9216.400146484375,2646.7001342773438,-5446.9000244140625,-655.5000305175781,388.49998474121094,128.0,255.0,False,0.029496542578803697,0.14798916716241875,-0.598671427599718,True,169.0,False,28,False,25,,bf81d8692db,games5425898691,19.0,2256.919921875,-4277.43017578125,17.010000228881836,-18005.10009765625,-12746.099853515625,2.3000000417232513,-0.29999999329447746,-0.29999999329447746,-1974.4000244140625,255.0,0.0,0.009580723648837138,-2.6022321944682165,-5.516336551176066e-05,True,165.0,False,26,False,36,,M1rosl@f,76561198046843816,7,887.5599975585938,3892.929931640625,17.010000228881836,19953.599853515625,2103.699951171875,3.799999952316284,3.0000001192092896,-0.5999999865889549,88.99999618530273,255.0,128.0,False,0.009646812384964567,0.11534619583668781,-0.000204958429693487,True,0.0,False,22,22,False,,Hi-On_110100100,4375295033816264785,11.0,3077.969970703125,-3828.469970703125,17.0,8325.399780273438,-11229.200439453125,3.1999999284744263,0.5000000074505806,-1.0999999940395355,-1410.2000427246094,255.0,27.0,False,0.009553896596799628,-0.9166178301868273,-0.00040016680049828845,True,0.0,False,14,8,False,,
45,2752,94,False,False,0,6167.776269561923,3223.5400390625,549.7000122070312,310.44000244140625,23269.29931640625,13560.10009765625,12468.199462890625,-3712.0999145507812,-4585.299987792969,-1092.7999877929688,0.0,-0.6068493389913275,-2.3400513580562095,0.06528609796065603,bf81d8692db,games5425898691,18.0,2997.800048828125,456.0299987792969,169.36000061035156,20404.599609375,10144.099731445312,2352.100067138672,3634.8001098632812,3627.60009765625,1969.4000244140625,255.0,0.0,,-0.25752250936045606,0.44120159661018915,0.6227077236878971,True,124.0,False,38,False,27,,76561198039309853,enpitsu,26.0,3485.75,-2030.93994140625,17.020000457763672,-12108.399658203125,12155.400390625,2.199999988079071,-1.0000000149011612,-8.700000047683716,0.0,255.0,128.0,0.016503511324057828,2.354181213128186,0.00025401556865807035,True,156.48159152205272,True,26,False,28,,M1rosl@f,76561198046843816,7,2758.050048828125,3589.159912109375,17.010000228881836,-3878.800048828125,3516.099853515625,2.3999999463558197,0.0,0.0,-1963.9999389648438,,21.0,,0.00963361468869659,2.416325890928954,8.881396964318853e-06,True,255.0,False,22,22,False,,Hi-On_110100100,4375295033816264785,11.0,3395.39990234375,916.25,17.0,-7660.3997802734375,10387.39990234375,3.400000035762787,-0.09999999776482582,-0.7999999821186066,2226.4999389648438,128.0,255.0,,0.009554428253538033,2.270528388044809,3.4580232308516944e-05,True,255.0,False,14,8,False,,
46,2812,96,False,False,1,8291.017700940105,-1525.800048828125,-2789.429931640625,694.9299926757812,9544.600219726562,-22283.1005859375,5505.9002685546875,1652.1000671386719,1139.3000030517578,-2534.4000244140625,1.0,-1.242141375140521,1.2775728089718572,2.3983979979487735,4375295033816264785,Hi-On_110100100,11.0,-1554.6400146484375,-2620.080078125,497.6600036621094,5090.7000732421875,-11359.49951171875,6017.0001220703125,2267.4000549316406,1714.2999267578125,-4708.399963378906,128.0,255.0,True,1.0110504810255472,-0.5300441419546422,-1.4508176822234984,True,173.84515272673744,True,16,4,8,,76561198046843816,M1rosl@f,7.0,-1386.780029296875,-3698.85009765625,175.47000122070312,6754.2999267578125,12644.69970703125,3475.7998657226562,3672.3001098632812,241.20000839233398,545.2999877929688,128.0,0.0,0.8161173286960791,1.3790380019764659,-0.1690519830290842,True,242.5148730252379,True,22,False,24,,enpitsu,76561198039309853,26,-1235.530029296875,-1946.800048828125,109.25,6795.999755859375,-21613.00048828125,3961.099853515625,-1844.1999816894531,-570.4000091552734,-16.90000057220459,128.0,128.0,,0.2142925299155533,-1.8689917130632643,0.0002535283174420464,True,61.40735502653223,True,30,26,False,,games5425898691,bf81d8692db,18.0,-4078.97998046875,-162.32000732421875,524.1699829101562,1.5000000596046448,11470.799560546875,-7491.400146484375,26.90000057220459,-0.19999999552965164,0.09999999776482582,255.0,128.0,,-0.5577698241250891,1.5595116931935407,1.576793523369991,True,124.0,False,38,28,False,,
47,2914,99,False,False,0,3030.063627541412,-1124.8399658203125,2118.590087890625,368.7300109863281,-12280.0,24474.29931640625,8199.89990234375,5439.0997314453125,-302.09999084472656,-2514.7999572753906,0.0,-0.0665420939265585,-0.02919801041928272,-1.7604127156786282,bf81d8692db,games5425898691,18.0,-1094.18994140625,1942.280029296875,291.07000732421875,-14706.99951171875,13585.30029296875,-110.9000015258789,-3762.2000122070312,1047.0999908447266,-3276.6000366210938,255.0,151.0,,0.12164422311928547,2.1433068715197594,0.11133769415159418,True,22.94986662044323,True,40,False,28,,76561198039309853,enpitsu,26.0,-1524.47998046875,4216.75,17.049999237060547,-16654.3994140625,-4683.900146484375,-2.199999988079071,0.5000000074505806,0.29999999329447746,-36.500000953674316,255.0,128.0,0.016790221971676376,-2.871578121972361,4.30272395460182e-05,False,0.0,False,26,False,30,,M1rosl@f,76561198046843816,7,-899.7899780273438,1698.1199951171875,171.72000122070312,-11380.6005859375,14665.699462890625,3174.4000244140625,-772.6000213623047,2673.5000610351562,-220.6999969482422,255.0,103.0,,-0.23318604342447835,2.1192162492746127,0.8597800397880381,True,113.29579342052493,True,26,22,False,,Hi-On_110100100,4375295033816264785,11.0,-299.9599914550781,5177.02001953125,17.010000228881836,-5932.2998046875,-1541.4999389648438,1.899999976158142,-1.1999999731779099,-0.09999999776482582,96.49999618530273,161.0,149.0,False,0.009546721094857713,-2.8910418222002434,-3.2031004293400974e-05,True,147.0,False,16,8,4,,False
