,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,173,0,False,False,1,5123.972254862963,-25.8799991607666,99.63999938964844,99.56999969482422,-8050.10009765625,31114.69970703125,2480.0,-795.1000213623047,-198.4000015258789,-455.8000183105469,1.0,-0.006809128136450865,0.015097925160534379,0.026455084644237466,7219373973445091068,ZnOx_ArK7,11.0,43.22999954223633,-195.94000244140625,61.22999954223633,-2262.100067138672,22744.09912109375,2566.400146484375,-2597.3001098632812,-825.1000213623047,1889.4999694824219,255.0,151.0,,-0.0677784523102244,1.3536114210742323,-0.008503513663710898,True,5,False,6,0.0,False,,8189058241678298049,obey-Supremee_,23.0,1602.5699462890625,-2372.4599609375,17.010000228881836,5351.6998291015625,12458.00048828125,2.0999999344348907,0.5999999865889549,1.8000000715255737,158.29999923706055,253.0,161.0,,-0.009571396888239839,1.9778465868355797,-5.1188107383290016e-05,True,116.0,False,False,False,False,,enpitsu,76561198039309853,28.0,1015.0599975585938,3648.679931640625,17.049999237060547,14152.900390625,4671.199951171875,-2.199999988079071,1.0999999940395355,0.9000000357627869,92.79999732971191,255.0,128.0,,-0.016763525916526776,2.8122468428442406,-7.448161114520903e-05,True,False,False,3.618623607902119,True,False,,games5425898691,bf81d8692db,24,4.78000020980835,488.29998779296875,73.97000122070312,364.59999084472656,-22833.701171875,2248.2000732421875,5493.4002685546875,263.99999618530273,42.89999961853027,128.0,128.0,,-0.5142653958700102,-1.623081213463597,0.001993303345761212,True,3,False,4,31.0,False,
1,174,0,False,False,0,5457.41917468313,70.47000122070312,-231.16000366210938,119.47000122070312,17629.49951171875,3612.5,11030.999755859375,4772.300109863281,442.20001220703125,-3609.5001220703125,0.0,0.052281389898128756,-0.16968564030695868,0.2441481383332906,bf81d8692db,games5425898691,24.0,-4.78000020980835,-488.29998779296875,73.97000122070312,-364.59999084472656,22833.701171875,2248.2000732421875,-5493.4002685546875,-263.99999618530273,42.89999961853027,128.0,128.0,,0.5142653958700102,1.623081213463597,0.001993303345761212,True,3,False,4,31.0,False,,76561198039309853,enpitsu,28.0,-1015.0599975585938,-3648.679931640625,17.049999237060547,-14152.900390625,-4671.199951171875,-2.199999988079071,-1.0999999940395355,-0.9000000357627869,92.79999732971191,255.0,128.0,,0.016763525916526776,-2.8122468428442406,-7.448161114520903e-05,True,6.0,False,False,False,False,,obey-Supremee_,8189058241678298049,23.0,-1643.699951171875,2266.780029296875,17.010000228881836,-4465.5999755859375,-12893.299560546875,2.3000000417232513,-0.29999999329447746,-1.0000000149011612,1636.9000244140625,252.0,255.0,,0.009572991157177057,-1.8924523685238188,0.00021696327222443088,True,False,False,116.0,False,False,,ZnOx_ArK7,7219373973445091068,11,-29.75,27.15999984741211,79.0999984741211,1495.3999328613281,-19783.299560546875,1866.4999389648438,4798.699951171875,2642.2000122070312,490.60001373291016,255.0,246.0,,0.509549492160493,-1.2786692638430535,-0.12044659467510753,True,5,False,6,0.0,False,
2,278,3,False,False,1,9087.82757705551,-630.239990234375,-3818.75,221.94000244140625,-10876.199951171875,2422.2999572753906,-8516.300048828125,-2340.399932861328,-2014.6000671386719,-5144.1998291015625,1.0,-1.227601748976704,-1.0519337809920881,-1.0418484883960735,8189058241678298049,obey-Supremee_,21.0,-484.54998779296875,-3885.050048828125,202.8699951171875,-8169.2999267578125,-8720.800170898438,2528.5000610351562,-1403.9999389648438,-2970.0,4411.000061035156,255.0,0.0,,0.44207186547885385,-0.9462332053530658,0.7586449678752053,True,3,False,4,84.47199998107008,True,,7219373973445091068,ZnOx_ArK7,11.0,-3021.179931640625,88.97000122070312,17.010000228881836,-15421.400146484375,1053.7000274658203,2.0000000298023224,0.19999999552965164,-0.3999999910593033,0.0,255.0,,,-0.009560991224801923,0.06825289258992859,3.525421367946422e-05,True,,False,False,6,6,,enpitsu,76561198039309853,28.0,782.2000122070312,3400.85009765625,17.049999237060547,-7284.5001220703125,-13548.900146484375,3.0000001192092896,0.5000000074505806,0.9000000357627869,1767.2000122070312,255.0,,,-0.016778535237299892,-1.1092412725345568,0.0001957310367422252,True,False,False,212.0,False,False,,games5425898691,bf81d8692db,24,-2474.419921875,-57.84000015258789,15.979999542236328,-14958.399658203125,670.1000213623047,-71.50000095367432,-738.3000183105469,267.09999084472656,130.6999969482422,255.0,128.0,,-0.014884725077000236,0.010639803201395496,0.002051846544327099,True,6,False,6,31.0,False,
3,407,8,False,False,0,5297.458167297777,4000.570068359375,3118.449951171875,230.44000244140625,3948.3999633789062,12274.599609375,14440.30029296875,-2087.5,4723.299865722656,-3054.8001098632812,0.0,0.4030667383711817,1.560837403990556,2.340775440550023,76561198039309853,enpitsu,27.0,3945.739990234375,2895.340087890625,94.87000274658203,18719.200439453125,8434.400024414062,2242.7999877929688,-87.5,-806.2000274658203,4108.699951171875,255.0,128.0,,-0.04879416804075804,1.2685704863424871,-0.0891397719553729,True,False,False,2,55.0,False,,bf81d8692db,games5425898691,24.0,,,,,,,,,,,,,,,,True,,,,,,,obey-Supremee_,8189058241678298049,21.0,3858.77001953125,3492.949951171875,77.87999725341797,13016.099853515625,-13481.99951171875,4000.10009765625,2.800000011920929,-2.3000000417232513,-654.0000152587891,255.0,128.0,False,0.009730608684354925,-0.9499435653569671,0.001262691885952108,True,6,False,226.84944537378126,True,4,,ZnOx_ArK7,7219373973445091068,11,980.27001953125,4864.68017578125,17.010000228881836,2101.1000061035156,454.00001525878906,2.0999999344348907,-1.8000000715255737,0.0,258.8999938964844,0.0,179.0,False,0.009895312733921167,0.16633831823860135,7.24073516123231e-05,True,6,False,6,121.0,False,
4,492,11,False,False,1,10707.918450345383,-2525.969970703125,-5006.41015625,1063.6800537109375,-14861.600341796875,14734.000244140625,4821.499938964844,-2811.6000366210938,-942.3999786376953,-5215.9002685546875,1.0,-0.6121115804373252,-0.19509352008243114,0.664226609735333,7219373973445091068,ZnOx_ArK7,11.0,-2401.25,-5104.43017578125,969.8200073242188,-8794.600219726562,-580.2999877929688,6240.4998779296875,-335.40000915527344,660.6999969482422,13.300000429153442,255.0,128.0,False,0.7022056282076369,0.004205027054608348,1.579969704601722,True,6,False,6,68.0742795236649,True,,8189058241678298049,obey-Supremee_,20.0,-3302.179931640625,-3405.320068359375,17.0,892.7999877929688,-4042.39990234375,3.799999952316284,-1.5999999642372131,-0.29999999329447746,-1321.9999694824219,173.0,13.0,False,-0.009871881360228636,-1.7973769139354916,2.515091046248292e-05,True,198.0,False,4,4,6,,enpitsu,76561198039309853,28.0,-2979.080078125,-3999.27001953125,17.059999465942383,-0.19999999552965164,-0.0,1.1999999731779099,-0.5999999865889549,-1.0000000149011612,0.0,255.0,128.0,,-0.016872501451260378,-2.5020411508538256,-8.272594969582784e-07,True,2,False,55.0,False,False,,games5425898691,bf81d8692db,24,-2005.22998046875,2944.47998046875,17.010000228881836,6314.89990234375,-10674.599609375,2.0999999344348907,-1.0999999940395355,2.0000000298023224,-246.20000839233398,255.0,90.0,,-0.009546770260820745,-2.10111682490432,7.054352652761057e-05,True,False,False,False,255.0,False,
5,564,14,False,False,0,4711.523145995504,2678.5,2070.570068359375,261.75,-15010.699462890625,-3597.3001098632812,4236.600036621094,520.9999847412109,-3116.300048828125,5100.7000732421875,0.0,0.29128094350644607,-2.5903431128227683,0.20668783162079815,76561198039309853,enpitsu,28.0,2790.669921875,2074.929931640625,120.05999755859375,1061.6000366210938,-3633.800048828125,902.2000122070312,-1206.6000366210938,-5038.399963378906,1845.8999633789062,0.0,,,-0.5974603198906752,-1.152449841282051,0.12539286097594524,True,1,False,4,,False,,bf81d8692db,games5425898691,24.0,2751.580078125,1153.47998046875,128.6300048828125,-4415.199890136719,22515.90087890625,1592.2999572753906,-327.09999084472656,-135.6999969482422,142.89999961853027,255.0,128.0,,-0.22451377013368945,1.866009561768127,-0.011338701081349748,True,108.90734647935436,True,False,False,4,,obey-Supremee_,8189058241678298049,21.0,2843.449951171875,2204.929931640625,17.020000457763672,-9214.69970703125,-12916.300048828125,-1.5000000596046448,0.0,0.0,2042.5,255.0,255.0,,0.009601687918579347,-2.1239842965436697,-3.706995173266983e-05,True,6,4,157.79165595577606,True,4,,ZnOx_ArK7,7219373973445091068,11,2693.25,2718.25,16.989999771118164,-18406.700439453125,-1305.5999755859375,4.799999892711639,-0.09999999776482582,-0.09999999776482582,-1992.2999572753906,255.0,13.0,,0.00957577865842527,3.138371821630348,-2.0815981442315472e-05,True,6,False,6,16.0,False,
6,639,16,False,False,1,6359.331698403748,879.4099731445312,-1219.31005859375,117.22000122070312,17250.999755859375,7201.099853515625,302.99999237060547,2340.0,4171.9000244140625,156.30000114440918,1.0,0.48192342249723474,-1.0495370532754151,0.8965004094047394,8189058241678298049,obey-Supremee_,21.0,698.1799926757812,-1317.02001953125,17.010000228881836,10600.799560546875,9654.89990234375,-0.5000000074505806,5.5000001192092896,5.299999713897705,-814.8000335693359,255.0,128.0,,-0.00957546154184926,2.44174640766576,-3.736385282804739e-05,True,4,4,6,71.05184510446364,True,,7219373973445091068,ZnOx_ArK7,11.0,1931.0999755859375,-3728.580078125,16.989999771118164,21492.099609375,-7417.2998046875,4.399999976158142,-0.5000000074505806,-0.0,-56.99999809265137,255.0,125.0,False,-0.009607900722345455,-2.80767042580671,3.846144030975869e-05,True,0.0,False,False,6,6,,enpitsu,76561198039309853,27.0,-3663.739990234375,-271.1400146484375,17.049999237060547,-1007.7999877929688,12894.49951171875,3.1999999284744263,-0.09999999776482582,0.9000000357627869,-2246.699981689453,255.0,0.0,,-0.016726212908704133,1.5463867633830632,-9.34244621077909e-05,True,4,False,,False,2,,games5425898691,bf81d8692db,24,359.95001220703125,-3924.0,16.989999771118164,5987.9998779296875,22083.30078125,4.699999988079071,0.29999999329447746,1.0000000149011612,1579.6000671386719,255.0,254.0,,-0.009598952592583074,1.7925328862982408,9.823586071558633e-05,True,4,False,4,0.0,False,
7,661,17,False,False,1,5966.1817377806665,2205.050048828125,-680.7999877929688,96.5199966430664,22290.50048828125,8281.599731445312,807.6999664306641,-6.899999976158142,1666.7999267578125,1626.3999938964844,1.0,0.026817732413947578,-1.4206202530668037,2.8500879565787582,8189058241678298049,obey-Supremee_,21.0,2026.530029296875,-764.1099853515625,16.979999542236328,21038.20068359375,4667.5,3.4999999403953552,-0.5999999865889549,-0.0,-7.400000095367432,255.0,128.0,,-0.009583483394326794,2.9242204037280453,5.260139735778786e-05,True,4,4,6,7.0,False,,7219373973445091068,ZnOx_ArK7,11.0,3535.530029296875,-3792.27001953125,16.989999771118164,12004.599609375,15211.400146484375,2.5,-0.0,-0.0,2249.7000122070312,255.0,255.0,False,-0.009601504877053035,2.1308348172460945,-6.995799077240232e-05,True,242.3792000355259,True,False,6,6,,enpitsu,76561198039309853,28.0,-3123.3701171875,839.6599731445312,37.63999938964844,9459.199829101562,15394.100341796875,3145.2999877929688,-88.50000381469727,54.099998474121094,-0.09999999776482582,255.0,128.0,,-0.017647210247826346,2.121802936859692,2.2141302681607558e-05,True,6,False,213.0,False,3,,games5425898691,bf81d8692db,24,536.3200073242188,-2186.81005859375,88.31999969482422,1792.2000122070312,22896.10107421875,-137.60000228881836,-5483.499755859375,425.40000915527344,4.1999998688697815,255.0,128.0,,-1.5319833921477934,-1.4728337681713264,3.1206873139908615,True,5,False,6,0.0,False,
8,732,20,False,False,1,5397.28296576964,3953.639892578125,692.3599853515625,1139.050048828125,-5851.9000244140625,10204.099731445312,7454.4000244140625,-457.59998321533203,4556.099853515625,-1088.7999725341797,1.0,0.4004569975514782,-2.665670038182297,1.2542752079394945,8189058241678298049,obey-Supremee_,21.0,4046.159912109375,567.530029296875,946.780029296875,-3807.0001220703125,7849.2999267578125,5801.7999267578125,35.79999923706055,-0.3999999910593033,0.19999999552965164,246.0,128.0,,0.6942554910624564,1.5831282859627185,-1.5629299822567493,True,4,4,7,251.86144500650386,True,,7219373973445091068,ZnOx_ArK7,11.0,2518.010009765625,-830.260009765625,16.989999771118164,1235.0,10612.7001953125,4.600000083446503,-0.29999999329447746,-0.0,756.1000061035156,128.0,187.0,False,-0.009611696776464892,1.7111965277139578,0.00029547918677530553,True,255.0,False,False,6,6,,enpitsu,76561198039309853,28.0,182.1300048828125,5365.66015625,17.690000534057617,7158.0999755859375,5569.6002197265625,124.30000305175781,197.70000457763672,136.99999809265137,-2878.3999633789062,128.0,128.0,False,-0.032281598855520316,-2.309062571434927,0.018592928020710595,True,6,False,213.0,False,4,,games5425898691,bf81d8692db,24,2469.1201171875,3228.780029296875,17.010000228881836,11873.299560546875,19029.49951171875,2.0999999344348907,-0.0,-0.0,0.0,255.0,128.0,,-0.009593242394985506,2.1286388332705317,2.233256389989253e-05,True,6,False,6,31.0,False,
9,871,25,False,False,0,10191.163800952669,-1693.4000244140625,-5019.919921875,486.8999938964844,-4130.10009765625,-3660.2999877929688,-826.9000244140625,4988.800048828125,2096.699981689453,-1660.5999755859375,0.0,0.51328520582017,-0.09872782054047784,2.8165128473988816,bf81d8692db,games5425898691,24.0,-1572.8199462890625,-5071.06005859375,393.6700134277344,-1762.7000427246094,-1745.0999450683594,-4512.60009765625,-837.9000091552734,737.0999908447266,5385.4998779296875,255.0,252.0,,1.206289807892114,-2.2521262868945917,1.8921854437710781,True,7,False,8,255.0,False,,76561198039309853,enpitsu,28.0,-694.6500244140625,-5101.0498046875,17.049999237060547,-4062.6998901367188,3129.1000366210938,3.0000001192092896,0.5999999865889549,-0.7999999821186066,2070.2999877929688,255.0,128.0,,0.016620681928108415,2.4291501460646123,0.00013011392256813244,True,213.0,False,False,4,6,,obey-Supremee_,8189058241678298049,20.0,-2570.669921875,-5100.919921875,168.75,-7422.80029296875,633.1999969482422,-5872.0001220703125,2008.3000183105469,-2386.300048828125,-895.8999633789062,255.0,0.0,,0.6891664657144141,3.0665699616258717,1.4956164839158095,True,8,4,147.0,False,4,,ZnOx_ArK7,7219373973445091068,11,-1881.800048828125,-941.0599975585938,16.989999771118164,-7717.8997802734375,-6850.0,5.199999809265137,0.19999999552965164,0.5999999865889549,2842.3001098632812,199.0,255.0,False,0.009579875245872534,-2.267813789634579,2.597868736559221e-05,True,6,False,6,255.0,False,
