,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_ball_cam,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,167,0,False,False,1,5180.68848473342,-16.1299991607666,40.2400016784668,108.58999633789062,-8421.699829101562,25180.80078125,8500.399780273438,3418.9999389648438,1544.6000671386719,217.09999084472656,1.0,0.025625412470544423,-0.004363590192733781,-0.05704313240688956,8663740542656513376,ccfc1cody,15.0,38.81999969482422,-143.9600067138672,21.34000015258789,-10629.200439453125,18620.10009765625,3021.7999267578125,36.80000066757202,156.00000381469727,-1996.4999389648438,255.0,0.0,,-0.010189625036246425,1.1120782105378957,0.015384591008688818,True,False,5,4,0.0,False,,76561197996348415,fr34ky.tv,5.0,-3296.800048828125,-4460.0498046875,21.579999923706055,-5988.4002685546875,-15450.400390625,1932.5,-3840.4000854492188,3275.0,2185.0999450683594,255.0,255.0,False,0.1342527306891714,-1.2437830317698644,-0.06362452220572345,False,255.0,False,4,4,True,,enpitsu,76561198039309853,27,201.41000366210938,293.82000732421875,76.62999725341797,-15621.8994140625,-16676.600341796875,2579.89990234375,3843.5000610351562,-3931.400146484375,-143.4000015258789,255.0,128.0,,-0.2660492454434099,-0.7677888520594877,-0.0006164340129359942,True,2,1,0.0,False,False,,games5425898691,bf81d8692db,19.0,-203.6699981689453,319.8399963378906,58.34000015258789,10511.500244140625,-20267.60009765625,2760.4998779296875,4036.7001342773438,1702.4000549316406,-613.6000061035156,255.0,128.0,,-0.0918445426024138,-1.9596548878722708,0.00010931672001866472,True,4,False,3,0.0,False,
1,168,0,False,False,0,5350.455186345115,29.799999237060547,-129.75,164.63999938964844,-12056.99951171875,-1453.5000610351562,15737.5,5009.800109863281,2633.900146484375,1990.8000183105469,0.0,0.048809135726169774,0.12287211601236044,0.11020803399021074,bf81d8692db,games5425898691,19.0,203.6699981689453,-319.8399963378906,58.34000015258789,-10511.500244140625,20267.60009765625,2760.4998779296875,-4036.7001342773438,-1702.4000549316406,-613.6000061035156,255.0,128.0,,0.0918445426024138,1.9596548878722708,0.00010931672001866472,True,False,4,3,0.0,False,,76561198039309853,enpitsu,27.0,-201.41000366210938,-293.82000732421875,76.62999725341797,15621.8994140625,16676.600341796875,2579.89990234375,-3843.5000610351562,3931.400146484375,-143.4000015258789,255.0,128.0,,0.2660492454434099,0.7677888520594877,-0.0006164340129359942,False,0.0,False,2,1,True,,fr34ky.tv,76561197996348415,5,3296.800048828125,4460.0498046875,21.579999923706055,5988.4002685546875,15450.400390625,1932.5,3840.4000854492188,-3275.0,2185.0999450683594,255.0,255.0,False,-0.1342527306891714,1.2437830317698644,-0.06362452220572345,True,4,4,255.0,False,False,,ccfc1cody,8663740542656513376,15.0,-38.81999969482422,143.9600067138672,21.34000015258789,10629.200439453125,-18620.10009765625,3021.7999267578125,-36.80000066757202,-156.00000381469727,-1996.4999389648438,255.0,0.0,,0.010189625036246425,-1.1120782105378957,0.015384591008688818,True,6,False,4,0.0,False,
2,169,0,False,False,0,5323.258606937482,41.36000061035156,-100.08000183105469,264.9599914550781,11901.99951171875,9709.299926757812,22919.7998046875,4361.300048828125,-3836.7001342773438,1502.5999450683594,0.0,-0.19275243220759364,0.2393840627851975,0.4053312499909655,76561198039309853,enpitsu,27.0,-28.8799991607666,-123.93000030517578,99.62999725341797,16166.500244140625,-3573.3999633789062,2116.4999389648438,-2486.1000061035156,4600.0,-1705.3999328613281,255.0,128.0,,1.134266487680038,0.6785315201963159,0.16456137247001004,True,False,2,1,0.0,False,,bf81d8692db,games5425898691,19.0,100.63999938964844,-120.58999633789062,76.97000122070312,-1798.3000183105469,-434.90001678466797,845.8999633789062,-4471.600036621094,-3189.8001098632812,281.299991607666,255.0,128.0,,1.014913192407013,1.946257822178943,-0.20895940911993008,False,0.0,False,4,3,True,,fr34ky.tv,76561197996348415,5,3327.179931640625,4623.759765625,91.69999694824219,-507.90000915527344,12405.899658203125,8749.099731445312,3014.4000244140625,-3960.5999755859375,2154.499969482422,255.0,255.0,False,-0.6262062072445302,1.637085562835421,-0.5760964118474617,True,4,4,255.0,False,False,,ccfc1cody,8663740542656513376,15.0,53.290000915527344,-17.0,52.529998779296875,12100.50048828125,17269.100341796875,6883.499755859375,-5067.200012207031,-1436.199951171875,1584.4000244140625,255.0,6.0,,-0.359543823463163,-1.397530911163826,0.3521961476907017,True,6,False,4,0.0,False,
3,248,2,False,False,1,7896.722954882641,-2593.639892578125,-1943.8299560546875,700.1099853515625,-1556.199951171875,27421.99951171875,13269.000244140625,5101.9000244140625,-3155.10009765625,-121.89999580383301,1.0,0.04670719836349698,1.9331281814485424,-3.0158553697517885,76561197996348415,fr34ky.tv,5.0,-2599.090087890625,-2115.27001953125,585.969970703125,-3777.0999145507812,19071.099853515625,3297.60009765625,3571.300048828125,1185.4000091552734,2121.699981689453,255.0,0.0,False,0.6818952121657811,0.7275303863521293,-0.21976629181571808,True,4,6,4,112.81359999666931,True,,8663740542656513376,ccfc1cody,15.0,-1935.0400390625,-2290.909912109375,17.010000228881836,-10908.00048828125,3228.800048828125,2.8999999165534973,0.19999999552965164,-0.0,-2379.7000122070312,255.0,12.0,,-0.009551648934332198,0.3484730890085548,2.2287092401993235e-05,False,31.0,False,6,6,True,,enpitsu,76561198039309853,27,-2920.449951171875,603.3800048828125,34.619998931884766,-14646.600341796875,-336.19998931884766,-2592.3001098632812,321.50001525878906,-3167.3001098632812,1109.4999694824219,128.0,255.0,,0.2087930822368094,-0.03307569523763075,-0.01409364715423806,True,4,4,0.0,False,False,,games5425898691,bf81d8692db,20.0,-2652.60009765625,-40.65999984741211,64.80000305175781,-14944.69970703125,3304.2999267578125,-1729.1999816894531,-1740.5999755859375,-2105.500030517578,-1081.2999725341797,255.0,0.0,,0.5250440558432976,0.4592973991301827,0.0942990240783933,False,6,False,6,0.0,False,
4,352,6,False,False,1,2702.937807435688,-1545.68994140625,3980.679931640625,349.4700012207031,26351.0009765625,-12076.99951171875,2665.0,5675.7000732421875,1928.9999389648438,254.3000030517578,1.0,-0.712234595255814,-0.9276548044109505,-0.3541132158722271,76561197996348415,fr34ky.tv,5.0,-1623.4000244140625,4052.68994140625,201.47000122070312,17125.799560546875,4812.200012207031,1087.2000122070312,2481.4999389648438,-4683.699951171875,-1467.8999328613281,255.0,128.0,,1.3190632284776376,-2.257360033755069,0.8602464204841007,True,4,8,4,113.0,False,,8663740542656513376,ccfc1cody,14.0,-1055.77001953125,2456.31005859375,17.010000228881836,6937.8997802734375,3442.39990234375,2.800000011920929,2.5,0.3999999910593033,-2074.199981689453,224.0,85.0,,-0.00959951396348813,2.713158434724161,7.002720526051825e-06,False,61.0,False,8,8,True,,enpitsu,76561198039309853,27,-1788.5899658203125,2003.510009765625,17.059999465942383,797.0999908447266,22095.10009765625,1.5000000596046448,-0.0,1.1999999731779099,148.59999656677246,255.0,0.0,False,-0.016776918527735215,1.591661331617868,-0.000129255280381004,True,4,4,139.0,False,False,,games5425898691,bf81d8692db,20.0,-2015.469970703125,5001.509765625,25.809999465942383,15135.400390625,-3673.0999755859375,-1227.2000122070312,-2461.699981689453,-80.9000015258789,259.7999954223633,255.0,128.0,,-0.07430535724754556,-2.8851419590810896,0.3142103307660817,True,8,False,8,255.0,False,
5,505,12,True,True,0,4378.5112922779,-2557.699951171875,1089.06005859375,960.77001953125,10781.199951171875,20279.49951171875,2778.800048828125,877.6999664306641,-1848.8999938964844,348.4000015258789,0.0,0.1603804987004687,-0.24176203010017625,-2.8652241702995176,bf81d8692db,games5425898691,20.0,-2621.35009765625,990.97998046875,814.8599853515625,2560.8999633789062,19709.3994140625,1842.2000122070312,1530.3999328613281,2830.10009765625,2765.10009765625,128.0,55.0,,-1.0027395724573538,1.3007768242506361,0.8755627042952304,True,False,10,8,152.0,False,,76561198039309853,enpitsu,27.0,-2255.469970703125,549.6699829101562,17.059999465942383,3737.5,12206.700439453125,1.8000000715255737,0.09999999776482582,0.0,0.0,255.0,0.0,False,0.016738373512344227,1.2736630326703775,-1.3451801380725242e-05,False,170.0,False,6,6,True,,fr34ky.tv,76561197996348415,5,-3274.9599609375,2520.68994140625,16.8700008392334,2531.3999938964844,22492.5,35.19999980926514,1.2999999523162842,-33.59999895095825,13.600000143051147,255.0,128.0,,0.009874289811741217,1.4606323148279907,0.0018395651200216808,False,12,8,0.0,False,4,,ccfc1cody,8663740542656513376,14.0,-2850.610107421875,4840.77001953125,17.84000015258789,10465.999755859375,15681.8994140625,262.39999771118164,645.0,689.8999786376953,-1870.0999450683594,128.0,0.0,,-0.006538910034642506,0.9281045926529955,0.0295413486624712,True,10,False,10,255.0,False,
6,814,14,False,False,1,5166.540376519397,-20.450000762939453,55.38999938964844,152.6199951171875,-8218.900146484375,14619.599609375,12550.2001953125,5474.7998046875,1567.2999572753906,-1889.2999267578125,1.0,-0.00601565708796159,0.9732398981619216,-0.061080627158788627,76561197996348415,fr34ky.tv,5.0,8.529999732971191,-56.58000183105469,85.73999786376953,-7263.699951171875,7529.4000244140625,250.59999465942383,2966.4999389648438,-241.49999618530273,4625.0,255.0,104.0,,-0.6133895373679522,-0.07556861555744762,1.1253364600693978,True,False,6,5,0.0,False,,8663740542656513376,ccfc1cody,13.0,-2093.080078125,-3897.610107421875,17.010000228881836,-13155.999755859375,-5617.2998046875,2.5999999046325684,-0.0,-0.29999999329447746,12.699999809265137,255.0,134.0,,-0.009568635131899693,-0.39975744439815397,1.741257767912762e-05,False,0.0,False,False,False,True,,enpitsu,76561198039309853,27,19.719999313354492,180.82000732421875,98.0999984741211,13766.199951171875,-3118.599853515625,388.49998474121094,2501.6000366210938,4869.700012207031,-526.3999938964844,255.0,255.0,,-1.0433080521730496,-1.5324665907130102,-1.207359142652162,True,2,1,0.0,False,False,,games5425898691,bf81d8692db,19.0,-2766.949951171875,4120.14013671875,17.010000228881836,-17268.699951171875,-585.4999923706055,2.800000011920929,0.29999999329447746,-0.09999999776482582,1954.7000122070312,255.0,255.0,,-0.009586178243663998,-0.10188333108170326,4.040764668636453e-05,True,False,False,False,0.0,False,
7,952,19,False,False,1,3896.157926635143,-2775.60009765625,3836.389892578125,413.54998779296875,-5354.6002197265625,21053.798828125,735.0,1118.1999969482422,-1102.5,5790.8001708984375,1.0,-1.1255580410858674,0.045641564186157155,0.6806111342856879,8663740542656513376,ccfc1cody,13.0,-2728.68994140625,3712.02001953125,349.94000244140625,4697.60009765625,17384.599609375,1505.0999450683594,4373.999938964844,-188.89999389648438,-3328.9999389648438,128.0,76.0,False,0.925565506726074,1.0427211441097162,-0.11431715328513971,True,4,4,False,146.0,False,,76561197996348415,fr34ky.tv,5.0,-3248.989990234375,55.150001525878906,17.020000457763672,-6748.0999755859375,9464.7998046875,1.8000000715255737,-0.19999999552965164,-0.0,2374.7999572753906,255.0,250.0,False,-0.00953441008420743,0.8889889780145622,-1.7649120103918574e-05,False,,False,8,8,True,,enpitsu,76561198039309853,27,2425.070068359375,4714.33984375,17.059999465942383,-19509.000244140625,7391.300048828125,2.199999988079071,4.000000059604645,-1.2999999523162842,1815.0,255.0,128.0,,-0.016760515231772608,0.2808640446722127,-3.1904149377533656e-05,True,2,2,255.0,False,False,,games5425898691,bf81d8692db,19.0,-1949.0799560546875,4167.259765625,27.09000015258789,-2850.0,-4228.2000732421875,3079.5999145507812,-0.9000000357627869,0.19999999552965164,1489.4999694824219,128.0,243.0,,-0.009733918652649661,-0.9358293202966738,0.00027074028443129075,True,3,False,False,255.0,False,
8,1004,21,False,False,0,9658.938198197302,1590.3599853515625,-4193.43994140625,195.3699951171875,28317.19970703125,12379.49951171875,1204.4999694824219,-3526.4999389648438,808.3000183105469,4786.400146484375,0.0,0.3519415966234479,1.7219547100437789,-3.0871801363659643,76561198039309853,enpitsu,27.0,1410.8399658203125,-4251.66015625,191.0,21125.2001953125,589.0999984741211,1671.6000366210938,3585.8999633789062,1605.0,-3848.900146484375,128.0,0.0,,0.009954143137618084,0.4245110937342079,0.07357830503898136,True,False,4,3,222.0,False,,bf81d8692db,games5425898691,19.0,2471.8701171875,-3389.949951171875,27.8700008392334,1389.1999816894531,3103.0999755859375,-1300.8999633789062,-4265.799865722656,-342.2999954223633,-1735.5999755859375,255.0,0.0,,-0.29249350131313206,2.9091270377422394,-0.04940267435213624,False,255.0,False,4,False,True,,fr34ky.tv,76561197996348415,5,3626.3701171875,426.9800109863281,17.020000457763672,-824.0000152587891,-965.0,-1.2999999523162842,2.0999999344348907,-0.09999999776482582,-747.6000213623047,255.0,19.0,False,0.009450652447560779,-2.078324031929424,-0.00018110435461115348,True,8,8,242.46037867761427,True,False,,ccfc1cody,8663740542656513376,13.0,1556.8900146484375,-4270.7998046875,19.459999084472656,-6367.60009765625,15395.0,2962.0999145507812,-0.7000000029802322,1.0000000149011612,1412.1000671386719,128.0,245.0,False,0.009591409729485708,1.973880046146084,0.00027767760278967575,False,5,4,False,70.0,False,
9,1073,23,False,True,1,5706.859604072091,-3919.6201171875,2077.639892578125,1664.3800048828125,19340.10009765625,14956.300048828125,7858.2000732421875,-86.00000381469727,-640.5999755859375,-5965.0,1.0,0.2798145611650474,-2.6650254277847574,1.1284260573448468,76561197996348415,fr34ky.tv,5.0,-4031.530029296875,1958.300048828125,1616.3699951171875,2794.89990234375,14457.39990234375,8969.199829101562,-668.0999755859375,-1421.300048828125,1099.3000030517578,255.0,0.0,False,0.29217468978870675,1.5444361141540484,1.622603400970957,True,False,9,8,79.0,False,,8663740542656513376,ccfc1cody,13.0,375.3299865722656,1008.2899780273438,17.010000228881836,11410.2001953125,3482.9000854492188,3.0000001192092896,-0.09999999776482582,0.7999999821186066,2353.0999755859375,255.0,255.0,False,-0.009498556704396425,2.78310152933267,1.5939222590976268e-05,6,100.0,False,6,False,True,,enpitsu,76561198039309853,27,-4078.929931640625,2954.02001953125,1002.3499755859375,1.7000000178813934,-8787.60009765625,4048.0999755859375,3077.5,0.5000000074505806,-0.19999999552965164,255.0,255.0,False,0.286834414806594,-1.5533779329685773,-1.5658378671499735,True,4,4,222.0,False,False,,games5425898691,bf81d8692db,20.0,-2966.010009765625,3995.030029296875,17.010000228881836,9679.099731445312,8381.900024414062,2.7000001072883606,3.3000001311302185,2.800000011920929,-1376.300048828125,255.0,128.0,,-0.009560384391995368,2.4983048037037654,9.79290201620695e-05,True,4,False,False,255.0,False,
