,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_ball_cam,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_ball_cam,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
0,172,0.0,False,False,0,5163.011554948192,-15.920000076293945,52.54999923706055,98.18000030517578,-8753.099975585938,30280.70068359375,3783.0999755859375,332.90000915527344,161.00000381469727,-643.0000305175781,0.0,0.0027109190956804813,-0.01071205752528478,0.005536817368449701,76561199072286262,Smokey,9.0,24.940000534057617,-119.06999969482422,55.5099983215332,-7658.800048828125,18377.900390625,1633.0000305175781,2299.7000122070312,-4977.60009765625,-428.69998931884766,255.0,237.0,True,0.053427102764863524,1.824202745619911,-0.2763297169048808,True,0.0,True,False,5,6,,2535472665407194,sF Squaachy,,,,,,,,,,,,,,,,,,,,,,,,enpitsu,76561198039309853,24,-22.450000762939453,504.2699890136719,75.91000366210938,-1217.2000122070312,-22831.79931640625,2490.399932861328,3382.2000122070312,-181.00000381469727,-0.9000000357627869,255.0,128.0,,0.14887941897662893,-1.6244825331015602,-5.5624782663671e-05,True,31.0,False,2,False,1,,games5425898691,bf81d8692db,,,,,,,,,,,,,,,,,,,,,,,
1,174,0.0,False,False,1,5427.664412379459,73.41999816894531,-224.97000122070312,130.6300048828125,11564.69970703125,9917.19970703125,13004.89990234375,5761.199951171875,558.4999847412109,-1579.9000549316406,1.0,0.02546029162259705,0.10677706560122871,-0.1911790548494306,76561198039309853,enpitsu,24.0,22.450000762939453,-504.2699890136719,75.91000366210938,1217.2000122070312,22831.79931640625,2490.399932861328,-3382.2000122070312,181.00000381469727,-0.9000000357627869,255.0,128.0,,-0.14887941897662893,1.6244825331015602,-5.5624782663671e-05,True,31.0,False,False,1,2,,bf81d8692db,games5425898691,,,,,,,,,,,,,,,,,,,,,,,,Smokey,76561199072286262,9,26.15999984741211,-3.609999895095825,64.76000213623047,7667.7001953125,-18420.899658203125,1195.0,1235.8000183105469,5271.300048828125,-966.9999694824219,255.0,237.0,True,-0.1888579113312257,-1.7053414940900886,-0.7503817701623462,True,0.0,False,6,False,5,,sF Squaachy,2535472665407194,,,,,,,,,,,,,,,,,,,,,,,
2,340,6.0,False,False,0,7467.034542923067,-663.6900024414062,-2323.419921875,456.92999267578125,24121.298828125,8113.2000732421875,4086.6000366210938,-1973.3000183105469,1600.0999450683594,1488.8999938964844,0.0,-0.2968313919075218,-1.294967076487591,1.4537594590959715,76561199072286262,Smokey,8.0,-766.02001953125,-2387.52001953125,327.010009765625,19076.600341796875,417.99999237060547,2031.300048828125,-2527.5999450683594,-1685.5999755859375,1856.9000244140625,255.0,123.0,True,-0.34471639228887274,0.453815667755555,0.04836754553861561,True,210.92772473058392,True,4,8,12,,2535472665407194,sF Squaachy,,,,,,,,,,,,,,,,,,,,,,,,enpitsu,76561198039309853,24,-3166.89990234375,-1755.989990234375,17.030000686645508,-2222.2000122070312,13921.500244140625,5.0,0.0,-0.5000000074505806,-37.5,255.0,128.0,,0.01676181200053056,1.724638494866931,5.2185390046996155e-05,False,0.0,False,2,False,2,,games5425898691,bf81d8692db,,,,,,,,,,,,,,,,,,,,,,,
3,455,10.0,False,False,0,6876.1467027485705,3952.2099609375,263.9100036621094,1513.6800537109375,-11698.499755859375,28006.0009765625,4970.0,-2266.9000244140625,5140.4998779296875,-1247.5,0.0,-0.5337306826861032,-1.651559150465982,0.5447340252489098,76561199072286262,Smokey,9.0,4032.35009765625,76.88999938964844,1442.93994140625,-10019.199829101562,17765.0,9843.300170898438,-1602.5999450683594,-3073.599853515625,-3226.300048828125,255.0,248.0,True,-0.43294368110239356,1.523268276690172,-1.6697789507103136,True,135.72126439053528,True,4,9,14,,2535472665407194,sF Squaachy,,,,,,,,,,,,,,,,,,,,,,,,enpitsu,76561198039309853,24,-1681.760009765625,4698.68017578125,17.049999237060547,17032.900390625,419.00001525878906,2.5,-0.5000000074505806,0.0,-1.7000000178813934,255.0,128.0,,0.01676249037703928,0.024381114632143135,4.7892798017239686e-05,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,,,,,,,,,,,,,,,,,,,,,,,
4,558,14.0,False,False,1,7401.809948639978,-512.25,-2126.610107421875,409.80999755859375,-2183.2000732421875,17789.100341796875,7470.4998779296875,970.1000213623047,1778.800048828125,5647.5,1.0,0.6944961450361421,3.069255903824371,-1.7263839097769822,76561198039309853,enpitsu,25.0,-406.8800048828125,-2196.050048828125,305.739990234375,3748.2000732421875,21235.90087890625,2744.4000244140625,3024.5999145507812,137.7999973297119,941.9999694824219,0.0,255.0,,0.18961995638674306,1.706719603483367,0.002567803003430329,True,160.0,False,2,4,6,,bf81d8692db,games5425898691,,,,,,,,,,,,,,,,,,,,,,,,Smokey,76561199072286262,9,-226.55999755859375,-4489.10009765625,16.989999771118164,9371.799926757812,11265.2001953125,2.7000001072883606,1.2999999523162842,2.0999999344348907,-2013.2000732421875,255.0,0.0,,-0.009578075544223396,2.3123856256935453,-0.000187507862899914,False,11.732619308656263,True,16,4,10,,sF Squaachy,2535472665407194,,,,,,,,,,,,,,,,,,,,,,,
5,684,18.0,False,False,1,4272.567491528486,-1617.68994140625,1685.1199951171875,173.52999877929688,6398.699951171875,2076.999969482422,4277.60009765625,4283.500061035156,-3661.400146484375,2060.2000427246094,1.0,0.7597091749543383,-1.0551418562410586,2.1733678487892423,76561198039309853,enpitsu,24.0,-1707.219970703125,1632.6099853515625,94.7699966430664,5127.39990234375,970.0,1428.699951171875,-1866.0000610351562,5059.5001220703125,1081.2999725341797,255.0,128.0,False,-0.9594606623069913,2.933490496260799,-0.03103520799253854,True,96.0,False,2,5,8,,bf81d8692db,games5425898691,,,,,,,,,,,,,,,,,,,,,,,,Smokey,76561199072286262,8,1718.18994140625,2840.52001953125,17.010000228881836,-16775.6005859375,10541.400146484375,2.3000000417232513,0.7999999821186066,-0.3999999910593033,1814.7000122070312,255.0,255.0,False,-0.009596534314996344,0.5091078921372733,0.00013971234073894306,True,255.0,False,18,4,12,,sF Squaachy,2535472665407194,,,,,,,,,,,,,,,,,,,,,,,
6,721,19.0,False,False,0,7248.55969109831,789.010009765625,-1909.989990234375,161.13999938964844,3857.7999877929688,30432.900390625,1498.0999755859375,-16.799999475479126,-6.9999998807907104,5999.89990234375,0.0,0.6659823094650633,1.9000406469875593,2.929325963847765,76561199072286262,Smokey,8.0,736.9500122070312,-2109.090087890625,107.61000061035156,17329.89990234375,14997.5,1935.2999877929688,-1558.2000732421875,2358.000030517578,3257.2000122070312,255.0,187.0,True,0.006995101239816388,0.8734225475631838,0.6705375154998893,True,189.07783232709417,True,4,13,20,,2535472665407194,sF Squaachy,,,,,,,,,,,,,,,,,,,,,,,,enpitsu,76561198039309853,24,927.3300170898438,-1784.75,93.04000091552734,-14004.89990234375,-2104.499969482422,3053.3999633789062,411.5999984741211,-5466.300048828125,-446.5999984741211,255.0,128.0,False,0.3600076996909783,-3.0966882421053437,-0.013465020404572058,True,76.0,False,10,2,7,,games5425898691,bf81d8692db,,,,,,,,,,,,,,,,,,,,,,,
7,722,20.0,False,False,1,3671.171783830314,-764.9299926757812,1866.0400390625,190.47000122070312,13443.1005859375,-4267.799987792969,11908.800048828125,5441.6998291015625,-2487.2999572753906,448.1999969482422,1.0,-0.8380764865410382,-2.1847022442264556,-3.0440902688314915,76561198039309853,enpitsu,24.0,-927.3300170898438,1784.75,93.04000091552734,14004.89990234375,2104.499969482422,3053.3999633789062,-411.5999984741211,5466.300048828125,-446.5999984741211,255.0,128.0,False,-0.3600076996909783,3.0966882421053437,-0.013465020404572058,True,76.0,False,2,7,10,,bf81d8692db,games5425898691,,,,,,,,,,,,,,,,,,,,,,,,Smokey,76561199072286262,8,-736.9500122070312,2109.090087890625,107.61000061035156,-17329.89990234375,-14997.5,1935.2999877929688,1558.2000732421875,-2358.000030517578,3257.2000122070312,255.0,187.0,True,-0.006995101239816388,-0.8734225475631838,0.6705375154998893,True,185.9388129941879,True,20,4,13,,sF Squaachy,2535472665407194,,,,,,,,,,,,,,,,,,,,,,,
8,723,20.0,False,False,0,7143.093569778759,716.969970703125,-1818.5999755859375,228.9199981689453,-16340.50048828125,20853.20068359375,12102.39990234375,1497.8999328613281,1354.7000122070312,5649.7998046875,0.0,0.7881789312918613,2.4427182539640935,-2.9815963057614754,76561199072286262,Smokey,8.0,802.0700073242188,-1977.300048828125,153.25999450683594,2633.0999755859375,17800.0,7359.1998291015625,-4106.700134277344,-3510.0,-1031.6000366210938,255.0,235.0,True,0.12802715053542663,1.15141247204862,0.12036280574516832,True,182.8244645364823,True,4,13,20,,2535472665407194,sF Squaachy,,,,,,,,,,,,,,,,,,,,,,,,enpitsu,76561198039309853,24,816.030029296875,-1787.3800048828125,107.83000183105469,-13078.199462890625,424.90001678466797,1151.2000274658203,37.00000047683716,-5459.4000244140625,-665.1999664306641,255.0,128.0,False,0.9880025507220893,2.982675824639555,-0.13028092199490948,True,76.0,False,10,2,7,,games5425898691,bf81d8692db,,,,,,,,,,,,,,,,,,,,,,,
9,1290,31.0,False,False,1,10036.900708408039,-481.67999267578125,-4801.89990234375,110.18000030517578,15553.299560546875,9011.300048828125,-7478.3001708984375,-1574.4000244140625,-3181.099853515625,-4837.5,1.0,0.4241590455012828,3.1039933195761815,-0.33323341318976607,76561198039309853,enpitsu,24.0,-550.5499877929688,-4931.990234375,254.25,-2852.5,6097.80029296875,1012.6999664306641,-4806.199951171875,-1904.4000244140625,-1876.9000244140625,255.0,0.0,,-0.9456813823296202,1.038693166990055,0.5051129321627851,True,77.0,False,False,1,2,,bf81d8692db,games5425898691,,,,,,,,,,,,,,,,,,,,,,,,Smokey,76561199072286262,8,-1159.31005859375,-125.6500015258789,17.030000686645508,14053.1005859375,-1127.0999908447266,-0.5000000074505806,-0.3999999910593033,0.5000000074505806,-135.600004196167,255.0,109.0,,-0.009560612860120245,-3.062337157355088,-2.812558409571174e-05,True,255.0,False,4,False,4,,sF Squaachy,2535472665407194,,,,,,,,,,,,,,,,,,,,,,,
