,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_dodge_active,opp_2_boost_collect,opp_2_handbrake
32,2011,57,False,False,0,9949.687435767013,-3436.510009765625,-4479.8798828125,1558.0999755859375,-19570.999755859375,722.6000213623047,2994.4000244140625,5080.10009765625,-623.4000015258789,3130.8999633789062,0.0,1.2800009219615347,-1.3614502501246477,-0.36360164187490507,bf81d8692db,games5425898691,18.0,-3218.489990234375,-4482.7900390625,1489.3399658203125,-12359.300537109375,5024.800109863281,6360.5999755859375,684.1000366210938,-59.29999828338623,921.9999694824219,255.0,128.0,,-0.5553652544736116,-2.6416473255130732,1.2832594503188919,True,26,20,0.0,False,False,,76561198039309853,enpitsu,27.0,1390.27001953125,-3243.8701171875,17.040000915527344,-14943.1005859375,-16325.400390625,3.799999952316284,0.29999999329447746,0.19999999552965164,0.0,255.0,0.0,False,0.01676792375101292,-2.3120216386779817,3.2754639188802654e-05,True,255.0,False,2,2,False,,Breize,76561198179274217,9,-3625.39990234375,-4381.1201171875,1430.6800537109375,7549.1998291015625,-2679.5001220703125,4473.399963378906,1184.5999908447266,1255.1000213623047,91.49999618530273,255.0,244.0,,-0.5731253873953593,-0.7952072990100244,-1.5648608260364392,True,8,255.0,False,11,4,,Chxrlie309,7602338126977542521,7.0,-1738.18994140625,1238.97998046875,33.09000015258789,-5772.1002197265625,-19218.699951171875,-2464.199981689453,2977.3001098632812,319.6999931335449,-776.9999694824219,128.0,28.0,-0.2076752504642428,-1.9269949408129345,0.22066294663267938,True,255.0,False,4,22,20,,False
33,2012,57,False,False,1,2664.6939527334825,3469.7099609375,4449.6298828125,1585.219970703125,11162.19970703125,-437.09999084472656,10947.19970703125,1206.3999938964844,-4769.5001220703125,3434.4000244140625,1.0,-1.3095895103927804,1.663781051511699,-0.9137980150192148,76561198179274217,Breize,9.0,3625.39990234375,4381.1201171875,1430.6800537109375,-7549.1998291015625,2679.5001220703125,4473.399963378906,-1184.5999908447266,-1255.1000213623047,91.49999618530273,255.0,244.0,,0.5731253873953593,0.7952072990100244,-1.5648608260364392,True,11,8,255.0,False,4,,7602338126977542521,Chxrlie309,7.0,1788.0899658203125,-1080.81005859375,16.639999389648438,6476.9000244140625,18587.39990234375,-1042.6000213623047,-1944.6000671386719,-835.2999877929688,-565.2000045776367,128.0,128.0,False,-0.01816014313462855,1.9751068475136921,0.01986145912274061,True,255.0,False,22,20,4,,enpitsu,76561198039309853,27,-1390.27001953125,3243.8701171875,17.040000915527344,14943.1005859375,16325.400390625,3.799999952316284,-0.29999999329447746,-0.19999999552965164,0.0,255.0,0.0,False,-0.01676792375101292,2.3120216386779817,3.2754639188802654e-05,True,2,255.0,False,2,False,,games5425898691,bf81d8692db,18.0,3300.85009765625,4441.1298828125,1534.3399658203125,6262.60009765625,-4625.799865722656,4940.5999755859375,712.7999877929688,3145.10009765625,3227.60009765625,255.0,25.0,0.41265337471132174,2.612653780244146,1.3889383611588586,True,0.0,False,False,26,20,,
34,2015,57,False,False,0,9884.081631510937,-3492.580078125,-4396.919921875,1669.469970703125,-4734.100036621094,7203.900146484375,6054.4000244140625,2745.1998901367188,-276.49999618530273,-2263.300018310547,0.0,1.3890277303750076,2.278586266638208,2.7718163344327356,bf81d8692db,games5425898691,18.0,-3335.070068359375,-4400.41015625,1571.9100341796875,-2999.7000122070312,5020.10009765625,4255.400085449219,1521.300048828125,2934.5001220703125,324.1999816894531,255.0,0.0,,-0.39797975081909004,-2.4780603953065983,1.3150769350783904,True,26,20,0.0,False,False,,76561198039309853,enpitsu,27.0,1265.77001953125,-3379.8701171875,17.040000915527344,-14943.1005859375,-16325.400390625,3.799999952316284,0.29999999329447746,0.19999999552965164,0.0,255.0,0.0,False,0.01676792375101292,-2.3120216386779817,3.2754639188802654e-05,True,255.0,False,2,2,False,,Breize,76561198179274217,9,-3534.070068359375,-4380.9599609375,1480.5899658203125,4415.7000732421875,1345.2000427246094,2076.699981689453,-1389.7000122070312,-3872.2000122070312,3650.1998901367188,255.0,30.0,True,-1.0369966524242331,-0.4177609342448817,-1.3952325174329412,True,8,255.0,False,12,4,,Chxrlie309,7602338126977542521,7.0,-1848.1500244140625,930.7899780273438,16.280000686645508,-7639.0997314453125,-17591.500244140625,125.10000228881836,-63.400001525878906,2.0999999344348907,-210.20000457763672,128.0,128.0,0.020145855784068155,-2.004672913936738,-0.0015027784975159037,True,255.0,False,4,22,20,,False
35,2100,60,False,False,0,7999.0883375739595,-3909.93994140625,-2269.56005859375,115.0999984741211,6376.400146484375,22554.599609375,8520.700073242188,786.3999938964844,3922.5,4471.499938964844,0.0,-0.02135794723186528,2.2862109913464304,2.080112761093245,76561198039309853,enpitsu,27.0,-3902.2900390625,-2442.43994140625,27.600000381469727,-3149.2999267578125,16953.699951171875,770.4000091552734,-412.20001220703125,1554.4999694824219,-1227.6000213623047,255.0,0.0,False,-0.018915379057726917,1.7225030868014815,0.25291883620415956,True,2,2,208.0740386696272,True,False,,bf81d8692db,games5425898691,18.0,-4078.97998046875,-2603.47998046875,826.3599853515625,2.0999999344348907,7690.30029296875,-6920.30029296875,-2356.4999389648438,0.0,-0.09999999776482582,255.0,0.0,,0.7520466383766153,1.5838710687112039,1.5797376995475512,True,0.0,False,26,20,False,,Breize,76561198179274217,9,-2474.219970703125,-3812.080078125,17.010000228881836,-1448.3999633789062,5624.89990234375,1.899999976158142,0.0,0.0,69.6999979019165,218.0,128.0,False,0.009496447127452462,1.8276828965475613,-2.741836084877669e-05,True,8,255.0,False,12,4,,Chxrlie309,7602338126977542521,7.0,-3826.820068359375,-1932.47998046875,129.9199981689453,-5749.2999267578125,-22026.10107421875,3285.2999877929688,2476.3999938964844,-2560.4998779296875,-584.7999954223633,128.0,66.0,-0.17176160680023186,-1.756909622464687,0.04193351926174106,True,189.06219356034393,True,4,24,21,,False
36,2192,64,False,False,0,9887.68179412485,-1582.52001953125,-4723.81982421875,408.6300048828125,213.4000015258789,-5246.400146484375,2472.4000549316406,-3798.9999389648438,3910.10009765625,-2505.7000732421875,0.0,-0.7641775222775744,1.8059201119145762,1.66294010803269,bf81d8692db,games5425898691,18.0,-1531.6700439453125,-4704.5498046875,269.260009765625,4487.200012207031,-6384.000244140625,1621.9000244140625,-3464.8001098632812,-4271.199951171875,30.899999141693115,255.0,31.0,,-0.854192917345426,2.566425174617776,3.0447263066140002,True,28,21,0.0,False,False,,76561198039309853,enpitsu,27.0,-920.3499755859375,-4663.43994140625,17.049999237060547,-1935.5000305175781,-3679.5001220703125,3.6000001430511475,-1.0000000149011612,1.4000000059604645,-1406.1000061035156,128.0,0.0,False,0.017199701048741814,-2.0597398281217254,0.00010498746041904827,True,34.0,False,2,2,False,,Breize,76561198179274217,9,,,,,,,,,,,,,,,,True,,,,,,,Chxrlie309,7602338126977542521,7.0,-1717.780029296875,-3904.639892578125,19.520000457763672,8717.39990234375,-9998.400268554688,2959.89990234375,0.0,0.0,-2281.3999938964844,164.0,0.0,0.01676098766041324,-0.918215916512761,-2.2830687389789342e-05,True,173.0,False,4,25,22,,
37,2209,64,False,False,0,10176.579960705096,-1567.6700439453125,-5014.39013671875,434.6199951171875,790.8000183105469,3087.39990234375,-2159.7999572753906,-2131.999969482422,3910.10009765625,-867.5,0.0,0.6747889974770785,-2.3925435968394395,-0.14651958930032374,bf81d8692db,games5425898691,18.0,-1294.9599609375,-5029.68994140625,258.489990234375,2565.5999755859375,1975.2999877929688,-1604.9000549316406,655.5000305175781,872.5,-825.8999633789062,255.0,0.0,,-0.1825559037972315,-1.924445702573489,-0.42296215607369225,True,28,22,0.0,False,False,,76561198039309853,enpitsu,27.0,-1033.8599853515625,-4760.31982421875,17.049999237060547,-2513.3999633789062,-1534.7000122070312,2.7000001072883606,-0.29999999329447746,1.0000000149011612,-15.299999713897705,255.0,0.0,False,0.016640457601838476,-2.5948378029875356,2.1120082066975836e-05,True,34.0,False,2,2,False,,Breize,76561198179274217,9,,,,,,,,,,,,,,,,True,,,,,,,Chxrlie309,7602338126977542521,7.0,-1223.719970703125,-4738.97021484375,198.0500030517578,6522.7001953125,-13794.89990234375,755.1999664306641,-1289.1999816894531,-61.99999809265137,-2392.7000427246094,128.0,0.0,-0.03564942523979331,-3.1039125730192167,0.06031414426271965,True,142.0,False,4,26,22,,True
38,2226,65,False,False,0,9985.546501635472,-1523.510009765625,-4825.81005859375,184.63999938964844,-10549.69970703125,-1049.7000122070312,3845.1998901367188,-88.90000343322754,5994.5001220703125,239.59999084472656,0.0,-1.0120990079856862,0.6268865547004536,2.514285368005054,76561198039309853,enpitsu,27.0,-1406.02001953125,-4800.669921875,72.66999816894531,-12592.80029296875,2474.199981689453,2924.4000244140625,-859.4999694824219,-3062.9998779296875,-771.9999694824219,255.0,128.0,False,0.12154594547902485,2.84537484752629,-0.00011854496149029253,True,4,3,34.0,False,False,,bf81d8692db,games5425898691,18.0,-934.260009765625,-5024.169921875,17.93000030517578,2470.0999450683594,157.10000038146973,-153.00000190734863,-162.00000762939453,512.0000076293945,904.3000030517578,255.0,128.0,,0.03571593100382778,2.952777477800202,0.0798303420110814,True,0.0,False,28,22,False,,Breize,76561198179274217,9,,,,,,,,,,,,,,,,True,,,,,,,Chxrlie309,7602338126977542521,7.0,-806.7100219726562,-5070.77978515625,117.06999969482422,7987.39990234375,899.1999816894531,-2960.0,-592.400016784668,-313.0999946594238,3447.39990234375,128.0,255.0,0.7536382575025727,-2.8045415594216565,1.7756658136818513,True,142.0,False,6,26,22,,True
39,2290,67,False,False,0,9618.535326612011,-3521.81005859375,-4113.18017578125,98.58999633789062,-953.3000183105469,6696.199951171875,1052.7999877929688,-4464.599914550781,-344.59999084472656,3993.3999633789062,0.0,-0.524319480958208,2.242085951120193,2.356737971941868,76561198039309853,enpitsu,27.0,-3253.469970703125,-4234.919921875,17.049999237060547,-7665.5999755859375,2725.7998657226562,2.7000001072883606,6.3999998569488525,-1.7000000178813934,1336.199951171875,255.0,0.0,False,0.016682132626743493,2.851068911119394,-0.00019958397397943156,True,4,4,255.0,False,False,,bf81d8692db,games5425898691,18.0,-2800.8701171875,-4154.58984375,17.0,-12929.89990234375,4870.7000732421875,3.4999999403953552,1.899999976158142,-0.7999999821186066,-1345.8000183105469,255.0,0.0,,0.009568064039444926,2.7821683443770047,-0.00024136057169440168,True,0.0,False,28,22,False,,Breize,76561198179274217,9,-3690.0400390625,3471.679931640625,17.010000228881836,-10663.1005859375,-12895.10009765625,2.0999999344348907,0.5000000074505806,0.3999999910593033,1570.5999755859375,255.0,255.0,,0.009550375566424215,-2.2399392744808306,0.00021776012534423296,True,False,228.0,False,False,False,,Chxrlie309,7602338126977542521,8.0,84.58000183105469,-4311.85009765625,17.020000457763672,2236.199951171875,11765.10009765625,2.199999988079071,-0.19999999552965164,0.9000000357627869,195.6999969482422,255.0,128.0,0.01669430399353167,1.4007954885401992,-0.0001590282011110751,False,126.60527323394693,True,6,28,22,,False
40,2308,68,False,False,0,9250.052537215404,-3576.590087890625,-3713.1298828125,93.44000244140625,-709.8999786376953,5497.7001953125,409.90001678466797,-5287.5,-682.7999877929688,2752.3001098632812,0.0,-0.8151670371256606,-2.271278112997555,-1.2535214908645842,76561198039309853,enpitsu,27.0,-3700.1201171875,-3735.8701171875,17.049999237060547,-1828.2000732421875,13650.400390625,-1.7000000178813934,0.9000000357627869,-9.200000166893005,-1405.2999877929688,0.0,0.0,False,0.016745726656595437,1.6702588854898799,0.00013063596284491584,True,4,4,222.0,False,False,,bf81d8692db,games5425898691,18.0,-3358.1298828125,-3443.110107421875,17.0,-4302.099914550781,13379.100341796875,3.3000001311302185,0.09999999776482582,-0.7999999821186066,-39.30000066757202,255.0,128.0,,0.009579588826962852,1.8762727184819203,0.00010062120191524258,False,0.0,False,28,22,False,,Breize,76561198179274217,9,-4032.780029296875,2469.1298828125,117.38999938964844,-3820.7998657226562,-15378.199462890625,4687.099914550781,571.8000030517578,2925.2999877929688,811.2999725341797,255.0,239.0,,-0.34563466332064513,-1.8231529075470498,-0.8768550442707738,True,False,215.3559138467235,True,False,False,,Chxrlie309,7602338126977542521,8.0,78.66999816894531,-3303.909912109375,45.959999084472656,-3206.7999267578125,16525.0,3228.599853515625,-406.1000061035156,-86.19999885559082,-416.30001068115234,223.0,81.0,0.02543202044193864,1.7536722805471177,-0.000702139249040259,False,90.0,False,6,30,22,,False
41,2314,68,False,False,0,9130.788469012647,-3593.3798828125,-3583.27001953125,93.3499984741211,-666.8000030517578,5167.5,-15.0,-5432.0001220703125,-700.9999847412109,2449.7999572753906,0.0,-0.9302750622525446,2.5803480319078633,1.1266654574986101,76561198039309853,enpitsu,27.0,-3694.320068359375,-3493.1201171875,17.049999237060547,2431.699981689453,13223.199462890625,3.1999999284744263,-0.29999999329447746,0.7000000029802322,-2113.5000610351562,0.0,128.0,False,0.016817773394711993,1.3333135668896536,-7.782567031060952e-05,True,4,4,222.0,False,False,,bf81d8692db,games5425898691,18.0,-3461.159912109375,-3118.580078125,17.0,-4493.500061035156,13352.80029296875,3.3000001311302185,-0.5000000074505806,1.5999999642372131,668.0999755859375,255.0,214.0,,0.009585753594598076,1.8930124792429535,0.0001356135885429901,False,0.0,False,28,22,False,,Breize,76561198179274217,9,-4067.820068359375,2187.760009765625,187.99000549316406,-818.8999938964844,-16421.400146484375,2561.7001342773438,1156.2000274658203,1231.500015258789,860.8999633789062,247.0,156.0,,-0.13038180285877468,-1.6215567197015361,-1.2815148553197784,True,False,214.0,False,False,False,,Chxrlie309,7602338126977542521,8.0,84.30000305175781,-2777.030029296875,98.87000274658203,1027.0999908447266,21353.798828125,-63.29999923706055,-4575.5999755859375,2930.0,-853.1999969482422,223.0,75.0,0.9816515086169606,2.4305836761337285,1.4298445685661265,False,120.0,False,6,30,23,8.0,False
42,2323,68,False,False,0,8984.966332713773,-3614.0,-3424.0,93.1500015258789,-642.6000213623047,4989.100036621094,0.0,-5467.5,-704.1999816894531,2313.3999633789062,0.0,0.2112974976295137,2.8386113958198522,2.621090572170494,76561198039309853,enpitsu,27.0,-3602.6201171875,-3277.639892578125,17.049999237060547,715.5999755859375,1042.300033569336,2.5999999046325684,-1.0999999940395355,-1.0000000149011612,-99.60000038146973,0.0,128.0,False,0.017306356053212037,0.9229765458805967,0.0001532340021496499,True,4,4,222.0,False,False,,bf81d8692db,games5425898691,18.0,-3584.3701171875,-2789.110107421875,17.0,-4005.1998901367188,13459.100341796875,3.6000001430511475,-0.3999999910593033,1.5999999642372131,-1870.2000427246094,255.0,0.0,,0.009582196910647395,1.8317798015489608,-0.0002506481322869442,False,0.0,False,28,22,False,,Breize,76561198179274217,9,-4073.8701171875,1637.8800048828125,220.9499969482422,-99.60000038146973,-16472.60009765625,493.6000061035156,-11.000000238418579,181.90000534057617,-13.200000524520874,216.0,128.0,,-0.048000797136973895,-1.5947629656834885,-1.4198353510857122,True,False,214.0,False,False,False,,Chxrlie309,7602338126977542521,7.0,108.9000015258789,-2243.110107421875,94.98999786376953,930.9999847412109,21344.89990234375,-155.50000190734863,-4471.199951171875,3136.099853515625,-649.7000122070312,224.0,128.0,-0.05763851308792886,-2.893813785391682,-2.9379420153345954,True,120.0,False,6,30,23,,False
43,2349,69,False,False,0,9105.026697241232,-3627.800048828125,-3545.550048828125,97.29000091552734,-527.0000076293945,112.5,1684.6000671386719,-123.50000381469727,-577.9000091552734,945.9999847412109,0.0,-1.017040195209488,-2.6853615112333866,0.4769131958279124,76561198039309853,enpitsu,27.0,-3776.510009765625,-3667.449951171875,17.049999237060547,1306.300048828125,-8515.30029296875,3.3000001311302185,0.0,0.0,2274.2999267578125,0.0,255.0,True,0.01689026205905817,1.9362359751707832,1.961726730655398e-06,True,4,4,222.0,False,False,,bf81d8692db,games5425898691,18.0,-3588.7099609375,-966.4400024414062,89.66999816894531,422.90000915527344,18962.2998046875,-824.1000366210938,-3808.0999755859375,857.9000091552734,-156.09999656677246,255.0,128.0,,-0.9872342091936079,1.5717075132092493,-0.2084545493042793,True,31.0,False,30,24,False,,Breize,76561198179274217,9,-4077.81005859375,-52.81999969482422,260.2200012207031,57.5,-20382.099609375,-1302.8999328613281,1144.4000244140625,-196.90000534057617,45.300002098083496,255.0,184.0,,0.08066204433457769,-1.5791963220968945,-1.5335326322597407,True,False,170.48121274414882,True,False,False,,Chxrlie309,7602338126977542521,7.0,71.80999755859375,-158.4199981689453,17.059999465942383,-7181.400146484375,19024.49951171875,3.3000001311302185,0.7999999821186066,0.5000000074505806,3090.10009765625,214.0,255.0,0.016832204354221576,2.1641010016527638,0.00013491735977574454,True,151.0,False,6,30,24,,False
44,2388,71,False,False,0,9080.21765123731,-3710.330078125,-3493.070068359375,98.4800033569336,-5312.2998046875,17627.19970703125,2537.7999877929688,-1864.1000366210938,-801.3999938964844,159.7000026702881,0.0,-0.6088932985203622,-2.006685809590401,1.4397893550962928,76561198039309853,enpitsu,27.0,-3660.580078125,-3655.8701171875,64.94000244140625,-2706.4999389648438,14859.599609375,2519.1000366210938,-3004.5001220703125,-1050.4000091552734,1040.1000213623047,255.0,,,0.08739255640586788,1.7773990259547738,-0.011464416252364287,True,6,5,176.0,False,False,,bf81d8692db,games5425898691,18.0,-2148.27001953125,703.030029296875,17.010000228881836,20537.900390625,-8160.30029296875,0.0,0.19999999552965164,0.0,-2000.7000732421875,255.0,0.0,,0.0095889184968852,-0.4562262067038584,-3.8481623619032864e-05,True,220.52017202941317,True,30,24,False,,Breize,76561198179274217,9,-3766.489990234375,-3279.169921875,74.83000183105469,1723.3999633789062,-22682.19970703125,3266.7999267578125,-9.900000095367432,46.599998474121094,-111.49999618530273,255.0,128.0,,0.006813869807876665,-1.5219180974811881,-0.004007994057839428,True,False,143.0,False,4,False,,Chxrlie309,7602338126977542521,7.0,-1579.52001953125,-118.80999755859375,17.059999465942383,-12166.8994140625,-1883.699951171875,1.2999999523162842,-1.5000000596046448,-0.3999999910593033,168.79999160766602,223.0,161.0,0.016717273429259653,-2.9924709078345764,6.40050599053235e-05,True,181.0,False,6,30,24,,
45,2487,74,False,False,0,10033.139703370216,-281.760009765625,-4874.31982421875,982.9000244140625,-10442.60009765625,-17773.599853515625,8358.300170898438,-3647.39990234375,4651.300048828125,-1030.199966430664,0.0,0.49122395786170925,2.4344143043270896,-2.7858099183097416,bf81d8692db,games5425898691,18.0,-157.6300048828125,-4750.08984375,855.6300048828125,-5817.8997802734375,-16800.899658203125,4232.9998779296875,761.2000274658203,-1204.8999786376953,552.400016784668,255.0,128.0,,0.08548001694306553,-2.5442744493901315,1.4516076402284197,True,32,24,30.417298921974783,True,False,,76561198039309853,enpitsu,27.0,-878.0,-4382.64990234375,17.030000686645508,15182.5,-8334.500122070312,5.0,0.0,-0.5999999865889549,0.0,255.0,128.0,False,0.016833393123237547,-0.5020444762172136,-1.1451133665703635e-05,True,70.0,False,6,6,False,,Breize,76561198179274217,9,-658.5499877929688,-4534.5,584.989990234375,18015.999755859375,-2532.7999877929688,401.3999938964844,55.19999980926514,-178.1999969482422,-126.19999885559082,254.0,128.0,,-0.9030768152087502,-0.7306129527983705,0.31760364867604574,True,False,82.0,False,6,4,,Chxrlie309,7602338126977542521,7.0,-195.1699981689453,-4216.72021484375,762.0700073242188,10044.199829101562,-13238.1005859375,33.19999933242798,1748.3999633789062,-5058.999938964844,-820.9999847412109,128.0,38.0,-0.37430450448563246,-1.9398855367679237,1.502750372206828,True,90.42323440890159,True,8,32,24,,
46,2630,80,False,False,0,6398.848309521886,-3112.360107421875,-862.75,212.47999572753906,5524.000244140625,21842.099609375,8419.099731445312,4211.499938964844,-4236.199951171875,563.3000183105469,0.0,-0.8070566263104542,2.075748461207425,0.176222068385425,76561198039309853,enpitsu,27.0,-3171.340087890625,-887.239990234375,89.62999725341797,1841.6999816894531,21254.89990234375,-20.299999713897705,-3497.60009765625,3005.2999877929688,-2997.2000122070312,255.0,128.0,False,1.1770120758466376,1.2539296388269292,0.1683482207127569,True,8,7,15.0,False,False,,bf81d8692db,games5425898691,18.0,-3486.6201171875,-3360.010009765625,17.0,-6110.8001708984375,19118.800048828125,0.9000000357627869,0.19999999552965164,-0.9000000357627869,-105.0,255.0,128.0,,0.009601099151906909,1.8674951174441905,0.00012345371580048197,True,214.14931611348226,True,32,24,False,,Breize,76561198179274217,24,2358.7099609375,1817.969970703125,17.010000228881836,-13691.600341796875,18479.300537109375,1.8000000715255737,0.0,-0.19999999552965164,0.0,255.0,128.0,,0.009561381706584706,2.2084601256007232,2.2759275896282203e-05,True,4,224.0,False,8,4,,Chxrlie309,7602338126977542521,7.0,19.030000686645508,-1167.7099609375,104.68000030517578,-205.20000457763672,22869.89990234375,79.80000019073486,-5209.6002197265625,1695.2999877929688,-485.2000045776367,205.0,92.0,1.201812514994235,2.3305255537051566,1.0597878741489881,True,61.0,False,8,36,27,,
47,2696,82,False,False,1,9376.404892034474,1855.52001953125,-4187.18017578125,341.3800048828125,15904.3994140625,14307.900390625,11158.699951171875,3724.1000366210938,-3579.4000244140625,3052.5,1.0,-0.005691043691954403,2.9060480020858894,-1.6318035577945613,76561198179274217,Breize,24.0,1695.0999755859375,-4342.580078125,207.17999267578125,21768.00048828125,7027.1002197265625,2371.0000610351562,-3009.2999267578125,1682.4000549316406,539.5000076293945,255.0,128.0,,0.4545118537637126,2.157281230407007,-0.1993182309896998,True,10,5,205.0,False,4,,7602338126977542521,Chxrlie309,7.0,-34.369998931884766,-4034.659912109375,17.049999237060547,627.0000076293945,-14040.0,3.100000023841858,-0.0,0.29999999329447746,1694.9000549316406,128.0,255.0,,-0.016848412295584998,-1.6388451615077144,0.00021463067691137368,True,122.0,False,36,28,8,,enpitsu,76561198039309853,27,3157.639892578125,-4020.27001953125,17.049999237060547,-1531.199951171875,-20334.599609375,3.4999999403953552,-0.19999999552965164,-1.1999999731779099,-2682.7999877929688,255.0,0.0,False,-0.016785065613393012,-1.3558463425908893,-0.000260859427995564,True,8,255.0,False,8,False,,games5425898691,bf81d8692db,18.0,2210.2900390625,-462.2900085449219,17.0,-17319.000244140625,-986.2000274658203,3.4999999403953552,1.0999999940395355,-0.09999999776482582,1820.5999755859375,128.0,255.0,-0.009628393482157776,-0.11089516401060244,9.676690203638332e-05,True,255.0,False,False,32,24,,
48,2776,85,False,False,0,4563.212362587837,-2670.7900390625,936.0700073242188,590.030029296875,-1715.8000183105469,1494.4000244140625,11142.19970703125,4473.699951171875,746.8000030517578,-3618.3999633789062,0.0,-0.968627593984416,0.15441574123000001,0.1210210015378298,bf81d8692db,games5425898691,18.0,-2619.840087890625,917.1900024414062,405.6300048828125,-1983.8999938964844,-500.0,3984.4000244140625,-2879.5999145507812,2619.4000244140625,-421.6999816894531,255.0,93.0,,-0.6572538097856764,-2.777764433406972,0.3349047709546055,True,34,25,186.1014279242485,True,False,,76561198039309853,enpitsu,27.0,-652.0499877929688,1884.9200439453125,17.049999237060547,1199.8999786376953,-16631.500244140625,2.5,0.0,0.7999999821186066,-0.5999999865889549,255.0,128.0,False,0.016785589144845563,-1.4988536881541072,6.965222786503071e-05,True,230.0,False,8,8,False,,Breize,76561198179274217,11,-2710.590087890625,1671.050048828125,17.0,10289.7998046875,-5967.60009765625,3.1999999284744263,-3.1999999284744263,2.0000000298023224,148.69999885559082,16.0,39.0,,0.009891331343757552,-0.47916470271619843,-0.0001337330425243763,True,6,178.0,False,10,4,,Chxrlie309,7602338126977542521,7.0,-792.7000122070312,2943.510009765625,17.049999237060547,-4910.199890136719,-7980.9002685546875,3.400000035762787,0.0,0.0,-2420.399932861328,223.0,0.0,0.016703514604541433,-2.1624747311022277,5.762703254895833e-06,True,184.0,False,8,36,28,,
49,2867,88,False,False,1,6908.689371498494,3180.8701171875,-1379.9200439453125,662.5599975585938,-10187.000122070312,8225.599975585938,8170.8001708984375,5530.7000732421875,-2273.9999389648438,488.8999938964844,1.0,0.8571584693787155,0.2105409687731949,0.273230615832112,7602338126977542521,Chxrlie309,7.0,3261.110107421875,-1404.949951171875,475.92999267578125,2550.2000427246094,15424.69970703125,1327.2000122070312,2626.300048828125,-519.5000076293945,-427.40001678466797,128.0,255.0,,1.153481780285512,2.034438804326254,0.9065175122657382,True,38,29,112.16937632201821,True,8,,76561198179274217,Breize,9.0,456.2200012207031,-1713.6600341796875,17.0,12542.80029296875,-3866.099853515625,3.100000023841858,0.19999999552965164,-0.0,328.4000015258789,255.0,117.0,,-0.009529803029667279,-2.884416325992606,-0.00021499137710479383,True,218.0,False,10,6,4,,enpitsu,76561198039309853,27,302.3399963378906,888.1799926757812,17.049999237060547,8939.69970703125,5520.10009765625,2.5999999046325684,-0.29999999329447746,-0.29999999329447746,-408.6000061035156,255.0,128.0,False,-0.016703238057621483,2.6250743623653694,0.00024411206354569737,True,8,230.0,False,8,False,,games5425898691,bf81d8692db,18.0,3117.179931640625,-1330.6199951171875,449.6000061035156,3144.2999267578125,1916.4999389648438,5254.0997314453125,2638.0999755859375,1434.1000366210938,-2996.7999267578125,255.0,152.0,0.8816523378273765,1.971357312551816,-2.2103162150785183,True,106.06607307669938,True,False,36,27,,
