,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_dodge_active,opp_2_boost_collect,opp_2_handbrake
0,169,0.0,False,False,1,5188.657974670423,7.159999847412109,28.040000915527344,95.43000030517578,4744.599914550781,23069.3994140625,2144.2999267578125,2925.7000732421875,-1573.8999938964844,4996.199951171875,1.0,-0.0398001183874672,-0.11326199559494325,-0.06486421323152362,178277272978106577,SniiPz-CroNoX,10.0,12.149999618530273,-133.11000061035156,96.25,15027.80029296875,14830.2001953125,-118.90000343322754,-4028.0999755859375,3541.099853515625,1218.499984741211,128.0,88.0,,-1.41406538794049,1.6529921139911956,0.7720237336731531,True,0.0,False,False,3,4,,2535407758334050,wKxrua,8.0,2048.0,-2560.0,17.010000228881836,-0.0,-0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,-0.009552613894084325,0.7854089554748602,-1.534134422157188e-05,True,85.0,False,False,False,False,,enpitsu,76561198039309853,25,17.829999923706055,239.39999389648438,124.4800033569336,14983.00048828125,-17324.49951171875,1931.6999816894531,4093.2998657226562,3672.3001098632812,-90.50000190734863,255.0,0.0,,-0.9654663956258714,-2.2781776932382347,-0.004491899089571298,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,22.0,3473.1201171875,2342.260009765625,17.010000228881836,4250.899963378906,14753.1005859375,2.3000000417232513,-0.09999999776482582,-0.5000000074505806,1845.0,255.0,128.0,-0.009596938968365935,1.8084112973411002,0.00012989285975373475,,31.0,False,False,False,False,,
1,258,3.0,False,False,0,9910.462212071243,1692.050048828125,-4426.56982421875,99.79000091552734,18787.099609375,17090.10009765625,9570.700073242188,5567.2998046875,-850.5999755859375,2069.1000366210938,0.0,1.3218233165242215,2.962554103767914,2.2645888988389222,bf81d8692db,games5425898691,22.0,1574.1199951171875,-4579.02001953125,17.010000228881836,20476.199951171875,8758.800048828125,2.0999999344348907,-2.800000011920929,-1.2999999523162842,990.9999847412109,255.0,128.0,,0.009599308599373222,0.4715806803450966,-0.00011830026668136636,True,198.0,False,False,False,False,,76561198039309853,enpitsu,25.0,-2252.06005859375,-2010.06005859375,94.56999969482422,16422.60009765625,-15309.69970703125,-164.0999984741211,3351.7999267578125,4360.4998779296875,24.800000190734863,255.0,128.0,,0.47691149208226985,2.4839233426720955,3.1364912141747907,True,255.0,False,4,3,False,,wKxrua,2535407758334050,7,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,True,85.0,False,False,False,False,,SniiPz-CroNoX,178277272978106577,9.0,-2224.3701171875,1594.989990234375,81.29000091552734,405.49999237060547,17565.799560546875,-1027.3999786376953,-3473.3999633789062,747.6999664306641,-46.90000057220459,247.0,128.0,-0.8563519258879981,1.3741509099582114,-0.02046895628901578,False,0.0,False,False,6,6,,
2,325,5.0,False,False,0,7111.197662321285,2736.489990234375,-973.4400024414062,393.94000244140625,2791.6000366210938,23297.60009765625,8531.900024414062,3640.1998901367188,-4504.100036621094,-1568.699951171875,0.0,-0.07236441453995948,1.0558918405436164,0.5887819682344475,bf81d8692db,games5425898691,22.0,2658.010009765625,-1166.4300537109375,232.5500030517578,3560.4000854492188,21702.80029296875,2649.1000366210938,-1945.5999755859375,4424.700012207031,2448.6000061035156,255.0,31.0,,-0.20904426177533764,0.9953466012487682,0.9471636559689273,True,190.24927310277062,True,False,3,4,,76561198039309853,enpitsu,25.0,793.5800170898438,-1981.3800048828125,17.059999465942383,-3293.900146484375,17387.19970703125,1.2999999523162842,-0.09999999776482582,0.5999999865889549,4.4999998807907104,255.0,128.0,,0.01677220693532999,1.7585944357954566,-5.279293431180974e-05,True,255.0,False,4,4,False,,wKxrua,2535407758334050,6,-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,True,85.0,False,False,False,False,,SniiPz-CroNoX,178277272978106577,9.0,-2007.9000244140625,4785.7998046875,17.010000228881836,16543.199462890625,-1434.4000244140625,2.0000000298023224,-1.1999999731779099,0.0,-138.90000343322754,168.0,128.0,0.009596787149025383,-0.10402168249803945,0.00015407040162375047,True,219.0,False,False,6,6,,False
3,411,8.0,False,False,0,3460.7131969745046,2512.110107421875,4538.89990234375,197.88999938964844,-11664.000244140625,14927.900390625,11602.2998046875,3306.099853515625,-4948.999938964844,758.8999938964844,0.0,-0.3612376762759594,1.7982630653913731,0.8518029622415062,bf81d8692db,games5425898691,22.0,2558.81005859375,4407.27978515625,76.98999786376953,3663.800048828125,12706.8994140625,2797.39990234375,-259.4000053405762,-3394.7000122070312,4189.700012207031,255.0,176.0,,-0.007695534734806697,1.4698954216121152,-0.0630809062610796,True,175.0,False,False,4,6,,76561198039309853,enpitsu,25.0,1615.0699462890625,1197.8499755859375,17.059999465942383,-12385.0,-1705.0999450683594,2.0999999344348907,0.0,0.0,2350.399932861328,255.0,255.0,False,0.0167254270765717,-2.941855884116398,1.1401432787080177e-05,True,255.0,False,4,4,False,,wKxrua,2535407758334050,6,-275.0299987792969,4280.97021484375,17.010000228881836,11276.300048828125,7707.9998779296875,2.3000000417232513,-0.19999999552965164,0.0,-2211.199951171875,196.0,0.0,,0.00956250059838525,0.5323118618935494,1.8007186771144942e-05,True,50.0,False,False,False,False,,SniiPz-CroNoX,178277272978106577,9.0,2171.97998046875,4801.7099609375,46.150001525878906,18002.900390625,-3022.60009765625,3459.1000366210938,-15.800000429153442,-48.29999923706055,-2074.7000122070312,246.0,120.0,0.008320851531923038,-0.30608487571267456,-0.00016446474918900767,True,159.5054366716775,True,False,7,6,,False
4,468,10.0,False,False,1,8825.967120938692,-773.8599853515625,-3526.56005859375,573.6799926757812,-3411.0000610351562,10163.300170898438,6587.39990234375,1936.9999694824219,5527.2998046875,-1302.4000549316406,1.0,0.14863890743203884,1.6035158306233437,-2.292676549225146,2535407758334050,wKxrua,6.0,-681.6300048828125,-3605.139892578125,404.1000061035156,-4949.89990234375,8837.899780273438,4453.699951171875,3429.1000366210938,-2543.300018310547,-3467.3001098632812,255.0,248.0,,0.6533265966758195,0.011174747170301204,2.8685934685568446,True,22.17169878816093,True,4,False,4,,178277272978106577,SniiPz-CroNoX,9.0,-3371.97998046875,-3822.8798828125,302.5899963378906,-2893.0999755859375,6883.3001708984375,-4699.200134277344,-228.89999389648438,-338.4000015258789,3210.10009765625,211.0,244.0,False,0.229577814758754,-2.9235506487034217,1.0949546033903303,True,159.0,False,8,6,False,,enpitsu,76561198039309853,25,-175.83999633789062,-1261.52001953125,17.059999465942383,-1335.7000732421875,-4472.099914550781,1.2999999523162842,-0.0,-0.09999999776482582,-290.49999237060547,0.0,128.0,False,-0.017318632789617847,-1.2477287573650115,0.0001616980354570171,True,197.0,False,4,False,4,,games5425898691,bf81d8692db,22.0,-2961.93994140625,-4448.89990234375,16.959999084472656,901.6000366210938,9975.999755859375,15.59999942779541,-18.09999942779541,6.700000166893005,2381.999969482422,255.0,255.0,-0.008443666476955266,1.611909911530626,-0.00018886237051993866,True,175.0,False,False,6,4,,
5,534,13.0,False,False,0,4672.770877767757,1565.6400146484375,1168.2099609375,260.2900085449219,14450.2001953125,-11366.600341796875,-10033.900146484375,-2210.399932861328,-4709.5001220703125,-1848.5000610351562,0.0,0.016285650524984322,-2.3501276856169073,-0.4772737642112708,76561198039309853,enpitsu,25.0,1402.550048828125,1168.300048828125,302.4599914550781,8265.0,5719.000244140625,2981.300048828125,-0.3999999910593033,0.09999999776482582,17.000000476837158,128.0,128.0,False,0.01619832367941431,-2.4908512067356186,-0.0003712560997895705,True,197.0,False,2,4,6,,bf81d8692db,games5425898691,22.0,1545.0699462890625,997.780029296875,214.91000366210938,-10561.700439453125,-16613.900146484375,124.30000305175781,-158.90000343322754,-22.999999523162842,-145.2999973297119,255.0,162.0,,-0.801800371047033,-2.6467234875023653,0.23178563539451033,True,180.0,False,8,4,False,,wKxrua,2535407758334050,8,1623.8199462890625,1327.9100341796875,17.010000228881836,315.2000045776367,-11805.30029296875,1.7000000178813934,0.09999999776482582,-1.899999976158142,-1625.7000732421875,253.0,37.0,,0.009540786226900277,-1.5315609323735837,-0.0004995917654429369,False,0.0,False,4,4,False,,SniiPz-CroNoX,178277272978106577,9.0,2426.300048828125,4039.639892578125,17.010000228881836,-10817.80029296875,3922.6998901367188,2.3999999463558197,0.09999999776482582,0.0,2348.9999389648438,248.0,215.0,0.009549092853148526,2.8508485109573667,1.4119462819094682e-05,True,159.0,False,False,8,6,,False
6,686,18.0,False,False,1,5404.073586265952,-3546.06005859375,2062.320068359375,118.25,-17566.099853515625,6166.199951171875,7659.1998291015625,-3650.4000854492188,4704.89990234375,733.0000305175781,1.0,-0.9450725569907061,-2.1742871855605492,-0.9301446205529045,178277272978106577,SniiPz-CroNoX,9.0,-3345.260009765625,2022.68994140625,17.010000228881836,-14284.200439453125,771.6999816894531,0.29999999329447746,-1.0000000149011612,-0.09999999776482582,-2093.3999633789062,255.0,17.0,False,-0.009574617317089239,0.1088850815316874,-8.41542052566086e-05,False,221.57719560079678,True,False,8,10,,2535407758334050,wKxrua,7.0,,,,,,,,,,,,,,,,True,,,,,,,enpitsu,76561198039309853,25,-2959.719970703125,4445.830078125,17.059999465942383,2083.9999389648438,-6238.3001708984375,7.599999904632568,12.100000381469727,-2.8999999165534973,-3101.7001342773438,255.0,0.0,False,-0.016035896183181353,-1.5478116634244843,-0.0002072517347425964,True,0.0,False,6,2,4,,games5425898691,bf81d8692db,22.0,-915.5499877929688,4945.5,17.010000228881836,-6056.9000244140625,-1995.8999633789062,2.0999999344348907,-0.29999999329447746,-0.0,0.0,255.0,128.0,-0.009506691632880987,-0.31835090794578497,-3.106601308126078e-05,True,233.0,False,False,8,4,,
7,732,20.0,False,False,0,8737.951274695279,2663.68994140625,-2840.0,295.489990234375,2503.699951171875,10955.50048828125,6030.7000732421875,5865.3997802734375,-522.2999954223633,-1150.2999877929688,0.0,-1.363751317505509,-3.123749799524097,-2.6026900173234973,76561198039309853,enpitsu,25.0,2613.949951171875,-2911.47998046875,169.4499969482422,-5032.099914550781,15991.300048828125,-135.2999973297119,-2296.699981689453,2132.899932861328,3850.2999877929688,128.0,0.0,False,0.08257494937697171,1.9327106451667744,1.1695110038726513,True,173.0,False,2,5,8,,bf81d8692db,games5425898691,22.0,1861.1500244140625,-3783.43994140625,16.989999771118164,-4056.4999389648438,13476.400146484375,4.600000083446503,0.7000000029802322,-2.8999999165534973,625.2000045776367,255.0,128.0,,0.00957881952232223,1.898365757729015,-3.313347930806036e-05,True,234.0,False,8,4,False,,wKxrua,2535407758334050,7,-2304.050048828125,4607.83984375,16.43000030517578,-0.19999999552965164,-2.0000000298023224,78.20000171661377,11.699999570846558,-0.9000000357627869,0.0,,,,0.008796402641985156,-1.6518751837307415,2.08150270865987e-06,True,85.0,False,False,False,False,,SniiPz-CroNoX,178277272978106577,9.0,2904.179931640625,-2686.7099609375,17.0,-12192.900390625,7217.1002197265625,3.3000001311302185,-0.3999999910593033,0.0,-2165.7000732421875,234.0,0.0,0.009576712321672462,2.540185360747742,-2.7063965194251117e-05,False,177.0,False,False,10,8,,False
8,898,26.0,False,False,1,10156.023533302883,-2067.18994140625,-4574.1298828125,440.5,-12902.39990234375,6030.3997802734375,13131.800537109375,2014.7000122070312,5118.800048828125,-2395.500030517578,1.0,1.0733618693097409,2.621687749894656,2.297612894858943,2535407758334050,wKxrua,7.0,-1883.1600341796875,-4640.27978515625,254.75999450683594,-14991.600341796875,4677.699890136719,2738.9999389648438,-2.0999999344348907,-114.0999984741211,78.89999866485596,155.0,128.0,,0.4636509261591297,0.36186512684449346,-0.0070885411694869335,True,37.0,False,False,False,4,,178277272978106577,SniiPz-CroNoX,9.0,-2252.0,-4903.490234375,17.010000228881836,12637.5,-4012.2000122070312,1.4000000059604645,-0.7999999821186066,0.3999999910593033,2242.7000427246094,225.0,255.0,,-0.0095600836333603,-2.892433773700357,5.8746909183759925e-05,True,235.0,False,12,8,False,,enpitsu,76561198039309853,25,-695.4000244140625,-1556.8499755859375,17.049999237060547,-6692.8997802734375,-2301.199951171875,2.8999999165534973,-5.400000214576721,-1.899999976158142,-2064.4000244140625,255.0,128.0,False,-0.016654033394306413,-0.31503689025728615,6.8507630321736115e-06,True,172.0,False,8,2,6,,games5425898691,bf81d8692db,23.0,-2231.1201171875,-4271.81005859375,216.6300048828125,14551.99951171875,-17580.699462890625,2855.4000854492188,-107.39999771118164,-142.39999771118164,-51.19999885559082,255.0,56.0,0.42127310174835747,-2.3723905530674676,-0.024636357784990355,True,50.174468889031374,True,False,14,6,,
9,987,29.0,False,False,0,4452.478146406618,2979.219970703125,2947.4599609375,117.91999816894531,-872.6999664306641,29157.60009765625,7806.500244140625,1649.6000671386719,-4553.699951171875,1926.199951171875,0.0,-0.10889704624918745,0.7153822462466402,-2.604307926204027,76561198039309853,enpitsu,25.0,2977.669921875,2769.449951171875,115.87999725341797,5607.80029296875,16300.799560546875,3968.900146484375,410.49999237060547,220.59999465942383,5245.9002685546875,128.0,128.0,False,0.010689164255556112,1.3796802106824602,0.0053292894142127865,True,99.0,False,2,6,10,,bf81d8692db,games5425898691,22.0,-107.62000274658203,5412.72998046875,19.329999923706055,2221.1000061035156,-3122.0001220703125,-122.29999542236328,1.0999999940395355,17.000000476837158,-485.6999969482422,255.0,128.0,,0.04152812060133401,-0.9469929573872775,0.023157062605023242,True,31.0,False,14,6,False,,wKxrua,2535407758334050,7,2387.360107421875,4274.93017578125,17.010000228881836,-7572.0001220703125,10437.2998046875,2.0999999344348907,0.0,-0.3999999910593033,73.20000171661377,255.0,128.0,,0.009537281712387444,2.2027173742475066,-4.555385668160962e-06,True,37.0,False,4,False,False,,SniiPz-CroNoX,178277272978106577,9.0,-22.739999771118164,3065.830078125,16.989999771118164,-8190.9002685546875,5934.6002197265625,5.099999904632568,-0.29999999329447746,0.29999999329447746,-2689.2999267578125,218.0,0.0,0.009554023788065195,2.3999596591367927,5.3509025336233856e-05,True,235.0,False,False,12,8,,False
