,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,178,0.0,False,False,1,5163.070274565719,41.38999938964844,48.150001525878906,94.63999938964844,5582.1002197265625,-2210.0999450683594,156.99999809265137,2166.300048828125,-63.69999885559082,-95.20000457763672,1.0,0.003661225046537735,0.013017811404967678,-0.06243277052835033,b5e81b3349b,Tlacc_xx,27.0,-9.020000457763672,-95.05000305175781,91.94999694824219,-257.90000915527344,1649.7999572753906,730.8000183105469,-3671.0000610351562,-1304.1000366210938,-3882.3001098632812,255.0,128.0,,-0.6049193447072262,-1.418822581238851,-3.0297073345313783,True,31.0,False,3,False,4,,76561198293556409,probsbbs,13.0,36.25,-3727.409912109375,17.0,-684.3000030517578,10090.499877929688,3.4999999403953552,-0.0,-0.7999999821186066,2035.5000305175781,255.0,255.0,,-0.009505382957627862,1.4937888890616036,0.00020583822403749845,True,116.0,False,False,False,False,,enpitsu,76561198039309853,26,23.690000534057617,220.3000030517578,119.41999816894531,5604.000244140625,307.00000762939453,4983.800048828125,3333.2998657226562,2828.699951171875,-2178.0999755859375,255.0,255.0,,-0.5343354820815155,-1.378988129788531,-0.26989497724169187,True,2,31.0,False,False,1,,games5425898691,bf81d8692db,23.0,3057.39990234375,4423.43994140625,17.010000228881836,1873.8999938964844,16653.599853515625,2.3000000417232513,-0.0,-0.0,1994.6000671386719,255.0,255.0,,-0.009577302000084203,1.6130401485784727,1.1350107528217107e-05,True,255.0,False,False,False,False,
1,187,0.0,False,False,1,5209.274921208838,215.91000366210938,-24.690000534057617,93.13999938964844,4824.200134277344,-2158.800048828125,0.0,2240.800018310547,1860.5999755859375,-95.20000457763672,1.0,0.28332322873578164,-0.018278885246856568,-0.7985582100110433,b5e81b3349b,Tlacc_xx,27.0,-23.3799991607666,-90.27999877929688,92.9000015258789,-455.29998779296875,120.60000419616699,-383.3000183105469,-4496.400146484375,1644.6000671386719,-900.8000183105469,255.0,111.0,,1.3642373416577944,0.8059454938255162,-1.1134844295461543,True,31.0,False,4,False,4,,76561198293556409,probsbbs,13.0,-1.2999999523162842,-3349.2900390625,17.0,971.5000152587891,11399.49951171875,3.4999999403953552,-0.0,1.1999999731779099,-2270.800018310547,255.0,0.0,,-0.009525753607050403,1.6968765477850694,-0.00011204752466517318,True,116.0,False,False,False,False,,enpitsu,76561198039309853,26,200.9499969482422,247.4600067138672,155.9600067138672,5686.300048828125,856.6000366210938,-162.5,4529.89990234375,2877.39990234375,1204.1000366210938,255.0,255.0,,-0.4114037658122276,0.1810371197332435,-3.074800662304302,True,2,31.0,False,False,1,,games5425898691,bf81d8692db,23.0,2922.409912109375,4926.830078125,50.58000183105469,-9667.2998046875,11886.400146484375,2369.2999267578125,2449.4000244140625,-2271.6000366210938,2355.2000427246094,255.0,255.0,,0.14707531342294225,0.8540368303868855,-0.5642416326546246,True,255.0,False,False,False,False,
2,231,1.0,False,False,1,5497.601238832061,846.6799926757812,-357.3800048828125,93.13999938964844,3787.9998779296875,-2048.6000061035156,0.0,2245.0,4151.199951171875,-95.20000457763672,1.0,0.8694713341738293,-0.5612560555545604,-1.7735310837442668,76561198293556409,probsbbs,13.0,748.719970703125,-686.969970703125,60.34000015258789,6888.4002685546875,21834.7998046875,2188.6000061035156,-3102.6998901367188,3328.9999389648438,-1633.0999755859375,255.0,0.0,,-0.09636156834382929,1.7117090595623017,0.033879909338766896,True,16.0,False,3,False,4,,b5e81b3349b,Tlacc_xx,15.0,-639.2000122070312,47.52000045776367,17.010000228881836,-6728.699951171875,-7331.400146484375,2.3999999463558197,0.19999999552965164,-0.0,2404.1000366210938,255.0,255.0,,-0.009521194838841254,-0.8784611850130599,2.087674819021127e-05,True,31.0,False,4,False,4,,enpitsu,76561198039309853,26,815.4199829101562,-94.23999786376953,73.70999908447266,2529.7000122070312,-13634.300537109375,3048.900146484375,4817.0001220703125,712.3000335693359,-937.3000335693359,255.0,255.0,,-0.1497862702437398,-1.6886280840357677,-0.0060092976360213496,True,4,9.0,False,False,3,,games5425898691,bf81d8692db,23.0,1492.9000244140625,4936.0,17.280000686645508,-8993.499755859375,-3680.7998657226562,-100.10000228881836,-379.7999954223633,-3.3000001311302185,2296.0000610351562,255.0,255.0,,-0.021460854871100943,-0.427173349197912,-0.013248501377040455,True,255.0,False,False,False,False,
3,232,2.0,False,False,0,4811.339341896176,-882.3599853515625,328.67999267578125,107.01000213623047,-16874.200439453125,11846.99951171875,9404.89990234375,4537.5,-1441.0000610351562,3651.4999389648438,0.0,-0.9252405815949565,0.6813945242392944,-1.9165309070820722,76561198039309853,enpitsu,26.0,-815.4199829101562,94.23999786376953,73.70999908447266,-2529.7000122070312,13634.300537109375,3048.900146484375,-4817.0001220703125,-712.3000335693359,-937.3000335693359,255.0,255.0,,0.1497862702437398,1.6886280840357677,-0.0060092976360213496,True,9.0,False,3,False,4,,bf81d8692db,games5425898691,23.0,-1492.9000244140625,-4936.0,17.280000686645508,8993.499755859375,3680.7998657226562,-100.10000228881836,379.7999954223633,3.3000001311302185,2296.0000610351562,255.0,255.0,,0.021460854871100943,0.427173349197912,-0.013248501377040455,True,255.0,False,False,False,False,,probsbbs,76561198293556409,13,-805.1099853515625,507.70001220703125,75.70999908447266,-5904.5001220703125,-18958.499755859375,1369.6000671386719,3954.2999267578125,-3548.0999755859375,1422.4000549316406,255.0,0.0,,0.5207348406112039,-1.651597178952715,0.47986703060741714,True,4,16.0,False,False,3,,Tlacc_xx,b5e81b3349b,15.0,639.2000122070312,-47.52000045776367,17.010000228881836,6728.699951171875,7331.400146484375,2.3999999463558197,-0.19999999552965164,0.0,2404.1000366210938,255.0,255.0,,0.009521194838841254,0.8784611850130599,2.087674819021127e-05,True,31.0,False,4,False,4,
4,233,2.0,False,False,1,5477.188558918999,949.219970703125,-336.92999267578125,140.38999938964844,23655.2001953125,-6724.0997314453125,11579.69970703125,-4369.5001220703125,1541.3999938964844,3811.9000244140625,1.0,1.0161797053419956,-0.7278090889711343,-1.926875069019049,76561198293556409,probsbbs,13.0,805.1099853515625,-507.70001220703125,75.70999908447266,5904.5001220703125,18958.499755859375,1369.6000671386719,-3954.2999267578125,3548.0999755859375,1422.4000549316406,255.0,0.0,,-0.5207348406112039,1.651597178952715,0.47986703060741714,True,16.0,False,3,False,4,,b5e81b3349b,Tlacc_xx,15.0,-688.9000244140625,-20.149999618530273,17.010000228881836,-5287.7001953125,-8722.19970703125,2.3999999463558197,0.09999999776482582,-0.0,2383.2000732421875,255.0,255.0,,-0.009544419279200127,-1.0776703708607396,5.233617367650824e-06,True,31.0,False,4,False,4,,enpitsu,76561198039309853,26,838.1599731445312,-193.4199981689453,95.5999984741211,3838.800048828125,-7642.8997802734375,2696.7001342773438,2076.7999267578125,1476.4999389648438,4873.999938964844,255.0,255.0,,-0.7630136364355478,-1.8330399391893935,-0.13824416284614294,True,4,9.0,False,False,3,,games5425898691,bf81d8692db,23.0,1420.31005859375,4897.330078125,16.690000534057617,-8402.7001953125,-5438.3001708984375,16.299999952316284,27.899999618530273,15.59999942779541,2361.699981689453,255.0,255.0,,-0.007136428986620557,-0.6226738284315017,0.0073574163084407,True,255.0,False,False,False,False,
5,320,5.0,False,False,1,7389.557937056522,1551.5799560546875,-2220.419921875,396.1199951171875,818.6000061035156,6459.1998291015625,-1347.5,-3930.0,-524.900016784668,4503.0999755859375,1.0,1.3471553589663996,0.1503423915842972,-0.9780953070671048,b5e81b3349b,Tlacc_xx,15.0,1430.489990234375,-2305.419921875,298.1000061035156,13528.599853515625,-116.49999618530273,1292.5,-2233.000030517578,2760.7998657226562,-4200.10009765625,255.0,242.0,,0.5032985129810499,-3.0102593988069555,-0.8516303221963392,True,0.0,False,5,False,6,,76561198293556409,probsbbs,13.0,3159.0,162.2899932861328,16.989999771118164,13598.199462890625,-3526.400146484375,4.4999998807907104,-4.000000059604645,0.9000000357627869,1530.3999328613281,255.0,128.0,,-0.009559673013346549,-2.9188481741356287,0.0001957239345819382,True,,False,4,False,4,,enpitsu,76561198039309853,26,1479.699951171875,-2196.830078125,201.74000549316406,-9110.999755859375,-14092.099609375,3178.800048828125,647.2000122070312,-3720.4000854492188,3998.699951171875,128.0,0.0,,0.8495964877069904,-1.7253460569051986,0.6871517850733452,True,6,10.0,False,False,5,,games5425898691,bf81d8692db,24.0,3517.419921875,-31.06999969482422,17.020000457763672,4519.2999267578125,-20836.99951171875,1.0000000149011612,-0.0,-0.3999999910593033,-1933.6000061035156,255.0,0.0,,-0.009595753235106653,-1.7150244692514218,-4.879195020705336e-05,True,255.0,False,False,False,False,
6,355,6.0,False,False,0,3733.6833169222946,-1625.8699951171875,1478.3499755859375,210.14999389648438,11606.600341796875,16826.500244140625,12634.300537109375,3828.9999389648438,-3181.9000244140625,3348.699951171875,0.0,-0.3856100444736856,-0.8463856235001004,0.5735186994903921,bf81d8692db,games5425898691,24.0,-1687.5899658203125,1376.219970703125,119.73999786376953,21173.798828125,8670.800170898438,2197.2000122070312,-5094.5001220703125,1366.6999816894531,1557.8999328613281,255.0,242.0,,0.5823201641704795,0.22717292529013863,-0.5604696051890745,True,221.0,False,3,False,4,,76561198039309853,enpitsu,26.0,-786.72998046875,3468.449951171875,27.969999313354492,4510.400085449219,9909.400024414062,-1476.7999267578125,-5029.599914550781,1385.0,-1741.9999694824219,255.0,0.0,,-0.35642388767156113,1.2093734479340428,0.006982198814613663,True,41.0,False,6,False,6,,probsbbs,76561198293556409,13,-3628.330078125,1098.9200439453125,17.0,2988.900146484375,13104.300537109375,3.400000035762787,-0.3999999910593033,0.0,2143.300018310547,255.0,255.0,,0.009509257837894277,1.3947955659381965,4.94662723265238e-05,True,4,,False,False,4,,Tlacc_xx,b5e81b3349b,12.0,-1532.6600341796875,4568.89990234375,146.13999938964844,-893.8999938964844,18089.100341796875,-4687.5,-1768.2000732421875,-2912.7999877929688,-4317.200012207031,255.0,0.0,,0.4268419915620642,1.936441675964191,0.4411645587811409,True,0.0,False,6,False,6,
7,454,10.0,False,False,0,3221.3025071946454,2001.8499755859375,3733.139892578125,394.17999267578125,-22970.2001953125,7784.6002197265625,126.5999984741211,2389.7000122070312,-645.2999877929688,5465.4998779296875,0.0,-1.0528230174719757,1.2230766807907456,1.4877671761191293,bf81d8692db,games5425898691,24.0,2123.719970703125,3698.280029296875,295.55999755859375,-4374.89990234375,15770.999755859375,-272.2999954223633,2403.0999755859375,854.3000030517578,-4872.799987792969,255.0,246.0,,-0.5263163980681674,1.8556188883647227,-1.3609616726905616,True,142.89535468880848,True,5,False,6,,76561198039309853,enpitsu,26.0,3448.06005859375,3172.929931640625,17.059999465942383,-4123.2000732421875,-13393.199462890625,2.0000000298023224,0.0,0.0,-2195.2000427246094,255.0,0.0,False,0.01676191878001452,-1.9341142460426906,-7.013357329762789e-06,True,255.0,False,6,False,6,,probsbbs,76561198293556409,13,-54.029998779296875,4515.97021484375,15.550000190734863,17724.69970703125,623.8000106811523,-202.70000457763672,36.19999885559082,593.8999938964844,1606.9999694824219,0.0,255.0,,0.008519563707451421,0.047217018090078736,0.0005087646811071614,True,6,255.0,False,False,6,,Tlacc_xx,b5e81b3349b,12.0,1715.0799560546875,3948.389892578125,166.3000030517578,11805.999755859375,-8140.999755859375,4812.5,0.0,0.0,-105.69999694824219,255.0,128.0,,0.009574864069003498,-0.6616698471453563,0.00042483743922019717,True,0.0,False,8,4,6,
8,558,13.0,False,False,1,9661.943812761547,3779.010009765625,-4081.7900390625,268.07000732421875,7699.5001220703125,19155.999755859375,-4195.10009765625,966.9999694824219,5165.5999755859375,2894.89990234375,1.0,-0.42102287371272157,-1.2258803742148134,1.5878827448032378,76561198293556409,probsbbs,13.0,3751.469970703125,-4289.39990234375,320.0799865722656,12936.199951171875,12618.399658203125,-3518.900146484375,-1951.7999267578125,2095.399932861328,51.90000057220459,255.0,255.0,False,-0.34772964358310715,2.3604282461150405,-1.5719333103443076,True,162.8676558745805,True,8,False,8,,b5e81b3349b,Tlacc_xx,12.0,-2881.81005859375,-3849.5400390625,17.010000228881836,13214.49951171875,-4622.699890136719,2.0999999344348907,-0.9000000357627869,0.19999999552965164,1349.2999267578125,255.0,210.0,,-0.009582166873651899,-2.830594473061228,0.00013060647385453646,True,31.0,False,8,4,6,,enpitsu,76561198039309853,26,3469.360107421875,-4572.1298828125,491.989990234375,4815.400085449219,5160.2001953125,15997.60009765625,-1108.3999633789062,1418.8999938964844,-23.299999237060547,255.0,255.0,True,1.116819843487263,2.3678347266418567,-1.5643757443547375,True,6,60.0,False,False,6,,games5425898691,bf81d8692db,24.0,-1091.72998046875,-3245.469970703125,71.55999755859375,10075.999755859375,12570.0,-1678.0000305175781,-1882.2000122070312,1780.8000183105469,-9.300000071525574,255.0,,,0.5525682636366817,2.3260480230700793,-0.00457273027048811,True,171.0,False,8,False,8,
9,610,15.0,False,False,1,7004.838516501999,3545.050048828125,-1344.6199951171875,104.41000366210938,-1403.0000305175781,10803.199462890625,3085.4998779296875,-5670.5999755859375,-736.5000152587891,-1816.6999816894531,1.0,-0.22912512731049559,1.8541872237016828,1.8776783456614254,76561198293556409,probsbbs,13.0,3752.27001953125,-1375.1700439453125,279.3699951171875,-274.89999771118164,13472.2998046875,2400.7000732421875,2893.900146484375,164.69999313354492,1484.7999572753906,0.0,128.0,False,0.3388055130845741,1.3321849297470119,-0.036605801590940464,True,140.0,False,8,4,10,,b5e81b3349b,Tlacc_xx,12.0,-208.17999267578125,-4403.2998046875,17.010000228881836,13920.30029296875,1264.4000244140625,2.3000000417232513,-0.9000000357627869,-0.0,2095.7000732421875,255.0,255.0,,-0.00957250088160369,2.99661813694992,9.470155285510477e-05,True,31.0,False,8,4,6,,enpitsu,76561198039309853,26,3937.780029296875,-1546.6400146484375,38.18000030517578,-7580.5999755859375,20956.69921875,-3615.10009765625,25.999999046325684,4029.4000244140625,-195.9000015258789,128.0,0.0,False,-0.15878894454597461,1.217723454581025,-0.3938496296515789,True,6,0.0,False,False,6,,games5425898691,bf81d8692db,24.0,308.2200012207031,40.290000915527344,16.989999771118164,-4270.400085449219,20853.40087890625,4.4999998807907104,-0.19999999552965164,1.7000000178813934,127.89999961853027,255.0,167.0,,-0.009604128272915098,1.3691172955599042,-3.2785784075329476e-05,True,146.0,False,8,False,8,
