,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,169,0,False,False,1,5215.996766188708,-1.909999966621399,1.8700000047683716,94.05000305175781,-2816.7999267578125,750.1999664306641,1049.1000366210938,-810.8000183105469,4780.199890136719,-3534.2999267578125,1.0,0.07454112281465414,0.055977448004907046,0.014817258353337984,76561198039309853,enpitsu,26.0,69.12000274658203,-143.33999633789062,114.1500015258789,-3192.60009765625,5312.60009765625,5946.400146484375,-5286.6998291015625,-190.20000457763672,-1504.7000122070312,255.0,0.0,,-0.711551714553039,0.7424566429043148,0.5764263083098822,True,1,0.0,False,False,2,,bf81d8692db,games5425898691,19.0,-0.0,-5033.509765625,17.010000228881836,-0.0,414.00001525878906,2.7000001072883606,-1.0000000149011612,-0.0,0.0,255.0,,,-0.009330782978088604,1.570787543819039,4.0900994494713194e-08,True,116.0,False,False,False,False,,CoYoTeSB99,5597548123169614830,8.0,-0.0,2349.510009765625,42.75,-0.0,-15265.10009765625,-2351.7999267578125,1890.0999450683594,-0.0,0.0,255.0,,,0.31031921922107186,-1.5708454025332654,2.3205725427266623e-05,True,146.0,False,False,4,4,,Kiyûmi,883b1e5ee97b493b81d4577150825c47,7,-51.86000061035156,160.64999389648438,91.66999816894531,2678.800048828125,-6685.5999755859375,3530.4998779296875,3334.8001098632812,-1113.1999969482422,-4229.599914550781,128.0,37.0,,-0.46336164292262383,-2.274786830474895,0.830154775043289,True,3,False,4,0.0,False,
1,212,1,False,False,0,5471.363058075619,1022.4199829101562,15.989999771118164,96.4000015258789,716.5000152587891,9165.999755859375,3008.900146484375,877.0999908447266,1088.3999633789062,5834.7998046875,0.0,-0.45411704105547035,2.5960184152813923,-1.6857172991960485,5597548123169614830,CoYoTeSB99,8.0,1027.5400390625,-140.50999450683594,17.010000228881836,13914.300537109375,10417.5,2.7000001072883606,2.3000000417232513,1.8000000715255737,963.0000305175781,128.0,255.0,,0.009638879280680065,0.6431518570396513,0.00016891728033279575,True,4,162.0,False,False,4,,883b1e5ee97b493b81d4577150825c47,Kiyûmi,8.0,-204.0500030517578,-60.220001220703125,18.790000915527344,-6405.3997802734375,121.30000114440918,2.3000000417232513,0.5000000074505806,-0.3999999910593033,119.89999771118164,255.0,132.0,,-0.004795818670321704,3.122845313205881,3.9560777804508315e-05,False,0.0,False,4,False,4,,enpitsu,76561198039309853,26.0,379.69000244140625,198.38999938964844,17.0,5820.5999755859375,-1192.0999908447266,14.900000095367432,-3.100000023841858,-5.899999737739563,212.09999084472656,255.0,128.0,,0.01704232818585107,-0.1883755684686168,-5.353746518816241e-07,True,0.0,False,False,2,2,,games5425898691,bf81d8692db,19,1.5800000429153442,4968.9599609375,17.010000228881836,54.89999771118164,7183.499755859375,2.7000001072883606,0.0,0.0,0.0,0.0,128.0,,0.009689444081255225,-1.5784639881156943,9.999126750124532e-07,True,False,False,False,116.0,False,
2,245,2,False,False,0,4556.551112211762,1105.18994140625,1046.4200439453125,119.77999877929688,-3691.0000610351562,15835.50048828125,3903.599853515625,805.8000183105469,4527.799987792969,2909.4000244140625,0.0,-0.024542947198687694,-3.098749610243658,-0.979613429545013,5597548123169614830,CoYoTeSB99,8.0,1161.219970703125,894.1699829101562,17.0,-5655.7000732421875,12606.99951171875,1.7000000178813934,-0.9000000357627869,1.5999999642372131,-1860.0999450683594,255.0,0.0,,0.009560615213504873,1.9721567873885273,-0.00030525751623390233,True,4,105.61121712192416,True,False,4,,883b1e5ee97b493b81d4577150825c47,Kiyûmi,8.0,-1593.27001953125,-62.310001373291016,92.2699966430664,-13142.80029296875,-35.69999933242798,-1376.199951171875,76.10000133514404,-2997.5,40.79999923706055,255.0,131.0,,-0.639684320569322,-3.1264119303837763,-0.004601921207447333,False,31.0,False,6,False,6,,enpitsu,76561198039309853,26.0,1621.0999755859375,-25.450000762939453,17.049999237060547,12683.800048828125,-2276.0000610351562,3.1999999284744263,0.0,0.5000000074505806,0.0,255.0,128.0,,0.01667593493689692,-0.17757245681802084,-5.87546239045529e-06,False,0.0,False,False,2,2,,games5425898691,bf81d8692db,19,7.880000114440918,5778.06005859375,36.45000076293945,-21.099998950958252,-2772.60009765625,-570.9000015258789,-925.8000183105469,7.099999785423279,1.5000000596046448,255.0,128.0,,0.09781964539007024,-1.5785355739599292,-0.0016621085123601986,True,False,False,False,116.0,False,
3,279,3,False,False,0,2668.643159680565,611.3499755859375,2937.830078125,137.25999450683594,-14061.400146484375,11387.60009765625,636.6999816894531,1572.7999877929688,1529.1999816894531,2993.900146484375,0.0,0.0923917111269904,-2.817563240883657,-1.2226682483508793,5597548123169614830,CoYoTeSB99,8.0,777.4199829101562,2940.719970703125,62.189998626708984,-13065.899658203125,15116.99951171875,2092.2000122070312,2486.199951171875,-4570.799865722656,1781.9999694824219,255.0,255.0,,0.01047979535842901,2.019981267607974,-0.11554273648793009,True,5,58.30983225504558,True,False,6,,883b1e5ee97b493b81d4577150825c47,Kiyûmi,8.0,-3340.10009765625,-90.47000122070312,18.790000915527344,-12743.00048828125,4057.5,1.899999976158142,0.19999999552965164,0.0,-2992.2000122070312,255.0,0.0,False,-0.0048005121347234215,2.634316701114645,3.5027778146262854e-05,True,31.0,False,6,False,6,,enpitsu,76561198039309853,26.0,3313.580078125,-284.20001220703125,17.049999237060547,13562.39990234375,1976.6000366210938,4.1999998688697815,-1.0999999940395355,-0.19999999552965164,2802.5,255.0,255.0,,0.016766129322044954,0.2732608097130662,0.00016500420811478268,True,,False,False,2,2,,games5425898691,bf81d8692db,19,7.230000019073486,5691.10009765625,30.190000534057617,-29.800000190734863,-4032.3001098632812,-141.00000381469727,32.200000286102295,8.500000238418579,0.5000000074505806,255.0,,,0.04709467376260954,-1.5782485367953019,0.000320597990968041,True,False,False,False,116.0,False,
4,292,4,False,False,0,1842.1445613611209,-72.9000015258789,3491.969970703125,95.41000366210938,-12785.0,10333.399658203125,1406.9000244140625,-847.0999908447266,-1386.6999816894531,2993.900146484375,0.0,0.30233956412860985,-1.4205463427148037,-2.1438102203275498,5597548123169614830,CoYoTeSB99,8.0,121.33999633789062,3738.179931640625,81.37000274658203,-13406.500244140625,16344.89990234375,-154.49999809265137,3551.300048828125,-4177.200012207031,433.69998931884766,128.0,128.0,,0.19053255627293286,2.441097498751866,2.557470102029832,True,5,18.0,False,False,6,,883b1e5ee97b493b81d4577150825c47,Kiyûmi,8.0,-3622.919921875,386.92999267578125,18.790000915527344,324.0999984741211,12086.800537109375,2.0999999344348907,0.0,0.09999999776482582,-2083.699951171875,255.0,5.0,False,-0.004785474251257948,1.4985728551985757,3.546823229250067e-05,True,255.0,False,6,False,6,,enpitsu,76561198039309853,26.0,3750.830078125,38.65999984741211,17.049999237060547,6201.7999267578125,11559.300537109375,3.700000047683716,0.0,-0.19999999552965164,2269.9000549316406,255.0,128.0,,0.01674513774798399,1.1381057171411453,2.2358927505240737e-05,True,255.0,False,False,2,2,,games5425898691,bf81d8692db,19,-54.11000061035156,5421.97998046875,19.690000534057617,-4678.299865722656,-8278.200073242188,-326.89998626708984,-0.5000000074505806,94.30000305175781,-2416.199951171875,255.0,0.0,,0.04326516850147866,-2.117354583894951,-0.020537260580636877,True,False,False,False,94.07253336393705,True,
5,317,5,False,False,1,9511.128069945453,1189.780029296875,-4366.58984375,102.62999725341797,9356.799926757812,22273.9990234375,8605.30029296875,3611.4999389648438,4408.0999755859375,1877.4000549316406,1.0,-0.2447810354017583,-2.2337295654849676,2.491052174851584,bf81d8692db,games5425898691,19.0,1125.4599609375,-4600.85986328125,19.459999084472656,11974.300537109375,13946.500244140625,2962.0001220703125,-0.5999999865889549,-0.5000000074505806,1693.2000732421875,255.0,234.0,,-0.009571216071441659,2.2214014778577895,6.492189802940569e-05,True,False,29.0,False,False,3,,76561198039309853,enpitsu,26.0,-3936.18994140625,-1298.2900390625,40.61000061035156,-1137.2000122070312,-14032.80029296875,489.90001678466797,42.800002098083496,391.30001068115234,-14.600000381469727,255.0,128.0,,0.02204678965195984,-1.4702732485059335,-0.4130735054787972,True,255.0,False,2,False,2,,CoYoTeSB99,5597548123169614830,8.0,448.6499938964844,-5067.68994140625,17.020000457763672,-10366.500244140625,-7732.39990234375,2.0999999344348907,-0.09999999776482582,-0.9000000357627869,-2348.9999389648438,255.0,0.0,,-0.00952614243761569,-0.5635704408837985,-2.2374022803885905e-05,True,18.0,False,False,6,6,,Kiyûmi,883b1e5ee97b493b81d4577150825c47,8,2868.3798828125,-1099.77001953125,18.790000915527344,-12708.299560546875,-4205.199890136719,2.0999999344348907,-1.1999999731779099,-0.09999999776482582,-400.9000015258789,255.0,92.0,False,0.004781345579449011,-0.3210805742626116,-3.6858819901447967e-06,True,6,False,6,255.0,False,
6,436,9,False,False,1,3148.848374413555,3537.719970703125,3426.360107421875,146.33999633789062,-2719.5999145507812,19337.80029296875,5122.8997802734375,4978.800048828125,689.1999816894531,-3276.6000366210938,1.0,0.07769454219416995,1.215829364397696,2.586362970562488,bf81d8692db,games5425898691,19.0,3529.360107421875,3383.449951171875,16.309999465942383,-4783.399963378906,21925.0,-645.5000305175781,-450.9000015258789,724.8000335693359,656.3999938964844,255.0,255.0,,-0.012570627716098114,1.358145099033521,0.0071653766753247885,True,4,3.0,False,False,4,,76561198039309853,enpitsu,26.0,-156.5800018310547,378.989990234375,17.059999465942383,5884.0997314453125,14055.6005859375,1.899999976158142,0.29999999329447746,0.7999999821186066,192.60000228881836,255.0,128.0,,-0.016863616891549034,1.9468140613568357,-0.00014840691135890305,True,255.0,False,4,False,4,,CoYoTeSB99,5597548123169614830,8.0,96.5199966430664,1369.1800537109375,54.16999816894531,1124.1000366210938,22831.79931640625,-2263.800048828125,-2014.2999267578125,-626.6999816894531,1052.300033569336,173.0,252.0,False,0.3997498099264791,1.5272651818535103,0.015971898062185113,True,140.0,False,False,10,10,,Kiyûmi,883b1e5ee97b493b81d4577150825c47,8,-419.75,4259.9501953125,18.790000915527344,-1494.1000366210938,19032.900390625,2.0999999344348907,-0.0,-0.9000000357627869,-1553.0999755859375,255.0,85.0,False,0.004821832700808535,1.5588594729489373,-5.890664522459394e-06,True,6,False,6,229.0,False,
7,478,11,False,False,1,1279.6397551522157,2150.18994140625,4886.06005859375,118.55999755859375,-12022.80029296875,10878.199462890625,4640.199890136719,4523.399963378906,-3900.2999877929688,570.9000015258789,1.0,0.2376330344063399,-1.929796503386432,-1.2819224542577004,bf81d8692db,games5425898691,19.0,2249.320068359375,4724.18017578125,17.010000228881836,-7818.499755859375,9944.69970703125,0.7000000029802322,-0.19999999552965164,-0.0,-2345.2000427246094,255.0,0.0,,-0.009543683657543224,0.967252688261375,-9.712170404714088e-06,True,4,226.81309262911475,True,False,4,,76561198039309853,enpitsu,26.0,303.3900146484375,1575.56005859375,17.059999465942383,1945.5999755859375,4080.7000732421875,2.8999999165534973,-2.0999999344348907,-4.600000083446503,-870.8000183105469,255.0,128.0,,-0.016602535267066895,1.9536463716500707,-0.00018662153011093135,True,255.0,False,4,False,4,,CoYoTeSB99,5597548123169614830,8.0,-1043.31005859375,4427.72998046875,17.010000228881836,274.20000076293945,19340.30029296875,3.3000001311302185,-0.09999999776482582,1.0999999940395355,-3100.0,128.0,0.0,False,-0.009615227246298302,1.8091123784864855,-0.00010617425982337048,True,140.0,False,False,10,10,,Kiyûmi,883b1e5ee97b493b81d4577150825c47,8,860.6400146484375,5095.93994140625,40.2599983215332,380.29998779296875,-547.599983215332,-667.3999786376953,2767.5,1001.6000366210938,1678.3000183105469,0.0,255.0,False,0.2770863870254717,-2.3573046260300416,0.42018060605246293,True,6,False,6,229.0,False,
8,514,12,False,False,0,9481.884014450525,-1048.3399658203125,-4340.66015625,127.1500015258789,-1914.4000244140625,16608.499755859375,6397.80029296875,-959.8999786376953,4954.200134277344,-3245.5999755859375,0.0,0.29970781514409234,1.8042492793676324,0.21241007671819728,883b1e5ee97b493b81d4577150825c47,Kiyûmi,8.0,-949.510009765625,-4554.39990234375,23.760000228881836,-2077.2999572753906,11910.10009765625,2998.0999755859375,0.19999999552965164,0.0,186.00000381469727,128.0,137.0,False,-0.004837342625875366,1.7455300997554433,-3.31130196720904e-05,True,6,177.0,False,False,7,,5597548123169614830,CoYoTeSB99,8.0,-328.1400146484375,-4530.8798828125,17.010000228881836,-7245.3997802734375,4561.400146484375,2.5999999046325684,-0.7000000029802322,-0.09999999776482582,21.400001049041748,0.0,128.0,False,0.009912809281349605,2.5841070900130765,-4.811416918792604e-05,True,111.0,False,10,False,10,,enpitsu,76561198039309853,26.0,18.860000610351562,-2294.469970703125,17.059999465942383,9512.000122070312,2687.5,2.7000001072883606,0.0,-0.09999999776482582,2542.4000549316406,255.0,255.0,False,0.01670202278554893,0.34276353922767366,-4.933303668865467e-05,True,255.0,False,False,4,4,,games5425898691,bf81d8692db,19,-930.9199829101562,-4790.85009765625,16.90999984741211,8600.399780273438,12168.499755859375,35.79999923706055,-126.70000076293945,-57.89999961853027,695.1999664306641,255.0,207.0,,0.006093775124566549,0.9846132888550658,0.005747765720456178,True,4,False,4,187.54557418310512,True,
9,564,14,False,False,1,3657.154029298955,1487.5799560546875,1531.010009765625,197.5800018310547,21636.298828125,16177.900390625,-4018.699951171875,-2021.4999389648438,-2578.599853515625,-544.0999984741211,1.0,-0.5154812360438599,-2.0935642144095272,-1.4118422957648866,76561198039309853,enpitsu,26.0,1400.5,1328.3299560546875,218.75999450683594,18983.1005859375,4402.5,2003.0000305175781,-4350.10009765625,3165.7000732421875,1141.9999694824219,255.0,255.0,,-0.3032075422622723,2.156147099461998,-0.09726471760464556,True,5,165.0,False,False,6,,bf81d8692db,games5425898691,19.0,2102.840087890625,1479.489990234375,16.989999771118164,17664.3994140625,-13128.399658203125,5.199999809265137,-1.7000000178813934,1.0999999940395355,-1053.3000183105469,255.0,0.0,,-0.009594334617852123,-2.4965411967294426,-0.00020874602756333982,True,106.0,False,4,False,4,,CoYoTeSB99,5597548123169614830,8.0,868.3400268554688,3400.110107421875,17.010000228881836,-1044.1999816894531,3218.0999755859375,2.7000001072883606,-0.7999999821186066,-0.0,0.0,0.0,,,-0.00980124467055868,-1.8845940492124014,5.687047758485808e-06,True,111.0,False,False,10,10,,Kiyûmi,883b1e5ee97b493b81d4577150825c47,8,,,,,,,,,,,,,,,,True,,,,,,
