,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
33,2407,62,False,False,1,6334.572906963742,2929.669921875,-859.25,321.5,7647.19970703125,9426.500244140625,14320.0,3365.5999755859375,-4504.800109863281,-2092.5,1.0,0.8598142889644551,2.1880002573657764,-2.9722198736952765,2533274993326893,goldenhaz,9.0,2876.7900390625,-880.27001953125,147.55999755859375,8612.899780273438,13428.00048828125,128.4000015258789,-207.39999771118164,-5179.5001220703125,1838.3999633789062,254.0,0.0,,-0.6467313531598743,1.7936207206079755,0.7368626371792618,True,151.0,False,22,17,4,,bc83babb4bb,fvbio._,11.0,-1579.8399658203125,-2230.780029296875,17.010000228881836,7495.10009765625,-20440.50048828125,2.3000000417232513,-0.3999999910593033,1.2999999523162842,1757.7000427246094,255.0,255.0,,-0.009591960742544604,-1.971524969121021,0.0001885777929173293,True,227.0,False,14,14,False,,enpitsu,76561198039309853,25,3772.8701171875,-2445.719970703125,17.049999237060547,-794.0000152587891,22986.201171875,-2.199999988079071,-0.0,-0.7000000029802322,488.6000061035156,255.0,128.0,False,-0.0167904343630602,1.497942876501588,-0.00026608861238512594,True,208.0,False,12,False,12,,games5425898691,bf81d8692db,20.0,2672.1201171875,-229.97999572753906,127.26000213623047,4665.0,-16478.199462890625,2229.1000366210938,282.5,-31.30000114440918,-667.9000091552734,255.0,90.0,,0.08648716791753715,-1.6638009004281036,0.009542450349806275,True,18,False,20,78.0,False,
34,2502,66,False,False,1,3877.4326871496132,2987.27001953125,1874.8699951171875,123.19999694824219,-29165.50048828125,8926.599731445312,-4777.699890136719,2299.7000122070312,-5097.799987792969,-2173.2000732421875,1.0,0.265609066933204,-0.39747359621075834,0.08275709744119673,2533274993326893,goldenhaz,8.0,3153.780029296875,1854.010009765625,75.69999694824219,-15853.900146484375,3614.8001098632812,2423.000030517578,-3846.0000610351562,-2968.0999755859375,-2578.2998657226562,254.0,56.0,False,-0.0868055544506564,-0.005409719748633002,0.036389424568128506,True,238.0,False,24,19,4,,bc83babb4bb,fvbio._,10.0,1357.0400390625,355.2900085449219,17.010000228881836,-4610.799865722656,9524.89990234375,2.0999999344348907,-0.0,0.3999999910593033,19.40000057220459,255.0,128.0,,-0.009550461787106664,1.1170637916119308,-5.8256764633868015e-05,True,255.0,False,14,14,False,,enpitsu,76561198039309853,25,2410.719970703125,4638.43994140625,17.049999237060547,-18477.7001953125,2529.199981689453,2.5,-0.7999999821186066,-0.0,24.100000858306885,255.0,128.0,False,-0.01676166185621098,0.13325334162255195,-7.490776533435841e-05,True,198.0,False,12,False,12,,games5425898691,bf81d8692db,20.0,747.030029296875,-2836.280029296875,89.43000030517578,-2802.7999877929688,22770.80078125,1515.0,-5492.80029296875,-279.20000076293945,-20.09999990463257,255.0,128.0,,-1.066812658067162,1.5266359409604886,-0.006976100067751564,True,21,False,22,31.0,False,
35,2568,68,False,False,0,9451.301847187684,2856.030029296875,-3534.639892578125,100.25,29488.89892578125,5754.5001220703125,3070.7998657226562,4073.3999633789062,1769.6000671386719,-4034.2999267578125,0.0,1.0358505156814362,1.251030034393045,1.8389109313212004,76561198039309853,enpitsu,25.0,2720.89990234375,-3627.800048828125,16.729999542236328,20509.89990234375,8694.000244140625,41.599998474121094,321.50001525878906,-189.50000762939453,2250.5999755859375,255.0,255.0,False,0.0015703291327707055,0.5310077006147068,0.016902970663698835,True,36.311698759755814,True,12,12,False,,bf81d8692db,games5425898691,20.0,-357.1499938964844,-2399.3798828125,17.010000228881836,-13373.299560546875,-16163.900146484375,2.199999988079071,-0.19999999552965164,-0.19999999552965164,-1742.1000671386719,255.0,0.0,,0.009594826129272115,-2.3100388694920855,-0.00013358390990996917,False,61.0,False,22,22,False,,fvbio._,bc83babb4bb,10,2620.030029296875,-2050.14990234375,16.549999237060547,21691.201171875,395.60001373291016,88.99999618530273,17.59999990463257,-6.000000238418579,1650.8000183105469,255.0,255.0,,0.009962398412205423,0.062063115770105336,-0.0008296139055823501,True,206.0,False,16,False,16,,goldenhaz,2533274993326893,8.0,886.0499877929688,-1281.6400146484375,17.010000228881836,6849.4000244140625,18802.80029296875,2.0000000298023224,0.29999999329447746,0.9000000357627869,46.599998474121094,255.0,128.0,False,0.009592216855457057,1.2275555085992074,-9.845461456269115e-05,True,20,4,24,188.0,False,
36,2665,72,False,False,1,4447.495864418003,-2485.9599609375,2251.64990234375,199.55999755859375,22614.3994140625,14590.799560546875,6562.60009765625,1761.1000061035156,-1371.9000244140625,-5569.1998291015625,1.0,0.43718779179658634,0.05391419096824085,2.4243520879108313,bc83babb4bb,fvbio._,11.0,-2687.669921875,2034.719970703125,151.08999633789062,6613.2000732421875,21913.1005859375,2253.3999633789062,-3448.0999755859375,-3517.60009765625,-2446.699981689453,255.0,128.0,False,0.1904212738207627,2.1240170468599757,-0.9384633566513955,True,102.64330341482675,True,18,17,False,,2533274993326893,goldenhaz,9.0,-1277.050048828125,-261.0899963378906,17.010000228881836,-1538.800048828125,10908.299560546875,2.3999999463558197,-0.09999999776482582,-0.0,-2376.300048828125,239.0,0.0,False,-0.009544713678943115,1.4888989659951806,1.6350956909062144e-06,True,188.0,False,20,24,4,,enpitsu,76561198039309853,25,-2063.530029296875,4387.64013671875,17.049999237060547,11347.099609375,920.5999755859375,2.5999999046325684,0.7999999821186066,-0.0,19.600000381469727,255.0,128.0,False,-0.01670359508131883,3.0580055926511003,-6.283249703600488e-05,True,255.0,False,12,False,12,,games5425898691,bf81d8692db,20.0,918.4000244140625,4934.9501953125,16.989999771118164,-16257.60009765625,926.8000030517578,4.4999998807907104,-0.7000000029802322,-0.29999999329447746,-340.9000015258789,255.0,128.0,,-0.00956181197754093,0.07176167171804969,4.004586602299002e-05,True,22,False,22,255.0,False,
37,2761,75,False,False,0,9486.257872383372,-3510.43994140625,-3978.8701171875,142.4600067138672,-22893.40087890625,9492.39990234375,6417.7001953125,-1443.5000610351562,4972.0001220703125,357.20001220703125,0.0,0.9713910934804942,2.543632378156872,2.343287747667407,bf81d8692db,games5425898691,20.0,-3304.5,-4055.989990234375,16.350000381469727,-20140.799560546875,5088.900146484375,-385.49999237060547,-262.99999237060547,1751.7999267578125,-2536.300048828125,255.0,0.0,,-0.0029483955486837078,2.8336654908950463,0.006435598661155624,True,202.9885245907691,True,22,22,False,,76561198039309853,enpitsu,26.0,-2896.679931640625,-5042.14990234375,636.7999877929688,-9122.100219726562,3611.300048828125,-4901.199951171875,364.39998626708984,-358.10001373291016,-1025.8000183105469,255.0,0.0,,0.45166330459525766,2.783159261898253,1.5784684565724059,True,186.0,False,14,14,False,,fvbio._,bc83babb4bb,10,2695.280029296875,-2627.89990234375,97.5999984741211,8014.6002197265625,21331.10107421875,-285.0,-4958.399963378906,1250.4000091552734,18.40000033378601,255.0,128.0,,-1.4691190914813719,1.2878651166362087,0.03604770546556295,,0.0,False,20,False,20,,goldenhaz,2533274993326893,8.0,-3711.909912109375,-2502.889892578125,17.010000228881836,-9832.899780273438,-17696.300048828125,2.3000000417232513,1.8000000715255737,-2.7000001072883606,-1740.8999633789062,25.0,0.0,,0.009732123733029856,-2.1378812435247623,-0.00011809665514265452,True,20,4,24,157.0,False,
38,2849,78,False,False,0,5773.310288018059,-1756.780029296875,-568.780029296875,133.50999450683594,6893.900146484375,14683.299560546875,2036.6999816894531,-686.6999816894531,-896.5000152587891,5354.1998291015625,0.0,0.8767461212166688,-0.6201786117364776,1.2369146369411914,bf81d8692db,games5425898691,20.0,-1788.25,-734.8599853515625,16.969999313354492,12853.00048828125,9019.099731445312,-4.799999892711639,675.5000305175781,-566.6999816894531,2532.5999450683594,255.0,246.0,,-0.0071233347934192125,0.6882317411548582,0.003390016934844615,True,160.3334709444354,True,22,22,False,,76561198039309853,enpitsu,25.0,-1357.8499755859375,-1087.81005859375,17.030000686645508,7246.300048828125,15458.699951171875,1.4000000059604645,0.5999999865889549,1.2999999523162842,-1916.9999694824219,255.0,0.0,,0.016781444243142703,1.080376417592161,-0.00013341412520015468,True,29.0,False,14,14,False,,fvbio._,bc83babb4bb,11,858.260009765625,2248.93994140625,17.010000228881836,-13921.400146484375,7302.7001953125,2.3000000417232513,0.19999999552965164,-0.09999999776482582,1975.0,128.0,255.0,,0.009652161240944363,2.7253962518766053,4.059048665850308e-05,True,255.0,False,20,False,20,,goldenhaz,2533274993326893,9.0,-2620.81005859375,1699.260009765625,17.010000228881836,16627.80029296875,11933.199462890625,2.199999988079071,-1.7000000178813934,-0.5000000074505806,-1611.6000366210938,186.0,0.0,False,0.009571289409466686,0.5752399018876385,-4.344187086142808e-05,True,20,4,24,74.0,False,
39,2864,79,False,False,0,4943.201535524754,-1387.1600341796875,221.25999450683594,147.6699981689453,5832.0001220703125,18903.499755859375,2065.800018310547,3320.2999877929688,1056.1000061035156,4884.599914550781,0.0,0.722639470755791,1.9064111266984207,0.6565702270831791,bf81d8692db,games5425898691,20.0,-1390.6500244140625,137.3699951171875,16.790000915527344,4865.199890136719,19107.099609375,-217.99999237060547,-407.2999954223633,483.6000061035156,-1460.7000732421875,255.0,128.0,,0.013970605214934467,1.284574018093104,0.002750639062988855,True,113.29089889475095,True,22,22,False,,76561198039309853,enpitsu,25.0,-649.9600219726562,-593.030029296875,17.030000686645508,15903.299560546875,1900.0999450683594,5.0,-0.09999999776482582,0.0,-568.4999847412109,255.0,0.0,,0.016762443716572133,0.06913154753122616,0.0002719532795788851,True,29.0,False,14,14,False,,fvbio._,bc83babb4bb,11,237.85000610351562,2702.929931640625,17.010000228881836,-5629.6002197265625,11669.100341796875,2.3000000417232513,-0.19999999552965164,0.0,-2166.6000366210938,128.0,0.0,,0.009637318977531608,1.9559010902269944,-3.3209480131242984e-05,True,255.0,False,20,False,20,,goldenhaz,2533274993326893,9.0,-1815.1500244140625,1870.5,17.010000228881836,6495.0,-2597.6998901367188,2.5999999046325684,0.0,-0.09999999776482582,-1689.2999267578125,54.0,0.0,False,0.00994008398156411,-0.419858706338659,2.7772408201266877e-05,True,20,4,24,74.0,False,
40,2876,79,False,True,0,4095.806380516502,-1132.719970703125,1051.0400390625,180.77000427246094,4063.0999755859375,19363.00048828125,4544.5001220703125,3289.5999145507812,951.2000274658203,4886.199951171875,0.0,0.05551515377925367,-2.323344302287387,-0.4573079494506956,bf81d8692db,games5425898691,20.0,-1100.18994140625,1040.3299560546875,47.779998779296875,5843.2000732421875,21431.79931640625,2706.4999389648438,-1127.3999786376953,-1836.199951171875,532.2999954223633,255.0,213.0,,0.02565189093747606,1.3529243505225481,-0.035113428823648506,True,92.0,False,24,22,False,,76561198039309853,enpitsu,25.0,7.860000133514404,-732.3699951171875,17.030000686645508,12218.1005859375,-8738.800048828125,5.600000023841858,0.3999999910593033,-0.19999999552965164,-2075.7000732421875,255.0,0.0,,0.016772780986733484,-0.6852157298043818,-4.2739622093455015e-05,True,29.0,False,14,14,False,,fvbio._,bc83babb4bb,11,248.9600067138672,3192.10009765625,17.010000228881836,4325.4998779296875,10293.199462890625,2.0999999344348907,-1.0000000149011612,-0.7000000029802322,-249.3000030517578,128.0,128.0,,0.009561189202258197,1.1432806861900022,0.00020419019727109153,True,255.0,False,20,False,20,,goldenhaz,2533274993326893,9.0,-1577.3199462890625,1672.1800537109375,19.469999313354492,8397.999877929688,-6016.300048828125,2956.099853515625,-2.5,1.8000000715255737,2222.5,255.0,255.0,False,0.009534162935643681,-0.5993280114472924,0.00021061270481033834,True,20,4,25,42.68215933922799,True,
41,3023,85,False,False,0,3166.2267014140207,-59.869998931884766,2086.169921875,192.57000732421875,4524.200134277344,2103.5000610351562,7332.19970703125,765.5000305175781,-557.599983215332,3195.7998657226562,0.0,0.5223491133265635,-2.341009047198383,-0.7794419395471389,bf81d8692db,games5425898691,20.0,-137.5800018310547,1975.77001953125,65.62999725341797,9459.299926757812,-945.5000305175781,3187.3001098632812,-222.60000228881836,-5492.8997802734375,168.60000610351562,255.0,128.0,,-0.13320129526316862,-0.036272087230730325,-0.0003869938602617763,True,150.0,False,26,25,False,,76561198039309853,enpitsu,25.0,-645.9600219726562,299.07000732421875,17.049999237060547,18456.800537109375,-12345.999755859375,2.5,-0.3999999910593033,0.0,-31.400001049041748,255.0,255.0,,0.016794790670037803,-0.5929206101717487,4.2569372692979964e-05,True,155.0,False,16,16,False,,fvbio._,bc83babb4bb,11,-31.18000030517578,2454.030029296875,103.41000366210938,3103.2998657226562,-22660.50048828125,2422.100067138672,3654.2999267578125,500.29998779296875,0.0,255.0,,,0.05588792966695933,-1.4346614584238344,-4.462018123041225e-05,True,139.09142387041481,True,24,4,21,,goldenhaz,2533274993326893,14.0,-1274.3499755859375,4138.22021484375,336.94000244140625,-8397.000122070312,11272.39990234375,-1370.2000427246094,-155.0,65.99999904632568,2.3000000417232513,254.0,128.0,,-0.13700560524345923,1.1641074565827514,0.1524245451600822,True,22,6,28,,False,
42,3026,85,False,False,1,7292.5243599989335,14.239999771118164,-2099.02001953125,264.6700134277344,-766.8000030517578,17410.899658203125,16044.7998046875,5765.7000732421875,410.40000915527344,1608.699951171875,1.0,-0.49211778623810537,1.9702373351534928,-0.7024446368413244,bc83babb4bb,fvbio._,11.0,-10.350000381469727,-2151.530029296875,125.23999786376953,-3045.1998901367188,21291.201171875,484.50000762939453,-764.0000152587891,1963.800048828125,-5080.299987792969,255.0,,,-0.9496696692018234,1.4554605088655017,0.033390183104090976,True,129.74128169910884,True,24,21,4,,2533274993326893,goldenhaz,14.0,1399.989990234375,-4308.02001953125,308.7799987792969,8357.39990234375,-11362.39990234375,-2331.9000244140625,99.70000267028809,-42.60000228881836,-0.7999999821186066,254.0,128.0,,0.11680355336579339,-1.1641699467314959,0.1523679526111811,True,,False,22,28,6,,enpitsu,76561198039309853,25,369.29998779296875,-113.69000244140625,17.049999237060547,-18597.39990234375,12090.999755859375,2.800000011920929,-3.700000047683716,2.7000001072883606,838.3000183105469,255.0,0.0,,-0.016783479273636544,0.5759502203302392,0.00018814006615362438,True,155.0,False,16,False,16,,games5425898691,bf81d8692db,20.0,12.359999656677246,-1956.050048828125,92.0,-9404.89990234375,1548.8999938964844,979.1000366210938,627.9000091552734,5463.499755859375,70.10000228881836,255.0,128.0,,1.0527023765216208,0.08229591147276558,-0.04217448615352536,True,25,False,26,150.0,False,
43,3125,89,False,False,0,8467.864414125714,223.32000732421875,-3253.56005859375,141.33999633789062,-2129.9000549316406,16897.80029296875,-13796.400146484375,-5150.3997802734375,-743.7000274658203,2986.6000366210938,0.0,-0.8792438324274849,1.9500218027034124,2.9579383283161627,76561198039309853,enpitsu,25.0,218.22999572753906,-3429.47998046875,213.49000549316406,6104.000244140625,10268.00048828125,2035.5999755859375,-3292.5,3505.7000732421875,-2668.0999755859375,255.0,255.0,False,0.5928309600629362,0.416529411767166,0.24059819868540727,True,116.0,False,18,17,False,,bf81d8692db,games5425898691,20.0,2198.47998046875,-2879.050048828125,32.119998931884766,1134.4999694824219,-22793.89892578125,-2760.10009765625,1563.3999633789062,50.900001525878906,-500.8000183105469,255.0,13.0,,-0.21253113167018456,-1.5952733977225406,0.020137068446181617,True,65.0,False,28,28,False,,fvbio._,bc83babb4bb,11,148.9199981689453,-3362.409912109375,650.5800170898438,-3565.5999755859375,-22639.49951171875,1484.2999267578125,3542.3001098632812,2915.7000732421875,-3033.0999755859375,128.0,128.0,,-0.5605316842187261,-2.6167016507349277,-2.711110631792415,True,0.0,False,26,6,22,,goldenhaz,2533274993326893,9.0,-3106.2900390625,3437.139892578125,17.010000228881836,-1681.6999816894531,-12360.799560546875,2.3000000417232513,0.0,-0.29999999329447746,-1853.5000610351562,254.0,0.0,False,0.009561930764655271,-1.7243954165464928,-0.0002384225161281996,True,22,6,28,,False,
44,3207,92,False,False,0,4674.4356133032,-247.97999572753906,510.70001220703125,229.97999572753906,5392.2998046875,18185.6005859375,4979.200134277344,504.59999084472656,-889.0000152587891,-5912.19970703125,0.0,-1.1198440336513176,-2.509886808453683,0.7446525331250364,76561198039309853,enpitsu,25.0,-321.8800048828125,396.1099853515625,134.27000427246094,-5546.099853515625,22047.39990234375,2672.5,-2460.2999877929688,4903.900146484375,-385.29998779296875,128.0,0.0,False,0.04077387392832294,2.002704621120009,0.8438659759375778,True,1.0,False,20,19,False,,bf81d8692db,games5425898691,20.0,-279.70001220703125,-1883.6400146484375,17.010000228881836,8046.9000244140625,20203.299560546875,2.0000000298023224,0.0,-0.09999999776482582,-65.50000190734863,255.0,128.0,,0.009595349083481919,1.184143858669197,4.952062649636465e-05,True,50.0,False,28,28,False,,fvbio._,bc83babb4bb,11,-402.7799987792969,-5244.830078125,53.439998626708984,808.8999938964844,8359.600219726562,3378.800048828125,367.20001220703125,-28.19999933242798,79.20000076293945,255.0,128.0,,-0.02607130859000176,1.4912116819739865,-0.0014208354720894065,True,0.0,False,28,6,22,,goldenhaz,2533274993326893,9.0,-1154.6199951171875,1625.6300048828125,17.010000228881836,7523.699951171875,12102.099609375,2.0999999344348907,0.0,0.0,126.19999885559082,254.0,131.0,False,0.009601752167963513,1.0228259754612208,-1.2020557657366672e-05,True,22,6,28,31.0,False,
45,3252,93,False,False,1,8667.4818106627,-681.97998046875,-3382.6298828125,186.89999389648438,-23551.10107421875,-790.4000091552734,2476.3999938964844,2969.5001220703125,2638.3999633789062,-2211.1000061035156,1.0,0.9811200699707137,-1.087238839569746,-0.17903960004599645,2533274993326893,goldenhaz,8.0,-565.969970703125,-3480.68994140625,107.29000091552734,-18273.699951171875,-8861.099853515625,1099.5999908447266,-2813.2998657226562,-2911.7001342773438,-3722.39990234375,255.0,0.0,False,-0.2280992486462711,-0.9163173089059344,1.158963888509375,True,2.0,False,30,23,6,,bc83babb4bb,fvbio._,11.0,13.479999542236328,3116.14990234375,17.010000228881836,-5367.19970703125,-12375.10009765625,2.3999999463558197,-0.29999999329447746,-0.09999999776482582,1789.9000549316406,255.0,255.0,,-0.009586106463513858,-1.1797267813558336,0.0002168410122344576,True,0.0,False,24,28,6,,enpitsu,76561198039309853,25,1511.1700439453125,-3821.60009765625,17.049999237060547,14240.699462890625,-15904.300537109375,2.5999999046325684,-1.8000000715255737,1.7000000178813934,771.6000366210938,255.0,255.0,False,-0.016790526156241173,-2.356431310463598,-0.00016170242526330434,True,1.0,False,20,False,20,,games5425898691,bf81d8692db,20.0,-2035.9200439453125,-253.07000732421875,17.010000228881836,-20923.9990234375,-385.40000915527344,2.0000000298023224,0.5999999865889549,-0.0,-2.0000000298023224,255.0,128.0,,-0.009586538678276475,-0.01812181338137527,4.9100208660123855e-05,True,28,False,28,64.0,False,
46,3404,99,False,False,0,4854.290249104535,3837.489990234375,4063.800048828125,161.0800018310547,11287.099609375,22918.60107421875,-10420.899658203125,-2242.5999450683594,3525.1998901367188,4306.199951171875,0.0,0.12794379838409523,-0.7905281824847645,1.0143131473603337,bf81d8692db,games5425898691,20.0,3705.169921875,3865.320068359375,123.75,16430.6005859375,7493.0999755859375,2307.100067138672,-4110.0,-587.2999954223633,515.0,255.0,236.0,,-0.3790098227865082,0.3737691314436391,-0.12484377488373034,True,1.0913030588498716,True,32,29,4,,76561198039309853,enpitsu,25.0,940.8699951171875,871.6199951171875,17.049999237060547,11969.100341796875,-3960.8999633789062,3.4999999403953552,-0.7999999821186066,0.5000000074505806,2652.7999877929688,255.0,255.0,False,0.016830681857347485,-0.20451931937121184,2.4566950541149357e-05,True,225.0,False,20,20,False,,fvbio._,bc83babb4bb,11,3465.52001953125,4427.8701171875,118.97000122070312,20918.30078125,-7801.6998291015625,2405.5999755859375,-31.600000858306885,9.100000262260437,-3523.3999633789062,255.0,0.0,,0.007415469606218334,-0.9689682663284512,-0.005798940109920578,True,41.87766877297431,True,34,6,28,,goldenhaz,2533274993326893,8.0,4078.989990234375,3450.489990234375,395.7200012207031,-2.800000011920929,9241.400146484375,-10484.7998046875,2294.7000122070312,0.0,0.0,128.0,64.0,False,0.4047777191545645,1.5603441799072355,-1.5749149953630617,True,24,6,30,198.0,False,
47,3483,102,False,False,1,9009.87217807935,-1660.68994140625,-3499.510009765625,394.6300048828125,25974.69970703125,16303.199462890625,4344.200134277344,-3250.10009765625,3673.800048828125,-3185.7000732421875,1.0,0.7751966066957278,1.5595792819221328,-2.009502553761873,2533274993326893,goldenhaz,9.0,-1756.0999755859375,-3563.22998046875,268.32000732421875,13354.599609375,11115.2001953125,2408.0999755859375,2615.7000732421875,-1423.3000183105469,-362.59998321533203,255.0,23.0,False,0.5175842588692149,2.5460437322350993,0.06327580879371925,True,129.70715710168244,True,32,24,8,,bc83babb4bb,fvbio._,11.0,-2360.39990234375,-2996.1201171875,104.91000366210938,12816.800537109375,-11932.80029296875,-155.9000015258789,3973.0999755859375,3803.0999755859375,-7.799999713897705,255.0,128.0,,0.09446894476005337,0.8073479630503834,-3.1401433959084684,False,0.0,False,31,36,6,,enpitsu,76561198039309853,25,-1563.6099853515625,-2922.510009765625,189.3800048828125,1248.0000305175781,-16500.30029296875,2292.2999572753906,516.5999984741211,16.799999475479126,-950.5999755859375,255.0,255.0,False,-0.029585275489423725,-1.5482890108191325,-0.003797385482668429,True,139.0,False,22,False,21,,games5425898691,bf81d8692db,20.0,-2995.179931640625,-2559.47998046875,113.19000244140625,3455.10009765625,15700.2001953125,-480.09998321533203,-4639.89990234375,-5.600000023841858,86.99999809265137,255.0,128.0,,1.184017452320741,1.6158054373128101,0.049966670150817856,True,32,4,34,0.0,False,
48,3603,106,False,False,1,3271.836716574768,1747.0999755859375,1980.800048828125,142.72999572753906,-17132.900390625,19810.0,3604.2999267578125,-2217.7000427246094,-2705.7000732421875,-1457.5,1.0,-0.052155918052581185,1.8880408469586138,-1.590872204129089,2533274993326893,goldenhaz,9.0,1863.8699951171875,1856.010009765625,114.47000122070312,-11360.999755859375,17546.8994140625,3188.900146484375,2363.699951171875,1301.6000366210938,4181.700134277344,255.0,249.0,False,-0.10137043806907009,0.9882775175308584,0.006792862164118496,True,195.0,False,34,24,8,,bc83babb4bb,fvbio._,11.0,3130.5,-3741.10009765625,17.010000228881836,-2572.9000854492188,7968.3001708984375,2.0999999344348907,-0.09999999776482582,0.5999999865889549,376.50001525878906,255.0,128.0,,-0.009520196911169128,1.2220452431493338,-0.0002596052414430114,True,255.0,False,32,36,6,,enpitsu,76561198039309853,25,-1332.1099853515625,-2550.39990234375,17.020000457763672,-15233.00048828125,17232.2998046875,2.0999999344348907,-0.5000000074505806,0.5000000074505806,85.39999961853027,255.0,255.0,,-0.01677632910870273,0.8382334628665552,-8.563491283930702e-05,True,15.26827512761599,True,22,False,22,,games5425898691,bf81d8692db,20.0,-1209.7099609375,4697.9599609375,17.010000228881836,19705.799560546875,8270.800170898438,2.3000000417232513,0.29999999329447746,-0.0,-1961.7999267578125,255.0,0.0,,-0.00958998835363619,2.817262677434764,-4.3691469061238505e-05,True,32,4,34,213.0,False,
49,3630,107,False,False,0,8973.929799587353,-138.24000549316406,-3801.8798828125,223.6300048828125,6312.80029296875,10479.599609375,14858.900146484375,5541.5997314453125,2287.899932861328,-236.39999389648438,0.0,-0.796105068287818,-2.1724140936247776,0.8813700296152389,bf81d8692db,games5425898691,20.0,-117.75,-3936.64990234375,90.52999877929688,-353.4000015258789,15890.799560546875,556.8000030517578,-4585.4998779296875,2962.6998901367188,-667.0999908447266,255.0,5.0,,0.4397990721853362,1.7744953541242612,0.7729893793787203,True,244.0,False,36,33,4,,76561198039309853,enpitsu,25.0,3008.64990234375,1343.7099609375,17.030000686645508,19430.30029296875,-12303.199462890625,5.199999809265137,0.19999999552965164,0.0,0.0,255.0,0.0,,0.016773527956773157,-0.5644718391073981,-1.6375607420815565e-05,True,15.0,False,22,22,False,,fvbio._,bc83babb4bb,11,-2747.5400390625,2845.429931640625,17.010000228881836,7348.0999755859375,-10105.800170898438,2.0999999344348907,-0.5999999865889549,0.9000000357627869,457.09999084472656,255.0,128.0,,0.009559477438023175,-0.9015452722535153,-0.00017369530033211315,True,255.0,False,36,6,32,,goldenhaz,2533274993326893,9.0,-216.14999389648438,-3285.2900390625,114.13999938964844,17010.2001953125,-15377.7001953125,-1782.7999877929688,-593.8000106811523,3911.199951171875,698.6000061035156,255.0,192.0,False,-0.31047956155396567,-1.2448378296914013,-0.1503072460876599,False,26,8,34,188.75360018463545,True,
