,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
0,173,0,False,False,0,5050.2690427107855,-79.51000213623047,156.1699981689453,119.33999633789062,-20533.5009765625,23030.400390625,2956.199951171875,3565.10009765625,733.0000305175781,4769.89990234375,0.0,0.1461770578242378,-0.25699876717515524,0.464394818201678,bf81d8692db,games5425898691,21.0,20.6200008392334,-25.81999969482422,94.18000030517578,-4313.299865722656,20724.89990234375,41.39999866485596,-5382.2998046875,-1120.5000305175781,157.39999771118164,255.0,128.0,,1.4084477242098206,1.5834512236692284,-0.1987907069793601,True,3,False,4,0.0,False,,76561198039309853,enpitsu,28.0,-105.81999969482422,-183.02000427246094,85.13999938964844,16500.50048828125,15916.199951171875,1827.7999877929688,-1144.5999908447266,5324.0997314453125,-770.1999664306641,255.0,0.0,,0.5114273724423792,1.0983899503241727,0.4504723351721882,True,1,0.0,False,2,False,,Rapid Trixy,2535437462000297,7,106.87999725341797,2651.8701171875,17.010000228881836,-4043.2998657226562,13417.900390625,2.199999988079071,-0.7999999821186066,3.4999999403953552,-1502.7999877929688,255.0,94.0,,0.009587343460420582,1.8043039612724572,-4.740280832695596e-06,True,46.0,False,False,False,False,,kapivalpe,2512636459495351441,10.0,64.61000061035156,226.7899932861328,136.5399932861328,10793.800048828125,-16024.200439453125,1385.2999877929688,2764.1000366210938,4685.299987792969,810.2999877929688,255.0,243.0,,0.8239564730472202,-1.3210847854696113,-0.9286209188852985,True,0.0,False,4,3,False,
1,276,3,False,False,1,9783.207695142035,3537.18994140625,-4279.93994140625,1616.8599853515625,-2880.4998779296875,5974.89990234375,14134.7998046875,2110.2999877929688,3866.9000244140625,368.49998474121094,1.0,-0.49289214882078636,2.676926684670123,-0.9692686653341692,2535437462000297,Rapid Trixy,7.0,3582.070068359375,-4364.68017578125,1345.8900146484375,-4862.300109863281,2061.4999389648438,11394.7998046875,1727.2999572753906,-793.8999938964844,-2376.4999389648438,191.0,8.0,,1.2206254880956606,-0.7988153950423041,1.4502986523124692,True,False,False,4,255.0,False,,2512636459495351441,kapivalpe,9.0,-3738.090087890625,-2021.199951171875,16.809999465942383,-1711.0000610351562,-22936.201171875,45.999999046325684,-17.000000476837158,6.700000166893005,24.700000286102295,255.0,148.0,,-0.01769393245288181,-1.490979736076559,0.0004387782912464681,True,6,248.78086033687796,True,6,False,,enpitsu,76561198039309853,28,-3132.06005859375,2928.010009765625,16.729999542236328,-6297.8997802734375,15844.100341796875,-1461.6999816894531,-660.1999664306641,-228.29999923706055,-903.6000061035156,255.0,,,-0.04381997785539641,1.2408290861721192,-0.0015841853221814622,True,31.0,False,4,4,False,,games5425898691,bf81d8692db,21.0,3397.800048828125,-2342.2099609375,17.010000228881836,509.3000030517578,14326.99951171875,2.0999999344348907,0.09999999776482582,2.7000001072883606,-417.59998321533203,255.0,128.0,,-0.009611248486188802,1.633595469954739,3.3972168970087216e-05,,,False,4,4,False,
2,385,7,False,False,1,6824.671597717175,1521.7900390625,-1655.9200439453125,703.3400268554688,7679.5001220703125,27935.90087890625,8604.500122070312,-1820.8999633789062,-5411.5997314453125,1843.3999633789062,1.0,-0.3332603436311242,1.9197217673182643,0.41819254947417894,2512636459495351441,kapivalpe,9.0,1394.77001953125,-1869.719970703125,571.75,14148.800048828125,17438.299560546875,4971.199951171875,-881.1000061035156,900.6999969482422,525.4000091552734,255.0,255.0,,0.3884171257574118,2.538458343007113,0.34936229693096926,True,6,False,8,139.08983234436278,True,,2535437462000297,Rapid Trixy,7.0,1707.199951171875,-3488.5400390625,17.010000228881836,-8429.000244140625,4155.0,2.199999988079071,-1.0000000149011612,0.19999999552965164,-1501.6000366210938,254.0,35.0,,-0.00952997031321721,0.463285655500484,-0.00018041328136232838,True,False,255.0,False,4,False,,enpitsu,76561198039309853,28,714.0499877929688,2133.7900390625,17.049999237060547,3224.8001098632812,-11934.000244140625,2.5999999046325684,3.700000047683716,0.09999999776482582,91.49999618530273,128.0,128.0,False,-0.017074568713039924,-1.8467460511505012,-9.399807195556621e-05,True,255.0,False,6,6,False,,games5425898691,bf81d8692db,21.0,1647.1300048828125,-243.5800018310547,413.05999755859375,-4713.0999755859375,-18050.699462890625,4527.099914550781,663.0999755859375,353.1999969482422,46.39999866485596,255.0,39.0,,0.6503645715847034,-2.0126404811308163,-0.45143746054376915,True,189.28490334941495,True,8,6,False,
3,476,11,False,False,0,9527.918775367063,-1711.2099609375,-4352.97998046875,102.5199966430664,-7958.699951171875,-18627.5,1260.1000213623047,1802.5999450683594,-906.8000030517578,5650.3997802734375,0.0,0.3543423383512406,-1.4277479397254522,-0.9310406376190492,76561198039309853,enpitsu,28.0,-1572.8599853515625,-4138.10986328125,119.9000015258789,-5584.000244140625,-12670.899658203125,2613.599853515625,0.5999999865889549,0.0,-40.900001525878906,128.0,128.0,False,0.016981891756450703,-2.008796953994925,-1.220284395058919e-05,True,6,False,8,255.0,False,,bf81d8692db,games5425898691,21.0,-615.2000122070312,5056.25,17.010000228881836,-2131.7999267578125,-5817.39990234375,2.0999999344348907,1.2999999523162842,4.000000059604645,1141.500015258789,255.0,130.0,,0.009504010919634669,-1.8951661211699036,-0.00012485464082095902,True,6,166.0,False,8,False,,Rapid Trixy,2535437462000297,7,-1331.8299560546875,-1012.4199829101562,17.010000228881836,6809.0997314453125,-12113.1005859375,2.3000000417232513,0.5000000074505806,-0.9000000357627869,-1969.4000244140625,254.0,0.0,,0.009571088060675966,-1.0964045061424703,-0.00017441690648461124,True,228.0,False,False,4,False,,kapivalpe,2512636459495351441,9.0,-1754.4599609375,-3929.2099609375,161.25,15900.899658203125,-14584.7998046875,3526.099853515625,-2040.2000427246094,-2011.6999816894531,-1563.9999389648438,0.0,0.0,,-0.5873143679956447,-1.1672861424875547,0.09452052766306342,True,47.0,False,10,8,False,
4,553,13,False,False,1,2486.2351154478906,3283.909912109375,4447.72021484375,611.3300170898438,-10579.000244140625,-7894.7998046875,4704.800109863281,-90.79999923706055,-1913.800048828125,5685.8001708984375,1.0,1.405301072668876,-2.372398062664631,-0.5546325666262781,2535437462000297,Rapid Trixy,7.0,3403.360107421875,4482.3701171875,509.6099853515625,-3198.0999755859375,-1788.9999389648438,4791.700134277344,-4681.7999267578125,-2422.2000122070312,1569.1000366210938,149.0,255.0,,0.5940114516898948,0.7433137818614753,-1.0923696743127131,True,False,False,6,255.0,False,,2512636459495351441,kapivalpe,9.0,1030.0899658203125,4443.3798828125,17.049999237060547,-890.8999633789062,-9530.599975585938,3.3000001311302185,0.3999999910593033,4.600000083446503,-1643.699951171875,255.0,0.0,,-0.016679874868505754,-1.4739114037253631,-5.2502029685649656e-05,True,10,47.0,False,10,False,,enpitsu,76561198039309853,28,2817.010009765625,5067.68994140625,221.27999877929688,8043.599853515625,-2410.2999877929688,-3282.60009765625,-162.39999771118164,2567.5,-1164.000015258789,255.0,0.0,,-0.36343138093510663,-2.867890844985898,1.5559303196713352,True,255.0,False,6,8,False,,games5425898691,bf81d8692db,21.0,470.3800048828125,-348.2799987792969,16.8700008392334,-1983.3000183105469,21747.7001953125,34.000000953674316,13.09999942779541,1.5000000596046448,-46.39999866485596,255.0,,,-0.01034734156560886,1.485355283686193,-5.980366205470954e-07,True,147.0,False,10,8,False,
5,607,15,False,False,0,8105.839332472403,-1273.1600341796875,-2957.06005859375,283.30999755859375,-7089.5001220703125,-13171.800537109375,7581.5997314453125,-1301.6999816894531,3828.900146484375,4432.200012207031,0.0,-1.2522372101301475,2.1267590901676057,-0.9355414812625097,bf81d8692db,games5425898691,22.0,-1185.510009765625,-2856.449951171875,187.94000244140625,-9689.600219726562,-4852.0001220703125,-170.9000015258789,-5480.4998779296875,93.50000381469727,-452.5,255.0,180.0,,0.3398143363059854,2.8340645843583947,-2.4053804148239033,True,9,False,12,104.0,False,,76561198039309853,enpitsu,28.0,-1084.800048828125,-3645.8701171875,17.030000686645508,9726.099853515625,6490.3997802734375,5.099999904632568,0.3999999910593033,-0.5999999865889549,0.09999999776482582,255.0,128.0,,0.017209895329730954,0.588489689775116,9.586472947742208e-07,True,6,235.0,False,8,False,,Rapid Trixy,2535437462000297,7,-2821.169921875,-3869.7900390625,234.11000061035156,1801.199951171875,8820.800170898438,-6422.39990234375,160.30000686645508,79.0999984741211,-226.70000076293945,255.0,87.0,,-0.2702640311130234,1.7525182987665233,-0.5253262271984609,True,195.48020660236315,True,False,6,False,,kapivalpe,2512636459495351441,9.0,-1887.4300537109375,-2869.419921875,357.6300048828125,-7509.4000244140625,7710.2001953125,14.600000381469727,-1699.6000671386719,-1100.5000305175781,811.5000152587891,247.0,128.0,,-1.1057682992685804,1.2191883592823902,1.423269854652134,True,0.0,False,12,10,False,
6,679,18,False,False,0,9655.112961462231,-2975.610107421875,-4288.490234375,108.12999725341797,-3392.9000854492188,5746.9000244140625,5030.299987792969,-4304.599914550781,-2541.3999938964844,3318.0999755859375,0.0,-0.3100015190439603,1.8643363771146693,2.341540785914401,bf81d8692db,games5425898691,22.0,-2685.800048828125,-4374.35009765625,17.010000228881836,-10253.299560546875,-1963.5000610351562,2.3000000417232513,0.19999999552965164,-0.09999999776482582,-2381.1000061035156,255.0,0.0,,0.009530504452087973,-3.0056501869461116,3.777461828719311e-05,True,10,False,12,90.0,False,,76561198039309853,enpitsu,28.0,19.510000228881836,-3697.22998046875,17.040000915527344,-6964.69970703125,-11139.300537109375,4.399999976158142,-0.9000000357627869,-1.2999999523162842,1417.5999450683594,255.0,255.0,False,0.016733184157907404,-2.1328402074635644,0.0003076702793577281,True,6,235.0,False,8,False,,Rapid Trixy,2535437462000297,7,-2603.27001953125,-3287.889892578125,17.010000228881836,-11150.899658203125,-489.39998626708984,2.3999999463558197,-0.7000000029802322,0.0,-2283.3999633789062,255.0,13.0,False,0.009543541147949067,3.1280999357273007,-1.5830793527386605e-05,True,159.0,False,False,6,False,,kapivalpe,2512636459495351441,9.0,-3487.969970703125,-337.6199951171875,17.059999465942383,-474.0999984741211,13004.89990234375,2.5,0.0,0.0,-3004.1000366210938,255.0,0.0,False,0.016747747069834104,1.1771738965972878,-8.747345911372697e-05,True,0.0,False,12,10,False,
7,700,19,False,False,0,9288.050945023575,-3230.320068359375,-3849.929931640625,300.1199951171875,1147.3999786376953,11752.60009765625,4176.700134277344,-669.4999694824219,-3733.2998657226562,1760.3999328613281,0.0,-0.8048408673850811,-0.27699348058609274,-2.337350079124897,bf81d8692db,games5425898691,21.0,-3281.949951171875,-3969.35009765625,157.27999877929688,-966.9000244140625,9404.000244140625,3174.1000366210938,-797.6999664306641,5317.2998046875,1157.2000122070312,255.0,0.0,,-0.24760405637170832,1.67782714228626,1.037441876589314,True,11,False,14,90.0,False,,76561198039309853,enpitsu,28.0,-224.0800018310547,-4563.66015625,17.040000915527344,-6258.800048828125,-11929.7998046875,4.600000083446503,-0.3999999910593033,0.0,-2841.199951171875,255.0,128.0,False,0.01677111733251449,-2.2066487475083347,-0.0001457295797095746,True,6,255.0,False,8,False,,Rapid Trixy,2535437462000297,7,-3184.830078125,-2695.97998046875,17.010000228881836,-969.0000152587891,12351.8994140625,2.3000000417232513,0.0,0.5999999865889549,-2210.800018310547,254.0,8.0,False,0.009560577136404803,1.5914951812935458,-3.838753868790569e-05,True,159.0,False,False,6,False,,kapivalpe,2512636459495351441,9.0,-3022.8798828125,-225.27999877929688,17.059999465942383,4943.699951171875,-8166.7999267578125,2.0999999344348907,0.0,0.0,-2444.499969482422,255.0,0.0,False,0.016678058457136564,-1.068834522523307,1.4986493883398835e-05,True,255.0,False,12,10,False,
8,740,20,False,False,1,3642.2486010190196,3087.679931640625,2230.9599609375,218.4499969482422,14804.300537109375,17322.7001953125,-5328.800048828125,-1126.2999725341797,1370.2999877929688,-5731.6998291015625,1.0,0.5369458022268692,0.6090131894941528,-2.3283123113214956,2512636459495351441,kapivalpe,9.0,3001.1298828125,2096.6298828125,204.80999755859375,1650.8000183105469,18960.2001953125,-24.000000953674316,2833.800048828125,456.6999816894531,3542.9998779296875,255.0,0.0,False,0.05032133129608077,1.1048757355049197,1.678675898701031,True,11,False,14,176.68199567384622,True,,2535437462000297,Rapid Trixy,7.0,3034.9599609375,1921.43994140625,49.15999984741211,1978.5000610351562,5554.7998046875,3537.0001220703125,-308.799991607666,76.50000095367432,585.4999923706055,0.0,82.0,False,-0.001625755088206491,-1.3403945314696772,0.00011141045034396983,True,False,159.0,False,7,False,,enpitsu,76561198039309853,28,973.52001953125,4645.31982421875,17.040000915527344,0.19999999552965164,1.4000000059604645,3.799999952316284,-3.100000023841858,-2.8999999165534973,0.0,128.0,128.0,False,-0.01706842572383591,-2.3637601999396143,7.699905075410182e-06,True,255.0,False,6,8,False,,games5425898691,bf81d8692db,21.0,3410.8798828125,2523.8701171875,16.780000686645508,-3624.5001220703125,-13720.400390625,44.80000019073486,-20.0,22.899999618530273,-1989.9000549316406,255.0,0.0,,-0.011031066719826729,-1.2751689049201405,0.0008335337098580389,True,43.013281668386156,True,14,12,False,
9,832,24,False,False,0,10031.37627695741,-2234.25,-4801.7099609375,149.22000122070312,-18728.499755859375,-7742.0001220703125,-5720.4998779296875,939.1999816894531,-4156.199951171875,4224.100036621094,0.0,0.5028133886969494,-2.419458499275654,1.600749000290194,bf81d8692db,games5425898691,21.0,-2091.830078125,-4733.259765625,188.1699981689453,-12737.39990234375,-2094.2999267578125,2106.300048828125,-3942.0001220703125,-1500.2000427246094,-3529.8001098632812,255.0,0.0,,-0.21046882591507196,-2.658672215121361,0.616205097834298,True,13,False,16,27.0,False,,76561198039309853,enpitsu,28.0,133.9600067138672,-5726.2001953125,31.969999313354492,1321.199951171875,-1165.5999755859375,71.30000114440918,-100.39999961853027,19.40000057220459,6.700000166893005,255.0,,True,0.0490143523554096,2.371674625750394,0.036090893950680616,True,6,255.0,False,8,False,,Rapid Trixy,2535437462000297,7,-2399.840087890625,-3419.409912109375,17.010000228881836,6986.099853515625,-1463.3999633789062,2.3999999463558197,0.0,0.0,2447.7999877929688,254.0,255.0,,0.00950412001900223,-0.1985174309527818,2.2856944085736434e-06,True,159.0,False,False,8,False,,kapivalpe,2512636459495351441,9.0,-2796.10009765625,-3635.409912109375,516.5399780273438,3625.7998657226562,10149.299926757812,-3049.4000244140625,-791.2000274658203,-275.79999923706055,-913.0999755859375,236.0,129.0,,0.4383116548981127,2.2723511416907063,1.0073011480197733,True,157.0,False,16,14,False,
