,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
0,170,0.0,False,False,0,5177.056970029673,74.54000091552734,54.72999954223633,98.16999816894531,11079.89990234375,-2575.1998901367188,-2582.7999877929688,-5085.799865722656,-229.89999771118164,3175.0,0.0,0.1327551096517649,0.3847771001982991,-0.2784023287846597,1021586768079066347,Juanrv99,13.0,46.779998779296875,-88.31999969482422,91.13999938964844,12993.900146484375,4317.9998779296875,4123.599853515625,5351.199951171875,833.0999755859375,958.8999938964844,255.0,20.0,,-0.04467376333349831,1.2874223524585622,0.5357977411077764,True,3,4,0.0,False,False,,8577214551376226395,Bergholini,12.0,115.94999694824219,-1515.8800048828125,17.0,-792.6999664306641,13994.300537109375,7.200000286102295,0.7999999821186066,8.100000023841858,1063.499984741211,255.0,128.0,,0.009621183045752867,1.6739178506677164,-0.0006494256973862916,True,94.0,False,4,False,4,,enpitsu,76561198039309853,25.0,60.31999969482422,3851.64990234375,17.049999237060547,-500.8000183105469,-9730.900268554688,2.7000001072883606,0.7999999821186066,0.0,0.0,255.0,128.0,,0.01661499599017734,-1.6222431200201688,-9.658855637082796e-08,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,77.70999908447266,271.70001220703125,97.27999877929688,-3311.0000610351562,-22548.89892578125,806.2000274658203,5467.1002197265625,597.0000076293945,-65.19999980926514,128.0,140.0,,1.1493588825948529,-1.872045085445909,-0.3831521697017174,True,0.0,False,4,3,False,
1,181,0.0,False,False,0,5206.150857833378,533.5700073242188,133.97000122070312,93.69999694824219,11000.699462890625,2671.300048828125,421.8000030517578,-4041.6000366210938,3453.3999633789062,1501.1000061035156,0.0,1.242165364116392,-0.8577706738830765,-2.852791945713179,1021586768079066347,Juanrv99,13.0,472.94000244140625,-184.6300048828125,115.19000244140625,12520.699462890625,-2670.10009765625,-154.49999809265137,-563.1999969482422,4065.8999633789062,3660.7000732421875,128.0,128.0,,-0.3471108345779328,2.3869996786292416,2.4010133035571903,True,3,4,0.0,False,False,,8577214551376226395,Bergholini,12.0,52.119998931884766,-921.3099975585938,17.0,-234.40000534057617,14044.89990234375,3.4999999403953552,0.09999999776482582,-0.7000000029802322,-1665.8999633789062,255.0,0.0,,0.009597703452179505,1.5696438218912405,-0.00019626748041821516,True,124.0,False,4,False,4,,enpitsu,76561198039309853,25.0,36.56999969482422,3390.22998046875,17.049999237060547,-607.0000076293945,-11791.8994140625,2.7000001072883606,0.7999999821186066,0.0,0.0,255.0,255.0,True,0.016645503854071566,-1.622242874615883,-8.795337861265562e-07,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,40.08000183105469,52.4900016784668,89.56999969482422,-607.0000076293945,-3709.1000366210938,-143.99999618530273,5121.400146484375,1978.3999633789062,326.6999816894531,255.0,164.0,,-0.9889026738607976,2.297117716716567,2.799606792367155,True,0.0,False,4,3,False,
2,213,1.0,False,False,0,5346.038285016308,1666.239990234375,447.9800109863281,92.83999633789062,24446.4990234375,11408.900146484375,1233.6000061035156,-1241.8000030517578,5661.199951171875,1551.6999816894531,0.0,0.534034728863301,-1.980218809495935,2.4411219588819923,8577214551376226395,Bergholini,12.0,1522.0899658203125,354.8399963378906,108.36000061035156,20416.400146484375,5320.0,2716.6000366210938,5394.1998291015625,757.0999908447266,760.9999847412109,255.0,20.0,,0.3817674183852227,0.5384015138981088,0.4967526864967277,True,5,6,67.75268814640663,True,False,,1021586768079066347,Juanrv99,13.0,1847.5899658203125,-431.989990234375,17.0,10532.80029296875,-4828.599853515625,5.5000001192092896,-14.299999475479126,1.2999999523162842,-488.10001373291016,255.0,128.0,,0.009811005451268116,-0.4722976576725361,0.0010405268986702098,True,0.0,False,4,False,4,,enpitsu,76561198039309853,25.0,1106.949951171875,2413.419921875,17.049999237060547,15664.000244140625,-2258.0999755859375,3.0000001192092896,-0.7999999821186066,-0.09999999776482582,1905.2000427246094,255.0,255.0,False,0.01684972268439551,-0.09234583488950092,0.00011255011152049841,True,91.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,311.8500061035156,-109.20999908447266,17.010000228881836,6584.2999267578125,4399.2999267578125,2.0999999344348907,-0.5000000074505806,-0.3999999910593033,525.8000183105469,255.0,128.0,,0.009514618621325768,0.6301306259680295,-0.00024103732299042693,True,0.0,False,4,4,False,
3,268,3.0,False,False,0,5736.355913586301,3981.489990234375,2120.75,1103.02001953125,-2622.0001220703125,9912.80029296875,8600.10009765625,-1172.6000213623047,1834.4000244140625,1230.0,0.0,0.3984941134550779,-1.5508443554881681,2.9562786550201308,8577214551376226395,Bergholini,12.0,4079.0400390625,2009.239990234375,1010.5399780273438,57.30000019073486,8507.60009765625,8515.399780273438,-650.9999847412109,-995.2999877929688,808.1999969482422,255.0,128.0,,-0.7733808803901654,1.572242743707239,-1.5731698648354269,True,6,6,0.0,False,False,,1021586768079066347,Juanrv99,13.0,3248.1298828125,665.5499877929688,17.0,-9737.7001953125,6408.800048828125,3.3000001311302185,3.0000001192092896,-1.8000000715255737,1088.3000183105469,253.0,128.0,,0.009548702190768796,2.628446281815074,-0.00019053894323184424,True,255.0,False,4,False,4,,enpitsu,76561198039309853,25.0,2999.68994140625,4335.35986328125,17.049999237060547,-3316.6000366210938,14665.50048828125,3.100000023841858,0.0,-0.09999999776482582,2073.8999938964844,255.0,255.0,True,0.016764051905631936,1.8574005954860042,1.379410424556426e-05,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,1905.22998046875,2033.9000244140625,17.010000228881836,1394.7999572753906,14334.000244140625,2.3000000417232513,0.0,-0.9000000357627869,1970.5999755859375,255.0,255.0,,0.009611623061535937,1.5203781752547483,0.00012397852369345794,False,0.0,False,6,6,False,
4,299,4.0,False,False,0,4974.853059042221,3688.860107421875,3209.139892578125,1643.760009765625,-13331.099853515625,11100.2001953125,1571.199951171875,-527.9999923706055,5321.9000244140625,2719.89990234375,0.0,0.36707301017504634,-0.47223830722007887,0.6166168358663137,8577214551376226395,Bergholini,12.0,3882.719970703125,3119.409912109375,1600.8800048828125,-12566.700439453125,11188.1005859375,1959.7999572753906,-864.1000366210938,-2260.500030517578,461.19998931884766,255.0,255.0,,-0.27150287756486896,1.8229044601903794,-0.8337511433730583,True,7,8,,False,False,,1021586768079066347,Juanrv99,13.0,2376.409912109375,1224.1099853515625,17.0,-5345.30029296875,3816.9000244140625,3.400000035762787,0.09999999776482582,-0.3999999910593033,2.8999999165534973,,128.0,,0.009622122557518141,2.521915083017868,2.9316870017158914e-05,True,255.0,False,4,False,4,,enpitsu,76561198039309853,25.0,1885.510009765625,5033.9599609375,46.5099983215332,-8338.800048828125,-1756.4999389648438,-1083.7000274658203,-1575.7000732421875,-2373.9999389648438,2340.399932861328,128.0,255.0,False,0.49184517915959847,-1.169495783408179,0.23040043910427135,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,922.6099853515625,3200.3701171875,17.010000228881836,-13043.299560546875,5302.39990234375,2.0999999344348907,-0.7999999821186066,0.0,191.8000030517578,255.0,128.0,,0.009576436843825671,2.7780117258028083,-0.00015317575841583358,True,61.0,False,6,6,False,
5,371,7.0,False,False,0,1857.4336810520713,859.219970703125,4532.330078125,170.5500030517578,19614.599609375,17033.1005859375,4725.4998779296875,2799.5999145507812,2156.9000244140625,-4848.699951171875,0.0,-0.3614818388121039,-2.026637159450909,2.7987620453033495,1021586768079066347,Juanrv99,13.0,707.6099853515625,4412.81005859375,105.1500015258789,-6818.599853515625,13149.300537109375,-936.5000152587891,-5464.89990234375,499.50000762939453,367.59998321533203,252.0,11.0,,1.1883470475881286,2.8097641633397723,1.3836900380917654,True,5,6,171.0,False,False,,8577214551376226395,Bergholini,11.0,1271.199951171875,4792.259765625,7.079999923706055,-6341.300048828125,-4861.099853515625,1338.3000183105469,947.6000213623047,133.100004196167,-70.79999923706055,255.0,128.0,False,-0.021379464057679487,-2.5370274601832694,0.05000624730499751,True,,False,10,False,8,,enpitsu,76561198039309853,25.0,597.2999877929688,4972.83984375,155.8800048828125,4647.0001220703125,-4379.89990234375,-165.49999237060547,3716.9000244140625,2850.7998657226562,-2882.0999145507812,128.0,0.0,False,0.6438897959714215,1.5433934621305876,-2.934324309486867,True,228.0,False,2,False,1,,games5425898691,bf81d8692db,20.0,668.969970703125,4501.83984375,106.12000274658203,12215.899658203125,-2833.599853515625,-327.79998779296875,2270.2000427246094,5007.60009765625,140.9000015258789,255.0,128.0,,0.5815768898225208,2.7345469583034494,-3.1249964009443607,True,61.0,False,8,7,False,
6,452,10.0,False,False,1,9389.185149920515,-3993.89990234375,-2875.340087890625,273.5899963378906,-1617.5,18275.2001953125,6757.0001220703125,4709.5001220703125,-921.2999725341797,3601.4999389648438,1.0,-0.9812645966936212,-0.12550351880753255,-0.3228910752403369,bf81d8692db,games5425898691,20.0,-3987.159912109375,-2992.360107421875,152.88999938964844,2850.2999877929688,18825.999755859375,-138.1999969482422,-4158.900146484375,3116.0000610351562,1800.8000183105469,255.0,92.0,,-0.8326661332944882,0.3037321288832069,2.0294648458503914,True,9,10,0.0,False,False,,76561198039309853,enpitsu,25.0,-1685.969970703125,-4149.419921875,17.049999237060547,-857.9000091552734,5974.2999267578125,2.5999999046325684,-0.0,2.5999999046325684,-751.3999938964844,255.0,128.0,False,-0.016644165827297195,1.4584890594402722,0.00025552372762603854,True,243.0,False,2,False,2,,Bergholini,8577214551376226395,11.0,774.7000122070312,-1160.8199462890625,91.3499984741211,13046.700439453125,14309.100341796875,-359.0999984741211,287.99999237060547,4694.599914550781,2.5,255.0,128.0,False,0.30985414362932007,1.7566399454857222,-1.1806836510516583,False,,False,14,False,12,,Juanrv99,1021586768079066347,13.0,-81.9000015258789,-2855.590087890625,118.66000366210938,-377.2999954223633,22878.1005859375,-98.80000114440918,-5386.400146484375,1060.2999877929688,-334.70001220703125,255.0,103.0,False,-1.3637755793453334,-0.058546058664383595,1.8419578064607358,True,151.0,False,8,7,False,
7,515,12.0,False,False,1,6314.391072424282,-3817.419921875,938.1900024414062,118.33999633789062,-15035.799560546875,15863.800048828125,5891.7999267578125,-2824.5999145507812,4792.9998779296875,2246.699981689453,1.0,-0.9681013894957643,-0.40520699470060195,-0.8327948066217462,bf81d8692db,games5425898691,20.0,-3656.030029296875,904.9000244140625,79.55000305175781,-8334.299926757812,15729.3994140625,2726.400146484375,-4509.800109863281,-3146.199951171875,110.39999961853027,255.0,150.0,,-0.49367292432476284,0.8216824381590797,0.054511042132267325,True,11,12,0.0,False,False,,76561198039309853,enpitsu,25.0,-1945.760009765625,-1480.8599853515625,17.049999237060547,-5957.2998046875,12779.100341796875,2.5999999046325684,-0.3999999910593033,0.5999999865889549,14.800000190734863,255.0,0.0,False,-0.016765032269147686,1.132667265017075,-6.619247742837306e-05,True,255.0,False,2,False,2,,Bergholini,8577214551376226395,12.0,3006.050048828125,3308.389892578125,17.010000228881836,8184.4000244140625,21378.60107421875,2.0999999344348907,1.0000000149011612,3.3000001311302185,567.2000122070312,255.0,232.0,False,-0.009580982838700697,1.9357322917057649,3.977916627924657e-05,True,21.0,False,16,False,14,,Juanrv99,1021586768079066347,13.0,-544.510009765625,2254.679931640625,17.010000228881836,-14874.69970703125,17542.5,-0.29999999329447746,-1.0000000149011612,1.0999999940395355,216.5999984741211,255.0,129.0,False,-0.009591240245167571,0.8441578921659729,-0.0001733651982155958,True,193.1813248101101,True,8,8,False,
8,596,15.0,False,False,1,4311.6809722897715,-3354.070068359375,4413.7099609375,164.7100067138672,13885.10009765625,-1271.9000244140625,-9819.500122070312,-248.60000610351562,-73.49999904632568,1236.8000030517578,1.0,0.5701163339306407,0.6883487867792013,-1.6296575354944496,bf81d8692db,games5425898691,19.0,-3449.030029296875,4505.75,226.1300048828125,14540.699462890625,2616.0000610351562,-5304.0997314453125,1031.1000061035156,5118.800048828125,-1727.5,255.0,35.0,,-1.1530300916416876,2.247719081563353,1.7115245441466975,True,13,14,,False,False,,76561198039309853,enpitsu,25.0,-1360.4599609375,204.4199981689453,17.049999237060547,-9730.0,5650.5999755859375,2.5999999046325684,-0.7999999821186066,1.0000000149011612,-1939.4999694824219,128.0,128.0,False,-0.016758918555359627,0.7455538679621981,9.04705308630581e-05,True,255.0,False,2,False,2,,Bergholini,8577214551376226395,12.0,596.5,5093.39990234375,17.010000228881836,-4.000000059604645,-0.0,2.0999999344348907,-0.5999999865889549,0.19999999552965164,0.0,128.0,128.0,,-0.009565052222716535,-0.0014941261943776814,-5.2197701177504346e-05,True,235.0,False,16,False,14,,Juanrv99,1021586768079066347,13.0,-1819.2900390625,4912.5,17.010000228881836,1415.7000732421875,2150.0999450683594,2.0999999344348907,-2.3999999463558197,1.1999999731779099,287.1999931335449,255.0,128.0,False,-0.009428709213031386,-1.0894689231155732,-0.00018506826140165034,True,157.0,False,8,8,False,
9,631,16.0,False,False,0,9826.855868102024,2073.35009765625,-4227.5,316.25,7192.7001953125,6384.7998046875,9898.400268554688,1210.6999969482422,-5869.1998291015625,-292.39999771118164,0.0,-1.119431043712259,-1.93510851780365,0.053982606537004096,1021586768079066347,Juanrv99,13.0,1961.18994140625,-4290.0,154.0399932861328,5742.1002197265625,9175.10009765625,692.6999664306641,-2446.3999938964844,4876.400146484375,-696.5000152587891,128.0,10.0,False,0.42461219655332877,1.4469760833083152,0.47744866218887033,True,9,10,157.0,False,False,,8577214551376226395,Bergholini,12.0,-536.9600219726562,-5071.56005859375,17.010000228881836,1628.6000061035156,615.4000091552734,2.0999999344348907,-0.5999999865889549,-0.3999999910593033,141.19999885559082,233.0,128.0,,0.009492882905248265,0.34398214431426244,-2.1076728663712155e-05,True,235.0,False,16,False,14,,enpitsu,76561198039309853,25.0,1660.280029296875,-546.02001953125,17.049999237060547,388.80001068115234,-679.3000030517578,2.5999999046325684,-2.0000000298023224,-1.0999999940395355,0.0,255.0,128.0,False,0.016696315483008446,-1.0509396883627977,3.4893437638821855e-06,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,1752.72998046875,-4965.669921875,65.95999908447266,-12827.2998046875,-3553.2998657226562,-919.5999908447266,3594.8001098632812,4154.599914550781,-257.00000762939453,255.0,154.0,,0.1257370128302582,2.339625704553267,-0.19528728058998301,True,,False,14,14,False,
10,751,21.0,True,True,1,5168.026159492901,-3250.6298828125,2055.530029296875,327.2300109863281,19095.2001953125,16701.300048828125,3232.9998779296875,4861.9000244140625,1773.6000061035156,-3035.7000732421875,1.0,0.15536448858623003,2.7418599744972303,0.2458421723029972,76561198039309853,enpitsu,25.0,-3395.760009765625,1893.0799560546875,246.92999267578125,8302.60009765625,16293.599853515625,-154.49999809265137,2566.0000610351562,4108.299865722656,2605.10009765625,128.0,128.0,False,0.4566563683261468,2.1436366294594813,2.8070817034104483,True,3,4,166.0,False,False,,bf81d8692db,games5425898691,20.0,3389.320068359375,114.01000213623047,16.989999771118164,8048.3001708984375,-19255.10009765625,4.799999892711639,0.29999999329447746,-0.19999999552965164,-1988.0000305175781,255.0,0.0,,-0.009576205364051908,-1.8911761019571574,-5.250438296948988e-05,True,255.0,False,16,False,16,,Bergholini,8577214551376226395,11.0,173.47000122070312,4873.43994140625,17.010000228881836,-7953.800048828125,-3521.199951171875,2.3000000417232513,0.7000000029802322,-0.09999999776482582,-1541.4999389648438,209.0,18.0,,-0.009519996853400112,-0.4259270789238536,-0.00019885203874221445,True,235.0,False,16,False,14,,Juanrv99,1021586768079066347,13.0,-3316.7900390625,2124.159912109375,17.0,4197.9998779296875,-3375.8999633789062,3.799999952316284,-0.7000000029802322,0.9000000357627869,1799.4999694824219,128.0,255.0,False,-0.009625482270212012,-2.430743805012843,0.0001502857517701742,True,150.0,False,10,10,False,
11,1059,23.0,False,False,0,5199.330621373597,6.349999904632568,19.56999969482422,92.48999786376953,9934.000244140625,28564.3994140625,2091.4999389648438,649.7000122070312,-226.29999160766602,5877.9998779296875,0.0,-0.0020149907328473045,0.04897920887796908,0.005374049663840222,8577214551376226395,Bergholini,11.0,-102.76000213623047,-239.1699981689453,91.0,8342.899780273438,21265.10009765625,2481.1000061035156,-5093.299865722656,-1997.2999572753906,563.8000106811523,255.0,255.0,,0.44632225639562256,0.8805582578470508,-0.6135633860467034,True,3,4,0.0,False,False,,1021586768079066347,Juanrv99,13.0,0.0,-2119.3701171875,17.010000228881836,0.0,14100.0,1.899999976158142,0.0,0.0,0.0,254.0,,,0.009590185467852546,1.5707887708715014,-3.637918141942189e-08,True,82.0,False,False,False,False,,enpitsu,76561198039309853,25.0,113.5199966430664,217.8699951171875,89.41000366210938,-14286.8994140625,-17923.399658203125,1835.8000183105469,4300.799865722656,-3428.2000732421875,0.0,255.0,128.0,,0.8086854020116204,-2.2437548389003927,1.5071607700791114e-05,True,0.0,False,2,False,1,,games5425898691,bf81d8692db,19.0,0.0,4766.97998046875,17.010000228881836,0.0,-3062.9998779296875,2.0999999344348907,0.7999999821186066,0.0,0.0,255.0,,,0.009391819022345399,-1.5707878295104034,3.9981008938747724e-08,True,116.0,False,False,False,False,
