,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
0,174,0.0,False,True,0,5183.132958182267,-0.5099999904632568,34.810001373291016,97.68000030517578,1058.0000305175781,23706.8994140625,2460.7000732421875,5852.0001220703125,264.89999771118164,1297.2000122070312,0.0,0.0040357494799453135,0.029610193664905932,0.13224122965990273,bf81d8692db,games5425898691,19.0,-17.56999969482422,-104.48999786376953,87.88999938964844,-408.69998931884766,21030.50048828125,79.00000095367432,-5050.199890136719,-252.19999313354492,-2163.5000610351562,255.0,128.0,,1.3173667939219627,1.860149951657276,0.16190269086550885,True,22.0,False,4,3,False,,76561198039309853,enpitsu,25.0,-42.470001220703125,-4997.81005859375,17.049999237060547,-99.70000267028809,4088.2000732421875,2.800000011920929,-0.7999999821186066,0.0,0.0,255.0,128.0,,0.016519077295960586,1.5952384733557312,3.450081003643232e-06,True,False,116.0,False,False,False,,JUGOŁINGDAŁN,76561198020823127,15,-80.79000091552734,1961.489990234375,17.010000228881836,3481.099853515625,-15143.499755859375,-0.29999999329447746,0.29999999329447746,-1.7000000178813934,271.8000030517578,255.0,128.0,,0.00956307581187064,-1.3166918332440327,-0.00020132355615139436,True,22.906288487936862,True,False,False,False,,PomiJAJONC,76561198018571494,17.0,1105.199951171875,3194.199951171875,17.010000228881836,2074.9000549316406,12748.599853515625,2.0999999344348907,0.0,-0.7999999821186066,-1.0999999940395355,255.0,128.0,,0.00953537674858152,1.409253834061409,7.011901042825232e-05,True,116.0,False,False,False,False,
1,186,0.0,False,False,1,6218.126988414546,-56.380001068115234,-1004.760009765625,172.00999450683594,-6564.000244140625,19552.5,15680.50048828125,5807.2998046875,1507.7000427246094,-37.69999980926514,1.0,0.39480665441761714,-0.27272909087856506,2.4240391028502692,76561198020823127,JUGOŁINGDAŁN,15.0,-46.11000061035156,-1152.8499755859375,65.79000091552734,-6506.9000244140625,15695.6005859375,727.9000091552734,-4974.599914550781,-363.49998474121094,-1951.6000366210938,255.0,255.0,,-0.16278671644111317,1.4532698716619648,0.013968735017942269,True,7.0,False,4,3,False,21.0,76561198018571494,PomiJAJONC,17.0,-1009.3200073242188,-3843.97998046875,17.010000228881836,5622.0001220703125,-12236.199951171875,2.0999999344348907,0.7999999821186066,-0.7999999821186066,94.30000305175781,128.0,128.0,,-0.009535088483207093,-2.013146609363329,-0.00011595670497931325,True,False,116.0,False,False,False,,enpitsu,76561198039309853,25,48.849998474121094,4736.31982421875,17.049999237060547,197.60000228881836,-8095.999755859375,2.800000011920929,0.7999999821186066,-0.0,0.0,255.0,128.0,,-0.016580109992817862,-1.5952379731757071,4.19191609642643e-06,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,33.88999938964844,-727.8400268554688,85.33000183105469,405.29998779296875,-20662.80029296875,-142.39999771118164,5496.9000244140625,146.49999618530273,-108.90000343322754,255.0,120.0,,1.0668307129100956,1.5800945463571585,-3.0996658566301147,True,22.0,False,4,3,False,
2,310,4.0,False,False,0,9493.470059121302,2591.510009765625,-3689.679931640625,94.77999877929688,5212.0001220703125,24623.30078125,4418.800048828125,-5963.699951171875,630.6000137329102,-189.0999984741211,0.0,-0.04214383290744674,0.28134453791110686,0.3165361760686388,76561198039309853,enpitsu,25.0,2593.030029296875,-3917.989990234375,84.33000183105469,11854.89990234375,15799.49951171875,1379.1000366210938,-5322.7001953125,-1110.2999877929688,827.9000091552734,255.0,255.0,,0.5441527913318055,0.858610645195967,-0.533798572368397,True,53.0,False,2,1,False,,bf81d8692db,games5425898691,19.0,-3599.18994140625,21.299999237060547,17.010000228881836,9024.099731445312,-20962.80029296875,2.5,-0.5999999865889549,9.900000095367432,23.19999933242798,255.0,128.0,,0.00944306471360515,-1.1614846759616193,0.00041719966970746504,True,4,255.0,False,4,False,160.0,JUGOŁINGDAŁN,76561198020823127,15,3820.1201171875,-1115.3299560546875,15.859999656677246,-8229.89990234375,-10679.7998046875,-159.3000030517578,181.39999389648438,919.1999816894531,-221.29999160766602,255.0,128.0,,0.012986557584432026,-2.274137574299734,0.017828236622741803,True,255.0,False,4,False,4,,PomiJAJONC,76561198018571494,17.0,2086.06005859375,760.7899780273438,17.010000228881836,2373.2000732421875,-13847.60009765625,2.3000000417232513,0.0,0.0,1631.9999694824219,255.0,255.0,,0.009556188744857537,-1.3882298439868777,0.00022354011976850383,True,207.0,False,False,False,False,
3,344,6.0,False,False,1,6047.620539210606,-3236.260009765625,724.3300170898438,145.2100067138672,-12845.899658203125,14625.799560546875,6549.6002197265625,3801.0000610351562,-2513.9999389648438,3884.89990234375,1.0,-0.33229186912453845,-0.10396004638826843,-0.7907314098456572,76561198018571494,PomiJAJONC,17.0,-3126.0400390625,536.010009765625,72.48999786376953,-12631.600341796875,6052.5,2630.7998657226562,20.59999942779541,-7.5,-2613.0999755859375,128.0,0.0,,-0.008979371093118247,0.7184286762524439,-0.0028359016365431854,True,207.0,False,4,False,False,,76561198020823127,JUGOŁINGDAŁN,15.0,-2339.97998046875,1954.8199462890625,79.86000061035156,14150.699462890625,2359.199981689453,-156.00000381469727,5123.4002685546875,1961.4999389648438,-390.0,255.0,0.0,,-0.07912216934673681,2.7377182734757137,-1.7793018456738683,False,5,247.0,False,6,False,,enpitsu,76561198039309853,25,-3820.3701171875,2111.06005859375,17.270000457763672,4352.60009765625,-10890.2001953125,-58.00000190734863,61.70000076293945,-525.8000183105469,720.0,255.0,128.0,,-0.03298623820585381,-2.0992175769240142,-0.03575632947254026,True,58.0,False,2,False,2,,games5425898691,bf81d8692db,20.0,2618.669921875,2672.050048828125,17.010000228881836,-7349.2999267578125,21559.09912109375,2.3000000417232513,-0.3999999910593033,1.2999999523162842,396.3999938964844,255.0,191.0,,-0.009593898063812667,1.2402549080664154,7.642756527476388e-05,True,255.0,False,4,4,False,
4,403,8.0,False,False,0,9248.2688339369,2911.860107421875,-3287.969970703125,135.35000610351562,11875.400390625,-15345.2001953125,8568.400268554688,1720.8999633789062,-5514.4000244140625,1621.300048828125,0.0,0.1427081986117242,0.9860462827005774,0.2870598214681093,76561198039309853,enpitsu,25.0,2730.429931640625,-3133.10009765625,40.52000045776367,7130.2001953125,-14893.499755859375,3335.7998657226562,-3.3000001311302185,11.200000047683716,1156.6000366210938,128.0,128.0,False,0.016916307429536502,-1.0152576137788984,-0.0006744605892025613,True,0.0,False,4,2,False,,bf81d8692db,games5425898691,20.0,471.6000061035156,-4706.89990234375,17.010000228881836,5462.5,871.8000030517578,2.3000000417232513,0.7999999821186066,-2.3000000417232513,0.0,128.0,128.0,,0.009869228040644601,0.15834859171561233,-4.4975358485489146e-05,True,4,255.0,False,4,False,,JUGOŁINGDAŁN,76561198020823127,15,1026.0699462890625,-479.8999938964844,17.010000228881836,11013.399658203125,6543.599853515625,2.800000011920929,0.0,0.09999999776482582,-3258.9999389648438,255.0,0.0,False,0.009532251260028471,0.2558477338982897,-6.300753699366164e-05,True,247.0,False,6,False,6,,PomiJAJONC,76561198018571494,17.0,3675.199951171875,-1353.300048828125,17.0,2937.3001098632812,-10309.599609375,3.700000047683716,0.0,0.3999999910593033,2353.2000732421875,255.0,255.0,,0.009516334781035604,-1.2465731098126098,4.886353165756836e-05,True,207.0,False,4,False,False,
5,457,10.0,False,False,1,3742.2160693684004,-2441.409912109375,3447.110107421875,288.79998779296875,11974.89990234375,23577.5,-4621.499938964844,-5707.9998779296875,1714.2999267578125,-691.9999694824219,1.0,-0.2800275363170367,-2.378782257164374,1.6192178851397252,76561198018571494,PomiJAJONC,17.0,-2526.300048828125,3176.199951171875,242.00999450683594,8448.400268554688,15560.699462890625,2273.3999633789062,-4030.10009765625,-3072.5,278.799991607666,255.0,255.0,,0.2637897305871986,1.5997828347886793,-0.24951052144748623,True,141.27483881673507,True,6,3,False,,76561198020823127,JUGOŁINGDAŁN,15.0,-2636.639892578125,452.6300048828125,17.010000228881836,2027.2000122070312,-8574.299926757812,3.100000023841858,-0.29999999329447746,0.29999999329447746,3473.599853515625,255.0,255.0,False,-0.009517836567099633,-2.2207276657547084,1.853803571928801e-05,True,6,255.0,False,6,False,,enpitsu,76561198039309853,25,-2577.81005859375,4692.7001953125,17.020000457763672,13402.39990234375,4036.9000244140625,2.3999999463558197,1.4000000059604645,1.8000000715255737,232.00000762939453,255.0,128.0,False,-0.01667187142075342,2.8253886527022587,-0.00023188906813670395,True,189.27483881673507,True,2,False,4,,games5425898691,bf81d8692db,20.0,-2029.280029296875,3663.31005859375,210.35000610351562,-16579.3994140625,-10499.200439453125,2703.3999633789062,-419.50000762939453,-3287.9998779296875,-407.79998779296875,255.0,97.0,,0.522757312328546,-0.12358148701757049,0.36494396567408355,True,185.04991833625303,True,6,5,False,
6,460,10.0,False,False,0,9379.526124517999,2391.669921875,-3644.4599609375,255.8699951171875,18311.800537109375,-25596.69921875,-947.6000213623047,2266.199951171875,-985.1000213623047,-5467.5,0.0,0.015756352808490345,2.0143055281485007,1.1768523697591913,bf81d8692db,games5425898691,20.0,2171.139892578125,-3575.260009765625,231.83999633789062,17401.099853515625,10644.000244140625,2407.5999450683594,45.300002098083496,5001.000061035156,2288.3999633789062,255.0,128.0,,0.01159741110681482,0.28188318252974215,0.47659644407839324,True,175.6502709824552,True,6,5,False,,76561198039309853,enpitsu,25.0,2342.27001953125,-4770.009765625,17.020000457763672,-14826.8994140625,-5032.099914550781,2.3999999463558197,-0.5999999865889549,-0.5999999865889549,19.199999570846558,255.0,0.0,False,0.016752886426987728,-2.8121046435087003,-7.505942023439084e-05,True,2,179.87519146293724,True,4,False,,JUGOŁINGDAŁN,76561198020823127,15,2569.860107421875,-356.9100036621094,17.010000228881836,-6203.699951171875,4296.400146484375,2.8999999165534973,0.09999999776482582,0.0,3081.4999389648438,255.0,255.0,False,0.009501471591484865,2.7160398074251844,-3.822292770169321e-05,True,255.0,False,6,False,6,,PomiJAJONC,76561198018571494,17.0,2384.389892578125,-3418.5,269.0799865722656,-8617.39990234375,-14073.900146484375,142.39999771118164,3566.400146484375,3259.1000366210938,-2628.2998657226562,255.0,255.0,,0.15431203848927688,-2.089474729268687,-1.1615765070043873,True,138.0,False,6,3,False,
7,555,13.0,True,True,1,2584.4435025288667,-1202.9200439453125,3632.06005859375,341.25,22120.0,18318.1005859375,-194.0999984741211,-2068.0999755859375,-1297.8999328613281,-5305.8001708984375,1.0,1.3464078740229408,-1.351022315648665,0.5981088736039029,76561198020823127,JUGOŁINGDAŁN,16.0,-1331.8599853515625,3516.1298828125,229.86000061035156,9095.0,14326.700439453125,1497.2000122070312,1388.3000183105469,3642.60009765625,3879.8001098632812,255.0,0.0,,0.27698145769365595,2.5772862792911093,0.9888437878894477,True,236.05907952913674,True,8,7,False,,76561198018571494,PomiJAJONC,17.0,-2888.02001953125,2321.52001953125,17.010000228881836,10080.2001953125,-9817.100219726562,2.199999988079071,0.5000000074505806,-0.29999999329447746,1.4000000059604645,255.0,,,-0.00954593054601132,-2.369630453446755,-5.326385714147735e-05,True,4,138.0,False,6,False,,enpitsu,76561198039309853,25,-771.280029296875,4348.35009765625,118.80999755859375,-12718.399658203125,-13317.39990234375,3808.800048828125,-0.0,-0.3999999910593033,37.59999990463257,255.0,255.0,,-0.01681730700833144,-0.824174502501338,9.083409675673708e-06,True,56.0,False,3,False,6,,games5425898691,bf81d8692db,20.0,-1477.5899658203125,4066.7099609375,146.92999267578125,19382.5,-8323.499755859375,1615.0,472.2999954223633,1535.8000183105469,667.0999908447266,255.0,93.0,,0.5255999492231809,-3.0173458211808493,-0.11516733065755877,True,159.05907952913674,True,8,7,False,
8,832,14.0,False,False,1,5209.533332869222,42.189998626708984,0.9100000262260437,119.88999938964844,11498.800048828125,-4407.60009765625,3065.10009765625,5550.9002685546875,-337.20001220703125,-2252.4000549316406,1.0,-0.13547021908561616,-0.2830119357630813,-0.16170217685499366,76561198020823127,JUGOŁINGDAŁN,15.0,-1.5499999523162842,-155.52000427246094,94.08000183105469,9566.199951171875,614.3999862670898,1422.7000427246094,-3890.10009765625,3863.699951171875,-434.1999816894531,255.0,0.0,,-0.7049235389065637,1.4871689012072111,0.6739928693545392,True,0.0,False,4,3,False,,76561198018571494,PomiJAJONC,17.0,-0.0,-2848.8798828125,17.010000228881836,-0.0,11997.5,2.199999988079071,0.29999999329447746,-0.0,0.0,255.0,,,-0.009559667211155474,1.5707886247651808,3.666633232634508e-08,True,False,146.0,False,False,False,,enpitsu,76561198039309853,25,5.480000019073486,137.3300018310547,105.43000030517578,-15607.7001953125,-16818.699951171875,129.49999809265137,3910.2999877929688,-3863.900146484375,172.29999542236328,255.0,255.0,,-1.3929727102908767,-0.9668176324060535,0.13544395350391147,True,0.0,False,1,False,2,,games5425898691,bf81d8692db,20.0,-2234.409912109375,3811.590087890625,17.010000228881836,-18013.399658203125,10237.7001953125,2.199999988079071,-0.3999999910593033,0.19999999552965164,131.8000030517578,255.0,171.0,,-0.00958878060798961,0.5183228474502385,6.420667935841006e-05,True,1.0,False,False,False,False,
9,890,16.0,False,False,1,5637.101331658882,2429.139892578125,-284.6099853515625,98.19999694824219,8256.799926757812,-1982.7999877929688,1298.0000305175781,1444.1000366210938,5697.60009765625,-1204.8999786376953,1.0,-1.0932002022697107,-0.629124269127615,-0.541200958331869,76561198020823127,JUGOŁINGDAŁN,15.0,2279.590087890625,-97.08999633789062,16.989999771118164,13622.39990234375,3493.9999389648438,4.600000083446503,-0.29999999329447746,-0.0,440.8000183105469,255.0,128.0,,-0.009560279304035234,2.851089226371694,-0.00016629573510443683,True,2.0,False,4,4,False,,76561198018571494,PomiJAJONC,17.0,2271.530029296875,-714.9199829101562,17.010000228881836,17787.60009765625,14580.699462890625,0.0,1.0000000149011612,0.9000000357627869,-1708.3999633789062,255.0,0.0,,-0.009566969613153474,2.5008188807420955,-0.0001734109935355704,True,False,65.76212456918533,True,False,False,,enpitsu,76561198039309853,25,-2335.85009765625,-361.17999267578125,17.059999465942383,-13809.89990234375,3730.1998901367188,1.5000000596046448,0.7999999821186066,-0.0,-25.299999713897705,255.0,128.0,,-0.016790979235544182,0.26699762677454447,6.929993790879014e-05,False,0.0,False,2,False,2,,games5425898691,bf81d8692db,20.0,-2725.25,2626.06005859375,17.010000228881836,11909.100341796875,7542.1002197265625,2.3000000417232513,-2.7000001072883606,-2.199999988079071,1134.800033569336,255.0,128.0,,-0.009617832762423733,2.506500187835398,-0.00014962258804143455,True,238.0,False,False,False,False,
