,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
35,2291,77.0,False,False,0,8579.204470187955,-1920.280029296875,-3377.840087890625,134.0,-15884.49951171875,10195.900268554688,11405.10009765625,1406.199951171875,3861.4999389648438,-4371.600036621094,0.0,0.20523217078522946,-0.5520022503192088,-0.8713101620452561,bf81d8692db,games5425898691,24.0,-1719.8499755859375,-3457.840087890625,59.369998931884766,-19730.0,-3663.5000610351562,3076.9000244140625,921.9999694824219,-2492.100067138672,510.40000915527344,255.0,175.0,,0.0619539298030423,-3.06863998767086,-0.005542851328127283,True,222.0,False,32,False,25,,76561198039309853,enpitsu,27.0,-3917.610107421875,-1767.8900146484375,32.7599983215332,188.1999969482422,-14046.199951171875,-77.69999980926514,-6.9999998807907104,-69.00000095367432,-18.40000033378601,255.0,128.0,False,0.02024743634942627,-1.5716487684192473,-0.3484677111405305,True,130.0,False,18,18,False,,Struts3gg,bf3fc230f1b,12,-3729.60009765625,-3442.8701171875,16.030000686645508,12769.000244140625,-14588.299560546875,197.99999237060547,-47.89999961853027,178.60000610351562,2887.0999145507812,255.0,255.0,False,0.0069706969232666924,-0.6751527837556338,0.010720737895740604,True,129.70360406496192,True,20,22,False,,joffrey2bjoff,454601914555363196,9.0,2215.18994140625,2358.419921875,17.010000228881836,-12175.30029296875,-15924.000244140625,1.899999976158142,0.5000000074505806,0.0,0.0,128.0,128.0,False,0.009619421383998183,-2.2235925589911427,3.0085318782053832e-05,True,44,36,6,220.0,False,
36,2371,80.0,False,False,0,6487.728937436036,-2620.27001953125,-1114.4000244140625,402.4700012207031,6763.599853515625,27805.90087890625,2238.2000732421875,643.0999755859375,1688.8999938964844,2494.600067138672,0.0,0.8562136999963774,0.925312705908607,-1.3574040078142406,76561198039309853,enpitsu,27.0,-2623.56005859375,-1253.780029296875,285.4200134277344,5557.9998779296875,22314.69970703125,400.99998474121094,-909.8000335693359,4968.900146484375,-2175.0999450683594,255.0,0.0,False,-0.43529207651472557,1.8861316193174702,-0.04582591019821983,True,57.0,False,20,False,19,,bf81d8692db,games5425898691,24.0,-2709.22998046875,-4212.08984375,17.010000228881836,11558.199462890625,564.3000030517578,2.3000000417232513,0.0,0.09999999776482582,2040.5000305175781,255.0,238.0,,0.009544188997249453,0.09821002511576532,-8.709492972041447e-07,True,222.0,False,32,26,False,,Struts3gg,bf3fc230f1b,12,314.19000244140625,215.1199951171875,17.059999465942383,22606.79931640625,668.3999633789062,1.1999999731779099,-0.29999999329447746,0.0,-11.000000238418579,255.0,128.0,False,0.01678470430008667,0.028373586566613294,2.7717049253779206e-05,True,81.0,False,22,24,False,,joffrey2bjoff,454601914555363196,9.0,-2534.77001953125,-1016.97998046875,325.9100036621094,-19119.3994140625,-12674.7998046875,1020.9999847412109,1075.1000213623047,-5283.599853515625,1085.0,128.0,144.0,False,0.17567779244554607,-2.9312989495817425,0.19674521811775542,True,46,37,6,185.0,False,
37,2372,80.0,False,False,1,4373.617103352052,2648.93994140625,1133.0400390625,459.4599914550781,9226.500244140625,4884.89990234375,14645.10009765625,4826.400146484375,-3070.7998657226562,1809.7000122070312,1.0,-1.2062213451001431,-1.0181352754663227,-1.3794063526021099,454601914555363196,joffrey2bjoff,9.0,2534.77001953125,1016.97998046875,325.9100036621094,19119.3994140625,12674.7998046875,1020.9999847412109,-1075.1000213623047,5283.599853515625,1085.0,128.0,144.0,False,-0.17567779244554607,2.9312989495817425,0.19674521811775542,True,185.0,False,46,6,37,,bf3fc230f1b,Struts3gg,12.0,-464.9100036621094,-219.47000122070312,17.059999465942383,-22607.19970703125,-642.0999908447266,1.1999999731779099,0.19999999552965164,-0.0,-4.399999976158142,255.0,128.0,False,-0.016784710648202503,-0.0279203316885843,2.3913071540420526e-05,True,81.0,False,24,22,False,,enpitsu,76561198039309853,27,2623.56005859375,1253.780029296875,285.4200134277344,-5557.9998779296875,-22314.69970703125,400.99998474121094,909.8000335693359,-4968.900146484375,-2175.0999450683594,255.0,0.0,False,0.43529207651472557,-1.8861316193174702,-0.04582591019821983,True,57.0,False,19,20,False,,games5425898691,bf81d8692db,24.0,2632.27001953125,4202.47998046875,17.010000228881836,-11496.8994140625,-2128.300018310547,2.3000000417232513,-0.0,-0.0,2048.5000610351562,255.0,239.0,,-0.00954424998903539,-0.23450740963243072,-1.9222870830926697e-07,True,32,26,False,222.0,False,
38,2456,83.0,False,False,0,7905.24664623367,-3338.659912109375,-2378.39990234375,129.86000061035156,-8685.499877929688,16884.89990234375,15048.800048828125,3922.9998779296875,4539.800109863281,-12.000000476837158,0.0,0.3446568632023659,1.298129730787631,-1.6223910379202755,bf81d8692db,games5425898691,24.0,-3206.239990234375,-2567.300048828125,17.010000228881836,-13670.699462890625,11563.299560546875,0.0,-0.5000000074505806,0.5000000074505806,-1832.5999450683594,255.0,0.0,,0.009598415217658845,2.3859435525507626,-7.74443259583364e-05,True,97.21234407476196,True,32,False,26,,76561198039309853,enpitsu,27.0,256.0899963378906,704.5499877929688,17.059999465942383,7309.000244140625,-19955.10009765625,-3.100000023841858,0.29999999329447746,-0.7999999821186066,-1980.5999755859375,255.0,128.0,False,0.016776935850838653,-1.2869560480983817,-4.600939181143296e-05,True,7.0,False,20,20,False,,Struts3gg,bf3fc230f1b,12,2069.75,1227.8699951171875,17.059999465942383,-14621.400146484375,2484.7000122070312,-3.0000001192092896,-4.4999998807907104,0.29999999329447746,-1702.4000549316406,255.0,0.0,False,0.016765531685004963,2.9585350444231895,-0.00037406699029947024,True,242.45034843362788,True,22,24,False,,joffrey2bjoff,454601914555363196,9.0,-4078.469970703125,-2.319999933242798,279.6199951171875,-20.09999990463257,-2624.2999267578125,319.6999931335449,1272.2000122070312,75.19999980926514,3.8999998569488525,255.0,255.0,False,-0.38568878509468246,-1.5912677878089825,-1.5445398677705975,True,46,38,6,185.0,False,
39,2552,86.0,True,True,0,3368.9547737072944,-2666.199951171875,2273.60009765625,507.9100036621094,18324.200439453125,28108.5009765625,-194.69999313354492,-2814.4000244140625,3148.5000610351562,2571.7001342773438,0.0,0.09435094349746108,-2.3844471512836054,1.879904839606051,bf81d8692db,games5425898691,24.0,-2803.159912109375,2097.949951171875,390.6499938964844,12088.499755859375,19139.89990234375,4065.2999877929688,-4917.900085449219,2185.399932861328,-1134.8999786376953,255.0,143.0,,-0.4821210679822488,1.1728166054515885,-0.3729545988589072,True,6.6948215679456,True,34,False,27,,76561198039309853,enpitsu,27.0,-981.8800048828125,-2352.070068359375,17.059999465942383,-5144.000244140625,11527.7001953125,1.1999999731779099,0.0,-0.7000000029802322,0.0,255.0,128.0,False,0.0166975125050387,1.9904984412579643,5.381390051962276e-05,True,67.0,False,20,20,False,,Struts3gg,bf3fc230f1b,12,-2170.360107421875,2782.0,250.72000122070312,-17918.499755859375,-6544.000244140625,4128.699951171875,-114.39999580383301,1503.0999755859375,316.5999984741211,128.0,255.0,,-1.0622724113726638,-2.677968223390039,-0.08826569067194104,True,208.0015482056525,True,22,26,False,,joffrey2bjoff,454601914555363196,9.0,-3230.929931640625,4203.35986328125,16.920000076293945,8398.200073242188,20564.89990234375,17.40000009536743,-14.900000095367432,-34.100000858306885,-1931.300048828125,255.0,0.0,,0.009552350589806583,1.1117849089421,0.00195219305415483,True,48,40,6,255.0,False,
40,2837,87.0,False,False,0,5203.737095156573,8.529999732971191,15.479999542236328,92.83000183105469,13123.900146484375,27566.10107421875,2053.699951171875,2645.10009765625,-2009.7999572753906,-3430.4000854492188,0.0,-0.016422530242221827,-0.028763058660775772,0.022288206144393564,76561198039309853,enpitsu,27.0,-67.5999984741211,-136.52999877929688,103.52999877929688,8595.700073242188,17830.799560546875,2597.0001220703125,-5043.599853515625,-660.6999969482422,2091.699981689453,255.0,255.0,,0.5282913280326333,0.873886223794911,-0.3524577996173023,True,0.0,False,2,False,1,,bf81d8692db,games5425898691,24.0,2128.43994140625,-3688.590087890625,17.010000228881836,18647.099609375,-9480.10009765625,1.899999976158142,-0.5999999865889549,0.29999999329447746,-6.9999998807907104,255.0,128.0,,0.00959466790822226,-0.4712923642785566,5.4215879631752734e-05,True,0.0,False,False,False,False,,Struts3gg,bf3fc230f1b,12,38.75,263.7300109863281,49.099998474121094,-11996.400146484375,-15647.39990234375,3415.1998901367188,-2.199999988079071,-3.4999999403953552,227.39999771118164,128.0,255.0,,0.016794738527282943,-2.2211010856405604,2.2523456314897324e-05,True,0.0,False,False,4,False,,joffrey2bjoff,454601914555363196,9.0,22.469999313354492,2627.2099609375,17.010000228881836,992.6999664306641,-13775.0,2.0999999344348907,0.0,0.0,27.100000381469727,255.0,128.0,,0.00956667581077054,-1.4959673669099638,-8.369760635000412e-06,True,False,False,False,146.0,False,
41,2973,92.0,False,True,0,1450.9615597139639,72.16000366210938,4059.280029296875,419.1499938964844,-9669.199829101562,19703.800048828125,-1936.300048828125,-2846.199951171875,1657.2000122070312,-5015.10009765625,0.0,-0.3288479014906435,1.8202276123495873,0.22591764183102356,bf81d8692db,games5425898691,24.0,121.6500015258789,3880.199951171875,349.8299865722656,-18331.500244140625,13590.6005859375,2872.0999145507812,1470.7000732421875,-3696.7001342773438,-3797.5,255.0,255.0,,-0.26114896240938307,2.549940929879475,-0.9706776646633771,True,161.80122145786083,True,4,False,3,,76561198039309853,enpitsu,27.0,-61.09000015258789,3821.5,247.3300018310547,-379.7999954223633,13876.800537109375,2325.800018310547,555.8000183105469,44.20000076293945,-830.1000213623047,128.0,128.0,,-0.5051656259676366,0.6780987549791874,0.2394543172126288,True,17.0,False,6,4,False,,Struts3gg,bf3fc230f1b,12,-2444.8701171875,2041.2099609375,114.86000061035156,9729.69970703125,16858.499755859375,850.8999633789062,-1811.300048828125,1409.1999816894531,-10.499999523162842,255.0,128.0,,-0.5065179940478065,0.9123325506542094,-0.005694896167540027,True,211.177875239362,True,6,6,False,,joffrey2bjoff,454601914555363196,9.0,193.77000427246094,4412.56982421875,333.7799987792969,-12379.49951171875,-6665.30029296875,1043.7000274658203,-2036.7999267578125,4396.300048828125,2602.60009765625,255.0,233.0,True,0.19373793315753304,-0.8879649039264754,-1.2730956970665446,True,4,False,4,229.94369873436548,True,
42,2977,93.0,False,False,1,9491.23185172231,60.20000076293945,-4314.35986328125,390.0400085449219,25248.5009765625,-7048.0999755859375,1543.3999633789062,2494.7999572753906,79.0999984741211,-5456.099853515625,1.0,-0.0882693972701224,-1.0293185935151057,0.372982674913979,454601914555363196,joffrey2bjoff,9.0,-93.23999786376953,-4354.06982421875,339.0899963378906,11799.599609375,7294.5001220703125,291.70000076293945,2274.4000244140625,-4081.6000366210938,2901.199951171875,255.0,225.0,True,-0.3011041153861901,0.7534136771002214,-1.6707373053652452,True,217.40459334465766,True,4,4,False,,bf3fc230f1b,Struts3gg,12.0,2265.0400390625,-2348.56005859375,125.83000183105469,-10791.99951171875,-18229.599609375,336.89998626708984,1087.6000213623047,-845.8999633789062,-5.600000023841858,255.0,128.0,,0.19573926679423304,-0.9107478144844957,-0.005097912871726738,True,198.63876984965418,True,6,6,False,,enpitsu,76561198039309853,27,80.77999877929688,-3924.409912109375,251.41000366210938,4572.300109863281,-10713.1005859375,-1476.6999816894531,-2045.8000183105469,4645.0,1735.0,128.0,128.0,,0.7665597159829993,-0.8151562304938045,0.1503126330480428,True,17.0,False,4,6,False,,games5425898691,bf81d8692db,24.0,139.5800018310547,-4097.0400390625,370.44000244140625,15201.300048828125,-15632.5,929.8000335693359,-2954.2001342773438,2860.7998657226562,-3652.0999145507812,255.0,255.0,,0.11345876517584148,-2.1215011181483745,-2.0089322164770644,True,4,3,False,149.262116068153,True,
43,2979,93.0,True,True,0,977.0213447586224,-254.10000610351562,4403.43017578125,406.4800109863281,-17800.999755859375,21784.3994140625,3272.6998901367188,-911.9999694824219,-3980.1998901367188,2256.9000244140625,0.0,0.13549570890478793,0.7391716328463351,0.19058969819960142,bf81d8692db,games5425898691,24.0,-270.0799865722656,4227.9501953125,375.2900085449219,-16374.000244140625,15247.60009765625,126.30000114440918,1748.3999633789062,-2102.4000549316406,-2020.5999755859375,255.0,255.0,,-0.24959211089274266,1.8704140723704807,-2.331217982185243,True,143.00518706024337,True,4,False,3,,76561198039309853,enpitsu,27.0,-118.87999725341797,4013.7099609375,236.61000061035156,-4572.300109863281,10713.1005859375,-2017.7000427246094,1520.5999755859375,-3778.3999633789062,1513.2000732421875,128.0,128.0,,-1.073672331237013,1.246895091410888,-0.21475545184841147,True,17.0,False,6,4,False,,Struts3gg,bf3fc230f1b,12,-2153.64990234375,2535.320068359375,126.58000183105469,11434.000244140625,19056.400146484375,-167.00000762939453,-812.3999786376953,631.8999862670898,-3.6000001430511475,255.0,128.0,,-0.07766256407547496,0.9102786927717252,-0.0049864420752587625,True,192.38184084174455,True,6,6,False,,joffrey2bjoff,454601914555363196,9.0,17.43000030517578,4306.83984375,327.3800048828125,-6683.3001708984375,-4316.9000244140625,-2980.1998901367188,-3459.2001342773438,798.8999938964844,-4016.9000244140625,255.0,226.0,True,0.24015464948083565,-1.011139968914902,-2.088490511178384,True,4,False,4,211.14766433674802,True,
44,3267,94.0,False,False,0,5239.816163770412,1.7300000190734863,-22.34000015258789,127.5,3248.900146484375,-9068.400268554688,13279.3994140625,5717.8997802734375,-1369.7000122070312,1195.2999877929688,0.0,-0.09446047389463443,0.12586046303055776,0.42536043744236496,bf81d8692db,games5425898691,24.0,-24.809999465942383,-135.52999877929688,87.2699966430664,-1151.9000244140625,8622.100219726562,-984.4000244140625,-5128.900146484375,369.39998626708984,1951.199951171875,128.0,128.0,,1.3923551339953617,1.5405833374605464,0.09831584095367032,True,31.0,False,4,False,3,,76561198039309853,enpitsu,27.0,0.0,-2335.070068359375,17.049999237060547,0.0,11610.899658203125,2.5999999046325684,-0.5999999865889549,0.0,0.0,255.0,0.0,,0.016807813432039555,1.570775372233716,-2.356888201565208e-07,True,116.0,False,False,False,False,,Struts3gg,bf3fc230f1b,12,-2308.360107421875,4240.35009765625,17.049999237060547,-21082.7001953125,-1012.6999664306641,-2.0000000298023224,-0.5000000074505806,-0.09999999776482582,16.200000047683716,255.0,128.0,,0.016767865191225924,-3.0918296538206147,-3.061694534265143e-05,True,7.0,False,False,False,False,,joffrey2bjoff,454601914555363196,9.0,40.220001220703125,247.77000427246094,61.689998626708984,-7237.9998779296875,-21649.69970703125,2799.4000244140625,1644.9000549316406,-1861.6999816894531,-918.1999969482422,255.0,14.0,,0.05762095093613585,-1.626731302493998,0.01372764063229331,True,4,3,False,19.0,False,
45,3268,94.0,False,False,1,5206.7900447473385,-11.529999732971191,12.90999984741211,182.72999572753906,-4995.0,5697.1002197265625,11146.700439453125,2696.9000244140625,-1193.3999633789062,5091.400146484375,1.0,0.11032066711666272,-0.19191007437065918,0.58639562370344,454601914555363196,joffrey2bjoff,9.0,12.079999923706055,-131.63999938964844,87.86000061035156,4643.800048828125,2289.600067138672,4168.299865722656,4950.7000732421875,1142.3999786376953,2105.8999633789062,255.0,0.0,,0.3443414259059754,1.5424716526691324,0.3355298628549059,True,19.0,False,4,False,3,,bf3fc230f1b,Struts3gg,12.0,2485.260009765625,-4226.5400390625,17.049999237060547,21164.49951171875,2292.5,2.7000001072883606,-0.5000000074505806,-0.0,1466.1000061035156,255.0,255.0,,-0.016779141815050493,3.009570236736355,0.00029282795259286744,True,7.0,False,False,False,False,,enpitsu,76561198039309853,27,-0.0,2240.25,17.049999237060547,-0.0,-11253.900146484375,2.5999999046325684,-0.0,-0.0,0.0,255.0,0.0,,-0.016807813432039555,-1.570775372233716,-2.356888201565208e-07,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,24.809999465942383,135.52999877929688,87.2699966430664,1151.9000244140625,-8622.100219726562,-984.4000244140625,5128.900146484375,-369.39998626708984,1951.199951171875,128.0,128.0,,-1.3923551339953617,-1.5405833374605464,0.09831584095367032,True,4,3,False,31.0,False,
46,3362,97.0,False,False,0,7432.365755704101,1625.8699951171875,-1851.43994140625,139.10000610351562,9138.300170898438,1736.3999938964844,4096.199951171875,4667.9998779296875,-155.79999923706055,3766.199951171875,0.0,0.33859420697167464,1.2318137062099714,0.35513452300627796,76561198039309853,enpitsu,27.0,1588.72998046875,-1881.0999755859375,15.9399995803833,4582.099914550781,4369.89990234375,-1336.3999938964844,-1014.5999908447266,3833.5000610351562,-3006.400146484375,255.0,0.0,False,0.044564875007255124,0.8213533419104537,0.017789311413102832,True,116.0,False,False,False,False,,bf81d8692db,games5425898691,24.0,-1980.9599609375,-1103.1300048828125,90.16999816894531,-4303.2000732421875,-17943.299560546875,-163.89999389648438,5403.699951171875,-1024.1999816894531,0.0,255.0,128.0,,0.4572630124232397,1.383438249945501,3.1415796075343496,False,31.0,False,6,5,False,,Struts3gg,bf3fc230f1b,12,553.2899780273438,1351.02001953125,17.049999237060547,14860.2001953125,-5550.0,2.5999999046325684,0.5000000074505806,0.3999999910593033,0.0,128.0,128.0,False,0.01680708920422693,-0.3574364142390385,-3.7376108087194606e-05,True,255.0,False,False,False,False,,joffrey2bjoff,454601914555363196,9.0,-3293.739990234375,67.97000122070312,55.41999816894531,-18350.400390625,-611.5999984741211,-1958.800048828125,-124.89999771118164,-2306.199951171875,-292.1999931335449,227.0,3.0,,-0.45120120207398584,-3.1344436647738507,0.026904842132853983,True,6,6,False,7.0,False,
47,3417,99.0,False,False,0,7912.877645250135,3253.0,-1597.9100341796875,145.02000427246094,1487.5,20611.4990234375,6606.099853515625,4487.5,3409.1000366210938,2058.9999389648438,0.0,0.35412810565066094,1.4166042503353642,-1.6008168068834325,76561198039309853,enpitsu,27.0,3256.360107421875,-1860.550048828125,70.05000305175781,2196.4999389648438,18649.000244140625,2951.400146484375,-3834.8001098632812,-2213.699951171875,3262.3001098632812,255.0,255.0,False,0.12481668222990307,1.4862763779543582,-0.026738841106315574,True,51.0,False,2,False,1,,bf81d8692db,games5425898691,24.0,-3017.590087890625,-4685.77978515625,18.040000915527344,10047.899780273438,-17511.300048828125,294.6999931335449,-562.2000122070312,1001.5000152587891,2007.1000671386719,255.0,255.0,,-0.002389064182967891,-0.9806299707808425,-0.038788754414078815,True,236.3823914656075,True,6,6,False,,Struts3gg,bf3fc230f1b,12,3376.780029296875,-1161.7099609375,193.00999450683594,3486.300048828125,-20537.60009765625,2594.1000366210938,-39.30000066757202,-5042.5,2195.7000732421875,128.0,0.0,True,-0.41769204836227725,-1.5813265781367585,0.9140969235775255,True,120.3985893213621,True,3,4,False,,joffrey2bjoff,454601914555363196,9.0,-3130.830078125,2145.780029296875,70.36000061035156,21773.00048828125,7042.5,2260.399932861328,-1478.3000183105469,5297.5,-27.699999809265137,255.0,118.0,False,0.4509965659865526,0.289504332918567,0.01011138265142097,True,8,7,False,145.0,False,
48,3504,102.0,False,False,1,10396.58226448198,-3769.449951171875,-4150.990234375,247.7100067138672,-3857.3001098632812,4767.39990234375,16627.2998046875,4547.9998779296875,-2941.300048828125,2581.300048828125,1.0,-0.7248780479070093,-1.4751497610793538,-1.7479489194632651,454601914555363196,joffrey2bjoff,9.0,-3726.330078125,-4170.16015625,57.0,-16619.599609375,336.50001525878906,7130.2001953125,-3261.400146484375,4368.2000732421875,729.0000152587891,205.0,255.0,True,0.5053991276265204,-0.11483674208646716,0.3776179449505668,True,255.0,False,8,False,8,,bf3fc230f1b,Struts3gg,12.0,-2599.840087890625,2888.47998046875,92.91000366210938,3883.3999633789062,-21816.79931640625,-69.89999771118164,5487.39990234375,348.3000183105469,130.600004196167,255.0,255.0,False,-1.4330906292007703,-1.80673672702308,0.13220635963073588,True,208.0,False,6,5,False,,enpitsu,76561198039309853,27,-2802.840087890625,-4363.39013671875,70.3499984741211,14537.39990234375,-17618.00048828125,-262.7000045776367,-3247.0001220703125,3877.2000122070312,346.6999816894531,255.0,255.0,False,-0.06850797324302038,-2.2679217139055763,1.4835970622259231,True,190.0,False,4,4,False,,games5425898691,bf81d8692db,24.0,-2162.010009765625,958.469970703125,17.010000228881836,-7182.1002197265625,-21653.1005859375,2.0000000298023224,0.29999999329447746,1.4000000059604645,264.3000030517578,255.0,128.0,,-0.00959761779915013,-1.268439705822545,-1.8945152075586725e-05,True,6,6,False,255.0,False,
49,3618,106.0,False,False,1,8402.518938804713,-3154.659912109375,-2221.68994140625,379.7799987792969,-12759.49951171875,22446.10107421875,5676.6998291015625,1058.7000274658203,3817.0999145507812,-1642.5,1.0,-0.6566684264464362,-1.0740683684289354,-1.8064218514090677,bf3fc230f1b,Struts3gg,12.0,-3077.719970703125,-2336.280029296875,224.55999755859375,-16105.899658203125,8315.700073242188,3782.60009765625,-3706.400146484375,1693.9999389648438,3412.5,128.0,0.0,True,0.7911272025785907,0.13467201385422667,0.09638944831849579,True,187.83101948615044,True,8,False,7,,454601914555363196,joffrey2bjoff,9.0,-3794.1201171875,-3427.139892578125,13.850000381469727,11302.80029296875,6410.2001953125,98.50000381469727,-826.8000030517578,-1033.499984741211,2118.699951171875,179.0,255.0,False,0.01095475068223409,2.59606301058729,-0.0013110581558318454,True,255.0,False,8,8,False,,enpitsu,76561198039309853,27,-3264.219970703125,-2297.6298828125,48.59000015258789,-231.00000381469727,12840.0,3172.9000854492188,511.5999984741211,-40.0,-1681.199951171875,0.0,0.0,False,-0.004341036842049694,1.6399118626692855,-0.001623432727297752,True,211.0,False,5,6,False,,games5425898691,bf81d8692db,24.0,-2404.68994140625,2236.2900390625,17.010000228881836,13475.699462890625,-3904.5999145507812,2.0999999344348907,2.7000001072883606,-0.7000000029802322,-1064.000015258789,255.0,94.0,,-0.009574462946559455,-2.804223377376982,8.23305982040164e-05,True,6,6,False,246.0,False,
50,3670,108.0,False,False,0,7405.811953003216,3131.93994140625,-1074.6400146484375,144.82000732421875,6106.300048828125,-2555.7000732421875,4596.9000244140625,3606.4999389648438,-4198.900146484375,2315.2999877929688,0.0,-1.3595177778508778,2.9776451960625736,0.9255740510161067,bf81d8692db,games5425898691,24.0,3026.0400390625,-1115.4000244140625,17.010000228881836,8467.000122070312,-298.50000381469727,2.5,-0.9000000357627869,-0.5000000074505806,-1689.2999267578125,128.0,0.0,,0.009681821713900654,-0.022395688539352154,-0.00022172006569454294,True,246.0,False,6,False,6,,76561198039309853,enpitsu,27.0,2237.56005859375,1120.3699951171875,17.030000686645508,-8512.899780273438,-10862.5,5.099999904632568,0.9000000357627869,1.0999999940395355,548.4000015258789,255.0,0.0,,0.01674414827421129,-2.1937191729843133,-0.00017270560751754196,True,165.0,False,6,6,False,,Struts3gg,bf3fc230f1b,12,3676.389892578125,1126.1400146484375,48.5,-4055.4000854492188,-5314.1998291015625,-1790.0,2779.4000244140625,-4517.099914550781,1455.8000183105469,255.0,255.0,False,-0.5505010460426086,-2.9784235519211495,-0.04877984207357267,True,179.0,False,8,10,False,,joffrey2bjoff,454601914555363196,9.0,3351.7900390625,398.8500061035156,17.010000228881836,13256.700439453125,-11065.6005859375,2.7000001072883606,-0.5999999865889549,0.3999999910593033,2997.9998779296875,254.0,255.0,False,0.00959221215512789,-0.48589747867106187,-2.632404728199272e-05,True,8,8,False,198.0,False,
51,3742,111.0,False,False,1,5581.141557164221,-3549.0400390625,1764.97998046875,129.52999877929688,7872.7001953125,9267.80029296875,3879.2001342773438,3930.0,-357.00000762939453,876.9000244140625,1.0,0.36412462041373966,-2.5269053759481985,1.8607122257412276,bf3fc230f1b,Struts3gg,12.0,-3654.429931640625,1644.260009765625,17.049999237060547,5477.1002197265625,10077.7001953125,2.7000001072883606,3.1999999284744263,5.199999809265137,-1329.7000122070312,255.0,128.0,False,-0.016722094640211977,2.138629155427048,0.0001911784495364215,True,141.8641374700813,True,10,False,8,,454601914555363196,joffrey2bjoff,9.0,-2833.1298828125,-270.3399963378906,17.010000228881836,3762.60009765625,12605.6005859375,2.3999999463558197,-0.0,0.09999999776482582,2743.800048828125,215.0,249.0,True,-0.009583968836748181,1.7181187748101858,8.072173013714965e-05,True,198.0,False,8,8,False,,enpitsu,76561198039309853,27,-540.1500244140625,2448.72998046875,15.899999618530273,3896.300048828125,17472.39990234375,50.900001525878906,91.49999618530273,-108.90000343322754,-540.4000091552734,255.0,128.0,,-0.01865467799874988,1.837165214271396,0.000310351670413336,True,226.0,False,8,8,False,,games5425898691,bf81d8692db,24.0,-2848.510009765625,4383.169921875,17.010000228881836,5890.30029296875,14233.1005859375,2.3000000417232513,0.19999999552965164,0.7000000029802322,-1801.7999267578125,255.0,0.0,,-0.009594137572881944,2.001186114493023,-0.00016031314371002162,True,8,8,False,246.0,False,
