,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_ball_cam,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
32,2434,72,False,False,0,9211.179521591548,3362.2900390625,-3027.7900390625,94.12000274658203,-1203.0999755859375,-20819.19921875,224.40000534057617,5957.60009765625,-355.29998779296875,616.8000030517578,0.0,1.042595434514607,-1.2414246927287196,-0.24509281640677952,76561198039431110,7orraN,21.0,3450.7900390625,-2762.469970703125,18.329999923706055,1771.1000061035156,-20517.5,3.100000023841858,-0.19999999552965164,2.5999999046325684,-604.7999954223633,174.0,41.0,,0.017064854505038595,-1.4859552157918203,-0.00012330397444957958,224.0,False,14,4,10,True,,76561198161522453,Big,6.0,-1556.5999755859375,-161.64999389648438,16.770000457763672,6113.3001708984375,-21191.10107421875,53.499999046325684,-7.799999713897705,-4.399999976158142,-3.4999999403953552,255.0,128.0,,0.010020128276537038,-1.2903097200291662,-0.00013417922629910218,True,152.0,False,12,12,False,,enpitsu,76561198039309853,25,1971.5799560546875,1012.1900024414062,17.049999237060547,6905.0,-17056.199951171875,2.5999999046325684,-0.29999999329447746,0.0,-257.2999954223633,255.0,128.0,,0.016799979435806807,-1.2098379020887375,0.00011833434967726582,True,61.0,False,6,False,6,22.0,games5425898691,bf81d8692db,25.0,3534.35009765625,-2120.409912109375,85.04000091552734,-549.900016784668,-22868.30078125,2253.300018310547,5498.4002685546875,-132.2000026702881,0.0,255.0,128.0,0.705243284868279,-1.5948898007366337,-2.1256359656887478e-05,True,13,False,18,0.0,False,,
33,2448,73,False,False,0,10063.013596919753,3305.8701171875,-4003.77001953125,93.12999725341797,-1126.9000244140625,-19500.799560546875,0.0,5977.0001220703125,-350.29998779296875,390.6999969482422,0.0,-0.8683914158050597,1.4067207813734854,2.5223342293483855,76561198039431110,7orraN,21.0,3449.050048828125,-3733.14990234375,18.329999923706055,-1436.300048828125,-18538.00048828125,1.5999999642372131,-0.5000000074505806,-0.7000000029802322,-223.70000839233398,255.0,128.0,,0.01709584210209978,-1.6647027239242347,4.4513882834336863e-05,220.9035098629613,True,14,4,10,True,,76561198161522453,Big,6.0,-1292.25,-1079.969970703125,17.010000228881836,6101.6998291015625,-21193.30078125,2.0000000298023224,-0.5000000074505806,-0.09999999776482582,0.0,255.0,128.0,,0.009608183143307148,-1.290469561933682,-4.732307915534576e-07,True,152.0,False,12,12,False,,enpitsu,76561198039309853,25,2169.10009765625,96.01000213623047,17.049999237060547,-284.89999771118164,-18030.10009765625,2.5999999046325684,-0.3999999910593033,-5.699999928474426,-1028.1999969482422,255.0,128.0,,0.01680532088519657,-1.6417649753926957,5.997479770685813e-05,True,61.0,False,6,False,6,,games5425898691,bf81d8692db,25.0,3510.5,-3110.760009765625,92.20999908447266,-544.5999908447266,-22751.201171875,-146.8000030517578,5498.4002685546875,-131.899995803833,0.0,255.0,128.0,-0.698750832778064,1.546774119718104,-3.1415700318590085,True,13,False,18,0.0,False,,
34,2461,73,False,False,0,10697.76962561059,3175.530029296875,-4752.669921875,263.9599914550781,-6627.0001220703125,-6775.3997802734375,7386.9000244140625,4662.39990234375,822.2000122070312,3685.7998657226562,0.0,0.6358257573793809,-0.9112752074718222,-0.39608476293132516,76561198039431110,7orraN,21.0,3358.3798828125,-4651.6201171875,159.0399932861328,-7198.900146484375,-15135.10009765625,11188.900146484375,-3542.39990234375,-4201.499938964844,-218.79999160766602,255.0,128.0,,-0.6251481004587159,-2.056119842282948,1.0883209992793816,180.17050317025956,True,14,4,10,True,,76561198161522453,Big,6.0,-982.3699951171875,-2157.22998046875,17.010000228881836,6101.6998291015625,-21193.30078125,2.0000000298023224,-0.5000000074505806,-0.09999999776482582,0.0,255.0,128.0,,0.009608183143307148,-1.290469561933682,-4.732307915534576e-07,True,152.0,False,12,12,False,,enpitsu,76561198039309853,25,2078.219970703125,-661.47998046875,17.049999237060547,-3529.7000122070312,-17543.699951171875,2.8999999165534973,0.0,0.0,-1458.3999633789062,255.0,128.0,,0.016774588787893667,-1.7882661510639473,-0.00023479131392043813,True,61.0,False,6,False,6,,games5425898691,bf81d8692db,25.0,3483.0400390625,-4268.06005859375,40.38999938964844,-553.6999893188477,-22867.5,-2381.9000244140625,1936.9000244140625,-297.8000068664551,65.19999980926514,255.0,128.0,-0.2826151410415972,-1.5947077926009006,0.0019450074623625169,True,14,False,18,0.0,False,,
35,2464,74,False,False,0,10741.70737621955,3069.550048828125,-4842.919921875,355.9100036621094,-16549.7998046875,-10365.10009765625,9707.899780273438,1131.2999725341797,-698.8999938964844,-2336.999969482422,0.0,0.9103701337965981,-0.34542055596021665,0.062235003761502414,76561198039431110,7orraN,21.0,3251.419921875,-4791.64013671875,287.4700012207031,-11302.900390625,-11199.89990234375,11630.2001953125,-72.1999979019165,-1875.8999633789062,99.39999580383301,255.0,119.0,,-0.6180475353634602,-2.3752704441328834,1.5911334659998542,170.74247759644706,True,14,4,10,True,,76561198161522453,Big,6.0,-916.3300170898438,-2386.81005859375,17.010000228881836,6101.6998291015625,-21193.30078125,2.0000000298023224,-0.5000000074505806,-0.09999999776482582,0.0,255.0,128.0,,0.009608183143307148,-1.290469561933682,-4.732307915534576e-07,True,152.0,False,12,12,False,,enpitsu,76561198039309853,25,1978.8900146484375,-954.5499877929688,17.049999237060547,-7646.500244140625,-15827.2998046875,2.5999999046325684,-2.3999999463558197,-4.900000095367432,-1111.6999816894531,255.0,0.0,,0.016774748540963808,-2.0847095852624244,0.0001044498293931467,True,92.0,False,6,False,6,15.0,games5425898691,bf81d8692db,25.0,3456.31005859375,-4486.3701171875,84.29000091552734,-3792.6998901367188,-17610.0,8932.7001953125,-3986.099853515625,-3783.2000732421875,-219.20000076293945,255.0,128.0,-0.5279974374812267,-1.756426147162276,0.5750461380067451,True,14,False,18,0.0,False,,
36,2486,74,False,False,0,10466.885315743106,1811.8900146484375,-4970.5400390625,842.6599731445312,-17310.6005859375,5053.599853515625,6169.7998046875,-444.0999984741211,2425.2000427246094,1363.2000732421875,0.0,-0.16190760601045653,-2.702298523140662,0.5320074085736861,76561198039431110,7orraN,21.0,1981.9200439453125,-5099.18017578125,693.6799926757812,-17943.299560546875,2960.5999755859375,4931.400146484375,-2.5,1308.2000732421875,6.700000166893005,222.0,255.0,,-0.3074608537793489,-3.123978098375298,1.565638781419356,164.0,False,15,4,10,True,,76561198161522453,Big,6.0,-414.7300109863281,-4050.6298828125,17.010000228881836,6410.7000732421875,-13065.6005859375,2.0999999344348907,0.0,0.7000000029802322,1646.6999816894531,0.0,254.0,,0.009901206136507933,-1.0695598529398538,8.544673663184505e-05,True,152.0,False,12,12,False,,enpitsu,76561198039309853,25,1162.3900146484375,-2059.0400390625,17.049999237060547,-12175.799560546875,-15024.49951171875,2.5,0.7000000029802322,-0.29999999329447746,-0.09999999776482582,128.0,0.0,,0.016788343738881887,-2.2518637175462985,2.4907862140224534e-05,True,72.0,False,6,False,6,,games5425898691,bf81d8692db,25.0,2446.9599609375,-5104.25,593.3900146484375,-15746.400146484375,190.79999923706055,-4834.800109863281,-50.10000228881836,-1924.7000122070312,89.89999771118164,255.0,0.0,0.3371190696385399,-3.139291046888272,1.5727241593967525,True,14,False,18,0.0,False,,
37,2515,75,False,False,0,9628.29470999049,23.479999542236328,-4444.2900390625,1126.81005859375,-16879.7998046875,8436.300048828125,2286.7999267578125,203.29999923706055,1188.6000061035156,2262.7000427246094,0.0,0.12186187947668707,0.11244483927888844,-1.5620036979920116,76561198039431110,7orraN,21.0,63.91999816894531,-4532.72998046875,967.6300048828125,-17854.599609375,7122.7001953125,1662.2000122070312,-188.99999618530273,3496.400146484375,4241.300048828125,128.0,128.0,,-0.9915265651243383,1.881010670715303,0.6753555244785476,129.5415915673779,True,16,4,10,True,,76561198161522453,Big,6.0,-63.349998474121094,-4538.18994140625,17.010000228881836,4645.799865722656,-5950.30029296875,1.899999976158142,-0.3999999910593033,-0.09999999776482582,0.0,250.0,128.0,,0.009522949524589734,-0.9078903599515109,1.7602921212273417e-05,True,152.0,False,12,12,False,,enpitsu,76561198039309853,25,-388.7799987792969,-2889.110107421875,17.049999237060547,-16000.799560546875,-984.4999694824219,2.5,0.5999999865889549,-0.5000000074505806,-6.899999976158142,128.0,128.0,,0.016811251807191428,-3.080991595248845,5.077325509533093e-05,True,90.0,False,6,False,6,,games5425898691,bf81d8692db,25.0,1942.4200439453125,-4492.3798828125,17.020000457763672,7449.5001220703125,9040.999755859375,1.2999999523162842,0.19999999552965164,0.7999999821186066,-2367.5999450683594,255.0,0.0,0.009543565680994324,0.8195042682690926,-4.8537873776348564e-05,False,14,False,18,0.0,False,,
38,2530,76,False,False,0,9121.409926367585,-896.510009765625,-3981.409912109375,1155.25,-16361.500244140625,9422.999877929688,-342.00000762939453,-717.0999908447266,2195.5999755859375,1943.3000183105469,0.0,0.4937961513765445,1.570287967069534,-0.9807873795548717,76561198039431110,7orraN,21.0,-920.1099853515625,-4109.10009765625,1029.02001953125,-17621.500244140625,8139.1998291015625,37.40000009536743,2262.5,3953.699951171875,3065.0,128.0,255.0,,-0.8898735184060399,0.8273915170024471,-1.723103156404455,104.63002999110888,True,16,4,10,True,,76561198161522453,Big,6.0,219.49000549316406,-4983.2998046875,17.010000228881836,2896.400146484375,-10021.199951171875,2.199999988079071,0.19999999552965164,-0.5000000074505806,-2799.2001342773438,247.0,0.0,True,0.00952274248841715,-1.4304664609555535,-0.00011850833529557083,True,152.0,False,12,12,False,,enpitsu,76561198039309853,25,-1149.8499755859375,-2926.68994140625,17.049999237060547,-14013.599853515625,723.6000061035156,3.0000001192092896,-0.9000000357627869,0.5000000074505806,-1800.7000732421875,255.0,128.0,,0.016785773002298457,3.0675595007724783,-0.00024914113933016484,True,90.0,False,6,False,6,,games5425898691,bf81d8692db,25.0,2615.7900390625,-4274.169921875,17.020000457763672,12856.700439453125,1191.9999694824219,0.7000000029802322,-0.5999999865889549,0.0,-6.700000166893005,255.0,128.0,0.009550966635226229,0.09135110970773887,5.3117829092888575e-05,True,14,False,18,0.0,False,,
39,2541,76,False,False,0,8743.502146768687,-1520.3800048828125,-3581.179931640625,1103.7900390625,-15019.300537109375,12184.89990234375,-1818.3000183105469,-30.399999618530273,1818.6000061035156,1966.7999267578125,0.0,0.21800804088915388,2.6753033722762884,-0.16800462741908814,76561198039431110,7orraN,21.0,-1585.2099609375,-3733.449951171875,1023.280029296875,-14891.800537109375,10414.89990234375,-1017.0999908447266,1123.7999725341797,5016.600036621094,1954.4999694824219,128.0,185.0,,0.12320749842346317,0.9371553421818275,0.3956684397990331,70.17192246580636,True,16,4,10,True,,76561198161522453,Big,6.0,234.75999450683594,-5324.27001953125,17.06999969482422,-3391.7001342773438,-6913.0999755859375,32.5,-149.20000076293945,18.200000524520874,-3351.400146484375,253.0,0.0,False,0.007735542409687753,-2.5665607772512176,0.0019780668617669387,True,152.0,False,12,12,False,,enpitsu,76561198039309853,25,-1724.72998046875,-2770.22998046875,17.049999237060547,-13301.500244140625,4680.0,2.5999999046325684,0.5999999865889549,-0.19999999552965164,-9.49999988079071,255.0,128.0,,0.016776449955054975,2.802026230296073,6.325608932327705e-05,True,90.0,False,6,False,6,,games5425898691,bf81d8692db,25.0,3056.219970703125,-4130.759765625,17.020000457763672,10465.799560546875,7917.2998046875,1.0999999940395355,-0.3999999910593033,-0.09999999776482582,2264.2999267578125,255.0,255.0,0.009554113212185135,0.712150336805124,4.812340890777051e-05,True,14,False,18,251.8712858615383,True,,
40,2556,77,False,False,0,8122.581442694237,-2325.85009765625,-2855.739990234375,916.510009765625,-13168.800048828125,16485.30029296875,-4068.699951171875,1207.2000122070312,1543.8999938964844,2136.9000244140625,0.0,-0.6195040031731628,-2.140253723713402,-0.29902152550221106,76561198039431110,7orraN,21.0,-2280.159912109375,-3104.449951171875,874.260009765625,-13673.199462890625,15180.50048828125,-4585.10009765625,1651.7999267578125,5238.3001708984375,284.0999984741211,128.0,128.0,,-0.16828014209154019,1.3119690784875508,3.0773163840998645,23.15729025358795,True,16,4,10,True,,76561198161522453,Big,6.0,-105.23999786376953,-5277.39013671875,16.8700008392334,-6570.9002685546875,5209.6002197265625,14.900000095367432,-30.499999523162842,4.399999976158142,-104.60000038146973,238.0,128.0,False,0.00779911952547439,2.4568399740254163,-0.0035872598653207276,True,152.0,False,12,12,False,,enpitsu,76561198039309853,25,-2392.47998046875,-2512.739990234375,17.049999237060547,-12578.599853515625,6348.499755859375,2.5999999046325684,0.09999999776482582,0.0,-208.70000839233398,255.0,128.0,,0.016775500831162322,2.655006336560278,0.00011068939905774892,True,90.0,False,6,False,6,,games5425898691,bf81d8692db,24.0,3300.52001953125,-3299.070068359375,17.020000457763672,-2323.9999389648438,17585.899658203125,-2.0000000298023224,0.0,-1.5000000596046448,1355.5999755859375,255.0,208.0,0.00957513217458206,1.741781241072861,0.00013909506129460846,True,14,False,18,204.85665364931992,True,,
41,2589,78,False,False,0,6411.320186841621,-3732.320068359375,-609.8099975585938,101.27999877929688,-8196.699829101562,14126.99951171875,6178.2000732421875,-5111.700134277344,-2938.2998657226562,1111.8000030517578,0.0,0.47716715414993127,1.5612221001744329,0.028483532408662048,76561198039431110,7orraN,21.0,-3745.669921875,-954.7999877929688,49.86000061035156,-5831.500244140625,13106.8994140625,139.60000038146973,1331.4999389648438,1822.5999450683594,-5015.400085449219,255.0,35.0,,-0.27470867888227607,0.5010688533390832,0.14946839257218664,,False,16,4,10,True,,76561198161522453,Big,6.0,-785.5700073242188,-4196.8701171875,17.0,-1213.6000061035156,12647.2998046875,3.1999999284744263,0.0,0.29999999329447746,-399.59999084472656,238.0,128.0,,0.009544134649210346,1.6320861423748285,0.00015517854233417538,True,152.0,False,12,12,False,,enpitsu,76561198039309853,25,-3819.530029296875,-837.489990234375,16.229999542236328,-13604.7998046875,18469.300537109375,663.6000061035156,-550.099983215332,1226.2000274658203,273.6000061035156,255.0,0.0,,-0.04771687696483381,2.2367580415216652,-0.02003477192559143,True,0.0,False,6,False,6,,games5425898691,bf81d8692db,24.0,2651.75,-789.2000122070312,90.70999908447266,-5869.2999267578125,21997.5,-142.89999961853027,-5313.900146484375,-1418.5000610351562,0.09999999776482582,255.0,,-1.0112401819053976,-1.309879367123732,3.141529035097336,True,15,False,20,171.0,False,,
42,2597,78,False,False,1,5818.917244892595,3966.510009765625,197.14999389648438,253.6699981689453,-1130.1000213623047,-19181.99951171875,7147.2998046875,1513.9999389648438,2863.5000610351562,-5050.4998779296875,1.0,-0.8890547387019349,0.41208695721042093,-2.5666082877071625,76561198039309853,enpitsu,25.0,4051.8798828125,321.489990234375,145.57000732421875,3036.7999267578125,-21448.60107421875,6007.8997802734375,1503.8999938964844,-2815.4998779296875,-1555.0,255.0,0.0,,0.2350526153235629,-1.7092731563400279,1.0676738817198288,0.0,False,6,False,6,True,,bf81d8692db,games5425898691,24.0,-2514.830078125,276.05999755859375,80.44999694824219,5873.499755859375,-22016.39892578125,-1022.3000335693359,3433.2000732421875,916.1000061035156,0.09999999776482582,255.0,,,0.8671369650703472,-1.8316028248772902,2.0657458109425647e-05,True,171.0,False,20,16,False,,7orraN,76561198039431110,21,3875.889892578125,665.25,32.310001373291016,4633.900146484375,-9963.900146484375,-1155.5000305175781,4106.9000244140625,-3359.4000244140625,1448.0000305175781,255.0,255.0,,-0.05596015090780751,0.2301208232289683,0.18186636404579842,True,,False,16,4,10,,Big,76561198161522453,6.0,805.8300170898438,3794.590087890625,17.0,514.5000076293945,-13377.099609375,3.1999999284744263,-0.0,0.7000000029802322,-3.0000001192092896,240.0,128.0,-0.009544715141970453,-1.6088069737037822,7.45915658260399e-05,True,12,False,12,152.0,False,,
43,2712,83,False,False,1,10280.516395901466,2950.179931640625,-4933.2001953125,875.6699829101562,19822.60009765625,10273.199462890625,8860.10009765625,2715.2999877929688,-586.8999862670898,-5318.0999755859375,1.0,-1.0104848471268855,-1.3984167634979368,2.8088191661611908,bf81d8692db,games5425898691,24.0,2741.10009765625,-4895.5400390625,699.1900024414062,17626.800537109375,8558.300170898438,193.89999389648438,-4169.100036621094,687.0999908447266,-3520.7000732421875,255.0,128.0,,0.23688888960773175,-2.230606577225805,-2.391523405019571,183.0,False,22,False,17,True,,76561198039309853,enpitsu,25.0,2212.919921875,-5102.93994140625,461.1099853515625,4253.299865722656,1.899999976158142,5934.7998046875,0.5999999865889549,1982.2000122070312,-1.899999976158142,255.0,255.0,,0.7245009568817266,-3.1192907991617305,-1.5560201046380706,True,210.0,False,6,6,False,,7orraN,76561198039431110,21,2688.31005859375,-4721.4501953125,536.1099853515625,-5891.400146484375,-17551.700439453125,5635.3997802734375,-479.50000762939453,-957.5,142.89999961853027,128.0,93.0,,1.3498692153365128,2.967379694299497,-1.924749913233519,True,166.3946840404183,True,20,6,12,,Big,76561198161522453,6.0,740.9600219726562,-520.0599975585938,17.0,1931.9999694824219,-1988.800048828125,3.400000035762787,0.5999999865889549,-1.7000000178813934,1097.0999908447266,255.0,255.0,-0.009498113821064642,-2.221980633821915,0.00013058295560750577,True,12,False,12,182.0,False,,
44,2762,84,False,False,1,8068.314102455593,3937.949951171875,-2332.89990234375,1170.1600341796875,-6240.5999755859375,22026.79931640625,-4330.0,-1449.1999816894531,-600.4999923706055,-788.8999938964844,1.0,-0.5880399201043313,-2.733760359980515,2.513522958930907,bf81d8692db,games5425898691,24.0,4046.469970703125,-2504.64990234375,1209.6199951171875,-3566.300048828125,20166.199951171875,-1721.4999389648438,-694.1000366210938,-52.10000038146973,-452.99999237060547,255.0,169.0,,-0.12761167291752493,1.5919808110337836,-1.573820509352826,98.0,False,24,False,18,True,,76561198039309853,enpitsu,25.0,2490.5,-3947.449951171875,17.030000686645508,-5212.1002197265625,15788.199462890625,1.0000000149011612,-0.3999999910593033,-0.3999999910593033,0.0,255.0,128.0,,-0.016733755757492176,1.2519410911445354,2.46781143541835e-05,True,168.0,False,6,6,False,,7orraN,76561198039431110,21,2916.679931640625,-4158.93017578125,823.0700073242188,4940.400085449219,13028.1005859375,-349.1999816894531,-4242.900085449219,-724.4000244140625,3423.800048828125,128.0,170.0,,-0.7615127018484132,-1.5799912127847227,2.513364250475876,True,78.0,False,22,6,13,,Big,76561198161522453,6.0,2056.159912109375,-132.67999267578125,17.0,8469.500122070312,1456.7999267578125,3.4999999403953552,-1.2999999523162842,0.09999999776482582,2087.5999450683594,128.0,255.0,-0.009590648872565114,2.9597336244980683,0.00015399853938400084,True,12,False,12,182.0,False,,
45,2795,86,False,False,0,5811.9714981451825,-3245.56005859375,-175.8800048828125,217.1999969482422,-11791.99951171875,12508.00048828125,-3023.9999389648438,-2801.099853515625,123.80000114440918,-5304.5001220703125,0.0,-1.043832937429768,1.3942109578554123,2.2011816227011485,76561198161522453,Big,6.0,-3124.530029296875,-316.6099853515625,174.22999572753906,-13058.800048828125,3278.3999633789062,2770.5999755859375,-2061.699981689453,-653.7000274658203,-427.2999954223633,255.0,0.0,,0.009468488258297136,-2.8378772885381496,0.017980480664921833,182.0,False,14,False,13,True,,76561198039431110,7orraN,21.0,-3711.0400390625,2432.1201171875,444.1300048828125,-9857.39990234375,-17660.0,-7985.999755859375,-1006.6999816894531,-518.4000015258789,869.1999816894531,134.0,172.0,,0.14658539904362028,-1.9201827398036806,-0.3744359348298312,True,12.139354895519952,True,22,14,6,,enpitsu,76561198039309853,25,-1535.800048828125,2238.659912109375,17.030000686645508,14948.299560546875,-5794.0997314453125,5.199999809265137,-5.299999713897705,1.5000000596046448,-226.39999389648438,255.0,0.0,True,0.016769862261181843,-0.3176845038495344,-0.00039713753941352957,True,199.0,False,6,False,6,,games5425898691,bf81d8692db,24.0,-3322.5,-173.42999267578125,1056.489990234375,6024.5001220703125,-21891.201171875,-3671.300048828125,235.20000457763672,183.29999923706055,166.8000030517578,255.0,162.0,0.34548056879864236,-1.322965533846794,-1.307512991394969,True,20,False,24,98.0,False,,
46,2818,86,False,False,0,5372.228665955133,-3958.419921875,726.1099853515625,253.57000732421875,14505.699462890625,-6274.2999267578125,6840.0,-2518.800048828125,-1028.499984741211,5347.60009765625,0.0,-0.048936907565338396,1.8299589695259975,-1.9882127955167428,76561198039431110,7orraN,21.0,-4069.179931640625,901.1300048828125,203.6199951171875,-440.2000045776367,-17552.60009765625,2194.7999572753906,1015.5000305175781,999.5999908447266,21.600000858306885,241.0,206.0,,-0.13280803696131552,-1.6185170080546816,-1.3438385947126184,0.0,False,22,6,14,True,,76561198161522453,Big,6.0,-4035.590087890625,-342.92999267578125,168.89999389648438,-2677.6998901367188,-301.8000030517578,-1619.1000366210938,-1206.9000244140625,-480.2000045776367,5344.2999267578125,255.0,255.0,,0.1776492812236787,-2.0344627772362007,-1.2092498061476662,True,182.0,False,14,14,False,,enpitsu,76561198039309853,25,-1091.1500244140625,1398.5400390625,17.040000915527344,-8800.0,-7861.500244140625,4.600000083446503,0.19999999552965164,0.19999999552965164,-2424.4000244140625,255.0,0.0,False,0.01671578556972262,-2.4787746918780345,5.2291945586577895e-05,True,199.0,False,6,False,6,,games5425898691,bf81d8692db,24.0,-2826.60009765625,-1946.3599853515625,532.4199829101562,5916.7999267578125,-20449.100341796875,-8707.5,-122.5,-1157.9000091552734,854.3000030517578,255.0,128.0,-0.06108739033368338,-0.05842859312803025,-0.9649418581929381,True,20,False,24,98.0,False,,
47,2882,89,False,True,1,4413.707153028376,732.02001953125,729.3400268554688,120.0199966430664,-2263.6000061035156,20356.199951171875,6856.5997314453125,1136.9000244140625,-3685.7998657226562,-4595.799865722656,1.0,-0.2124779418923098,-2.8425671829201877,-1.7166312207807675,76561198039309853,enpitsu,25.0,645.5599975585938,569.4600219726562,57.58000183105469,-11683.1005859375,19653.900146484375,2495.0999450683594,-15.499999523162842,-2959.2999267578125,-276.8000030517578,255.0,128.0,,-0.01923735309865837,1.1739425466804814,-0.0988121366932893,146.0,False,8,False,7,True,,bf81d8692db,games5425898691,24.0,3242.300048828125,3911.0,17.010000228881836,2768.800048828125,-10733.800048828125,2.3999999463558197,0.09999999776482582,-0.09999999776482582,-2383.2000732421875,255.0,0.0,,-0.009545602427933435,-1.764663677921578,-2.2311659723168476e-05,True,255.0,False,24,20,False,,7orraN,76561198039431110,21,3326.9599609375,2648.330078125,30.559999465942383,-5513.2000732421875,7538.499755859375,-707.3999786376953,2386.999969482422,-594.900016784668,-2908.800048828125,255.0,128.0,,0.10989855666929926,0.5839396520361811,0.20480851847663015,,31.0,False,24,6,14,,Big,76561198161522453,6.0,994.5900268554688,1132.800048828125,106.77999877929688,-22722.39990234375,-1721.7999267578125,3104.5001220703125,-14.199999570846558,185.0,-133.69999885559082,255.0,128.0,0.018304611269652483,-0.06808250841698439,-2.5829043432710794e-06,True,14,False,16,59.0,False,,
48,2886,89,False,False,0,6129.38151132798,-697.2999877929688,-986.1599731445312,206.63999938964844,8102.19970703125,8326.599731445312,9516.500244140625,2406.0000610351562,-173.60000610351562,5493.599853515625,0.0,-0.12489075393422663,2.3880928747771737,-1.3854676256694733,76561198161522453,Big,6.0,-804.989990234375,-1118.4000244140625,130.17999267578125,22777.39990234375,1724.7999572753906,2563.5000610351562,-2.5,80.60000419616699,-113.50000381469727,255.0,128.0,,-0.02590660243183296,0.057869910076796344,0.0001839113970730235,59.0,False,16,False,14,True,,76561198039431110,7orraN,21.0,-3278.0,-2707.530029296875,23.920000076293945,6073.2000732421875,-7040.0,-731.1000061035156,-684.8000335693359,1356.9000244140625,-3698.9999389648438,255.0,255.0,,-0.1366608105646541,-0.8772745843978375,0.018055023811624896,,24.691526753928073,True,24,14,6,,enpitsu,76561198039309853,25,-548.260009765625,-734.4099731445312,75.0,11591.099853515625,-19794.200439453125,1683.3000183105469,4875.4998779296875,2314.7000122070312,-1058.7999725341797,128.0,128.0,,0.5435676057080765,-1.29322980396107,-0.24739658682919846,True,146.0,False,8,False,7,,games5425898691,bf81d8692db,24.0,-3254.469970703125,-3741.85009765625,17.010000228881836,663.3000183105469,11954.300537109375,-0.19999999552965164,0.29999999329447746,4.600000083446503,-1058.1999969482422,255.0,128.0,0.009551838274469997,1.4475957812683773,0.0001981840286506025,True,20,False,24,248.6915267539281,True,,
49,2979,92,False,False,0,4447.4216775269815,1784.989990234375,1591.5,280.07000732421875,-19691.99951171875,17120.2001953125,11285.10009765625,-2950.8999633789062,5056.400146484375,1312.7999877929688,0.0,-0.2351336833649729,-2.9542836539084942,0.40698021959461805,76561198161522453,Big,6.0,1903.31005859375,1499.0999755859375,165.60000610351562,-19640.6005859375,5152.8997802734375,1984.9000549316406,18.700000047683716,4277.200012207031,-3268.599853515625,255.0,128.0,,-0.5382243188858793,2.802959959458406,0.06928088685710927,162.0,False,18,False,16,True,,76561198039431110,7orraN,21.0,1507.969970703125,-4080.050048828125,66.83000183105469,18680.0,5700.999755859375,-2558.300018310547,761.9000244140625,1080.1000213623047,-1328.5000610351562,255.0,82.0,,-0.12012135748398187,0.1547214422912723,0.003573520281462115,False,0.0,False,28,18,6,,enpitsu,76561198039309853,25,3535.989990234375,0.6899999976158142,17.030000686645508,-1464.7999572753906,22557.80029296875,5.099999904632568,0.0,0.3999999910593033,75.99999904632568,255.0,128.0,,0.016782708934288834,1.6433864063432637,-5.48664834291068e-05,False,0.0,False,8,False,8,,games5425898691,bf81d8692db,25.0,-826.77001953125,2740.64990234375,17.010000228881836,-6499.000244140625,20099.200439453125,2.3000000417232513,0.7000000029802322,-0.5000000074505806,1929.1999816894531,255.0,225.0,0.009628407969329976,1.962308316359589,3.664902524888032e-06,True,22,False,26,118.0,False,,
