,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
10,920,27,False,False,1,2169.0380727493316,1874.510009765625,3204.219970703125,1277.949951171875,-422.99999237060547,6641.500244140625,10557.60009765625,-1005.2999877929688,4464.200134277344,-3880.5999755859375,1.0,0.07032800332548761,2.9613581003827845,1.2687855124097094,bf81d8692db,games5425898691,19.0,1917.9300537109375,3170.2099609375,1094.3299560546875,-2813.9999389648438,-4511.300048828125,6685.9002685546875,-1964.2999267578125,-989.7000122070312,98.29999923706055,255.0,0.0,,1.3154967841221337,1.277570554126612,1.758227065433134,True,10,114.47078714575817,True,14,False,,76561198039309853,enpitsu,31.0,-668.3300170898438,5141.669921875,17.020000457763672,1737.7000427246094,4149.700012207031,11.299999952316284,-4.4999998807907104,-0.3999999910593033,-1995.0,255.0,0.0,False,-0.01638589436696783,1.8915830530334918,5.414019957561364e-05,True,6,124.0,False,6,False,,Chase Carneson,bc9c52d485b,9.0,779.9500122070312,5835.72021484375,51.209999084472656,4048.2000732421875,-4344.800109863281,-1430.0999450683594,-2001.9000244140625,-129.3000030517578,-2586.7001342773438,255.0,0.0,False,-0.21318204623618314,-2.3271564468361974,0.2914932756602036,True,12,31.0,False,12,False,,Jimmy FiveTimes,76561198021881499,28,1789.2099609375,4728.08984375,17.010000228881836,13961.8994140625,285.79999923706055,2.0999999344348907,0.5000000074505806,0.29999999329447746,0.0,255.0,128.0,False,-0.00954442243218983,3.1210973742129577,-4.7856844319501654e-05,True,71.0,False,12,False,12,
11,1001,30,False,False,0,9813.363044350635,-1546.3399658203125,-4651.7900390625,116.12999725341797,7829.000244140625,12563.299560546875,-3898.800048828125,-2458.9999389648438,-5152.8997802734375,1844.1000366210938,0.0,-0.5011868101594332,-1.9818612938818279,0.927063819821358,76561198021881499,Jimmy FiveTimes,28.0,-1680.9300537109375,-4764.39990234375,17.010000228881836,12804.7998046875,-433.49998474121094,2.3000000417232513,0.0,0.29999999329447746,2100.2000427246094,255.0,255.0,False,0.009532317814452965,0.010353192946145935,8.711029146984216e-05,True,12,255.0,False,12,False,,bc9c52d485b,Chase Carneson,9.0,-578.0800170898438,-5354.7998046875,17.700000762939453,-2435.0,3913.599853515625,-82.70000457763672,160.79999923706055,114.60000038146973,3.0000001192092896,255.0,128.0,False,0.03162763107292593,2.1281404715490058,0.012057875905139832,True,12,31.0,False,12,False,,games5425898691,bf81d8692db,19.0,-1403.739990234375,-1811.239990234375,14.680000305175781,352.20001220703125,5560.7000732421875,456.6999816894531,-101.00000381469727,-579.900016784668,-2094.7999572753906,255.0,0.0,,0.002257608140049741,1.551452632096515,0.02829313393769123,True,10,113.0,False,14,False,,enpitsu,76561198039309853,31,-2949.89990234375,-3368.06005859375,17.040000915527344,-8820.999755859375,19260.799560546875,4.300000071525574,-0.29999999329447746,0.5000000074505806,-2023.2000732421875,255.0,0.0,False,0.016764528275218262,1.926606708956761,-7.09272109573188e-05,True,12.0,False,6,False,6,
12,1031,31,False,False,0,8612.729125900358,-925.1099853515625,-3472.679931640625,112.66999816894531,-279.4000053405762,16121.400146484375,2210.2000427246094,-1116.2000274658203,2185.8999633789062,5475.0,0.0,-0.5367568979517893,-2.199699280371934,1.0396826599075615,76561198021881499,Jimmy FiveTimes,28.0,-871.469970703125,-3712.77001953125,17.010000228881836,5949.1998291015625,16588.299560546875,-0.09999999776482582,1.4000000059604645,3.799999952316284,877.6000213623047,255.0,255.0,False,0.009585500051062743,1.2239030206683899,0.00015626985687956725,True,12,201.79706679877418,True,12,False,,bc9c52d485b,Chase Carneson,9.0,-693.260009765625,-5118.02001953125,17.049999237060547,-313.99999618530273,1143.1999969482422,2.5,0.7999999821186066,0.19999999552965164,0.0,255.0,128.0,False,0.016589803980327413,1.8389330790059926,4.946566867316187e-06,True,12,31.0,False,12,False,,games5425898691,bf81d8692db,19.0,-779.969970703125,-1698.0699462890625,17.010000228881836,4937.9998779296875,-9050.800170898438,0.09999999776482582,0.3999999910593033,-0.29999999329447746,-2411.699981689453,255.0,0.0,,0.009525282752634525,-1.118476046182625,-2.3811255060212842e-05,True,10,91.05964754473779,True,14,False,,enpitsu,76561198039309853,31,-1897.699951171875,-1950.3699951171875,17.040000915527344,19151.500244140625,812.9000091552734,4.300000071525574,0.7999999821186066,0.0,-1899.2999267578125,255.0,0.0,False,0.016772288119364355,-0.014648497153262219,-0.0001066640930753778,True,0.0,False,6,False,6,
13,1043,31,False,False,0,7931.956463141011,-953.22998046875,-2791.75,158.27999877929688,-6235.4998779296875,15866.400146484375,3823.599853515625,287.7000045776367,4427.099914550781,4039.5001220703125,0.0,-0.21071413505562175,0.5862195309154309,0.29746313267940305,76561198021881499,Jimmy FiveTimes,28.0,-900.72998046875,-2785.6201171875,16.600000381469727,-9299.199829101562,18284.89990234375,-64.0999984741211,17.100000381469727,52.60000228881836,2071.6000366210938,255.0,255.0,False,0.005947083457953148,2.1258758649029637,0.0024875850443095405,True,12,164.19985373814905,True,12,False,,bc9c52d485b,Chase Carneson,9.0,-738.02001953125,-4955.18017578125,17.049999237060547,-1666.199951171875,6064.7998046875,2.5,-0.29999999329447746,0.0,0.0,255.0,128.0,False,0.016589803980327413,1.8389330790059926,4.946566867316187e-06,True,12,31.0,False,12,False,,games5425898691,bf81d8692db,19.0,-735.6699829101562,-2169.6298828125,19.479999542236328,-3205.0,-12849.599609375,2959.1000366210938,0.09999999776482582,0.7000000029802322,-1788.0000305175781,255.0,15.0,,0.009567431685549736,-1.865440011042017,2.2547805571490126e-05,True,10,74.0,False,15,False,,enpitsu,76561198039309853,31,-1154.3699951171875,-2231.4599609375,52.189998626708984,14409.599609375,-10509.300537109375,3605.1998901367188,-0.19999999552965164,3.6000001430511475,-993.4999847412109,128.0,0.0,False,0.017048391931188574,-0.7253366649660595,0.000784099980106839,True,0.0,False,8,False,7,
14,1100,33,True,True,0,5048.73348686167,-2093.260009765625,235.27999877929688,124.2300033569336,6348.900146484375,23046.8994140625,4344.2999267578125,2299.199981689453,-4282.200012207031,2072.7999877929688,0.0,-1.1349571734460102,0.16882953085502977,2.0952091151019183,76561198021881499,Jimmy FiveTimes,28.0,-2191.669921875,130.27000427246094,16.40999984741211,5090.4998779296875,18676.99951171875,-650.4000091552734,271.1000061035156,1140.2999877929688,636.8999862670898,255.0,255.0,,0.010183299983708333,1.2990924956690153,0.010220323635886928,True,12,137.8727913595015,True,12,False,,bc9c52d485b,Chase Carneson,9.0,-2144.93994140625,-3410.840087890625,17.049999237060547,-492.59998321533203,13155.799560546875,2.5,0.0,-1.5000000596046448,-194.3000030517578,255.0,,,0.016738223525089503,1.5863845664866065,0.0001838141706244719,True,12,61.0,False,12,False,,games5425898691,bf81d8692db,19.0,-2945.1201171875,-3502.52001953125,16.989999771118164,-14564.89990234375,11916.800537109375,2.5,-0.29999999329447746,0.09999999776482582,-1979.9000549316406,255.0,0.0,,0.009584236314865923,2.384933669172469,-3.02278037221655e-05,True,12,70.8727913595015,True,16,False,,enpitsu,76561198039309853,31,-1283.5400390625,-4875.1298828125,17.049999237060547,821.2999725341797,1233.7999725341797,2.5999999046325684,-3.4999999403953552,-1.5999999642372131,2.0999999344348907,,,,0.016746875524140226,0.9835116938822969,0.00021259764592661105,True,31.0,False,8,False,8,
15,1426,36,False,False,1,5195.104940587518,27.829999923706055,17.950000762939453,174.55999755859375,10925.699462890625,11855.799560546875,13125.30029296875,5214.69970703125,1114.1999816894531,-2750.4000854492188,1.0,0.110475313985617,-0.0658986901447112,-0.4225788418547422,76561198039309853,enpitsu,31.0,-4.409999847412109,-87.4800033569336,113.51000213623047,781.2000274658203,6450.30029296875,1127.2000122070312,-1009.8000335693359,1257.0999908447266,-5258.2000732421875,255.0,255.0,,-1.0204141472914192,2.5444985641282725,-0.7173646282708516,True,1,31.0,False,2,False,,bf81d8692db,games5425898691,19.0,2675.969970703125,-4221.02978515625,17.010000228881836,19274.100341796875,-2956.7001342773438,2.3000000417232513,-0.29999999329447746,-0.0,1962.2999572753906,255.0,255.0,,-0.009585225201280412,-3.0593786461992454,3.230918019394644e-05,True,False,0.0,False,False,False,,Chase Carneson,bc9c52d485b,9.0,-36.06999969482422,143.8699951171875,64.95999908447266,4725.899963378906,-5450.7000732421875,3301.199951171875,-5374.7998046875,960.4000091552734,661.8000030517578,255.0,250.0,,0.41279712853206263,-1.930391643652873,-0.10186330941341949,True,3,11.0,False,4,False,,Jimmy FiveTimes,76561198021881499,28,-0.0,4886.10986328125,17.010000228881836,-0.0,-3727.6998901367188,2.0999999344348907,1.4000000059604645,-0.0,0.0,255.0,,,-0.009391819022345399,-1.5709269229541156,6.131740875852723e-07,True,116.0,False,4,False,4,
16,1517,39,False,False,1,4264.841606883118,3582.610107421875,1827.75,245.77000427246094,-939.5999908447266,20916.79931640625,13535.899658203125,4866.499938964844,-2216.300048828125,-2721.099853515625,1.0,-0.6400459138387654,2.5468011637627677,1.0714574871760443,bf81d8692db,games5425898691,19.0,3558.77001953125,1700.5999755859375,141.35000610351562,-3402.9998779296875,21542.900390625,848.8999938964844,-3014.5001220703125,850.5000305175781,2823.5000610351562,255.0,128.0,,-0.1919868650544571,1.5940738047681897,0.3648106019470921,True,3,175.4494967922088,True,4,False,,76561198039309853,enpitsu,31.0,698.97998046875,-613.3499755859375,17.049999237060547,-11424.3994140625,-4676.099853515625,2.5,1.5000000596046448,0.29999999329447746,-129.89999771118164,255.0,0.0,,-0.016706851716117452,-0.37311710686934185,0.00017234358817461238,True,2,31.0,False,2,False,,Chase Carneson,bc9c52d485b,9.0,1000.9600219726562,2032.6700439453125,16.649999618530273,-2699.1000366210938,13460.699462890625,70.9000015258789,-0.7000000029802322,5.099999904632568,5.899999737739563,255.0,128.0,,-0.016430231608409243,1.373059636989286,-0.0003866653237109431,True,6,42.0,False,6,False,,Jimmy FiveTimes,76561198021881499,28,3213.0400390625,3682.639892578125,17.010000228881836,1628.3000183105469,3424.4000244140625,2.0999999344348907,-0.3999999910593033,0.09999999776482582,-1871.1000061035156,0.0,255.0,True,-0.009706036253658465,-0.8052691195020768,-5.8745053268542715e-05,True,255.0,False,4,False,4,
17,1608,42,False,False,0,10090.539588786547,-807.3200073242188,-4950.14990234375,601.8599853515625,1199.1999816894531,-15944.200439453125,9713.400268554688,-1225.5000305175781,5465.5999755859375,-2150.500030517578,0.0,-0.623509016330297,-2.5557216291493785,1.8790334565538083,bc9c52d485b,Chase Carneson,9.0,-793.6599731445312,-4882.77978515625,422.70001220703125,-1656.6000366210938,-8402.2998046875,1020.9999847412109,2331.199951171875,-1268.7999725341797,-4817.099914550781,255.0,189.0,False,-1.140786131579606,-2.321006229618144,-0.8390086335389446,True,7,0.0,False,8,False,,76561198021881499,Jimmy FiveTimes,28.0,-555.6099853515625,-5094.41015625,123.5199966430664,4630.400085449219,-1008.8999938964844,3844.4000244140625,-7.300000190734863,16.699999570846558,-18.899999856948853,128.0,128.0,False,0.0047992852483414675,2.906916634510928,0.006382014021343244,True,4,157.0,False,6,False,,games5425898691,bf81d8692db,19.0,-3579.419921875,-3179.760009765625,16.950000762939453,13241.600341796875,4474.2999267578125,26.600000858306885,46.19999885559082,55.59999942779541,-2128.2000732421875,255.0,0.0,,0.007501509738398672,0.2666850025782683,-0.003212200835984792,True,4,160.0,False,4,False,,enpitsu,76561198039309853,31,1463.0999755859375,-1951.260009765625,17.049999237060547,8768.800048828125,-9645.30029296875,3.1999999284744263,0.0,-0.09999999776482582,-2310.800018310547,255.0,0.0,,0.016753121689015767,-0.8972422468369708,-1.1249754581418942e-05,True,61.0,False,2,False,2,
18,1676,45,False,False,1,2376.518939108576,131.10000610351562,2889.93994140625,276.75,1023.7000274658203,1585.2999877929688,2275.2000427246094,5377.60009765625,-749.7000122070312,-2553.2000732421875,1.0,-0.01657417505478759,1.7124645808049461,-0.8446632896738532,bf81d8692db,games5425898691,19.0,89.44000244140625,2768.419921875,160.16000366210938,-7929.5001220703125,3393.0999755859375,-138.100004196167,-2379.9000549316406,4921.499938964844,-603.6000061035156,255.0,0.0,,0.2981626119225779,1.5156105876177928,2.2916582307503086,True,5,138.0,False,6,False,,76561198039309853,enpitsu,31.0,-382.92999267578125,3310.22998046875,17.049999237060547,1625.0,-689.8999786376953,2.5999999046325684,-0.5000000074505806,-0.5999999865889549,0.0,255.0,0.0,,-0.01660481995265463,-2.740075555666904,2.8784328159919998e-05,True,2,92.0,False,2,False,,Chase Carneson,bc9c52d485b,9.0,568.5399780273438,5923.18994140625,110.62999725341797,-618.6000061035156,1735.5999755859375,2084.499969482422,1401.9999694824219,-1187.6000213623047,1146.2999725341797,255.0,225.0,False,0.8571422512192153,1.460981291233564,-0.08132132001062103,True,8,0.0,False,8,False,,Jimmy FiveTimes,76561198021881499,28,-300.42999267578125,4606.5498046875,17.010000228881836,-291.5999984741211,-875.8999633789062,2.0000000298023224,0.7999999821186066,-0.7000000029802322,17.200000286102295,255.0,128.0,False,-0.009373099727209785,-1.2351149306484583,-3.27581932500362e-05,True,157.0,False,6,False,6,
19,1704,46,False,False,1,2182.780453175284,241.22999572753906,3057.739990234375,163.7899932861328,5844.7998046875,8151.5997314453125,-218.79999160766602,-722.9000091552734,-2281.6000366210938,1441.4999389648438,1.0,-0.14627041109143235,1.6370865877686398,-0.8808527420054578,76561198039309853,enpitsu,31.0,130.00999450683594,2951.360107421875,79.45999908447266,9197.5,-4276.300048828125,3440.4000854492188,421.30001068115234,815.2999877929688,2597.9998779296875,128.0,255.0,,-0.10255240231230649,-2.9598852386217085,0.015074872306053574,True,2,68.0,False,4,False,,bf81d8692db,games5425898691,19.0,-716.5,3084.760009765625,22.989999771118164,-6957.2998046875,2355.5999755859375,-2127.2999572753906,4403.299865722656,1002.2000122070312,2115.0999450683594,255.0,255.0,,0.17001519305260335,-1.1230856536592977,0.10060548152883521,True,6,138.0,False,6,False,,Chase Carneson,bc9c52d485b,9.0,29.469999313354492,5935.6201171875,121.69000244140625,-5621.300048828125,-4601.600036621094,-6570.7000732421875,-3647.60009765625,-1796.9000244140625,1638.8999938964844,255.0,217.0,False,-0.7310324962187359,-0.7918136251708155,-0.593723048721231,True,8,0.0,False,8,False,,Jimmy FiveTimes,76561198021881499,28,155.08999633789062,3869.860107421875,17.010000228881836,8081.400146484375,-12843.599853515625,0.0,0.9000000357627869,-1.7000000178813934,-1998.0999755859375,255.0,0.0,False,-0.009610435222260367,-2.07864782361283,-9.906181036782355e-05,True,112.50867954889938,True,6,False,6,
20,1711,46,False,False,0,8391.125709864451,-384.1499938964844,-3235.5,145.05999755859375,-14874.7998046875,24947.099609375,8457.5,4533.500061035156,1837.7000427246094,3474.1000366210938,0.0,0.38326420704750647,-1.3970968320691517,-1.4295733295421453,76561198021881499,Jimmy FiveTimes,28.0,-321.0400085449219,-3389.610107421875,79.44000244140625,-4503.299865722656,18111.300048828125,2022.1000671386719,-1878.2000732421875,-3741.199951171875,3567.2000122070312,255.0,128.0,False,0.16308075595572563,1.6832503173150266,-0.06154231955510322,True,7,99.0,False,8,False,,bc9c52d485b,Chase Carneson,9.0,47.86000061035156,-5712.72021484375,28.8700008392334,861.6999816894531,10793.699951171875,-294.4000053405762,31.500000953674316,-46.19999885559082,502.40001678466797,255.0,128.0,False,0.029312300800781885,1.536499471644478,0.003244301547959538,True,8,0.0,False,8,False,,games5425898691,bf81d8692db,19.0,795.8800048828125,-3079.219970703125,16.969999313354492,426.3999938964844,2069.7999572753906,13.799999952316284,2.8999999165534973,3.6000001430511475,1715.0,255.0,255.0,,0.00963440396899672,1.537854266398758,-0.0001739652523772557,True,6,138.0,False,6,False,,enpitsu,76561198039309853,31,-364.05999755859375,-2847.68994140625,131.67999267578125,-9785.30029296875,4287.300109863281,1322.2000122070312,-130.79999923706055,-1986.3999938964844,5127.0001220703125,128.0,128.0,,0.4953911355696626,-2.277703506433945,-0.026384667953296224,True,68.0,False,4,False,2,
21,1864,52,False,False,1,10174.640580440748,1339.0400390625,-5024.990234375,352.739990234375,6672.5,2451.0000610351562,-5917.1002197265625,677.3000335693359,251.70000076293945,-1805.7000732421875,1.0,-0.7168255643055701,-1.1357116969997187,0.5672858157799803,bf81d8692db,games5425898691,19.0,1300.550048828125,-4913.759765625,483.7300109863281,6222.0001220703125,-4065.8999633789062,673.6000061035156,5381.7999267578125,-1132.5,-58.69999885559082,255.0,78.0,,-0.6452361828392864,-1.907779735268049,0.7635798179445751,True,7,25.79965571434267,True,10,False,,76561198039309853,enpitsu,31.0,3168.219970703125,-4038.340087890625,17.049999237060547,-4203.999938964844,-16319.000244140625,3.0000001192092896,-0.19999999552965164,-1.0000000149011612,-1916.300048828125,255.0,0.0,,-0.016781047781448663,-1.264444693435063,-0.00011266818351492476,True,6,255.0,False,8,False,310.0,Chase Carneson,bc9c52d485b,9.0,1127.1300048828125,112.18000030517578,17.049999237060547,1504.4999694824219,-21449.29931640625,3.0000001192092896,-0.0,0.19999999552965164,2047.4000549316406,255.0,238.0,,-0.01676781901755867,-1.7180212578109015,2.0113808058956545e-05,True,8,184.0,False,8,False,,Jimmy FiveTimes,76561198021881499,27,1268.3800048828125,-4727.22998046875,252.4199981689453,-11259.69970703125,-17053.199462890625,3625.5999755859375,1642.5999450683594,1187.5,-822.6000213623047,255.0,255.0,False,0.8789506572476871,-1.426615853938541,-0.36073442978329195,True,176.0,False,10,False,9,
22,1914,54,False,False,1,9954.23207632453,2263.080078125,-4719.91015625,125.43000030517578,4025.2999877929688,-3405.1998901367188,341.3999938964844,-327.79998779296875,4740.4998779296875,-1984.4000244140625,1.0,0.9637699638060582,0.946880673861542,1.3115766993907882,76561198039309853,enpitsu,31.0,2260.409912109375,-4624.2900390625,17.049999237060547,1512.7000427246094,-201.20000839233398,2.5,-0.19999999552965164,-1.1999999731779099,0.09999999776482582,0.0,128.0,,-0.016928185066180625,0.13260402882211147,-4.825179619356592e-06,True,6,255.0,False,8,False,,bf81d8692db,games5425898691,19.0,1501.030029296875,-5102.990234375,531.6300048828125,-7244.89990234375,2.7000001072883606,-1792.7999877929688,-0.0,-2424.7000122070312,0.0,255.0,0.0,,-0.20493437149215904,-0.009727886613618555,1.5727625233130627,True,8,21.0,False,10,False,,Chase Carneson,bc9c52d485b,9.0,2352.699951171875,-3356.780029296875,17.049999237060547,4151.400146484375,-19403.1005859375,2.5,-0.09999999776482582,0.29999999329447746,0.0,255.0,128.0,,-0.016782942027905458,-1.7815711120867108,3.367326237727456e-05,True,8,184.0,False,8,False,,Jimmy FiveTimes,76561198021881499,27,-285.82000732421875,-4261.419921875,16.920000076293945,-166.20000839233398,199.89999771118164,23.19999933242798,-3.100000023841858,-3.4999999403953552,454.90001678466797,255.0,255.0,False,-0.009631945802501738,-2.970264743783064,0.0003695107031604135,True,207.0,False,10,False,10,
23,1934,54,False,False,1,10218.457310131053,2545.219970703125,-4944.490234375,102.48999786376953,-8013.900146484375,-14183.299560546875,3921.7001342773438,355.09998321533203,-70.99999904632568,-5989.000244140625,1.0,-1.2340035965616494,1.903955577254813,-0.9040905520387208,76561198039309853,enpitsu,31.0,2669.590087890625,-4857.56982421875,38.72999954223633,6850.30029296875,-19137.2998046875,2576.7999267578125,320.49999237060547,-1148.3000183105469,-608.8999938964844,128.0,128.0,False,-0.016456232396481054,1.3766287175208034,0.004032750865183668,True,6,255.0,False,8,False,,bf81d8692db,games5425898691,19.0,1169.3599853515625,-5009.2099609375,23.510000228881836,-594.7000122070312,4587.60009765625,-1366.199951171875,3350.7000732421875,295.5999946594238,901.5000152587891,128.0,250.0,,-0.17074367997770515,1.4916263244084655,-0.027446955052966245,True,8,21.0,False,10,False,,Chase Carneson,bc9c52d485b,9.0,2740.1298828125,-4776.7998046875,17.06999969482422,5604.4000244140625,-17589.69970703125,34.000000953674316,-1139.1000366210938,4297.39990234375,-383.4000015258789,255.0,0.0,,-0.018307484474416925,-1.8654408085734113,-0.040704674051194115,True,8,184.0,False,8,False,,Jimmy FiveTimes,76561198021881499,27,-57.959999084472656,-4108.8701171875,17.0,4240.4998779296875,6141.099853515625,3.3000001311302185,-1.7000000178813934,-2.3000000417232513,792.3000335693359,255.0,128.0,False,-0.009503049636996684,2.1278257563126766,-0.00023364947797737605,True,207.0,False,10,False,10,
24,1936,54,False,False,1,10280.840221906294,2497.610107421875,-5015.31982421875,137.33999633789062,-4549.4000244140625,16.90000057220459,9701.500244140625,4947.200012207031,-3189.4000244140625,1162.5,1.0,-1.0807783448992336,2.154142139096663,-0.8800495657948559,76561198039309853,enpitsu,31.0,2712.9599609375,-4985.85986328125,54.349998474121094,6279.89990234375,-19292.7001953125,2165.8999633789062,1230.199966430664,-780.6999969482422,1558.5000610351562,128.0,128.0,False,0.022429400777892104,1.3450935394532417,-0.062706380840799,True,6,255.0,False,8,False,,bf81d8692db,games5425898691,19.0,1161.739990234375,-4972.0,16.65999984741211,-1127.0999908447266,4311.300048828125,-266.200008392334,473.4000015258789,323.49998474121094,1633.800048828125,128.0,255.0,,-0.012807703341774597,1.3724696277095043,-0.007819097501378318,True,8,21.0,False,10,False,,Chase Carneson,bc9c52d485b,9.0,2740.1298828125,-4776.7998046875,17.06999969482422,5604.4000244140625,-17589.69970703125,34.000000953674316,-1139.1000366210938,4297.39990234375,-383.4000015258789,255.0,0.0,,-0.018307484474416925,-1.8654408085734113,-0.040704674051194115,True,8,184.0,False,8,False,,Jimmy FiveTimes,76561198021881499,27,-19.350000381469727,-4048.080078125,17.0,4224.5001220703125,7004.0997314453125,3.3000001311302185,0.7999999821186066,1.4000000059604645,142.70000457763672,255.0,128.0,False,-0.009507317920974647,2.0959032961137014,-0.00019301726328839182,True,207.0,False,10,False,10,
25,1962,55,False,False,1,10220.218372971196,2069.7900390625,-5012.58984375,748.969970703125,-9281.500244140625,1076.1000061035156,2743.0999755859375,3377.39990234375,-4051.099853515625,2860.2999877929688,1.0,-1.4207084131774468,-1.4212098351850593,2.7808773721343822,76561198039309853,enpitsu,31.0,2245.8701171875,-4999.169921875,815.5800170898438,-7499.69970703125,987.3000335693359,6356.400146484375,-1414.1999816894531,2644.4000244140625,-4610.4998779296875,255.0,255.0,False,-0.0245082740936213,-0.46754075383474203,-2.4609431980469556,True,6,255.0,False,8,False,,bf81d8692db,games5425898691,19.0,698.25,-4761.830078125,17.010000228881836,-4686.000061035156,-1737.4000549316406,2.5,0.29999999329447746,-0.0,1904.9000549316406,128.0,255.0,,-0.009634435532515388,-0.3358812415680737,8.274001976042759e-06,True,8,21.0,False,10,False,,Chase Carneson,bc9c52d485b,9.0,2368.2099609375,-5102.97998046875,411.0299987792969,-9402.80029296875,12.000000476837158,-2275.0,-2.199999988079071,-2378.699951171875,13.500000238418579,255.0,0.0,,-0.23891055156986263,-0.016405157196630788,1.5746950955836279,True,8,184.0,False,8,False,,Jimmy FiveTimes,76561198021881499,27,151.77000427246094,-3773.300048828125,17.0,-4643.999938964844,-748.1999969482422,3.400000035762787,0.19999999552965164,-0.19999999552965164,-2126.9000244140625,0.0,255.0,True,-0.009683211638633218,-2.9957095667582534,-6.386925993479127e-05,True,207.0,False,10,False,10,
26,2008,57,True,True,0,433.8104415910232,-517.7999877929688,4927.5,335.17999267578125,14346.400146484375,19126.99951171875,3267.9998779296875,3918.2000732421875,3985.7000732421875,-2181.9000244140625,0.0,-0.277975730646987,-0.6974333377152514,-2.9769618093678423,76561198021881499,Jimmy FiveTimes,28.0,-622.1799926757812,4737.4599609375,209.16000366210938,-5096.700134277344,18695.6005859375,1637.7000427246094,-3416.400146484375,2510.0999450683594,-660.5000305175781,128.0,0.0,False,0.009442189665421492,2.5000821220050695,0.05365617563230453,True,11,128.0,False,12,False,,bc9c52d485b,Chase Carneson,9.0,-1778.0,3779.449951171875,17.049999237060547,8542.80029296875,-9088.200073242188,3.1999999284744263,0.0,0.0,2348.699951171875,255.0,233.0,,0.016727169802898175,-0.7540540250232428,-2.910572737038563e-06,True,8,215.0,False,8,False,,games5425898691,bf81d8692db,19.0,-299.79998779296875,5771.22021484375,34.560001373291016,9753.499755859375,2250.399932861328,173.4000015258789,333.49998474121094,282.7000045776367,-2381.0000610351562,255.0,0.0,,-0.003138185166226274,0.1857959616148853,0.08200604054713456,True,8,21.0,False,10,False,,enpitsu,76561198039309853,31,-1034.1700439453125,4844.9501953125,955.780029296875,7017.5,-827.2000122070312,-4699.599914550781,1342.2000122070312,385.60001373291016,-49.89999771118164,128.0,128.0,False,0.09263338401978188,-0.5010153568495216,-1.43490451297739,True,255.0,False,8,False,6,
