,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_boost_collect
0,178,0,False,True,1,5116.992356045274,-6.25,103.18000030517578,98.62999725341797,-1933.699951171875,26772.2998046875,1427.1000671386719,5934.69970703125,-54.40000057220459,-880.4000091552734,1.0,0.0023880422364303024,0.03727038220131438,-0.2519833390543243,bf81d8692db,games5425898691,24.0,24.540000915527344,-152.9199981689453,93.27999877929688,-182.60000228881836,22821.99951171875,207.19999313354492,-5495.3997802734375,205.9000015258789,89.60000038146973,128.0,128.0,,-1.2719486208686708,1.1645823527197334,0.43067889054418135,True,31.0,False,4,False,3,,76561198039309853,enpitsu,26.0,-0.0,-3105.0,17.049999237060547,-0.0,12956.99951171875,2.7000001072883606,-0.7999999821186066,-0.0,0.0,255.0,,,-0.016655160615188423,1.5707740956181881,1.8463962586854095e-07,True,107.0,False,False,False,False,,YokiiRL,b565931fd5b,9.0,-115.30999755859375,2659.6298828125,17.010000228881836,9442.100219726562,-2543.699951171875,2.5,-5.799999833106995,0.7000000029802322,-430.49999237060547,255.0,0.0,False,-0.009526538936781608,-2.9731628477653973,-0.0004739278501212608,True,116.0,False,False,False,False,,iSlowiX Off,bf9e268243b,6.0,-22.280000686645508,784.3200073242188,46.13999938964844,-425.0,-17358.800048828125,3458.3999633789062,-0.0,-0.0,-1.0000000149011612,255.0,128.0,,-0.009598685331081788,-1.5460086522484466,1.0739878806087883e-05,True,3,False,15.318950483875895,True,False,
1,182,0,False,False,0,5569.720758544681,43.099998474121094,-349.9800109863281,131.5399932861328,6230.10009765625,21162.19970703125,12152.5,-2210.500030517578,4196.9000244140625,-3673.9999389648438,0.0,-0.04559180810881727,-0.17874447717244865,-1.1606533052499886,bf9e268243b,iSlowiX Off,6.0,22.959999084472656,-507.3699951171875,100.18000030517578,-3022.0001220703125,9362.100219726562,3317.9998779296875,4624.700012207031,-1615.8000183105469,-2500.0,255.0,195.0,True,-0.2600147609439533,1.5262037225017302,-0.29752341428292267,True,2.8207483009625554,True,4,False,3,,b565931fd5b,YokiiRL,9.0,-45.4900016784668,-2606.0,17.010000228881836,-9529.000244140625,4440.299987792969,2.5999999046325684,-2.0999999344348907,0.7999999821186066,-2250.2000427246094,255.0,0.0,False,0.00954256199364991,2.6740600663277663,-0.00019265280930998448,True,116.0,False,False,False,False,,enpitsu,76561198039309853,26.0,0.0,2885.360107421875,17.049999237060547,0.0,-13367.60009765625,2.7000001072883606,0.7999999821186066,0.0,0.0,255.0,255.0,,0.016670419977632432,-1.5707742227540824,1.841061355778437e-07,True,107.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,-20.959999084472656,-188.99000549316406,90.94000244140625,221.00000381469727,-20413.299560546875,-154.49999809265137,5446.300048828125,755.5000305175781,129.79999542236328,128.0,128.0,,0.6210125725566964,1.5579541831906023,3.0339730768189326,True,4,False,31.0,False,3,
2,305,4,False,False,1,4881.802164849613,-1511.6300048828125,893.2000122070312,117.54000091552734,15297.5,16073.699951171875,9530.499877929688,4881.7999267578125,213.79999160766602,3481.6000366210938,1.0,-0.4741362005703617,-0.1562194392148294,-2.325167648846789,76561198039309853,enpitsu,25.0,-1676.239990234375,704.2899780273438,22.010000228881836,17241.199951171875,9670.599975585938,2994.8001098632812,-8.500000238418579,-4.900000095367432,706.5000152587891,255.0,128.0,,-0.016796222934210913,2.5821209377143735,-0.00029969672146573856,True,145.0,False,2,False,1,,bf81d8692db,games5425898691,24.0,-2780.719970703125,-2327.340087890625,76.87000274658203,-1086.1000061035156,-18826.199951171875,-1021.2999725341797,3552.2000122070312,-82.89999961853027,-20.299999713897705,255.0,128.0,,0.8885155809434239,-1.5546690313602711,-0.00938374120510735,,31.0,False,8,False,8,,YokiiRL,b565931fd5b,9.0,-2071.010009765625,4486.52001953125,17.010000228881836,16896.300048828125,1511.1000061035156,2.199999988079071,0.09999999776482582,-0.0,619.5999908447266,255.0,167.0,False,-0.009592420529165788,3.0464607789066487,0.00010555752605304784,True,255.0,False,False,False,False,,iSlowiX Off,bf9e268243b,6.0,1460.469970703125,1843.31005859375,71.16000366210938,13561.600341796875,12629.49951171875,2747.9000854492188,-1049.8999786376953,5398.2000732421875,79.6999979019165,255.0,128.0,True,-0.3050953616694305,2.20289124501652,0.3382099100482217,False,8,False,,False,7,
3,416,8,False,False,1,2864.537532914074,3534.169921875,4023.919921875,266.010009765625,2113.6000061035156,22347.19970703125,7300.0,3504.1000366210938,1324.2999267578125,4686.9000244140625,1.0,-0.619912501855542,-0.3255135759170393,-1.4772774906406376,76561198039309853,enpitsu,26.0,3511.449951171875,3775.0400390625,180.82000732421875,9352.899780273438,16127.5,2479.7000122070312,-0.0,-0.0,-6.3999998569488525,255.0,255.0,False,-0.01677231734938392,2.102382060725656,4.3970418769906316e-06,True,58.0,False,4,False,3,,bf81d8692db,games5425898691,24.0,3155.31005859375,-3835.9599609375,17.010000228881836,13990.400390625,18055.899658203125,2.0999999344348907,-0.09999999776482582,-0.09999999776482582,742.6999664306641,255.0,151.0,,-0.00959388525499699,2.1814636452710956,-0.00014410526864786736,True,247.0,False,8,False,8,,YokiiRL,b565931fd5b,9.0,3264.340087890625,4306.68994140625,17.010000228881836,3365.5999755859375,11665.899658203125,2.5999999046325684,-0.09999999776482582,-0.19999999552965164,2680.4998779296875,255.0,255.0,False,-0.009547693063817411,1.7333586219094832,-6.587531672405042e-05,True,240.89471817785693,True,False,False,False,,iSlowiX Off,bf9e268243b,6.0,1347.6400146484375,5102.97021484375,220.63999938964844,-5281.300048828125,-0.7999999821186066,-12124.49951171875,-0.0,6.1000001430511475,-0.09999999776482582,210.0,128.0,False,-1.1506624432258028,0.023476357110219094,-1.5922445569583783,True,8,False,0.0,False,8,
4,463,10,False,False,0,9373.074468140141,-1558.530029296875,-4209.6298828125,230.42999267578125,-13128.00048828125,13590.999755859375,-2538.6000061035156,-277.5,-1297.8999328613281,-5851.300048828125,0.0,-0.06578973291586168,-2.091591761922765,-1.437785118535816,bf9e268243b,iSlowiX Off,6.0,-1427.0,-4302.16015625,194.47000122070312,-6960.10009765625,981.5000152587891,1927.7000427246094,3913.0999755859375,-3217.7999877929688,-2140.800018310547,255.0,233.0,True,-0.15838939858425227,2.47275998555128,-0.9935630660399662,True,0.0,False,10,False,9,,b565931fd5b,YokiiRL,9.0,-1516.6800537109375,-4476.240234375,142.75,9456.599731445312,15775.999755859375,2855.7000732421875,-3407.6998901367188,-2524.1000366210938,-3502.3001098632812,128.0,228.0,False,-0.6842297121758742,1.3178091554102855,-0.28824997951014475,True,176.56978071889566,True,4,False,3,,enpitsu,76561198039309853,26.0,-2595.22998046875,-4990.0,25.270000457763672,329.50000762939453,31.80000066757202,3.0000001192092896,110.0,-84.20000076293945,0.7999999821186066,255.0,0.0,False,0.04646136982503927,2.984227263891245,0.2484539412933185,True,58.0,False,4,False,4,,games5425898691,bf81d8692db,24.0,-2451.580078125,954.7899780273438,17.010000228881836,18971.800537109375,-6403.599853515625,2.3000000417232513,0.19999999552965164,0.0,298.1999969482422,255.0,151.0,,0.009579555247240525,-0.3187663218991029,6.451428727692526e-06,True,8,False,255.0,False,8,
5,537,13,False,False,1,4719.4374484328955,3976.22998046875,1564.3499755859375,317.239990234375,-8883.599853515625,9957.39990234375,6463.900146484375,-4848.599853515625,-2160.500030517578,2796.9000244140625,1.0,-1.0728955310506252,1.7504100065514583,0.5811229277241934,bf81d8692db,games5425898691,25.0,4083.31005859375,1389.7900390625,231.47999572753906,2578.599853515625,5862.7001953125,17400.30029296875,-710.6999969482422,-5183.699951171875,1695.0999450683594,255.0,255.0,,1.2441211023886245,1.9144493173241834,-1.2275227828367123,True,179.58856786963764,True,8,False,8,,76561198039309853,enpitsu,26.0,3433.780029296875,2145.7099609375,17.030000686645508,-2935.5999755859375,-15434.599609375,1.5999999642372131,0.19999999552965164,1.5999999642372131,1728.5000610351562,255.0,128.0,False,-0.01678256860022664,-1.4107271669472443,0.0002536275492580556,True,0.0,False,4,False,4,,YokiiRL,b565931fd5b,9.0,-194.6699981689453,3127.969970703125,17.010000228881836,-1039.3000030517578,12031.099853515625,2.3000000417232513,-0.0,-0.7999999821186066,-1.1999999731779099,255.0,128.0,False,-0.009565264651175524,1.4848680374937493,7.521262725838324e-05,True,198.0,False,4,False,4,,iSlowiX Off,bf9e268243b,6.0,-1582.550048828125,1321.2900390625,98.54000091552734,-19329.7998046875,12225.699462890625,-166.8000030517578,-4012.2000122070312,-3761.7999267578125,4.300000071525574,255.0,128.0,False,-0.7380830656807477,-2.3232836116257762,3.1405404618655623,False,12,False,0.0,False,11,
6,595,15,False,False,0,8812.164588412348,-2165.030029296875,-3580.31005859375,216.4199981689453,-5595.2001953125,27796.59912109375,3340.7998657226562,3090.7998657226562,2806.400146484375,-1204.4999694824219,0.0,1.1853790145778407,-1.9164724549669825,0.3408151271705369,b565931fd5b,YokiiRL,10.0,-2045.3800048828125,-3828.489990234375,131.52999877929688,-11772.7001953125,15287.80029296875,3706.300048828125,-3201.300048828125,4452.799987792969,-416.50001525878906,128.0,0.0,False,-0.17627050822678117,2.2152522652573374,0.4586426815351693,True,132.19407315408031,True,6,False,5,,bf9e268243b,iSlowiX Off,6.0,3037.409912109375,-4167.66015625,17.010000228881836,-12834.7998046875,3932.9000854492188,-0.19999999552965164,-1.2999999523162842,0.7999999821186066,1088.8999938964844,255.0,255.0,False,0.009558093319647739,2.775601128531311,0.0005079900274525883,True,245.61711821504818,True,12,False,12,,enpitsu,76561198039309853,26.0,-2381.679931640625,347.7900085449219,17.040000915527344,10758.900146484375,5935.10009765625,4.699999988079071,-0.5999999865889549,-0.29999999329447746,2326.0000610351562,255.0,255.0,False,0.016728907274535722,0.5607096699184541,6.180137897418832e-05,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,25.0,-2625.56005859375,-3603.02001953125,16.989999771118164,22641.201171875,-3883.5000610351562,4.4999998807907104,0.19999999552965164,0.19999999552965164,679.4999694824219,255.0,174.0,,0.009564959958558085,-0.14010637631964912,-2.759266114415921e-05,True,8,False,68.0,False,8,
7,647,17,False,False,1,6805.93822486469,3167.840087890625,-1275.5699462890625,179.3699951171875,23552.39990234375,1758.3000183105469,9337.60009765625,4867.900085449219,-2203.3999633789062,-2728.9999389648438,1.0,1.2406099776093988,-1.3261802648121637,-2.7504035117924244,76561198039309853,enpitsu,26.0,2973.610107421875,-1410.800048828125,106.55000305175781,18863.199462890625,3870.4000854492188,3582.2000122070312,-1041.1000061035156,3731.7001342773438,44.80000019073486,255.0,0.0,False,-0.26458360596320096,2.447937835231906,0.02335740563040885,True,232.0,False,6,False,5,,bf81d8692db,games5425898691,25.0,-1544.510009765625,3723.699951171875,16.989999771118164,-19376.099853515625,-12392.19970703125,2.800000011920929,0.5999999865889549,-0.0,1967.1000671386719,255.0,255.0,,-0.009577360717420179,-0.646199899467403,6.069191799409639e-05,False,5.265350613542781,True,10,False,10,,YokiiRL,b565931fd5b,10.0,3812.64990234375,1331.4599609375,17.100000381469727,-92.79999732971191,-15589.300537109375,25.199999809265137,50.70000171661377,-92.20000267028809,-1489.1999816894531,255.0,147.0,False,-0.011583921508668427,-1.510808628578238,0.0027056291051856638,True,129.0,False,6,False,6,,iSlowiX Off,bf9e268243b,6.0,-117.69000244140625,3744.389892578125,17.010000228881836,18064.000244140625,-8799.500122070312,2.3999999463558197,0.09999999776482582,-0.0,1454.7999572753906,255.0,255.0,False,-0.00958940664681713,-2.7098682780575523,0.00023347601510626963,True,12,False,176.0,False,12,
8,708,19,False,False,0,4304.665594811212,-1458.6199951171875,872.260009765625,151.4199981689453,15038.399658203125,24299.3994140625,4656.7999267578125,4273.299865722656,-811.1000061035156,-4132.799987792969,0.0,0.3152920660229081,1.4007467380669774,-1.8984994237003618,b565931fd5b,YokiiRL,10.0,-1535.8199462890625,673.4500122070312,62.439998626708984,10503.00048828125,20301.8994140625,2444.1000366210938,-4777.0001220703125,-2541.7999267578125,984.1999816894531,128.0,228.0,False,0.08240200883953032,0.9738190471345847,-0.19259338670890394,True,0.0,False,8,False,7,,bf9e268243b,iSlowiX Off,6.0,-1059.9100341796875,-32.54999923706055,17.010000228881836,11720.6005859375,19050.30029296875,2.3000000417232513,0.09999999776482582,0.19999999552965164,-398.69998931884766,248.0,128.0,False,0.00959413069429987,0.9808547987376306,0.00016286489532484324,True,188.0,False,12,False,12,,enpitsu,76561198039309853,26.0,-2735.679931640625,1436.3199462890625,17.030000686645508,15412.19970703125,11813.399658203125,1.0999999940395355,-0.19999999552965164,0.0,-81.00000381469727,255.0,128.0,False,0.016773388979754375,0.6461817216208102,4.636689079419986e-05,True,119.26034407974574,True,6,False,6,,games5425898691,bf81d8692db,25.0,3500.739990234375,827.47998046875,16.989999771118164,-8955.10009765625,21185.0,2.5,0.29999999329447746,-1.5000000596046448,1689.1000366210938,255.0,186.0,,0.009562908003625465,2.0479436162457185,-2.9793397683866006e-05,True,10,False,226.82855074123668,True,10,
9,820,23,True,True,1,8533.71688502906,-2681.2900390625,-2607.72998046875,123.0199966430664,10989.100341796875,29427.099609375,9236.199951171875,-1130.6999969482422,-4861.300048828125,3329.8001098632812,1.0,0.45861866103685245,0.7641196460493453,-2.115365338694085,bf81d8692db,games5425898691,24.0,-2831.159912109375,-2832.169921875,19.440000534057617,14886.199951171875,17287.900390625,2919.89990234375,1.4000000059604645,1.5999999642372131,941.2999725341797,255.0,234.0,,-0.00959373461288064,2.2703012617708627,0.00016331912551069655,True,55.287466436304044,True,11,False,10,,76561198039309853,enpitsu,25.0,-690.75,-5860.31005859375,61.970001220703125,8.700000047683716,32.799999713897705,-4.699999988079071,-4.399999976158142,-0.29999999329447746,-1.8000000715255737,128.0,128.0,False,-0.45484193699906306,1.5232150226604015,0.024682359541744848,True,141.0,False,6,False,6,,YokiiRL,b565931fd5b,10.0,-3460.639892578125,437.4100036621094,17.010000228881836,402.99999237060547,20044.3994140625,2.3000000417232513,-0.09999999776482582,-0.0,-456.30001068115234,255.0,128.0,False,-0.009586775856354798,1.636257321022268,0.00020518800498152054,False,0.0,False,10,False,10,,iSlowiX Off,bf9e268243b,6.0,-3776.449951171875,-1510.5,15.3100004196167,8598.699951171875,16787.5,248.99999618530273,-73.80000114440918,141.5999984741211,320.60001373291016,255.0,128.0,False,0.004740538019559038,2.0195226765398466,-0.0219728364080917,True,12,False,78.8962837752476,True,12,
