,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_ball_cam,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
37,2241,66,False,False,0,9686.81280081963,2947.159912109375,-3751.820068359375,212.00999450683594,-1798.699951171875,21060.10009765625,15893.399658203125,4814.5001220703125,3444.2001342773438,-978.3999633789062,0.0,0.5477883236288127,-0.3037837865592341,2.86518618010522,76561198094309427,El Rasho Macuin,9.0,3019.260009765625,-3991.070068359375,92.2300033569336,-2033.0000305175781,17415.799560546875,3090.10009765625,-1995.2999877929688,-759.4999694824219,1358.8999938964844,254.0,127.0,,0.022117280892486088,1.9517320154069009,-0.0012680766786760643,11,255.0,False,False,14,True,,76561198164411581,♿ DerKrabbo ♿,8.0,2259.02001953125,-4272.740234375,17.010000228881836,11321.199951171875,611.3999938964844,2.0999999344348907,-0.5999999865889549,0.0,-25.299999713897705,255.0,128.0,,0.009534114197644408,0.049956637287645274,6.0111619112812904e-05,True,144.0,False,12,False,12,,enpitsu,76561198039309853,25,-30.90999984741211,-4178.64990234375,17.049999237060547,15.299999713897705,14073.900146484375,2.5999999046325684,0.0,-0.19999999552965164,392.2999954223633,255.0,128.0,,0.016774730449334332,1.6028945030201127,-0.00018101947971691922,True,False,31.0,False,12,10,,games5425898691,bf81d8692db,20.0,2841.179931640625,-3548.52001953125,90.66000366210938,17767.099609375,-8675.700073242188,1940.3999328613281,5340.2001953125,-1065.4000091552734,-772.5,255.0,0.0,,0.28466685053998664,-0.5535275852692756,0.5915083668160707,True,14,13,False,105.0,False,
38,2349,70,False,False,0,3485.8090075649743,2246.800048828125,3632.1298828125,113.43000030517578,-826.3999938964844,10481.099853515625,9075.800170898438,-5974.69970703125,-471.1000061035156,-282.8000068664551,0.0,-0.6668428826884167,0.22202863333016734,1.536001042329285,76561198094309427,El Rasho Macuin,9.0,2413.7900390625,3554.760009765625,315.010009765625,-3548.5000610351562,22271.59912109375,-4514.2999267578125,-1710.3999328613281,-5019.89990234375,1457.5999450683594,255.0,219.0,True,0.7344717055559887,0.4625187052150855,-2.798440490829891,12,41.42240849105262,True,4,16,True,,76561198164411581,♿ DerKrabbo ♿,8.0,-2238.989990234375,-3670.93994140625,17.010000228881836,-17850.2001953125,-12173.499755859375,2.0000000298023224,-0.5999999865889549,-0.19999999552965164,245.49999237060547,255.0,128.0,False,0.009614017043247745,-2.5157723660635787,-0.00014982526683934727,True,118.0,False,14,False,14,,enpitsu,76561198039309853,25,-16.850000381469727,3369.780029296875,17.049999237060547,3940.5999755859375,21962.19970703125,2.5999999046325684,0.0,0.0,-0.7999999821186066,255.0,255.0,,0.016781596492040182,1.3931327207975024,-8.694380063040288e-06,True,False,31.0,False,14,12,,games5425898691,bf81d8692db,20.0,3674.530029296875,1685.6400146484375,16.979999542236328,2145.0999450683594,22898.30078125,5.699999928474426,0.0,0.09999999776482582,-0.09999999776482582,255.0,128.0,,0.009592410693812873,1.4773691208313717,-1.3070761150877004e-05,True,14,14,False,215.0,False,
39,2438,73,False,False,1,9518.449305038665,-2596.31005859375,-3714.639892578125,258.7200012207031,-17374.49951171875,15739.7998046875,2813.0999755859375,1819.7999572753906,-2340.5999755859375,-989.7000122070312,1.0,-1.2751912044165206,0.7787952925763967,-2.9298315033673843,76561198039309853,enpitsu,25.0,-2522.60009765625,-3864.429931640625,284.3699951171875,-17942.2998046875,9565.399780273438,225.30000686645508,-763.1999969482422,-5404.4000244140625,-678.0000305175781,255.0,0.0,False,-0.3274891613020169,-2.6423372084327674,-3.1070931284711047,13,5.0,False,False,16,True,,bf81d8692db,games5425898691,20.0,-3081.3701171875,-4611.39013671875,61.84000015258789,-531.1999893188477,1376.9000244140625,874.3000030517578,2073.6000061035156,704.7000122070312,-988.7000274658203,255.0,255.0,,0.246449697736146,-1.8386134516812946,-0.14491017504764114,True,246.0,False,14,False,14,,♿ DerKrabbo ♿,76561198164411581,8,1615.260009765625,-343.7699890136719,17.0,-22917.5,-1946.199951171875,1.1999999731779099,-0.09999999776482582,-0.09999999776482582,-1981.4999389648438,255.0,0.0,False,-0.009575901866963216,-0.005939651092703424,-2.0114874579527733e-05,True,False,179.82489466923542,True,16,16,,El Rasho Macuin,76561198094309427,9.0,-3084.81005859375,-4657.41015625,21.170000076293945,-738.3999633789062,1884.7000122070312,135.39999961853027,1682.1000671386719,472.20001220703125,5.5000001192092896,248.0,128.0,False,-0.0010065901489792154,1.162434849533386,0.15858341947000665,False,16,12,4,0.0,False,
40,2535,77,False,False,1,6025.541841269271,-1852.760009765625,-222.0399932861328,93.30000305175781,5351.199951171875,5422.39990234375,177.80000686645508,-4196.700134277344,4142.9998779296875,1105.5000305175781,1.0,0.7113973064312858,-0.5201669365333284,2.867396047749359,76561198039309853,enpitsu,25.0,-1826.949951171875,-402.8299865722656,17.049999237060547,1368.8999938964844,15175.30029296875,2.7000001072883606,-0.29999999329447746,-6.000000238418579,1370.0,255.0,128.0,,-0.016776966952824948,1.5884872419892448,-0.00011788779044488898,14,27.850512040558684,True,False,16,True,,bf81d8692db,games5425898691,20.0,-1138.9200439453125,-3629.97998046875,97.87000274658203,8071.500244140625,18779.200439453125,-167.00000762939453,-5005.199890136719,2279.7000122070312,-14.700000286102295,255.0,128.0,,-0.7484074724292743,-1.1459149908434065,-3.137891335529667,True,212.0,False,16,False,15,,♿ DerKrabbo ♿,76561198164411581,8,125.23999786376953,5035.8701171875,17.0,-9431.799926757812,223.70000839233398,3.4999999403953552,1.8000000715255737,0.29999999329447746,3087.60009765625,128.0,128.0,False,-0.009562733852218862,-0.7055117232138648,-3.794452150334381e-05,True,False,203.0,False,16,16,,El Rasho Macuin,76561198094309427,9.0,-3171.949951171875,-683.6500244140625,88.04000091552734,1712.4000549316406,21111.8994140625,-151.40000343322754,-1679.7999572753906,5236.199951171875,98.19999694824219,223.0,128.0,False,0.3160295271324482,1.0068340784928582,-2.294449675240888,True,20,15,4,207.0,False,
41,2590,79,False,True,1,2718.217536536396,-1103.699951171875,3298.830078125,94.4800033569336,10903.299560546875,20651.4990234375,1116.6000366210938,-2607.2000122070312,1360.3999328613281,790.8000183105469,1.0,-0.22259472797311453,-1.348531526125692,2.963024715144561,76561198039309853,enpitsu,26.0,-1226.8199462890625,3195.830078125,136.9199981689453,8889.400024414062,19955.30029296875,23.599998950958252,-4765.10009765625,2727.6998901367188,-320.49999237060547,255.0,128.0,,0.8687716516810454,-0.9711542289793191,-3.080709328370723,16,31.0,False,False,18,True,,bf81d8692db,games5425898691,20.0,129.8699951171875,33.130001068115234,17.010000228881836,1074.3000030517578,16529.200439453125,2.0999999344348907,0.19999999552965164,-0.19999999552965164,144.60000038146973,255.0,136.0,,-0.009640778695852604,1.6306033608126194,1.693434041152528e-05,True,255.0,False,16,False,16,,♿ DerKrabbo ♿,76561198164411581,8,-770.4000244140625,3737.389892578125,73.11000061035156,-8350.599975585938,-18669.7998046875,2451.4999389648438,3192.9998779296875,-1128.0999755859375,492.90000915527344,255.0,128.0,False,-0.14171504604242602,-1.2490966618646806,0.001321960772918447,True,False,151.0,False,18,17,,El Rasho Macuin,76561198094309427,9.0,-3123.7900390625,3631.8701171875,16.989999771118164,-72.5,22916.39892578125,4.399999976158142,-0.0,-0.09999999776482582,0.0,246.0,128.0,False,-0.009567297012486122,1.5676324370719497,7.505300100591239e-06,True,20,16,4,177.0,False,
42,2593,79,False,False,0,8828.773216297479,1046.1400146484375,-3472.510009765625,103.5999984741211,16637.39990234375,-9763.900146484375,1685.0999450683594,1018.8999938964844,-816.2000274658203,-5856.199951171875,0.0,-0.04979876941607955,1.1093073990302653,2.8779273021672775,76561198164411581,♿ DerKrabbo ♿,8.0,907.97998046875,-3414.72998046875,101.94999694824219,6132.80029296875,17212.80029296875,111.49999618530273,-5078.0999755859375,1984.1000366210938,-724.7000122070312,255.0,0.0,False,1.394210974927606,1.2155520349377842,0.017996453098905574,17,151.0,False,False,18,True,7.0,76561198094309427,El Rasho Macuin,9.0,3113.60009765625,-4032.090087890625,16.989999771118164,-2036.4999389648438,-22710.30029296875,4.600000083446503,0.0,0.0,-1805.8000183105469,243.0,0.0,True,0.009553472818333937,-1.70660662288963,-0.0001909077538899167,True,255.0,False,20,4,16,50.0,enpitsu,76561198039309853,25,1160.2099609375,-3345.409912109375,136.1300048828125,-8875.800170898438,-19937.2998046875,-136.00000381469727,4676.600036621094,-2883.9999389648438,-248.29999923706055,255.0,128.0,,-1.4058845573086014,0.7404394083938566,-2.863035862361638,True,False,31.0,False,18,16,,games5425898691,bf81d8692db,20.0,-138.5800018310547,-184.7100067138672,17.010000228881836,-839.3000030517578,-16540.50048828125,2.0999999344348907,0.0,0.0,177.09999084472656,255.0,147.0,,0.009601435264527466,-1.6175938710445499,4.240054281330058e-05,True,16,16,False,255.0,False,
43,2595,79,False,False,1,2460.6743040332854,-1073.1800537109375,3664.449951171875,92.94000244140625,2626.7999267578125,27745.70068359375,2081.7999267578125,-3961.7001342773438,1801.1000061035156,4130.299987792969,1.0,0.1821413981156789,-1.3304021195399183,2.747993957476675,76561198039309853,enpitsu,25.0,-1105.469970703125,3493.52001953125,141.10000610351562,3230.7998657226562,11406.500244140625,908.4999847412109,-2553.2000732421875,3263.5000610351562,2811.400146484375,255.0,128.0,,1.0403757804349165,2.090500302986482,0.04730113030965605,16,31.0,False,False,18,True,,bf81d8692db,games5425898691,20.0,143.3800048828125,322.5899963378906,17.010000228881836,261.70000076293945,16541.099853515625,2.0999999344348907,-0.0,1.2999999523162842,815.5999755859375,255.0,213.0,,-0.009598222874120587,1.5780537484308181,9.48732036523471e-05,True,255.0,False,16,False,16,,♿ DerKrabbo ♿,76561198164411581,8,-918.2000122070312,3386.0400390625,101.91999816894531,-6133.3001708984375,-17214.300537109375,-51.30000114440918,5143.800048828125,-1906.300048828125,-395.29998779296875,255.0,0.0,False,-1.5141854376537656,-1.1998832968469049,0.012524054526145915,True,False,182.0,False,18,17,,El Rasho Macuin,76561198094309427,9.0,-3109.64990234375,4069.830078125,16.989999771118164,2487.7999877929688,22624.49951171875,4.699999988079071,-0.0,-0.0,-1969.2999267578125,243.0,0.0,True,-0.009561968811264246,1.7387608737316669,-0.00019241804131193778,True,20,16,4,251.8668645428073,True,
44,2713,83,False,False,0,5532.792842936447,-47.220001220703125,-327.29998779296875,98.94999694824219,844.8000335693359,19231.400146484375,1934.1999816894531,-816.3999938964844,-929.0000152587891,-3373.900146484375,0.0,0.1358234453878512,-2.738102643248729,-2.424846222513728,76561198164411581,♿ DerKrabbo ♿,8.0,-105.73999786376953,-499.010009765625,17.219999313354492,-5942.7001953125,15756.800537109375,215.59999465942383,522.7999877929688,82.29999542236328,-2424.9000549316406,255.0,0.0,False,-0.02912845022559192,1.8345811571968793,-0.014532730804868875,18,76.80883425281894,True,False,18,True,,76561198094309427,El Rasho Macuin,10.0,-985.77001953125,90.91000366210938,17.010000228881836,-6138.800048828125,15528.199462890625,1.899999976158142,0.7000000029802322,-2.0000000298023224,-513.3000183105469,239.0,63.0,False,0.009562227241810092,1.949375927588809,-7.900807105635099e-05,True,255.0,False,22,4,18,,enpitsu,76561198039309853,25,-275.32000732421875,-1011.2100219726562,51.72999954223633,1636.4999389648438,19563.299560546875,3258.0999755859375,-570.4999923706055,100.39999961853027,-2321.199951171875,255.0,128.0,False,0.033634397700650645,1.3070817193786965,-0.0011590446428680914,True,False,0.0,False,22,19,,games5425898691,bf81d8692db,20.0,3534.300048828125,-2499.659912109375,21.920000076293945,944.7000122070312,22786.8994140625,2976.6000366210938,0.0,-1.8000000715255737,213.4000015258789,255.0,128.0,,0.009605023614919774,1.5486326839682707,-9.118642849402302e-05,True,19,18,False,91.0,False,10.0
45,2731,84,False,True,0,4312.001856696921,8.170000076293945,923.8599853515625,97.41999816894531,3503.2998657226562,23778.20068359375,1966.300048828125,-276.1000061035156,-1980.8000183105469,-2151.0000610351562,0.0,0.8820083689333945,1.1860657092027398,-2.4973186182955733,76561198164411581,♿ DerKrabbo ♿,8.0,-55.20000076293945,771.9500122070312,16.950000762939453,1555.0999450683594,21922.7001953125,-22.59999990463257,1471.9999694824219,-726.6000366210938,-694.3000030517578,255.0,128.0,False,-0.0030949554170889605,1.488600781418509,-0.0050727529808451965,18,20.51242126957062,True,False,18,True,,76561198094309427,El Rasho Macuin,9.0,-1266.4300537109375,1158.3199462890625,17.010000228881836,-4095.8999633789062,17474.200439453125,-0.19999999552965164,0.0,-0.19999999552965164,0.0,255.0,128.0,False,0.009573609351746181,1.8010293363978134,3.173918271505609e-05,True,242.52043868905753,True,22,4,18,,enpitsu,76561198039309853,25,241.6999969482422,290.79998779296875,96.29000091552734,8646.599731445312,20917.900390625,-154.49999809265137,-1311.4999389648438,5305.8001708984375,-614.7999954223633,128.0,128.0,False,-0.5497957003856276,2.1385224855878104,-2.0665586023368707,True,False,0.0,False,22,20,,games5425898691,bf81d8692db,20.0,3577.1201171875,-956.3499755859375,86.7300033569336,613.4999847412109,22776.298828125,-144.399995803833,-5499.7998046875,-31.80000066757202,-13.700000047683716,255.0,128.0,,-0.8796453508901715,-1.5680238403871027,-3.1376273750053754,True,20,19,False,91.0,False,
46,2749,84,False,True,0,2917.148340484458,232.72999572753906,2450.070068359375,96.80000305175781,3175.8999633789062,22176.59912109375,1060.999984741211,-3380.10009765625,-1275.4000091552734,-2151.0000610351562,0.0,-0.25083373978317125,-0.5898610266788793,-3.0914965910329135,76561198164411581,♿ DerKrabbo ♿,8.0,106.63999938964844,2244.72998046875,142.22999572753906,2581.6000366210938,22522.80029296875,1656.1000061035156,4574.4000244140625,-567.9999923706055,-1470.2999877929688,0.0,128.0,False,-0.8513367119572666,1.0735954682358984,0.1943778026118251,18,18.0,False,False,20,True,,76561198094309427,El Rasho Macuin,9.0,-1569.81005859375,2532.669921875,17.010000228881836,-3104.89990234375,22789.3994140625,-0.29999999329447746,0.29999999329447746,-2.0000000298023224,-971.1000061035156,255.0,38.0,False,0.009571763165886938,1.6857023541023646,-6.847260424983274e-05,True,186.12344959730743,True,22,4,18,,enpitsu,76561198039309853,25,829.2999877929688,1675.1700439453125,16.3799991607666,6711.5997314453125,21167.900390625,89.79999542236328,16.49999976158142,-13.600000143051147,1884.1000366210938,255.0,255.0,False,0.016630321435976564,1.3278064289470257,0.0007980172399380162,True,False,0.0,False,24,20,,games5425898691,bf81d8692db,20.0,3613.610107421875,531.219970703125,15.970000267028809,550.9999847412109,22993.30078125,0.7999999821186066,-61.39999866485596,5.199999809265137,-76.39999866485596,255.0,128.0,,0.012690033441995836,1.5410995246401364,-0.000455506369125197,True,20,20,False,226.81974207201313,True,
47,2772,85,False,True,0,1660.8720019053837,481.17999267578125,4211.6298828125,93.08000183105469,2755.4000854492188,20108.699951171875,171.5999984741211,-5778.800048828125,-218.79999160766602,-1598.9999389648438,0.0,0.6648046857217467,0.7101658615788919,-1.1513191307460091,76561198164411581,♿ DerKrabbo ♿,8.0,310.3299865722656,4081.449951171875,58.939998626708984,1792.2000122070312,20264.300537109375,-2696.7999267578125,-3752.0001220703125,1583.6000061035156,221.8000030517578,128.0,,,0.06819975805307299,-1.941983365207439,2.812558209763258,18,0.0,True,False,20,True,,76561198094309427,El Rasho Macuin,9.0,-812.9500122070312,4194.68017578125,17.010000228881836,15984.3994140625,15770.30029296875,1.8000000715255737,-0.5000000074505806,-0.29999999329447746,-16.00000023841858,234.0,128.0,,0.009553943936916458,0.7768795336371173,5.67622562378157e-05,True,153.0,False,22,4,18,,enpitsu,76561198039309853,25,691.97998046875,3437.489990234375,103.29000091552734,-3468.5000610351562,22298.00048828125,-154.49999809265137,-2098.699951171875,-4997.699890136719,931.6000366210938,,,,-0.5244091719641883,0.9360887157114814,1.9248618234017432,True,False,,False,24,22,,games5425898691,bf81d8692db,20.0,3342.340087890625,2248.820068359375,16.989999771118164,-7170.8001708984375,21853.5009765625,2.199999988079071,-0.7000000029802322,2.800000011920929,969.0000152587891,255.0,247.0,,0.009601629020246541,1.8976895298066143,0.00010657640167462648,True,20,20,False,164.0,False,
48,2781,86,True,True,0,1490.8252958097996,572.6199951171875,4883.64990234375,93.1500015258789,2593.5000610351562,19197.39990234375,0.0,-5882.80029296875,149.49999809265137,-1170.5000305175781,0.0,-0.00998815856552,-1.0649505471911693,3.0321912846765704,76561198164411581,♿ DerKrabbo ♿,8.0,365.70001220703125,4728.91015625,42.04999923706055,1595.2999877929688,18351.500244140625,396.50001525878906,822.6999664306641,653.6000061035156,-1469.7999572753906,0.0,,,0.0003379624204100326,-2.2627462660720057,3.089293432234218,18,0.0,False,False,20,True,,76561198094309427,El Rasho Macuin,9.0,-265.2900085449219,4731.85986328125,17.010000228881836,16167.80029296875,15572.19970703125,1.8000000715255737,-1.5999999642372131,-1.5000000596046448,-427.00000762939453,230.0,71.0,,0.009562172525343554,0.7656069404010382,-1.7105195905616853e-05,True,153.0,False,22,4,18,,enpitsu,76561198039309853,25,567.7100219726562,4236.43017578125,66.04000091552734,-3468.5000610351562,22298.00048828125,-2156.199951171875,-876.6000366210938,-1352.7000427246094,675.6999969482422,,,,-0.16275160548293108,1.8745600787724668,0.5912398756087042,True,False,,False,24,22,,games5425898691,bf81d8692db,20.0,3017.489990234375,2954.8701171875,106.01000213623047,-10069.7998046875,20305.6005859375,3204.1000366210938,-484.7999954223633,-322.90000915527344,2010.2000427246094,128.0,128.0,,0.11033749704135547,2.539799360436959,0.020630774692535974,True,22,20,False,164.0,False,
49,3035,86,False,False,0,5206.20985787455,51.36000061035156,20.709999084472656,93.93000030517578,24292.80029296875,8769.600219726562,691.5000152587891,-990.8000183105469,1388.699951171875,-5752.2998046875,0.0,0.014733733021850692,-0.18587793075279857,-0.02545844294422249,76561198164411581,♿ DerKrabbo ♿,8.0,-157.19000244140625,-39.540000915527344,78.26000213623047,10035.399780273438,18291.300048828125,-1009.5999908447266,-1984.4999694824219,-4587.60009765625,-2294.499969482422,255.0,255.0,,-0.4105620408824037,0.893677676397838,0.47323403443677153,4,0.0,False,False,4,False,,76561198094309427,El Rasho Macuin,9.0,-106.9800033569336,-1355.1300048828125,16.75,1102.300033569336,15459.49951171875,48.20000171661377,-8.399999737739563,-88.10000419616699,-272.2999954223633,215.0,128.0,False,0.009150032113296867,1.4800856533153604,0.005396724340384165,True,67.0,False,4,False,4,,enpitsu,76561198039309853,25,255.8000030517578,418.20001220703125,70.01000213623047,-14254.69970703125,-17840.50048828125,2732.7999877929688,2408.0999755859375,-1924.4000244140625,0.0,255.0,255.0,,0.10995630035577482,-2.244919265535183,-1.5514420762415816e-05,True,False,0.0,False,2,1,,games5425898691,bf81d8692db,20.0,-2570.89990234375,4017.949951171875,17.010000228881836,-17442.2998046875,5359.0997314453125,2.199999988079071,0.7999999821186066,-0.29999999329447746,1683.5000610351562,255.0,255.0,,0.009584120615623607,2.8807296114942362,0.00018466659585039737,True,False,False,False,0.0,False,
50,3138,90,False,False,0,5671.24466001333,3975.389892578125,2236.110107421875,1051.0899658203125,-11659.599609375,20056.99951171875,-2204.7999572753906,-1851.1000061035156,3265.5999755859375,4680.5999755859375,0.0,-1.3108381608921913,2.34388123372052,-0.26307203533924556,76561198094309427,El Rasho Macuin,9.0,4079.010009765625,1965.510009765625,1071.010009765625,-2.8999999165534973,20010.699462890625,314.59999084472656,-2293.0999755859375,0.5000000074505806,0.0,255.0,255.0,True,0.048254944525903745,1.561224359965888,-1.5711787130451866,4,187.0065979367943,True,False,4,True,,76561198164411581,♿ DerKrabbo ♿,8.0,1007.8599853515625,1598.5999755859375,78.58999633789062,13106.099853515625,-8977.100219726562,2936.7001342773438,2661.0000610351562,4718.0999755859375,953.0999755859375,255.0,128.0,,0.21156016527636828,-0.4757391851140599,0.009411119426270343,True,0.0,False,6,False,5,,enpitsu,76561198039309853,25,-2887.919921875,86.8499984741211,17.040000915527344,-15955.999755859375,-4073.699951171875,8.799999952316284,-0.7000000029802322,3.1999999284744263,0.0,255.0,0.0,True,0.016948995071975836,-2.8916227941998867,-7.380293825374536e-06,True,False,0.0,False,4,4,,games5425898691,bf81d8692db,19.0,-1148.510009765625,4751.5498046875,17.010000228881836,12965.6005859375,5470.4998779296875,2.0999999344348907,1.8000000715255737,0.7999999821186066,-484.39998626708984,255.0,128.0,,0.009584310088579646,0.36226432522488716,0.00010441862796206878,True,False,False,False,255.0,False,
51,3248,94,False,False,0,2078.874131977661,741.2000122070312,3858.8701171875,1215.25,-11498.599853515625,-6138.800048828125,-3423.699951171875,-3300.10009765625,-4484.4000244140625,-2035.7000732421875,0.0,0.05720228532843027,0.30485359881710095,0.13431112671334255,76561198094309427,El Rasho Macuin,9.0,912.239990234375,3903.93994140625,1130.4300537109375,-4662.300109863281,1896.0000610351562,2935.4000854492188,-459.00001525878906,5035.899963378906,2162.7999877929688,128.0,255.0,True,0.9416217365384253,-0.6563083493953407,2.809929452849409,4,74.0,False,4,6,True,,76561198164411581,♿ DerKrabbo ♿,8.0,2171.590087890625,-4454.080078125,17.010000228881836,-13613.699951171875,11099.599609375,0.0,0.19999999552965164,-0.3999999910593033,-2049.7000122070312,255.0,0.0,False,0.00957824737901479,2.377497789700129,6.438154139866619e-05,True,209.0,False,8,False,8,,enpitsu,76561198039309853,25,-1405.3699951171875,5015.2998046875,32.150001525878906,10385.400390625,-1077.6000213623047,-477.2999954223633,-951.9999694824219,-196.00000381469727,113.19999694824219,128.0,0.0,False,0.06687111784082306,-0.09508445767920347,0.4116569585175378,True,False,159.0,False,4,4,,games5425898691,bf81d8692db,20.0,-487.8500061035156,5421.27001953125,19.540000915527344,-5523.900146484375,2867.9000854492188,131.19999885559082,-22.40000009536743,2.7000001072883606,4.099999964237213,255.0,128.0,,0.028361407801545446,-0.48121030462640546,0.03703726577505782,True,False,False,False,255.0,False,
52,3297,95,False,False,1,8010.669392095487,1193.3199462890625,-2865.14990234375,326.0,3016.9000244140625,27933.60107421875,10018.499755859375,3624.5999145507812,4694.100036621094,909.4999694824219,1.0,-0.20243848432113667,-2.987500133738298,1.2400914450461864,76561198039309853,enpitsu,25.0,1231.9599609375,-3040.169921875,226.10000610351562,3910.7000732421875,22512.099609375,2628.599853515625,-3800.4998779296875,-124.89999771118164,1462.8999328613281,255.0,0.0,False,0.4529123312658833,0.7743422630187938,-0.230008676278035,5,41.0,False,False,6,True,,bf81d8692db,games5425898691,20.0,1137.949951171875,-4448.43994140625,17.010000228881836,10337.39990234375,6879.69970703125,2.0999999344348907,1.7000000178813934,1.1999999731779099,-878.4999847412109,255.0,107.0,,-0.009546838919128775,2.580762555733613,-2.9454379420145184e-05,True,255.0,False,False,False,False,,♿ DerKrabbo ♿,76561198164411581,8,374.94000244140625,1828.550048828125,22.709999084472656,16445.2001953125,-13989.69970703125,-1978.800048828125,2981.400146484375,3313.900146484375,-390.60001373291016,0.0,128.0,False,0.16975837932693272,-2.437942548198007,-0.003565322198563268,True,False,240.0,False,10,10,,El Rasho Macuin,76561198094309427,9.0,114.41000366210938,-3664.929931640625,22.600000381469727,7805.999755859375,4086.0000610351562,-13454.69970703125,916.3999938964844,-3328.900146484375,415.0,255.0,128.0,False,-0.1316084300049561,2.919955493757844,0.0006254514964035552,True,6,4,4,0.0,False,
53,3410,99,False,False,1,2123.261175414617,2298.800048828125,3546.139892578125,351.0199890136719,-8114.4000244140625,8788.599853515625,8914.69970703125,3844.2999267578125,-1345.0999450683594,4405.899963378906,1.0,-0.0340356685359415,-2.851888087307337,1.1068995597517204,76561198039309853,enpitsu,25.0,2350.110107421875,3410.3798828125,249.88999938964844,4952.300109863281,13583.599853515625,4770.5999755859375,127.60000228881836,-85.60000419616699,-46.99999809265137,128.0,255.0,False,0.1565867750346633,2.2134898380866224,0.028748289708676603,6,28.0,False,2,8,True,,bf81d8692db,games5425898691,20.0,2641.6201171875,2302.469970703125,179.92999267578125,-7780.999755859375,21545.50048828125,2060.2999877929688,104.20000076293945,585.9000015258789,-673.3000183105469,255.0,42.0,,0.7173410095492603,1.9137200123487321,0.25740074615452685,True,121.0771784884955,True,4,False,False,,♿ DerKrabbo ♿,76561198164411581,8,-666.8800048828125,4843.22998046875,17.010000228881836,3258.2998657226562,12675.30029296875,2.7000001072883606,0.09999999776482582,-0.0,-3264.5999145507812,255.0,0.0,False,-0.009570792075998931,2.318463809334471,-6.648081702543623e-05,True,False,237.0,False,10,10,,El Rasho Macuin,76561198094309427,9.0,2533.89990234375,2634.260009765625,17.010000228881836,4928.2000732421875,22465.80078125,-0.19999999552965164,-0.0,-0.09999999776482582,-118.19999694824219,255.0,110.0,False,-0.009558580803242527,1.78827470745947,-3.811639529647849e-05,True,8,6,4,13.240722761359265,True,
