,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,team_mate_handbrake
36,2022,57.0,False,False,1,2457.6506197466074,-478.1000061035156,3102.3798828125,105.52999877929688,-7950.10009765625,9968.499755859375,1036.9999694824219,-249.50000762939453,610.4999923706055,-5963.599853515625,1.0,-0.7081674698409138,0.5052905750123153,0.4841392912586303,bf81d8692db,games5425898691,24.0,-516.6400146484375,2946.429931640625,15.260000228881836,-19088.800048828125,179.79999542236328,182.00000762939453,-315.49999237060547,-27.100000381469727,-2017.2000122070312,128.0,0.0,,-0.0029848630421750923,0.13685924121195384,-0.03148807893454585,True,188.0,False,14,False,12,,76561198039309853,enpitsu,25.0,-124.30000305175781,5303.31005859375,16.920000076293945,-22.799999713897705,-3088.3999633789062,-1.8000000715255737,2.3999999463558197,-2.0000000298023224,0.0,255.0,,-0.014190614063236268,-1.5634739991762323,-7.484427017464584e-05,True,14,10,False,124.0,False,,mattechico,8511338488574566948,10,2590.030029296875,2739.72998046875,17.010000228881836,-12615.899658203125,6297.1002197265625,2.0000000298023224,-0.0,0.29999999329447746,-2.3000000417232513,255.0,128.0,,-0.009627065772891385,0.463351432000299,-4.087922170888464e-06,True,8,4,12,135.0,False,,MT-MqtteX,8597310274638842067,15.0,3925.110107421875,4014.179931640625,123.51000213623047,2477.5,-3212.5,714.4999694824219,1204.4000244140625,897.9000091552734,-1505.0999450683594,249.0,0.0,False,0.2857609685653448,-2.3002123657971505,0.9395094350853388,True,159.0,False,16,12,4,,
37,2050,58.0,False,False,1,2385.1862456813933,-1225.780029296875,4050.429931640625,94.63999938964844,656.1000061035156,11743.00048828125,2268.2000732421875,-1683.8999938964844,-1981.6000366210938,-5407.1002197265625,1.0,-0.061814753709430736,-0.055745143161953725,1.3841491065800473,bf81d8692db,games5425898691,24.0,-1341.7099609375,3997.419921875,16.81999969482422,-4577.0001220703125,15362.39990234375,-201.10000610351562,460.40000915527344,-1375.2999877929688,-1347.2999572753906,255.0,0.0,,-0.00870470929080327,1.3332504435111865,-0.012676550130597798,True,147.36003455551725,True,14,False,12,,76561198039309853,enpitsu,25.0,-124.41999816894531,4429.10986328125,17.049999237060547,836.9999694824219,-11323.00048828125,2.7000001072883606,-0.09999999776482582,7.200000286102295,845.1000213623047,255.0,128.0,-0.01669433222039549,-1.6690653155494617,7.991584812322369e-05,True,14,10,False,124.0,False,,mattechico,8511338488574566948,10,1172.0799560546875,3498.639892578125,17.010000228881836,-13930.899658203125,8319.600219726562,2.0000000298023224,0.5000000074505806,-0.09999999776482582,-694.1999816894531,255.0,62.0,,-0.009593342660399257,0.5455655708524327,-9.009673976552884e-05,True,8,4,12,117.0,False,,MT-MqtteX,8597310274638842067,15.0,3608.110107421875,3489.75,16.950000762939453,-12276.8994140625,-850.4000091552734,17.200000286102295,-32.59999990463257,-23.499999046325684,-1075.5000305175781,255.0,128.0,False,-0.008390868271192219,-0.0025778620591940986,-0.0014943475068716205,True,133.99403902279434,True,16,12,4,,
38,2062,59.0,False,True,1,2160.8884203867096,-1181.300048828125,4544.7998046875,135.22999572753906,10753.900146484375,4171.600036621094,2014.2999267578125,-2066.699981689453,-2258.800048828125,-4812.200012207031,1.0,-0.775134519986925,2.728906685849876,0.8252205757533977,bf81d8692db,games5425898691,24.0,-1315.2099609375,4614.830078125,78.05999755859375,9730.399780273438,11359.599609375,3237.0999145507812,2123.5000610351562,4621.499938964844,-2093.300018310547,255.0,0.0,,-0.02899919476962744,2.0948547566916114,0.25221789547572715,True,142.0,False,16,False,13,,76561198039309853,enpitsu,25.0,-86.97000122070312,3927.360107421875,17.049999237060547,-405.99998474121094,-12680.400390625,2.5999999046325684,-0.0,0.3999999910593033,-211.5999984741211,255.0,128.0,-0.01674096222502663,-1.51841433066042,0.000141420663596658,True,14,10,False,155.0,False,,mattechico,8511338488574566948,10,674.9600219726562,3907.1201171875,17.010000228881836,-11469.200439453125,11283.800048828125,2.0999999344348907,0.29999999329447746,-0.0,-30.0,255.0,128.0,,-0.009607206770035142,0.7812995569591041,5.1822052726197194e-05,True,8,4,12,117.0,False,,MT-MqtteX,8597310274638842067,15.0,2880.969970703125,3577.389892578125,16.989999771118164,-16451.300048828125,5224.1998291015625,2.199999988079071,0.5999999865889549,-0.0,-209.69999313354492,255.0,128.0,False,-0.009611340351137514,0.32999420524440176,0.00014424940618139269,True,96.41606031694722,True,16,12,4,,
39,2084,59.0,False,False,0,10099.38083251198,334.9800109863281,-4884.080078125,97.25,4457.9998779296875,-17251.300048828125,4766.000061035156,2437.7000427246094,-2294.600067138672,-4979.100036621094,0.0,0.2338200267978799,-0.761985655523845,1.7315554441840146,8511338488574566948,mattechico,10.0,219.82000732421875,-4750.39013671875,40.47999954223633,6725.5999755859375,-5817.5,3336.0000610351562,455.09998321533203,-419.0999984741211,-1896.6999816894531,128.0,0.0,,0.009929576182044871,-0.7550848564319491,0.007199367045200859,True,117.0,False,13,4,8,,8597310274638842067,MT-MqtteX,15.0,-1559.9000244140625,-4294.330078125,16.989999771118164,16789.300537109375,-10778.499755859375,4.399999976158142,-0.3999999910593033,0.09999999776482582,-0.09999999776482582,255.0,128.0,0.009602228166143652,-0.5707630038646704,5.5753869421515135e-05,True,16,12,4,72.0,False,,enpitsu,76561198039309853,25,317.05999755859375,-2887.06005859375,17.049999237060547,9531.599731445312,7577.80029296875,3.8999998569488525,0.7000000029802322,0.19999999552965164,-3110.1998901367188,255.0,0.0,False,0.016741575515092474,0.4907681611431256,-2.8541390796414865e-05,True,10,False,14,155.0,False,,games5425898691,bf81d8692db,24.0,642.5599975585938,-5068.25,205.39999389648438,-7856.9000244140625,-425.0,492.20001220703125,-1463.2000732421875,-1036.9000244140625,-1643.6000061035156,255.0,128.0,,0.7424103626499237,-2.5250078027073393,-1.394773351884732,True,142.0,False,16,14,False,,False
40,2088,60.0,True,True,1,1266.1988489318062,-369.1099853515625,5087.5,145.02999877929688,14475.799560546875,9069.69970703125,309.59999084472656,730.1999664306641,2242.2000122070312,910.2999877929688,1.0,-0.29131253245372535,1.1830562896549013,2.125822535291308,bf81d8692db,games5425898691,24.0,-509.30999755859375,5079.64013671875,205.33999633789062,6379.0997314453125,1519.7000122070312,49.49999809265137,841.9000244140625,-1225.999984741211,4902.300109863281,255.0,128.0,,-0.6769727955736199,2.3188516545718136,-1.1642942626116717,True,142.0,False,16,False,14,,76561198039309853,enpitsu,25.0,-403.4100036621094,2838.949951171875,17.049999237060547,-10915.2001953125,-4280.4998779296875,3.700000047683716,-0.7000000029802322,-0.0,-2862.39990234375,255.0,0.0,-0.016728311276843096,-0.24170717800714445,3.711705038644593e-05,True,14,10,False,155.0,False,,mattechico,8511338488574566948,10,-275.5799865722656,4798.22998046875,71.38999938964844,-5513.599853515625,4726.400146484375,2811.0000610351562,-435.09998321533203,4039.2999267578125,-3281.099853515625,128.0,110.0,,0.2107225398333518,1.1085827694259154,0.3028565104773187,True,8,4,14,117.0,False,,MT-MqtteX,8597310274638842067,15.0,1266.1099853515625,4482.91015625,16.989999771118164,-16788.199462890625,10778.599853515625,4.399999976158142,0.3999999910593033,-0.09999999776482582,0.0,255.0,128.0,False,-0.009602228166143652,0.5707630038646704,5.5753869421515135e-05,True,72.0,False,16,12,4,,False
41,2345,60.0,False,False,0,5204.347245402954,4.78000020980835,14.199999809265137,98.72000122070312,4132.300109863281,22412.80029296875,6928.900146484375,3882.5,-2520.2000427246094,2876.6000366210938,0.0,-0.0213753632293688,0.023641895402508224,0.03210558503472408,8597310274638842067,MT-MqtteX,14.0,-36.09000015258789,-169.9499969482422,17.010000228881836,11856.199951171875,15148.00048828125,2.199999988079071,0.09999999776482582,0.29999999329447746,1447.2000122070312,255.0,255.0,,0.00959610456765939,0.9585486966902891,7.605479137373581e-06,True,0.0,False,False,False,False,,8511338488574566948,mattechico,10.0,2843.75,-4158.64990234375,17.010000228881836,21796.4990234375,1543.8999938964844,1.899999976158142,0.7999999821186066,0.19999999552965164,39.20000076293945,255.0,145.0,0.009572186183614438,0.07042301773330865,-3.528302410120645e-05,True,False,False,False,0.0,False,,enpitsu,76561198039309853,25,0.0,2623.699951171875,17.049999237060547,0.0,-13835.400390625,2.7000001072883606,0.7999999821186066,0.0,0.0,255.0,,,0.016670419977632432,-1.5707742227540824,1.841061355778437e-07,True,False,False,False,146.0,False,,games5425898691,bf81d8692db,24.0,89.04000091552734,488.1000061035156,56.08000183105469,200.40000915527344,-22807.5,2908.3999633789062,2638.900146484375,-547.7999877929688,338.69998931884766,128.0,103.0,,0.05505473067320172,-1.4302290280437433,0.022178637741276045,True,22.0,False,4,3,False,,
42,2347,60.0,False,False,1,5359.31140072821,-17.350000381469727,-140.91000366210938,188.7899932861328,7621.500244140625,9712.39990234375,16177.2998046875,5933.4002685546875,-257.99999237060547,-852.9000091552734,1.0,0.14271076802489222,-0.19846702348645845,-0.035283137203470406,bf81d8692db,games5425898691,24.0,-90.73999786376953,-298.0,77.83000183105469,-200.40000915527344,22807.5,2366.3999938964844,-5475.7000732421875,496.1000061035156,140.9000015258789,128.0,112.0,,-0.6049759832661683,1.3514565547399182,0.19634458416282644,True,22.0,False,4,False,3,,76561198039309853,enpitsu,25.0,-0.0,-2507.75,17.049999237060547,-0.0,13976.99951171875,2.7000001072883606,-0.7999999821186066,-0.0,0.0,255.0,0.0,-0.016670419977632432,1.5707742227540824,1.841061355778437e-07,True,False,False,False,146.0,False,,mattechico,8511338488574566948,10,-2843.75,4158.64990234375,17.010000228881836,-21796.4990234375,-1543.8999938964844,1.899999976158142,-0.7999999821186066,-0.19999999552965164,39.20000076293945,255.0,145.0,,-0.009572186183614438,-0.07042301773330865,-3.528302410120645e-05,True,False,False,False,255.0,False,,MT-MqtteX,8597310274638842067,14.0,-43.0099983215332,51.61000061035156,16.1299991607666,-7994.5001220703125,-14776.500244140625,112.39999771118164,65.79999923706055,-276.5999984741211,1841.300048828125,254.0,119.0,,0.0020075229758095667,-1.207887417400501,-0.014408410291446174,True,0.0,False,False,False,False,,
43,2456,64.0,False,False,1,2385.237999885803,2306.840087890625,3216.75,244.24000549316406,-21032.2998046875,16461.300048828125,9217.100219726562,-1360.0,4921.7999267578125,3150.4998779296875,1.0,0.5609034552425194,0.6967498780382763,-2.8743091846822284,76561198039309853,enpitsu,25.0,2480.800048828125,3136.6201171875,184.97999572753906,-8437.100219726562,18995.30029296875,829.4999694824219,1350.2000427246094,4961.099853515625,191.20000839233398,255.0,255.0,,0.07912519319397039,1.0935985510512531,0.10647927209861836,True,147.0,False,2,False,False,,bf81d8692db,games5425898691,24.0,1208.1199951171875,-1517.4000244140625,94.66999816894531,10690.30029296875,-14007.39990234375,-333.4000015258789,4241.400146484375,2630.5999755859375,-24.40000057220459,255.0,,1.3663006334754015,-2.1497236624085123,-0.024258602635653364,,6,6,False,22.0,False,,mattechico,8511338488574566948,10,-1364.22998046875,4676.60009765625,17.020000457763672,6546.099853515625,3733.9999389648438,0.9000000357627869,1.899999976158142,0.3999999910593033,-1704.2999267578125,255.0,48.0,,-0.009562856043102629,2.6265622266892397,-0.00010910362661827131,True,False,False,False,255.0,False,,MT-MqtteX,8597310274638842067,15.0,-4053.969970703125,1467.699951171875,152.47999572753906,3557.5,18782.2998046875,-7435.30029296875,-1593.5000610351562,-3507.7999877929688,-289.59999084472656,232.0,106.0,,-0.4279146515327634,1.781519692137692,1.1089855873034757,True,198.0,False,4,4,False,,
44,2536,67.0,False,False,0,9116.877719041067,2406.7900390625,-3357.590087890625,114.79000091552734,14268.199462890625,15009.89990234375,-4210.400085449219,-3544.5999145507812,1837.2000122070312,-4478.800048828125,0.0,-0.14381419576142232,1.026512432863008,-2.5228500574203365,8597310274638842067,MT-MqtteX,15.0,2327.6201171875,-3498.8798828125,16.6200008392334,6807.80029296875,6276.7999267578125,182.80000686645508,-1331.199951171875,-550.4999923706055,-556.1000061035156,255.0,128.0,False,0.04953365928731776,0.697601121433603,-0.05160745942662573,True,210.08985795769638,True,4,False,4,,8511338488574566948,mattechico,10.0,1679.1099853515625,-5037.669921875,46.400001525878906,1111.2000274658203,3362.0001220703125,-2423.5000610351562,3132.0001220703125,-1487.2000122070312,-1331.7999267578125,255.0,0.0,0.5303945872174927,1.3750739070676365,-0.12175573973572734,True,False,False,False,255.0,False,,enpitsu,76561198039309853,25,-1412.8299560546875,-5102.93994140625,554.219970703125,-5490.0,3.400000035762787,-15.90000033378601,0.0,2384.2999267578125,-0.19999999552965164,0.0,0.0,True,1.2761465371527234,-0.05812325914685244,-1.6263669219587966,True,False,False,2,147.0,False,,games5425898691,bf81d8692db,24.0,-3781.389892578125,3174.580078125,16.59000015258789,6581.6998291015625,-15179.3994140625,-25.399999618530273,15.499999523162842,-146.00000381469727,2010.0999450683594,255.0,255.0,,0.007897775754203772,-1.0896970324984094,0.007546259972166791,True,220.0,False,6,6,False,,
45,2584,68.0,False,False,0,8106.726085409148,3988.409912109375,-1330.050048828125,388.1199951171875,-7807.9998779296875,15064.89990234375,11578.800048828125,350.60001373291016,-157.7999973297119,1566.1000061035156,0.0,-0.37562328408707973,3.0335496434696987,1.7048899855806596,8597310274638842067,MT-MqtteX,15.0,4058.929931640625,-1501.489990234375,154.22000122070312,5873.900146484375,14733.00048828125,11358.800048828125,-1008.3000183105469,-5398.3001708984375,-302.60000228881836,255.0,128.0,False,-0.6442017277767824,1.2171456630749118,-1.0026360689096638,True,112.0,False,4,False,4,,8511338488574566948,mattechico,10.0,1514.3699951171875,-3366.39990234375,17.010000228881836,-5684.4000244140625,12853.599853515625,1.899999976158142,-0.09999999776482582,0.7999999821186066,0.0,255.0,128.0,0.009590817537002512,1.9871949605506947,-7.145115777521029e-05,True,False,False,False,245.0,False,,enpitsu,76561198039309853,25,-2919.35009765625,-4265.56982421875,17.030000686645508,-12341.500244140625,14501.700439453125,5.400000214576721,2.8999999165534973,-3.400000035762787,-855.8999633789062,255.0,128.0,False,0.016765547493914477,2.2772946740372295,-0.000193517918950976,True,False,False,2,255.0,False,,games5425898691,bf81d8692db,24.0,-1718.760009765625,4081.06005859375,17.010000228881836,7977.39990234375,14680.30029296875,2.0000000298023224,0.0,0.29999999329447746,-688.3999633789062,255.0,77.0,,0.009590096946755524,1.062042958414582,-0.00010493557587583816,True,218.0,False,6,6,False,32.0,
46,2685,72.0,False,True,0,2293.4785522660345,1060.5400390625,3943.340087890625,145.61000061035156,-9758.800048828125,10008.699951171875,9111.900024414062,-4292.900085449219,-4185.7000732421875,224.0999984741211,0.0,0.477785220429951,2.4562563574846545,0.7153000772909502,8597310274638842067,MT-MqtteX,15.0,1128.050048828125,3833.419921875,251.86000061035156,-13094.3994140625,11768.399658203125,-14738.499755859375,-9.700000286102295,-615.4000091552734,379.00001525878906,255.0,128.0,False,0.9498942301822269,-1.2795487507435694,-2.9109204611072967,True,0.0,False,6,False,4,,8511338488574566948,mattechico,10.0,302.5799865722656,2204.39990234375,17.010000228881836,3846.7001342773438,6509.2999267578125,2.5,0.0,0.0,-2354.7000122070312,255.0,6.0,0.009509483232758752,1.0221452560188191,-5.175566298666126e-06,True,False,False,False,210.0,False,,enpitsu,76561198039309853,25,-3148.77001953125,3503.2900390625,17.049999237060547,7960.8001708984375,19682.60009765625,2.7000001072883606,-0.5000000074505806,0.0,-0.09999999776482582,255.0,0.0,False,0.01673882238328612,1.1864127628340166,2.2766320711651448e-05,True,4,False,6,255.0,False,,games5425898691,bf81d8692db,24.0,387.30999755859375,4726.75,101.66000366210938,13970.899658203125,-8030.7000732421875,2596.9000244140625,-1029.7000122070312,-1999.1000366210938,-630.2000045776367,255.0,6.0,,-0.28454228103398593,-0.5578796456024571,0.006634087955983941,True,145.18195290206577,True,8,6,False,,
47,2686,72.0,False,True,0,2253.1577031093216,1037.780029296875,3983.6201171875,133.9600067138672,-16100.50048828125,25891.10107421875,-6959.6002197265625,5793.4002685546875,-1542.7999877929688,-236.49999618530273,0.0,0.4088895941734804,2.384280823385873,0.5620894709923677,8597310274638842067,MT-MqtteX,15.0,1128.050048828125,3833.419921875,251.86000061035156,-13094.3994140625,11768.399658203125,-14738.499755859375,-9.700000286102295,-615.4000091552734,379.00001525878906,255.0,128.0,False,0.9498942301822269,-1.2795487507435694,-2.9109204611072967,True,0.0,False,6,False,4,,8511338488574566948,mattechico,10.0,346.0299987792969,2261.89990234375,17.010000228881836,5481.099853515625,6000.9002685546875,2.5,-0.19999999552965164,0.0,-2380.2999877929688,255.0,6.0,0.009517802295367188,0.8047531082469951,2.2813481117777382e-05,True,False,False,False,210.0,False,,enpitsu,76561198039309853,25,-3075.840087890625,3683.68994140625,17.049999237060547,7960.999755859375,19681.500244140625,2.7000001072883606,-0.5000000074505806,0.0,0.0,255.0,0.0,False,0.01673882238328612,1.1864127628340166,2.2766320711651448e-05,True,4,False,6,255.0,False,,games5425898691,bf81d8692db,24.0,519.1799926757812,4650.60986328125,124.11000061035156,14715.799560546875,-8540.800170898438,2349.7999572753906,-443.1999969482422,-1664.4000244140625,-1390.2000427246094,255.0,0.0,,-0.4585898524865782,-0.6704340589543347,0.04932222399913404,True,142.07160436466174,True,8,6,False,,
48,2694,72.0,False,False,1,9597.180649538177,-845.3499755859375,-4297.8798828125,95.79000091552734,-3659.1000366210938,5512.8997802734375,2426.0000610351562,-4511.199951171875,-2994.2999267578125,2585.10009765625,1.0,-0.07563897986579907,-2.568996441410151,-0.2657960622749,bf81d8692db,games5425898691,24.0,-808.0900268554688,-4360.64990234375,214.4499969482422,-4849.5001220703125,8828.800048828125,1366.1000061035156,-2160.5999755859375,3198.900146484375,3917.60009765625,255.0,0.0,,0.5930940181181267,1.2679295071595995,1.1517730881847317,True,116.96556558660278,True,8,False,7,,76561198039309853,enpitsu,25.0,2855.280029296875,-4143.740234375,17.049999237060547,-11524.300537109375,-17513.699951171875,3.0000001192092896,-0.3999999910593033,-1.1999999731779099,-1882.2000122070312,255.0,0.0,-0.01675621501344085,-0.9313072342117645,-0.0001473399376108882,True,6,4,False,255.0,False,,mattechico,8511338488574566948,10,-530.9199829101562,-2399.580078125,17.010000228881836,-7957.60009765625,-5552.19970703125,2.199999988079071,0.29999999329447746,0.09999999776482582,1173.7000274658203,255.0,221.0,,-0.009516238279280373,-0.5932575224340453,0.00029673720978587583,True,False,False,False,210.0,False,,MT-MqtteX,8597310274638842067,15.0,-809.3599853515625,-4098.72998046875,91.2699966430664,11573.900146484375,-9517.100219726562,571.8000030517578,1527.4000549316406,-1500.3999328613281,4773.800048828125,255.0,128.0,False,-0.8213280806019514,0.9496176641265363,2.819317928723501,True,0.0,False,6,4,False,,False
49,2706,73.0,False,False,1,9393.616960280593,-1166.6099853515625,-4024.3701171875,93.23999786376953,-8314.400024414062,6190.9002685546875,323.49998474121094,-5155.4998779296875,-3038.5000610351562,432.79998779296875,1.0,0.4845188210989408,1.9987148098255385,-2.5426773219865666,bf81d8692db,games5425898691,24.0,-984.2899780273438,-4011.2900390625,261.32000732421875,-4983.2000732421875,10042.5,1177.3999786376953,-1967.2000122070312,3634.8001098632812,3628.699951171875,255.0,204.0,,0.8171821280186726,0.8378511204367228,-2.8015040959629824,True,106.0,False,8,False,7,,76561198039309853,enpitsu,25.0,2157.679931640625,-4596.419921875,17.049999237060547,-19142.19970703125,-3072.0001220703125,2.7000001072883606,-5.699999928474426,-0.5000000074505806,-1397.2999572753906,255.0,128.0,-0.016781834717273732,-0.08040280040931176,0.00010810112439129146,True,6,4,False,239.32833565178737,True,,mattechico,8511338488574566948,10,-784.25,-2758.389892578125,17.010000228881836,-3255.7000732421875,-10767.2998046875,2.3000000417232513,1.5000000596046448,7.400000095367432,-63.400001525878906,255.0,0.0,,-0.009541334142032188,-1.3473176890110943,-0.0002875193180332046,True,False,False,False,210.0,False,,MT-MqtteX,8597310274638842067,15.0,-237.8300018310547,-4568.919921875,79.30000305175781,10960.400390625,-8988.599853515625,-1011.2000274658203,1786.3999938964844,-1025.999984741211,870.4000091552734,254.0,128.0,False,-0.7630975935721529,1.4014389437720824,0.7477178994934119,True,0.0,False,6,4,False,,False
50,2736,74.0,False,False,0,3320.0492011386905,1953.18994140625,3435.639892578125,102.41999816894531,7721.6998291015625,4218.699951171875,2982.3001098632812,2696.6000366210938,2116.9000244140625,4923.999938964844,0.0,-0.26900228290591993,-1.4419572670061263,-2.663314106299293,8511338488574566948,mattechico,10.0,1950.3199462890625,3299.360107421875,16.59000015258789,12613.900146484375,371.3999938964844,-168.60000610351562,545.0,-369.7999954223633,2390.500030517578,138.0,255.0,,-0.0011478750254557718,0.0975767642397111,0.013884626158878963,True,191.0,False,False,False,False,,8597310274638842067,MT-MqtteX,15.0,135.91000366210938,4859.58984375,55.95000076293945,12371.199951171875,-1528.2000732421875,1196.2999725341797,-1335.8000183105469,351.3999938964844,-5315.2001953125,255.0,11.0,-0.09331187046323645,-2.0841993874320432,-0.032458420698498754,True,6,4,False,,False,,enpitsu,76561198039309853,25,-138.30999755859375,4924.5400390625,17.030000686645508,6778.499755859375,2607.9998779296875,-39.000000953674316,-50.79999923706055,131.99999809265137,49.60000038146973,255.0,,,0.01574601699404118,0.373838713600685,-2.5299120198672477e-05,True,4,False,6,215.0,False,,games5425898691,bf81d8692db,24.0,1562.489990234375,2842.72998046875,19.59000015258789,2711.300048828125,-6231.400146484375,-1520.0999450683594,1937.4000549316406,-2564.7000122070312,4240.5999755859375,255.0,255.0,,0.08718585194073189,0.7762391080784213,0.025312033692250588,True,102.88129014866327,True,8,8,False,,
51,2768,75.0,False,False,0,3905.243525935175,2803.0400390625,3887.7900390625,119.43000030517578,3211.4999389648438,4812.300109863281,2286.9000244140625,-2079.499969482422,4920.299987792969,2494.9000549316406,0.0,-0.46183458591937876,-0.6035832256305675,2.8247195461475942,8511338488574566948,mattechico,10.0,2852.050048828125,3759.64990234375,17.0,2540.0,4030.2999877929688,3.8999998569488525,-2.3000000417232513,-1.0000000149011612,-382.99999237060547,57.0,0.0,,0.009808251444565189,1.046325817906378,-0.0001285596854646751,True,191.0,False,False,False,False,,8597310274638842067,MT-MqtteX,15.0,832.8200073242188,4785.06005859375,17.0,-3084.5999145507812,2730.5999755859375,3.400000035762787,0.0,0.29999999329447746,1971.7999267578125,255.0,255.0,0.009542588951840299,2.365797767603299,3.466001907035795e-05,True,6,4,False,,False,,enpitsu,76561198039309853,25,784.8200073242188,5020.47021484375,17.040000915527344,4714.100036621094,-714.1999816894531,3.8999998569488525,3.100000023841858,2.8999999165534973,-533.6999893188477,0.0,128.0,,0.01710691971732516,-0.184061170649219,0.00014945893238041568,True,4,False,6,215.0,False,,games5425898691,bf81d8692db,24.0,1692.9200439453125,3484.780029296875,16.989999771118164,1095.999984741211,10684.3994140625,4.600000083446503,-0.09999999776482582,0.19999999552965164,-0.29999999329447746,255.0,128.0,,0.00952563273111639,1.4684847630834073,-1.4073064654883961e-05,True,73.0,False,8,8,False,,False
52,2784,76.0,False,False,0,4003.0294032708784,2988.1298828125,4171.60986328125,146.6199951171875,2662.9000854492188,6670.7000732421875,713.1999969482422,193.1999969482422,1682.2999572753906,3687.2000122070312,0.0,0.9195857584553123,-2.3853025951842914,-1.3996217657352088,8511338488574566948,mattechico,10.0,3031.3701171875,4097.0,16.989999771118164,3528.699951171875,7386.5997314453125,4.600000083446503,3.100000023841858,6.9999998807907104,-1130.1000213623047,143.0,128.0,,0.00958733706309278,1.1025656975174274,-0.00015306888286354366,True,255.0,False,False,False,False,,8597310274638842067,MT-MqtteX,15.0,471.29998779296875,4794.56005859375,17.0,-7159.5001220703125,-4558.500061035156,3.6000001430511475,0.09999999776482582,0.0,2496.199951171875,248.0,255.0,0.00951487758253002,-2.540106314943663,8.264574083492383e-06,True,6,4,False,,False,,enpitsu,76561198039309853,25,667.8400268554688,5047.81005859375,17.040000915527344,-4393.0999755859375,969.1999816894531,3.700000047683716,0.0,-1.5000000596046448,0.0,255.0,128.0,,0.01679344102642073,-0.21717115414260207,-2.3595215016942334e-05,True,4,False,6,215.0,False,,games5425898691,bf81d8692db,24.0,2039.1600341796875,4110.169921875,16.989999771118164,10926.99951171875,5314.5001220703125,4.600000083446503,2.7000001072883606,1.1999999731779099,-927.2000122070312,255.0,128.0,,0.009550607642560096,0.3861935783613976,0.00021287058761023652,True,73.0,False,8,8,False,,False
