,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect,team_mate_handbrake
40,2365,70.0,False,False,1,1850.5591004897833,-366.6499938964844,3787.1201171875,110.22000122070312,-6541.9000244140625,-5273.599853515625,-2497.5,-586.1999893188477,-3490.4998779296875,4844.800109863281,1.0,-0.48499959435162276,1.1776574982773074,1.8923942596532422,76561198362923691,POP,21.0,-250.67999267578125,3722.909912109375,76.73999786376953,-159.3000030517578,-1249.3000030517578,2522.7999877929688,-767.2000122070312,23.900001049041748,-1464.2999267578125,128.0,128.0,,0.08450344941272107,-1.3705344643817108,0.007397280296259011,False,26.0,False,8,4,4,,76561198335365205,SMOKE,16.0,-1002.9500122070312,4865.169921875,17.010000228881836,11550.699462890625,-5031.7999267578125,3.100000023841858,-0.19999999552965164,0.09999999776482582,-2395.0,255.0,0.0,-0.009560744921340916,-2.6512922694607446,4.938957460397137e-05,True,6,False,8,228.0,False,,enpitsu,76561198039309853,27,116.87000274658203,5131.35009765625,38.63999938964844,3420.2999877929688,-980.1000213623047,-1027.3999786376953,-1594.4000244140625,3578.5000610351562,-343.80001068115234,128.0,128.0,False,0.017068002213597656,1.0541989535175242,-0.38261283146619307,True,208.0,False,2,False,2,,games5425898691,bf81d8692db,17.0,-1684.3499755859375,4824.31982421875,16.989999771118164,14844.599609375,4824.200134277344,5.099999904632568,0.09999999776482582,-0.0,262.00000762939453,255.0,128.0,,-0.009599890482732595,2.800403410221306,-0.0001472760005246078,True,6,113.0,False,False,6,,False
41,2405,72.0,False,False,1,2746.7246279446767,-1126.4000244140625,3281.39990234375,93.44000244140625,-15795.999755859375,-4935.7000732421875,1677.8999328613281,146.99999809265137,-410.9000015258789,-5236.199951171875,1.0,-0.44395742866818866,1.012285712805939,-0.4058831137256198,76561198335365205,SMOKE,16.0,-947.760009765625,3321.090087890625,17.010000228881836,-9470.30029296875,-12697.900390625,0.19999999552965164,1.5999999642372131,2.7000001072883606,-1338.0000305175781,255.0,0.0,False,-0.009599198873219625,-0.919359172998349,-0.00019008897395369334,True,199.47224096328983,True,8,False,6,,76561198362923691,POP,21.0,-137.6300048828125,3190.989990234375,17.010000228881836,2446.9000244140625,-8388.800048828125,3.0000001192092896,-1.0999999940395355,3.3000001311302185,-805.5999755859375,255.0,0.0,-0.009517385444162163,-1.8905764131365994,-0.0002657885291936299,True,4,4,8,0.0,False,,enpitsu,76561198039309853,27,-326.3599853515625,5124.3798828125,17.059999465942383,-6739.2999267578125,-6526.300048828125,-0.29999999329447746,2.7000001072883606,2.7000001072883606,1030.0,255.0,128.0,False,-0.01667911912045584,-0.8300041378288839,-0.0002975083095933487,True,186.0912687701564,True,2,False,2,,games5425898691,bf81d8692db,17.0,-751.9500122070312,3873.81005859375,17.010000228881836,-9662.2998046875,-13213.499755859375,0.19999999552965164,1.5999999642372131,2.5999999046325684,-1504.7000122070312,255.0,0.0,,-0.009594460521472808,-0.9126710625093478,-0.00011599910688693764,True,6,62.822486087840055,True,False,6,,
42,2430,73.0,False,False,0,8721.151410937497,2553.3798828125,-2870.010009765625,106.19000244140625,24646.79931640625,-1403.3999633789062,2704.2001342773438,-3695.8999633789062,-111.99999809265137,-1546.300048828125,0.0,0.6067577627187389,0.8037908235144084,0.4238357290934273,bf81d8692db,games5425898691,17.0,2243.81005859375,-2808.47998046875,17.010000228881836,22491.8994140625,2750.10009765625,2.800000011920929,0.29999999329447746,0.0,-1948.0999755859375,255.0,0.0,,0.00959039965389499,0.04666428870022693,-5.1405800706568256e-05,True,2.0,False,6,False,6,,76561198039309853,enpitsu,27.0,1342.6099853515625,-4200.47021484375,17.059999465942383,18384.89990234375,4820.400085449219,-2.5999999046325684,-0.29999999329447746,0.0,-2016.4999389648438,255.0,128.0,0.016779454758061564,0.18743257584052375,2.1979707205048385e-05,True,False,2,2,121.0,False,,POP,76561198362923691,21,638.530029296875,-2352.320068359375,82.2699966430664,14508.399658203125,13532.60009765625,2511.6000366210938,-5034.700012207031,2164.1000366210938,-467.09999084472656,255.0,128.0,,0.33131735124364803,0.07489323645312665,-0.641627158757214,False,0.0,False,10,5,4,,SMOKE,76561198335365205,23.0,2035.0400390625,-2406.2900390625,17.010000228881836,16741.700439453125,6162.2998046875,0.0,-1.1999999731779099,-0.29999999329447746,-100.0,255.0,128.0,False,0.00960032818561535,0.3404898953167886,0.0001012549454818972,True,6,171.8378234294153,True,False,8,,False
43,2493,75.0,False,False,1,4964.288982163536,-3567.550048828125,2967.239990234375,1788.22998046875,15326.99951171875,15668.199462890625,7059.000244140625,-3796.0000610351562,-1871.7999267578125,-1975.5000305175781,1.0,-0.22870383416560078,1.8383316860119188,0.7004578658160595,76561198335365205,SMOKE,23.0,-3717.030029296875,2818.840087890625,1727.9300537109375,11410.699462890625,8457.000122070312,11913.699951171875,-2895.8999633789062,2167.5,4143.0999755859375,255.0,128.0,,0.15963420051159402,2.4208534296461,0.8957573261874163,True,91.0,False,10,False,7,,76561198362923691,POP,21.0,-3604.0,-509.1300048828125,17.0,10528.1005859375,-5926.9000244140625,3.0000001192092896,-0.0,-0.0,2500.0999450683594,255.0,255.0,-0.00956029179948041,-2.719052897514333,-5.85836344708735e-05,True,6,4,10,248.74995276492132,True,,enpitsu,76561198039309853,27,-2448.820068359375,3163.239990234375,17.059999465942383,9347.80029296875,2234.9000549316406,2.3000000417232513,0.19999999552965164,-0.09999999776482582,3537.5,255.0,255.0,True,-0.016677998010822807,1.7829028535975964,5.0720496636209285e-05,True,255.0,False,2,False,2,,games5425898691,bf81d8692db,17.0,-1889.06005859375,5092.77978515625,111.76000213623047,12556.800537109375,1397.4000549316406,3529.2001342773438,3408.599853515625,2355.399932861328,-650.8999633789062,255.0,0.0,,0.2805483459796516,3.0456480430940207,1.2215696008270485,True,6,2.0,False,False,6,,False
44,2629,80.0,False,False,0,7975.798785846992,-640.02001953125,-2831.68994140625,102.91999816894531,1655.5999755859375,18115.30029296875,6934.7998046875,-4416.199951171875,-4047.39990234375,339.59999084472656,0.0,0.4203721667124043,-1.705447281745271,1.2716013228455794,bf81d8692db,games5425898691,17.0,-705.260009765625,-2998.949951171875,17.010000228881836,4341.300048828125,12604.200439453125,2.5999999046325684,-0.09999999776482582,-0.7999999821186066,-88.80000114440918,255.0,128.0,,0.009574781173981481,1.2274509120098989,0.00011313507862520504,True,32.0,False,8,False,8,,76561198039309853,enpitsu,27.0,-150.52000427246094,-4370.14990234375,17.059999465942383,-8379.299926757812,15060.699462890625,-2.3000000417232513,0.0,0.0,-2037.2999572753906,255.0,0.0,0.01677005944283796,2.010702700698256,-3.3343968059870873e-06,True,False,2,2,139.03864083495202,True,,POP,76561198362923691,20,-1465.8599853515625,877.8599853515625,17.0,1925.2000427246094,13397.2998046875,3.799999952316284,0.0,-0.7999999821186066,-6.3999998569488525,255.0,128.0,False,0.009574557161759381,1.4269962109959544,7.531974437652539e-05,True,199.0,False,10,6,4,,SMOKE,76561198335365205,16.0,-1743.0400390625,-4176.14990234375,17.010000228881836,-12887.900390625,5255.7000732421875,2.8999999165534973,0.3999999910593033,-0.19999999552965164,2155.399932861328,255.0,255.0,False,0.009582884632937648,2.815338479738257,5.750999435147658e-05,False,8,27.890365756968016,True,False,10,2.0,False
45,2751,84.0,False,False,1,8753.066741108149,278.1000061035156,-3591.22998046875,130.75999450683594,-3387.2000122070312,9872.2998046875,9526.300048828125,5994.0997314453125,-27.000000476837158,263.1999969482422,1.0,1.2618956530486827,1.7704866482386032,1.6241294051403476,76561198362923691,POP,21.0,308.54998779296875,-3708.800048828125,15.220000267028809,-484.0999984741211,6732.19970703125,-90.9000015258789,-65.9000015258789,-229.50000762939453,1134.5999908447266,0.0,128.0,,-0.023602271242515047,-1.6943543622106307,0.028140292153645847,True,199.0,False,10,4,6,,76561198335365205,SMOKE,15.0,2798.1298828125,-2973.0,16.520000457763672,-5381.300048828125,-21964.49951171875,97.70000457763672,-56.39999866485596,-4.799999892711639,-1776.199951171875,255.0,0.0,-0.012688897838660196,-1.2818461616144619,-0.0011753573445656038,True,12,False,14,235.0,False,,enpitsu,76561198039309853,27,47.65999984741211,-871.739990234375,17.059999465942383,551.5999984741211,4071.199951171875,1.8000000715255737,-0.7999999821186066,-0.0,0.0,0.0,128.0,,-0.01704464507856406,-1.436076002943097,-2.90548559716419e-06,True,217.0,False,2,False,2,,games5425898691,bf81d8692db,17.0,136.77999877929688,-4297.64013671875,17.020000457763672,-13614.000244140625,1021.3999938964844,1.2999999523162842,-2.5,0.3999999910593033,-864.4999694824219,255.0,128.0,,-0.00959163976651702,0.14067857980110998,0.00019493613181261079,False,10,,False,False,12,34.0,True
46,2812,87.0,False,False,1,6771.257816975983,-440.04998779296875,-1498.1400146484375,622.3800048828125,-6328.3001708984375,15113.800048828125,5389.89990234375,515.099983215332,834.8999786376953,-1521.3999938964844,1.0,1.3295522516115275,-1.8282540294531218,-1.9491554578364008,76561198362923691,POP,21.0,-388.5,-1609.47998046875,439.0400085449219,-4938.900146484375,10874.100341796875,3434.4000244140625,-182.80000686645508,-1737.2999572753906,-406.30001068115234,128.0,0.0,,1.0199896831670137,-0.26295835882137275,-0.7548193289119932,True,133.59370297001254,True,12,4,6,,76561198335365205,SMOKE,15.0,1705.93994140625,-1615.9100341796875,17.020000457763672,-3107.9998779296875,13337.39990234375,1.4000000059604645,1.0999999940395355,-4.399999976158142,1634.7999572753906,255.0,128.0,-0.009563927694230173,1.265829154013523,-5.0890193437467666e-05,True,12,False,14,235.0,False,,enpitsu,76561198039309853,27,-313.80999755859375,-469.29998779296875,235.4600067138672,-5288.599853515625,-9421.400146484375,3926.099853515625,-890.5000305175781,1062.7999877929688,-403.1999969482422,128.0,255.0,False,0.899105419732468,-0.32209089783338773,0.34165274105779037,True,113.0,False,4,False,2,,games5425898691,bf81d8692db,17.0,-3641.860107421875,-3682.840087890625,17.020000457763672,-11840.30029296875,18054.7998046875,-0.7000000029802322,-0.0,-0.0,-2004.2999267578125,255.0,0.0,,-0.009585278208977076,1.0675910324728608,6.12990623004621e-06,True,10,229.89483862794853,True,False,12,,False
47,2879,89.0,False,False,1,4192.265557947974,-1921.0999755859375,2035.3199462890625,137.10000610351562,-12156.300048828125,25315.30029296875,-3186.7999267578125,325.9000015258789,3873.9999389648438,481.5999984741211,1.0,0.6572662937438682,0.2871814528689225,2.1718400234071176,76561198362923691,POP,21.0,-1822.4300537109375,1839.699951171875,227.05999755859375,-8804.69970703125,18123.299560546875,-8258.699951171875,-1137.5,-1177.6000213623047,-575.8000183105469,128.0,0.0,,-0.1668817130065966,0.8367519890112705,0.4301021778038305,False,47.0,False,12,4,6,,76561198335365205,SMOKE,15.0,509.67999267578125,1527.8900146484375,17.020000457763672,1565.7000732421875,12574.200439453125,1.4000000059604645,-0.19999999552965164,-1.0000000149011612,-240.6999969482422,128.0,128.0,-0.009633285780322375,1.7239242876400351,0.0001945188379778711,True,12,False,14,255.0,False,,enpitsu,76561198039309853,27,-3072.0,-2973.389892578125,17.030000686645508,-14853.699951171875,6985.5999755859375,2.3000000417232513,0.19999999552965164,2.199999988079071,-2103.699951171875,255.0,0.0,False,-0.016904462925823305,0.5107604885809176,-2.5360647448524123e-05,True,45.92798278408665,True,4,2,2,,games5425898691,bf81d8692db,17.0,-2063.780029296875,1582.510009765625,35.93000030517578,9355.0,20565.50048828125,-3489.5001220703125,-2337.5,63.89999866485596,702.2000122070312,255.0,114.0,,0.5632797186798874,2.1777150259973492,0.05242274485616341,True,12,173.85907940710746,True,False,14,,False
48,2950,92.0,False,False,1,3516.783939319435,-2617.659912109375,4991.7998046875,1155.699951171875,11095.899658203125,-3424.5999145507812,3326.400146484375,-2883.900146484375,-1899.7000122070312,-2886.4999389648438,1.0,0.6236165252828955,-0.18230921912381295,-2.135769587966528,76561198362923691,POP,21.0,-2820.52001953125,5067.509765625,1090.8900146484375,9894.299926757812,2751.6000366210938,2375.399932861328,-395.09998321533203,2225.500030517578,-1200.6999969482422,255.0,0.0,,0.21927200683621464,2.8658271165511158,1.5728921386338304,True,255.0,False,12,4,6,,76561198335365205,SMOKE,15.0,422.1700134277344,1829.800048828125,17.020000457763672,3109.5001220703125,9764.199829101562,1.8000000715255737,-0.0,0.09999999776482582,2390.399932861328,255.0,255.0,-0.009536006412955711,1.8251475751485002,-1.1756128384753624e-05,True,12,False,14,251.796799923784,True,,enpitsu,76561198039309853,27,-2849.639892578125,2318.340087890625,27.889999389648438,7952.7001953125,20951.39892578125,-2546.199951171875,-3230.2999877929688,1947.2999572753906,3253.3999633789062,255.0,128.0,False,0.17973634425237314,2.0508955931396757,-0.03984228052814943,True,242.0,False,6,4,2,,games5425898691,bf81d8692db,17.0,1831.8499755859375,3941.6201171875,17.010000228881836,-528.8999938964844,15371.400146484375,2.800000011920929,-0.19999999552965164,-0.0,1991.9000244140625,128.0,255.0,,-0.009624297740945014,1.468616173693835,2.6132242494283212e-05,True,12,192.0,False,False,14,,False
49,3002,94.0,False,False,0,9594.366132815172,612.030029296875,-4335.10986328125,616.6300048828125,20132.39990234375,19453.00048828125,-4653.2000732421875,1784.9000549316406,2359.7000122070312,440.60001373291016,0.0,0.8848982490925609,-1.633732615130839,-1.8087550997207202,bf81d8692db,games5425898691,17.0,464.5799865722656,-4458.75,583.3599853515625,15388.800048828125,7812.5,5886.199951171875,-1996.300048828125,3521.300048828125,-3723.5000610351562,255.0,212.0,,-0.5197393974659453,0.6399004678124302,-0.7450424960157304,True,178.13102796769905,True,16,False,13,,76561198039309853,enpitsu,27.0,627.9299926757812,-4734.60986328125,116.63999938964844,-17122.2998046875,4423.299865722656,4047.9998779296875,258.1999969482422,1444.1999816894531,-1866.9999694824219,128.0,0.0,-0.21921341445844406,2.6761193228985287,0.024249706736704242,True,5,2,8,207.87342800888965,True,,POP,76561198362923691,21,696.7100219726562,-4440.64013671875,501.3699951171875,-11858.599853515625,5932.1002197265625,-6324.6002197265625,184.69999313354492,1035.5000305175781,-382.5,128.0,128.0,,-0.9320932027007269,1.3576767169355357,1.5789195677704582,,207.0,False,14,6,4,,SMOKE,76561198335365205,15.0,390.42999267578125,-4132.2001953125,496.2200012207031,5052.39990234375,-12188.499755859375,4390.299987792969,2678.0999755859375,-2309.4000244140625,2720.5999755859375,0.0,128.0,,-0.3506637675770653,-2.4453935928428256,-2.2471029879665188,True,12,189.13102796769905,True,4,16,,
50,3103,97.0,False,True,0,5841.883079467734,2592.449951171875,454.0299987792969,132.83999633789062,-11686.400146484375,26842.7001953125,5767.39990234375,1317.8999328613281,-3597.0001220703125,223.29999923706055,0.0,0.08051104456844776,-1.2275809201468597,1.2520087697938862,bf81d8692db,games5425898691,17.0,2681.3701171875,165.92999267578125,21.920000076293945,-5396.500244140625,22158.00048828125,2979.89990234375,-0.7999999821186066,4.1999998688697815,1316.1000061035156,255.0,255.0,,0.009594565468432131,1.8296043858135553,0.00023297914969180183,True,0.0,False,17,False,14,,76561198039309853,enpitsu,27.0,-233.19000244140625,1166.469970703125,17.040000915527344,10114.199829101562,20383.800048828125,5.0,0.5000000074505806,0.9000000357627869,-1833.6000061035156,255.0,0.0,0.016797834304187114,1.053284634251046,-0.00013706492450337734,True,6,2,8,117.0,False,,POP,76561198362923691,22,741.989990234375,1306.5799560546875,17.010000228881836,15678.1005859375,12683.699951171875,2.8999999165534973,-0.9000000357627869,-0.5999999865889549,1896.7999267578125,255.0,255.0,,0.009587555711633007,0.7416337431724808,9.845044684571921e-05,True,146.0,False,16,8,4,,SMOKE,76561198335365205,15.0,1587.3299560546875,-2114.77001953125,104.44000244140625,7006.400146484375,21429.69970703125,-141.70000076293945,-3369.1000366210938,4296.700134277344,-661.2000274658203,255.0,0.0,,-0.2041437735861126,2.895431899634725,-2.6529125564171268,True,13,2.0,False,4,18,,
51,3135,98.0,False,False,1,8930.232683940632,-1262.8399658203125,-3525.360107421875,358.8299865722656,-9251.599731445312,-19985.10009765625,5804.4000244140625,302.00000762939453,3645.4000854492188,2850.5999755859375,1.0,0.1113197563950747,1.331255145033136,-0.5463315905098242,76561198362923691,POP,22.0,-1138.3399658203125,-3536.780029296875,248.5800018310547,-2563.599853515625,-15391.099853515625,2733.2000732421875,-1048.0000305175781,3050.10009765625,4455.10009765625,255.0,128.0,,0.8445364714063268,0.4540203119130952,0.336563905650793,False,106.70941083918336,True,18,4,9,,76561198335365205,SMOKE,15.0,-2192.85009765625,-287.0199890136719,65.4000015258789,-3278.2998657226562,-22505.70068359375,3173.0999755859375,471.19998931884766,-69.40000057220459,-417.2999954223633,255.0,128.0,-0.036110959919589146,-1.3830420788263662,-0.001545512976442243,True,15,4,20,0.0,False,,enpitsu,76561198039309853,27,-1782.300048828125,-2198.06005859375,17.040000915527344,-11283.900146484375,-15186.99951171875,4.900000095367432,0.09999999776482582,-0.0,2050.500030517578,255.0,255.0,,-0.016773267517367987,-1.0062369685821217,1.2889996764963772e-05,True,147.0,False,8,6,2,,games5425898691,bf81d8692db,17.0,-1994.0799560546875,-2558.010009765625,95.7300033569336,5692.8997802734375,-20077.2998046875,-3037.39990234375,360.09998321533203,364.70001220703125,5475.999755859375,255.0,255.0,,0.08186053767837152,-1.2931234065224426,-0.11911420778536402,True,14,0.0,False,False,18,,
52,3224,102.0,False,False,0,4954.234545330282,3396.320068359375,2666.050048828125,272.3999938964844,5765.30029296875,13387.099609375,10930.899658203125,4098.2000732421875,-2192.7999877929688,3794.2001342773438,0.0,-0.36683279884205583,-1.1396561365942015,-1.3986097362997787,76561198039309853,enpitsu,27.0,3370.969970703125,2555.0400390625,139.4199981689453,18831.300048828125,12931.99951171875,2672.7999877929688,-5095.4998779296875,-2026.6000366210938,421.3999938964844,128.0,255.0,False,0.03512158710468546,0.41072449840819,-0.656864411431338,True,46.0,False,10,2,7,,bf81d8692db,games5425898691,17.0,-2310.52001953125,377.9599914550781,17.010000228881836,-17881.400146484375,-5530.3997802734375,2.5999999046325684,0.19999999552965164,0.0,-167.5,255.0,128.0,0.009591812603865877,-2.8596888994922067,0.00010232449335399007,False,16,False,20,0.0,False,,POP,76561198362923691,21,1863.0,4418.419921875,17.010000228881836,-3924.4000244140625,-10745.10009765625,2.800000011920929,1.8000000715255737,4.4999998807907104,1772.1000671386719,255.0,128.0,False,0.00953885297733715,-1.8859274548811424,0.00018397019795851467,True,102.0,False,18,10,4,,SMOKE,76561198335365205,15.0,3559.159912109375,2866.39990234375,120.0199966430664,-3322.7999877929688,-18939.200439453125,3985.10009765625,-1354.7000122070312,349.3000030517578,-367.99999237060547,128.0,128.0,False,-0.1953735265348152,-1.8797392534868982,0.007693950718595807,True,16,178.06393987132657,True,4,22,,
53,3308,105.0,False,False,1,10221.39056756232,-2330.800048828125,-4558.68994140625,111.0199966430664,-14294.89990234375,13552.099609375,13541.8994140625,2051.4999389648438,4870.5999755859375,-2840.4000854492188,1.0,0.7792341322347295,1.5249736198836201,-1.4885664712199966,76561198362923691,POP,21.0,-2180.449951171875,-4660.35986328125,17.010000228881836,-17698.00048828125,2158.000030517578,0.19999999552965164,4.399999976158142,-0.7999999821186066,-1055.5999755859375,255.0,0.0,False,-0.009565404690936676,0.1274545869590422,-0.0001292895190202248,True,39.12421484403712,True,18,4,10,,76561198335365205,SMOKE,15.0,-585.1099853515625,293.6300048828125,17.020000457763672,11754.300537109375,7705.10009765625,1.2999999523162842,3.400000035762787,2.0999999344348907,-177.80000686645508,255.0,128.0,-0.009588574492665904,2.5651040710460418,-0.00013363425397383967,True,18,4,22,199.0,False,,enpitsu,76561198039309853,27,-3695.530029296875,-552.3400268554688,17.049999237060547,4590.7000732421875,13310.10009765625,4.1999998688697815,-1.2999999523162842,5.699999928474426,0.0,255.0,0.0,True,-0.01658638459073341,1.902831606808563,-0.00031916108085995067,True,28.0,False,10,8,2,,games5425898691,bf81d8692db,17.0,352.1600036621094,1273.1300048828125,17.010000228881836,-21051.0009765625,-8310.599975585938,2.5999999046325684,1.5000000596046448,0.3999999910593033,327.79998779296875,255.0,128.0,,-0.009598343470426443,-0.3988875931421538,-2.4777003097650053e-05,True,16,166.0,False,False,20,,
54,3391,108.0,False,False,0,5037.516958780804,2530.47998046875,1447.3299560546875,659.7100219726562,-12342.2998046875,-13139.3994140625,6748.2000732421875,4933.900146484375,-922.6999664306641,3286.9000244140625,0.0,-0.42332759536389886,2.375538532159373,-1.0554864345333148,bf81d8692db,games5425898691,17.0,2583.8701171875,1492.300048828125,504.9800109863281,-4527.200012207031,13066.800537109375,5249.2999267578125,-3271.7001342773438,-3127.6998901367188,-3124.5001220703125,255.0,217.0,,-0.25428786582752605,1.7553073977465166,-0.6168988134835207,True,120.81418514764432,True,22,False,17,,76561198039309853,enpitsu,27.0,2488.47998046875,601.280029296875,17.049999237060547,-4277.60009765625,3169.7000122070312,3.1999999284744263,0.7000000029802322,1.5000000596046448,2.0000000298023224,255.0,128.0,0.016770235373700784,2.504291422532209,-1.628116721454352e-05,True,8,2,10,251.85070110905556,True,,POP,76561198362923691,21,542.3499755859375,4051.580078125,16.469999313354492,-16061.800537109375,5573.3001708984375,95.39999961853027,-0.29999999329447746,12.300000190734863,42.60000228881836,128.0,128.0,False,0.01036532554151085,2.812000639090177,-0.00025266171021370994,True,13.0,False,20,12,4,,SMOKE,76561198335365205,15.0,-1356.72998046875,1683.18994140625,17.020000457763672,10627.39990234375,13460.400390625,1.5000000596046448,-0.09999999776482582,0.0,-1969.9000549316406,255.0,0.0,,0.00957213977271306,0.8331588006137712,5.617508791751565e-06,True,18,157.0,False,4,22,,False
55,3466,110.0,False,False,1,3029.466421380025,651.3300170898438,2120.429931640625,127.19000244140625,3669.2999267578125,18499.000244140625,7361.500244140625,-5885.30029296875,1167.3999786376953,-4.000000059604645,1.0,-1.2054727600979898,-1.8338296676007086,0.6016959626801189,76561198335365205,SMOKE,15.0,703.6500244140625,1953.5999755859375,225.22000122070312,7212.2998046875,19291.8994140625,730.8999633789062,-4507.60009765625,-2121.7999267578125,2329.9000549316406,128.0,0.0,False,-0.2741667307839014,1.0126791691493762,0.501762615508972,True,0.0,False,24,4,19,,76561198362923691,POP,21.0,3784.429931640625,-2390.4599609375,16.5,-6236.400146484375,20230.699462890625,50.300002098083496,20.0,-15.700000524520874,1054.4999694824219,255.0,255.0,-0.006924483593052604,1.2587886144072002,0.011167957491400633,True,12,4,20,232.0,False,,enpitsu,76561198039309853,27,78.12000274658203,2225.860107421875,72.22000122070312,12313.800048828125,19059.7998046875,3753.9999389648438,-0.29999999329447746,-0.0,0.0,255.0,0.0,False,-0.016784493048581685,2.144409107727975,2.913480345127853e-05,True,115.8091784625925,True,12,9,2,,games5425898691,bf81d8692db,17.0,-2536.219970703125,-5098.10986328125,135.33999633789062,-13067.2998046875,286.5999984741211,75.50000190734863,203.29999923706055,-2048.300018310547,-1069.5999908447266,255.0,0.0,,-0.025372010258413586,0.007479199571605036,1.4111869294798995,True,18,135.0,False,False,22,,False
56,3546,113.0,False,True,1,1463.3401968184346,1507.800048828125,3810.68994140625,188.49000549316406,-18180.2001953125,25354.599609375,-3990.10009765625,-2537.2999572753906,-3131.400146484375,105.50000190734863,1.0,-0.1376238303523544,-2.6117470161186165,-3.109028017883092,76561198362923691,POP,22.0,1661.550048828125,3583.090087890625,227.60000610351562,-12274.3994140625,19413.199462890625,1210.199966430664,-2120.8999633789062,-4682.699890136719,1955.2000427246094,255.0,255.0,,0.08120554951997011,1.0833448696211476,-0.10094200138725905,True,155.0,False,22,4,13,,76561198335365205,SMOKE,15.0,2213.93994140625,5085.02001953125,100.58000183105469,6063.499755859375,-2199.1000366210938,-5670.4998779296875,-3784.8001098632812,-2768.5000610351562,-257.39999771118164,255.0,255.0,-0.6523186844741734,-2.682991287781425,1.0117406136112796,True,20,4,24,,False,,enpitsu,76561198039309853,27,1615.010009765625,5102.93017578125,531.0800170898438,-15191.400146484375,3.3000001311302185,-5940.7000732421875,-2.0999999344348907,-215.59999465942383,-0.5000000074505806,128.0,128.0,,-0.37651396041130225,0.018060614260182083,-1.5777007082522292,True,108.0,False,12,10,2,,games5425898691,bf81d8692db,17.0,-3307.580078125,511.7200012207031,16.989999771118164,2568.0999755859375,22856.10107421875,2.8999999165534973,-0.0,0.09999999776482582,-1556.7999267578125,255.0,3.0,,-0.009588193912620559,1.7189462939225426,-0.00017601995946967897,True,20,219.2796300970098,True,False,24,,
