,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
41,2194,73,False,False,1,8627.739103068034,-3826.419921875,-2080.570068359375,100.4800033569336,-649.8000335693359,17228.399658203125,3775.2999877929688,263.0999946594238,-4230.299987792969,-4246.700134277344,1.0,-0.5900542899880108,-2.5035368934449713,-2.4294212648738416,3050927307804883347,TFB_Zenst,8.0,-3917.27001953125,-2218.8798828125,31.15999984741211,-6166.9000244140625,17136.600341796875,1708.0999755859375,-266.1000061035156,2938.2000732421875,-1380.5000305175781,255.0,0.0,False,0.08826089272490398,1.2616224406406014,0.2907934970677617,False,12,12,False,76.63830551024407,True,,5390056680315292618,TFB_Xotik,9.0,-2747.47998046875,-2918.429931640625,17.049999237060547,8917.80029296875,6698.4002685546875,2.800000011920929,2.7000001072883606,1.899999976158142,-934.1000366210938,255.0,126.0,False,-0.01670716307038579,2.5535423239859645,0.00020571174451810984,True,187.0,False,28,28,False,,enpitsu,76561198039309853,24.0,-3758.06005859375,-1025.5799560546875,61.380001068115234,-2045.0999450683594,-14182.60009765625,3783.699951171875,0.3999999910593033,-0.0,0.0,128.0,0.0,False,-0.01681939471178857,-1.4275081520254285,-1.381585213408744e-05,True,24,2,16,134.0,False,,games5425898691,bf81d8692db,19.0,-969.530029296875,-112.2699966430664,17.010000228881836,-9919.89990234375,10366.099853515625,2.3000000417232513,-0.0,-0.0,0.0,255.0,128.0,,-0.00959704485029502,0.8073922396141193,1.2892016041879516e-05,True,223.0,False,36,False,34,
42,2202,74,False,False,0,5902.360708133151,3827.669921875,1600.9599609375,188.6300048828125,-11483.1005859375,14345.50048828125,5314.1998291015625,-681.6000366210938,709.4000244140625,5918.699951171875,0.0,0.10218395615653501,1.7344728603859008,-1.3422635245767602,76561198039309853,enpitsu,24.0,3895.219970703125,1450.739990234375,168.14999389648438,10469.7998046875,11166.700439453125,2664.8001098632812,2880.1998901367188,4663.299865722656,455.29998779296875,128.0,,,0.00486018527561214,1.2971177109692493,0.6182049538757597,True,24,17,2,124.0,False,,bf81d8692db,games5425898691,19.0,1275.52001953125,-207.41000366210938,17.010000228881836,9919.89990234375,-10366.099853515625,2.3000000417232513,0.0,0.0,0.0,255.0,,,0.00959704485029502,-0.8073922396141193,1.2892016041879516e-05,True,223.0,False,34,36,False,,TFB_Xotik,5390056680315292618,9.0,2398.760009765625,2717.300048828125,17.049999237060547,-11430.0,-4527.799987792969,3.3000001311302185,-0.9000000357627869,-0.3999999910593033,-1916.4999389648438,255.0,40.0,,0.016730426886628676,-2.7862525728082175,-0.00022422553670429617,True,28,False,28,187.0,False,,TFB_Zenst,3050927307804883347,8.0,3956.6201171875,1691.8599853515625,120.91000366210938,-339.3000030517578,-20392.7001953125,3348.9999389648438,900.9999847412109,-5136.6998291015625,-691.2000274658203,4.0,0.0,,0.06879408052703974,-1.7105471570444637,1.055016330047271,,57.0,False,14,False,12,
43,2272,76,False,False,1,10404.262237803638,-1406.800048828125,-5006.22021484375,256.20001220703125,-6967.9998779296875,13707.39990234375,3235.4998779296875,2090.500030517578,3467.0999145507812,4428.0999755859375,1.0,-0.8871432987828889,-0.19556609037842723,0.578405662571009,5390056680315292618,TFB_Xotik,9.0,-1195.1199951171875,-4837.77001953125,122.11000061035156,-4117.39990234375,-17701.99951171875,286.00000381469727,5143.900146484375,-1815.0999450683594,-703.4999847412109,255.0,232.0,,-0.18248103086172096,-0.35371074363585986,-0.46624276622509286,True,30,29,False,168.0,False,,3050927307804883347,TFB_Zenst,8.0,-3225.52001953125,-1264.1099853515625,17.059999465942383,954.5999908447266,-15579.300537109375,-3.799999952316284,-0.0,0.7999999821186066,-16.299999952316284,255.0,128.0,,-0.016775641661820183,-1.6300554820406332,4.680469130398301e-05,True,0.6201719186639258,True,14,14,False,,enpitsu,76561198039309853,24.0,-3504.639892578125,-1609.22998046875,17.020000457763672,10980.6005859375,-10136.400146484375,2.5,0.19999999552965164,1.5999999642372131,15.199999809265137,255.0,128.0,,-0.01670522391170209,-2.397973254482629,5.80931921365152e-05,True,24,2,18,58.22461068758402,True,,games5425898691,bf81d8692db,19.0,-1975.93994140625,-1657.1700439453125,17.010000228881836,10279.69970703125,-20562.19970703125,1.899999976158142,-1.0000000149011612,2.0000000298023224,-782.3000335693359,255.0,31.0,,-0.009594024686945413,-2.0263728799895913,-0.00010201879540414317,True,122.0,False,36,False,34,
44,2298,77,False,False,0,3210.301015522175,2004.8800048828125,3764.889892578125,299.9800109863281,-11872.39990234375,1127.2000122070312,8286.500244140625,3193.800048828125,495.99998474121094,5055.0,0.0,1.203481158879191,0.955628688846007,1.7955277759455852,bf81d8692db,games5425898691,19.0,2114.1201171875,3672.14990234375,135.92999267578125,-343.3000183105469,11868.1005859375,2788.2000732421875,3693.5000610351562,-4054.5001220703125,-409.50000762939453,255.0,176.0,,-0.4525770717216014,1.018812047370578,-0.015926784396173503,True,38,35,False,153.0,False,,76561198039309853,enpitsu,24.0,2601.909912109375,2844.909912109375,17.040000915527344,-9893.699951171875,13755.2001953125,4.099999964237213,-0.19999999552965164,0.29999999329447746,19.500000476837158,128.0,128.0,,0.016780392902945144,2.1966387023855276,-3.962940759938952e-05,True,41.0,False,18,25,2,,TFB_Xotik,5390056680315292618,9.0,1633.1300048828125,4846.52978515625,412.44000244140625,4534.599914550781,-2717.7999877929688,636.8999862670898,-368.6000061035156,2105.500030517578,-2087.100067138672,255.0,35.0,,-0.363949448575928,0.33925876860663207,0.7507141946706426,True,30,False,30,168.0,False,,TFB_Zenst,3050927307804883347,8.0,3151.300048828125,2733.6298828125,17.059999465942383,359.50000762939453,15738.599853515625,1.5000000596046448,0.0,2.0999999344348907,-390.40000915527344,255.0,128.0,,0.01677415218549131,1.5278356440183465,2.876451545656344e-05,True,0.0,False,14,False,14,
45,2422,82,False,False,1,9267.682158860263,2418.909912109375,-4001.699951171875,113.94000244140625,3359.2001342773438,14916.800537109375,1795.5999755859375,2590.0,5372.9998779296875,-649.4999694824219,1.0,1.0908841305577208,-2.8355558354406214,0.14413660136202866,5390056680315292618,TFB_Xotik,9.0,2438.6298828125,-4155.06982421875,16.059999465942383,1619.1000366210938,10325.2001953125,61.599998474121094,78.69999885559082,249.40000534057617,196.39999389648438,255.0,58.0,,-0.036514978941839873,1.6378426401806536,-0.034743828873547496,True,30,30,False,168.0,False,,3050927307804883347,TFB_Zenst,7.0,2024.1700439453125,-4722.60009765625,17.049999237060547,8400.30029296875,5945.3997802734375,3.400000035762787,2.5999999046325684,0.7000000029802322,1169.4999694824219,242.0,215.0,,-0.016745008651979178,2.5387335886039013,0.00027399942075061407,True,176.0,False,14,14,False,,enpitsu,76561198039309853,24.0,3548.02001953125,-3457.18994140625,17.059999465942383,-25.0,5012.099914550781,0.19999999552965164,1.8000000715255737,-0.3999999910593033,2336.199951171875,255.0,0.0,False,-0.01664621166070176,0.35471797170684066,-0.00011723158631820025,True,28,2,20,245.53992250914217,True,,games5425898691,bf81d8692db,19.0,655.4099731445312,-1480.0699462890625,17.010000228881836,17435.2001953125,7187.5,2.3000000417232513,-0.5000000074505806,-0.0,-24.800000190734863,255.0,128.0,,-0.009581622510801437,2.753893516109311,6.124559456069824e-05,True,137.0,False,40,False,38,
46,2448,82,False,False,1,8001.732151777944,2727.280029296875,-2649.360107421875,112.68000030517578,-2076.999969482422,18792.7001953125,3301.300048828125,1503.699951171875,4277.900085449219,2295.0,1.0,0.7796976829455078,0.8357758635800918,-1.6186832134639786,5390056680315292618,TFB_Xotik,9.0,2826.260009765625,-2822.669921875,17.020000457763672,1331.300048828125,19520.999755859375,2.800000011920929,-0.0,-0.5999999865889549,1951.199951171875,255.0,254.0,,-0.0167777112873651,1.5772762868944834,8.297357242426239e-05,True,30,30,False,89.7672857546037,True,,3050927307804883347,TFB_Zenst,7.0,2245.0,-3749.949951171875,17.049999237060547,-2338.5000610351562,12613.299560546875,2.800000011920929,-0.0,-0.5999999865889549,764.7000122070312,255.0,151.0,,-0.016721298704679376,1.3711058719510891,1.8895754834549817e-05,True,176.0,False,14,14,False,,enpitsu,76561198039309853,24.0,2988.1201171875,-2727.699951171875,84.91000366210938,-6612.8997802734375,13552.80029296875,4244.2999267578125,-1503.9999389648438,-704.3000030517578,-72.39999771118164,255.0,255.0,False,-0.13434410592955506,1.1386010805165727,-0.0005416842583148472,True,30,2,20,191.0,False,,games5425898691,bf81d8692db,20.0,2244.10009765625,-713.7000122070312,17.010000228881836,14683.499755859375,11506.300048828125,2.3000000417232513,-0.7000000029802322,-0.5999999865889549,-313.8999938964844,255.0,69.0,,-0.009598344284026748,2.464648225686244,-0.00015001954679717187,True,137.0,False,40,False,38,
47,2473,83,False,False,1,6277.953460333902,2542.080078125,-918.3099975585938,138.16000366210938,2347.4000549316406,20890.70068359375,1130.8999633789062,366.8000030517578,-1449.9000549316406,3818.0999755859375,1.0,-0.30190177476642877,1.373922175759973,-2.6360382333115466,5390056680315292618,TFB_Xotik,9.0,2482.590087890625,-1069.969970703125,17.049999237060547,3126.9000244140625,18705.999755859375,2.800000011920929,0.09999999776482582,0.09999999776482582,-499.3000030517578,255.0,125.0,,-0.016784978086489877,1.7759426428678868,0.00018209192199896996,True,30,30,False,84.0,False,,3050927307804883347,TFB_Zenst,7.0,1842.68994140625,-2544.510009765625,17.049999237060547,-2707.3001098632812,13836.300048828125,2.8999999165534973,-0.0,-0.5000000074505806,-27.59999990463257,255.0,128.0,,-0.016763509771683522,1.3809950842656569,5.52037954215028e-05,True,176.0,False,14,14,False,,enpitsu,76561198039309853,24.0,1893.989990234375,-1392.0899658203125,181.27999877929688,-12641.600341796875,14180.50048828125,-858.0000305175781,-1250.0,-2289.199981689453,2485.2999877929688,128.0,128.0,False,-0.22764023019809915,1.3146386184659034,0.8390927766654237,True,30,2,22,191.0,False,,games5425898691,bf81d8692db,20.0,3654.97998046875,274.7799987792969,17.010000228881836,10792.39990234375,14404.7998046875,2.5,-0.29999999329447746,-0.3999999910593033,1952.7999877929688,255.0,255.0,,-0.009589768488279126,2.1454053223072935,3.8358274536140004e-05,True,255.0,False,40,False,38,
48,2497,84,False,False,1,4709.809243055674,2722.169921875,798.6400146484375,116.31999969482422,-5141.500244140625,21688.60107421875,2544.7999572753906,-2303.6000061035156,3732.0999145507812,3553.900146484375,1.0,-0.05401453199640267,-1.9974524966617295,-2.735684259238191,5390056680315292618,TFB_Xotik,9.0,2848.610107421875,640.97998046875,17.049999237060547,-2323.8999938964844,22544.7998046875,3.1999999284744263,-0.0,-0.09999999776482582,1989.9000549316406,255.0,255.0,,-0.01678584307746411,1.3946662170528619,3.449770371885326e-05,True,30,30,False,41.0,False,,3050927307804883347,TFB_Zenst,7.0,1759.1300048828125,-1224.5,17.049999237060547,-63.09999942779541,14096.099853515625,2.8999999165534973,-0.0,1.5000000596046448,453.69998931884766,255.0,169.0,,-0.01676946612180521,1.5682578819546924,0.00012047015971825298,True,206.0,False,14,14,False,,enpitsu,76561198039309853,24.0,1048.0999755859375,-175.0500030517578,16.770000457763672,2130.0,14795.699462890625,25.999999046325684,-30.09999990463257,-19.299999475479126,-546.3000106811523,255.0,,,-0.017755567198908313,1.7791897597691089,0.0015109156413273435,True,30,2,22,172.11252470683024,True,,games5425898691,bf81d8692db,20.0,3550.449951171875,1908.989990234375,16.989999771118164,-6890.30029296875,21943.60107421875,2.5,-0.0,-0.5000000074505806,1.2999999523162842,255.0,128.0,,-0.00959527866716207,1.2663642110144924,4.398735212727169e-05,True,192.2383484276392,True,40,False,38,
49,2516,85,False,False,1,3178.902424657474,2362.010009765625,2319.320068359375,133.0399932861328,-5748.4002685546875,22154.29931640625,-305.10000228881836,-1044.4000244140625,676.2000274658203,3916.6000366210938,1.0,-1.1008224105514899,-1.3792814130097795,-0.9759602297508031,5390056680315292618,TFB_Xotik,9.0,2449.929931640625,2273.219970703125,16.8700008392334,-3975.5999755859375,22653.00048828125,-51.39999866485596,-93.69999885559082,-890.5000305175781,412.99999237060547,255.0,128.0,,-0.023437506924127566,1.399736712396778,-0.02085752963509216,True,30,30,False,0.0,False,,3050927307804883347,TFB_Zenst,7.0,1382.0899658203125,-420.5799865722656,17.049999237060547,-10248.900146484375,9662.7001953125,2.800000011920929,-0.9000000357627869,0.5000000074505806,81.19999885559082,255.0,128.0,,-0.016752362877224175,0.7463782295753246,-0.00011084463164818751,True,206.0,False,14,14,False,,enpitsu,76561198039309853,24.0,1059.56005859375,1023.1900024414062,17.020000457763672,-6377.80029296875,19969.49951171875,2.800000011920929,-0.0,-0.5000000074505806,1745.2999877929688,255.0,128.0,,-0.016775356942877,1.217350678246346,0.0001515243607785303,True,30,2,22,155.0,False,,games5425898691,bf81d8692db,20.0,2970.77001953125,3291.7099609375,16.989999771118164,-12935.2001953125,18623.900146484375,4.799999892711639,-0.29999999329447746,0.3999999910593033,88.19999694824219,255.0,128.0,,-0.00958988933142948,0.9532389532542628,-8.821386751437912e-05,True,181.0,False,40,False,38,
50,2542,86,False,False,0,9515.327335326921,-1355.4200439453125,-4364.22998046875,143.32000732421875,3341.099853515625,8216.099853515625,8196.500244140625,3871.300048828125,44.80000019073486,4583.699951171875,0.0,0.010859739457417032,-2.0404164851900397,-2.2746304040885486,bf81d8692db,games5425898691,20.0,-1280.0400390625,-4468.43017578125,62.16999816894531,19941.800537109375,4818.900146484375,1603.3999633789062,773.0999755859375,-2131.199951171875,5010.899963378906,255.0,255.0,,-0.022330273282334844,0.3191681138866405,-0.0485442205876537,True,42,39,False,181.0,False,,76561198039309853,enpitsu,24.0,-35.25,-2691.7900390625,17.030000686645508,11781.199951171875,-17865.50048828125,5.299999713897705,0.19999999552965164,-0.29999999329447746,0.0,255.0,128.0,,0.0167770660535137,-0.987809264826668,-3.226870544050522e-05,True,185.0,False,22,30,2,,TFB_Xotik,5390056680315292618,9.0,-1337.800048828125,-3981.389892578125,92.62000274658203,15064.3994140625,-16153.299560546875,-160.0,-3548.800048828125,3692.0999145507812,2005.8999633789062,255.0,128.0,,0.33804785533727133,-0.8130234495981383,1.7741651271195948,True,32,False,31,0.0,False,,TFB_Zenst,3050927307804883347,7.0,-287.30999755859375,-36.18000030517578,17.049999237060547,12231.700439453125,5700.0,3.400000035762787,-0.7999999821186066,-0.3999999910593033,2221.3999938964844,255.0,206.0,,0.016752189250930517,0.5021112542647422,2.460495488239394e-05,True,206.0,False,14,False,14,
51,2618,89,False,True,1,2895.2701338065767,490.69000244140625,2273.239990234375,184.69000244140625,-3073.0999755859375,22196.0009765625,4631.199951171875,668.0999755859375,-944.7000122070312,5887.2998046875,1.0,-1.165519648838917,2.650046039173526,0.6933771071037458,3050927307804883347,TFB_Zenst,7.0,416.69000244140625,2014.1500244140625,153.74000549316406,12751.700439453125,13771.600341796875,3980.7000732421875,2.8999999165534973,3.400000035762787,324.00001525878906,255.0,128.0,,-0.01679105496245379,2.26286167382819,0.0010426921640140265,True,16,14,3,180.0,False,,5390056680315292618,TFB_Xotik,9.0,-887.0599975585938,3832.469970703125,108.45999908447266,-3797.3001098632812,-17734.100341796875,-140.6999969482422,4998.599853515625,-2270.800018310547,-325.99998474121094,255.0,128.0,False,1.1534146893415067,-2.9251766192493767,-1.794042510739519,True,0.0,False,34,34,False,,enpitsu,76561198039309853,24.0,-194.55999755859375,5010.35009765625,17.049999237060547,10236.500244140625,1660.3999328613281,3.400000035762787,-0.7000000029802322,-0.09999999776482582,-1108.1999969482422,0.0,0.0,False,-0.01668860102777302,2.9242749142873756,-0.0006052874132775261,True,30,2,22,185.0,False,,games5425898691,bf81d8692db,20.0,-1232.0799560546875,4746.0498046875,17.020000457763672,6585.2001953125,9383.200073242188,1.0999999940395355,-1.0999999940395355,-1.5000000596046448,18.09999942779541,255.0,84.0,,-0.009544249546398702,2.1588675257423198,-0.00012399835685624692,True,211.0,False,42,False,40,
52,2649,90,False,False,0,9915.169525680043,-156.7100067138672,-4747.56982421875,293.95001220703125,-12228.800048828125,11553.00048828125,12069.49951171875,3867.0999145507812,3698.3999633789062,2714.1000366210938,0.0,1.0802783185387077,-2.270921030219965,0.5022579977094899,bf81d8692db,games5425898691,19.0,-27.440000534057617,-4925.39013671875,156.08999633789062,-14163.1005859375,9890.2001953125,2564.8001098632812,-2325.5999755859375,1698.5000610351562,1358.800048828125,255.0,3.0,,-0.7989114728479706,2.6494613197967247,0.07807200434226763,True,44,41,False,179.72268408857366,True,,76561198039309853,enpitsu,24.0,-4.090000152587891,-5037.0498046875,125.97000122070312,-985.8999633789062,-8.00000011920929,3810.7000732421875,696.9000244140625,634.3000030517578,-1378.8999938964844,255.0,128.0,False,-0.14878897626039783,2.902574728255992,-0.01778435375438919,True,150.67432265127857,True,23,32,2,,TFB_Xotik,5390056680315292618,9.0,1362.2900390625,-1549.68994140625,27.110000610351562,5255.10009765625,21366.4990234375,3082.5,-0.19999999552965164,-1.0000000149011612,-141.70000076293945,255.0,110.0,False,0.016769116857076334,1.328101469919707,-7.732156104715062e-05,True,35,False,34,0.0,False,,TFB_Zenst,3050927307804883347,8.0,-1913.5400390625,-3399.25,148.63999938964844,-12626.99951171875,-11589.100341796875,-3897.9000854492188,-3279.4000244140625,-4384.2999267578125,522.2000122070312,128.0,12.0,,0.22303247794584252,-2.2570883523344287,-1.7281046417792367,True,180.0,False,16,4,14,
53,2756,94,False,False,0,6386.222650738023,-3634.3701171875,-629.3300170898438,97.58999633789062,-5694.1998291015625,24647.60009765625,9661.699829101562,-4486.300048828125,3449.5001220703125,1993.3000183105469,0.0,0.45758974602538727,-1.0873560985913406,3.0278671774292767,bf81d8692db,games5425898691,20.0,-3549.610107421875,-797.4000244140625,16.989999771118164,-5063.699951171875,22334.599609375,4.600000083446503,0.09999999776482582,-0.5999999865889549,385.49999237060547,255.0,128.0,,0.009594402607641751,1.8286767241868198,-0.00012540046275740156,True,44,42,False,100.0,False,,76561198039309853,enpitsu,24.0,-2902.639892578125,-4363.97021484375,17.049999237060547,830.1000213623047,-9030.0,4.4999998807907104,-0.29999999329447746,0.09999999776482582,3517.5,255.0,255.0,,0.0167020335939754,-0.8794368061122607,3.0501726835634964e-05,True,182.0,False,24,32,2,,TFB_Xotik,5390056680315292618,9.0,1415.0,5090.52001953125,112.87000274658203,-14839.100341796875,-1504.2999267578125,-4142.5,-3082.0001220703125,-452.2999954223633,96.80000305175781,128.0,190.0,,0.3019346017940811,-3.0109433095084217,-1.262274355039704,True,36,False,36,255.0,False,,TFB_Zenst,3050927307804883347,8.0,-4071.389892578125,-481.8500061035156,204.11000061035156,1875.0999450683594,14530.2001953125,-10084.600219726562,-147.29999542236328,-4656.700134277344,-242.19999313354492,255.0,131.0,,0.6335345989630303,1.4179224741679155,1.319970124662101,,129.0,False,16,4,14,
54,2828,96,False,False,0,2244.822431016697,-3076.179931640625,4605.169921875,212.6699981689453,16496.8994140625,21108.9990234375,3508.2998657226562,2348.0999755859375,5387.5,-1208.6000061035156,0.0,1.2047824297550567,-2.075386511223701,-1.6332480021881184,bf81d8692db,games5425898691,20.0,-3144.97998046875,4476.31982421875,101.05999755859375,7139.4000244140625,15425.699462890625,2309.7000122070312,-4473.900146484375,-2358.0999755859375,-2161.6000366210938,255.0,255.0,,-0.16846177131800083,0.5920630675182805,-0.1330892448682161,True,46,43,False,218.0,False,,76561198039309853,enpitsu,24.0,-3564.14990234375,-3163.31005859375,17.049999237060547,4761.199951171875,11353.800048828125,2.800000011920929,-0.5999999865889549,-1.4000000059604645,-281.9000053405762,255.0,128.0,False,0.01671185965701825,1.1436839078085095,0.00024020015630409338,True,255.0,False,24,34,2,,TFB_Xotik,5390056680315292618,9.0,423.3399963378906,5422.830078125,19.770000457763672,-1038.7000274658203,-246.5999984741211,-9.399999976158142,0.0,-1.0999999940395355,-1.4000000059604645,255.0,128.0,,0.025157451418683998,-2.9201330402084147,-0.03851101717395245,True,36,False,36,255.0,False,,TFB_Zenst,3050927307804883347,8.0,,,,,,,,,,,,,,,,False,,,,,,
55,2871,98,False,False,1,9327.620429583598,697.5800170898438,-4185.509765625,153.36000061035156,-19824.200439453125,16186.199951171875,2795.10009765625,-537.9999923706055,-4580.10009765625,3838.2000732421875,1.0,1.0850094253486953,0.5471191368549807,1.601020885248511,5390056680315292618,TFB_Xotik,9.0,758.6799926757812,-4347.5498046875,71.16999816894531,5452.60009765625,19391.300048828125,3103.699951171875,-2799.1000366210938,-370.60001373291016,2339.7999572753906,255.0,231.0,,-0.10399176843112837,1.9698883830991314,-0.0050557963071467356,True,38,37,False,188.0,False,,3050927307804883347,TFB_Zenst,7.0,-2685.280029296875,-4543.830078125,17.049999237060547,156.8000030517578,2931.400146484375,3.100000023841858,0.7000000029802322,4.4999998807907104,-150.39999961853027,234.0,185.0,,-0.016655922686397914,1.629165859146865,4.042197900424709e-05,True,85.0,False,False,False,False,,enpitsu,76561198039309853,24.0,2377.639892578125,820.0999755859375,16.920000076293945,-12018.299560546875,-11445.30029296875,34.20000076293945,-12.599999904632568,17.100000381469727,-1923.699951171875,255.0,0.0,False,-0.017884535928928497,-0.7075579544527909,0.00011215404717068074,True,34,2,26,255.0,False,,games5425898691,bf81d8692db,20.0,1833.030029296875,-5102.93994140625,193.5800018310547,-10056.199951171875,34.90000009536743,-3102.9998779296875,126.70000076293945,-2304.7999572753906,-78.89999866485596,255.0,0.0,,-0.31199944797590595,-0.008448903735561826,1.5722676980557795,True,218.0,False,46,False,44,
56,3002,103,False,False,1,6323.691753402238,-3970.2099609375,1101.550048828125,613.27001953125,6645.999755859375,15843.199462890625,-1693.9999389648438,-4878.999938964844,308.700008392334,-2514.499969482422,1.0,-0.2963760920555395,-2.0355899244403486,-2.267135600479265,5390056680315292618,TFB_Xotik,9.0,-4079.52001953125,963.9500122070312,587.5399780273438,-41.30000114440918,12299.3994140625,3255.0,-2950.7000732421875,2.5,-82.60000228881836,255.0,4.0,,0.22571050647924998,1.5582984826641775,1.5809850655295399,True,38,38,False,251.87167329172934,True,,3050927307804883347,TFB_Zenst,7.0,-3117.860107421875,-4216.0498046875,17.049999237060547,1.0000000149011612,13.799999952316284,2.7000001072883606,3.1999999284744263,-0.19999999552965164,0.0,128.0,128.0,False,-0.01716123189586538,1.6617531482763706,-1.992041776119678e-06,True,255.0,False,False,False,False,,enpitsu,76561198039309853,24.0,-289.7699890136719,4664.39013671875,17.059999465942383,97.10000038146973,1.4000000059604645,1.5000000596046448,-0.3999999910593033,0.9000000357627869,0.0,128.0,128.0,False,-0.017280320374398347,-0.01245680134617167,-3.803493136886192e-05,True,34,2,26,226.0,False,,games5425898691,bf81d8692db,19.0,-913.47998046875,3512.360107421875,17.010000228881836,-18506.500244140625,10314.69970703125,2.5,0.9000000357627869,-0.19999999552965164,1782.7999877929688,255.0,255.0,,-0.009611900385336254,0.4572999250182537,0.0001504219089729109,True,209.0,False,50,False,48,
57,3033,104,False,False,0,8983.898298705382,3278.010009765625,-2815.3798828125,139.13999938964844,28055.6005859375,5853.599853515625,13990.2001953125,4133.999938964844,-2870.7000732421875,-3266.199951171875,0.0,0.37046713407583864,2.003066255510482,-2.5141326159829878,bf81d8692db,games5425898691,19.0,3041.469970703125,-2929.1298828125,48.900001525878906,20467.2998046875,9890.999755859375,3500.5999755859375,-67.39999771118164,169.50000762939453,-765.4000091552734,255.0,128.0,,0.014418364158732964,0.369621496486633,5.555317081960294e-05,True,51,48,False,162.0,False,,76561198039309853,enpitsu,24.0,345.6199951171875,-4684.22998046875,17.059999465942383,14.900000095367432,-2.800000011920929,1.5999999642372131,-0.3999999910593033,0.7000000029802322,0.0,255.0,255.0,,0.016848180199177117,-0.20908611074748618,4.939550219090141e-05,True,226.0,False,26,34,2,,TFB_Xotik,5390056680315292618,9.0,3731.820068359375,-2632.860107421875,27.510000228881836,-14494.7998046875,-14756.099853515625,1471.199951171875,-655.1000213623047,2613.5000610351562,-520.4999923706055,255.0,65.0,,-0.19288836638811593,-2.395273756519865,-0.11918450550799202,True,40,False,38,189.0,False,,TFB_Zenst,3050927307804883347,7.0,3106.719970703125,4093.9599609375,17.049999237060547,-491.6999816894531,-5393.0999755859375,2.7000001072883606,0.0,0.0,0.0,255.0,,,0.016603801560101165,-1.6617575165285563,4.284669777876373e-07,True,255.0,False,False,False,False,
