,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect,shot_taker_handbrake
0,172,0,False,False,0,5230.894960953682,5.880000114440918,-12.5600004196167,109.04000091552734,-9340.30029296875,5183.2000732421875,646.6999816894531,-2220.5999755859375,2017.1000671386719,5196.099853515625,0.0,0.013162122638732898,0.6341089068174056,-0.09819542673580274,bf81d8692db,games5425898691,19.0,84.81999969482422,-250.55999755859375,81.47000122070312,967.0999908447266,22804.19921875,2647.39990234375,-5139.6002197265625,1942.7999877929688,-243.60000610351562,255.0,128.0,0.6170414791073437,1.3653576648469887,0.07975935511863418,True,3,False,4,0.0,False,,76561198039309853,enpitsu,26.0,30.209999084472656,-3555.10009765625,17.049999237060547,68.80000114440918,10544.200439453125,2.7000001072883606,-0.09999999776482582,0.19999999552965164,7.400000095367432,255.0,128.0,False,0.016678107299826793,1.5652426637880905,-2.348347421396064e-05,True,116.0,False,False,False,False,,DRE.PT,76561198010811601,19,-9.960000038146973,3939.47998046875,17.010000228881836,-2275.2999877929688,-6372.8997802734375,2.0999999344348907,0.7000000029802322,1.8000000715255737,283.50000381469727,255.0,128.0,,0.009499836974257948,-1.901085993810196,-3.633728065506396e-05,True,116.0,False,False,False,False,,Carlossspa7,b27f22cf4bb,11.0,-84.05000305175781,185.52000427246094,80.76000213623047,13534.69970703125,-18464.599609375,2130.5999755859375,4336.600036621094,3373.699951171875,247.29999542236328,255.0,255.0,,0.5830803897254406,-0.8799869953444869,0.008648570121983957,True,0.0,False,4,False,3,,
1,173,0,False,False,1,5177.74749055679,9.829999923706055,38.650001525878906,125.4800033569336,4971.400146484375,16404.599609375,4142.39990234375,3131.7001342773438,1527.2000122070312,-4884.599914550781,1.0,-0.041864815579964944,-0.6878465654975966,-0.21965601472888485,b27f22cf4bb,Carlossspa7,11.0,3.0799999237060547,-90.66999816894531,90.91999816894531,-5330.2001953125,4850.0,181.5999984741211,-3042.6998901367188,90.20000457763672,-4580.799865722656,255.0,255.0,-1.3824707444620954,0.4685438626130161,0.9673787503496969,True,3,False,4,0.0,False,,76561198010811601,DRE.PT,19.0,9.960000038146973,-3939.47998046875,17.010000228881836,2275.2999877929688,6372.8997802734375,2.0999999344348907,-0.7000000029802322,-1.8000000715255737,283.50000381469727,255.0,128.0,,-0.009499836974257948,1.901085993810196,-3.633728065506396e-05,True,116.0,False,False,False,False,,enpitsu,76561198039309853,26,-30.770000457763672,3456.159912109375,17.049999237060547,-59.699997901916504,-10996.700439453125,2.7000001072883606,0.19999999552965164,-0.19999999552965164,1.5000000596046448,255.0,128.0,False,-0.01667811121182241,-1.565577456073557,-2.0691773768907534e-05,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,-115.04000091552734,103.94999694824219,99.77999877929688,-7442.60009765625,-10130.900268554688,1051.2999725341797,3640.10009765625,-2430.8999633789062,-3330.0,255.0,128.0,,-1.239560539262389,-1.1988353984440239,0.1529773076022603,True,0.0,False,4,False,3,,
2,207,1,False,False,0,7153.663476402751,-614.4299926757812,-2008.1199951171875,149.1699981689453,-6004.4000244140625,11788.800048828125,10085.700073242188,5944.2999267578125,-750.1999664306641,319.50000762939453,0.0,-0.07480837528688465,-0.19910028803917912,-0.6607388319166979,76561198039309853,enpitsu,26.0,-602.3599853515625,-2124.2900390625,46.470001220703125,-7563.0999755859375,10660.699462890625,1825.8999633789062,-3595.7998657226562,2719.5999145507812,-3150.0,255.0,128.0,0.05474295478592215,1.9400524196123734,0.047798890134477426,True,1,False,2,111.0,False,,bf81d8692db,games5425898691,19.0,1085.1600341796875,972.8200073242188,17.010000228881836,8966.799926757812,8785.900268554688,3.8999998569488525,1.5000000596046448,0.09999999776482582,-5.299999713897705,255.0,128.0,,0.009628794924763,0.7743616368623641,-5.2945079148494896e-05,True,0.0,False,4,False,4,,DRE.PT,76561198010811601,19,-607.4000244140625,2976.669921875,17.010000228881836,-9156.799926757812,-723.8999938964844,2.3999999463558197,-0.19999999552965164,-3.0000001192092896,-1985.5000305175781,14.0,0.0,,0.00972660912892887,-3.1284124913423734,6.94955515801822e-05,True,116.0,False,False,False,False,,Carlossspa7,b27f22cf4bb,11.0,636.3699951171875,-480.4200134277344,17.0,8197.5,-3091.4999389648438,8.899999856948853,-8.899999856948853,3.8999998569488525,2501.7999267578125,255.0,255.0,,0.00952248416635568,-0.32234895327843865,0.0005123449392751326,False,0.0,False,4,False,4,,False
3,336,5,False,False,1,7837.101215164572,3021.60009765625,-2403.340087890625,246.88999938964844,1989.9000549316406,23086.0009765625,9107.100219726562,5849.000244140625,1306.199951171875,-286.49999618530273,1.0,-0.26592972225406813,-1.3633422979655967,2.286295592360801,76561198010811601,DRE.PT,19.0,3026.919921875,-2572.85009765625,155.9600067138672,3901.199951171875,21601.201171875,1973.9999389648438,-2755.4998779296875,-801.8000030517578,1378.3000183105469,255.0,208.0,-0.08592465692968618,1.6608883679746276,-0.006558676951317169,True,3,False,4,179.0,False,,b27f22cf4bb,Carlossspa7,11.0,-3104.489990234375,-1773.8699951171875,17.010000228881836,6623.800048828125,-12434.000244140625,2.0999999344348907,-0.0,0.5999999865889549,0.0,255.0,128.0,,-0.009549962732040064,-2.0602750056521604,4.9525989913001035e-05,True,255.0,False,6,False,6,,enpitsu,76561198039309853,26,3343.3798828125,928.7000122070312,17.059999465942383,-116.00000381469727,1322.1000671386719,1.1999999731779099,-1.5999999642372131,0.09999999776482582,-3.4999999403953552,0.0,128.0,False,-0.017113403964192676,-1.6594439197965891,2.5819185517771966e-05,True,205.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,-3338.110107421875,3193.300048828125,17.030000686645508,4277.799987792969,17148.800048828125,-1.2999999523162842,-0.0,-0.29999999329447746,-0.7999999821186066,255.0,128.0,,-0.009603171577467729,1.8154038903786887,1.8752251545890518e-05,True,0.0,False,4,False,4,,False
4,414,8,False,False,0,9370.55000587085,-3585.8701171875,-3836.179931640625,192.50999450683594,-16661.99951171875,-5190.3997802734375,-1673.3000183105469,-2318.699951171875,2059.600067138672,-205.59999465942383,0.0,-1.177931574885577,0.12470193742333328,-2.1571186173925954,76561198039309853,enpitsu,26.0,-3466.4599609375,-3937.080078125,118.91999816894531,-11160.50048828125,-11617.39990234375,2260.8999633789062,-534.3999862670898,-2090.5999755859375,567.2000122070312,128.0,255.0,0.016831654188707246,1.3249335927584422,-0.017708935854771044,True,3,False,4,205.0,False,,bf81d8692db,games5425898691,19.0,794.3599853515625,-5035.93017578125,17.5,-7090.30029296875,-1248.0000305175781,-168.09999465942383,455.09998321533203,370.99998474121094,36.500000953674316,255.0,128.0,,0.017580962242321252,-2.970220244495604,0.01602757647115271,True,232.0,False,4,False,4,,DRE.PT,76561198010811601,19,-3259.050048828125,-2476.989990234375,17.010000228881836,1216.8000030517578,-15300.50048828125,2.3000000417232513,0.0,1.0000000149011612,1929.4999694824219,255.0,205.0,False,0.009581044922807008,-1.4287229903603071,3.926110727519548e-05,True,179.0,False,4,False,4,,Carlossspa7,b27f22cf4bb,11.0,311.1000061035156,3403.159912109375,34.97999954223633,-8382.80029296875,-11294.3994140625,3200.10009765625,-0.09999999776482582,0.5000000074505806,123.4000015258789,255.0,128.0,,0.009549374410743168,-2.1923481287862407,-0.00018231704412957682,True,255.0,False,8,False,6,,False
5,486,11,False,False,1,3064.586064246211,3303.110107421875,3243.2900390625,636.719970703125,-3068.5000610351562,7005.999755859375,9272.39990234375,4322.0001220703125,-26.19999885559082,1515.0,1.0,0.2631124322098426,-2.9801336601305644,1.1390053926214505,76561198010811601,DRE.PT,19.0,3326.840087890625,3174.85009765625,456.25,2004.1000366210938,6692.7001953125,3991.7999267578125,-1368.6000061035156,-5274.69970703125,-744.0000152587891,128.0,128.0,0.6604874338462994,1.8719015758591107,-0.06251825477103659,True,4,4,6,125.75436551852899,True,,b27f22cf4bb,Carlossspa7,12.0,2743.090087890625,-166.66000366210938,17.010000228881836,-827.7999877929688,4700.799865722656,2.0000000298023224,0.09999999776482582,1.0999999940395355,171.29999160766602,128.0,128.0,False,-0.009681370047569053,1.3511475723693875,-0.00016056214316607069,True,255.0,False,8,False,8,,enpitsu,76561198039309853,26,3714.93994140625,4118.77001953125,58.709999084472656,-1406.199951171875,-1881.7999267578125,-7792.9998779296875,3128.699951171875,-661.3999938964844,-1165.5000305175781,255.0,128.0,False,-0.5318025639118298,-0.26400541397921184,0.2519205719904018,True,189.0,False,4,False,4,,games5425898691,bf81d8692db,19.0,-647.6099853515625,5064.16015625,17.0,2463.9999389648438,742.6999664306641,3.3000001311302185,-0.5999999865889549,0.19999999552965164,640.8000183105469,255.0,171.0,,-0.009437863046495309,2.9118972847775275,5.146500255857208e-05,True,232.0,False,4,False,4,,False
6,577,14,False,False,1,1511.80968238697,2365.18994140625,4783.56005859375,224.39999389648438,-12652.60009765625,-2881.9000244140625,2539.4000244140625,-384.3000030517578,103.90000343322754,-3858.699951171875,1.0,-0.5946659891886337,2.791430077352601,-1.6108416761704796,76561198010811601,DRE.PT,19.0,2491.659912109375,4758.5,89.6500015258789,-7753.599853515625,-5907.5,1023.4999847412109,5301.400146484375,-1204.8999786376953,832.2000122070312,255.0,255.0,-0.27147411147713424,-0.23687913061354143,-0.5859808161576907,True,5,4,8,97.0,False,,b27f22cf4bb,Carlossspa7,11.0,1888.8900146484375,1601.489990234375,17.010000228881836,-1974.1999816894531,9772.100219726562,2.0999999344348907,-0.0,-0.7000000029802322,0.0,255.0,128.0,,-0.00952437071558519,1.371457535749453,6.301755187426856e-05,True,255.0,False,8,False,8,,enpitsu,76561198039309853,26,2347.72998046875,4657.58984375,105.80000305175781,-14272.5,-2417.899932861328,5379.6002197265625,-3607.5,-4055.4000854492188,887.9000091552734,255.0,255.0,,-0.49673358116447996,1.622660664208349,-0.5049983899123106,True,255.0,False,6,False,5,,games5425898691,bf81d8692db,19.0,-564.4099731445312,5135.2001953125,17.0,2712.0001220703125,668.7000274658203,3.3000001311302185,-0.0,0.3999999910593033,-32.799999713897705,255.0,128.0,,-0.00942766615702494,2.8994240936197095,1.1321187012749102e-05,True,232.0,False,4,False,4,,
7,615,16,False,False,0,9515.91427829508,-751.6799926757812,-4374.81982421875,159.3000030517578,-1820.0,20217.900390625,8399.69970703125,2109.7000122070312,5214.4000244140625,-2087.7999877929688,0.0,0.2234730184183578,-2.2206042605873515,-3.0571491846484906,76561198039309853,enpitsu,26.0,-660.4600219726562,-4429.33984375,16.739999771118164,3346.300048828125,-3072.5,68.09999942779541,-14.600000381469727,12.899999618530273,198.4000015258789,128.0,128.0,0.01704898857667494,-0.892327604676278,0.0010485869672626604,True,6,False,6,255.0,False,,bf81d8692db,games5425898691,19.0,-610.8800048828125,-4618.52001953125,64.37000274658203,-15310.6005859375,13063.900146484375,2968.2998657226562,-3449.5001220703125,-3012.5,-1125.5999755859375,255.0,119.0,,0.10977223684131009,2.3132949963769684,-6.512116699422376e-05,True,191.0,False,6,False,5,,DRE.PT,76561198010811601,19,-1504.6400146484375,-3804.97998046875,17.010000228881836,1313.9999389648438,11197.900390625,2.7000001072883606,-0.5999999865889549,1.2999999523162842,2371.7999267578125,255.0,255.0,,0.00950081306421709,1.5122038869522336,-6.470229255190853e-05,True,128.0,False,8,4,6,,Carlossspa7,b27f22cf4bb,11.0,-719.47998046875,-2188.679931640625,17.010000228881836,4422.099914550781,9848.300170898438,2.800000011920929,0.0,-0.5000000074505806,3081.0000610351562,255.0,255.0,False,0.009560213686971382,1.3424918015150828,-5.609774186744535e-06,True,243.0,False,8,False,8,,
8,690,18,False,False,1,5979.366184539128,1213.8900146484375,-830.9099731445312,135.16000366210938,5521.300048828125,1197.5,9279.500122070312,5821.5997314453125,-1451.9000244140625,18.09999942779541,1.0,1.4144915766655792,1.096401915917984,-0.778940713811089,b27f22cf4bb,Carlossspa7,11.0,1180.8499755859375,-962.25,80.5,4586.300048828125,-1475.0999450683594,2047.5,-3983.0999755859375,3792.60009765625,15.199999809265137,0.0,255.0,0.46387677919625275,-1.7878254730546128,-0.5221651278833077,True,9,False,10,255.0,False,,76561198010811601,DRE.PT,19.0,3630.22998046875,-211.30999755859375,17.010000228881836,15345.0,-10355.2001953125,2.5,0.5999999865889549,-0.3999999910593033,-2561.7001342773438,255.0,0.0,True,-0.00958927842059434,-2.4345732971651586,-0.00020906735369687773,True,255.0,False,10,4,8,,enpitsu,76561198039309853,26,-19.3799991607666,2928.889892578125,17.049999237060547,536.5999984741211,-14085.30029296875,2.5,0.3999999910593033,-0.29999999329447746,0.0,255.0,128.0,False,-0.016735167418868074,-1.608895474304775,-3.2244313013818104e-05,True,255.0,False,6,False,6,8.0,games5425898691,bf81d8692db,19.0,1692.56005859375,-13.899999618530273,16.989999771118164,-11430.30029296875,-19649.000244140625,2.800000011920929,-0.0,-0.0,82.89999961853027,255.0,128.0,,-0.009606016669082156,-1.0523346468648647,-2.9581108612012908e-05,True,96.59699780197553,True,6,False,6,,False
9,760,21,False,False,1,5958.880117387002,2555.77001953125,-583.0599975585938,450.1700134277344,564.7999954223633,-9388.599853515625,17369.3994140625,-4614.100036621094,1161.6999816894531,-3655.10009765625,1.0,-0.5818816012154482,-0.994966996541562,3.0583518500488123,76561198010811601,DRE.PT,19.0,2601.840087890625,-595.0800170898438,230.67999267578125,-3881.7999267578125,12909.200439453125,-218.1999969482422,2173.2000732421875,1544.9000549316406,2455.8999633789062,255.0,128.0,1.0960853679593652,1.0902809231496973,-0.09685884348873638,True,9,4,12,234.0,False,,b27f22cf4bb,Carlossspa7,11.0,2518.800048828125,-892.8099975585938,17.0,6798.499755859375,7651.500244140625,3.700000047683716,-1.0000000149011612,-0.7999999821186066,-1647.7999877929688,255.0,0.0,False,-0.00951439802484128,2.288735107496991,-0.0002697794787867255,True,255.0,False,10,False,10,,enpitsu,76561198039309853,26,2475.47998046875,-388.5899963378906,254.77999877929688,11938.499755859375,-19511.800537109375,2399.7000122070312,3168.2998657226562,621.5000152587891,186.49999618530273,255.0,128.0,False,0.7965424786205924,-1.7057447422446137,0.19074812552568252,True,113.0,False,8,False,7,,games5425898691,bf81d8692db,19.0,-2365.5400390625,-977.6799926757812,16.989999771118164,-17595.0,14013.00048828125,4.600000083446503,2.0000000298023224,-1.5999999642372131,387.09999084472656,255.0,128.0,,-0.009594555712637315,0.6484188167495821,1.3940150840677057e-05,False,0.0,False,6,False,6,,False
