,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost_collect,opp_2_handbrake
0,168,0.0,False,False,1,5184.8672102688915,-15.989999771118164,35.970001220703125,94.76000213623047,-11474.49951171875,27468.89892578125,2672.9998779296875,506.30001068115234,256.49999618530273,-1217.6000213623047,1.0,0.004352528323974711,0.020261442387610764,-0.00838844871929928,76561198236545446,Rengoku,6.0,27.75,-145.25,93.69000244140625,-13585.50048828125,14765.699462890625,2192.100067138672,-3805.2999877929688,-2616.6000366210938,-2987.0001220703125,255.0,174.0,True,-0.6344737449521769,1.449587392380073,-0.4134005976304563,True,4,3,0.0,False,False,,b4bab804b5b,Okta_n,16.0,-9.079999923706055,-1813.25,17.010000228881836,-168.50000381469727,12990.400390625,2.7000001072883606,0.5999999865889549,0.09999999776482582,12.000000476837158,255.0,128.0,,-0.009613432188103975,1.5559512249170466,-1.2568711830689283e-05,True,116.0,False,4,4,False,,enpitsu,76561198039309853,23,-24.5,3482.340087890625,17.049999237060547,-951.6999816894531,-10538.900146484375,3.1999999284744263,0.19999999552965164,-0.0,0.7999999821186066,255.0,128.0,False,-0.016664026248485914,-1.4808585461032455,-9.118563241661812e-06,True,False,False,116.0,False,False,,games5425898691,bf81d8692db,19.0,-65.94000244140625,431.2900085449219,76.44000244140625,1548.0999755859375,-22823.20068359375,2266.699981689453,5455.4998779296875,-679.1000366210938,-161.20000839233398,255.0,128.0,-0.6227165849199868,-1.4260300483257426,-0.015249797449022036,True,31.0,False,3,4,False,,
1,170,0.0,False,False,0,5325.162444984132,94.56999969482422,-92.22000122070312,139.17999267578125,11629.7998046875,19904.100341796875,11261.800537109375,4725.10009765625,732.6000213623047,-3624.2999267578125,0.0,0.058859178228799096,-0.24981286369818886,0.20041643144082755,bf81d8692db,games5425898691,19.0,50.41999816894531,-220.1699981689453,87.16999816894531,-1387.1000671386719,17229.200439453125,-408.3000183105469,-5453.4002685546875,640.5000305175781,-315.40000915527344,255.0,128.0,,1.42140971075114,1.244931487216943,-0.17678196282704864,True,4,3,31.0,False,False,,76561198039309853,enpitsu,23.0,32.599998474121094,-3392.6201171875,17.049999237060547,987.2000122070312,10947.5,3.1999999284744263,-0.29999999329447746,0.0,0.0,255.0,128.0,False,0.016664026248485914,1.4808585461032455,-9.118563241661812e-06,True,116.0,False,False,False,False,,Okta_n,b4bab804b5b,16,11.479999542236328,1726.1600341796875,17.010000228881836,640.4000091552734,-13089.3994140625,2.8999999165534973,-0.09999999776482582,-4.000000059604645,1072.3999786376953,255.0,237.0,True,0.009589474095741166,-1.5257882696449074,0.000139525587659796,True,4,4,116.0,False,False,,Rengoku,76561198236545446,6.0,-27.75,145.25,93.69000244140625,13585.50048828125,-14765.699462890625,2192.100067138672,3805.2999877929688,2616.6000366210938,-2987.0001220703125,255.0,174.0,0.6344737449521769,-1.449587392380073,-0.4134005976304563,True,0.0,False,3,4,False,,True
2,171,0.0,False,False,1,5159.541097004971,-176.92999267578125,93.25,177.67999267578125,-24132.80029296875,9552.7001953125,9600.999755859375,4697.799987792969,435.6999969482422,3706.7001342773438,1.0,0.06007835211680316,0.34121740097071357,0.01100525637626607,76561198236545446,Rengoku,6.0,-83.91999816894531,-28.780000686645508,106.73999786376953,-12555.400390625,9645.999755859375,1305.3999328613281,1313.2000732421875,-41.70000076293945,-5340.7000732421875,255.0,180.0,True,-0.9743469310686733,2.1014626396380995,-0.9445387119380066,True,4,3,0.0,False,False,,b4bab804b5b,Okta_n,16.0,-11.479999542236328,-1726.1600341796875,17.010000228881836,-640.4000091552734,13089.3994140625,2.8999999165534973,0.09999999776482582,4.000000059604645,1072.3999786376953,255.0,237.0,True,-0.009589474095741166,1.5257882696449074,0.000139525587659796,True,116.0,False,4,4,False,,enpitsu,76561198039309853,23,-39.290000915527344,3318.5,17.049999237060547,-1014.3000030517578,-11249.7998046875,3.1999999284744263,0.3999999910593033,-0.0,0.0,255.0,128.0,False,-0.016664026248485914,-1.4808585461032455,-9.118563241661812e-06,True,False,False,116.0,False,False,,games5425898691,bf81d8692db,19.0,-50.41999816894531,220.1699981689453,87.16999816894531,1387.1000671386719,-17229.200439453125,-408.3000183105469,5453.4002685546875,-640.5000305175781,-315.40000915527344,255.0,128.0,-1.42140971075114,-1.244931487216943,-0.17678196282704864,True,31.0,False,3,4,False,,
3,247,2.0,False,False,1,4316.678233894724,-2493.550048828125,2467.050048828125,376.04998779296875,6732.5,15876.8994140625,8028.900146484375,2922.7999877929688,4578.900146484375,2547.5,1.0,-1.2802275704631823,0.26710984093915896,2.054430766197183,76561198236545446,Rengoku,6.0,-2511.590087890625,2384.8798828125,203.27999877929688,217.60000228881836,15309.200439453125,3171.9000244140625,-4156.499938964844,191.00000381469727,-3337.0001220703125,255.0,139.0,False,0.33622432848445727,2.179336002615367,0.035106044807378445,True,6,4,0.0,False,4,,b4bab804b5b,Okta_n,16.0,-3195.969970703125,-3000.52001953125,17.010000228881836,-1535.5000305175781,-21610.50048828125,2.7000001072883606,-0.09999999776482582,-2.0000000298023224,194.20000076293945,255.0,196.0,False,-0.009598501016833903,-1.4821181296985002,0.00014690301907090099,True,0.0,False,4,4,False,,enpitsu,76561198039309853,23,-2369.530029296875,2547.929931640625,260.45001220703125,-16287.60009765625,-5611.199951171875,2307.2000122070312,1762.2999572753906,-1630.8000183105469,99.0999984741211,255.0,128.0,False,0.49658481469358734,-0.8019740691857247,-0.2302944293415749,True,2,1,92.0,False,False,,games5425898691,bf81d8692db,19.0,1722.469970703125,-851.2899780273438,91.1500015258789,16115.0,8099.1998291015625,-141.8000030517578,-2750.5999755859375,4762.699890136719,15.099999904632568,255.0,128.0,1.1206103500469446,-0.5294325199576891,3.1352561983058678,True,0.0,False,5,6,False,,
4,248,2.0,False,False,0,8341.174462712072,2492.800048828125,-2481.760009765625,395.8299865722656,16785.50048828125,2031.9000244140625,17538.199462890625,2883.699951171875,-5213.0999755859375,712.2000122070312,0.0,1.137568415558523,-0.07090675157748597,2.2274041272638905,76561198039309853,enpitsu,23.0,2369.530029296875,-2547.929931640625,260.45001220703125,16287.60009765625,5611.199951171875,2307.2000122070312,-1762.2999572753906,1630.8000183105469,99.0999984741211,255.0,128.0,False,-0.49658481469358734,0.8019740691857247,-0.2302944293415749,True,2,1,92.0,False,False,,bf81d8692db,games5425898691,19.0,-1722.469970703125,851.2899780273438,91.1500015258789,-16115.0,-8099.1998291015625,-141.8000030517578,2750.5999755859375,-4762.699890136719,15.099999904632568,255.0,128.0,,-1.1206103500469446,0.5294325199576891,3.1352561983058678,True,0.0,False,6,5,False,,Okta_n,b4bab804b5b,16,3195.969970703125,3000.52001953125,17.010000228881836,1535.5000305175781,21610.50048828125,2.7000001072883606,0.09999999776482582,2.0000000298023224,194.20000076293945,255.0,196.0,False,0.009598501016833903,1.4821181296985002,0.00014690301907090099,True,4,4,0.0,False,False,,Rengoku,76561198236545446,6.0,2511.590087890625,-2384.8798828125,203.27999877929688,-217.60000228881836,-15309.200439453125,3171.9000244140625,4156.499938964844,-191.00000381469727,-3337.0001220703125,255.0,139.0,-0.33622432848445727,-2.179336002615367,0.035106044807378445,True,0.0,False,4,6,4,,False
5,362,7.0,False,False,1,3599.317207140227,-882.72998046875,2010.9100341796875,641.030029296875,19241.8994140625,13959.3994140625,3078.800048828125,4754.100036621094,1193.7999725341797,-3460.10009765625,1.0,-0.8410623365939227,-0.5841810656948384,2.2923623665341233,b4bab804b5b,Okta_n,16.0,-1010.1199951171875,1856.469970703125,613.239990234375,5510.10009765625,22326.69921875,-391.50001525878906,470.6999969482422,-190.20000457763672,-165.30000686645508,255.0,128.0,,-0.3116412602280261,2.1773465331369355,-2.9100266460347926,True,6,4,137.92978934062427,True,4,,76561198236545446,Rengoku,6.0,-2671.780029296875,3910.050048828125,16.889999389648438,-3928.3999633789062,-552.2999954223633,22.799999713897705,-62.60000228881836,3.0000001192092896,1943.3999633789062,255.0,255.0,False,-0.009500958894891089,-0.04642928371755114,-0.0041018460698931105,True,,False,6,4,4,,enpitsu,76561198039309853,23,-1726.8900146484375,3683.010009765625,32.779998779296875,10675.50048828125,-1847.2000122070312,-777.6999664306641,-4637.0001220703125,-1463.3999633789062,-945.5000305175781,255.0,128.0,,-0.010550210475035519,3.0553419956821544,0.5754702662918132,True,4,4,236.33098517438415,True,False,,games5425898691,bf81d8692db,19.0,1674.6400146484375,4909.18994140625,16.989999771118164,-14102.7001953125,2403.699951171875,5.099999904632568,-0.0,0.29999999329447746,47.10000038146973,128.0,153.0,-0.009676295534865875,0.1886086236668151,0.00015229253796079792,True,255.0,False,6,6,False,,
6,494,11.0,False,False,0,7975.81752370688,-2398.1201171875,-2693.090087890625,94.94999694824219,3345.1998901367188,17083.599853515625,1178.0000305175781,-2645.10009765625,-2226.9000244140625,138.1999969482422,0.0,1.2244856508110533,3.0978703701742245,-0.7635876359211115,76561198039309853,enpitsu,23.0,-2467.5,-2894.010009765625,16.690000534057617,309.6999931335449,14040.0,60.999999046325684,330.40000915527344,-681.1000061035156,-856.6999816894531,255.0,128.0,False,0.040490549562184786,1.48424280756977,0.041748933000951644,True,4,4,199.50433545984248,True,False,,bf81d8692db,games5425898691,19.0,-4079.0,-2625.9599609375,410.0799865722656,2.0999999344348907,16370.30029296875,-11157.60009765625,-38.69999885559082,-0.5000000074505806,0.3999999910593033,255.0,114.0,,0.5843431345296017,1.5822946412063033,1.5771582127063235,True,201.7107528640378,True,6,6,False,,Okta_n,b4bab804b5b,16,-3715.3701171875,-940.1099853515625,16.989999771118164,-5138.800048828125,20738.30078125,5.299999713897705,0.0,0.29999999329447746,-1463.9999389648438,255.0,0.0,False,0.00959868153803337,1.7900576463905233,-0.00024829059939104713,True,8,6,0.0,False,4,,Rengoku,76561198236545446,6.0,1540.5899658203125,2042.3399658203125,16.010000228881836,-16168.599853515625,12931.99951171875,106.49999618530273,12.999999523162842,12.999999523162842,1314.2999267578125,255.0,255.0,0.011088253547907621,2.485006056981256,0.0003778470593881666,True,230.0,False,8,10,4,,False
7,512,12.0,False,False,0,6890.263652728092,-2192.85009765625,-1627.1199951171875,93.98999786376953,2884.2999267578125,15687.80029296875,261.3999938964844,-5572.2998046875,-1145.5999755859375,138.1999969482422,0.0,-0.7969025190041302,-1.0358414404206193,1.1985754672077207,76561198039309853,enpitsu,23.0,-2237.97998046875,-1798.449951171875,17.020000457763672,2559.9000549316406,19987.099609375,2.800000011920929,0.0,0.29999999329447746,37.5,255.0,128.0,False,0.016784150370830482,1.4474207199759328,-3.538612110903211e-05,True,4,4,143.16897212305375,True,False,,bf81d8692db,games5425898691,19.0,-3466.39990234375,-1370.47998046875,16.979999542236328,10820.10009765625,20266.099853515625,10.0,-5.099999904632568,23.19999933242798,187.29999542236328,255.0,128.0,,0.008757564394217142,1.1001040395222916,-0.0008760509619430415,True,157.0,False,6,6,False,,Okta_n,b4bab804b5b,16,-3516.389892578125,224.72999572753906,16.989999771118164,12661.99951171875,15200.50048828125,5.299999713897705,-0.19999999552965164,0.0,-2006.199951171875,255.0,0.0,False,0.00956752197534556,0.7997487588508826,2.0000320687998046e-05,True,8,6,0.0,False,4,,Rengoku,76561198236545446,6.0,370.6700134277344,2653.080078125,17.010000228881836,-15897.900390625,11682.900390625,2.800000011920929,0.29999999329447746,-0.29999999329447746,1516.1000061035156,255.0,254.0,0.009578486957044871,2.5108952887147016,0.00039911719906545064,True,230.0,False,8,10,4,,True
8,523,12.0,False,False,0,6007.780715397419,-2034.3399658203125,-758.9500122070312,94.13999938964844,3896.9000244140625,21442.5,477.99999237060547,-2523.000030517578,-710.6999969482422,-894.8000335693359,0.0,-1.4315938998095876,-2.77472555648028,2.6277528862747848,76561198039309853,enpitsu,23.0,-2090.64990234375,-928.4400024414062,17.0,4389.4000244140625,22577.19970703125,5.199999809265137,1.1999999731779099,-0.7999999821186066,-6.3999998569488525,255.0,0.0,False,0.01687461702274172,1.3780731753526037,3.986403782974616e-05,True,5,4,141.35110541825654,True,False,,bf81d8692db,games5425898691,19.0,-3046.72998046875,-531.8599853515625,17.010000228881836,10169.099731445312,20589.29931640625,2.7000001072883606,0.0,0.3999999910593033,0.19999999552965164,255.0,128.0,,0.009575583356286107,1.11207977957313,-2.6223567591973482e-05,True,157.0,False,6,6,False,,Okta_n,b4bab804b5b,16,-2863.550048828125,654.0700073242188,16.989999771118164,17968.900146484375,6120.2001953125,5.299999713897705,0.7000000029802322,0.3999999910593033,-1895.2000427246094,255.0,0.0,False,0.00956679474159889,0.26752479366174253,-0.00010071411402811414,True,8,6,0.0,False,4,,Rengoku,76561198236545446,6.0,-195.16000366210938,2944.580078125,17.010000228881836,-15645.899658203125,3653.2000732421875,3.6000001430511475,-0.19999999552965164,0.09999999776482582,3343.599853515625,232.0,255.0,0.009610392356662513,-2.8302550842992966,3.927260943723023e-05,True,255.0,False,8,10,4,,False
9,537,13.0,False,False,1,5659.780966867655,1747.1800537109375,-455.4100036621094,91.75,-34577.19970703125,-10086.699829101562,3024.7000122070312,677.3000335693359,-528.3000183105469,5938.0999755859375,1.0,-0.01812624724786602,-2.4447624351277177,-2.0417031999759216,b4bab804b5b,Okta_n,16.0,1998.1500244140625,-548.7899780273438,69.22000122070312,-16784.3994140625,13046.099853515625,2861.400146484375,-4790.299987792969,246.49999618530273,-1460.7000732421875,255.0,53.0,False,-0.09678077114448853,0.6635176416218854,0.18429372968725719,True,10,7,0.0,False,4,,76561198236545446,Rengoku,6.0,519.27001953125,-2801.389892578125,17.010000228881836,607.9000091552734,3870.8999633789062,2.7000001072883606,0.9000000357627869,1.0000000149011612,113.4000015258789,255.0,128.0,False,-0.009519119369494625,1.705360260635045,-0.00012910382558191293,True,255.0,False,10,8,4,,enpitsu,76561198039309853,23,1730.8800048828125,-46.2599983215332,94.80999755859375,-11787.099609375,-19735.10009765625,61.99999809265137,777.6000213623047,-5332.60009765625,-1098.8999938964844,255.0,128.0,False,-0.8900389926816135,-1.4141792592175253,1.1217053022673886,True,6,5,133.0,False,False,,games5425898691,bf81d8692db,19.0,2537.330078125,-476.44000244140625,17.010000228881836,-11973.499755859375,-19637.5,0.5999999865889549,-0.19999999552965164,-0.5999999865889549,-1620.7000732421875,255.0,0.0,-0.009579937319243156,-0.983275666029773,-0.00018795331385699105,True,144.52487731236283,True,6,6,False,,
