,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
0,167,0.0,False,False,1,5208.495882584519,11.649999618530273,7.130000114440918,92.61000061035156,22130.400390625,11293.499755859375,1133.8999938964844,-416.6999816894531,644.8000335693359,-5950.5999755859375,1.0,0.008295234416654702,0.07867499250331851,0.005838889886525201,bdd6ceab21b,MonkeySwim,11.0,-138.92999267578125,-74.9800033569336,63.880001068115234,10197.899780273438,15481.400146484375,3263.2998657226562,3327.2000122070312,-2462.5999450683594,408.6000061035156,255.0,0.0,,0.018993976155023608,1.8372430188507027,0.09390614119972718,True,5,False,6,0.0,False,,bc82d443a4b,Kootasthmatique,10.0,-56.099998474121094,-1762.81005859375,27.190000534057617,-430.60001373291016,13647.39990234375,-1957.7999877929688,-2651.6000366210938,-4801.7999267578125,400.60001373291016,255.0,128.0,,0.07339769651609142,1.6666907324684452,0.2706105483529294,True,4,87.0,False,4,False,,enpitsu,76561198039309853,29,-119.6500015258789,3825.489990234375,17.049999237060547,-1832.7000427246094,-9032.999877929688,3.1999999284744263,0.7999999821186066,-0.0,0.0,255.0,255.0,False,-0.016609708501882803,-1.3706176705426112,1.1231816449146114e-05,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,194.1999969482422,599.6799926757812,63.27000045776367,-4000.7998657226562,-22480.6005859375,2740.0,4537.5,-609.7000122070312,247.39999771118164,255.0,128.0,-0.10982036464548932,-1.4422910727644653,4.771754102971365e-05,True,3,False,4,0.0,False,,
1,277,4.0,False,False,1,3696.7717051447194,3953.489990234375,3062.050048828125,842.1599731445312,-9626.099853515625,7246.400146484375,-363.3000183105469,740.2999877929688,4336.499938964844,2300.0999450683594,1.0,-0.013289490631008875,-0.6877754503528276,-1.259906404015165,bc82d443a4b,Kootasthmatique,10.0,4078.93994140625,3048.840087890625,760.1599731445312,-2.800000011920929,20327.80029296875,-4574.4000244140625,-1987.5999450683594,-0.09999999776482582,0.0,234.0,255.0,,-0.27694804377317706,1.5882436912167457,-1.5755460687097707,True,4,False,4,212.0,False,,bdd6ceab21b,MonkeySwim,11.0,4079.610107421875,3571.090087890625,655.0,160.6999969482422,-11546.300048828125,-7157.7001953125,2194.4000244140625,280.40000915527344,-450.49999237060547,242.0,0.0,,-0.5878435072469809,-1.5874487929372847,1.5672421415958462,True,8,244.0,False,8,False,,enpitsu,76561198039309853,29,2663.580078125,5097.64990234375,785.6599731445312,-10565.0,964.1000366210938,-3309.1000366210938,-369.7999954223633,-1400.7000732421875,944.1000366210938,255.0,,,-0.5384330886397352,0.11724509205853044,-1.5821529915242838,True,22.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,-3668.72998046875,391.239990234375,17.010000228881836,2825.5999755859375,19157.7001953125,0.0,-0.0,-0.29999999329447746,-369.59999084472656,255.0,128.0,-0.009596615379026376,1.7541885731876148,0.00021316483946814358,True,4,False,4,245.60793974066294,True,,
2,316,5.0,False,False,1,2047.6764525277722,2632.780029296875,4055.300048828125,163.8699951171875,-16475.10009765625,15301.99951171875,-3818.3999633789062,-2581.199951171875,5354.000244140625,-819.7000122070312,1.0,0.3234291827385308,-1.051100801959984,-1.7740704798872922,bc82d443a4b,Kootasthmatique,10.0,2693.090087890625,3955.72998046875,111.86000061035156,-19306.8994140625,5294.7998046875,2091.1000061035156,-4866.000061035156,-2343.6000061035156,-1038.6000061035156,255.0,0.0,,-0.388505229728157,-0.01978819393775893,0.5614353813987362,True,5,False,6,167.804404130546,True,,bdd6ceab21b,MonkeySwim,11.0,2963.830078125,2531.449951171875,17.010000228881836,-12189.200439453125,-7174.2999267578125,1.5999999642372131,-1.0000000149011612,-0.5999999865889549,-2078.699951171875,255.0,0.0,,-0.009568096766096308,-0.480596067203772,-0.00012721834548846028,True,8,240.828447106064,True,8,False,,enpitsu,76561198039309853,29,1739.9599609375,4717.35986328125,19.489999771118164,2456.0000610351562,-9667.999877929688,2973.699951171875,33.09999942779541,42.89999961853027,2279.4000244140625,128.0,255.0,,-0.015453727798502856,-1.8638656246360659,0.0015250364500905252,True,22.0,False,2,False,False,,games5425898691,bf81d8692db,19.0,-3122.580078125,3501.409912109375,17.010000228881836,-1459.4000244140625,21826.10107421875,2.800000011920929,-0.0,1.0000000149011612,-1843.3000183105469,255.0,0.0,-0.009613613958709523,1.5631897617840793,-0.00012365640714175522,True,4,False,4,188.0,False,,
3,371,7.0,False,False,0,9198.938467302527,-389.25,-4044.969970703125,131.3699951171875,-19510.699462890625,8567.39990234375,12709.49951171875,147.70000457763672,5674.5001220703125,-1943.6000061035156,0.0,0.5123068751142819,3.004447898643374,-0.3213018932450665,bf81d8692db,games5425898691,19.0,-282.8800048828125,-4046.280029296875,15.25,-19332.60009765625,6583.4002685546875,20.299999713897705,-298.1999969482422,35.79999923706055,3368.599853515625,255.0,253.0,,-0.0033762345923359425,2.921761134947512,-0.05208006831797514,True,4,False,4,211.0,False,,76561198039309853,enpitsu,29.0,-3072.72998046875,-3580.510009765625,17.059999465942383,-1587.1000671386719,9940.2001953125,3.0000001192092896,0.0,0.5999999865889549,-3058.2998657226562,255.0,0.0,False,0.016709153738459423,1.54643066127426,-5.866511350777048e-05,True,2,22.0,False,2,False,,MonkeySwim,bdd6ceab21b,11,-550.3699951171875,-2872.429931640625,17.010000228881836,12865.400390625,1362.1000671386719,0.7000000029802322,0.0,0.0,2328.8999938964844,255.0,255.0,,0.009558460011232265,0.1694886038170938,-2.7238843619341423e-05,True,182.086236664044,True,8,False,8,,Kootasthmatique,bc82d443a4b,10.0,-281.6700134277344,-4543.68017578125,17.049999237060547,56.39999866485596,4927.200012207031,3.0000001192092896,-0.5000000074505806,-0.19999999552965164,0.0,255.0,128.0,0.016556418497369777,1.5593009370793636,1.922298781314877e-05,True,6,False,6,191.0,False,,
4,462,10.0,False,True,0,6951.188381855015,-2466.030029296875,-1631.56005859375,493.8500061035156,8797.2998046875,28822.60009765625,1445.8999633789062,-780.8999633789062,5620.9002685546875,-1948.2000732421875,0.0,0.945541867728858,-2.5050968326384355,-1.891978427321655,bf81d8692db,games5425898691,19.0,-2517.2900390625,-1824.6400146484375,370.2799987792969,-3109.1000366210938,14598.1005859375,2852.9000854492188,-569.0999984741211,4032.0001220703125,3697.0001220703125,255.0,35.0,,-0.5522810291889089,1.7009276997473637,1.0560436085280869,True,5,False,6,119.61901924174319,True,,76561198039309853,enpitsu,29.0,-381.0899963378906,-3821.8701171875,17.059999465942383,11651.199951171875,-7881.9000244140625,2.0999999344348907,-3.3000001311302185,2.5,-267.00000762939453,255.0,0.0,True,0.01675599477864233,-0.5859079529395695,-0.00010104868702352074,True,2,53.0,False,2,False,,MonkeySwim,bdd6ceab21b,11,-2839.179931640625,2019.0,17.010000228881836,-9615.2001953125,17947.39990234375,0.5000000074505806,-0.5000000074505806,0.3999999910593033,-1951.7999267578125,255.0,82.0,,0.009569160391287307,1.987324192820271,-5.228085806449813e-06,False,57.68197860256319,True,10,False,10,,Kootasthmatique,bc82d443a4b,10.0,41.869998931884766,1268.1500244140625,17.049999237060547,4119.200134277344,20024.49951171875,3.100000023841858,-0.09999999776482582,-0.7999999821186066,-131.19999885559082,215.0,128.0,0.016772157430908072,1.3542428658140346,0.00010311793311139422,True,8,False,8,173.0,False,,
5,505,12.0,False,False,1,7746.315925137086,1177.760009765625,-2601.18994140625,159.24000549316406,28071.79931640625,-3809.5999145507812,6887.0001220703125,1584.1000366210938,-334.50000762939453,-5777.39990234375,1.0,0.4797567919109941,-1.7126350692870986,-0.6562378199251444,bc82d443a4b,Kootasthmatique,10.0,1032.1400146484375,-2616.179931640625,126.23999786376953,9968.499755859375,11912.7001953125,2739.5001220703125,-2689.5001220703125,-4156.400146484375,-2395.8999633789062,255.0,255.0,False,0.08267664915361789,2.908094979941729,-0.4889186207928117,True,9,False,10,175.75406448302732,True,,bdd6ceab21b,MonkeySwim,11.0,2387.919921875,-4532.60986328125,17.010000228881836,-16811.099853515625,-5244.5001220703125,2.5,0.7000000029802322,0.29999999329447746,-49.80000019073486,255.0,128.0,,-0.00960359273954209,-0.29573995538628556,8.330340625014186e-05,True,10,231.0,False,10,False,,enpitsu,76561198039309853,29,-19.540000915527344,4600.4501953125,17.059999465942383,3231.6000366210938,-5846.5997314453125,1.899999976158142,0.09999999776482582,-0.19999999552965164,-581.8000030517578,128.0,255.0,False,-0.016628228651261897,-2.0404440568634348,0.000306684802463065,True,83.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,3238.159912109375,-627.8200073242188,85.62999725341797,4918.999938964844,-16543.299560546875,-6052.19970703125,895.1999664306641,164.79999542236328,1160.0,255.0,234.0,-0.031295694377308496,-1.8311381657585941,0.4023155001332821,True,6,False,6,97.0,False,,
6,561,14.0,False,False,0,2503.9155176407317,-2358.860107421875,3107.85009765625,195.38999938964844,18007.900390625,7576.7999267578125,11692.099609375,5331.300048828125,2669.2001342773438,672.3000335693359,0.0,0.31053085257933877,-3.029647070037966,0.40674435492235594,bf81d8692db,games5425898691,19.0,-2420.919921875,3051.610107421875,46.209999084472656,8825.399780273438,16627.099609375,3470.5999755859375,370.60001373291016,-137.5,2190.2999877929688,255.0,234.0,,0.0014375674971116301,1.247500860680767,-4.890090589467301e-05,True,6,False,7,28.0,False,,76561198039309853,enpitsu,29.0,-1526.68994140625,-4672.18017578125,17.059999465942383,-15508.299560546875,1131.3999938964844,-2.5,-2.7000001072883606,-0.19999999552965164,-1870.0999450683594,255.0,128.0,,0.016767993689110576,3.0289864203634393,-0.00017240391134151629,True,2,45.42322588479647,True,2,False,,MonkeySwim,bdd6ceab21b,11,-1872.9200439453125,3377.800048828125,79.4000015258789,-19335.2001953125,-6802.2998046875,2724.2001342773438,4658.2000732421875,-2897.7999877929688,-391.19998931884766,255.0,133.0,,0.10912856870435082,-2.7892100244677374,-0.312763689721518,True,193.4232258847965,True,12,False,11,,Kootasthmatique,bc82d443a4b,10.0,-3178.22998046875,1725.9300537109375,17.059999465942383,-5388.4002685546875,15083.00048828125,0.0,0.3999999910593033,-1.5999999642372131,-120.39999961853027,255.0,128.0,0.01678988289373261,1.900508484166031,0.00010165516714484209,True,10,False,10,138.0,False,,
7,702,19.0,False,False,1,9349.265823554906,-3340.139892578125,-3194.5,93.91000366210938,8695.499877929688,10239.69970703125,2033.3999633789062,-4172.0001220703125,-3756.6000366210938,2116.999969482422,1.0,-0.45623393718661076,-2.502036047619478,0.2610821304768157,bc82d443a4b,Kootasthmatique,10.0,-3516.81005859375,-3297.39990234375,17.059999465942383,6629.69970703125,8728.800048828125,2.5,-0.0,-0.0,-2343.2000732421875,154.0,0.0,,-0.016754192798130323,2.2747170643495997,7.872779873743257e-06,False,12,False,12,230.0,False,,bdd6ceab21b,MonkeySwim,11.0,-584.719970703125,-4612.02978515625,17.010000228881836,-16281.700439453125,4473.699951171875,2.800000011920929,-0.5999999865889549,-0.0,-1908.3999633789062,240.0,0.0,,-0.009583152710838445,0.3261892913527368,-7.344139793028912e-05,True,16,168.0,False,16,False,,enpitsu,76561198039309853,29,-2843.64990234375,605.2899780273438,17.049999237060547,-11059.000244140625,8621.699829101562,3.1999999284744263,-0.0,0.5000000074505806,-2950.0,255.0,128.0,True,-0.016762482188526263,1.2283285550615517,2.91403197400106e-06,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,19.0,-678.8300170898438,-2845.239990234375,90.76000213623047,-15854.599609375,16433.299560546875,-155.0,-3209.89990234375,-4462.699890136719,173.09999465942383,255.0,128.0,0.14588082838148375,-2.756750087217344,3.074196280276776,False,9,False,12,15.0,False,,
8,730,20.0,False,False,1,8083.906088477962,-2510.68994140625,-2191.030029296875,93.83999633789062,6821.5997314453125,9085.0,645.2999877929688,-5675.2001953125,615.9999847412109,1847.2000122070312,1.0,-0.26383074079238095,-1.4219815801951636,-0.10666662469607949,bc82d443a4b,Kootasthmatique,10.0,-2452.179931640625,-2401.1201171875,17.049999237060547,9375.599975585938,14709.69970703125,3.700000047683716,-0.9000000357627869,-0.5000000074505806,1929.4999694824219,128.0,239.0,,-0.016790144948912344,2.077204799187635,7.658915171432189e-05,False,12,False,12,167.0,False,,bdd6ceab21b,MonkeySwim,11.0,-1031.2900390625,-3025.360107421875,17.010000228881836,10441.99951171875,17618.599853515625,2.5999999046325684,-0.5000000074505806,-0.7999999821186066,-183.70000839233398,255.0,128.0,,-0.009587988155127476,2.1274165140605907,0.00014871459618126976,True,16,110.0,False,16,False,,enpitsu,76561198039309853,29,-3241.330078125,1372.4300537109375,17.049999237060547,4797.300109863281,1222.2000122070312,-1.5999999642372131,2.8999999165534973,0.29999999329447746,1092.0999908447266,255.0,128.0,False,-0.01661719189125366,3.1096225191119506,0.00041133882610148824,True,218.73566459327614,True,4,False,4,,games5425898691,bf81d8692db,19.0,-2413.27001953125,-1113.02001953125,17.010000228881836,-17298.199462890625,14848.00048828125,2.7000001072883606,-0.19999999552965164,0.5000000074505806,10.800000429153442,255.0,128.0,-0.009614918463255157,0.7079386913455614,-5.0443169738817265e-05,True,10,False,12,15.0,False,,
9,732,20.0,False,False,1,7999.703954275483,-2461.679931640625,-2120.93994140625,97.38999938964844,333.1999969482422,13399.000244140625,2052.7000427246094,-2359.499969482422,1940.5000305175781,5163.900146484375,1.0,0.1387565612669616,-1.5973786044643787,-0.13332019489657523,bc82d443a4b,Kootasthmatique,10.0,-2380.929931640625,-2262.030029296875,17.049999237060547,6442.0001220703125,15578.800048828125,3.700000047683716,0.19999999552965164,-0.19999999552965164,1986.6999816894531,184.0,236.0,,-0.01681616416114458,1.897906665308824,3.186392546291983e-05,False,12,False,12,167.0,False,,bdd6ceab21b,MonkeySwim,11.0,-933.1199951171875,-2865.419921875,17.010000228881836,10860.2001953125,17355.400390625,2.5999999046325684,-0.5000000074505806,-0.7999999821186066,-47.30000019073486,255.0,128.0,,-0.009598939462506945,2.1360710360779764,8.831380723418369e-05,True,16,110.0,False,16,False,,enpitsu,76561198039309853,29,-3188.330078125,1383.68994140625,17.049999237060547,6590.4998779296875,1254.4000244140625,-1.2999999523162842,-11.000000238418579,-1.2999999523162842,1203.0000305175781,255.0,128.0,False,-0.016643266076241885,2.9678430318629188,0.00010112645511149894,True,212.5444474630458,True,4,False,4,,games5425898691,bf81d8692db,19.0,-2543.10009765625,-1001.780029296875,17.010000228881836,-17318.1005859375,14823.800048828125,2.7000001072883606,-0.19999999552965164,0.5000000074505806,3.4999999403953552,255.0,128.0,-0.00961492968441697,0.7074786281713027,-4.823149860721719e-05,True,10,False,12,15.0,False,,
